Auth,Proclass,Supplier,Date,Dept,Cost Code,Invoiced
Bury Metropolitan Borough Council,Education,Birtenshaw Hall School,45070,One Commissioning Organisation,Community Care - Learning Disability Team,506.57
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45070,One Commissioning Organisation,Community Care - Reviewing Team,507.03
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45070,One Commissioning Organisation,Community Care - Reviewing Team,507.03
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45070,One Commissioning Organisation,Community Care - Reviewing Team,507.03
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45070,One Commissioning Organisation,Community Care - Reviewing Team,507.03
Bury Metropolitan Borough Council,Legal Services,Dedacted,45071,Corporate Core Services,Administration,508
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45077,One Commissioning Organisation,Community Care - Bury West INT,508.81
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Revelation Social Care Ltd,45063,One Commissioning Organisation,Community Care - Community Mental Health Team,509.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45077,One Commissioning Organisation,Community Care - North INT,509.25
Bury Metropolitan Borough Council,Facilities and Management Services,Chubb Fire & Security Ltd,45055,Housing Revenue Account,Special Services,509.5
Bury Metropolitan Borough Council,Facilities and Management Services,Chubb Fire & Security Ltd,45055,Housing Revenue Account,Special Services,509.5
Bury Metropolitan Borough Council,Education,Birtenshaw Hall School,45070,One Commissioning Organisation,Community Care - Learning Disability Team,509.52
Bury Metropolitan Borough Council,Cleaning and Janitorial,Champion Cleaning Services Ltd T/A Associated Cleaning Contractors,45069,One Commissioning Organisation,SHELTERED HOUSING GENERAL,510
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45057,Corporate Core Services,ICT - Staffing,510
Bury Metropolitan Borough Council,Building Construction Materials and Services,Leafletfrog Limited,45072,Children & Young People,Sen Team,510
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45070,One Commissioning Organisation,Community Care - Learning Disability Team,510.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Abbeyfield Society - Downing House,45070,One Commissioning Organisation,Community Care - North INT,511.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45051,One Commissioning Organisation,Community Care - Older Peoples Mental Health Team,511.75
Bury Metropolitan Borough Council,Facilities and Management Services,Chubb Fire & Security Ltd,45055,Housing Revenue Account,Special Services,512.15
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45077,One Commissioning Organisation,Community Care - Prestwich INT,512.21
Bury Metropolitan Borough Council,Medical,Grace Specialist HealthCare Limited,45070,One Commissioning Organisation,Community Care - Community Mental Health Team,512.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Elmar Home Care Manchester Ltd,45051,One Commissioning Organisation,Community Care - Reviewing Team,513.04
Bury Metropolitan Borough Council,Leisure Services,Les Mills Fitness UK Ltd,45076,Department of Operations,Castle Leisure Centre,513.17
Bury Metropolitan Borough Council,Leisure Services,Les Mills Fitness UK Ltd,45076,Department of Operations,Castle Leisure Centre,513.17
Bury Metropolitan Borough Council,Leisure Services,Les Mills Fitness UK Ltd,45076,Department of Operations,Castle Leisure Centre,513.17
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45077,One Commissioning Organisation,Community Care - North INT,513.83
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45063,One Commissioning Organisation,Community Care - Bury East INT,514.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45077,One Commissioning Organisation,Community Care - North INT,515.44
Bury Metropolitan Borough Council,Transport,Magnum Whiteline Ltd,45055,Children & Young People,Home to School Transport SEN,516.65
Bury Metropolitan Borough Council,Facilities and Management Services,MPD FM Limited,45051,Corporate Core Services,Security - Patrol,516.8
Bury Metropolitan Borough Council,Utilities (not telephones - see - ICT),Corona Energy Retail 4 Limited,45064,"Business, Growth & Infrastructure",Homelessness & Housing Needs Teams,516.85
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45070,One Commissioning Organisation,Community Care - Learning Disability Team,516.97
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45051,One Commissioning Organisation,Community Care - Hospital Social Work Team,517.11
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45049,One Commissioning Organisation,Community Care - North INT,518.1
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Fortress Care,45077,One Commissioning Organisation,Community Care - Hospital Social Work Team,518.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,DMD Recruitment Ltd,45058,One Commissioning Organisation,CHOICES FOR LIVING WELL,518.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Dedacted,45076,One Commissioning Organisation,Community Care - North INT,520
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45051,Children & Young People,DFE Individual Grants,520
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Premier Care Limited,45077,One Commissioning Organisation,Community Care - Reviewing Team,520.45
Bury Metropolitan Borough Council,Mail Services,Critiqom Ltd,45063,Corporate Core Finance,Revenues & Benefits,520.68
Bury Metropolitan Borough Council,Mail Services,Critiqom Ltd,45063,Corporate Core Finance,Revenues & Benefits,520.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45070,One Commissioning Organisation,Community Care - Learning Disability Team,521.52
Bury Metropolitan Borough Council,Facilities and Management Services,Chubb Fire & Security Ltd,45055,Housing Revenue Account,Special Services,521.91
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45070,One Commissioning Organisation,Community Care - Learning Disability Team,521.94
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - Bury West INT,522.45
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45077,One Commissioning Organisation,Community Care - Choices for Living Well,522.55
Bury Metropolitan Borough Council,Works (Construction / Repair / Maintenance),Northern Marking Ltd,45055,Department of Operations,Traffic Management Works account,523
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45077,One Commissioning Organisation,Community Care - North INT,523.84
Bury Metropolitan Borough Council,ICT,Konica Minolta Business Solutions (UK) Ltd,45072,Corporate Core Services,ICT - Printing,524.64
Bury Metropolitan Borough Council,Transport,Lawtons,45076,Children & Young People,Home to School Transport SEN,524.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Persona Group Ltd,45065,One Commissioning Organisation,Community Care - Learning Disability Team,525
Bury Metropolitan Borough Council,Transport,Smart Platforms Rental Ltd,45048,Department of Operations,Transport Fleet Management,525
Bury Metropolitan Borough Council,Transport,Smart Platforms Rental Ltd,45057,Department of Operations,Transport Fleet Management,525
Bury Metropolitan Borough Council,Consultancy,Yashwin Consultancy Limited,45064,One Commissioning Organisation,Local Reform & Community Voices Grant,525
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45049,One Commissioning Organisation,Community Care - North INT,525.53
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45077,One Commissioning Organisation,Community Care - Reviewing Team,525.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45077,One Commissioning Organisation,Community Care - Bury West INT,525.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Elmar Home Care Manchester Ltd,45077,One Commissioning Organisation,Community Care - Bury West INT,526.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45049,One Commissioning Organisation,Community Care - Reviewing Team,526.33
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45077,One Commissioning Organisation,Community Care - Prestwich INT,526.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - North INT,526.93
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45077,One Commissioning Organisation,Community Care - Prestwich INT,527.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45077,One Commissioning Organisation,Community Care - Bury West INT,527.53
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Elmar Home Care Manchester Ltd,45063,One Commissioning Organisation,Community Care - Reviewing Team,527.62
Bury Metropolitan Borough Council,Building Construction Materials and Services,RMD Building Maintenance,45063,"Business, Growth & Infrastructure",Lettings - Offices Tenancies,530
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Elmar Home Care Manchester Ltd,45077,One Commissioning Organisation,Community Care - Community Mental Health Team,530.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45070,One Commissioning Organisation,Community Care - Community Mental Health Team,530.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45063,One Commissioning Organisation,Community Care - Bury West INT,532.37
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45070,One Commissioning Organisation,Community Care - Reviewing Team,532.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45077,One Commissioning Organisation,Community Care - Choices for Living Well,533.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45063,One Commissioning Organisation,Community Care - Bury East INT,533.73
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45056,One Commissioning Organisation,Community Care - Reviewing Team,534.37
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - Bury East INT,535.85
Bury Metropolitan Borough Council,Transport,Specialist Fleet Services Ltd t/a CTS Hire,45065,Department of Operations,Transport Fleet Management,536.25
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45077,One Commissioning Organisation,Community Care - Hospital Social Work Team,536.63
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Dedacted,45049,One Commissioning Organisation,Community Care - Bury East INT,536.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Dedacted,45049,One Commissioning Organisation,Community Care - Bury East INT,536.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Dedacted,45076,One Commissioning Organisation,Community Care - Bury East INT,536.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45070,One Commissioning Organisation,Community Care - Learning Disability Team,536.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45070,One Commissioning Organisation,Community Care - Learning Disability Team,536.88
Bury Metropolitan Borough Council,Leisure Services,Les Mills Fitness UK Ltd,45077,Department of Operations,Castle Leisure Centre,538.83
Bury Metropolitan Borough Council,Building Construction Materials and Services,Proteus Equipment Ltd,45050,Department of Operations,HNS Maintenance,540
Bury Metropolitan Borough Council,Building Construction Materials and Services,Proteus Equipment Ltd,45062,Department of Operations,HNS Maintenance,540
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Fortress Care,45077,One Commissioning Organisation,Community Care - Prestwich INT,542.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Premier Care Limited,45051,One Commissioning Organisation,Community Care - Prestwich INT,543.98
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45062,Department of Operations,Catering High,544
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Parkland Regency Care Ltd,45070,One Commissioning Organisation,Community Care - North INT,544
Bury Metropolitan Borough Council,Utilities (not telephones - see - ICT),Water Plus Ltd,45048,Children & Young People,Children´s Services Other management costs,544.46
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - North INT,544.79
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45051,One Commissioning Organisation,Community Care - North INT,544.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45077,One Commissioning Organisation,Community Care - Choices for Living Well,546.67
Bury Metropolitan Borough Council,Environmental Services,Restore Datashred Ltd,45058,Children & Young People,General,547.8
Bury Metropolitan Borough Council,Education,Rainbow Behavioural Therapies Ltd,45061,Children & Young People,Independent Fees,548.9
Bury Metropolitan Borough Council,Transport,Magnum Whiteline Ltd,45055,Children & Young People,Home to School Transport SEN,549.03
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45077,One Commissioning Organisation,Community Care - Community Mental Health Team,549.47
Bury Metropolitan Borough Council,Transport,Magnum Whiteline Ltd,45055,Children & Young People,Home to School Transport SEN,549.75
Bury Metropolitan Borough Council,Legal Services,Cobden House Chambers,45071,Corporate Core Services,Six Town Housing Holding Account,550
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45072,Corporate Core Services,ICT - Staffing,550
Bury Metropolitan Borough Council,Domestic Goods: Commercial,Helping Hand Company Ltd,45069,One Commissioning Organisation,Integrated Community Equipment Service (ICES),550.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Fortress Care,45077,One Commissioning Organisation,Community Care - Choices for Living Well,550.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45056,One Commissioning Organisation,Community Care - Older Peoples Mental Health Team,550.75
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45063,One Commissioning Organisation,Community Care - Bury East INT,551.97
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Park View (The Ferns),45070,One Commissioning Organisation,Community Care - Hospital Social Work Team,553.17
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45077,One Commissioning Organisation,Community Care - North INT,553.53
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45051,One Commissioning Organisation,Community Care - North INT,553.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - Hospital Social Work Team,554.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45077,One Commissioning Organisation,Community Care - Reviewing Team,554.57
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45063,One Commissioning Organisation,Community Care - Choices for Living Well,554.62
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45077,One Commissioning Organisation,Community Care - North INT,554.75
Bury Metropolitan Borough Council,Utilities (not telephones - see - ICT),NPower Ltd,45072,One Commissioning Organisation,WELLY Cafe,555.89
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Carrbank House Ltd,45070,One Commissioning Organisation,Community Care - Bury East INT,556.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Elmar Home Care Manchester Ltd,45051,One Commissioning Organisation,Community Care - Hospital Social Work Team,556.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45070,One Commissioning Organisation,Community Care - Learning Disability Team,557.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45056,One Commissioning Organisation,Community Care - Bury East INT,558.69
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Elmar Home Care Manchester Ltd,45056,One Commissioning Organisation,Community Care - Reviewing Team,558.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,PossAbilities CIC,45070,One Commissioning Organisation,Community Care - Learning Disability Team,558.9
Bury Metropolitan Borough Council,Cleaning and Janitorial,Alliance Disposables Ltd,45065,Department of Operations,Ramsbottom Civic Suite,559.95
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45063,Children & Young People,Short Breaks Service,560
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Total Social Work Ltd,45061,One Commissioning Organisation,Strategic Safeguarding Team,560
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45070,One Commissioning Organisation,Community Care - Community Mental Health Team,560.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45056,One Commissioning Organisation,Community Care - Choices for Living Well,561.43
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - Prestwich INT,562.06
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - North INT,562.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - North INT,562.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - North INT,562.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - North INT,562.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - North INT,562.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - North INT,562.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - Reviewing Team,562.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - Reviewing Team,562.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - Reviewing Team,562.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - Reviewing Team,562.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - Hospital Social Work Team,562.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - Hospital Social Work Team,562.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - Hospital Social Work Team,562.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - Prestwich INT,562.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - Prestwich INT,562.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - Prestwich INT,562.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Revelation Social Care Ltd,45063,One Commissioning Organisation,Community Care - Community Mental Health Team,562.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Elmar Home Care Manchester Ltd,45056,One Commissioning Organisation,Community Care - Bury East INT,562.93
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Fortress Care,45077,One Commissioning Organisation,Community Care - Choices for Living Well,563.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45077,One Commissioning Organisation,Community Care - North INT,563.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Elmar Home Care Manchester Ltd,45063,One Commissioning Organisation,Community Care - Bury East INT,564.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complex Care Professionals Ltd,45056,One Commissioning Organisation,Community Care - Learning Disability Team,564.82
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45077,One Commissioning Organisation,Community Care - Whitefield INT,565.93
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45069,Department of Operations,Traffic Management Works account,566.66
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45077,One Commissioning Organisation,Community Care - North INT,567.02
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45077,One Commissioning Organisation,Community Care - Older Peoples Mental Health Team,568.03
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45077,One Commissioning Organisation,Community Care - North INT,568.03
Bury Metropolitan Borough Council,Utilities (not telephones - see - ICT),Corona Energy Retail 4 Limited,45049,Corporate Core Services,LSC Main Grants,570.31
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45077,One Commissioning Organisation,Community Care - North INT,571.05
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - Bury East INT,571.58
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - Bury East INT,571.58
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45056,One Commissioning Organisation,Community Care - Bury East INT,571.58
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45070,One Commissioning Organisation,Community Care - Learning Disability Team,571.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45077,One Commissioning Organisation,Community Care - Prestwich INT,572.35
Bury Metropolitan Borough Council,Facilities and Management Services,Orona Ltd,45068,Department of Operations,Property Maintenance (Fees-Variable Oncost),572.57
Bury Metropolitan Borough Council,Works (Construction / Repair / Maintenance),PRE Electrical Solutions Ltd,45048,Department of Operations,General,573.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45051,One Commissioning Organisation,Community Care - North INT,573.7
Bury Metropolitan Borough Council,Non Proclass Spend,Dedacted,45076,One Commissioning Organisation,Community Care - Community Mental Health Team,573.72
Bury Metropolitan Borough Council,Non Proclass Spend,Dedacted,45049,One Commissioning Organisation,Community Care - Community Mental Health Team,573.72
Bury Metropolitan Borough Council,Non Proclass Spend,Dedacted,45049,One Commissioning Organisation,Community Care - Community Mental Health Team,573.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45070,One Commissioning Organisation,Community Care - Learning Disability Team,574.29
Bury Metropolitan Borough Council,Domestic Goods: Commercial,Crown Oil Ltd,45071,Department of Operations,Workshop,575
