Auth,Proclass,Supplier,Date,Dept,Cost Code,Invoiced
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45044,Corporate Core Finance,Financial Services,73651.11
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45033,Corporate Core Finance,Financial Services,64384.69
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45035,Corporate Core Services,Personnel Disbursements Holding A/c,3694.34
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45035,Corporate Core Services,Personnel Disbursements Holding A/c,24167.46
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45034,Corporate Core Services,Personnel Disbursements Holding A/c,6687.51
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45036,Corporate Core Services,Personnel Disbursements Holding A/c,18817.5
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45022,One Commissioning Organisation,A C S SENIOR MANAGEMENT,37369.61
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45033,One Commissioning Organisation,A C S SENIOR MANAGEMENT,33883.9
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45029,Department of Operations,Refuse Collection Trading Account,38866.67
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45029,Department of Operations,Refuse Collection Trading Account,21886.44
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45037,Department of Operations,Refuse Collection Trading Account,29252.67
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45036,Department of Operations,Refuse Collection Trading Account,70529.54
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45043,One Commissioning Organisation,A C S SENIOR MANAGEMENT,32888.63
Bury Metropolitan Borough Council,Human Resources,Your World Recruitment Ltd,45027,One Commissioning Organisation,Assessment & Care Management Tier 2,1255.68
Bury Metropolitan Borough Council,Human Resources,Your World Recruitment Ltd,45027,One Commissioning Organisation,Assessment & Care Management Tier 2,1255.68
Bury Metropolitan Borough Council,Human Resources,Your World Recruitment Ltd,45043,One Commissioning Organisation,Assessment & Care Management Tier 2,837.12
Bury Metropolitan Borough Council,ICT,Aspire Business Software Ltd,45028,Children & Young People,School Organisation,958.57
Bury Metropolitan Borough Council,ICT,Avoira Limited,45037,Corporate Core Services,ICT - Telephones,1326.41
Bury Metropolitan Borough Council,ICT,Avoira Limited,45040,Corporate Core Services,ICT - Telephones,1895.32
Bury Metropolitan Borough Council,ICT,Avoira Limited,45019,Corporate Core Services,ICT - Telephones,2456.64
Bury Metropolitan Borough Council,ICT,Bramble Hub Limited,45021,Department of Operations,General,1110
Bury Metropolitan Borough Council,ICT,Bramble Hub Limited,45021,Department of Operations,General,4125
Bury Metropolitan Borough Council,ICT,Bramble Hub Limited,45021,Department of Operations,General,11000
Bury Metropolitan Borough Council,ICT,Bytes Software Services Ltd,45043,Corporate Core Services,ICT - Infrastucture Support,21626.37
Bury Metropolitan Borough Council,ICT,Causeway Technologies Ltd,45030,Department of Operations,HNS Maintenance,57250
Bury Metropolitan Borough Council,ICT,Civica UK Ltd,45044,Department of Operations,Environmental Services Holding Account,18710.64
Bury Metropolitan Borough Council,ICT,Civica UK Ltd,45019,Corporate Core Finance,Benefits Operational,80868.13
Bury Metropolitan Borough Council,ICT,Civica UK Ltd,45019,Corporate Core Finance,Local Housing Allowance Grant,7995.86
Bury Metropolitan Borough Council,ICT,Civica UK Ltd,45019,Corporate Core Finance,Local Housing Allowance Grant,2762.25
Bury Metropolitan Borough Council,ICT,Civica UK Ltd,45019,Corporate Core Finance,Local Housing Allowance Grant,4101.75
Bury Metropolitan Borough Council,ICT,Civica UK Ltd,45034,Corporate Core Finance,Local Housing Allowance Grant,3300.42
Bury Metropolitan Borough Council,ICT,Civica UK Ltd,45034,Corporate Core Finance,Local Housing Allowance Grant,1011.5
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45022,Corporate Core Services,ICT - Staffing,2750
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45021,Corporate Core Services,ICT - Staffing,1530
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45021,Corporate Core Services,ICT - Staffing,1530
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45022,Corporate Core Services,ICT - Staffing,2800
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45043,Corporate Core Services,ICT - Staffing,2240
Bury Metropolitan Borough Council,ICT,EE Ltd - Orange,45030,One Commissioning Organisation,A C S SENIOR MANAGEMENT,1768.7
Bury Metropolitan Borough Council,ICT,Everything Everywhere (Orange),45033,Corporate Core Services,Member Expenses,1107.5
Bury Metropolitan Borough Council,ICT,Idox Software Ltd,45043,Corporate Core Services,ICT - G.I.S. / Mapping,6108.76
Bury Metropolitan Borough Council,ICT,Incom Telecommunications,45043,Corporate Core Services,ICT - Telephones,1630
Bury Metropolitan Borough Council,ICT,IT Works Recruitment Ltd,45035,Corporate Core Services,People Analytics,9563.18
Bury Metropolitan Borough Council,ICT,JC Applications Development Ltd,45028,Corporate Core Finance,Insurance Holding Account,1350
Bury Metropolitan Borough Council,ICT,JC Applications Development Ltd,45028,Corporate Core Finance,Misc Expenses,700
Bury Metropolitan Borough Council,ICT,Konica Minolta Business Solutions (UK) Ltd,45033,Corporate Core Services,ICT - Infrastucture Support,835.92
Bury Metropolitan Borough Council,ICT,Konica Minolta Business Solutions (UK) Ltd,45022,Corporate Core Services,ICT - Infrastucture Support,3150
Bury Metropolitan Borough Council,ICT,Konica Minolta Business Solutions (UK) Ltd,45042,Corporate Core Services,ICT - Printing,623.65
Bury Metropolitan Borough Council,ICT,Konica Minolta Business Solutions (UK) Ltd,45042,Corporate Core Services,ICT - Printing,654.48
Bury Metropolitan Borough Council,ICT,Konica Minolta Business Solutions (UK) Ltd,45042,Corporate Core Services,ICT - Printing,1677.77
Bury Metropolitan Borough Council,ICT,Konica Minolta Business Solutions (UK) Ltd,45020,Corporate Core Services,ICT - Printing,519.01
Bury Metropolitan Borough Council,ICT,Konica Minolta Business Solutions (UK) Ltd,45035,One Commissioning Organisation,CHOICES FOR LIVING WELL,678.19
Bury Metropolitan Borough Council,ICT,Konica Minolta Business Solutions (UK) Ltd,45042,Corporate Core Services,ICT - Printing,1036.38
Bury Metropolitan Borough Council,ICT,Liquidlogic Ltd,45041,Children & Young People,LAC Education - Virtual School,23750
Bury Metropolitan Borough Council,ICT,NEC Software Solutions UK Limited,45021,Corporate Core Services,Customer Relationship Management System Implementa,689.79
Bury Metropolitan Borough Council,ICT,Neurobox ltd,45036,Corporate Core Services,Member Expenses,910
Bury Metropolitan Borough Council,ICT,Oracle Vision Ltd,45019,Children & Young People,Victoria Family Centre,1032.53
Bury Metropolitan Borough Council,ICT,Specialist Computer Centres plc,45044,Corporate Core Services,ICT - Infrastucture Support,29552.73
Bury Metropolitan Borough Council,ICT,Specialist Computer Centres plc,45021,Corporate Core Services,ICT - Infrastucture Support,824297.77
Bury Metropolitan Borough Council,ICT,Specialist Computer Centres plc,45026,Corporate Core Services,ICT - Infrastucture Support,12368.85
Bury Metropolitan Borough Council,ICT,Specialist Computer Centres plc,45026,Corporate Core Services,ICT - Infrastucture Support,33185.16
Bury Metropolitan Borough Council,ICT,T.E.W. Software Solutions Ltd - t/a itelligent-i,45022,Corporate Core Services,ICT - Funded from Reserve,1250
Bury Metropolitan Borough Council,ICT,Theory Test Pro,45027,Department of Operations,Libraries,587
Bury Metropolitan Borough Council,ICT,Tieva UK Ltd - T/A Pure Data Solutions Ltd,45044,Children & Young People,School Standards Grant,7908.8
Bury Metropolitan Borough Council,ICT,Unit4 Business Software Ltd,45021,Corporate Core Finance,Management Accountancy,110478.51
Bury Metropolitan Borough Council,Legal Services,18 St John Street Chambers,45019,Children & Young People,Safeguarding Team - External Legal,2620
Bury Metropolitan Borough Council,Legal Services,18 St John Street Chambers,45035,Children & Young People,Safeguarding Team - External Legal,650
Bury Metropolitan Borough Council,Legal Services,18 St John Street Chambers,45040,Children & Young People,Safeguarding Team - External Legal,950
Bury Metropolitan Borough Council,Legal Services,Addleshaw Goddard LLP,45022,"Business, Growth & Infrastructure",Bury Town Centre,2474.5
Bury Metropolitan Borough Council,Legal Services,Cobden House Chambers,45035,Children & Young People,Safeguarding Team - External Legal,650
Bury Metropolitan Borough Council,Legal Services,Cobden House Chambers,45035,Children & Young People,Safeguarding Team - External Legal,650
Bury Metropolitan Borough Council,Legal Services,Cromptons Solicitors,45044,Corporate Core Services,Six Town Housing Holding Account,10800
Bury Metropolitan Borough Council,Legal Services,Cromptons Solicitors,45044,Corporate Core Services,Six Town Housing Holding Account,9800
Bury Metropolitan Borough Council,Legal Services,CRP Group Global Ltd,45033,Corporate Core Services,Administration,1440
Bury Metropolitan Borough Council,Legal Services,CRP Group Global Ltd,45030,Corporate Core Services,Administration,2186.7
Bury Metropolitan Borough Council,Legal Services,CRP Group Global Ltd,45030,Corporate Core Services,Administration,930
Bury Metropolitan Borough Council,Legal Services,CRP Group Global Ltd,45040,Corporate Core Services,Administration,1276.45
Bury Metropolitan Borough Council,Legal Services,CRP Group Global Ltd,45040,Corporate Core Services,Administration,4256.93
Bury Metropolitan Borough Council,Legal Services,CRP Group Global Ltd,45034,Corporate Core Services,Administration,1125
Bury Metropolitan Borough Council,Legal Services,CRP Group Global Ltd,45029,Corporate Core Services,Administration,1125
Bury Metropolitan Borough Council,Legal Services,CRP Group Global Ltd,45029,Corporate Core Services,Administration,4296.93
Bury Metropolitan Borough Council,Legal Services,Forbes Solicitors,45042,Non-Service Specific,Insurance expenses,4000
Bury Metropolitan Borough Council,Legal Services,Forbes Solicitors,45035,Non-Service Specific,Insurance expenses,2438
Bury Metropolitan Borough Council,Legal Services,Kenworthy’s Chambers,45036,Children & Young People,Safeguarding Team - External Legal,1100
Bury Metropolitan Borough Council,Legal Services,Kenworthy’s Chambers,45035,Children & Young People,Safeguarding Team - External Legal,500
Bury Metropolitan Borough Council,Legal Services,Kings Chambers,45040,"Business, Growth & Infrastructure",Development Management,1125
Bury Metropolitan Borough Council,Legal Services,Ministry of Justice - HMCTS CAPS,45028,Department of Operations,decriminalised parking,22000
Bury Metropolitan Borough Council,Legal Services,Redacted,45034,One Commissioning Organisation,A C S SENIOR MANAGEMENT,1250
Bury Metropolitan Borough Council,Legal Services,Redacted,45040,Children & Young People,Safeguarding Team - External Legal,1000
Bury Metropolitan Borough Council,Legal Services,Redacted,45034,One Commissioning Organisation,A C S SENIOR MANAGEMENT,1272.5
Bury Metropolitan Borough Council,Legal Services,Redacted,45019,Children & Young People,Safeguarding Team - External Legal,650
Bury Metropolitan Borough Council,Legal Services,Redacted,45035,Children & Young People,Safeguarding Team - External Legal,900
Bury Metropolitan Borough Council,Legal Services,Redacted,45040,Children & Young People,Safeguarding Team - External Legal,1650
Bury Metropolitan Borough Council,Legal Services,Redacted,45040,Children & Young People,Safeguarding Team - External Legal,1250
Bury Metropolitan Borough Council,Legal Services,Redacted,45035,Children & Young People,Safeguarding Team - External Legal,1250
Bury Metropolitan Borough Council,Legal Services,Redacted,45033,Corporate Core Services,Six Town Housing Holding Account,1000
Bury Metropolitan Borough Council,Legal Services,Redacted,45034,Corporate Core Services,Six Town Housing Holding Account,1500
Bury Metropolitan Borough Council,Art & Leisure Services,Alpha Training Accademy,45043,Children & Young People,DFE Individual Grants,5701.76
Bury Metropolitan Borough Council,Art & Leisure Services,BL Martial Arts,45042,Children & Young People,DFE Individual Grants,2317.5
Bury Metropolitan Borough Council,Art & Leisure Services,Bolinda UK Ltd,45027,Department of Operations,Libraries,4845
Bury Metropolitan Borough Council,Art & Leisure Services,Bolinda UK Ltd,45027,Department of Operations,Libraries,2500
Bury Metropolitan Borough Council,Art & Leisure Services,Bolinda UK Ltd,45027,Department of Operations,Libraries,14537
Bury Metropolitan Borough Council,Art & Leisure Services,Bolton Cares (A) Ltd,45022,One Commissioning Organisation,Community Care - Learning Disability Team,735
Bury Metropolitan Borough Council,Art & Leisure Services,Bury Girls & Ladies Football Club,45040,Children & Young People,DFE Individual Grants,3520
Bury Metropolitan Borough Council,Art & Leisure Services,East Lancashire Light Railway Co Ltd,45044,Corporate Core Services,Civic Budget,3801.69
Bury Metropolitan Borough Council,Art & Leisure Services,East Lancashire Light Railway Co Ltd,45019,"Business, Growth & Infrastructure",Economic Development & Projects,50000
Bury Metropolitan Borough Council,Art & Leisure Services,Forensic Testing Services Ltd,45035,Children & Young People,Safeguarding Team - External Legal,1158
Bury Metropolitan Borough Council,Art & Leisure Services,GM Active C.I.C,45030,Department of Operations,General,3750
Bury Metropolitan Borough Council,Art & Leisure Services,MaD Theatre Company Ltd,45043,Children & Young People,DFE Individual Grants,925
Bury Metropolitan Borough Council,Art & Leisure Services,New Springs Community Project Group,45040,Children & Young People,DFE Individual Grants,877.5
Bury Metropolitan Borough Council,Art & Leisure Services,Redacted,45033,Corporate Core Services,Arts Development,1500
Bury Metropolitan Borough Council,Art & Leisure Services,Redacted,45033,Corporate Core Services,Arts Development,1500
Bury Metropolitan Borough Council,Art & Leisure Services,Splash About International Ltd,45035,Department of Operations,Ramsbottom,983.3
Bury Metropolitan Borough Council,Art & Leisure Services,The Fusilier Museum & Learning Centre Ltd,45032,One Commissioning Organisation,Public Health,810
Bury Metropolitan Borough Council,Mail Services,Critiqom Ltd,45027,Corporate Core Finance,Benefits Operational,1502.91
Bury Metropolitan Borough Council,Mail Services,Critiqom Ltd,45027,Corporate Core Finance,Revenues Operational,1502.9
Bury Metropolitan Borough Council,Healthcare,Alpha Biolaboratories Legal Ltd,45033,Children & Young People,Safeguarding Team - External Legal,1363.9
Bury Metropolitan Borough Council,Healthcare,Amiable Medical Services Limited,45040,One Commissioning Organisation,Local Reform & Community Voices Grant,525
Bury Metropolitan Borough Council,Healthcare,Amiable Medical Services Limited,45040,One Commissioning Organisation,Local Reform & Community Voices Grant,700
Bury Metropolitan Borough Council,Healthcare,Crawshaw Hall Healthcare Ltd,45042,One Commissioning Organisation,Community Care - North INT,2905
Bury Metropolitan Borough Council,Healthcare,Crawshaw Hall Healthcare Ltd,45042,One Commissioning Organisation,Community Care - Older Peoples Mental Health Team,2435.76
Bury Metropolitan Borough Council,Healthcare,Fairfax Group Practice,45034,One Commissioning Organisation,Public Health,975
Bury Metropolitan Borough Council,Healthcare,Fresh Lifestyle Fitness,45030,Department of Operations,SAPAS,668.16
Bury Metropolitan Borough Council,Healthcare,Grace Specialist HealthCare Limited,45042,One Commissioning Organisation,Community Care - Community Mental Health Team,1446.16
Bury Metropolitan Borough Council,Healthcare,Grace Specialist HealthCare Limited,45042,One Commissioning Organisation,Community Care - Community Mental Health Team,2530.8
Bury Metropolitan Borough Council,Healthcare,Grace Specialist HealthCare Limited,45042,One Commissioning Organisation,Community Care - Community Mental Health Team,512.4
Bury Metropolitan Borough Council,Healthcare,Grace Specialist HealthCare Limited,45042,One Commissioning Organisation,Community Care - Older Peoples Mental Health Team,1446.16
Bury Metropolitan Borough Council,Healthcare,Grace Specialist HealthCare Limited,45042,One Commissioning Organisation,Community Care - Older Peoples Mental Health Team,2530.8
Bury Metropolitan Borough Council,Healthcare,Greater Manchester Mental Health NHS FT,45044,One Commissioning Organisation,Substance Misuse,11544
Bury Metropolitan Borough Council,Healthcare,Greater Manchester Mental Health NHS FT,45044,One Commissioning Organisation,Substance Misuse,5624
Bury Metropolitan Borough Council,Healthcare,Greater Manchester Mental Health NHS FT,45033,One Commissioning Organisation,Substance Misuse,12432
Bury Metropolitan Borough Council,Healthcare,Healthwork,45030,Corporate Core Services,Occupational Health,5410
Bury Metropolitan Borough Council,Healthcare,Healthwork,45034,Corporate Core Services,Occupational Health,1250
Bury Metropolitan Borough Council,Healthcare,Healthwork,45033,Corporate Core Services,Occupational Health,1250
Bury Metropolitan Borough Council,Healthcare,Healthwork,45033,Corporate Core Services,Occupational Health,1250
Bury Metropolitan Borough Council,Healthcare,Liverpool University Hospitals NHS Foundation Trust,45040,One Commissioning Organisation,Public Health,584
Bury Metropolitan Borough Council,Healthcare,Mather Fold House Priory,45042,One Commissioning Organisation,Community Care - Learning Disability Team,22307.12
Bury Metropolitan Borough Council,Healthcare,Medgen Ltd,45036,Children & Young People,Short Breaks Service,564.33
Bury Metropolitan Borough Council,Healthcare,Medgen Ltd,45037,Children & Young People,Short Breaks Service,820.58
Bury Metropolitan Borough Council,Healthcare,Medgen Ltd,45037,Children & Young People,Short Breaks Service,1692.39
Bury Metropolitan Borough Council,Healthcare,NHS Business Service Authority,45041,One Commissioning Organisation,Substance Misuse,18828.44
Bury Metropolitan Borough Council,Healthcare,NHS Greater Manchester Integrated Care Board,45037,One Commissioning Organisation,INT HUBS,7925
Bury Metropolitan Borough Council,Healthcare,NHS North of England CSU,45043,One Commissioning Organisation,A C S SENIOR MANAGEMENT,2500
Bury Metropolitan Borough Council,Healthcare,NHS Property Services Ltd,45042,One Commissioning Organisation,Public Health,43087.34
Bury Metropolitan Borough Council,Healthcare,NHS Property Services Ltd,45042,One Commissioning Organisation,Public Health,39226.31
Bury Metropolitan Borough Council,Healthcare,NHS Property Services Ltd,45042,One Commissioning Organisation,Public Health,43087.34
Bury Metropolitan Borough Council,Healthcare,NHS Property Services Ltd,45042,One Commissioning Organisation,Public Health,43087.34
Bury Metropolitan Borough Council,Healthcare,Northern Care Alliance NHS Group,45037,One Commissioning Organisation,CHOICES FOR LIVING WELL,1132.82
Bury Metropolitan Borough Council,Healthcare,Northern Care Alliance NHS Group,45028,One Commissioning Organisation,Assessment & Care Management Tier 2,113640
Bury Metropolitan Borough Council,Healthcare,Northern Care Alliance NHS Group,45044,Children & Young People,School Standards Grant,1345
Bury Metropolitan Borough Council,Healthcare,Northern Care Alliance NHS Group,45044,Children & Young People,School Standards Grant,6725
Bury Metropolitan Borough Council,Healthcare,Radcliffe Medical Practice,45019,One Commissioning Organisation,Public Health,640
Bury Metropolitan Borough Council,Healthcare,Ramsbottom Group Practice,45033,One Commissioning Organisation,Public Health,1639.4
Bury Metropolitan Borough Council,Healthcare,Specialised Orthotic Services Limited,45036,Children & Young People,Paediatric Disability Service,596.03
Bury Metropolitan Borough Council,Healthcare,Tower Family Healthcare Tottington,45042,One Commissioning Organisation,Public Health,4776.02
Bury Metropolitan Borough Council,Healthcare,Tower Family Healthcare Tottington,45035,One Commissioning Organisation,Public Health,5575.3
Bury Metropolitan Borough Council,Non Proclass Spend,Redacted,45021,One Commissioning Organisation,Community Care - Community Mental Health Team,500.08
Bury Metropolitan Borough Council,Non Proclass Spend,Redacted,45021,One Commissioning Organisation,Community Care - Community Mental Health Team,500.08
Bury Metropolitan Borough Council,Non Proclass Spend,Redacted,45021,One Commissioning Organisation,Community Care - North INT,1054.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45022,One Commissioning Organisation,Community Care - Bury East INT,763.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45022,One Commissioning Organisation,Community Care - Bury East INT,1123.22
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45022,One Commissioning Organisation,Community Care - Bury East INT,823.14
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45022,One Commissioning Organisation,Community Care - Hospital Social Work Team,737.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45022,One Commissioning Organisation,Community Care - Reviewing Team,1139
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45022,One Commissioning Organisation,Community Care - Reviewing Team,1031.23
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45022,One Commissioning Organisation,Community Care - Choices for Living Well,1234.86
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45022,One Commissioning Organisation,Community Care - Choices for Living Well,504.01
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45022,One Commissioning Organisation,Community Care - Choices for Living Well,633.51
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45022,One Commissioning Organisation,Community Care - Older Peoples Mental Health Team,558.19
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45030,One Commissioning Organisation,Community Care - Bury East INT,566.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45030,One Commissioning Organisation,Community Care - Bury East INT,576.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45030,One Commissioning Organisation,Community Care - Bury East INT,575.75
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45030,One Commissioning Organisation,Community Care - Bury East INT,582.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45030,One Commissioning Organisation,Community Care - Reviewing Team,569.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45030,One Commissioning Organisation,Community Care - Reviewing Team,574.86
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45030,One Commissioning Organisation,Community Care - Reviewing Team,518.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45030,One Commissioning Organisation,Community Care - Reviewing Team,519.19
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45030,One Commissioning Organisation,Community Care - Reviewing Team,521.27
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45030,One Commissioning Organisation,Community Care - Reviewing Team,1155.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45030,One Commissioning Organisation,Community Care - Reviewing Team,515.62
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45030,One Commissioning Organisation,Community Care - Choices for Living Well,642.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45030,One Commissioning Organisation,Community Care - Choices for Living Well,624.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45030,One Commissioning Organisation,Community Care - Choices for Living Well,623.98
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45030,One Commissioning Organisation,Community Care - Choices for Living Well,1263.14
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,365 Support Limited,45042,One Commissioning Organisation,Community Care - North INT,1091.29
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,365 Support Limited,45042,One Commissioning Organisation,Community Care - North INT,1019.73
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,365 Support Limited,45042,One Commissioning Organisation,Community Care - North INT,542.93
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Bury West INT,643.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Bury West INT,1515.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Bury West INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Bury West INT,1515.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Whitefield INT,1446.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Whitefield INT,1515.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Whitefield INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Bury West INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Bury West INT,1515.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Bury West INT,1446.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Bury West INT,1690.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Bury West INT,966
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Hospital Social Work Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Bury East INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Older Peoples Mental Health Team,1446.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Older Peoples Mental Health Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Older Peoples Mental Health Team,1515.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Older Peoples Mental Health Team,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Hospital Social Work Team,994.22
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Older Peoples Mental Health Team,1446.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Older Peoples Mental Health Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Older Peoples Mental Health Team,1515.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Whitefield INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Older Peoples Mental Health Team,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Older Peoples Mental Health Team,1515.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Older Peoples Mental Health Team,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Older Peoples Mental Health Team,1515.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Older Peoples Mental Health Team,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Bury East INT,723.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45042,One Commissioning Organisation,Community Care - Bury East INT,1446.16
