Name of Organisation,Body,Service Area,Service Detail,Spend Description,Date,Amount (Net of VAT),Unrecoverable VAT,Supplier Name,Spend,Spend,Transaction Reference
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Support with Memory and Cognition,08/08/2023,26058.67,£0.00,Lifeways Community Care Limited,221003,Revenue,STC182913
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Nursing Care,Physical Support,08/08/2023,26164.99,£0.00,Barchester - Hawthorns Care Centre,221001,Revenue,STC182915
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,08/08/2023,27469.35,£0.00,Aspris Children's Services Limited,213700,Revenue,STC182921
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,Haven Court Non Commissioned Care,08/08/2023,28714.5,£0.00,South Tyneside Integrated Care Limited,220205,Revenue,STC182925
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,08/08/2023,30202.86,£0.00,Partners in Care Ltd t/a Pebbles Care,213700,Revenue,STC182928
South Tyneside Council,00CL,Business & Resources Group,Software,ICT & Digital Services,08/08/2023,30506,£0.00,Causeway Technologies Ltd,230440,Revenue,STC182931
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Physical Support,08/08/2023,30583.21,£0.00,Percy Hedley Foundation,221001,Revenue,STC182932
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Contributions - Residential,Physical Support,08/08/2023,35728.68,£0.00,N E Lifestyles Ltd,221001,Revenue,STC182942
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Physical Support,08/08/2023,36389.52,£0.00,Crown Care IV Ltd,221001,Revenue,STC182945
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Nursing Care,Support with Memory and Cognition,08/08/2023,38000.96,£0.00,Indigo Care Services Ltd,221003,Revenue,STC182948
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Learning Disability Support,08/08/2023,38727.92,£0.00,Cambian Group plc,221004,Revenue,STC182950
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Nursing Care,Mental Health Support,08/08/2023,41271.6,£0.00,HC-One Beamish Limited,221005,Revenue,STC182954
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Mental Health Support,08/08/2023,42262.44,£0.00,Careline Lifestyles Ltd,221005,Revenue,STC182957
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care Respite,Learning Disability Support,08/08/2023,43129.8,£0.00,Real Life Options,221004,Revenue,STC182959
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Learning Disability Support,08/08/2023,45974.04,£0.00,United Response,221004,Revenue,STC182965
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Mental Health Support,08/08/2023,46442.76,£0.00,Careline Lifestyles Ltd,221005,Revenue,STC182967
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Mental Health Support,08/08/2023,47068.88,£0.00,SELF Ltd,221005,Revenue,STC182969
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Learning Disability Support,08/08/2023,49849.68,£0.00,North East Autism Society,221004,Revenue,STC182974
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Learning Disability Support,08/08/2023,50215.38,£0.00,Lifeways Community Care Limited,221004,Revenue,STC182976
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Learning Disability Support,08/08/2023,50225.72,£0.00,Community Integrated Care,221004,Revenue,STC182977
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Social Support Substance Misuse Support,08/08/2023,50963.32,£0.00,Salutem Shared Services Limited,221006,Revenue,STC182978
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Physical Support,08/08/2023,52118.49,£0.00,The Branches Rest Home,221001,Revenue,STC182981
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Physical Support,08/08/2023,55866.98,£0.00,Care Homes UK Ltd,221001,Revenue,STC182983
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Physical Support,08/08/2023,56133.16,£0.00,Seahaven Rest Home,221001,Revenue,STC182985
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Nursing Care,Physical Support,08/08/2023,57023.4,£0.00,HC-One Beamish Limited,221001,Revenue,STC182987
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Physical Support,08/08/2023,58208.05,£0.00,Salutem Shared Services Limited,221001,Revenue,STC182989
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Physical Support,08/08/2023,69853.51,£0.00,Khalid Hamodi - St Thomas Complex,221001,Revenue,STC182997
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Nursing Care,Physical Support,08/08/2023,73024.57,£0.00,Orchard Care Homes Group,221001,Revenue,STC182998
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Learning Disability Support,08/08/2023,77056.24,£0.00,Cygnet (DH) Ltd was Danshell Healthcare Ltd,221004,Revenue,STC183000
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Learning Disability Support,08/08/2023,86123.16,£0.00,Salutem Shared Services Limited,221004,Revenue,STC183010
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Physical Support,08/08/2023,92097.6,£0.00,Ashlea Mews,221001,Revenue,STC183013
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care Respite,Physical Support,08/08/2023,98368.44,£0.00,Countrywide Care Homes Limited,221001,Revenue,STC183017
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Physical Support,08/08/2023,104434.63,£0.00,GB Healthcare Group Ltd,221001,Revenue,STC183020
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care Respite,Physical Support,08/08/2023,111748.98,£0.00,Castle Central Services Ltd (Previously BCL Management Ltd),221001,Revenue,STC183025
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Mental Health Support,08/08/2023,124218.85,£0.00,Ascot Care NE Ltd,221005,Revenue,STC183026
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Support with Memory and Cognition,08/08/2023,125906.62,£0.00,Barchester - Bedewell Grange Care Home,221003,Revenue,STC183027
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Support with Memory and Cognition,08/08/2023,128954.21,£0.00,Stapleton House Limited,221003,Revenue,STC183028
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Nursing Care,Physical Support,08/08/2023,146345.34,£0.00,Amicura Services Ltd,221001,Revenue,STC183032
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Physical Support,08/08/2023,147585.41,£0.00,Hawthorn Court Care Home,221001,Revenue,STC183033
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Physical Support,08/08/2023,147954.81,£0.00,Roseberry Care Centres,221001,Revenue,STC183034
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Support with Memory and Cognition,08/08/2023,152966.3,£0.00,Hill Care Services,221003,Revenue,STC183037
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Physical Support,08/08/2023,154460.19,£0.00,Needham Court Care Home,221001,Revenue,STC183038
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Physical Support,08/08/2023,155928.55,£0.00,Care UK Community Partnerships Ltd,221001,Revenue,STC183039
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Physical Support,08/08/2023,158272.7,£0.00,Barchester - Harton Grange Care Home,221001,Revenue,STC183041
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Physical Support,08/08/2023,159359.19,£0.00,Atlas Care Homes Ltd,221001,Revenue,STC183042
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Nursing Care Respite,Physical Support,08/08/2023,166423.22,£0.00,SLW Limited,221001,Revenue,STC183043
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Nursing Care,Learning Disability Support,08/08/2023,174579.56,£0.00,Careline Lifestyles Ltd,221004,Revenue,STC183045
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Support with Memory and Cognition,08/08/2023,278745.93,£0.00,STFT Holdings Ltd,221003,Revenue,STC183051
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Recharges,Public Health Salaries & Overheads,08/08/2023,395000,£0.00,Durham County Council,225000,Revenue,STC183054
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,Outdoor Education Service,09/08/2023,500.00,£0.00,Neil Slater (Cycle 4 Adventure),219110,Revenue,STC179741
South Tyneside Council,00CL,Balance Sheet,HMRC - Construction Industry Tax,Balance Sheet Corporate Finance,09/08/2023,514.00,£0.00,Her Majestys Revenue & Customs,999999,Balance Sheet,STC179806
South Tyneside Council,00CL,Balance Sheet,HMRC - Construction Industry Tax,Balance Sheet Corporate Finance,09/08/2023,518.00,£0.00,Her Majestys Revenue & Customs,999999,Balance Sheet,STC179809
South Tyneside Council,00CL,Business & Resources Group,Default Procurement Subjective,Human Resources,09/08/2023,532.00,£0.00,Sano Physiotherapy Ltd,230600,Revenue,STC179852
South Tyneside Council,00CL,Childrens Adults and Health,Other Service Contracts & Supplies,Holiday Activities & Food Grant,09/08/2023,567.00,£0.00,Tiny Taster Gateshead,219830,Revenue,STC179928
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,09/08/2023,583.62,£0.00,Bellman and Symfon UK Ltd,221420,Revenue,STC179956
South Tyneside Council,00CL,Housing Capital,Enhancement HRA Capital - ST Homes,Sheltered Accommodation Sundries,09/08/2023,585.00,£0.00,P & N Associates Ltd.,802250,Capital,STC179958
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Adult Skills,09/08/2023,601.60,£0.00,Logistics Skill & Consultancy Ltd,216191,Revenue,STC180042
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Adult Skills,09/08/2023,601.60,£0.00,Logistics Skill & Consultancy Ltd,216191,Revenue,STC180043
South Tyneside Council,00CL,Economic Regeneration Group,Grant Payments - General,NOTCA Adult Education,09/08/2023,601.60,£0.00,Logistics Skill & Consultancy Ltd,215956,Revenue,STC180044
South Tyneside Council,00CL,Economic Regeneration Group,Grant Payments - General,NOTCA Adult Education,09/08/2023,601.60,£0.00,Logistics Skill & Consultancy Ltd,215956,Revenue,STC180045
South Tyneside Council,00CL,Economic Regeneration Group,Grant Payments - General,NOTCA Adult Education,09/08/2023,601.60,£0.00,Logistics Skill & Consultancy Ltd,215956,Revenue,STC180046
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,09/08/2023,606.16,£0.00,Sunderland Care & Support Ltd,221004,Revenue,STC180054
South Tyneside Council,00CL,Economic Regeneration Group,Grant Payments - General,NOTCA Adult Education,09/08/2023,607.20,£0.00,Logistics Skill & Consultancy Ltd,215956,Revenue,STC180061
South Tyneside Council,00CL,Economic Regeneration Group,Grant Payments - General,NOTCA Adult Education,09/08/2023,607.20,£0.00,Logistics Skill & Consultancy Ltd,215956,Revenue,STC180062
South Tyneside Council,00CL,Business & Resources Group,Default Procurement Subjective,Human Resources,09/08/2023,616.00,£0.00,Sano Physiotherapy Ltd,230600,Revenue,STC180070
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Enhancement Costs,Car Park Improvements Lines and Signs,09/08/2023,698.86,£0.00,Jack Coupe & Sons Limited t/a Coupeline,830009,Capital,STC180318
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Regeneration & Property,09/08/2023,714.00,£0.00,Phoenix Eye Limited,232810,Revenue,STC180351
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Furniture & Equipment - General,Harton Jnr Kitchen,09/08/2023,745.50,£0.00,HLA Services Ltd,217410,Revenue,STC180418
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,Fleet Management - Workshop Operations,09/08/2023,746.90,£0.00,GBM PRODUCTS LIMITED,227030,Revenue,STC180419
South Tyneside Council,00CL,Business & Resources Group,Property Planned Maintenance,Haven Point,09/08/2023,770.83,£0.00,Schneider Electric Limited,222950,Revenue,STC180464
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Enhancement Costs,Car Park Improvements Lines and Signs,09/08/2023,798.10,£0.00,William Smith Group 1832 Ltd (formerly William Smith & Sons Barnard Castle Limited),830009,Capital,STC180522
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Printing & Stationery Consumables,ILAC General,09/08/2023,800.00,£0.00,Redacted - personal info,213300,Revenue,STC180530
South Tyneside Council,00CL,Childrens Adults and Health,Furniture & Equipment - General,Childrens Services Family Hubs,09/08/2023,807.96,£0.00,Yorkshire Purchasing Organisation,212095,Revenue,STC180564
South Tyneside Council,00CL,Childrens Adults and Health,Furniture & Equipment - General,Childrens Services Family Hubs,09/08/2023,807.96,£0.00,Yorkshire Purchasing Organisation,212095,Revenue,STC180565
South Tyneside Council,00CL,Childrens Adults and Health,Furniture & Equipment - General,Childrens Services Family Hubs,09/08/2023,807.96,£0.00,Yorkshire Purchasing Organisation,212095,Revenue,STC180566
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Adult Skills,09/08/2023,809.60,£0.00,Logistics Skill & Consultancy Ltd,216191,Revenue,STC180568
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Adult Skills,09/08/2023,809.60,£0.00,Logistics Skill & Consultancy Ltd,216191,Revenue,STC180569
South Tyneside Council,00CL,Economic Regeneration Group,Grant Payments - General,NOTCA Adult Education,09/08/2023,809.60,£0.00,Logistics Skill & Consultancy Ltd,215956,Revenue,STC180570
South Tyneside Council,00CL,Business & Resources Group,Cleaning Expenses,Haven Point,09/08/2023,907.80,£0.00,Spectrum Industrial Ltd,222950,Revenue,STC180727
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,The Place,09/08/2023,925.00,£0.00,Bishop Konstant Catholic Academy Trust – St Wilfrid’s Catholic High School and Sixth Form College,214200,Revenue,STC180747
South Tyneside Council,00CL,Housing Capital,Capital Demolition Costs,Hebburn Regeneration Scheme,09/08/2023,950.00,£0.00,Mableson Hall Ltd,802855,Capital,STC180791
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Property Reactive / General Repairs,Forest View Primary Kitchen,09/08/2023,956.54,£0.00,Upnorth Engineering Services Limited,217310,Revenue,STC180796
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Middlefields / Waste Services / Car Parks,09/08/2023,1009.48,£0.00,Jack Coupe & Sons Limited t/a Coupeline,232832,Revenue,STC180865
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Travel & Expenses,Adults with Disabilities Team,09/08/2023,1062.00,£0.00,C J  Transport Services (North East) Limited,220550,Revenue,STC180930
South Tyneside Council,00CL,Business & Resources Group,Other Waste Disposal,Waste Disposal PFI,09/08/2023,1066.52,£0.00,SUEZ Recycling and Recovery UK Limited,228370,Revenue,STC180939
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,09/08/2023,1170.00,£0.00,C J  Transport Services (North East) Limited,218930,Revenue,STC181090
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,09/08/2023,1198.24,£0.00,Percy Hedley Foundation,221004,Revenue,STC181110
South Tyneside Council,00CL,Business & Resources Group,Other Waste Disposal,Waste Disposal PFI,09/08/2023,1218.88,£0.00,SUEZ Recycling and Recovery UK Limited,228370,Revenue,STC181131
South Tyneside Council,00CL,Economic Regeneration Group,Electricity Charges,Utilities - Corporate Landlord,09/08/2023,1275.83,£0.00,EDF Energy Customers plc,232330,Revenue,STC181187
South Tyneside Council,00CL,"Childrens, Adults & Families Group",External Trainers Services,Thurston Activity Centre,09/08/2023,1300.00,£0.00,Equip Outdoor Consultancy Ltd,219100,Revenue,STC181206
South Tyneside Council,00CL,Business & Resources Group,Property Reactive / General Repairs,Parks General,09/08/2023,1484.00,£0.00,Aimrange (NE) Ltd,223640,Revenue,STC181330
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Servicing/Electric Testing of Equipment,Cleadon JMI Kitchen,09/08/2023,1493.00,£0.00,HLA Services Ltd,217475,Revenue,STC181334
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,09/08/2023,1544.13,£0.00,Percy Hedley Foundation,221004,Revenue,STC181387
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Enhancement Costs,Car Park Improvements Lines and Signs,09/08/2023,1547.87,£0.00,Jack Coupe & Sons Limited t/a Coupeline,830009,Capital,STC181389
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,09/08/2023,1640.00,£0.00,Lotus Travel NE Ltd,218930,Revenue,STC181462
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Default Procurement Subjective,Pupil Support,09/08/2023,1725.00,£0.00,C J  Transport Services (North East) Limited,211810,Revenue,STC181532
South Tyneside Council,00CL,Childrens Adults and Health,Other Service Contracts & Supplies,Holiday Activities & Food Grant,09/08/2023,1750.00,£0.00,Gamer Entertainer,219830,Revenue,STC181542
South Tyneside Council,00CL,Business & Resources Group,Financial Advisors & Expenses,Human Resources,09/08/2023,1813.27,£0.00,AVC Wise Ltd,230600,Revenue,STC181579
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Adult Skills,09/08/2023,1910.70,£0.00,Northern Rights,216191,Revenue,STC181635
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Home Care - Other Cases,Physical Support,09/08/2023,1961.27,£0.00,Springfield Home Care Services Limited (Positive Life Choices part of Springfield H/Care),221001,Revenue,STC181661
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,09/08/2023,2025.00,£0.00,C J  Transport Services (North East) Limited,218930,Revenue,STC181692
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,09/08/2023,2115.76,£0.00,Percy Hedley Foundation,221004,Revenue,STC181723
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Travel & Expenses,Sec 17 -  Central Pot,09/08/2023,2160.00,£0.00,Lotus Travel NE Ltd,213602,Revenue,STC181737
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,09/08/2023,2170.00,£0.00,Lotus Travel NE Ltd,218930,Revenue,STC181749
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,09/08/2023,2250.00,£0.00,North East Supported Tenancies Ltd,213300,Revenue,STC181776
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,09/08/2023,2475.00,£0.00,Lotus Travel NE Ltd,218930,Revenue,STC181846
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,09/08/2023,2476.30,£0.00,Percy Hedley Foundation,221004,Revenue,STC181849
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Physical Support,09/08/2023,2616.92,£0.00,St Martins Care Ltd,221001,Revenue,STC181888
South Tyneside Council,00CL,Business & Resources Group,Criticom contract (Pensions),Pensions Office,09/08/2023,2736.74,£0.00,Critiqom Limited,230710,Revenue,STC181928
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,09/08/2023,3043.00,£0.00,Stannah Lift Services Ltd,819000,Capital,STC182008
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Contributions - Nursing Care,Physical Support,09/08/2023,3192.43,£0.00,Redacted - personal info,221001,Revenue,STC182047
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,Summer Festival,09/08/2023,3450.00,£0.00,Lightmedia Displays Limited,222840,Revenue,STC182132
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,09/08/2023,3464.14,£0.00,Percy Hedley Foundation,221004,Revenue,STC182141
South Tyneside Council,00CL,Balance Sheet,HMRC - Construction Industry Tax,Balance Sheet Corporate Finance,09/08/2023,3485.97,£0.00,Her Majestys Revenue & Customs,999999,Balance Sheet,STC182152
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,09/08/2023,3509.87,£0.00,Percy Hedley Foundation,221004,Revenue,STC182156
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Travel & Expenses,ILAC General,09/08/2023,3600.00,£0.00,Lotus Travel NE Ltd,213300,Revenue,STC182173
South Tyneside Council,00CL,Business and Resources Capital,Capital Enhancement Costs,Road Resurfacing,09/08/2023,3680.00,£0.00,Waterman Infrastructure and Environment,850000,Capital,STC182199
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Furniture & Equipment - General,Dunn St JMI Kitchen,09/08/2023,4071.00,£0.00,HLA Services Ltd,217370,Revenue,STC182259
South Tyneside Council,00CL,Balance Sheet,Creditors NHS Pension Scheme,Balance Sheet Corporate Finance,09/08/2023,4194.49,£0.00,NHS Pensions,999999,Balance Sheet,STC182281
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Non Factory Units,09/08/2023,4287.50,£0.00,TMS Maintenance Limited (TMS Managing Services Ltd),232805,Revenue,STC182301
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,09/08/2023,5085.00,£0.00,Lotus Travel NE Ltd,218930,Revenue,STC182373
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,09/08/2023,5190.00,£0.00,C J  Transport Services (North East) Limited,218930,Revenue,STC182381
South Tyneside Council,00CL,Business & Resources Group,Other Waste Disposal,Waste Disposal PFI,09/08/2023,6226.26,£0.00,SUEZ Recycling and Recovery UK Limited,228370,Revenue,STC182450
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,09/08/2023,6658.00,£0.00,Stannah Lift Services Ltd,819000,Capital,STC182472
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,09/08/2023,7050.00,£0.00,C J  Transport Services (North East) Limited,218930,Revenue,STC182496
South Tyneside Council,00CL,Business and Resources Capital,Capital Computer Software Intangible Cos,ICT - Network Refresh,09/08/2023,7107.72,£0.00,CDW Limited (formerly Kelway (UK) Ltd),857520,Capital,STC182498
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Adult Skills,09/08/2023,9212.00,£0.00,Lokman Training Ltd,216191,Revenue,STC182597
South Tyneside Council,00CL,Business & Resources Group,Miscellaneous Budgets Pending Reallocation,Decriminalised Parking Enforcement,09/08/2023,10000.00,£0.00,Traffic Enforcement Centre,227480,Revenue,STC182615
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,09/08/2023,13820,£0.00,North East Supported Tenancies Ltd,213300,Revenue,STC182714
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,09/08/2023,15975,£0.00,Lotus Travel NE Ltd,218930,Revenue,STC182742
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Learning Disability Support,09/08/2023,18821.34,£0.00,Cambian Group plc,221004,Revenue,STC182778
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,09/08/2023,23722.25,£0.00,Lotus Travel NE Ltd,218930,Revenue,STC182831
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,09/08/2023,28027.5,£0.00,C J  Transport Services (North East) Limited,218930,Revenue,STC182923
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,09/08/2023,33777.36,£0.00,Creative Support Ltd,221004,Revenue,STC182938
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,09/08/2023,35145,£0.00,Lotus Travel NE Ltd,218930,Revenue,STC182941
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,09/08/2023,41494.12,£0.00,Orbis Support Ltd,221004,Revenue,STC182955
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,09/08/2023,57215.24,£0.00,Orbis Support Ltd,221004,Revenue,STC182988
South Tyneside Council,00CL,Economic Regeneration Group,Gas Charges,Energy Recharges,09/08/2023,129828.22,£0.00,Corona Energy Retail 2 Limited,238500,Revenue,STC183029
South Tyneside Council,00CL,Housing Revenue Account,ST Homes Repairs Service,Responsive Repairs - Cross Area,09/08/2023,1482866,£0.00,South Tyneside Homes Ltd,707060,Revenue,STC183061
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Training Expenses,In House Fostering,10/08/2023,500.00,£0.00,Network Training North East,213800,Revenue,STC179742
South Tyneside Council,00CL,Business & Resources Group,Postage Expenses,Admin - Central Admin,10/08/2023,503.73,£0.00,Pitney Bowes Ltd,231320,Revenue,STC179782
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Travel & Expenses,Adults with Disabilities Team,10/08/2023,504.00,£0.00,Nearby Group Ltd (formerly Richmond Taxis),220550,Revenue,STC179785
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Travel & Expenses,Adults with Disabilities Team,10/08/2023,504.00,£0.00,Nearby Group Ltd (formerly Richmond Taxis),220550,Revenue,STC179786
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Community Centres,10/08/2023,508.00,£0.00,Astral Control Services Ltd,232850,Revenue,STC179794
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,10/08/2023,525.00,£0.00,Lotus Travel NE Ltd,218930,Revenue,STC179837
South Tyneside Council,00CL,Business & Resources Group,Catering Provisions,Haven Point - Catering,10/08/2023,540.95,£0.00,Costa Ltd,222865,Revenue,STC179869
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Travel & Expenses,Adults with Disabilities Team,10/08/2023,600.00,£0.00,CD Passenger Services,220550,Revenue,STC180006
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,10/08/2023,600.00,£0.00,Nearby Group Ltd (formerly Richmond Taxis),218930,Revenue,STC180007
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,Sec 17 -  Central Pot,10/08/2023,630.00,£0.00,Harton Village Kindergarten,213602,Revenue,STC180100
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,10/08/2023,698.60,£0.00,Total Resources (UK) Limited t/a TM Lincs,227630,Revenue,STC180315
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Home to College Transport,10/08/2023,720.00,£0.00,Nearby Group Ltd (formerly Richmond Taxis),218950,Revenue,STC180365
South Tyneside Council,00CL,Economic Regeneration,Capital Construction Costs,Viking Energy Network Jarrow Phase 1,10/08/2023,732.80,£0.00,Social Telecoms CIC,854570,Capital,STC180397
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,10/08/2023,733.86,£0.00,Thompsons of Prudhoe Limited,227630,Revenue,STC180398
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,10/08/2023,750.00,£0.00,Nearby Group Ltd (formerly Richmond Taxis),218930,Revenue,STC180425
