Name of Organisation,Body,Service Area,Service Detail,Spend Description,Date,Amount (Net of VAT),Unrecoverable VAT,Supplier Name,Spend,Spend,Transaction Reference
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,518.00,£0.00,Redacted - personal info,213800,Revenue,STC173670
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,518.00,£0.00,Redacted - personal info,213800,Revenue,STC173671
South Tyneside Council,00CL,Business & Resources Group,Staff Uniforms,Handy Estates,06/06/23,534.02,£0.00,1st Coverall Company Limited,226885,Revenue,STC173732
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,550.00,£0.00,Redacted - personal info,213800,Revenue,STC173762
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,568.00,£0.00,Redacted - personal info,213800,Revenue,STC173821
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,06/06/23,600.00,£0.00,Redacted - personal info,213300,Revenue,STC173899
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,06/06/23,600.00,£0.00,Redacted - personal info,213300,Revenue,STC173900
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,06/06/23,600.00,£0.00,Redacted - personal info,213300,Revenue,STC173901
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,06/06/23,600.00,£0.00,Redacted - personal info,213300,Revenue,STC173902
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,06/06/23,600.00,£0.00,Redacted - personal info,213300,Revenue,STC173903
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,06/06/23,600.00,£0.00,Redacted - personal info,213300,Revenue,STC173904
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,06/06/23,600.00,£0.00,Redacted - personal info,213300,Revenue,STC173905
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,06/06/23,600.00,£0.00,Redacted - personal info,213300,Revenue,STC173906
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,06/06/23,600.00,£0.00,Redacted - personal info,213300,Revenue,STC173907
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Foster Carers Other Fees & Expenses,In House Fostering,06/06/23,600.00,£0.00,Redacted - personal info,213800,Revenue,STC173908
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Schools Buyback,06/06/23,603.50,£0.00,Windoor Services Ltd,232860,Revenue,STC173938
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Home Care - Other Cases,Physical Support,06/06/23,615.40,£0.00,Springfield Home Care Services Limited (Positive Life Choices part of Springfield H/Care),221001,Revenue,STC173952
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Schools Buyback,06/06/23,621.70,£0.00,Windoor Services Ltd,232860,Revenue,STC173962
South Tyneside Council,00CL,Balance Sheet,Business Incubation Tenants Deposits,Balance Sheet Corporate Finance,06/06/23,627.00,£0.00,Tyneside Standards Limited,999999,Balance Sheet,STC173987
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,06/06/23,634.00,£0.00,Total Resources (UK) Limited t/a TM Lincs,227630,Revenue,STC173999
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,06/06/23,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC174143
South Tyneside Council,00CL,Economic Regeneration Group,Schools Maintenance Non-Buyback,R&M Non-Buyback,06/06/23,674.00,£0.00,Windoor Services Ltd,232870,Revenue,STC174174
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Children & Families,06/06/23,680.00,£0.00,Windoor Services Ltd,232840,Revenue,STC174190
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,686.00,£0.00,Redacted - personal info,213800,Revenue,STC174201
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Schools Buyback,06/06/23,689.29,£0.00,Windoor Services Ltd,232860,Revenue,STC174211
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,698.00,£0.00,Redacted - personal info,213800,Revenue,STC174228
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,700.00,£0.00,Redacted - personal info,213800,Revenue,STC174233
South Tyneside Council,00CL,Economic Regeneration Group,Schools Maintenance Non-Buyback,R&M Non-Buyback,06/06/23,702.50,£0.00,Windoor Services Ltd,232870,Revenue,STC174252
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,718.00,£0.00,Redacted - personal info,213800,Revenue,STC174288
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Leisure Facilities,06/06/23,723.46,£0.00,Windoor Services Ltd,232822,Revenue,STC174304
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Special Guardianship Allowances (former foster carers),Special Guardianship Allowances,06/06/23,728.58,£0.00,Redacted - personal info,213901,Revenue,STC174311
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,748.00,£0.00,Redacted - personal info,213800,Revenue,STC174359
South Tyneside Council,00CL,Economic Regeneration Group,Schools Maintenance Non-Buyback,R&M Non-Buyback,06/06/23,758.00,£0.00,Windoor Services Ltd,232870,Revenue,STC174376
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Factories,06/06/23,759.19,£0.00,Windoor Services Ltd,232808,Revenue,STC174382
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,766.00,£0.00,Redacted - personal info,213800,Revenue,STC174391
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Hardship Payments,Sec 17 -  Central Pot,06/06/23,778.00,£0.00,Redacted - personal info,213602,Revenue,STC174402
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Regeneration & Property,06/06/23,788.00,£0.00,Windoor Services Ltd,232810,Revenue,STC174414
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,796.00,£0.00,Redacted - personal info,213800,Revenue,STC174430
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,06/06/23,800.00,£0.00,George Vardy Haulage,227000,Revenue,STC174440
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Demolition Costs,Vacant / Surplus Property Demolitions,06/06/23,814.38,£0.00,Northern Powergrid (NEDL),825002,Capital,STC174480
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Enhancement Costs,Legionnaires Water Management,06/06/23,835.00,£0.00,Franks Portlock Consulting,820002,Capital,STC174501
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Schools Buyback,06/06/23,875.07,£0.00,Windoor Services Ltd,232860,Revenue,STC174570
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,882.86,£0.00,Redacted - personal info,213800,Revenue,STC174580
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Property Reactive / General Repairs,Marsden JMI Kitchen,06/06/23,888.76,£0.00,Windoor Services Ltd,217290,Revenue,STC174595
South Tyneside Council,00CL,Economic Regeneration Group,Schools Maintenance Non-Buyback,R&M Non-Buyback,06/06/23,916.00,£0.00,Windoor Services Ltd,232870,Revenue,STC174633
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Leisure Facilities,06/06/23,919.00,£0.00,Windoor Services Ltd,232822,Revenue,STC174636
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,06/06/23,927.84,£0.00,Nottingham Rehab Supplies (NRS Healthcare),221420,Revenue,STC174656
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Special Guardianship Allowances (former foster carers),Special Guardianship Allowances,06/06/23,938.90,£0.00,Redacted - personal info,213901,Revenue,STC174680
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,950.00,£0.00,Redacted - personal info,213800,Revenue,STC174695
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,950.00,£0.00,Redacted - personal info,213800,Revenue,STC174696
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,950.00,£0.00,Redacted - personal info,213800,Revenue,STC174697
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,964.00,£0.00,Redacted - personal info,213800,Revenue,STC174711
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,998.00,£0.00,Redacted - personal info,213800,Revenue,STC174760
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,998.00,£0.00,Redacted - personal info,213800,Revenue,STC174761
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,998.00,£0.00,Redacted - personal info,213800,Revenue,STC174762
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,998.00,£0.00,Redacted - personal info,213800,Revenue,STC174763
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,998.00,£0.00,Redacted - personal info,213800,Revenue,STC174764
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,998.00,£0.00,Redacted - personal info,213800,Revenue,STC174765
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,998.00,£0.00,Redacted - personal info,213800,Revenue,STC174766
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,998.00,£0.00,Redacted - personal info,213800,Revenue,STC174767
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,998.00,£0.00,Redacted - personal info,213800,Revenue,STC174768
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,998.00,£0.00,Redacted - personal info,213800,Revenue,STC174769
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1018.00,£0.00,Redacted - personal info,213800,Revenue,STC174803
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1036.00,£0.00,Redacted - personal info,213800,Revenue,STC174833
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1066.00,£0.00,Redacted - personal info,213800,Revenue,STC174869
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1066.00,£0.00,Redacted - personal info,213800,Revenue,STC174870
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1068.00,£0.00,Redacted - personal info,213800,Revenue,STC174874
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1098.00,£0.00,Redacted - personal info,213800,Revenue,STC174916
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1148.00,£0.00,Redacted - personal info,213800,Revenue,STC174998
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1148.00,£0.00,Redacted - personal info,213800,Revenue,STC174999
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1150.00,£0.00,Redacted - personal info,213800,Revenue,STC175001
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1166.00,£0.00,Redacted - personal info,213800,Revenue,STC175012
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1196.00,£0.00,Redacted - personal info,213800,Revenue,STC175032
South Tyneside Council,00CL,Economic Regeneration,Capital Enhancement Costs,Simonside Primary Re-wire - Phase 1,06/06/23,1290.00,£0.00,TSUK Interiors Limited,820149,Capital,STC175116
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1416.00,£0.00,Redacted - personal info,213800,Revenue,STC175181
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Foster Carers Other Fees & Expenses,In House Fostering,06/06/23,1468.00,£0.00,Redacted - personal info,213800,Revenue,STC175199
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1525.00,£0.00,Redacted - personal info,213800,Revenue,STC175233
South Tyneside Council,00CL,Economic Regeneration Group,Schools Maintenance Non-Buyback,R&M Non-Buyback,06/06/23,1566.50,£0.00,Lantei Compliance Services,232870,Revenue,STC175259
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1598.00,£0.00,Redacted - personal info,213800,Revenue,STC175269
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,06/06/23,1608.30,£0.00,Reach Out Care,213300,Revenue,STC175286
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1725.00,£0.00,Redacted - personal info,213800,Revenue,STC175355
South Tyneside Council,00CL,Regeneration & Environment,Grant Payments - General,Multiply Adult Numeracy Programme,06/06/23,1800.00,£0.00,Key Subject Tuition Ltd,215954,Revenue,STC175392
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1836.00,£0.00,Redacted - personal info,213800,Revenue,STC175416
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,06/06/23,1836.00,£0.00,Standby Healthcare,213700,Revenue,STC175417
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1900.00,£0.00,Redacted - personal info,213800,Revenue,STC175453
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Non Factory Units,06/06/23,1906.16,£0.00,Windoor Services Ltd,232805,Revenue,STC175466
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1916.00,£0.00,Redacted - personal info,213800,Revenue,STC175467
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1948.00,£0.00,Redacted - personal info,213800,Revenue,STC175473
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1966.00,£0.00,Redacted - personal info,213800,Revenue,STC175484
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1966.00,£0.00,Redacted - personal info,213800,Revenue,STC175485
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1990.86,£0.00,Redacted - personal info,213800,Revenue,STC175500
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1996.00,£0.00,Redacted - personal info,213800,Revenue,STC175501
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1996.00,£0.00,Redacted - personal info,213800,Revenue,STC175502
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,1996.00,£0.00,Redacted - personal info,213800,Revenue,STC175503
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Statutory Fees & Charges,Adoption,06/06/23,2059.00,£0.00,OFSTED,213900,Revenue,STC175535
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,2064.00,£0.00,Redacted - personal info,213800,Revenue,STC175536
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,2064.00,£0.00,Redacted - personal info,213800,Revenue,STC175537
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Regeneration & Property,06/06/23,2165.00,£0.00,Coolbreeze FM Ltd,232810,Revenue,STC175575
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Leisure Facilities,06/06/23,2210.00,£0.00,Windoor Services Ltd,232822,Revenue,STC175588
South Tyneside Council,00CL,Economic Regeneration Group,Schools Maintenance Non-Buyback,R&M Non-Buyback,06/06/23,2580.00,£0.00,Birch Tree Northern Limited,232870,Revenue,STC175714
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,2808.86,£0.00,Redacted - personal info,213800,Revenue,STC175770
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,2818.00,£0.00,Redacted - personal info,213800,Revenue,STC175773
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,2834.00,£0.00,Redacted - personal info,213800,Revenue,STC175779
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,2898.00,£0.00,Redacted - personal info,213800,Revenue,STC175791
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,2916.00,£0.00,Redacted - personal info,213800,Revenue,STC175799
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,06/06/23,3000.00,£0.00,Halliwell Homes Limited,213700,Revenue,STC175821
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,3062.00,£0.00,Redacted - personal info,213800,Revenue,STC175837
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Statutory Fees & Charges,In House Fostering,06/06/23,3216.00,£0.00,OFSTED,213800,Revenue,STC175876
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,06/06/23,3216.30,£0.00,Foster Care Solutions Ltd,213500,Revenue,STC175877
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,06/06/23,3312.00,£0.00,Standby Healthcare,213700,Revenue,STC175903
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,06/06/23,3396.67,£0.00,UK Fostering,213500,Revenue,STC175912
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,06/06/23,3456.60,£0.00,Foster Care Solutions Ltd,213500,Revenue,STC175925
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,06/06/23,3456.60,£0.00,Foster Care Solutions Ltd,213500,Revenue,STC175926
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,Commissioned Fostering,06/06/23,3456.60,£0.00,Foster Care Solutions Ltd,213500,Revenue,STC175927
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,06/06/23,3456.60,£0.00,Reach Out Care,213500,Revenue,STC175928
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,06/06/23,3456.60,£0.00,Reach Out Care,213500,Revenue,STC175929
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,06/06/23,3456.90,£0.00,Swiis Foster Care Ltd,213500,Revenue,STC175930
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,06/06/23,3534.00,£0.00,UK Fostering,213500,Revenue,STC175947
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,06/06/23,3574.50,£0.00,Foster Care Solutions Ltd,213500,Revenue,STC175956
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,06/06/23,3574.50,£0.00,Foster Care Solutions Ltd,213500,Revenue,STC175957
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,06/06/23,3574.50,£0.00,Foster Care Solutions Ltd,213500,Revenue,STC175958
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,06/06/23,3574.50,£0.00,Foster Care Solutions Ltd,213500,Revenue,STC175959
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,06/06/23,3642.90,£0.00,Reach Out Care,213500,Revenue,STC175977
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,3704.00,£0.00,Redacted - personal info,213800,Revenue,STC175990
South Tyneside Council,00CL,Economic Regeneration,Capital Enhancement Costs,Simonside Primary Re-wire - Phase 1,06/06/23,3810.00,£0.00,YCS Construction Limited,820149,Capital,STC176011
South Tyneside Council,00CL,Economic Regeneration Group,Electricity Charges,Energy Recharges,06/06/23,3888.93,£0.00,EDF Energy Customers plc,238500,Revenue,STC176029
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,3932.00,£0.00,Redacted - personal info,213800,Revenue,STC176034
South Tyneside Council,00CL,Economic Regeneration Group,Electricity Charges,Utilities - Corporate Landlord,06/06/23,3960.62,£0.00,Holy Trinity Church of England Academy,232330,Revenue,STC176038
South Tyneside Council,00CL,Economic Regeneration Group,Consultancy,Local Plan,06/06/23,4000.00,£0.00,Bloom Procurement Services,236450,Revenue,STC176050
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,06/06/23,4365.14,£0.00,Redacted - personal info,213800,Revenue,STC176090
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,06/06/23,6214.20,£0.00,Reach Out Care,213500,Revenue,STC176258
South Tyneside Council,00CL,Strategy and Performance,Default Procurement Subjective,Corporate Marketing,06/06/23,7300.00,£0.00,Smart Distribution Solutions Ltd,236070,Revenue,STC176321
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Equipment & Materials,Engineer Works D.L.O. - Cont. Highways,06/06/23,7358.50,£0.00,North East Concrete Limited,227630,Revenue,STC176324
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Equipment & Materials,Engineer Works D.L.O. - Cont. Highways,06/06/23,8636.25,£0.00,North East Concrete Limited,227630,Revenue,STC176387
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,06/06/23,11915.16,£0.00,Partners in Care Ltd t/a Pebbles Care,213700,Revenue,STC176471
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,06/06/23,15800.00,£0.00,Impact Childcare & Education Ltd (formerly ID Residential Ltd),213700,Revenue,STC176536
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,06/06/23,15857.10,£0.00,Paddock House Ltd,213700,Revenue,STC176539
South Tyneside Council,00CL,Business and Resources Capital,Capital Equipment Purchases,ICT - Mobile Phone Refresh,06/06/23,16800.00,£0.00,Vodafone Ltd,857524,Capital,STC176552
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,06/06/23,18000.00,£0.00,Cambian Group plc,213700,Revenue,STC176570
South Tyneside Council,00CL,Economic Regeneration,Capital Sundry Costs,Viking Energy Network Jarrow Phase 1,06/06/23,18400.00,£0.00,Bloom Procurement Services,854570,Capital,STC176575
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,06/06/23,19472.29,£0.00,Newcastle City Council,227630,Revenue,STC176597
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,06/06/23,20090.13,£0.00,Partners in Care Ltd t/a Pebbles Care,213700,Revenue,STC176604
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,06/06/23,20280.00,£0.00,Artemis Support Limited,213700,Revenue,STC176609
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,06/06/23,21294.00,£0.00,Artemis Support Limited,213700,Revenue,STC176622
South Tyneside Council,00CL,Childrens Adults and Health,Other Staff Recruitment Costs,Interim DCS,06/06/23,21300.00,£0.00,IRG Advisors LLP T/A Odgers Interim,212052,Revenue,STC176623
South Tyneside Council,00CL,Business & Resources Group,Financial Advisors & Expenses,Supplier Incentive Programme,06/06/23,21499.92,£0.00,Oxygen Finance Limited,238600,Revenue,STC176625
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,06/06/23,21642.86,£0.00,Cambian Group plc,213700,Revenue,STC176629
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,06/06/23,22928.57,£0.00,Cambian Group plc,213700,Revenue,STC176643
