Name of Organisation,Body,Service Area,Service Detail,Spend Description,Date,Amount (Net of VAT),Unrecoverable VAT,Supplier Name,Spend,Spend,Transaction Reference
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,05-Feb-2024,669.60,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC198513
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,05-Feb-2024,672.00,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC198515
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,05-Feb-2024,716.10,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC198575
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,05-Feb-2024,716.10,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC198576
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,05-Feb-2024,716.10,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC198577
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,05-Feb-2024,716.10,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC198578
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,05-Feb-2024,729.43,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC198599
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,05-Feb-2024,729.43,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC198600
South Tyneside Council,00CL,Economic Regeneration Group,Non-Staff Advertising,Statutory Notices,05-Feb-2024,773.76,£0.00,National World Publishing Ltd (formerly JPI Media Publishing),236050,Revenue,STC198651
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,05-Feb-2024,777.78,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC198669
South Tyneside Council,00CL,Business & Resources Group,Insurance Premiums - Council Other,Insurance Premiums,05-Feb-2024,831.60,£0.00,Marsh Ltd,230800,Revenue,STC198732
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,05-Feb-2024,875.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC198789
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,05-Feb-2024,1044.70,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC198941
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,05-Feb-2024,1066.71,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC198951
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Home Care - Other Cases,Physical Support,05-Feb-2024,1144.64,£0.00,Westhome Care Services,221001,Revenue,STC198989
South Tyneside Council,00CL,Business and Resources Capital,Capital Construction Costs,Road Resurfacing,05-Feb-2024,1245.00,£0.00,Total Resources (UK) Limited t/a TM Lincs,850000,Capital,STC199038
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,05-Feb-2024,1253.64,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC199048
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,05-Feb-2024,1286.00,£0.00,Total Resources (UK) Limited t/a TM Lincs,227630,Revenue,STC199067
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,05-Feb-2024,1343.85,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC199097
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,05-Feb-2024,1372.37,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC199111
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Construction Costs,Fire Reform Act Portfolio Works,05-Feb-2024,1413.00,£0.00,CDS Security and Fire Ltd (formerly CDS Security Ltd),820004,Capital,STC199125
South Tyneside Council,00CL,Business & Resources Group,Promotional Activities,Civic Duties,05-Feb-2024,1422.00,£0.00,Games Hire UK,232200,Revenue,STC199129
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,05-Feb-2024,1457.00,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC199153
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Consultancy,Medicine Management,05-Feb-2024,1786.17,£0.00,NHS North of England Commissioning Support Unit,225224,Revenue,STC199278
South Tyneside Council,00CL,Balance Sheet,Creditors Child Care Salary Sacrifice,Balance Sheet Corporate Finance,05-Feb-2024,2425.70,£0.00,Edenred Childcare Vouchers Ltd (Edenred (UK Group) Ltd) C10177917,999999,Balance Sheet,STC199462
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Furniture & Equipment - General,Thurston Activity Centre,05-Feb-2024,2564.99,£0.00,Cater-Kwik Ltd,219100,Revenue,STC199487
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,CES Pressure Nursing Alternating,05-Feb-2024,2749.75,£0.00,Nottingham Rehab Supplies (NRS Healthcare),221430,Revenue,STC199517
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,CES Pressure Nursing Alternating,05-Feb-2024,2749.75,£0.00,Nottingham Rehab Supplies (NRS Healthcare),221430,Revenue,STC199518
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Advisors & Consultants Fees,South Shields Town Centre Regen,05-Feb-2024,3435.00,£0.00,Moore Kingston Smith LLP,828512,Capital,STC199644
South Tyneside Council,00CL,Business & Resources Group,Insurance Premiums - Council Other,Insurance Premiums,05-Feb-2024,4835.04,£0.00,Marsh Ltd,230800,Revenue,STC199847
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,Sec 17 -  Central Pot,05-Feb-2024,4929.60,£0.00,Abacus Day Nursery,213602,Revenue,STC199856
South Tyneside Council,00CL,Business & Resources Group,Insurance Premiums - Council Other,Insurance Premiums,05-Feb-2024,5168.06,£0.00,Marsh Ltd,230800,Revenue,STC199878
South Tyneside Council,00CL,Business & Resources Group,Routine Contract Ground Maintenance,Grounds Maintenance Routine Works,05-Feb-2024,5328.96,£0.00,Glendale Managed Services Ltd,226830,Revenue,STC199889
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,05-Feb-2024,5688.00,£0.00,Readypay Limited (t/a Phoenix Taxis & Coach Centre),218930,Revenue,STC199923
South Tyneside Council,00CL,Housing Revenue Account,Furniture & Equipment - General,Sheltered Accomodation General,05-Feb-2024,6266.00,£0.00,NLS Security Limited (Newcastle Locksmiths),705000,Revenue,STC199963
South Tyneside Council,00CL,Business & Resources Group,Insurance Premiums - Council Other,Insurance Premiums,05-Feb-2024,7143.36,£0.00,Marsh Ltd,230800,Revenue,STC199999
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Demolition Costs,Future High Streets Fund,05-Feb-2024,8261.10,£0.00,Groundwork Services (Durham) Limited,828532,Capital,STC200037
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,05-Feb-2024,8640.00,£0.00,C J  Transport Services (North East) Limited,218930,Revenue,STC200044
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,05-Feb-2024,9138.00,£0.00,C J  Transport Services (North East) Limited,218930,Revenue,STC200060
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,05-Feb-2024,9440.00,£0.00,CD Passenger Services,218930,Revenue,STC200066
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,05-Feb-2024,10880.00,£0.00,CD Passenger Services,218930,Revenue,STC200117
South Tyneside Council,00CL,Housing Revenue Account,Grounds Maintenance Client Recharges,Directorate Recharges,05-Feb-2024,12119.06,£0.00,South Tyneside Homes Ltd,703020,Revenue,STC200147
South Tyneside Council,00CL,Business & Resources Group,Insurance Premiums - Council Other,Insurance Premiums,05-Feb-2024,29929.66,£0.00,Marsh Ltd,230800,Revenue,STC200356
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Extra Care Sheltered Accommodation,Physical Support,05-Feb-2024,32705.06,£0.00,Cera Homecare Ltd (previously CRG Homecare Limited),221001,Revenue,STC200365
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Extra Care Sheltered Accommodation,Physical Support,05-Feb-2024,44543.31,£0.00,Springfield Home Care Services Limited (Positive Life Choices part of Springfield H/Care),221001,Revenue,STC200388
South Tyneside Council,00CL,Business & Resources Group,Vehicle Insurance,Insurance Premiums,05-Feb-2024,76440.00,£0.00,Marsh Ltd,230800,Revenue,STC200430
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Support Services,Top Ups Independent Providers Post16,05-Feb-2024,128366.85,£0.00,Tyne Coast College,217760,Revenue,STC200461
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Home Care - Other Cases,Physical Support,05-Feb-2024,162718.27,£0.00,Human Support Group Ltd,221001,Revenue,STC200474
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Home Care - Other Cases,Physical Support,05-Feb-2024,176669.37,£0.00,Springfield Home Care Services Limited (Positive Life Choices part of Springfield H/Care),221001,Revenue,STC200477
South Tyneside Council,00CL,Business & Resources Group,Premises Insurance,Insurance Premiums,05-Feb-2024,230758.91,£0.00,Marsh Ltd,230800,Revenue,STC200482
South Tyneside Council,00CL,Housing Revenue Account,ST Homes Repairs Service,Responsive Repairs - Cross Area,05-Feb-2024,1482865.00,£0.00,South Tyneside Homes Ltd,707060,Revenue,STC200495
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,06-Feb-2024,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC198484
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,The Place,06-Feb-2024,728.43,£0.00,St Wilfrid's RC College,214200,Revenue,STC198597
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,06-Feb-2024,775.00,£0.00,Hatton Traffic Management Ltd,227630,Revenue,STC198652
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Demolition Costs,Securing Vacant Buildings,06-Feb-2024,856.67,£0.00,Orbis Protect Limited (formerly Sitex Orbis Ltd),825018,Capital,STC198762
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Ocean Road Day Care,06-Feb-2024,910.00,£0.00,Arts 4 Wellbeing,220435,Revenue,STC198820
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Ocean Road Day Care,06-Feb-2024,910.00,£0.00,Arts 4 Wellbeing,220435,Revenue,STC198821
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Ocean Road Day Care,06-Feb-2024,910.00,£0.00,Arts 4 Wellbeing,220435,Revenue,STC198822
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Ocean Road Day Care,06-Feb-2024,910.00,£0.00,Arts 4 Wellbeing,220435,Revenue,STC198823
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Ocean Road Day Care,06-Feb-2024,960.00,£0.00,All Friends Together,220435,Revenue,STC198864
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Ocean Road Day Care,06-Feb-2024,960.00,£0.00,All Friends Together,220435,Revenue,STC198865
South Tyneside Council,00CL,Housing Revenue Account,Waste Services Recharges,Estate Management - jarrow & Boldon,06-Feb-2024,1080.00,£0.00,Orbis Protect Limited (formerly Sitex Orbis Ltd),708330,Revenue,STC198957
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Enhancement Costs,South Shields Town Centre Regen,06-Feb-2024,1093.54,£0.00,Orbis Protect Limited (formerly Sitex Orbis Ltd),828512,Capital,STC198961
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Adult Skills,06-Feb-2024,1140.00,£0.00,Key Subject Tuition Ltd,216191,Revenue,STC198987
South Tyneside Council,00CL,Childrens Adults and Health,Payments to Academies,Over 6k High Needs Top Ups,06-Feb-2024,1231.49,£0.00,Whitburn Church of England Academy,211510,Revenue,STC199037
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Ocean Road Day Care,06-Feb-2024,1440.00,£0.00,All Friends Together,220435,Revenue,STC199143
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Ocean Road Day Care,06-Feb-2024,1440.00,£0.00,All Friends Together,220435,Revenue,STC199144
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,06-Feb-2024,1523.47,£0.00,Direct Healthcare Group,221420,Revenue,STC199185
South Tyneside Council,00CL,Childrens Adults and Health,Private & Voluntary Sector - External Placements,Over 6k High Needs Top Ups,06-Feb-2024,1571.54,£0.00,Nursery Time Ltd,211510,Revenue,STC199204
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Ocean Road Day Care,06-Feb-2024,1755.00,£0.00,Ocean Choices CIC (formerly Ocean Arts CIC),220435,Revenue,STC199269
South Tyneside Council,00CL,Childrens Adults and Health,Payments to Academies,Over 6k High Needs Top Ups,06-Feb-2024,1816.25,£0.00,Monkton Juniors Academy,211510,Revenue,STC199286
South Tyneside Council,00CL,Business & Resources Group,Financial Advisors & Expenses,Human Resources,06-Feb-2024,1872.06,£0.00,AVC Wise Ltd,230600,Revenue,STC199307
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Ocean Road Day Care,06-Feb-2024,1920.00,£0.00,All Friends Together,220435,Revenue,STC199335
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Ocean Road Day Care,06-Feb-2024,1920.00,£0.00,All Friends Together,220435,Revenue,STC199336
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Ocean Road Day Care,06-Feb-2024,1920.00,£0.00,All Friends Together,220435,Revenue,STC199337
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Further Education 16-18,06-Feb-2024,1965.21,£0.00,Key Subject Tuition Ltd,216180,Revenue,STC199349
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Enhancement Costs,Fire Reform Act Portfolio Works,06-Feb-2024,1986.00,£0.00,CDS Security and Fire Ltd (formerly CDS Security Ltd),820004,Capital,STC199357
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Adult Skills,06-Feb-2024,2100.00,£0.00,Key Subject Tuition Ltd,216191,Revenue,STC199390
South Tyneside Council,00CL,Childrens Adults and Health,Private & Voluntary Sector - External Placements,Over 6k High Needs Top Ups,06-Feb-2024,2143.01,£0.00,Nursery Time Ltd,211510,Revenue,STC199403
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,06-Feb-2024,2160.00,£0.00,CD Passenger Services,218930,Revenue,STC199407
South Tyneside Council,00CL,Childrens Adults and Health,Private & Voluntary Sector - External Placements,Over 6k High Needs Top Ups,06-Feb-2024,2192.85,£0.00,Nursery Time Ltd,211510,Revenue,STC199414
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Ocean Road Day Care,06-Feb-2024,2207.40,£0.00,Holder House CIC,220435,Revenue,STC199421
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Ocean Road Day Care,06-Feb-2024,2340.00,£0.00,Ocean Choices CIC (formerly Ocean Arts CIC),220435,Revenue,STC199443
South Tyneside Council,00CL,Economic Regeneration Group,Furniture & Equipment - General,Pest Control costs,06-Feb-2024,2364.61,£0.00,Killgerm Chemicals Ltd,236260,Revenue,STC199449
South Tyneside Council,00CL,Childrens Adults and Health,Payments to Academies,Over 6k High Needs Top Ups,06-Feb-2024,2476.71,£0.00,Monkton Juniors Academy,211510,Revenue,STC199470
South Tyneside Council,00CL,Business & Resources Group,Maintenance of Computer Equipment,ICT & Digital Services,06-Feb-2024,2550.00,£0.00,Howell Technology Group,230440,Revenue,STC199484
South Tyneside Council,00CL,Childrens Adults and Health,Payments to Academies,Over 6k High Needs Top Ups,06-Feb-2024,2755.36,£0.00,Holy Trinity Church of England Academy,211510,Revenue,STC199524
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Regeneration & Property,06-Feb-2024,2850.00,£0.00,North VS Ltd (previously 2020 Vision Systems Ltd),232810,Revenue,STC199539
South Tyneside Council,00CL,Childrens Adults and Health,Private & Voluntary Sector - External Placements,Over 6k High Needs Top Ups,06-Feb-2024,2850.71,£0.00,Abacus Day Nursery,211510,Revenue,STC199540
South Tyneside Council,00CL,Childrens Adults & Health Capital,Capital Demolition Costs,Special Free School (SEND),06-Feb-2024,3115.20,£0.00,Northern Gas Networks,814035,Capital,STC199581
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Ocean Road Day Care,06-Feb-2024,3311.10,£0.00,Holder House CIC,220435,Revenue,STC199623
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Ocean Road Day Care,06-Feb-2024,3311.10,£0.00,Holder House CIC,220435,Revenue,STC199624
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Ocean Road Day Care,06-Feb-2024,3311.10,£0.00,Holder House CIC,220435,Revenue,STC199625
South Tyneside Council,00CL,Childrens Adults and Health,Private & Voluntary Sector - External Placements,Over 6k High Needs Top Ups,06-Feb-2024,3654.75,£0.00,Ashfield Nursery & Early Learning Centre Ltd,211510,Revenue,STC199678
South Tyneside Council,00CL,Childrens Adults and Health,Payments to Academies,Over 6k High Needs Top Ups,06-Feb-2024,3757.32,£0.00,Holy Trinity Church of England Academy,211510,Revenue,STC199688
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,Commissioned Fostering,06-Feb-2024,3818.43,£0.00,Foster Care Solutions Ltd,213500,Revenue,STC199702
South Tyneside Council,00CL,Childrens Adults and Health,Private & Voluntary Sector - External Placements,Over 6k High Needs Top Ups,06-Feb-2024,3887.33,£0.00,Abacus Day Nursery,211510,Revenue,STC199722
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Leisure Facilities,06-Feb-2024,3965.00,£0.00,YCS Construction Limited,232822,Revenue,STC199736
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Advisors & Consultants Fees,South Shields Town Centre Regen,06-Feb-2024,4169.00,£0.00,Pinsent Masons LLP,828512,Capital,STC199759
South Tyneside Council,00CL,Childrens Adults and Health,Payments to IBA Schools,Over 6k High Needs Top Ups,06-Feb-2024,4290.36,£0.00,Hebburn Comprehensive School,211510,Revenue,STC199781
South Tyneside Council,00CL,Childrens Adults and Health,Payments to Academies,Over 6k High Needs Top Ups,06-Feb-2024,4425.43,£0.00,Harton Academy (part of the Illuminare Multi Academy Trust),211510,Revenue,STC199802
South Tyneside Council,00CL,Childrens Adults and Health,Private & Voluntary Sector - External Placements,Over 6k High Needs Top Ups,06-Feb-2024,4983.75,£0.00,Ashfield Nursery & Early Learning Centre Ltd,211510,Revenue,STC199860
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Ocean Road Day Care,06-Feb-2024,5518.50,£0.00,Holder House CIC,220435,Revenue,STC199914
South Tyneside Council,00CL,Childrens Adults and Health,Private & Voluntary Sector - External Placements,Over 6k High Needs Top Ups,06-Feb-2024,5581.80,£0.00,Nursery Time Ltd,211510,Revenue,STC199917
South Tyneside Council,00CL,Childrens Adults and Health,Payments to IBA Schools,Over 6k High Needs Top Ups,06-Feb-2024,5850.49,£0.00,Hebburn Comprehensive School,211510,Revenue,STC199933
South Tyneside Council,00CL,Childrens Adults and Health,Payments to Academies,Over 6k High Needs Top Ups,06-Feb-2024,6034.67,£0.00,Harton Academy (part of the Illuminare Multi Academy Trust),211510,Revenue,STC199951
South Tyneside Council,00CL,Childrens Adults and Health,Private & Voluntary Sector - External Placements,Over 6k High Needs Top Ups,06-Feb-2024,6468.91,£0.00,Just Learning Limited (Busy Bees),211510,Revenue,STC199973
South Tyneside Council,00CL,Childrens Adults and Health,Payments to IBA Schools,Over 6k High Needs Top Ups,06-Feb-2024,8244.28,£0.00,Mortimer Community College,211510,Revenue,STC200036
South Tyneside Council,00CL,Childrens Adults and Health,Payments to IBA Schools,Over 6k High Needs Top Ups,06-Feb-2024,10056.92,£0.00,Mortimer Community College,211510,Revenue,STC200088
South Tyneside Council,00CL,Business & Resources Group,Waste Recycling - Gateshead Blue Bin,Waste Disposal PFI,06-Feb-2024,10693.34,£0.00,Remondis JBT Limited (previously known as JBT Waste Services),228370,Revenue,STC200112
South Tyneside Council,00CL,Childrens Adults and Health,Private & Voluntary Sector - External Placements,Over 6k High Needs Top Ups,06-Feb-2024,12276.64,£0.00,Just Learning Limited (Busy Bees),211510,Revenue,STC200156
South Tyneside Council,00CL,Childrens Adults and Health,Out of Borough School Fees,OOB Education Placements,06-Feb-2024,14502.00,£0.00,North East Autism Society,211150,Revenue,STC200191
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,06-Feb-2024,18655.72,£0.00,St Cuthberts Care,213700,Revenue,STC200257
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,06-Feb-2024,19277.58,£0.00,St Cuthberts Care,213700,Revenue,STC200276
South Tyneside Council,00CL,Business & Resources Group,Routine Contract Ground Maintenance,Grounds Maintenance Routine Works,06-Feb-2024,21385.42,£0.00,Tivoli Group,226830,Revenue,STC200306
South Tyneside Council,00CL,Childrens Adults and Health,Payments to Academies,Over 6k High Needs Top Ups,06-Feb-2024,23798.49,£0.00,Wise Academies,211510,Revenue,STC200323
South Tyneside Council,00CL,Childrens Adults and Health,Payments to Academies,Over 6k High Needs Top Ups,06-Feb-2024,24030.35,£0.00,Cleadon Church of England Academy,211510,Revenue,STC200326
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,06-Feb-2024,30008.91,£0.00,BCE Northern Limited,227630,Revenue,STC200357
South Tyneside Council,00CL,Business & Resources Group,Financial Advisors & Expenses,Supplier Incentive Programme,06-Feb-2024,31228.54,£0.00,Oxygen Finance Limited,238600,Revenue,STC200361
South Tyneside Council,00CL,Childrens Adults and Health,Payments to Academies,Over 6k High Needs Top Ups,06-Feb-2024,34719.41,£0.00,Ridgeway Academy,211510,Revenue,STC200371
South Tyneside Council,00CL,Housing Capital,Enhancement HRA Capital - ST Homes,Housing Plus Digital Switch Equipment,06-Feb-2024,47000.00,£0.00,Tunstall Healthcare (UK) Ltd,802272,Capital,STC200394
South Tyneside Council,00CL,Business & Resources Group,Routine Contract Ground Maintenance,Grounds Maintenance Routine Works,06-Feb-2024,68107.28,£0.00,Tivoli Group,226830,Revenue,STC200423
South Tyneside Council,00CL,Childrens Adults and Health,Payments to Academies,Over 6k High Needs Top Ups,06-Feb-2024,130884.52,£0.00,Bishop Chadwick Catholic EducationTrust,211510,Revenue,STC200463
South Tyneside Council,00CL,Business & Resources Group,Corporate Finance,Household Support Fund,07/02/2024,"£6,000.00",£0.00,Aldi,237107,Revenue,FEB2024-001
South Tyneside Council,00CL,Housing Capital,Enhancement HRA Capital - ST Homes,Horsley Hill Flats Conversion,07-Feb-2024,500.00,£0.00,Bloom Procurement Services,806600,Capital,STC198170
South Tyneside Council,00CL,Childrens Adults & Health Capital,Capital Enhancement Costs,Mortimer School Additional Provision,07-Feb-2024,500.00,£0.00,Space Architecture (Europe) Ltd - formerly Spaceworks,814029,Capital,STC198171
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Enhancement Costs,South Shields Town Centre Regen,07-Feb-2024,525.00,£0.00,YCS Construction Limited,828512,Capital,STC198220
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Equipment & Materials,Engineer Works D.L.O. - Cont. Highways,07-Feb-2024,525.34,£0.00,CID Trading Ltd (CID Group t/a),227630,Revenue,STC198226
South Tyneside Council,00CL,Childrens Adults and Health,Fixtures & Fittings,Domestic Abuse Grant,07-Feb-2024,541.00,£0.00,NLS Security Limited (Newcastle Locksmiths),225225,Revenue,STC198258
South Tyneside Council,00CL,Balance Sheet,HMRC - Construction Industry Tax,Balance Sheet Corporate Finance,07-Feb-2024,544.00,£0.00,Her Majestys Revenue & Customs,999999,Balance Sheet,STC198263
South Tyneside Council,00CL,Childrens Adults and Health,Fixtures & Fittings,Domestic Abuse Grant,07-Feb-2024,547.00,£0.00,NLS Security Limited (Newcastle Locksmiths),225225,Revenue,STC198266
South Tyneside Council,00CL,Childrens Adults and Health,Out of Borough School Fees,OOB Education Placements,07-Feb-2024,550.00,£0.00,Prospero Group Limited,211150,Revenue,STC198269
South Tyneside Council,00CL,Childrens Adults and Health,Out of Borough School Fees,OOB Education Placements,07-Feb-2024,550.00,£0.00,Prospero Group Limited,211150,Revenue,STC198270
South Tyneside Council,00CL,Childrens Adults and Health,Fixtures & Fittings,Domestic Abuse Grant,07-Feb-2024,571.00,£0.00,NLS Security Limited (Newcastle Locksmiths),225225,Revenue,STC198302
South Tyneside Council,00CL,Childrens Adults and Health,Fixtures & Fittings,Domestic Abuse Grant,07-Feb-2024,572.00,£0.00,NLS Security Limited (Newcastle Locksmiths),225225,Revenue,STC198303
South Tyneside Council,00CL,Childrens Adults and Health,Fixtures & Fittings,Domestic Abuse Grant,07-Feb-2024,589.00,£0.00,NLS Security Limited (Newcastle Locksmiths),225225,Revenue,STC198328
South Tyneside Council,00CL,Business & Resources Group,Coroners Services,Coroners Service,07-Feb-2024,600.00,£0.00,Redacted - personal info,237020,Revenue,STC198349
South Tyneside Council,00CL,Balance Sheet,HMRC - Construction Industry Tax,Balance Sheet Corporate Finance,07-Feb-2024,600.00,£0.00,Her Majestys Revenue & Customs,999999,Balance Sheet,STC198350
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,Jarrow Focus,07-Feb-2024,634.51,£0.00,Pulse Fitness Ltd,222876,Revenue,STC198403
South Tyneside Council,00CL,Business & Resources Group,Printing & Stationery Consumables,Register of Electors,07-Feb-2024,657.73,£0.00,Civica Election Services Limited (previously Electoral Reform Services),231600,Revenue,STC198434
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Heritage,07-Feb-2024,659.11,£0.00,Windoor Services Ltd,232826,Revenue,STC198437
