Name of Organisation,Body,Service Area,Service Detail,Spend Description,Date,Amount (Net of VAT),Unrecoverable VAT,Supplier Name,Spend,Spend,Transaction Reference
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,05-Oct-2023,1198.24,£0.00,Percy Hedley Foundation,221004,Revenue,STC186993
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,05-Oct-2023,1206.00,£0.00,Total Resources (UK) Limited t/a TM Lincs,227630,Revenue,STC187048
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Pharmacies,Smoking - Smoking Cessation Drugs,05-Oct-2023,1207.63,£0.00,Biddick Hall Pharmacy,225103,Revenue,STC187049
South Tyneside Council,00CL,Business & Resources Group,Default Procurement Subjective,Council Tax and Business Rates Collection,05-Oct-2023,1261.47,£0.00,Critiqom Limited,230140,Revenue,STC187103
South Tyneside Council,00CL,Economic Regeneration Group,Rent Income - General,Business Incubation : Quadrus Centre,05-Oct-2023,1281.60,£0.00,Rosedale Advisory Ltd,235960,Revenue,STC187118
South Tyneside Council,00CL,Childrens Adults and Health,Other Service Contracts & Supplies,Holiday Activities & Food Grant,05-Oct-2023,1320.00,£0.00,AutismAble,219830,Revenue,STC187148
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Pharmacies,Smoking - Smoking Cessation Drugs,05-Oct-2023,1322.54,£0.00,J M & W Darling Limited,225103,Revenue,STC187151
South Tyneside Council,00CL,Economic Regeneration Group,Non-Staff Advertising,Statutory Notices,05-Oct-2023,1383.84,£0.00,National World Publishing Ltd (formerly JPI Media Publishing),236050,Revenue,STC187191
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,1422.76,£0.00,Mencap,221004,Revenue,STC187234
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,05-Oct-2023,1443.50,£0.00,Total Resources (UK) Limited t/a TM Lincs,227630,Revenue,STC187249
South Tyneside Council,00CL,Childrens Adults and Health,Subscriptions,Childrens Services Family Hubs,05-Oct-2023,1499.00,£0.00,Close-Knit CIC,212095,Revenue,STC187291
South Tyneside Council,00CL,Business & Resources Group,Protective Clothing,School Crossing Patrol,05-Oct-2023,1517.45,£0.00,Keltic Limited,227530,Revenue,STC187307
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,05-Oct-2023,1521.54,£0.00,Budget Buses,218930,Revenue,STC187311
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,05-Oct-2023,1544.13,£0.00,Percy Hedley Foundation,221004,Revenue,STC187323
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,Learning Disability Support,05-Oct-2023,1565.10,£0.00,North Star previously Endeavour Housing Association,221004,Revenue,STC187338
South Tyneside Council,00CL,Business & Resources Group,External Trainers Services,Fitness Class Programmes,05-Oct-2023,1639.00,£0.00,Redacted - personal info,224082,Revenue,STC187395
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,1726.28,£0.00,Mencap,221004,Revenue,STC187482
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Consultancy,Medicine Management,05-Oct-2023,1786.17,£0.00,NHS North of England Commissioning Support Unit,225224,Revenue,STC187513
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Pharmacies,Smoking - Smoking Cessation Drugs,05-Oct-2023,1875.35,£0.00,Chemcare Limited,225103,Revenue,STC187577
South Tyneside Council,00CL,Business & Resources Group,External Trainers Services,Fitness Class Programmes,05-Oct-2023,1925.00,£0.00,North East Dance CIC,224082,Revenue,STC187594
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,05-Oct-2023,1992.00,£0.00,Nottingham Rehab Supplies (NRS Healthcare),221420,Revenue,STC187622
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Travel & Expenses,ILAC General,05-Oct-2023,2033.00,£0.00,Budget Buses,213300,Revenue,STC187640
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,05-Oct-2023,2063.40,£0.00,Budget Buses,218930,Revenue,STC187651
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,05-Oct-2023,2115.76,£0.00,Percy Hedley Foundation,221004,Revenue,STC187671
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,Countryside Management,05-Oct-2023,2154.00,£0.00,E3 Ecology Ltd,236410,Revenue,STC187689
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,2276.40,£0.00,Mencap,221004,Revenue,STC187745
South Tyneside Council,00CL,Business & Resources Group,Criticom contract (Pensions),Pensions Office,05-Oct-2023,2325.54,£0.00,Critiqom Limited,230710,Revenue,STC187762
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,2468.80,£0.00,Mencap,221004,Revenue,STC187802
South Tyneside Council,00CL,Business & Resources Group,Public Rights of Way,Public Rights of Way costs,05-Oct-2023,2543.57,£0.00,Dominic Wright Gardens Services,236430,Revenue,STC187815
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Home Care - Other Cases,Physical Support,05-Oct-2023,2752.80,£0.00,Keyfort Group Ltd (formerly Neuro Partners Ltd),221001,Revenue,STC187868
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,2756.72,£0.00,Mencap,221004,Revenue,STC187869
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,2921.40,£0.00,Mencap,221004,Revenue,STC187905
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,2921.40,£0.00,Mencap,221004,Revenue,STC187906
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,2997.28,£0.00,Mencap,221004,Revenue,STC187922
South Tyneside Council,00CL,Childrens Adults & Health Capital,Capital Equipment Purchases,Borrowdale House,05-Oct-2023,3066.87,£0.00,DSG Retail Limited (PC World),819572,Capital,STC187937
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,05-Oct-2023,3182.40,£0.00,Budget Buses,218930,Revenue,STC187965
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,3224.92,£0.00,Mencap,221004,Revenue,STC187979
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,3251.92,£0.00,Mencap,221004,Revenue,STC187996
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,3251.92,£0.00,Mencap,221004,Revenue,STC187997
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,3251.92,£0.00,Mencap,221004,Revenue,STC187998
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,3251.92,£0.00,Mencap,221004,Revenue,STC187999
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,3251.92,£0.00,Mencap,221004,Revenue,STC188000
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,3251.92,£0.00,Mencap,221004,Revenue,STC188001
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,3251.92,£0.00,Mencap,221004,Revenue,STC188002
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,3251.92,£0.00,Mencap,221004,Revenue,STC188003
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,3395.64,£0.00,Mencap,221004,Revenue,STC188050
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Travel & Expenses,Sec 17 -  Central Pot,05-Oct-2023,3459.36,£0.00,Nearby Group Ltd (formerly Richmond Taxis),213602,Revenue,STC188074
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,05-Oct-2023,3464.14,£0.00,Percy Hedley Foundation,221004,Revenue,STC188077
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,05-Oct-2023,3509.87,£0.00,Percy Hedley Foundation,221004,Revenue,STC188088
South Tyneside Council,00CL,Business and Resources,Postage Expenses,Digitalised Mail,05-Oct-2023,3658.79,£0.00,Critiqom Limited,230385,Revenue,STC188111
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,3794.00,£0.00,Mencap,221004,Revenue,STC188135
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,3876.32,£0.00,Mencap,221004,Revenue,STC188152
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,3876.32,£0.00,Mencap,221004,Revenue,STC188153
South Tyneside Council,00CL,"Childrens, Adults & Families Group",The Matrix - NECA Ltd contract,The Matrix,05-Oct-2023,3929.12,£0.00,Turning Point Services Limited,216510,Revenue,STC188164
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,3983.72,£0.00,Mencap,221004,Revenue,STC188169
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,3983.72,£0.00,Mencap,221004,Revenue,STC188170
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,05-Oct-2023,4039.61,£0.00,Foster Care Solutions Ltd,213500,Revenue,STC188184
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,Commissioned Fostering,05-Oct-2023,4081.77,£0.00,Foster Care Solutions Ltd,213500,Revenue,STC188189
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,05-Oct-2023,4081.77,£0.00,Foster Care Solutions Ltd,213500,Revenue,STC188190
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,05-Oct-2023,4081.77,£0.00,Foster Care Solutions Ltd,213500,Revenue,STC188191
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,4249.28,£0.00,Mencap,221004,Revenue,STC188223
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,4249.28,£0.00,Mencap,221004,Revenue,STC188224
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,4346.00,£0.00,Creative Support Ltd,221004,Revenue,STC188232
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,4457.96,£0.00,Mencap,221004,Revenue,STC188250
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05-Oct-2023,4476.92,£0.00,Mencap,221004,Revenue,STC188253
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,05/10/2023,4639.80,£0.00,Budget Buses,218930,Revenue,STC188278
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05/10/2023,4894.28,£0.00,Mencap,221004,Revenue,STC188292
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05/10/2023,5387.48,£0.00,Mencap,221004,Revenue,STC188326
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,05/10/2023,5481.27,£0.00,Easibathe and Easiaccess Solutions,819000,Capital,STC188336
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05/10/2023,5516.00,£0.00,Mencap,221004,Revenue,STC188337
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05/10/2023,5516.00,£0.00,Mencap,221004,Revenue,STC188338
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05/10/2023,5516.00,£0.00,Mencap,221004,Revenue,STC188339
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05/10/2023,5516.00,£0.00,Mencap,221004,Revenue,STC188340
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05/10/2023,5842.76,£0.00,Mencap,221004,Revenue,STC188368
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05/10/2023,5880.72,£0.00,Mencap,221004,Revenue,STC188375
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05/10/2023,5880.72,£0.00,Mencap,221004,Revenue,STC188376
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Schools Buyback,05/10/2023,6021.14,£0.00,Ring Ready 20007 Limited,232860,Revenue,STC188396
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05/10/2023,6298.04,£0.00,Mencap,221004,Revenue,STC188409
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Home to College Transport,05/10/2023,7034.80,£0.00,Budget Buses,218950,Revenue,STC188444
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05/10/2023,7967.40,£0.00,Mencap,221004,Revenue,STC188492
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,05/10/2023,8821.13,£0.00,Budget Buses,218930,Revenue,STC188529
South Tyneside Council,00CL,Business & Resources Group,Default Procurement Subjective,Human Resources,05/10/2023,9192.00,£0.00,North East Regional Employers Organisation,230600,Revenue,STC188542
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Home Care - Other Cases,Physical Support,05/10/2023,9643.58,£0.00,Keyfort Group Ltd (formerly Neuro Partners Ltd),221001,Revenue,STC188558
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05/10/2023,10433.44,£0.00,United Response,221004,Revenue,STC188586
South Tyneside Council,00CL,Business & Resources,Other Service Contracts & Supplies,Future Councils Pilot,05/10/2023,10500.87,£0.00,Waterstons Ltd,230320,Revenue,STC188590
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05/10/2023,10583.10,£0.00,United Response,221004,Revenue,STC188592
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05/10/2023,11032.00,£0.00,Mencap,221004,Revenue,STC188604
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05/10/2023,13239.24,£0.00,Mencap,221004,Revenue,STC188656
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,05/10/2023,13559.04,£0.00,Go Plant Ltd,227000,Revenue,STC188662
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05/10/2023,17037.60,£0.00,United Response,221004,Revenue,STC188710
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05/10/2023,25249.78,£0.00,United Response,221004,Revenue,STC188804
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05/10/2023,29012.02,£0.00,United Response,221004,Revenue,STC188829
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05/10/2023,30066.14,£0.00,Creative Support Ltd,221004,Revenue,STC188837
South Tyneside Council,00CL,Business & Resources Group,Financial Advisors & Expenses,Supplier Incentive Programme,05/10/2023,31307.89,£0.00,Oxygen Finance Limited,238600,Revenue,STC188841
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,05/10/2023,35949.43,£0.00,Creative Support Ltd,221004,Revenue,STC188854
South Tyneside Council,00CL,Business & Resources Group,Gateshead Waste PFI Business Rates,Waste Disposal PFI,05/10/2023,91654.29,£0.00,Gateshead Council,228370,Revenue,STC188956
South Tyneside Council,00CL,Business & Resources Group,Agency Staff - Non-Teachers,Agency Contract Suspense,05/10/2023,96622.47,£0.00,Magnit Global GRI Limited (formerly Geometric Results International),238650,Revenue,STC188962
South Tyneside Council,00CL,Housing Revenue Account,ST Homes Repairs Service,Responsive Repairs - Cross Area,05/10/2023,1482866.00,£0.00,South Tyneside Homes Ltd,707060,Revenue,STC189031
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Equipment Purchases,Major Transport Schemes,06-Oct-2023,500.00,£0.00,Redacted - personal info,828352,Capital,STC185666
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Carers,Social Support for Social Isolation,06-Oct-2023,500.00,£0.00,Redacted - personal info,221009,Revenue,STC185667
South Tyneside Council,00CL,Economic Regeneration Group,Default Procurement Subjective,Taxi and Hackney Cab Licensing,06-Oct-2023,500.00,£0.00,Redacted - personal info,236850,Revenue,STC185668
South Tyneside Council,00CL,Economic Regeneration Group,Insurance Premiums - Council Other,Business Incubation : Quadrus Centre,06-Oct-2023,516.72,£0.00,CT UK Property Authorised Investment Fund,235960,Revenue,STC185762
South Tyneside Council,00CL,Business and Resources Capital,Capital Equipment Purchases,Replacement Vehicles and Plant Hire,06-Oct-2023,520.50,£0.00,Auto Electrical Solutions Ltd,854500,Capital,STC185775
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Leisure Facilities,06-Oct-2023,538.30,£0.00,FT Leisure Ltd,232822,Revenue,STC185808
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Pharmacies,Smoking - Smoking Cessation Drugs,06-Oct-2023,558.87,£0.00,Boots UK Limited,225103,Revenue,STC185848
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,06-Oct-2023,559.00,£0.00,Total Resources (UK) Limited t/a TM Lincs,227630,Revenue,STC185849
South Tyneside Council,00CL,Business & Resources Group,Resaleable Items,Haven Point,06-Oct-2023,561.50,£0.00,Splash About International Limited,222950,Revenue,STC185857
South Tyneside Council,00CL,Business & Resources Group,Property Planned Maintenance,Streetworks,06-Oct-2023,579.92,£0.00,CCS Media,227776,Revenue,STC185888
South Tyneside Council,00CL,Business & Resources Group,Cash Collection Contract,Banking & Cash Collection,06-Oct-2023,588.00,£0.00,Security Plus Ltd,237040,Revenue,STC185908
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Catering Provisions,Hebburn Comp Kitchen,06-Oct-2023,594.64,£0.00,Chicken Joes,217540,Revenue,STC185922
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Catering Provisions,Thurston Activity Centre,06-Oct-2023,611.55,£0.00,JMP FOODSERVICE,219100,Revenue,STC185989
South Tyneside Council,00CL,Economic Regeneration Group,Telephone Expenses,Business Incubation : Jarrow Business Centre,06-Oct-2023,614.84,£0.00,Aspire Technology Solutions Limited,235970,Revenue,STC185991
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,06-Oct-2023,625.00,£0.00,Dere Street Barristers,231100,Revenue,STC186021
South Tyneside Council,00CL,Childrens Adults and Health,Furniture & Equipment - General,Childrens Services Family Hubs,06-Oct-2023,631.84,£0.00,Collaborate & Innovate Ltd t/a Cosy,212095,Revenue,STC186035
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,06-Oct-2023,650.00,£0.00,Five Pump Court Chambers,231100,Revenue,STC186134
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Schools Buyback,06-Oct-2023,675.00,£0.00,Aimrange (NE) Ltd,232860,Revenue,STC186166
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Schools Buyback,06-Oct-2023,675.00,£0.00,Aimrange (NE) Ltd,232860,Revenue,STC186167
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Schools Buyback,06-Oct-2023,675.00,£0.00,Aimrange (NE) Ltd,232860,Revenue,STC186168
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Schools Buyback,06-Oct-2023,675.00,£0.00,Aimrange (NE) Ltd,232860,Revenue,STC186169
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Schools Buyback,06-Oct-2023,675.00,£0.00,Aimrange (NE) Ltd,232860,Revenue,STC186170
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Schools Buyback,06-Oct-2023,675.00,£0.00,Aimrange (NE) Ltd,232860,Revenue,STC186171
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Default Procurement Subjective,Simonside Youth Centre,06-Oct-2023,685.00,£0.00,Redacted - personal info,219410,Revenue,STC186198
South Tyneside Council,00CL,Economic Regeneration Group,Telephone Expenses,Business Incubation : One Trinity Green,06-Oct-2023,698.00,£0.00,Aspire Technology Solutions Limited,235950,Revenue,STC186219
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,06-Oct-2023,714.38,£0.00,Bellman and Symfon UK Ltd,221420,Revenue,STC186255
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,06-Oct-2023,715.00,£0.00,JENX Limited,221420,Revenue,STC186256
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Equipment & Materials,Engineer Works D.L.O. - Cont. Highways,06-Oct-2023,720.00,£0.00,James Burrell Ltd,227630,Revenue,STC186266
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Schools Buyback,06-Oct-2023,741.90,£0.00,Ring Ready 20007 Limited,232860,Revenue,STC186303
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,Fleet Management - Workshop Operations,06-Oct-2023,744.28,£0.00,Gott Technical Services Ltd,227030,Revenue,STC186307
South Tyneside Council,00CL,Economic Regeneration Group,Non-Staff Advertising,Marketing Team,06-Oct-2023,750.00,£0.00,Action Advertising (Style Brands Marketing),236000,Revenue,STC186314
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,DFG Minor Adaptations,06-Oct-2023,750.00,£0.00,DR Builders (North East) Limited,819002,Capital,STC186315
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,The Place,06-Oct-2023,750.00,£0.00,National Association Of Virtual School Heads,214200,Revenue,STC186316
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Staff Advertising,Education Psychology,06-Oct-2023,770.00,£0.00,PeopleScout Ltd (formerly TMP UK Ltd),216720,Revenue,STC186352
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,Handy Estates,06-Oct-2023,774.79,£0.00,Wolseley UK Limited,226885,Revenue,STC186357
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,06-Oct-2023,775.00,£0.00,Dere Street Barristers,231100,Revenue,STC186359
South Tyneside Council,00CL,Business & Resources Group,Default Procurement Subjective,Human Resources,06-Oct-2023,787.50,£0.00,DDH Psychological Solutions Limited,230600,Revenue,STC186378
South Tyneside Council,00CL,Business & Resources,Staff Training,Elected Members Training Programme,06-Oct-2023,790.00,£0.00,APSE,230642,Revenue,STC186382
South Tyneside Council,00CL,Economic Regeneration Group,Non-Staff Advertising,Marketing Team,06-Oct-2023,790.00,£0.00,Action Advertising (Style Brands Marketing),236000,Revenue,STC186383
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Agency Staff - Non-Teachers,In House Fostering,06-Oct-2023,800.00,£0.00,Redacted - personal info,213800,Revenue,STC186412
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,06-Oct-2023,812.34,£0.00,Swiis Foster Care Ltd,213500,Revenue,STC186433
South Tyneside Council,00CL,Business & Resources Group,Other Infrastructure Repairs,Bridges Structural,06-Oct-2023,822.69,£0.00,Northumberland County Council,227770,Revenue,STC186450
South Tyneside Council,00CL,Housing Revenue Account,Grant Payments - General,Support Services,06-Oct-2023,849.36,£0.00,Mencap,700200,Revenue,STC186493
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,06-Oct-2023,850.74,£0.00,Riverside Truck Rental Limited,227000,Revenue,STC186499
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Regeneration & Property,06-Oct-2023,867.11,£0.00,S Davison (Electricals) Ltd,232810,Revenue,STC186550
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,06-Oct-2023,875.00,£0.00,Dere Street Barristers,231100,Revenue,STC186560
South Tyneside Council,00CL,Business & Resources Group,Postage Expenses,Admin - Central Admin,06-Oct-2023,881.42,£0.00,Quadient Finance UK Limited,231320,Revenue,STC186572
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,06-Oct-2023,889.24,£0.00,Places for People Living+ Limited,213300,Revenue,STC186587
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Pharmacies,Smoking - Smoking Cessation Drugs,06-Oct-2023,895.63,£0.00,J M & W Darling Limited,225103,Revenue,STC186593
South Tyneside Council,00CL,Childrens Adults and Health,Other Recharges,HELP TO LIVE AT HOME,06-Oct-2023,920.00,£0.00,Durham County Council,220442,Revenue,STC186626
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Pharmacies,Smoking - Smoking Cessation Drugs,06-Oct-2023,942.38,£0.00,DL Carter & Son,225103,Revenue,STC186660
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Property Reactive / General Repairs,Park View Kitchen,06-Oct-2023,967.76,£0.00,Upnorth Engineering Services Limited,217554,Revenue,STC186693
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Pharmacies,Smoking - Smoking Cessation Drugs,06-Oct-2023,983.19,£0.00,Whiteleas Way Limited,225103,Revenue,STC186704
South Tyneside Council,00CL,Business & Resources Group,Financial Advisors & Expenses,Finance Team,06-Oct-2023,1000.00,£0.00,AON Solutions UK Limited,230070,Revenue,STC186736
South Tyneside Council,00CL,Business & Resources Group,Cash Collection Contract,Banking & Cash Collection,06-Oct-2023,1016.29,£0.00,Security Plus Ltd,237040,Revenue,STC186758
South Tyneside Council,00CL,Economic Regeneration Group,Telephone Expenses,Business Incubation : South Shields Business,06-Oct-2023,1029.52,£0.00,Aspire Technology Solutions Limited,235965,Revenue,STC186772
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Pharmacies,Smoking - Smoking Cessation Drugs,06-Oct-2023,1052.53,£0.00,Biddick Hall Pharmacy,225103,Revenue,STC186797
South Tyneside Council,00CL,Business & Resources Group,Furniture & Equipment - General,Jarrow Pool,06-Oct-2023,1095.14,£0.00,Spectrum Industrial Ltd,223985,Revenue,STC186842
South Tyneside Council,00CL,Business & Resources Group,Coroners Services,Coroners Service,06-Oct-2023,1105.00,£0.00,Regent Funeral Services Ltd,237020,Revenue,STC186871
South Tyneside Council,00CL,Economic Regeneration Group,Telephone Expenses,Business Incubation : Quadrus Centre,06-Oct-2023,1144.79,£0.00,Aspire Technology Solutions Limited,235960,Revenue,STC186938
