Name of Organisation,Body,Service Area,Service Detail,Spend Description,Date,Amount (Net of VAT),Unrecoverable VAT,Supplier Name,Spend,Spend,Transaction Reference
South Tyneside Council,00CL,Economic Regeneration Group,Property Planned Maintenance,Business Incubation : One Trinity Green,11-Mar-2024,581.00,0,CDS Security and Fire Ltd (formerly CDS Security Ltd),235950,Revenue,STC200724
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Childminders Services,2 Year Old Funding,11-Mar-2024,587.40,0,Redacted - personal info,217765,Revenue,STC200731
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Childminders Services,2 Year Old Funding,11-Mar-2024,587.40,0,Redacted - personal info,217765,Revenue,STC200732
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,11-Mar-2024,599.24,0,Total Resources (UK) Limited t/a TM Lincs,227630,Revenue,STC200772
South Tyneside Council,00CL,Childrens Adults and Health,Fixtures & Fittings,Domestic Abuse Grant,11-Mar-2024,650.00,0,NLS Security Limited (Newcastle Locksmiths),225225,Revenue,STC200935
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,11-Mar-2024,680.99,0,Total Resources (UK) Limited t/a TM Lincs,227630,Revenue,STC201029
South Tyneside Council,00CL,Childrens Adults and Health,Staff Uniforms,Medication & Wellbeing Service,11-Mar-2024,784.00,0,1st Coverall Company Limited,220385,Revenue,STC201240
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Childminders Services,2 Year Old Funding,11-Mar-2024,787.05,0,Redacted - personal info,217765,Revenue,STC201244
South Tyneside Council,00CL,Economic Regeneration Group,Property Planned Maintenance,Business Incubation : One Trinity Green,11-Mar-2024,824.00,0,CDS Security and Fire Ltd (formerly CDS Security Ltd),235950,Revenue,STC201323
South Tyneside Council,00CL,Housing Revenue Account,Housing Rent Suspense - Refunds,Tenants Refunds,11-Mar-2024,831.20,0,Redacted - personal info,710020,Revenue,STC201340
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,2 Year Old Funding,11-Mar-2024,881.10,0,Just Learning Limited (Busy Bees),217765,Revenue,STC201435
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Childminders Services,2 Year Old Funding,11-Mar-2024,881.10,0,Redacted - personal info,217765,Revenue,STC201436
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,2 Year Old Funding,11-Mar-2024,881.10,0,Westoe Village Kindergarten,217765,Revenue,STC201437
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,2 Year Old Funding,11-Mar-2024,881.10,0,Whizz Kids Childcare Ltd,217765,Revenue,STC201438
South Tyneside Council,00CL,Business & Resources Group,Coroners Services,Coroners Service,11-Mar-2024,885.00,0,Manor House Funeral Services Limited,237020,Revenue,STC201445
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,2 Year Old Funding,11-Mar-2024,935.43,0,Noahs Ark Nursery Hebburn,217765,Revenue,STC201531
South Tyneside Council,00CL,Economic Regeneration Group,Property Planned Maintenance,Business Incubation : Quadrus Centre,11-Mar-2024,948.00,0,CDS Security and Fire Ltd (formerly CDS Security Ltd),235960,Revenue,STC201555
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Childminders Services,Nursery ISB,11-Mar-2024,994.95,0,Redacted - personal info,210090,Revenue,STC201614
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Childminders Services,2 Year Old Funding,11-Mar-2024,1037.40,0,Redacted - personal info,217765,Revenue,STC201667
South Tyneside Council,00CL,Economic Regeneration Group,Property Planned Maintenance,Business Incubation : Jarrow Business Centre,11-Mar-2024,1039.00,0,CDS Security and Fire Ltd (formerly CDS Security Ltd),235970,Revenue,STC201668
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,11-Mar-2024,1043.00,0,Nottingham Rehab Supplies (NRS Healthcare),221420,Revenue,STC201673
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Childminders Services,2 Year Old Funding,11-Mar-2024,1068.00,0,Redacted - personal info,217765,Revenue,STC201701
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Childminders Services,Nursery ISB,11-Mar-2024,1110.78,0,Redacted - personal info,210090,Revenue,STC201752
South Tyneside Council,00CL,Economic Regeneration Group,Property Planned Maintenance,Business Incubation : South Shields Business,11-Mar-2024,1120.00,0,CDS Security and Fire Ltd (formerly CDS Security Ltd),235965,Revenue,STC201759
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Childminders Services,Nursery ISB,11-Mar-2024,1120.35,0,Redacted - personal info,210090,Revenue,STC201761
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Childminders Services,2 Year Old Funding,11-Mar-2024,1174.80,0,Redacted - personal info,217765,Revenue,STC201827
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,11-Mar-2024,1200.00,0,Nearby Group Ltd (formerly Richmond Taxis),218930,Revenue,STC201891
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Childminders Services,Nursery ISB,11-Mar-2024,1207.80,0,Redacted - personal info,210090,Revenue,STC201900
South Tyneside Council,00CL,Balance Sheet,NNDR Refunds,Balance Sheet Corporate Finance,11-Mar-2024,1298.05,0,NR - LIDL GREAT BRITAIN LIMITED131071,999999,Balance Sheet,STC201991
South Tyneside Council,00CL,Business & Resources Group,External Trainers Services,Fitness Class Programmes,11-Mar-2024,1430.00,0,Redacted - personal info,224082,Revenue,STC202106
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Childminders Services,2 Year Old Funding,11-Mar-2024,1468.50,0,Redacted - personal info,217765,Revenue,STC202138
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Childminders Services,Nursery ISB,11-Mar-2024,1514.70,0,Redacted - personal info,210090,Revenue,STC202175
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Childminders Services,Nursery ISB,11-Mar-2024,1522.12,0,Redacted - personal info,210090,Revenue,STC202184
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,2 Year Old Funding,11-Mar-2024,1664.30,0,Tyneside Early Education & Care Ltd - Cleadon Tower Nursery School,217765,Revenue,STC202288
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,2 Year Old Funding,11-Mar-2024,1975.80,0,Jarrow Day Nursery,217765,Revenue,STC202473
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,Nursery ISB,11-Mar-2024,2336.40,0,Whizz Kids Childcare Ltd,210090,Revenue,STC202616
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,2 Year Old Funding,11-Mar-2024,2643.30,0,Bright Kids,217765,Revenue,STC202729
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,Nursery ISB,11-Mar-2024,3229.19,0,Noahs Ark Nursery Hebburn,210090,Revenue,STC202892
South Tyneside Council,00CL,Housing Revenue Account,Housing Rent Suspense - Refunds,Tenants Refunds,11-Mar-2024,3281.27,0,Redacted - personal info,710020,Revenue,STC202915
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,Nursery ISB,11-Mar-2024,3495.62,0,Horseshoe Day Nursery,210090,Revenue,STC202979
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,2 Year Old Funding,11-Mar-2024,3524.40,0,West Park Kindergarten,217765,Revenue,STC202987
South Tyneside Council,00CL,Childrens Adults and Health,Other Service Contracts & Supplies,Mockingbird Project,11-Mar-2024,3600.00,0,Prepaid Financial Service (Mockingbird),213805,Revenue,STC202999
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,2 Year Old Funding,11-Mar-2024,3818.10,0,Harton Village Kindergarten,217765,Revenue,STC203057
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,2 Year Old Funding,11-Mar-2024,4065.52,0,Abacus Day Nursery,217765,Revenue,STC203118
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,Nursery ISB,11-Mar-2024,4419.91,0,Best Nurseries Ltd (Happy Days Nursery),210090,Revenue,STC203189
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,2 Year Old Funding,11-Mar-2024,4426.64,0,Best Nurseries Ltd (Happy Days Nursery),217765,Revenue,STC203190
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,Nursery ISB,11-Mar-2024,4528.27,0,The Bungalow Pre-School (Early Learning Partnership),210090,Revenue,STC203214
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Enhancement Costs,CP - Middlefields Fire Alarm,11-Mar-2024,4723.37,0,S Davison (Electricals) Ltd,820252,Capital,STC203241
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,2 Year Old Funding,11-Mar-2024,6108.96,0,Nursery Time Ltd,217765,Revenue,STC203375
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,Nursery ISB,11-Mar-2024,6394.00,0,Bright Kids,210090,Revenue,STC203387
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,2 Year Old Funding,11-Mar-2024,6461.40,0,Beach Hill Nursery,217765,Revenue,STC203394
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,11-Mar-2024,6510.73,0,Easibathe and Easiaccess Solutions,819000,Capital,STC203399
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,2 Year Old Funding,11-Mar-2024,8351.76,0,Nursery Time Ltd,217765,Revenue,STC203504
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,2 Year Old Funding,11-Mar-2024,8811.00,0,The Bungalow Pre-School (Early Learning Partnership),217765,Revenue,STC203523
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,2 Year Old Funding,11-Mar-2024,8928.48,0,Ashfield Nursery & Early Learning Centre Ltd,217765,Revenue,STC203532
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Academies,2 Year Old Funding,11-Mar-2024,9013.92,0,Monkton Infants Academy,217765,Revenue,STC203537
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Academies,Nursery ISB,11-Mar-2024,9053.55,0,St Josephs RC Primary Academy,210090,Revenue,STC203540
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Academies,Nursery ISB,11-Mar-2024,9206.04,0,St Bedes RC VA Primary Academy,210090,Revenue,STC203550
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Academies,Nursery ISB,11-Mar-2024,9959.40,0,St Oswalds R C Primary School,210090,Revenue,STC203577
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,Nursery ISB,11-Mar-2024,10095.11,0,Westoe Village Kindergarten,210090,Revenue,STC203581
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,2 Year Old Funding,11-Mar-2024,10279.50,0,ASHFIELD DAY NURSERY,217765,Revenue,STC203587
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,Nursery ISB,11-Mar-2024,10891.10,0,Nursery Time Ltd,210090,Revenue,STC203612
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,Nursery ISB,11-Mar-2024,11086.35,0,Beach Hill Nursery,210090,Revenue,STC203614
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Academies,Nursery ISB,11-Mar-2024,11226.60,0,St Bedes Catholic Primary School,210090,Revenue,STC203623
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,Nursery ISB,11-Mar-2024,11590.26,0,Nursery Time Ltd,210090,Revenue,STC203628
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,Nursery ISB,11-Mar-2024,11594.55,0,West Park Kindergarten,210090,Revenue,STC203629
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,Nursery ISB,11-Mar-2024,12411.48,0,Abacus Day Nursery,210090,Revenue,STC203657
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,Nursery ISB,11-Mar-2024,12700.27,0,Bede Burn Kindergarten,210090,Revenue,STC203668
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Academies,2 Year Old Funding,11-Mar-2024,12763.84,0,St Marys Academy (formerly St Marys RC Primary School),217765,Revenue,STC203671
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,Nursery ISB,11-Mar-2024,12984.67,0,Jarrow Day Nursery,210090,Revenue,STC203674
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,Nursery ISB,11-Mar-2024,13509.21,0,Tyneside Early Education & Care Ltd - Cleadon Tower Nursery School,210090,Revenue,STC203683
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Academies,Nursery ISB,11-Mar-2024,16216.28,0,St Aloysius Junior & Infant Academy,210090,Revenue,STC203731
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,Nursery ISB,11-Mar-2024,16327.69,0,Just Learning Limited (Busy Bees),210090,Revenue,STC203734
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,Nursery ISB,11-Mar-2024,18819.07,0,Harton Village Kindergarten,210090,Revenue,STC203782
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,Nursery ISB,11-Mar-2024,18970.87,0,ASHFIELD DAY NURSERY,210090,Revenue,STC203787
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Private & Voluntary Sector - External Placements,Nursery ISB,11-Mar-2024,20818.95,0,Ashfield Nursery & Early Learning Centre Ltd,210090,Revenue,STC203823
South Tyneside Council,00CL,Business & Resources Group,Routine Contract Ground Maintenance,Grounds Maintenance Routine Works,11-Mar-2024,21385.42,0,Tivoli Group,226830,Revenue,STC203828
South Tyneside Council,00CL,Business & Resources Group,Routine Contract Ground Maintenance,Grounds Maintenance Routine Works,11-Mar-2024,21385.42,0,Tivoli Group,226830,Revenue,STC203829
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Academies,Nursery ISB,11-Mar-2024,26525.31,0,Tyne Coast Academy Trust,210090,Revenue,STC203868
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,Haven Court Non Commissioned Care,11-Mar-2024,28714.50,0,South Tyneside Integrated Care Limited,220205,Revenue,STC203884
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Academies,Nursery ISB,11-Mar-2024,28959.15,0,Monkton Infants Academy,210090,Revenue,STC203885
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Advisors & Consultants Fees,Major Transport Schemes,11-Mar-2024,29434.13,0,Bloom Procurement Services,828352,Capital,STC203890
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Academies,Nursery ISB,11-Mar-2024,30543.75,0,St Peter & Paul RC JMI Academy,210090,Revenue,STC203895
South Tyneside Council,00CL,Economic Regeneration Group,Default Procurement Subjective,Transport Futures,11-Mar-2024,37861.00,0,Bloom Procurement Services,236600,Revenue,STC203922
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Home Care - Complex Cases,Learning Disability Support,11-Mar-2024,52349.92,0,Sunderland Home Care Associates,221004,Revenue,STC203948
South Tyneside Council,00CL,Business and Resources Capital,Capital Equipment Purchases,Replacement Vehicles and Plant Hire,11-Mar-2024,67220.00,0,North East Truck & Van,854500,Capital,STC203966
South Tyneside Council,00CL,Business and Resources Capital,Capital Equipment Purchases,Replacement Vehicles and Plant Hire,11-Mar-2024,67220.00,0,North East Truck & Van,854500,Capital,STC203967
South Tyneside Council,00CL,Business & Resources Group,Routine Contract Ground Maintenance,Grounds Maintenance Routine Works,11-Mar-2024,68107.28,0,Tivoli Group,226830,Revenue,STC203971
South Tyneside Council,00CL,Business & Resources Group,Routine Contract Ground Maintenance,Grounds Maintenance Routine Works,11-Mar-2024,68107.28,0,Tivoli Group,226830,Revenue,STC203972
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Advisors & Consultants Fees,Midlefields External Works Masterplan,11-Mar-2024,79758.75,0,Howarth Litchfield Partnership,820328,Capital,STC203981
South Tyneside Council,00CL,Business & Resources Group,Payments to Tree Maintenance Contractor,Tree Maintenance,11-Mar-2024,115340.26,0,Glendale Managed Services Ltd,226790,Revenue,STC204002
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,Haven Court Non Commissioned Care,11-Mar-2024,309725.48,0,STFT Holdings Ltd,220205,Revenue,STC204031
South Tyneside Council,00CL,Business & Resources Group,Corporate Finance,Household Support Fund,12-Mar-2024,778.42,0,The Post Office,237107,Revenue,MAR2024-002
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Allowances,ILAC General,12-Mar-2024,500.00,0,Redacted - personal info,213300,Revenue,STC200509
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Special Guardianship Allowances (former foster carers),Special Guardianship Allowances,12-Mar-2024,502.00,0,Redacted - personal info,213901,Revenue,STC200538
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,DFG See and Solve,12-Mar-2024,543.00,0,Peart Access Ramps Ltd,819002,Capital,STC200649
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Consultancy,DOLS,12-Mar-2024,577.15,0,Cloverleaf Advocacy 2000 Ltd,221020,Revenue,STC200713
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Special Guardianship Allowances (former foster carers),Special Guardianship Allowances,12-Mar-2024,580.00,0,Redacted - personal info,213901,Revenue,STC200720
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,12-Mar-2024,600.00,0,Redacted - personal info,213300,Revenue,STC200774
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Special Guardianship Allowances (former foster carers),Special Guardianship Allowances,12-Mar-2024,600.00,0,Redacted - personal info,213901,Revenue,STC200775
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,12-Mar-2024,600.00,0,Redacted - personal info,213300,Revenue,STC200776
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,12-Mar-2024,600.00,0,Redacted - personal info,213300,Revenue,STC200777
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,12-Mar-2024,600.00,0,Redacted - personal info,213300,Revenue,STC200778
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,12-Mar-2024,600.00,0,Redacted - personal info,213300,Revenue,STC200779
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,12-Mar-2024,600.00,0,Redacted - personal info,213300,Revenue,STC200780
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,600.00,0,Redacted - personal info,213800,Revenue,STC200781
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,12-Mar-2024,600.00,0,Redacted - personal info,213300,Revenue,STC200782
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,12-Mar-2024,600.00,0,Redacted - personal info,213300,Revenue,STC200783
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,12-Mar-2024,600.00,0,Redacted - personal info,213300,Revenue,STC200784
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,12-Mar-2024,607.04,0,Flexible Support Options Limited,221004,Revenue,STC200810
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,636.00,0,Redacted - personal info,213800,Revenue,STC200902
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,636.00,0,Redacted - personal info,213800,Revenue,STC200903
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,650.00,0,Redacted - personal info,213800,Revenue,STC200936
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,668.00,0,Redacted - personal info,213800,Revenue,STC200973
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Foster Carers Other Fees & Expenses,In House Fostering,12-Mar-2024,700.00,0,Redacted - personal info,213800,Revenue,STC201058
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Foster Carers Other Fees & Expenses,In House Fostering,12-Mar-2024,700.00,0,Redacted - personal info,213800,Revenue,STC201059
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,700.00,0,Redacted - personal info,213800,Revenue,STC201060
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,12-Mar-2024,700.00,0,Redacted - personal info,213300,Revenue,STC201061
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,716.00,0,Redacted - personal info,213800,Revenue,STC201094
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Special Guardianship Allowances (former foster carers),Special Guardianship Allowances,12-Mar-2024,748.00,0,Redacted - personal info,213901,Revenue,STC201155
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,796.00,0,Redacted - personal info,213800,Revenue,STC201284
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,796.00,0,Redacted - personal info,213800,Revenue,STC201285
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Special Guardianship Allowances (former foster carers),Special Guardianship Allowances,12-Mar-2024,801.42,0,Redacted - personal info,213901,Revenue,STC201298
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,12-Mar-2024,808.15,0,North East Autism Society,221004,Revenue,STC201303
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,818.00,0,Redacted - personal info,213800,Revenue,STC201313
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,818.00,0,Redacted - personal info,213800,Revenue,STC201314
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,818.00,0,Redacted - personal info,213800,Revenue,STC201315
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,12-Mar-2024,825.00,0,Peart Access Ramps Ltd,819000,Capital,STC201330
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,850.00,0,Redacted - personal info,213800,Revenue,STC201373
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,850.00,0,Redacted - personal info,213800,Revenue,STC201374
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Children & Families,12-Mar-2024,850.00,0,Willowcrete Manufacturing Company Limited,232840,Revenue,STC201375
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,Sec 17 - Contact & Referral,12-Mar-2024,855.60,0,DSL Fire & Security Ltd,212610,Revenue,STC201387
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,864.00,0,Redacted - personal info,213800,Revenue,STC201405
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,898.00,0,Redacted - personal info,213800,Revenue,STC201462
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Adult Skills,12-Mar-2024,926.40,0,Northern Rights,216191,Revenue,STC201505
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Special Guardianship Allowances (former foster carers),Special Guardianship Allowances,12-Mar-2024,938.90,0,Redacted - personal info,213901,Revenue,STC201536
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,12-Mar-2024,939.92,0,Total Resources (UK) Limited t/a TM Lincs,227630,Revenue,STC201539
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Special Guardianship Allowances (former foster carers),Special Guardianship Allowances,12-Mar-2024,942.19,0,Redacted - personal info,213901,Revenue,STC201546
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,12-Mar-2024,945.60,0,Flexible Support Options Limited,221004,Revenue,STC201554
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,966.00,0,Redacted - personal info,213800,Revenue,STC201578
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,1050.00,0,Redacted - personal info,213800,Revenue,STC201680
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,1050.00,0,Redacted - personal info,213800,Revenue,STC201681
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Carers of Children Mileage,In House Fostering,12-Mar-2024,1092.43,0,Redacted - personal info,213800,Revenue,STC201721
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,12-Mar-2024,1097.00,0,Peart Access Ramps Ltd,819000,Capital,STC201726
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,1098.00,0,Redacted - personal info,213800,Revenue,STC201727
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,1098.00,0,Redacted - personal info,213800,Revenue,STC201728
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,1098.00,0,Redacted - personal info,213800,Revenue,STC201729
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,1098.00,0,Redacted - personal info,213800,Revenue,STC201730
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,1098.00,0,Redacted - personal info,213800,Revenue,STC201731
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12-Mar-2024,1098.00,0,Redacted - personal info,213800,Revenue,STC201732
