Name of Organisation,Body,Service Area,Service Detail,Spend Description,Date,Amount (Net of VAT),Unrecoverable VAT,Supplier Name,Spend,Spend,Transaction Reference
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Legal Advisors,Sec 17 -  Central Pot,15/09/2023,1246.00,£0.00,Lextox (E4Law Ltd),213602,Revenue,STC184087
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Property Reactive / General Repairs,Monkton Jnr Kitchen,15/09/2023,1445.00,£0.00,Upnorth Engineering Services Limited,217350,Revenue,STC184198
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,15/09/2023,1490.00,£0.00,Dere Street Barristers,231100,Revenue,STC184217
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Advisors & Consultants Fees,Hebburn Town Centre Regeneration,15/09/2023,1500.00,£0.00,Jane Darbyshire & David Kendall Ltd (JDDK Architects),828503,Capital,STC184236
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,15/09/2023,1520.00,£0.00,CD Passenger Services,218930,Revenue,STC184247
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,15/09/2023,1572.08,£0.00,Pulse t/a Pulse Health Care Limited,221004,Revenue,STC184269
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Enhancement Costs,Car Park Improvements Lines and Signs,15/09/2023,1609.22,£0.00,Jack Coupe & Sons Limited t/a Coupeline,830009,Capital,STC184286
South Tyneside Council,00CL,Business & Resources Group,Furniture & Equipment - General,Monkton Stadium,15/09/2023,1759.00,£0.00,Pulse Fitness Ltd,223880,Revenue,STC184366
South Tyneside Council,00CL,Childrens Adults and Health,Other Service Contracts & Supplies,Holiday Activities & Food Grant,15/09/2023,1800.00,£0.00,Whitburn Church of England Academy,219830,Revenue,STC184381
South Tyneside Council,00CL,Childrens Adults and Health,Other Service Contracts & Supplies,Holiday Activities & Food Grant,15/09/2023,1818.00,£0.00,Noahs Ark Nursery Hebburn,219830,Revenue,STC184389
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Sundry Costs,Stronger Shores,15/09/2023,1915.00,£0.00,Action Advertising (Style Brands Marketing),828111,Capital,STC184424
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,15/09/2023,1960.48,£0.00,Swiis Foster Care Ltd,213500,Revenue,STC184434
South Tyneside Council,00CL,Business & Resources Group,Cleaning Expenses,Haven Point,15/09/2023,2085.00,£0.00,Spectrum Industrial Ltd,222950,Revenue,STC184470
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,15/09/2023,2090.00,£0.00,CD Passenger Services,218930,Revenue,STC184473
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Enhancement Costs,Asbestos Removal from Schools,15/09/2023,2092.00,£0.00,Rhodar Industrial Services Ltd,820086,Capital,STC184474
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,15/09/2023,2195.00,£0.00,The Chair Shop - Peach (Sit UK Ltd),221420,Revenue,STC184511
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,DFG Minor Adaptations,15/09/2023,2257.00,£0.00,Peart Access Ramps Ltd,819002,Capital,STC184536
South Tyneside Council,00CL,Business & Resources Group,Travel & Subsistence Expenses,Member Allowances and Expenses,15/09/2023,2292.00,£0.00,APSE,232000,Revenue,STC184550
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,15/09/2023,2390.00,£0.00,Dere Street Barristers,231100,Revenue,STC184573
South Tyneside Council,00CL,Business & Resources Group,Staff Training,Training,15/09/2023,2500.00,£0.00,DAC Beachcroft Claims Ltd,230641,Revenue,STC184593
South Tyneside Council,00CL,Business and Resources Capital,Capital Equipment Purchases,Replacement Vehicles and Plant Hire,15/09/2023,2500.00,£0.00,Vision Techniques (UK) Ltd,854500,Capital,STC184594
South Tyneside Council,00CL,Business & Resources Group,Resaleable Items,Haven Point,15/09/2023,2533.28,£0.00,J P Lennard Limited,222950,Revenue,STC184599
South Tyneside Council,00CL,Chief Executive,Telephone Expenses,Performance & Change Management Team Performance & Information Team,15/09/2023,2569.33,£0.00,BT - British Telecommunications PLC,240102,Revenue,STC184608
South Tyneside Council,00CL,"Childrens, Adults, & Families Group",Agency Staff - Non-Teachers,Commissioning Unit - Transactional,15/09/2023,2720.92,£0.00,Hampton’s Resourcing,219040,Revenue,STC184631
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Travel & Expenses,Adults with Disabilities Team,15/09/2023,2865.00,£0.00,Nearby Group Ltd (formerly Richmond Taxis),220550,Revenue,STC184656
South Tyneside Council,00CL,Business and Resources Capital,Capital Enhancement Costs,South Shields Museum & Arts Gallery,15/09/2023,3540.00,£0.00,Todd Milburn Partnership Limited,827051,Capital,STC184829
South Tyneside Council,00CL,Childrens Adults and Health,Other Service Contracts & Supplies,Holiday Activities & Food Grant,15/09/2023,3600.00,£0.00,Harton Academy - Teaching School,219830,Revenue,STC184845
South Tyneside Council,00CL,Economic Regeneration Group,Grant Payments - General,NOTCA Adult Education,15/09/2023,3763.00,£0.00,TLG Business Services (The Launch Group),215956,Revenue,STC184871
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Default Procurement Subjective,Henderson Road Residential Care Home,15/09/2023,4053.00,£0.00,OFSTED,214010,Revenue,STC184914
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,Summer Festival,15/09/2023,4148.00,£0.00,Balfour Beatty Living Places Ltd,222840,Revenue,STC184931
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,15/09/2023,4197.09,£0.00,Swiis Foster Care Ltd,213500,Revenue,STC184936
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,15/09/2023,4225.00,£0.00,JENX Limited,221420,Revenue,STC184940
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Default Procurement Subjective,Sec 17 -  Central Pot,15/09/2023,4515.00,£0.00,Calvert Trust,213602,Revenue,STC184983
South Tyneside Council,00CL,Childrens Adults and Health,Other Service Contracts & Supplies,Holiday Activities & Food Grant,15/09/2023,4617.00,£0.00,St Joseph's Jarrow,219830,Revenue,STC184991
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,15/09/2023,4769.17,£0.00,Ward Hadaway Solicitors,231100,Revenue,STC185003
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Travel & Expenses,Adults with Disabilities Team,15/09/2023,4925.36,£0.00,C J  Transport Services (North East) Limited,220550,Revenue,STC185012
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Staff Training,Local Safeguarding Children Board,15/09/2023,4950.00,£0.00,JJ leisure N E Ltd,214500,Revenue,STC185013
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Block Gross Accommodation Costs,Supporting People Grants Paid,15/09/2023,5734.25,£0.00,Tyne Housing Association Ltd,222110,Revenue,STC185071
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Adult Skills,15/09/2023,5790.00,£0.00,TLG Business Services (The Launch Group),216191,Revenue,STC185076
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Enhancement Costs,Asbestos Removal from Schools,15/09/2023,6121.00,£0.00,Rhodar Industrial Services Ltd,820086,Capital,STC185103
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,DFG Minor Adaptations,15/09/2023,7689.00,£0.00,Peart Access Ramps Ltd,819002,Capital,STC185165
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,15/09/2023,8051.00,£0.00,Stannah Lift Services Ltd,819000,Capital,STC185180
South Tyneside Council,00CL,Childrens Adults & Health Capital,Capital Enhancement Costs,Mortimer School Additional Provision,15/09/2023,8456.50,£0.00,Space Architecture (Europe) Ltd - formerly Spaceworks,814029,Capital,STC185191
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Support Services,ISB Contingencies High Needs Block,15/09/2023,8835.75,£0.00,Nudge Education Limited,217740,Revenue,STC185201
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,ACL Group Central Costs,15/09/2023,9172.50,£0.00,Pellcomp Software Limited,216250,Revenue,STC185214
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Support Services,ISB Contingencies High Needs Block,15/09/2023,9773.40,£0.00,Nudge Education Limited,217740,Revenue,STC185230
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Advisors & Consultants Fees,Stronger Shores,15/09/2023,9999.06,£0.00,Imagemakers Design & Consultancy Ltd,828111,Capital,STC185238
South Tyneside Council,00CL,Childrens Adults and Health,Furniture & Equipment - General,Childrens Services Family Hubs,15/09/2023,10000.00,£0.00,HENRY,212095,Revenue,STC185240
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Secondary Non-Delegated Transport,15/09/2023,10830.00,£0.00,CD Passenger Services,218900,Revenue,STC185267
South Tyneside Council,00CL,Regeneration & Environment,Grant Payments - General,UK Shared Prosperity Fund,15/09/2023,11311.46,£0.00,Big Local Jarrow CIC,235944,Revenue,STC185276
South Tyneside Council,00CL,Regeneration & Environment,Grant Payments - General,UK Shared Prosperity Fund,15/09/2023,14121.17,£0.00,Hospitality & Hope,235944,Revenue,STC185333
South Tyneside Council,00CL,Childrens Adults and Health,Printing Contract,Childrens Services Family Hubs,15/09/2023,15000.00,£0.00,Urban River Creative Ltd,212095,Revenue,STC185343
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Adult Skills,15/09/2023,16056.00,£0.00,U Training Ltd,216191,Revenue,STC185364
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,15/09/2023,17139.00,£0.00,Mencap,221004,Revenue,STC185386
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Equipment & Materials,Engineer Works D.L.O. - Cont. Highways,15/09/2023,18787.50,£0.00,North East Concrete Limited,227630,Revenue,STC185400
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,15/09/2023,19042.99,£0.00,Cambian Group plc,213700,Revenue,STC185404
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,Head of Adult Services,15/09/2023,20000.00,£0.00,Durham County Council,220200,Revenue,STC185418
South Tyneside Council,00CL,Regeneration & Environment,Grant Payments - General,UK Shared Prosperity Fund,15/09/2023,20878.36,£0.00,TEDCO Business Support Ltd,235944,Revenue,STC185430
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Learning Disability Support,15/09/2023,21921.34,£0.00,Cambian Group plc,221004,Revenue,STC185440
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,15/09/2023,22016.00,£0.00,Artemis Support Limited,213700,Revenue,STC185443
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,15/09/2023,27119.04,£0.00,Vita Nova NE Ltd,213700,Revenue,STC185487
South Tyneside Council,00CL,Business & Resources Group,Waste Management Partnership administration,Joint Waste Partnership Costs,15/09/2023,28361.98,£0.00,Gateshead Council,228420,Revenue,STC185493
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Support Services,Top Ups Independent Providers Post16,15/09/2023,30402.32,£0.00,Salutem LD Bidco IV Ltd T/A Ambito Care & Education,217760,Revenue,STC185508
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Foundation Trust,Public Health Salaries & Overheads,15/09/2023,49532.00,£0.00,NHS North East and North Cumbria ICB,225000,Revenue,STC185558
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,15/09/2023,54802.40,£0.00,Real Life Options,221004,Revenue,STC185571
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,Great North Run Finish,15/09/2023,80000.00,£0.00,Nova International Ltd,224100,Revenue,STC185593
South Tyneside Council,00CL,Business & Resources Group,Catering Provisions,Haven Point - Catering,18/09/2023,500.44,£0.00,Costa Ltd,222865,Revenue,STC183100
South Tyneside Council,00CL,Childrens Adults and Health,Furniture & Equipment - General,Locality 1 - Jarrow/Primrose/Hebburn,18/09/2023,504.89,£0.00,Screwfix Direct Ltd t/a Trade UK,215411,Revenue,STC183111
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,Handy Estates,18/09/2023,519.89,£0.00,Wolseley UK Limited,226885,Revenue,STC183132
South Tyneside Council,00CL,Economic Regeneration Group,Non-Staff Advertising,Statutory Notices,18/09/2023,535.68,£0.00,National World Publishing Ltd (formerly JPI Media Publishing),236050,Revenue,STC183162
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,Handy Estates,18/09/2023,539.18,£0.00,Wolseley UK Limited,226885,Revenue,STC183166
South Tyneside Council,00CL,Business & Resources Group,Default Procurement Subjective,Insurance Section,18/09/2023,540.80,£0.00,McLarens (MYI Ltd t/a),230900,Revenue,STC183169
South Tyneside Council,00CL,Housing Revenue Account,Valuation Services,Rents Rates and Taxes,18/09/2023,542.50,£0.00,Moody & Co,701000,Revenue,STC183170
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,DFG Minor Adaptations,18/09/2023,550.00,£0.00,D Lincoln Limited,819002,Capital,STC183182
South Tyneside Council,00CL,Economic Regeneration Group,Non-Staff Advertising,Statutory Notices,18/09/2023,565.44,£0.00,National World Publishing Ltd (formerly JPI Media Publishing),236050,Revenue,STC183202
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,Handy Estates,18/09/2023,575.42,£0.00,Wolseley UK Limited,226885,Revenue,STC183221
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,Services for Young People,18/09/2023,600.00,£0.00,Rup.art,219470,Revenue,STC183279
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,DFG Minor Adaptations,18/09/2023,620.00,£0.00,D Lincoln Limited,819002,Capital,STC183309
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Construction Costs,Local Safety Schemes,18/09/2023,624.96,£0.00,National World Publishing Ltd (formerly JPI Media Publishing),830030,Capital,STC183324
South Tyneside Council,00CL,Business and Resources Capital,Capital Construction Costs,Road Resurfacing,18/09/2023,625.00,£0.00,Northumbrian Roads Limited,850000,Capital,STC183329
South Tyneside Council,00CL,Economic Regeneration Group,Non-Staff Advertising,Statutory Notices,18/09/2023,654.72,£0.00,National World Publishing Ltd (formerly JPI Media Publishing),236050,Revenue,STC183366
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,18/09/2023,749.51,£0.00,Thompsons of Prudhoe Limited,227630,Revenue,STC183584
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,Handy Estates,18/09/2023,827.46,£0.00,Wolseley UK Limited,226885,Revenue,STC183688
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,Handy Estates,18/09/2023,841.64,£0.00,Wolseley UK Limited,226885,Revenue,STC183700
South Tyneside Council,00CL,Business & Resources Group,Servicing/Electric Testing of Equipment,ICT & Digital Services,18/09/2023,842.88,£0.00,BT - British Telecommunications PLC,230440,Revenue,STC183701
South Tyneside Council,00CL,Balance Sheet,NNDR Refunds,Balance Sheet Corporate Finance,18/09/2023,885.00,£0.00,NR - ASDA STORES LTD133958,999999,Balance Sheet,STC183750
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Enhancement Costs,Lighting Protection for Council Buildings (Statutory),18/09/2023,925.65,£0.00,Stone Technical Services Group Limited,820032,Capital,STC183791
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Advisors & Consultants Fees,South Shields Town Centre Regen,18/09/2023,1080.00,£0.00,Durham Wildlife Services Ltd,828512,Capital,STC183929
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Default Procurement Subjective,Technology & Independence - Staffing,18/09/2023,1273.80,£0.00,Oysta Technology Limited,221501,Revenue,STC184120
South Tyneside Council,00CL,Business & Resources Group,External Trainers Services,Fitness Class Programmes,18/09/2023,1296.00,£0.00,Redacted - Personal info,224082,Revenue,STC184132
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,Handy Estates,18/09/2023,1299.26,£0.00,Wolseley UK Limited,226885,Revenue,STC184135
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,Handy Estates,18/09/2023,1343.10,£0.00,Total Resources (UK) Limited t/a TM Lincs,226885,Revenue,STC184152
South Tyneside Council,00CL,Economic Regeneration Group,Non-Staff Advertising,Statutory Notices,18/09/2023,1383.84,£0.00,National World Publishing Ltd (formerly JPI Media Publishing),236050,Revenue,STC184171
South Tyneside Council,00CL,Business & Resources Group,Alarms Monitoring & Maintenance,Temple Park Centre,18/09/2023,1556.50,£0.00,The Steadfast Group,222920,Revenue,STC184264
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,Hebburn Jarrow & Boldon Colliery,18/09/2023,1587.20,£0.00,Rup.art,219472,Revenue,STC184275
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Schools Buyback,18/09/2023,1593.00,£0.00,Total Resources (UK) Limited t/a TM Lincs,232860,Revenue,STC184276
South Tyneside Council,00CL,Balance Sheet,NNDR Refunds,Balance Sheet Corporate Finance,18/09/2023,1699.75,£0.00,NR - HSBC BANK PLC103673,999999,Balance Sheet,STC184331
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Travel & Expenses,Adults with Disabilities Team,18/09/2023,1714.24,£0.00,C J  Transport Services (North East) Limited,220550,Revenue,STC184332
South Tyneside Council,00CL,Childrens Adults and Health,Other Service Contracts & Supplies,Holiday Activities & Food Grant,18/09/2023,1750.00,£0.00,Gamer Entertainer,219830,Revenue,STC184363
South Tyneside Council,00CL,Business & Resources,Payments to Academies,Household Support Fund,18/09/2023,1750.00,£0.00,Monkton Juniors Academy,237107,Revenue,STC184364
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Home to College Transport,18/09/2023,1819.62,£0.00,C J  Transport Services (North East) Limited,218950,Revenue,STC184390
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Bereavement Services,18/09/2023,1860.00,£0.00,The Steadfast Group,232834,Revenue,STC184405
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Middlefields / Waste Services / Car Parks,18/09/2023,1898.81,£0.00,Advantex Network Solutions Limited,232832,Revenue,STC184416
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,18/09/2023,2270.00,£0.00,Stannah Lift Services Ltd,819000,Capital,STC184544
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Construction Costs,White Lining,18/09/2023,2582.55,£0.00,Total Resources (UK) Limited t/a TM Lincs,830019,Capital,STC184611
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Travel & Expenses,Adults with Disabilities Team,18/09/2023,3120.48,£0.00,C J  Transport Services (North East) Limited,220550,Revenue,STC184702
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,18/09/2023,3973.00,£0.00,Stannah Lift Services Ltd,819000,Capital,STC184905
South Tyneside Council,00CL,Business & Resources,Payments to Academies,Household Support Fund,18/09/2023,5640.00,£0.00,Monkton Juniors Academy,237107,Revenue,STC185065
South Tyneside Council,00CL,Childrens Adults & Health Capital,Capital Construction Costs,Childrens Home Hebburn New Town – DfE,18/09/2023,7589.12,£0.00,Virgin Media Ltd,819702,Capital,STC185159
South Tyneside Council,00CL,Housing Capital,Capital Demolition Costs,Stanhope Road  Homeloss & Demolition,18/09/2023,7800.00,£0.00,Redacted - Personal info,802871,Capital,STC185168
South Tyneside Council,00CL,Housing Capital,Capital Compensation Payments,Horsley Hill Crosswall Renewal Scheme,18/09/2023,8100.00,£0.00,Redacted - Personal info,802872,Capital,STC185182
South Tyneside Council,00CL,Business and Resources Capital,Capital Construction Costs,Road Resurfacing,18/09/2023,12220.36,£0.00,Northumbrian Roads Limited,850000,Capital,STC185295
South Tyneside Council,00CL,Business and Resources Capital,Capital Construction Costs,Road Resurfacing,18/09/2023,12756.00,£0.00,Northumbrian Roads Limited,850000,Capital,STC185309
South Tyneside Council,00CL,Childrens Adults and Health,Default Procurement Subjective,Childrens Services Family Hubs,18/09/2023,20000.00,£0.00,Changing Futures North East,212095,Revenue,STC185419
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Enhancement Costs,CP – Boldon Nursey Alterations,18/09/2023,21300.00,£0.00,YCS Construction Limited,820256,Capital,STC185432
South Tyneside Council,00CL,Childrens Adults and Health,Default Procurement Subjective,Childrens Services Family Hubs,18/09/2023,22000.00,£0.00,The Dad Pad,212095,Revenue,STC185442
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Construction Costs, Jarrow Footbridge(Monkton Terrace),18/09/2023,72744.18,£0.00,Meldrum Construction Services Ltd,852038,Capital,STC185589
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Enhancement Costs,Bede Burn Primary Flat Roof Covering,18/09/2023,88634.81,£0.00,Springs Roofing Ltd,820316,Capital,STC185602
South Tyneside Council,00CL,Business and Resources Capital,Capital Construction Costs,Road Resurfacing,18/09/2023,90225.00,£0.00,Northumbrian Roads Limited,850000,Capital,STC185603
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Enhancement Costs,CP – Middlefield’s Site Improvements,18/09/2023,138858.97,£0.00,Compass Developments (NE) Limited,820214,Capital,STC185627
South Tyneside Council,00CL,Business & Resources Group,External Trainers Services,Fitness Class Programmes,19/09/2023,520.00,£0.00,Redacted - Personal info,224082,Revenue,STC183133
South Tyneside Council,00CL,Business & Resources Group,Vehicle Running Costs,Fleet Management - Transport Operations,19/09/2023,526.71,£0.00,Allstar Business Solutions Ltd,227000,Revenue,STC183146
South Tyneside Council,00CL,Business & Resources Group,Postage Expenses,Admin - Central Admin,19/09/2023,527.50,£0.00,Pitney Bowes Purchase Power,231320,Revenue,STC183148
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,19/09/2023,542.85,£0.00,Nottingham Rehab Supplies (NRS Healthcare),221420,Revenue,STC183171
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,19/09/2023,642.60,£0.00,North East Autism Society,221004,Revenue,STC183347
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,The Word - Exhibitions,19/09/2023,660.00,£0.00,Booster Cushion Theatre Ltd,222851,Revenue,STC183370
South Tyneside Council,00CL,Economic Regeneration Group,Schools Maintenance Non-Buyback,R&M Non-Buyback,19/09/2023,680.67,£0.00,Shaun Matthias Limited,232870,Revenue,STC183490
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Default Procurement Subjective,Participation,19/09/2023,690.00,£0.00,Action Advertising (Style Brands Marketing),212070,Revenue,STC183504
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,19/09/2023,758.80,£0.00,Lifeways Community Care Limited,221004,Revenue,STC183598
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Contributions - Residential,Physical Support,19/09/2023,783.68,£0.00,Redacted - Personal info,221001,Revenue,STC183625
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Enhancement Costs,High Risk Asbestos in Civic Buildings,19/09/2023,800.00,£0.00,Lucion Environmental LLP,820006,Capital,STC183653
South Tyneside Council,00CL,Business & Resources Group,Maintenance of Computer Equipment,ICT & Digital Services,19/09/2023,802.66,£0.00,Phoenix Software Ltd,230440,Revenue,STC183657
South Tyneside Council,00CL,Business & Resources Group,External Trainers Services,Fitness Class Programmes,19/09/2023,825.00,£0.00,Redacted - Personal info,224082,Revenue,STC183686
South Tyneside Council,00CL,Business & Resources Group,External Trainers Services,Fitness Class Programmes,19/09/2023,838.00,£0.00,Redacted - Personal info,224082,Revenue,STC183697
South Tyneside Council,00CL,Housing Revenue Account,Grant Payments - General,Support Services,19/09/2023,849.36,£0.00,Mencap,700200,Revenue,STC183714
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,19/09/2023,1040.00,£0.00,Nottingham Rehab Supplies (NRS Healthcare),221420,Revenue,STC183881
South Tyneside Council,00CL,"Childrens, Adults. & Families Group",Default Procurement Subjective,Adults with Disabilities Team Staffing,19/09/2023,1066.90,£0.00,Electrolux Professional Limited,220551,Revenue,STC183910
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Property Reactive / General Repairs,Holy Trinity JMI Kitchen,19/09/2023,1138.81,£0.00,Upnorth Engineering Services Limited,217325,Revenue,STC184018
South Tyneside Council,00CL,Business & Resources Group,Alarms Monitoring & Maintenance,Recycling Village,19/09/2023,1190.00,£0.00,The Steadfast Group,228400,Revenue,STC184049
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Contributions - Residential,Physical Support,19/09/2023,1467.59,£0.00,Redacted - Personal info,221001,Revenue,STC184204
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,19/09/2023,1870.00,£0.00,Nearby Group Ltd (formerly Richmond Taxis),218930,Revenue,STC184410
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,19/09/2023,1970.00,£0.00,Lifeways Community Care Limited,221004,Revenue,STC184437
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,19/09/2023,1970.00,£0.00,Lifeways Community Care Limited,221004,Revenue,STC184438
South Tyneside Council,00CL,Economic Regeneration Group,Default Procurement Subjective,Closed - Cleaning Contract Overheads,19/09/2023,1987.19,£0.00,JPK Trade Supplies Ltd,224420,Revenue,STC184440
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,19/09/2023,2048.80,£0.00,Lifeways Community Care Limited,221004,Revenue,STC184463
South Tyneside Council,00CL,Business & Resources Group,Alarms Monitoring & Maintenance,Recycling Village,19/09/2023,2100.00,£0.00,The Steadfast Group,228400,Revenue,STC184476
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Contributions - Residential,Support with Memory and Cognition,19/09/2023,3361.76,£0.00,Redacted - Personal info,221003,Revenue,STC184792
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Construction Costs,Midlefields External Works Masterplan,19/09/2023,4163.77,£0.00,The Steadfast Group,820328,Capital,STC184932
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,19/09/2023,5716.00,£0.00,Northumbrian Roads Limited,227630,Revenue,STC185069
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,19/09/2023,5880.72,£0.00,Lifeways Community Care Limited,221004,Revenue,STC185085
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,19/09/2023,5880.72,£0.00,Lifeways Community Care Limited,221004,Revenue,STC185086
South Tyneside Council,00CL,Childrens Adults and Health,Other Service Contracts & Supplies,Holiday Activities & Food Grant,19/09/2023,6330.50,£0.00,Groundwork South Tyneside & Newcastle,219830,Revenue,STC185109
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,19/09/2023,6520.24,£0.00,Lifeways Community Care Limited,221004,Revenue,STC185112
