Name of Organisation,Body,Service Area,Service Detail,Spend Description,Date,Amount (Net of VAT),Unrecoverable VAT,Supplier Name,Spend,Spend,Transaction Reference
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Independent Sector Payments Public Health,Substance Misuse Core Contract - DISC,06-Apr-2023,171916.67,0,Humankind Charity formerly DISC Ltd (Developing Initiatives for Support in the Community),225175,Revenue,STC170826
South Tyneside Council,00CL,Economic Regeneration Group,Default Procurement Subjective,Design Team,06-Apr-2023,399539.45,0,Connect Roads South Tyneside Ltd,235300,Revenue,STC170839
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Construction Costs,Holborn Riverside Development,06-Apr-2023,597676.80,0,John F Hunt Regeneration Ltd,857000,Capital,STC170842
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,512.00,0,Redacted - personal info,213800,Revenue,STC167932
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Adult Skills,11-Apr-2023,520.00,0,TLG Business Services (The Launch Group),216191,Revenue,STC167952
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Schools Buyback,11-Apr-2023,535.00,0,CDS Security and Fire Ltd (formerly CDS Security Ltd),232860,Revenue,STC167977
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,564.00,0,Redacted - personal info,213800,Revenue,STC168035
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,594.00,0,Redacted - personal info,213800,Revenue,STC168109
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,594.00,0,Redacted - personal info,213800,Revenue,STC168110
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,11-Apr-2023,600.00,0,Redacted - personal info,213300,Revenue,STC168130
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,11-Apr-2023,600.00,0,Redacted - personal info,213300,Revenue,STC168131
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,11-Apr-2023,600.00,0,Redacted - personal info,213300,Revenue,STC168132
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,624.00,0,Redacted - personal info,213800,Revenue,STC168205
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,681.44,0,Redacted - personal info,213800,Revenue,STC168409
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,682.00,0,Redacted - personal info,213800,Revenue,STC168413
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Pharmacies,Smoking - Smoking Cessation Drugs,11-Apr-2023,689.06,0,Horsley Hill Pharmacy,225103,Revenue,STC168420
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Pharmacies,Smoking - Smoking Cessation Drugs,11-Apr-2023,690.46,0,J M & W Darling Limited,225103,Revenue,STC168422
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,693.44,0,Redacted - personal info,213800,Revenue,STC168427
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,714.00,0,Redacted - personal info,213800,Revenue,STC168458
South Tyneside Council,00CL,Economic Regeneration Group,Printing & Stationery Consumables,Printing,11-Apr-2023,715.76,0,Antalis Ltd,236030,Revenue,STC168462
South Tyneside Council,00CL,Business & Resources Group,Vending Machine Stock,Hebburn Central,11-Apr-2023,735.49,0,Bestway Wholesale Ltd t/a Batleys Foodservice,222875,Revenue,STC168514
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,762.88,0,Redacted - personal info,213800,Revenue,STC168551
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,795.44,0,Redacted - personal info,213800,Revenue,STC168606
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Construction Costs,Local Safety Schemes,11-Apr-2023,810.00,0,North East Traffic Data Collection Ltd,830030,Capital,STC168636
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,11-Apr-2023,900.00,0,Redacted - personal info,213300,Revenue,STC168746
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,906.00,0,Redacted - personal info,213800,Revenue,STC168753
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,912.00,0,Redacted - personal info,213800,Revenue,STC168763
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,912.00,0,Redacted - personal info,213800,Revenue,STC168764
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,912.00,0,Redacted - personal info,213800,Revenue,STC168765
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Foster Carers Other Fees & Expenses,In House Fostering,11-Apr-2023,912.00,0,Redacted - personal info,213800,Revenue,STC168766
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Special Guardianship Allowances (former foster carers),Special Guardianship Allowances,11-Apr-2023,938.90,0,Redacted - personal info,213901,Revenue,STC168793
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,954.43,0,Redacted - personal info,213800,Revenue,STC168807
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,964.00,0,Redacted - personal info,213800,Revenue,STC168819
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,964.00,0,Redacted - personal info,213800,Revenue,STC168820
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,981.44,0,Redacted - personal info,213800,Revenue,STC168837
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,981.44,0,Redacted - personal info,213800,Revenue,STC168838
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,981.44,0,Redacted - personal info,213800,Revenue,STC168839
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,981.44,0,Redacted - personal info,213800,Revenue,STC168840
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,981.44,0,Redacted - personal info,213800,Revenue,STC168841
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,981.44,0,Redacted - personal info,213800,Revenue,STC168842
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,981.44,0,Redacted - personal info,213800,Revenue,STC168843
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,981.44,0,Redacted - personal info,213800,Revenue,STC168844
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,981.44,0,Redacted - personal info,213800,Revenue,STC168845
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,981.44,0,Redacted - personal info,213800,Revenue,STC168846
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,981.44,0,Redacted - personal info,213800,Revenue,STC168847
South Tyneside Council,00CL,Economic Regeneration Group,Printing & Stationery Consumables,Printing,11-Apr-2023,981.89,0,Antalis Ltd,236030,Revenue,STC168848
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,11-Apr-2023,985.71,0,Redacted - personal info,213300,Revenue,STC168851
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,11-Apr-2023,985.71,0,Redacted - personal info,213300,Revenue,STC168852
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,11-Apr-2023,985.71,0,Redacted - personal info,213300,Revenue,STC168853
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,11-Apr-2023,985.71,0,Redacted - personal info,213300,Revenue,STC168854
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,11-Apr-2023,985.71,0,Redacted - personal info,213300,Revenue,STC168855
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,994.00,0,Redacted - personal info,213800,Revenue,STC168873
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Allowances,ILAC General,11-Apr-2023,1000.00,0,Redacted - personal info,213300,Revenue,STC168886
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1014.00,0,Redacted - personal info,213800,Revenue,STC168901
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1014.00,0,Redacted - personal info,213800,Revenue,STC168902
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1014.00,0,Redacted - personal info,213800,Revenue,STC168903
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1014.00,0,Redacted - personal info,213800,Revenue,STC168904
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1014.00,0,Redacted - personal info,213800,Revenue,STC168905
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1038.00,0,Redacted - personal info,213800,Revenue,STC168944
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Subscriptions,Henderson Road Residential Care Home,11-Apr-2023,1040.00,0,National Youth Advocacy Service (NYAS),214010,Revenue,STC168949
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1081.84,0,Redacted - personal info,213800,Revenue,STC168987
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,11-Apr-2023,1085.70,0,Nottingham Rehab Supplies (NRS Healthcare),221420,Revenue,STC168992
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1093.44,0,Redacted - personal info,213800,Revenue,STC168996
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1093.44,0,Redacted - personal info,213800,Revenue,STC168997
South Tyneside Council,00CL,Business & Resources Group,Furniture & Equipment - General,Hebburn Central,11-Apr-2023,1109.95,0,ASA (Swim England),222875,Revenue,STC169018
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1193.44,0,Redacted - personal info,213800,Revenue,STC169113
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1287.44,0,Redacted - personal info,213800,Revenue,STC169184
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,11-Apr-2023,1320.00,0,Lotus Travel NE Ltd,218930,Revenue,STC169207
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Travel & Expenses,Adults with Disabilities Team,11-Apr-2023,1350.00,0,CD Passenger Services,220550,Revenue,STC169219
South Tyneside Council,00CL,Business & Resources Group,Property Reactive / General Repairs,Haven Point,11-Apr-2023,1465.01,0,ADT Fire & Security PLC,222950,Revenue,STC169291
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1534.14,0,Redacted - personal info,213800,Revenue,STC169329
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Pharmacies,Smoking - Smoking Cessation Drugs,11-Apr-2023,1535.82,0,J M & W Darling Limited,225103,Revenue,STC169330
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1553.60,0,Redacted - personal info,213800,Revenue,STC169337
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,11-Apr-2023,1560.00,0,Standby Healthcare,213700,Revenue,STC169339
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1581.44,0,Redacted - personal info,213800,Revenue,STC169350
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,11-Apr-2023,1671.72,0,Nottingham Rehab Supplies (NRS Healthcare),221420,Revenue,STC169405
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Special Guardianship Allowances (former foster carers),Special Guardianship Allowances,11-Apr-2023,1697.14,0,Redacted - personal info,213901,Revenue,STC169414
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1794.00,0,Redacted - personal info,213800,Revenue,STC169462
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1824.00,0,Redacted - personal info,213800,Revenue,STC169470
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1824.00,0,Redacted - personal info,213800,Revenue,STC169471
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1824.00,0,Redacted - personal info,213800,Revenue,STC169472
South Tyneside Council,00CL,Business & Resources Group,Routine Contract Ground Maintenance,Grounds Maintenance Non-Routine works,11-Apr-2023,1831.13,0,Glendale Managed Services Ltd,226840,Revenue,STC169479
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1863.44,0,Redacted - personal info,213800,Revenue,STC169486
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1863.44,0,Redacted - personal info,213800,Revenue,STC169487
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1892.00,0,Redacted - personal info,213800,Revenue,STC169500
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Foster Carers Other Fees & Expenses,In House Fostering,11-Apr-2023,1892.00,0,Redacted - personal info,213800,Revenue,STC169501
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1962.88,0,Redacted - personal info,213800,Revenue,STC169534
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1962.88,0,Redacted - personal info,213800,Revenue,STC169535
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1962.88,0,Redacted - personal info,213800,Revenue,STC169536
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,1995.44,0,Redacted - personal info,213800,Revenue,STC169552
South Tyneside Council,00CL,Childrens Adults and Health,Other Service Contracts & Supplies,Holiday Activities & Food Grant,11-Apr-2023,2080.00,0,Clegwell & Hartleyburn Community Hub,219830,Revenue,STC169591
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,2095.44,0,Redacted - personal info,213800,Revenue,STC169599
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,2186.16,0,Redacted - personal info,213800,Revenue,STC169635
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,Countryside Management,11-Apr-2023,2388.00,0,BSG Ecology,236410,Revenue,STC169678
South Tyneside Council,00CL,Economic Regeneration Group,Property Planned Maintenance,R&M Schools Buyback,11-Apr-2023,2429.69,0,Birch Tree Northern Limited,232860,Revenue,STC169697
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,2432.17,0,Redacted - personal info,213800,Revenue,STC169700
South Tyneside Council,00CL,Regeneration & Environment,Property Reactive / General Repairs,Hawthorne Service Charge,11-Apr-2023,2545.00,0,CDS Security and Fire Ltd (formerly CDS Security Ltd),232451,Revenue,STC169731
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,2706.00,0,Redacted - personal info,213800,Revenue,STC169767
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Pharmacies,Smoking - Smoking Cessation Drugs,11-Apr-2023,2795.98,0,Chemcare Limited,225103,Revenue,STC169789
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,2804.00,0,Redacted - personal info,213800,Revenue,STC169791
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,2805.44,0,Redacted - personal info,213800,Revenue,STC169793
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,11-Apr-2023,2898.00,0,Standby Healthcare,213700,Revenue,STC169811
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,11-Apr-2023,3000.00,0,Glendale Managed Services Ltd,227630,Revenue,STC169848
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Allowances,ILAC General,11-Apr-2023,3122.50,0,Redacted - personal info,213300,Revenue,STC169892
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,11-Apr-2023,3300.00,0,Riverside Truck Rental Limited,227000,Revenue,STC169927
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,11-Apr-2023,3558.00,0,Redacted - personal info,213800,Revenue,STC169978
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,11-Apr-2023,3764.33,0,Reach Out Care,213500,Revenue,STC170036
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,11-Apr-2023,3982.76,0,Compass Fostering North Limited (formerly Fostering Outcomes),213700,Revenue,STC170072
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,11-Apr-2023,4790.80,0,Action for Children,213500,Revenue,STC170139
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,11-Apr-2023,5133.85,0,Easibathe and Easiaccess Solutions,819000,Capital,STC170181
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Adult Skills,11-Apr-2023,5264.00,0,Learning Concepts Ltd,216191,Revenue,STC170191
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,11-Apr-2023,5304.10,0,Action for Children,213500,Revenue,STC170195
South Tyneside Council,00CL,Housing Revenue Account,Alarms Monitoring & Maintenance,Sheltered Accomodation General,11-Apr-2023,6186.80,0,Tunstall Healthcare (UK) Ltd,705000,Revenue,STC170254
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Schools Buyback,11-Apr-2023,6354.00,0,CDS Security and Fire Ltd (formerly CDS Security Ltd),232860,Revenue,STC170262
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,11-Apr-2023,6421.34,0,Reach Out Care,213500,Revenue,STC170267
South Tyneside Council,00CL,Balance Sheet,Debtors - Pay Advances,Balance Sheet Corporate Finance,11-Apr-2023,13960.87,0,Redacted - personal info,999999,Balance Sheet,STC170511
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,Haven Court Non Commissioned Care,11-Apr-2023,27788.23,0,South Tyneside Integrated Care Limited,220205,Revenue,STC170652
South Tyneside Council,00CL,Balance Sheet,Debtors - Pay Advances,Balance Sheet Corporate Finance,11-Apr-2023,30181.38,0,Redacted - personal info,999999,Balance Sheet,STC170675
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Enhancement Costs,Industrial Estates,11-Apr-2023,39123.00,0,Birch Tree Northern Limited,820078,Capital,STC170714
South Tyneside Council,00CL,Regeneration and Environment Capital,Capital Enhancement Costs,The Customs House,11-Apr-2023,48329.67,0,Historic Property Restoration Limited,820326,Capital,STC170743
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,11-Apr-2023,54802.40,0,Real Life Options,221004,Revenue,STC170760
South Tyneside Council,00CL,Business & Resources Group,Agency Staff - Non-Teachers,Agency Contract Suspense,11-Apr-2023,63008.40,0,Magnit Global GRI Limited (formerly Geometric Results International),238650,Revenue,STC170774
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Foundation Trust,Sexual Health - GUM (STFT),11-Apr-2023,108667.67,0,South Tyneside & Sunderland NHS Foundation Trust,225046,Revenue,STC170810
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Support with Memory and Cognition,11-Apr-2023,269754.18,0,STFT Holdings Ltd,221003,Revenue,STC170835
South Tyneside Council,00CL,Business & Resources Group,"Communications, Culture and Events",Summer Festival,12-Apr-2023,35000.00,0,Creative Artists,222840,Revenue,APR23-003
South Tyneside Council,00CL,Balance Sheet,HMRC - Construction Industry Tax,Balance Sheet Corporate Finance,12-Apr-2023,513.00,0,Her Majestys Revenue & Customs,999999,Balance Sheet,STC167937
South Tyneside Council,00CL,"Childrens, Adults & Families Group",External Trainers Services,Thurston Activity Centre,12-Apr-2023,520.00,0,David Hollingham T/A Mountain Experience,219100,Revenue,STC167953
South Tyneside Council,00CL,Business & Resources Group,Cleaning Expenses,Haven Point,12-Apr-2023,583.33,0,Screwfix Direct Ltd t/a Trade UK,222950,Revenue,STC168075
South Tyneside Council,00CL,Business & Resources Group,Printing Contract,OCE Print Contract,12-Apr-2023,592.44,0,Canon (UK) Ltd,230080,Revenue,STC168103
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,12-Apr-2023,625.00,0,Dere Street Barristers,231100,Revenue,STC168211
South Tyneside Council,00CL,Business & Resources Group,Cash Collection Contract,Banking & Cash Collection,12-Apr-2023,643.74,0,Security Plus Ltd,237040,Revenue,STC168265
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Furniture & Equipment - General,Horsley Hill Campus,12-Apr-2023,644.00,0,HLA Services Ltd,217355,Revenue,STC168266
South Tyneside Council,00CL,Business & Resources Group,Furniture & Equipment - General,Engineering Works General Overhead,12-Apr-2023,649.98,0,Screwfix Direct Ltd t/a Trade UK,227610,Revenue,STC168275
South Tyneside Council,00CL,Business & Resources Group,Computer Equipment and Hardware,ICT & Digital Services,12-Apr-2023,661.00,0,Stone Technologies Ltd,230440,Revenue,STC168307
South Tyneside Council,00CL,Balance Sheet,HMRC - Construction Industry Tax,Balance Sheet Corporate Finance,12-Apr-2023,691.90,0,Her Majestys Revenue & Customs,999999,Balance Sheet,STC168426
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Default Procurement Subjective,Services for Young People,12-Apr-2023,708.57,0,K W Reader & Sons Ltd (Dunes),219470,Revenue,STC168449
South Tyneside Council,00CL,Economic Regeneration Group,Furniture & Equipment - General,Jarrow Focus,12-Apr-2023,715.00,0,DSG Retail Limited (PC World),222876,Revenue,STC168461
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Outdoor Education,12-Apr-2023,719.89,0,Colin Briscoe Construction Ltd,232844,Revenue,STC168473
South Tyneside Council,00CL,Business & Resources Group,Property Reactive / General Repairs,Parks General,12-Apr-2023,750.00,0,Play Fitness Ltd,223640,Revenue,STC168529
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Outdoor Education,12-Apr-2023,761.00,0,Colin Briscoe Construction Ltd,232844,Revenue,STC168548
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,12-Apr-2023,775.00,0,Dere Street Barristers,231100,Revenue,STC168572
South Tyneside Council,00CL,Balance Sheet,HMRC - Construction Industry Tax,Balance Sheet Corporate Finance,12-Apr-2023,791.00,0,Her Majestys Revenue & Customs,999999,Balance Sheet,STC168600
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,12-Apr-2023,816.02,0,Seevent Plastics Ltd,221420,Revenue,STC168646
South Tyneside Council,00CL,Balance Sheet,HMRC - Construction Industry Tax,Balance Sheet Corporate Finance,12-Apr-2023,859.00,0,Her Majestys Revenue & Customs,999999,Balance Sheet,STC168712
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,12-Apr-2023,875.00,0,Dere Street Barristers,231100,Revenue,STC168725
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,12-Apr-2023,875.00,0,Dere Street Barristers,231100,Revenue,STC168726
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,12-Apr-2023,875.00,0,Dere Street Barristers,231100,Revenue,STC168727
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,12-Apr-2023,950.00,0,Dere Street Barristers,231100,Revenue,STC168804
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Regeneration & Property,12-Apr-2023,960.00,0,Windoor Services Ltd,232810,Revenue,STC168814
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,12-Apr-2023,971.00,0,Stannah Lift Services Ltd,819000,Capital,STC168824
