,Supplier ID,Supplier ID(T),Amount,Account,Account(T),Payment Date,TransNo,Service(T),Cost Centre(T)
INSERTED DETAIL,703251,Drive DeVilbiss Health Care Limited,176.40,R4000,Equipment - Purchase,12/02/2024,130417653,Older People Provider Services,"ILS Stores			"
INSERTED DETAIL,703251,Drive DeVilbiss Health Care Limited,266.09,R4000,Equipment - Purchase,12/02/2024,130417653,Older People Provider Services,"ILS Stores			"
INSERTED DETAIL,703251,Drive DeVilbiss Health Care Limited,"1,431.13",R4000,Equipment - Purchase,26/02/2024,130419110,Older People Provider Services,"ILS Stores			"
INSERTED DETAIL,703254,Drs Cowen Manley And Guest,51.00,R5060,TPP - Public Health Contracts,12/02/2024,191247275,Healthy Life Expectancy,Healthy Lifestyles
INSERTED DETAIL,703254,Drs Cowen Manley And Guest,2.70,R5060,TPP - Public Health Contracts,12/02/2024,191247274,Healthy Life Expectancy,Healthy Lifestyles
INSERTED DETAIL,703269,D-Tox,5.00,R4400,Services - Professional Fees,15/02/2024,130416075,Licensing,"Private Hire Vehicles			"
INSERTED DETAIL,703269,D-Tox,5.00,R4400,Services - Professional Fees,15/02/2024,130416076,Licensing,"Private Hire Vehicles			"
INSERTED DETAIL,703269,D-Tox,5.00,R4400,Services - Professional Fees,15/02/2024,130416587,Licensing,"Private Hire Vehicles			"
INSERTED DETAIL,703269,D-Tox,104.08,R2201,Room Hire,15/02/2024,130416781,Facilities Management,Culwell Street Depot
INSERTED DETAIL,703269,D-Tox,104.08,R2201,Room Hire,15/02/2024,130416783,Facilities Management,Hickman Avenue Depot
INSERTED DETAIL,703269,D-Tox,5.00,R4400,Services - Professional Fees,15/02/2024,130416588,Licensing,"Private Hire Vehicles			"
INSERTED DETAIL,703269,D-Tox,104.08,R2201,Room Hire,20/02/2024,130416782,Facilities Management,Culwell Street Depot
INSERTED DETAIL,703269,D-Tox,5.00,R4400,Services - Professional Fees,21/02/2024,130418080,Licensing,"Private Hire Vehicles			"
INSERTED DETAIL,703269,D-Tox,5.00,R4400,Services - Professional Fees,21/02/2024,130418081,Licensing,"Private Hire Vehicles			"
INSERTED DETAIL,703269,D-Tox,5.00,R4400,Services - Professional Fees,29/02/2024,130418969,Licensing,"Private Hire Vehicles			"
INSERTED DETAIL,703269,D-Tox,5.00,R4400,Services - Professional Fees,29/02/2024,130418970,Licensing,"Private Hire Vehicles			"
INSERTED DETAIL,703269,D-Tox,46.00,R4400,Services - Professional Fees,29/02/2024,130418971,Licensing,"Private Hire Vehicles			"
INSERTED DETAIL,703269,D-Tox,46.00,R4400,Services - Professional Fees,29/02/2024,130418972,Licensing,"Private Hire Vehicles			"
INSERTED DETAIL,703269,D-Tox,130.63,R4400,Services - Professional Fees,08/02/2024,130416784,Licensing,"Private Hire Vehicles			"
INSERTED DETAIL,703269,D-Tox,130.66,R4400,Services - Professional Fees,08/02/2024,130416785,Licensing,"Private Hire Vehicles			"
INSERTED DETAIL,703275,Dudley M B C,"2,081.14",R4700,Grant Payments,20/02/2024,130418509,Enterprise,Invest Black Country
INSERTED DETAIL,703275,Dudley M B C,100.00,R1650,Training Expenses,29/02/2024,130418973,Organisational Development,Workforce Development
INSERTED DETAIL,703289,Duncan Street Primary Care Centre,25.50,R5060,TPP - Public Health Contracts,12/02/2024,191247283,Healthy Life Expectancy,Healthy Lifestyles
INSERTED DETAIL,703289,Duncan Street Primary Care Centre,0.10,R5060,TPP - Public Health Contracts,12/02/2024,191247282,Healthy Life Expectancy,Healthy Lifestyles
INSERTED DETAIL,703289,Duncan Street Primary Care Centre,48.72,R1400,Medical Fees,20/02/2024,130418221,Children & Young People In Care,Fostering Team & Allowances
INSERTED DETAIL,703318,Eric Derry West Midlands,350.00,R2076,Grounds Maintenance - Non Contract,15/02/2024,130418082,Environmental Services,Northicote Farm
INSERTED DETAIL,703340,Eagle Supplies Limited,6.90,R4000,Equipment - Purchase,20/02/2024,191249506,Fleet Services,Fleet Management
INSERTED DETAIL,703340,Eagle Supplies Limited,179.00,R4000,Equipment - Purchase,20/02/2024,191249506,Fleet Services,Fleet Management
INSERTED DETAIL,703340,Eagle Supplies Limited,169.00,R4000,Equipment - Purchase,20/02/2024,191249506,Fleet Services,Fleet Management
INSERTED DETAIL,703340,Eagle Supplies Limited,69.95,R4000,Equipment - Purchase,20/02/2024,191249507,Fleet Services,Fleet Management
INSERTED DETAIL,703340,Eagle Supplies Limited,39.00,R4000,Equipment - Purchase,20/02/2024,191249507,Fleet Services,Fleet Management
INSERTED DETAIL,703371,Eclipse Access Solutions Limited,"2,203.00",C5011,Grants paid out to other organisations,26/02/2024,191251398,,Disabled Facilities Grants
INSERTED DETAIL,703371,Eclipse Access Solutions Limited,"2,243.00",C5011,Grants paid out to other organisations,16/02/2024,191248433,,Disabled Facilities Grants
INSERTED DETAIL,703371,Eclipse Access Solutions Limited,"5,792.40",C1100,Construction and Conversion,21/02/2024,191250416,,Adaptations for People with Disabilites
INSERTED DETAIL,703371,Eclipse Access Solutions Limited,"6,015.60",C1100,Construction and Conversion,29/02/2024,191253173,,Adaptations for People with Disabilites
INSERTED DETAIL,703371,Eclipse Access Solutions Limited,"6,307.20",C1100,Construction and Conversion,29/02/2024,191253148,,Adaptations for People with Disabilites
INSERTED DETAIL,703371,Eclipse Access Solutions Limited,"5,752.80",C1100,Construction and Conversion,29/02/2024,191253158,,Adaptations for People with Disabilites
INSERTED DETAIL,703371,Eclipse Access Solutions Limited,"4,290.00",C5011,Grants paid out to other organisations,07/02/2024,191245153,,Disabled Facilities Grants
INSERTED DETAIL,703371,Eclipse Access Solutions Limited,"3,850.00",C5011,Grants paid out to other organisations,07/02/2024,191245159,,Disabled Facilities Grants
INSERTED DETAIL,703371,Eclipse Access Solutions Limited,"2,857.00",C5011,Grants paid out to other organisations,12/02/2024,191246562,,Disabled Facilities Grants
INSERTED DETAIL,703374,Econ Engineering Limited,"30,860.81",R4980,Operating Leases,02/02/2024,130416198,Highways Maintenance,Winter Maintenance
INSERTED DETAIL,703384,Edf Energy Cust Field Services,432.00,R2101,Gas,15/02/2024,191248180,Estates and Valuations,"Victoria Square, Block 11"
INSERTED DETAIL,703395,Edmundson Electrical Limited,65.00,R4007,Materials,06/02/2024,130416786,Street Lighting,Street Lighting Maintenance
INSERTED DETAIL,703395,Edmundson Electrical Limited,"7,978.00",R4007,Materials,09/02/2024,130416790,Street Lighting,Signs Illuminated
INSERTED DETAIL,703395,Edmundson Electrical Limited,"2,065.56",R5710,TPP - Maintenance on Other Roads,09/02/2024,130416791,Street Lighting,Signs Illuminated
INSERTED DETAIL,703395,Edmundson Electrical Limited,479.78,R5710,TPP - Maintenance on Other Roads,09/02/2024,130416791,Street Lighting,Signs Illuminated
INSERTED DETAIL,703395,Edmundson Electrical Limited,315.85,R5710,TPP - Maintenance on Other Roads,09/02/2024,130416791,Street Lighting,Signs Illuminated
INSERTED DETAIL,703395,Edmundson Electrical Limited,58.60,R5710,TPP - Maintenance on Other Roads,09/02/2024,130416791,Street Lighting,Signs Illuminated
INSERTED DETAIL,703395,Edmundson Electrical Limited,26.60,R5710,TPP - Maintenance on Other Roads,09/02/2024,130416791,Street Lighting,Signs Illuminated
INSERTED DETAIL,703395,Edmundson Electrical Limited,818.00,R5710,TPP - Maintenance on Other Roads,09/02/2024,130416791,Street Lighting,Signs Illuminated
INSERTED DETAIL,703395,Edmundson Electrical Limited,"1,645.00",R4007,Materials,09/02/2024,130416788,Street Lighting,Signs Illuminated
INSERTED DETAIL,703395,Edmundson Electrical Limited,130.00,R4007,Materials,09/02/2024,130416788,Street Lighting,Signs Illuminated
INSERTED DETAIL,703395,Edmundson Electrical Limited,595.00,R4007,Materials,09/02/2024,130416788,Street Lighting,Signs Illuminated
INSERTED DETAIL,703395,Edmundson Electrical Limited,50.00,R4007,Materials,09/02/2024,130416788,Street Lighting,Signs Illuminated
INSERTED DETAIL,703395,Edmundson Electrical Limited,369.00,R4007,Materials,09/02/2024,130416788,Street Lighting,Signs Illuminated
INSERTED DETAIL,703395,Edmundson Electrical Limited,709.25,R4007,Materials,09/02/2024,130416789,Street Lighting,Signs Illuminated
INSERTED DETAIL,703395,Edmundson Electrical Limited,"3,989.00",R4007,Materials,09/02/2024,130416789,Street Lighting,Signs Illuminated
INSERTED DETAIL,703395,Edmundson Electrical Limited,399.00,R4007,Materials,09/02/2024,130416789,Street Lighting,Signs Illuminated
INSERTED DETAIL,703395,Edmundson Electrical Limited,344.64,R4007,Materials,09/02/2024,130416789,Street Lighting,Signs Illuminated
INSERTED DETAIL,703395,Edmundson Electrical Limited,"1,418.50",R4007,Materials,09/02/2024,130416790,Street Lighting,Signs Illuminated
INSERTED DETAIL,703395,Edmundson Electrical Limited,709.25,R4007,Materials,09/02/2024,130416787,Street Lighting,Signs Illuminated
INSERTED DETAIL,703395,Edmundson Electrical Limited,"3,989.00",R4007,Materials,09/02/2024,130416787,Street Lighting,Signs Illuminated
INSERTED DETAIL,703395,Edmundson Electrical Limited,"5,221.35",R4007,Materials,09/02/2024,130416787,Street Lighting,Signs Illuminated
INSERTED DETAIL,703395,Edmundson Electrical Limited,9.99,R2001,R&M - Departmental planned (external),20/02/2024,130415560,Project and Works Team – Maintenance Programme,"Civic Centre Repairs & Maintenance	"
INSERTED DETAIL,703447,Elf Software Limited,"2,500.00",R4400,Services - Professional Fees,20/02/2024,130412852,Project and Works Team – Maintenance Programme,Centralised R&M
INSERTED DETAIL,703447,Elf Software Limited,"2,400.00",R4400,Services - Professional Fees,20/02/2024,130412851,Project and Works Team – Maintenance Programme,Centralised R&M
INSERTED DETAIL,703447,Elf Software Limited,"1,750.00",R4400,Services - Professional Fees,20/02/2024,130412851,Project and Works Team – Maintenance Programme,Centralised R&M
INSERTED DETAIL,703491,Engage Youth Empowerment Services,"2,854.87",R6403,Section 17,13/02/2024,191247632,Strengthening Families,"Child Assessment Team			"
INSERTED DETAIL,703511,Enviro Technology Services PLC,478.50,R4400,Services - Professional Fees,14/02/2024,130417489,Public Protection,"Environmental Protection			"
INSERTED DETAIL,703516,Environmental Solutions Midlands Limited,350.00,C1100,Construction and Conversion,16/02/2024,130418222,,Asbestos Removal
INSERTED DETAIL,703516,Environmental Solutions Midlands Limited,"36,090.81",C1100,Construction and Conversion,21/02/2024,130416199,,GF - Towns Fund Phase 2 - Regeneration
INSERTED DETAIL,703523,Epos Group,186.85,R4001,Equipment - Hire,05/02/2024,130415938,Arts and Culture,Art Gallery Shop
INSERTED DETAIL,703523,Epos Group,143.00,R4001,Equipment - Hire,28/02/2024,130415939,Catering,"West Park Tea Room	"
INSERTED DETAIL,703560,illycaffe UK Limited,539.40,R4102,Provisions (Resale),16/02/2024,130415696,Arts and Culture,Art Gallery Tea Room
INSERTED DETAIL,703560,illycaffe UK Limited,674.86,R4102,Provisions (Resale),27/02/2024,130417654,Arts and Culture,Bantock  Tea Rooms
INSERTED DETAIL,703560,illycaffe UK Limited,651.72,R4102,Provisions (Resale),05/02/2024,130414935,Arts and Culture,Bantock  Tea Rooms
INSERTED DETAIL,703576,Evans Halshaw Ford,18.42,R4000,Equipment - Purchase,26/02/2024,191251310,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,15.16,R4000,Equipment - Purchase,26/02/2024,191251310,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,16.60,R4000,Equipment - Purchase,26/02/2024,191251310,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,48.11,R4000,Equipment - Purchase,26/02/2024,191251310,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,98.72,R4000,Equipment - Purchase,26/02/2024,191251310,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,42.72,R4000,Equipment - Purchase,26/02/2024,191251310,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,106.55,R4000,Equipment - Purchase,26/02/2024,191251309,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,44.83,R4000,Equipment - Purchase,26/02/2024,191251311,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,224.92,R4000,Equipment - Purchase,26/02/2024,191251310,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,117.77,R4000,Equipment - Purchase,26/02/2024,191251312,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,49.95,R4000,Equipment - Purchase,01/02/2024,191242819,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,21.41,R4000,Equipment - Purchase,01/02/2024,191242819,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,39.92,R4000,Equipment - Purchase,01/02/2024,191242820,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,29.50,R4000,Equipment - Purchase,01/02/2024,191242820,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,51.52,R4000,Equipment - Purchase,01/02/2024,191242820,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,298.20,R4000,Equipment - Purchase,01/02/2024,191242820,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,36.19,R4000,Equipment - Purchase,01/02/2024,191242817,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,62.19,R4000,Equipment - Purchase,01/02/2024,191242817,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,269.36,R4000,Equipment - Purchase,01/02/2024,191242817,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,5.25,R4000,Equipment - Purchase,01/02/2024,191242817,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,14.23,R4000,Equipment - Purchase,01/02/2024,191242818,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,193.09,R4000,Equipment - Purchase,09/02/2024,191246132,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,70.00,R4000,Equipment - Purchase,09/02/2024,191246132,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,17.50,R4000,Equipment - Purchase,09/02/2024,191246133,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,287.00,R4000,Equipment - Purchase,09/02/2024,191246133,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,341.90,R4000,Equipment - Purchase,09/02/2024,191246134,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,21.96,R4000,Equipment - Purchase,09/02/2024,191246134,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,71.22,R4000,Equipment - Purchase,09/02/2024,191246134,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,55.93,R4000,Equipment - Purchase,09/02/2024,191246135,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,21.62,R4000,Equipment - Purchase,09/02/2024,191246136,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,30.03,R4000,Equipment - Purchase,09/02/2024,191246136,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,11.55,R4000,Equipment - Purchase,09/02/2024,191246136,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,10.04,R4000,Equipment - Purchase,09/02/2024,191246136,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,65.31,R4000,Equipment - Purchase,09/02/2024,191246137,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,48.97,R4000,Equipment - Purchase,09/02/2024,191246138,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,181.57,R4000,Equipment - Purchase,09/02/2024,191246138,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,22.02,R4000,Equipment - Purchase,09/02/2024,191246139,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,171.69,R4000,Equipment - Purchase,09/02/2024,191246140,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,16.83,R4000,Equipment - Purchase,09/02/2024,191246140,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,115.54,R4000,Equipment - Purchase,09/02/2024,191246140,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,7.92,R4000,Equipment - Purchase,09/02/2024,191246141,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,-16.83,R4000,Equipment - Purchase,09/02/2024,191246142,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,9.00,R4000,Equipment - Purchase,09/02/2024,191246143,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,23.69,R4000,Equipment - Purchase,09/02/2024,191246144,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,50.00,R4000,Equipment - Purchase,20/02/2024,191249465,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,179.13,R4000,Equipment - Purchase,20/02/2024,191249465,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,-50.00,R4000,Equipment - Purchase,20/02/2024,191249466,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,474.30,R4000,Equipment - Purchase,20/02/2024,191249467,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,120.00,R4000,Equipment - Purchase,20/02/2024,191249467,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,107.34,R4000,Equipment - Purchase,20/02/2024,191249469,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,-120.00,R4000,Equipment - Purchase,20/02/2024,191249468,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,25.68,R4000,Equipment - Purchase,20/02/2024,191249470,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,-107.34,R4000,Equipment - Purchase,20/02/2024,191249471,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,13.45,R4400,Services - Professional Fees,20/02/2024,191249473,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,70.48,R4400,Services - Professional Fees,20/02/2024,191249473,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,24.51,R4400,Services - Professional Fees,20/02/2024,191249473,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,21.41,R4400,Services - Professional Fees,20/02/2024,191249473,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,10.97,R4400,Services - Professional Fees,20/02/2024,191249473,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,9.30,R4400,Services - Professional Fees,20/02/2024,191249473,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,70.00,R4000,Equipment - Purchase,20/02/2024,191249472,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,5.00,R4000,Equipment - Purchase,20/02/2024,191249472,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,11.92,R4000,Equipment - Purchase,20/02/2024,191249472,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,193.09,R4000,Equipment - Purchase,20/02/2024,191249472,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,10.27,R4000,Equipment - Purchase,20/02/2024,191249474,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,92.53,R4000,Equipment - Purchase,20/02/2024,191249474,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,6.00,R4000,Equipment - Purchase,20/02/2024,191249474,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,54.71,R4000,Equipment - Purchase,20/02/2024,191249474,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,83.36,R4400,Services - Professional Fees,20/02/2024,191249475,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,43.69,R4000,Equipment - Purchase,20/02/2024,191249477,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,3.49,R4000,Equipment - Purchase,20/02/2024,191249477,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,141.65,R4000,Equipment - Purchase,20/02/2024,191249476,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,90.90,R4000,Equipment - Purchase,20/02/2024,191249478,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,50.37,R4000,Equipment - Purchase,20/02/2024,191249478,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,25.63,R4000,Equipment - Purchase,20/02/2024,191249479,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,30.98,R4000,Equipment - Purchase,20/02/2024,191249484,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,24.06,R4000,Equipment - Purchase,20/02/2024,191249484,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,53.28,R4000,Equipment - Purchase,20/02/2024,191249483,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,25.63,R4000,Equipment - Purchase,20/02/2024,191249480,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,-25.63,R4000,Equipment - Purchase,20/02/2024,191249481,Fleet Services,Fleet Management
INSERTED DETAIL,703576,Evans Halshaw Ford,229.91,R4000,Equipment - Purchase,20/02/2024,191249482,Fleet Services,Fleet Management
INSERTED DETAIL,703609,F.W. Bickford & Sons Limited,75.50,R3200,Hire of Vehicles,06/02/2024,191243611,Fleet Services,Fleet Management
INSERTED DETAIL,703609,F.W. Bickford & Sons Limited,"1,955.00",R3200,Hire of Vehicles,13/02/2024,191247519,Fleet Services,Fleet Management
INSERTED DETAIL,703617,Facultatieve Technologies Limited,"3,101.21",R2001,R&M - Departmental planned (external),28/02/2024,130419214,Bereavement Services,Crematorium
INSERTED DETAIL,703617,Facultatieve Technologies Limited,"1,739.85",R2001,R&M - Departmental planned (external),27/02/2024,130418980,Bereavement Services,Crematorium
INSERTED DETAIL,703623,Falcon Industrial Supplies Limited,22.60,R4201,Clothing / Uniforms,29/02/2024,130418223,Environmental Services,Arbor Scheme
INSERTED DETAIL,703623,Falcon Industrial Supplies Limited,989.86,R4201,Clothing / Uniforms,07/02/2024,130415395,Environmental Services,Arbor Scheme
INSERTED DETAIL,703623,Falcon Industrial Supplies Limited,-140.80,R4201,Clothing / Uniforms,07/02/2024,130416792,Environmental Services,Arbor Scheme
INSERTED DETAIL,703623,Falcon Industrial Supplies Limited,140.80,R4201,Clothing / Uniforms,07/02/2024,130416793,Environmental Services,Arbor Scheme
INSERTED DETAIL,703623,Falcon Industrial Supplies Limited,45.00,R4000,Equipment - Purchase,26/02/2024,191251336,Fleet Services,Fleet Management
INSERTED DETAIL,703623,Falcon Industrial Supplies Limited,45.00,R4000,Equipment - Purchase,26/02/2024,191251333,Fleet Services,Fleet Management
INSERTED DETAIL,703623,Falcon Industrial Supplies Limited,23.20,R4000,Equipment - Purchase,26/02/2024,191251334,Fleet Services,Fleet Management
INSERTED DETAIL,703623,Falcon Industrial Supplies Limited,9.12,R4000,Equipment - Purchase,26/02/2024,191251334,Fleet Services,Fleet Management
INSERTED DETAIL,703623,Falcon Industrial Supplies Limited,2.00,R4000,Equipment - Purchase,26/02/2024,191251334,Fleet Services,Fleet Management
INSERTED DETAIL,703623,Falcon Industrial Supplies Limited,11.00,R4000,Equipment - Purchase,26/02/2024,191251335,Fleet Services,Fleet Management
INSERTED DETAIL,703623,Falcon Industrial Supplies Limited,23.20,R4000,Equipment - Purchase,26/02/2024,191251335,Fleet Services,Fleet Management
INSERTED DETAIL,703623,Falcon Industrial Supplies Limited,71.44,R4003,Equipment - R & M,01/02/2024,191242859,Fleet Services,Fleet Management
INSERTED DETAIL,703623,Falcon Industrial Supplies Limited,23.20,R4000,Equipment - Purchase,01/02/2024,191242858,Fleet Services,Fleet Management
INSERTED DETAIL,703623,Falcon Industrial Supplies Limited,139.20,R4000,Equipment - Purchase,01/02/2024,191242858,Fleet Services,Fleet Management
INSERTED DETAIL,703623,Falcon Industrial Supplies Limited,18.00,R4000,Equipment - Purchase,01/02/2024,191242858,Fleet Services,Fleet Management
INSERTED DETAIL,703623,Falcon Industrial Supplies Limited,71.44,R4003,Equipment - R & M,01/02/2024,191242857,Fleet Services,Fleet Management
INSERTED DETAIL,703623,Falcon Industrial Supplies Limited,92.80,R4000,Equipment - Purchase,01/02/2024,191242858,Fleet Services,Fleet Management
INSERTED DETAIL,703623,Falcon Industrial Supplies Limited,116.00,R4000,Equipment - Purchase,01/02/2024,191242858,Fleet Services,Fleet Management
INSERTED DETAIL,703627,Falon Nameplates Limited,64.72,R4008,Materials for resale,21/02/2024,130418083,Bereavement Services,Crematorium
INSERTED DETAIL,703651,Faun Zoeller (UK) Limited,"147,132.65",C2000,Vehicle Purchases,01/02/2024,130416200,,Vehicles (Procurement)
INSERTED DETAIL,703651,Faun Zoeller (UK) Limited,975.00,C3000,"Plant, Equipment, Machinery & Computer Hardware",01/02/2024,130416200,,Vehicles (Procurement)
INSERTED DETAIL,703651,Faun Zoeller (UK) Limited,"147,132.65",C2000,Vehicle Purchases,05/02/2024,130416201,,Vehicles (Procurement)
INSERTED DETAIL,703651,Faun Zoeller (UK) Limited,975.00,C3000,"Plant, Equipment, Machinery & Computer Hardware",05/02/2024,130416201,,Vehicles (Procurement)
INSERTED DETAIL,703669,Fibrous t/a Rowland Brothers Trade Ltd,601.50,R4007,Materials,21/02/2024,130418712,Bereavement Services,Crematorium
INSERTED DETAIL,703686,Firewalker (UK) Limited,"14,637.60",R5035,TPP - Private Nursery Education Funding,02/02/2024,191243096,Early Years,Early Years Universal Entitlement for 3 and 4 Year Olds
INSERTED DETAIL,703686,Firewalker (UK) Limited,"4,082.40",R5035,TPP - Private Nursery Education Funding,02/02/2024,191243151,Early Years,Early Years Entitlement Funding for Disadvantaged 2 Year Olds
INSERTED DETAIL,703698,First Response (First Aid) Limited,171.00,R1650,Training Expenses,15/02/2024,130417925,Organisational Development,Workforce Development
INSERTED DETAIL,703698,First Response (First Aid) Limited,171.00,R1650,Training Expenses,15/02/2024,130417926,Organisational Development,Workforce Development
INSERTED DETAIL,703698,First Response (First Aid) Limited,600.00,R1650,Training Expenses,15/02/2024,130417927,Organisational Development,Workforce Development
INSERTED DETAIL,703698,First Response (First Aid) Limited,310.00,R1650,Training Expenses,20/02/2024,130418225,Organisational Development,Workforce Development
INSERTED DETAIL,703698,First Response (First Aid) Limited,400.00,R1650,Training Expenses,01/02/2024,130416077,Organisational Development,Workforce Development
INSERTED DETAIL,703698,First Response (First Aid) Limited,150.00,R1650,Training Expenses,06/02/2024,130415941,Organisational Development,Workforce Development
INSERTED DETAIL,703698,First Response (First Aid) Limited,310.00,R1650,Training Expenses,06/02/2024,130415698,Organisational Development,Workforce Development
INSERTED DETAIL,703698,First Response (First Aid) Limited,150.00,R1650,Training Expenses,06/02/2024,130415699,Organisational Development,Workforce Development
INSERTED DETAIL,703698,First Response (First Aid) Limited,300.00,R1650,Training Expenses,06/02/2024,130415940,Organisational Development,Workforce Development
