Transparency Report October 2023,,,,,,,,
Body Name,Service Code,Service Label,Exp Code,Expenditure Category Lvl 6,Date,Transaction Number,Supplier Name,Sum of Amount
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45225,SOT0999230,Davlyn House Care Home,5401.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG206,Other establishments,45211,SOT0992492,Davlyn House Care Home,1338.58
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG206,Other establishments,45225,SOT0999230,Davlyn House Care Home,1338.58
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45211,SOT0992492,Davlyn House Care Home,22604
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45225,SOT0999230,Davlyn House Care Home,2454
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45211,SOT0992492,Davlyn House Care Home,2700.98
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45225,SOT0999230,Davlyn House Care Home,2700.98
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45211,SOT0992492,Davlyn House Care Home,-9652.14
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45225,SOT0999230,Davlyn House Care Home,-1641.04
Stoke City Council,4CAF,Children and Family Services,EG223,Other establishments,45224,SOT0997696,Daycare Nursery T/A Ashwood Nursery,748
Stoke City Council,4CAF,Children and Family Services,EG223,Other establishments,45224,SOT0997697,Daycare Nursery T/A Ashwood Nursery,556
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45211,SOT0992460,Daycare Services Ltd,9477.31
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45225,SOT0999198,Daycare Services Ltd,8641.6
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45211,SOT0992460,Daycare Services Ltd,4900
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45225,SOT0999198,Daycare Services Ltd,4900
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45211,SOT0992460,Daycare Services Ltd,1200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45225,SOT0999198,Daycare Services Ltd,1200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45211,SOT0992460,Daycare Services Ltd,-1727.52
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45225,SOT0999198,Daycare Services Ltd,-1727.52
Stoke City Council,4HDG,"Housing, Development & Growth",cc104,Contract hire&operating leases,45224,SOT0996184,Days Rental,602.7
Stoke City Council,4HDG,"Housing, Development & Growth",cc104,Contract hire&operating leases,45224,SOT0996185,Days Rental,745.2
Stoke City Council,4HDG,"Housing, Development & Growth",cc104,Contract hire&operating leases,45224,SOT0996186,Days Rental,745.2
Stoke City Council,4HDG,"Housing, Development & Growth",cc104,Contract hire&operating leases,45224,SOT0996189,Days Rental,745.2
Stoke City Council,4STAR,Strategy & Resources,dg105,Expenses,45203,SOT0989148,Deans Court Chambers,3550
Stoke City Council,4STAR,Strategy & Resources,dg105,Expenses,45203,SOT0990172,Deans Court Chambers,850
Stoke City Council,4STAR,Strategy & Resources,dg105,Expenses,45205,SOT0990441,Deans Court Chambers,900
Stoke City Council,4STAR,Strategy & Resources,dg105,Expenses,45205,SOT0990445,Deans Court Chambers,1250
Stoke City Council,4STAR,Strategy & Resources,dg105,Expenses,45205,SOT0990727,Deans Court Chambers,1110
Stoke City Council,4STAR,Strategy & Resources,dg105,Expenses,45217,SOT0995595,Deans Court Chambers,850
Stoke City Council,4STAR,Strategy & Resources,dg105,Expenses,45217,SOT0995596,Deans Court Chambers,960
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45212,SOT0992920,Delam Care Limited,-17571.43
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45212,SOT0992921,Delam Care Limited,20150
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45212,SOT0992922,Delam Care Limited,18200
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45212,SOT0992923,Delam Care Limited,20150
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45212,SOT0992924,Delam Care Limited,19500
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,Other establishments,45211,SOT0992389,Delam Care Limited,1532.16
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,Other establishments,45211,SOT0992411,Delam Care Limited,3355.72
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,Other establishments,45211,SOT0992434,Delam Care Limited,6342.42
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,Other establishments,45211,SOT0992451,Delam Care Limited,3748.58
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,Other establishments,45225,SOT0999126,Delam Care Limited,1532.16
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,Other establishments,45225,SOT0999148,Delam Care Limited,3355.72
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,Other establishments,45225,SOT0999172,Delam Care Limited,6342.42
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,Other establishments,45225,SOT0999189,Delam Care Limited,3748.58
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45211,SOT0992389,Delam Care Limited,4359.139999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45211,SOT0992411,Delam Care Limited,1761.16
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45211,SOT0992434,Delam Care Limited,12917.539999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45211,SOT0992463,Delam Care Limited,11955.96
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45211,SOT0992464,Delam Care Limited,1680.96
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45225,SOT0999126,Delam Care Limited,4359.139999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45225,SOT0999148,Delam Care Limited,1761.16
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45225,SOT0999172,Delam Care Limited,12917.539999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45225,SOT0999201,Delam Care Limited,11955.96
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45225,SOT0999202,Delam Care Limited,1680.96
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45211,SOT0992389,Delam Care Limited,4134.36
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45211,SOT0992411,Delam Care Limited,-1960
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45211,SOT0992434,Delam Care Limited,8206.4
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45211,SOT0992464,Delam Care Limited,3979.8599999999997
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45225,SOT0999126,Delam Care Limited,4134.36
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45225,SOT0999148,Delam Care Limited,2072
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45225,SOT0999172,Delam Care Limited,8206.4
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45225,SOT0999202,Delam Care Limited,3979.8599999999997
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC659,Fees and Charges,45211,SOT0992434,Delam Care Limited,-2638.24
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC659,Fees and Charges,45225,SOT0999172,Delam Care Limited,-2638.24
Stoke City Council,4HDG,"Housing, Development & Growth",DA102,Equipment  furniture and mater,45217,SOT0995565,Delicata Coachbuilders Ltd,802
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45226,SOT0999700,Demetae Academy Group Ltd,4225
Stoke City Council,4HDG,"Housing, Development & Growth",DA102,Equipment  furniture and mater,45205,SOT0989329,Dennis Eagle Ltd,637.52
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45211,SOT0992448,Derwent House,10992.92
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45225,SOT0999186,Derwent House,10992.92
Stoke City Council,4CAF,Children and Family Services,de113,Services,45226,SOT0993301,Diamond Families,1430
Stoke City Council,4CAF,Children and Family Services,de113,Services,45226,SOT0999340,Diamond Families,1560
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45203,SOT0990030,Diamond Families,1040
Stoke City Council,4CAF,Children and Family Services,de113,Services,45201,SOT0988300,REDACTED - Personal Data,2070
Stoke City Council,4CAF,Children and Family Services,de113,Services,45210,SOT0987342,REDACTED - Personal Data,1260
Stoke City Council,4CAF,Children and Family Services,de113,Services,45217,SOT0990255,REDACTED - Personal Data,1080
Stoke City Council,4HRADRC,Housing Development and Regen Capital,QXABP,Land and Buildings,45224,SOT0998836,Dicksons Solicitors Ltd,70000
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45201,SOT0946858,Different Class Solutions,2000
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45211,SOT0992569,Dignus Healthcare LTD,11250
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45225,SOT0999308,Dignus Healthcare LTD,11250
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG115,Other establishments,45226,SOT0999487,Dimensions (UK) Ltd,1098.88
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG115,Other establishments,45226,SOT0999489,Dimensions (UK) Ltd,961.52
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG115,Other establishments,45226,SOT0999490,Dimensions (UK) Ltd,961.52
Stoke City Council,4PUBH,Public Health,ea118,Independent units within CC,45205,SOT0990692,Disability Solutions,24000
Stoke City Council,4PUBH,Public Health,ea118,Independent units within CC,45205,SOT0990714,Disability Solutions,24000
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45215,SOT0993081,Diverse Fostering Ltd,58900.47
Stoke City Council,4CAF,Children and Family Services,EG221,Other establishments,45210,SOT0992178,Dizzy Heights Staffs CIC,1451.55
Stoke City Council,4SCHL,Schools,WXWBC,Schools Capital Balances,45215,SOT0992716,DK Evans Ltd                                   ,42314.56
Stoke City Council,4CAF,Children and Family Services,ab300,Training,45203,SOT0990221,Do the Write Thing,850
Stoke City Council,4CITD,City Director,da100,Equipment  furniture and mater,45219,SOT0969882,Document Scanning.Net,2321.58
Stoke City Council,4STAR,Strategy & Resources,DF126,Communications and computing,45217,SOT0992058,DocuSign Inc,3323.48
Stoke City Council,4CAF,Children and Family Services,AA700,Agency staff,45205,SOT0990800,Domus Personnel Ltd,1406
Stoke City Council,4CAF,Children and Family Services,AA700,Agency staff,45205,SOT0990809,Domus Personnel Ltd,1421.75
Stoke City Council,4PUBH,Public Health,EA175,Independent units within CC,45226,SOT0999417,REDACTED - Personal Data,1360
Stoke City Council,4PUBH,Public Health,EA175,Independent units within CC,45226,SOT0999419,Dr Chadalavada & Partners,720
Stoke City Council,4PUBH,Public Health,EA175,Independent units within CC,45226,SOT0999426,Dr K Samal & Partners,1480
Stoke City Council,4STAR,Strategy & Resources,DG104,Expenses,45205,SOT0990728,REDACTED - Personal Data,1636.9
Stoke City Council,4STAR,Strategy & Resources,dg105,Expenses,45205,SOT0990748,REDACTED - Personal Data,1377.6
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45211,SOT0992399,Dresden House Ltd,10594.7
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45225,SOT0999136,Dresden House Ltd,8794.7
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45211,SOT0992399,Dresden House Ltd,9000
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45225,SOT0999136,Dresden House Ltd,9000
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45211,SOT0992399,Dresden House Ltd,2500
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45225,SOT0999136,Dresden House Ltd,2500
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45211,SOT0992399,Dresden House Ltd,-1288.22
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45225,SOT0999136,Dresden House Ltd,-1288.22
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45211,SOT0992399,Dresden House Ltd,-1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45225,SOT0999136,Dresden House Ltd,-1300
Stoke City Council,4HRAHT,Housing Transformation,DK107,Miscellaneous expenses,45212,SOT0992896,Driscoll Kingston & Co Ltd,8000
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45219,SOT0996601,Ducklings Opportunity Group,858.92
Stoke City Council,4CITD,City Director,DG148,Expenses,45203,SOT0990228,Dunhampton Wildlife & Educational Centre Ltd,1581
Stoke City Council,4PUBH,Public Health,EA175,Independent units within CC,45226,SOT0999420,Dunrobin Medical Centre,510
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWBD,Works,45226,SOT0999682,East Midlands Demolition Ltd,11450
Stoke City Council,4HRADRC,Housing Development and Regen Capital,QXWBD,Works,45217,SOT0996195,East Midlands Demolition Ltd,875
Stoke City Council,4HRAHT,Housing Transformation,de101,Services,45205,SOT0990580,East Midlands Demolition Ltd,3000
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45211,SOT0992522,EASTGATE RESIDENTIAL HOME,7407.1
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45225,SOT0999261,EASTGATE RESIDENTIAL HOME,7407.1
Stoke City Council,4HDG,"Housing, Development & Growth",de135,Services,45212,SOT0992678,Easyjetwash LTD,20793
Stoke City Council,4HDG,"Housing, Development & Growth",dk100,Miscellaneous expenses,45212,SOT0992678,Easyjetwash LTD,2254
Stoke City Council,4HDG,"Housing, Development & Growth",da101,Equipment  furniture and mater,45219,SOT0997188,Econ Engineering Ltd,621.42
Stoke City Council,4HDG,"Housing, Development & Growth",BB102,Energy costs,45203,SOT0987496,Ecotricity Group Limited,16118.79
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45203,SOT0989349,Edens Care Ltd,637.65
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45203,SOT0989349,Edens Care Ltd,861.1
Stoke City Council,4HDG,"Housing, Development & Growth",da100,Equipment  furniture and mater,45208,SOT0989298,Edesix Ltd,5085
Stoke City Council,4HDG,"Housing, Development & Growth",da100,Equipment  furniture and mater,45208,SOT0989299,Edesix Ltd,27039
Stoke City Council,4SCHL,Schools,DF129,Communications and computing,45219,SOT0997054,Education Software Solutions Ltd,884.9
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45211,SOT0992442,Eldon House,11229.220000000001
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45225,SOT0999180,Eldon House,11229.220000000001
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45211,SOT0992442,Eldon House,10700
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45225,SOT0999180,Eldon House,6500
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45211,SOT0992442,Eldon House,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45225,SOT0999180,Eldon House,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45211,SOT0992442,Eldon House,-3152.6200000000003
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45225,SOT0999180,Eldon House,-3152.6200000000003
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45211,SOT0992442,Eldon House,-1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45225,SOT0999180,Eldon House,-1300
Stoke City Council,4CITD,City Director,DF127,Communications and computing,45210,SOT0990211,Elected Technologies Ltd,1156.6
Stoke City Council,4CITD,City Director,DF127,Communications and computing,45222,SOT0989253,Elected Technologies Ltd,3000
Stoke City Council,4CAF,Children and Family Services,eg229,Other establishments,45217,SOT0992604,Eleventh Hour Group ,760.2
Stoke City Council,4CAF,Children and Family Services,eg229,Other establishments,45217,SOT0996487,Eleventh Hour Group ,762
Stoke City Council,4HDG,"Housing, Development & Growth",DC100,Clothes  uniform and laundry,45205,SOT0990608,Elis UK Limited,663.41
Stoke City Council,4HDG,"Housing, Development & Growth",DC100,Clothes  uniform and laundry,45217,SOT0992199,Elis UK Limited,663.41
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45217,SOT0996220,Elite Domiciliary Care Ltd,40559.95
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45219,SOT0996565,Elite Domiciliary Care Ltd,27767.75
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG206,Other establishments,45217,SOT0996220,Elite Domiciliary Care Ltd,610.4
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG206,Other establishments,45219,SOT0996565,Elite Domiciliary Care Ltd,610.4
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45217,SOT0996220,Elite Domiciliary Care Ltd,610.4
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45217,SOT0996220,Elite Domiciliary Care Ltd,3466.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45219,SOT0996565,Elite Domiciliary Care Ltd,2027.4
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45217,SOT0993339,Elite Fostering,6642.24
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45211,SOT0992439,Elizabeth House Rest Home Ltd,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45225,SOT0999177,Elizabeth House Rest Home Ltd,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG206,Other establishments,45211,SOT0992439,Elizabeth House Rest Home Ltd,1456
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45211,SOT0992515,Elysium Healthcare/Adderley Green CC,28601.3
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45225,SOT0999254,Elysium Healthcare/Adderley Green CC,28601.3
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45211,SOT0992515,Elysium Healthcare/Adderley Green CC,21988.28
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45225,SOT0999254,Elysium Healthcare/Adderley Green CC,21988.28
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45211,SOT0992515,Elysium Healthcare/Adderley Green CC,30756.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45225,SOT0999254,Elysium Healthcare/Adderley Green CC,30756.5
Stoke City Council,4HDG,"Housing, Development & Growth",da100,Equipment  furniture and mater,45205,SOT0988522,Emmaus Staffordshire,1040
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DH100,Grants and subscriptions,45212,SOT0992870,Emmaus Staffordshire,6070
Stoke City Council,4HDG,"Housing, Development & Growth",cc104,Contract hire&operating leases,45203,SOT0990111,Enterprise Flex E Rent ,523.59
Stoke City Council,4HDG,"Housing, Development & Growth",cc104,Contract hire&operating leases,45217,SOT0995590,Enterprise Flex E Rent ,506.7
Stoke City Council,4SCHL,Schools,DE176,Services,45210,SOT0991960,Entrust Support Services Limited,785.75
Stoke City Council,4HDG,"Housing, Development & Growth",DA114,Equipment  furniture and mater,45217,SOT0993371,Environment Agency PSC-EP Team,920
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,BB103,Energy costs,45217,SOT0992606,E-ON Next Energy Limited,594.33
Stoke City Council,4HRADRC,Housing Development and Regen Capital,QXWBC,Works,45219,SOT0996712,EQUANS,926158.41
Stoke City Council,4HRADRC,Housing Development and Regen Capital,QXWBE,External Fees,45210,SOT0992217,ESD Engineering Services Design,751.87
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45205,SOT0990949,ESLAND NORTH LTD,6678.57
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45205,SOT0990950,ESLAND NORTH LTD,18214.29
Stoke City Council,4CAF,Children and Family Services,da100,Equipment  furniture and mater,45224,SOT0992634,Espo,522.3
Stoke City Council,4SUSP,Suspended Codes,DD100,Printing  stationery and gener,45203,SOT0989268,Espo,712.91
Stoke City Council,4CAF,Children and Family Services,GI160,Inter departmental ,45229,SOT0999926,REDACTED - Personal Data,850
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45215,SOT0993080,Evergreen Foster Care,21727.829999999998
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45211,SOT0992550,Every Sensation Care Ltd,9255
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45225,SOT0999289,Every Sensation Care Ltd,9255
Stoke City Council,4CAFSC,Children & Family services CAP,QXWBE,External Fees,45212,SOT0992630,Evolution Ecology Limited,2225
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWLE,External Fees,45203,SOT0990128,Evolution Ecology Limited,1997
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWLE,External Fees,45219,SOT0996648,Evolution Ecology Limited,4492
Stoke City Council,4SCHL,Schools,DF129,Communications and computing,45212,SOT0991235,E-Volve Technologies Support,1180.65
Stoke City Council,4SCHL,Schools,DF137,Communications and computing,45210,SOT0990859,E-Volve Technologies Support,1353.5
Stoke City Council,4SCHL,Schools,WXPIP,Schools Capital Balances,45210,SOT0990858,E-Volve Technologies Support,1645
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45205,SOT0990957,Excel Escort Solutions,23550
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DH100,Grants and subscriptions,45222,SOT0992732,Expert Citizens,27101
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DH100,Grants and subscriptions,45222,SOT0992734,Expert Citizens,51270
Stoke City Council,4PHC,Public Health Capital,QXPPP,Plant Machinery and Equipment,45210,SOT0976684,Facultatieve Technologies Limited,12252.5
Stoke City Council,4PHC,Public Health Capital,QXPPP,Plant Machinery and Equipment,45224,SOT0993102,Facultatieve Technologies Limited,105176.2
Stoke City Council,4PHC,Public Health Capital,QXPPP,Plant Machinery and Equipment,45229,SOT0993101,Facultatieve Technologies Limited,210352.4
Stoke City Council,4STAR,Strategy & Resources,BA100,Repairs alterations mtce of bu,45217,SOT0991227,Facultatieve Technologies Limited,3373.81
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45219,SOT0997214,Families First Fostering Ltd,67080.09
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45219,SOT0997211,Family Care Fostering Ltd,6853.64
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45205,SOT0990953,Family Care Residential,17110.36
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45215,SOT0988514,Family Links,1065
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45217,SOT0924256,Family Links,648
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45217,SOT0993340,FamilyPLacement Ltd,8692.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45211,SOT0992446,Farmhouse Rest Home,1200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45225,SOT0999184,Farmhouse Rest Home,1200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45211,SOT0992528,Ferndown Manor,2637.44
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45225,SOT0999267,Ferndown Manor,2637.44
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXCGR,Grant Payments,45219,SOT0997033,Fernlaw Properties Ltd,2465.07
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45215,SOT0993233,Fervid Healthcare,654
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45217,SOT0993456,Fervid Healthcare,1024.6
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45217,SOT0996219,Fervid Healthcare,1024.6
Stoke City Council,4HDG,"Housing, Development & Growth",DE105,Services,45217,SOT0993287,Fichtner Consulting Engineers Ltd,750
Stoke City Council,4HDG,"Housing, Development & Growth",ca105,Direct transport costs,45222,SOT0996176,Firow Limited,615.68
Stoke City Council,4HDG,"Housing, Development & Growth",cc104,Contract hire&operating leases,45203,SOT0989341,Firow Limited,3150
Stoke City Council,4HDG,"Housing, Development & Growth",cc104,Contract hire&operating leases,45203,SOT0989343,Firow Limited,2940
Stoke City Council,4HDG,"Housing, Development & Growth",cc104,Contract hire&operating leases,45203,SOT0990125,Firow Limited,3220
Stoke City Council,4HDG,"Housing, Development & Growth",cc104,Contract hire&operating leases,45203,SOT0990126,Firow Limited,3450
Stoke City Council,4HDG,"Housing, Development & Growth",cc104,Contract hire&operating leases,45205,SOT0990380,Firow Limited,1176.47
Stoke City Council,4HDG,"Housing, Development & Growth",cc104,Contract hire&operating leases,45217,SOT0995592,Firow Limited,1120
Stoke City Council,4HDG,"Housing, Development & Growth",cc104,Contract hire&operating leases,45217,SOT0995593,Firow Limited,3150
Stoke City Council,4HDG,"Housing, Development & Growth",cc104,Contract hire&operating leases,45217,SOT0995594,Firow Limited,2444
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45205,SOT0990985,First 4 Children Ltd,45754.96
Stoke City Council,4HRAHT,Housing Transformation,DK107,Miscellaneous expenses,45203,SOT0989380,First Legal,775.99
Stoke City Council,4HLCITY,Holding Acc City Renewal ,DE250,Services,45226,SOT0999494,First Potteries Limited,190589.84
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45219,SOT0997212,Five Rivers Child Care Limited,11519.52
Stoke City Council,4HDG,"Housing, Development & Growth",CA105,Direct transport costs,45226,000009094279988,FLETCHERS ACCIDENT RE,833.33
Stoke City Council,4HDG,"Housing, Development & Growth",CA105,Direct transport costs,45226,000009094279992,FLETCHERS ACCIDENT RE,1155.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45211,SOT0992499,Florence House,1390
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45225,SOT0999237,Florence House,1390
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45211,SOT0992499,Florence House,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45225,SOT0999237,Florence House,1950
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45211,SOT0992499,Florence House,7800
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45225,SOT0999237,Florence House,7800
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45211,SOT0992499,Florence House,-1390
