Transparency Report August 2024,,,,,,,,
Body Name,Service Code,Service Label,Exp Code,Exp Category Code,Date,Transaction Number,Supplier Name,Sum of Amount
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115935,Shelton Care Ltd (Residential Payments Only),38072.92
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115936,Shelton Care Ltd (Residential Payments Only),6946.52
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115936,Shelton Care Ltd (Residential Payments Only),24536.100000000002
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115937,Shelton Care Ltd (Residential Payments Only),7554.82
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115937,Shelton Care Ltd (Residential Payments Only),17719.02
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45532,SOT1115268,Shelton Care Ltd T/A Richmond Care Group,41242.39
Stoke City Council,4PUBH,Public Health,EA118,6EA1,45516,SOT1108571,Shelton Primary Care Centre,1722
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXABE,6XL,45520,SOT1108985,Sherwin Rivers Ltd,1060
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45518,SOT1109589,SHINY STARS DAY NURSERY TRENTHAM,1473.5
Stoke City Council,4CAF,Children and Family Services,EG223,6EG1,45506,SOT1106233,Side by Side Nursery,1089.66
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45513,SOT1108619,Side by Side Nursery,1485.71
Stoke City Council,4HDG,"Housing, Development & Growth",DA151,6DA1,45506,SOT1105132,Siemens Financial Services,11046.72
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105827,Silverdale Care Home Ltd,9537.28
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109698,Silverdale Care Home Ltd,9537.28
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115863,Silverdale Care Home Ltd,9537.28
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105827,Silverdale Care Home Ltd,12639.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109698,Silverdale Care Home Ltd,12639.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115863,Silverdale Care Home Ltd,12639.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105827,Silverdale Care Home Ltd,4282
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109698,Silverdale Care Home Ltd,4282
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115863,Silverdale Care Home Ltd,4282
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45505,SOT1105827,Silverdale Care Home Ltd,-1196.66
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109698,Silverdale Care Home Ltd,-1196.66
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1115863,Silverdale Care Home Ltd,-1196.66
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45532,SOT1113030,Small Talk Speech and Language Therapy Limited,590
Stoke City Council,4STAR,Strategy & Resources,BB102,6BB1,45506,SOT1106144,smartestenergy Ltd,172066.4
Stoke City Council,4STAR,Strategy & Resources,BB102,6BB1,45506,SOT1106194,smartestenergy Ltd,43015.34
Stoke City Council,4STARC,Strategy & Resources Capital,QXWBC,6XW,45520,SOT1109909,SMS Connections Ltd,578.76
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWBC,6XW,45513,SOT1107396,Sneyd Building Contractors,10048.7
Stoke City Council,4HRADRC,Housing Development and Regen Capital,QXWLE,6XFE,45534,SOT1116074,Solmek Ltd,13640
Stoke City Council,4HDG,"Housing, Development & Growth",de100,6DE1,45518,SOT1109377,Solon Security Ltd,793
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG429,6EG1,45516,SOT1109149,Solutions in Service Ltd,19166.84
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG433,6EG1,45516,SOT1109149,Solutions in Service Ltd,4415.5599999999995
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,6EG1,45505,SOT1105855,Sonic Gold Ltd,1446.66
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,6EG1,45519,SOT1109723,Sonic Gold Ltd,1446.66
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,6EG1,45533,SOT1115888,Sonic Gold Ltd,1446.66
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105855,Sonic Gold Ltd,3866
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105855,Sonic Gold Ltd,20899.86
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109723,Sonic Gold Ltd,3866
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109723,Sonic Gold Ltd,20899.86
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115888,Sonic Gold Ltd,3866
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115888,Sonic Gold Ltd,20899.86
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105855,Sonic Gold Ltd,15391.519999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109723,Sonic Gold Ltd,15391.519999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115888,Sonic Gold Ltd,15391.519999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105855,Sonic Gold Ltd,12275.560000000001
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109723,Sonic Gold Ltd,12275.560000000001
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1115888,Sonic Gold Ltd,12275.560000000001
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG210,6EG1,45505,SOT1105855,Sonic Gold Ltd,2000
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG210,6EG1,45519,SOT1109723,Sonic Gold Ltd,2000
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG210,6EG1,45533,SOT1115888,Sonic Gold Ltd,2000
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45505,SOT1105855,Sonic Gold Ltd,-677.46
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109723,Sonic Gold Ltd,-677.46
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1115888,Sonic Gold Ltd,-677.46
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1115888,Sonic Gold Ltd,-534.48
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45505,SOT1105855,Sonic Gold Ltd,-633.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45519,SOT1109723,Sonic Gold Ltd,-633.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45533,SOT1115888,Sonic Gold Ltd,-633.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105975,Sonic Platinum Ltd,1768
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109839,Sonic Platinum Ltd,1768
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1116000,Sonic Platinum Ltd,1768
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105975,Sonic Platinum Ltd,1976
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109839,Sonic Platinum Ltd,1976
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1116000,Sonic Platinum Ltd,1976
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45505,SOT1105975,Sonic Platinum Ltd,-577.26
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109839,Sonic Platinum Ltd,-577.26
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1116000,Sonic Platinum Ltd,-577.26
Stoke City Council,4HDG,"Housing, Development & Growth",EG100,6EG1,45516,SOT1109047,S-O-T & District Gingerbread                     <,7929.65
Stoke City Council,4HDG,"Housing, Development & Growth",EG100,6EG1,45516,SOT1109048,S-O-T & District Gingerbread                     <,8552.15
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45534,SOT1116160,SoT Private Hire,2535
Stoke City Council,4CAF,Children and Family Services,DF126,6DF1,45525,SOT1103804,Specialist Computer Centres Ltd,5300.6
Stoke City Council,4CITD,City Director,DF100,6DF1,45511,SOT1099135,Specialist Computer Centres Ltd,3871.15
Stoke City Council,4CITD,City Director,DF126,6DF1,45511,SOT1099135,Specialist Computer Centres Ltd,774.23
Stoke City Council,4HDG,"Housing, Development & Growth",DF100,6DF1,45511,SOT1099135,Specialist Computer Centres Ltd,774.23
Stoke City Council,4STAR,Strategy & Resources,DF123,6DF1,45511,SOT1099136,Specialist Computer Centres Ltd,1088
Stoke City Council,4STAR,Strategy & Resources,DF123,6DF1,45513,SOT1101256,Specialist Computer Centres Ltd,714
Stoke City Council,4STAR,Strategy & Resources,DF126,6DF1,45511,SOT1099135,Specialist Computer Centres Ltd,774.23
Stoke City Council,4STAR,Strategy & Resources,DF126,6DF1,45511,SOT1099135,Specialist Computer Centres Ltd,1548.46
Stoke City Council,4STAR,Strategy & Resources,DF126,6DF1,45534,SOT1116162,Specialist Computer Centres Ltd,9525.9
Stoke City Council,4STARC,Strategy & Resources Capital,QXPIP,6XM,45532,SOT1107327,Specialist Computer Centres Ltd,517.96
Stoke City Council,4STAR,Strategy & Resources,de100,6DE1,45516,SOT1109001,Specsavers Optical Superstores,2550
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG433,6EG1,45516,SOT1109153,Spectrum Housing,520
Stoke City Council,4HDG,"Housing, Development & Growth",DA100,6DA1,45532,SOT1115360,SPJ Electrical and Security,822
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45523,SOT1110581,Sporting stars CIC,4345.75
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45523,SOT1110582,Sporting stars CIC,1955.37
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45525,SOT1113697,Sporting stars CIC,995.88
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45523,SOT1110581,Sporting stars CIC,121969.73
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45523,SOT1110582,Sporting stars CIC,67542.7
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45525,SOT1113697,Sporting stars CIC,38804.22
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45532,SOT1113698,Sporting stars CIC,22118.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105862,Springbank Nursing Home,3654
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109731,Springbank Nursing Home,2082.5699999999997
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115895,Springbank Nursing Home,3654
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105862,Springbank Nursing Home,1890
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109731,Springbank Nursing Home,1890
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115895,Springbank Nursing Home,1890
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1116020,Springfield Manor Care Home,7571.43
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1116020,Springfield Manor Care Home,9315
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1116020,Springfield Manor Care Home,-2119.01
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45533,SOT1116020,Springfield Manor Care Home,-1992.31
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG429,6EG1,45516,SOT1109104,St Andrews Healthcare,18200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG433,6EG1,45516,SOT1109104,St Andrews Healthcare,8861.52
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45532,SOT1114409,St Benedicts Care Solutions,30335.72
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45534,SOT1115702,St Dominic`S Priory School,3333.33
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45511,SOT1106747,St Ives Barristers Ltd,3500
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45511,SOT1106750,St Ives Barristers Ltd,2100
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45513,SOT1107850,St Ives Barristers Ltd,1500
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45513,SOT1107853,St Ives Barristers Ltd,1200
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45513,SOT1107855,St Ives Barristers Ltd,750
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45513,SOT1107856,St Ives Barristers Ltd,900
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45513,SOT1107857,St Ives Barristers Ltd,875
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45520,SOT1109880,St Ives Barristers Ltd,15650
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45525,SOT1110739,St Ives Barristers Ltd,1500
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45525,SOT1110740,St Ives Barristers Ltd,900
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45525,SOT1110741,St Ives Barristers Ltd,1400
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45525,SOT1110746,St Ives Barristers Ltd,750
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45525,SOT1110747,St Ives Barristers Ltd,900
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45525,SOT1110748,St Ives Barristers Ltd,750
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45532,SOT1114419,St Ives Barristers Ltd,1100
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45532,SOT1114421,St Ives Barristers Ltd,1250
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45532,SOT1115187,St Ives Barristers Ltd,850
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45532,SOT1115188,St Ives Barristers Ltd,850
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45532,SOT1115189,St Ives Barristers Ltd,750
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45532,SOT1115192,St Ives Barristers Ltd,2000
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45532,SOT1115256,St Ives Barristers Ltd,675
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45532,SOT1115257,St Ives Barristers Ltd,750
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45532,SOT1115349,St Ives Barristers Ltd,900
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45532,SOT1115350,St Ives Barristers Ltd,750
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45532,SOT1115351,St Ives Barristers Ltd,900
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45527,SOT1114309,St Joseph`s Preparatory School,2333
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45527,SOT1114310,St Joseph`s Preparatory School,3166.66
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45527,SOT1114311,St Joseph`s Preparatory School,666.66
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105978,St Joseph’s Convent Nursing Home,1690
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109842,St Joseph’s Convent Nursing Home,1690
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1116003,St Joseph’s Convent Nursing Home,1690
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45505,SOT1105978,St Joseph’s Convent Nursing Home,-675.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109842,St Joseph’s Convent Nursing Home,-675.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1116003,St Joseph’s Convent Nursing Home,-675.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105962,St Petroc`s House,1919.16
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109828,St Petroc`s House,1919.16
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115990,St Petroc`s House,1919.16
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45525,SOT1110749,St Philips Chambers,750
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115873,St Quentin Residential Homes Ltd,1755
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105838,St Quentin Residential Homes Ltd,13022.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109708,St Quentin Residential Homes Ltd,13022.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115873,St Quentin Residential Homes Ltd,13022.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105838,St Quentin Residential Homes Ltd,8467.58
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109708,St Quentin Residential Homes Ltd,8467.58
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1115873,St Quentin Residential Homes Ltd,8467.58
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45505,SOT1105838,St Quentin Residential Homes Ltd,-1028.1
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45519,SOT1109708,St Quentin Residential Homes Ltd,-1028.1
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45533,SOT1115873,St Quentin Residential Homes Ltd,-1028.1
Stoke City Council,4CITD,City Director,dh101,6DH1,45511,SOT1096883,Staffordshire Chamber Of Commerce & Industry Ltd,15418.22
Stoke City Council,4CITD,City Director,dh101,6DH1,45511,SOT1096884,Staffordshire Chamber Of Commerce & Industry Ltd,12759.07
Stoke City Council,4CITD,City Director,dh101,6DH1,45525,SOT1103331,Staffordshire Chamber Of Commerce & Industry Ltd,3714
Stoke City Council,4CAF,Children and Family Services,ab614,6AB6,45523,SOT1109973,Staffordshire County Council,89642.81
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45523,SOT1110573,Staffordshire County Council,2711.26
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45523,SOT1110574,Staffordshire County Council,1641.6
Stoke City Council,4CAF,Children and Family Services,de100,6DE1,45527,SOT1109326,Staffordshire County Council,1000
Stoke City Council,4CIVIC,Civic and Corporate Expenses,ab614,6AB6,45532,SOT1115337,Staffordshire County Council,70808.37
Stoke City Council,4CLGF,Non Departmental Costs,EC100,6EC1,45523,SOT1109973,Staffordshire County Council,18360.58
Stoke City Council,4CLGF,Non Departmental Costs,EC107,6EC1,45523,SOT1109973,Staffordshire County Council,152407
Stoke City Council,4CLGF,Non Departmental Costs,ec108,6EC1,45523,SOT1109973,Staffordshire County Council,13246.17
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45525,SOT1113690,Staffordshire County Council,23305
Stoke City Council,4DSG,Dedicated Schools Grant,EC105,6EC1,45518,SOT1108606,Staffordshire County Council,12500
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DE410,6DE1,45516,SOT1098833,Staffordshire County Council,16875
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG173,6EG1,45511,SOT1106612,Staffordshire County Council,15865.74
Stoke City Council,4STAR,Strategy & Resources,IB200,6IB2,45523,SOT1109973,Staffordshire County Council,-121991.67
Stoke City Council,4CITD,City Director,DA100,6DA1,45511,SOT1106497,Staffordshire Flooring Ltd,1039.5
Stoke City Council,4CAF,Children and Family Services,DE113,6DE1,45525,SOT1110730,Staffordshire North & S-o-T Citizens Advice Bureau,18734.95
Stoke City Council,4CITD,City Director,dh101,6DH1,45511,SOT1106652,Staffordshire North & S-o-T Citizens Advice Bureau,27675.26
Stoke City Council,4HDG,"Housing, Development & Growth",EG100,6EG1,45516,SOT1109044,Staffordshire North & S-o-T Citizens Advice Bureau,3846.15
Stoke City Council,4CAF,Children and Family Services,de100,6DE1,45506,SOT1105150,Staffordshire Paediatric Occupational Therapy,3341.25
Stoke City Council,4CAF,Children and Family Services,DE113,6DE1,45513,SOT1108624,Staffordshire Paediatric Occupational Therapy,709
Stoke City Council,4STAR,Strategy & Resources,DE113,6DE1,45527,SOT1114368,Staffordshire Pension Fund,3855
Stoke City Council,4HDG,"Housing, Development & Growth",de100,6DE1,45527,SOT1110808,Staffordshire Police,5000
Stoke City Council,4CITD,City Director,dh101,6DH1,45525,SOT1103334,Staffordshire University,49912.29
Stoke City Council,4CITD,City Director,dh101,6DH1,45518,SOT1109455,Staffs Association for Black Lives Equality CIC,2000
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,6XW,45506,SOT1105732,Stannah Stairlifts Ltd                            ,8262
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,6XW,45516,SOT1108953,Stannah Stairlifts Ltd                            ,3600
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,6XW,45516,SOT1109027,Stannah Stairlifts Ltd                            ,3510
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,6XW,45516,SOT1109028,Stannah Stairlifts Ltd                            ,7216
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,6XW,45516,SOT1109030,Stannah Stairlifts Ltd                            ,3758
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,6XW,45525,SOT1111249,Stannah Stairlifts Ltd                            ,3311
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,6XW,45525,SOT1111250,Stannah Stairlifts Ltd                            ,8382
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,6XW,45527,SOT1114253,Stannah Stairlifts Ltd                            ,2822
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,6XW,45534,SOT1116103,Stannah Stairlifts Ltd                            ,3095
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,BA100,6BA1,45506,SOT1105745,Stannah Stairlifts Ltd                            ,2260
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45511,SOT1106767,Stantons of Stoke,3572.86
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45511,SOT1106768,Stantons of Stoke,14729.25
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45511,SOT1106769,Stantons of Stoke,27895.65
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45520,SOT1110291,Stantons of Stoke,19639
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45523,SOT1110292,Stantons of Stoke,5423.8
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45523,SOT1110293,Stantons of Stoke,721.8
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45523,SOT1110294,Stantons of Stoke,26470.4
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45523,SOT1110566,Stantons of Stoke,19852.8
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45527,SOT1113923,Stantons of Stoke,721.8
Stoke City Council,4HDG,"Housing, Development & Growth",DE250,6DE1,45513,SOT1105468,Stantons of Stoke,3959.12
Stoke City Council,4CAF,Children and Family Services,DA100,6DA1,45533,000009830994664,STAYWHENEVER LTD,1000
Stoke City Council,4CAF,Children and Family Services,EG219,6EG1,45533,000009788675498,STAYWHENEVER LTD,1000
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105825,Stoke 365  Limited,13916.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105825,Stoke 365  Limited,1207.14
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109696,Stoke 365  Limited,15806.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115861,Stoke 365  Limited,14861.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105825,Stoke 365  Limited,3646.58
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109696,Stoke 365  Limited,3646.58
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115861,Stoke 365  Limited,3646.58
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105825,Stoke 365  Limited,1800
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109696,Stoke 365  Limited,1800
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1115861,Stoke 365  Limited,1800
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45505,SOT1105825,Stoke 365  Limited,-2054.1
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109696,Stoke 365  Limited,-2054.1
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1115861,Stoke 365  Limited,-2054.1
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,6EG1,45505,SOT1105930,STOKE 365 LTD Formerly Magna Cura Ltd,1024
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,6EG1,45519,SOT1109797,STOKE 365 LTD Formerly Magna Cura Ltd,1024
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,6EG1,45533,SOT1115961,STOKE 365 LTD Formerly Magna Cura Ltd,1024
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105930,STOKE 365 LTD Formerly Magna Cura Ltd,24654.339999999993
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109797,STOKE 365 LTD Formerly Magna Cura Ltd,19061.479999999996
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115961,STOKE 365 LTD Formerly Magna Cura Ltd,21194.679999999997
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105930,STOKE 365 LTD Formerly Magna Cura Ltd,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109797,STOKE 365 LTD Formerly Magna Cura Ltd,1300
