Transparency Report June 2023,,,,,,,,
Body Name,Service Code,Service Label,Exp Code,Expenditure Category Lvl 6,Date,Transaction Number,Supplier Name,Total
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45099.999444444446,SOT0948654,Anchor Fostercare,4203.05
Stoke City Council,4CAF,Children and Family Services,EA147,Independent units within CC,45104.999444444446,SOT0950279,ANEW Young People Services Limited,1860
Stoke City Council,4CAF,Children and Family Services,EA147,Independent units within CC,45104.999444444446,SOT0952732,ANEW Young People Services Limited,2325
Stoke City Council,4CAF,Children and Family Services,EA147,Independent units within CC,45104.999444444446,SOT0950281,ANEW Young People Services Limited,4428.57
Stoke City Council,4CAF,Children and Family Services,EA147,Independent units within CC,45104.999444444446,SOT0952734,ANEW Young People Services Limited,5535.71
Stoke City Council,4CAF,Children and Family Services,EA147,Independent units within CC,45104.999444444446,SOT0950277,ANEW Young People Services Limited,6890.85
Stoke City Council,4CAF,Children and Family Services,EA147,Independent units within CC,45104.999444444446,SOT0950283,ANEW Young People Services Limited,6890.85
Stoke City Council,4CAF,Children and Family Services,EA147,Independent units within CC,45104.999444444446,SOT0952730,ANEW Young People Services Limited,8613.57
Stoke City Council,4CAF,Children and Family Services,EA147,Independent units within CC,45104.999444444446,SOT0952736,ANEW Young People Services Limited,8613.57
Stoke City Council,4CAF,Children and Family Services,EA147,Independent units within CC,45092.999444444446,SOT0946162,ANEW Young People Services Limited,6664.28
Stoke City Council,4CAF,Children and Family Services,EA147,Independent units within CC,45092.999444444446,SOT0946161,ANEW Young People Services Limited,7292.71
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45078.999444444446,SOT0940560,Ansa Transport,870
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45099.999444444446,SOT0948885,Ash House Care Ltd,39642.01
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45097.999444444446,SOT0947122,Ashwood Children Care Homes,24357.14
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45088.999444444446,SOT0944093,AspireOne Care Ltd,960
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45088.999444444446,SOT0944091,AspireOne Care Ltd,16164.33
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45088.999444444446,SOT0944092,AspireOne Care Ltd,16213.8
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45097.999444444446,SOT0947120,Aspris Children`s Services,23483.51
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45104.999444444446,SOT0952464,Aspris Children`s Services,18275.52
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45104.999444444446,SOT0952463,Aspris Children`s Services,19580.91
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45104.999444444446,SOT0952462,Aspris Children`s Services,20233.61
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45104.999444444446,SOT0952465,Aspris Children`s Services,21095.06
Stoke City Council,4CAF,Children and Family Services,DH105,Grants and subscriptions,45097.999444444446,SOT0947189,Associated Board Of The Royal Schools Of Music,1097
Stoke City Council,4CAF,Children and Family Services,EG218,Other establishments,45083.999444444446,SOT0942460,Atkinson Lewis,3604
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0946109,Aurora Hanley School,13238.99
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45085.999444444446,SOT0942889,Autocab Private Hire,36020.09
Stoke City Council,4CAF,Children and Family Services,EH104,Private contractors,45085.999444444446,SOT0942889,Autocab Private Hire,734.28
Stoke City Council,4CAF,Children and Family Services,CD104,Public transport,45085.999444444446,SOT0942889,Autocab Private Hire,1694.77
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45097.999444444446,SOT0947313,Beechfield Education,1071
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45090.999444444446,SOT0945563,Beechfield Education,1563
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947313,Beechfield Education,31518
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947314,Beechfield Education,51120
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945563,Beechfield Education,37702.2
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945544,Beechfield Education,57936
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45097.999444444446,SOT0947544,Beechfield Education,1620
Stoke City Council,4CAF,Children and Family Services,EG133,Other establishments,45097.999444444446,SOT0947127,Belmont Residential Care,21390
Stoke City Council,4CAF,Children and Family Services,EG133,Other establishments,45105.999444444446,SOT0953017,Bespoke Transitions,1022.97
Stoke City Council,4CAF,Children and Family Services,EG133,Other establishments,45105.999444444446,SOT0953008,Bespoke Transitions,2214.29
Stoke City Council,4CAF,Children and Family Services,EG133,Other establishments,45105.999444444446,SOT0953010,Bespoke Transitions,2214.29
Stoke City Council,4CAF,Children and Family Services,EG133,Other establishments,45105.999444444446,SOT0953012,Bespoke Transitions,3720
Stoke City Council,4CAF,Children and Family Services,EG133,Other establishments,45105.999444444446,SOT0953015,Bespoke Transitions,3720
Stoke City Council,4CAF,Children and Family Services,EA147,Independent units within CC,45105.999444444446,SOT0953019,Bespoke Transitions,3708.27
Stoke City Council,4CAF,Children and Family Services,EA147,Independent units within CC,45105.999444444446,SOT0953027,Bespoke Transitions,3964.01
Stoke City Council,4CAF,Children and Family Services,EA147,Independent units within CC,45105.999444444446,SOT0953029,Bespoke Transitions,3964.01
Stoke City Council,4CAF,Children and Family Services,EA147,Independent units within CC,45105.999444444446,SOT0953025,Bespoke Transitions,4650
Stoke City Council,4CAF,Children and Family Services,EA147,Independent units within CC,45102.999444444446,SOT0949093,Bespoke Transitions Limited,1925
Stoke City Council,4CAF,Children and Family Services,EG221,Other establishments,45090.999444444446,SOT0943295,Bespoke Transitions Limited,4340
Stoke City Council,4CAF,Children and Family Services,EG221,Other establishments,45090.999444444446,SOT0945382,Bespoke Transitions Limited,4480
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45099.999444444446,SOT0948653,BIRMINGHAM CHILDREN`S TRUST,654.6
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45083.999444444446,SOT0942865,BIRMINGHAM CHILDREN`S TRUST,2618.4
Stoke City Council,4CAF,Children and Family Services,DB104,Catering,45085.999444444446,SOT0940912,Blakemore Food Service Ltd,25464.510000000002
Stoke City Council,4CAF,Children and Family Services,DB104,Catering,45090.999444444446,SOT0943595,Blakemore Food Service Ltd,31876.61
Stoke City Council,4CAF,Children and Family Services,EG100,Other establishments,45095.999444444446,SOT0946690,Blessed William Howard Catholic High School,1800
Stoke City Council,4CAF,Children and Family Services,EG218,Other establishments,45092.999444444446,SOT0946106,Blinded Faith,2368.45
Stoke City Council,4CAF,Children and Family Services,EG218,Other establishments,45095.999444444446,SOT0946813,Blinded Faith,1500
Stoke City Council,4CAF,Children and Family Services,EG229,Other establishments,45102.999444444446,SOT0949234,Blinded Faith,15648.09
Stoke City Council,4CAF,Children and Family Services,EG229,Other establishments,45095.999444444446,SOT0946825,Blinded Faith,17008.59
Stoke City Council,4CAF,Children and Family Services,EG229,Other establishments,45088.999444444446,SOT0944078,Blinded Faith,15255.69
Stoke City Council,4CAF,Children and Family Services,EG229,Other establishments,45081.999444444446,SOT0942129,Blinded Faith,15486.09
Stoke City Council,4CAF,Children and Family Services,EA147,Independent units within CC,45104.999444444446,SOT0950291,Blinded Faith,14809.14
Stoke City Council,4CAF,Children and Family Services,EA147,Independent units within CC,45104.999444444446,SOT0952744,Blinded Faith,18511.43
Stoke City Council,4CAF,Children and Family Services,EA147,Independent units within CC,45106.999444444446,SOT0953221,Blinded Faith,5374.29
Stoke City Council,4CAF,Children and Family Services,EG219,Other establishments,45090.999444444446,SOT0944258,Blinded Faith,564.8
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947510,Bluebell School Ltd,5223.93
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947511,Bluebell School Ltd,5223.93
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947512,Bluebell School Ltd,5223.93
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947513,Bluebell School Ltd,5223.93
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947514,Bluebell School Ltd,5223.93
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947515,Bluebell School Ltd,5223.93
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947516,Bluebell School Ltd,5223.93
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947522,Bluebell School Ltd,5223.93
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947523,Bluebell School Ltd,5223.93
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947524,Bluebell School Ltd,5223.93
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947531,Bluebell School Ltd,5223.93
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947532,Bluebell School Ltd,5223.93
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947537,Bluebell School Ltd,5223.93
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947504,Bluebell School Ltd,5223.93
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947509,Bluebell School Ltd,5223.93
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947517,Bluebell School Ltd,5857.18
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947518,Bluebell School Ltd,5857.18
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947519,Bluebell School Ltd,5857.18
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947520,Bluebell School Ltd,5857.18
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947525,Bluebell School Ltd,5857.18
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947526,Bluebell School Ltd,5857.18
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947533,Bluebell School Ltd,5857.18
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947534,Bluebell School Ltd,5857.18
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947538,Bluebell School Ltd,5857.18
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947539,Bluebell School Ltd,5857.18
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947540,Bluebell School Ltd,5857.18
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947527,Bluebell School Ltd,7756.76
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947528,Bluebell School Ltd,7756.76
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947529,Bluebell School Ltd,7756.76
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947530,Bluebell School Ltd,7756.76
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947535,Bluebell School Ltd,7756.76
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45097.999444444446,SOT0947536,Bluebell School Ltd,7756.76
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945568,Bluebell School Ltd,3072.9
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945569,Bluebell School Ltd,3072.9
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945570,Bluebell School Ltd,3072.9
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945571,Bluebell School Ltd,3072.9
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945572,Bluebell School Ltd,3072.9
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945573,Bluebell School Ltd,3072.9
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945574,Bluebell School Ltd,3072.9
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945575,Bluebell School Ltd,3072.9
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945576,Bluebell School Ltd,3072.9
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945577,Bluebell School Ltd,3072.9
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945578,Bluebell School Ltd,3072.9
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945579,Bluebell School Ltd,3072.9
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945580,Bluebell School Ltd,3072.9
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945581,Bluebell School Ltd,3072.9
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945546,Bluebell School Ltd,3072.9
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945556,Bluebell School Ltd,3445.4
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945557,Bluebell School Ltd,3445.4
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945558,Bluebell School Ltd,3445.4
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945559,Bluebell School Ltd,3445.4
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945560,Bluebell School Ltd,3445.4
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945561,Bluebell School Ltd,3445.4
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945562,Bluebell School Ltd,3445.4
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945564,Bluebell School Ltd,3445.4
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945565,Bluebell School Ltd,3445.4
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945566,Bluebell School Ltd,3445.4
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945567,Bluebell School Ltd,3445.4
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945550,Bluebell School Ltd,4190.3
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945551,Bluebell School Ltd,4562.8
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945552,Bluebell School Ltd,4562.8
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945553,Bluebell School Ltd,4562.8
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945554,Bluebell School Ltd,4562.8
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45090.999444444446,SOT0945555,Bluebell School Ltd,4562.8
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0948803,Bluebell School Ltd,4609.35
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952635,Bluebell School Ltd,4609.35
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952636,Bluebell School Ltd,4609.35
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952637,Bluebell School Ltd,4609.35
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952639,Bluebell School Ltd,4609.35
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952640,Bluebell School Ltd,4609.35
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952641,Bluebell School Ltd,4609.35
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952643,Bluebell School Ltd,4609.35
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952644,Bluebell School Ltd,4609.35
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952645,Bluebell School Ltd,4609.35
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952647,Bluebell School Ltd,4609.35
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952649,Bluebell School Ltd,4609.35
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952654,Bluebell School Ltd,4609.35
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952655,Bluebell School Ltd,4609.35
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952656,Bluebell School Ltd,4609.35
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952624,Bluebell School Ltd,5168.1
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952626,Bluebell School Ltd,5168.1
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952627,Bluebell School Ltd,5168.1
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952628,Bluebell School Ltd,5168.1
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952631,Bluebell School Ltd,5168.1
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952632,Bluebell School Ltd,5168.1
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952633,Bluebell School Ltd,5168.1
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952634,Bluebell School Ltd,5168.1
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952651,Bluebell School Ltd,5168.1
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952652,Bluebell School Ltd,5168.1
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952653,Bluebell School Ltd,5168.1
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952581,Bluebell School Ltd,6844.2
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952619,Bluebell School Ltd,6844.2
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952620,Bluebell School Ltd,6844.2
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952621,Bluebell School Ltd,6844.2
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952622,Bluebell School Ltd,6844.2
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45104.999444444446,SOT0952623,Bluebell School Ltd,6844.2
Stoke City Council,4CAF,Children and Family Services,eg223,Other establishments,45104.999444444446,SOT0949374,Bobbles Day Nursery,3274
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45104.999444444446,SOT0949509,Bobby's Removals,650
Stoke City Council,4CAF,Children and Family Services,DB104,Catering,45081.999444444446,SOT0942070,Booker,582.09
Stoke City Council,4CAF,Children and Family Services,EG133,Other establishments,45099.999444444446,SOT0948667,Bridging Gaps Fostering Agency,3400
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45104.999444444446,SOT0949484,Brittannia Travel,21384.719999999998
Stoke City Council,4CAF,Children and Family Services,eg223,Other establishments,45083.999444444446,SOT0942561,Brook Cottage Childminding,635.44
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45083.999444444446,SOT0942521,Busybugs,3333.33
Stoke City Council,4CAF,Children and Family Services,DB104,Catering,45085.999444444446,SOT0943597,C..A..BENGRY LTD.,2973.51
Stoke City Council,4CAF,Children and Family Services,DB104,Catering,45099.999444444446,SOT0948715,C..A..BENGRY LTD.,3222.39
Stoke City Council,4CAF,Children and Family Services,DB104,Catering,45078.999444444446,SOT0940911,C..A..BENGRY LTD.,3698.72
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45092.999444444446,SOT0945886,CabAbility,3458
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45092.999444444446,SOT0945885,CabAbility,2660
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45092.999444444446,SOT0945897,CabAbility,2660
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45092.999444444446,SOT0945898,CabAbility,2660
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45092.999444444446,SOT0945895,CabAbility,3135
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45092.999444444446,SOT0945894,CabAbility,3325
