Transparency Report May 2023,,,,,,,,
Body Name,Service Code,Service Label,Exp Code,Expenditure Category Lvl 6,Date,Transaction Number,Supplier Name,Total
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45064.999444444446,SOT0934679,AspireOne Care Ltd,16213.8
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934731,Aspris Children`s Services,29238.15
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934730,Aspris Children`s Services,29749.82
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934732,Aspris Children`s Services,30290.72
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934726,Aspris Children`s Services,33859.14
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934734,Aspris Children`s Services,33859.14
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934728,Aspris Children`s Services,35869.26
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934733,Aspris Children`s Services,36272.29
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45076.999444444446,SOT0937264,Aspris Children`s Services,-7124.54
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45076.999444444446,SOT0937262,Aspris Children`s Services,20078.26
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45060.999444444446,SOT0932097,Aspris Children`s Services,20414.57
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934742,Aspris Children`s Services - Strathmore College,-14029
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934768,Aspris Children`s Services - Strathmore College,18098.329999999998
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934771,Aspris Children`s Services - Strathmore College,4165.53
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934763,Aspris Children`s Services - Strathmore College,4379.6
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934775,Aspris Children`s Services - Strathmore College,4618.3
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934756,Aspris Children`s Services - Strathmore College,4834.42
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934776,Aspris Children`s Services - Strathmore College,5828.86
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934747,Aspris Children`s Services - Strathmore College,5836.38
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934787,Aspris Children`s Services - Strathmore College,7250.67
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934789,Aspris Children`s Services - Strathmore College,7532
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934767,Aspris Children`s Services - Strathmore College,7888.86
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934782,Aspris Children`s Services - Strathmore College,10276.14
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934760,Aspris Children`s Services - Strathmore College,12602.19
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934783,Aspris Children`s Services - Strathmore College,13312.11
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934786,Aspris Children`s Services - Strathmore College,13694.77
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934788,Aspris Children`s Services - Strathmore College,13966
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934784,Aspris Children`s Services - Strathmore College,14029
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934754,Aspris Children`s Services - Strathmore College,14337.67
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934758,Aspris Children`s Services - Strathmore College,14401.96
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934766,Aspris Children`s Services - Strathmore College,14481.98
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934769,Aspris Children`s Services - Strathmore College,15021.6
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934752,Aspris Children`s Services - Strathmore College,15142.32
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934750,Aspris Children`s Services - Strathmore College,15860.1
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934740,Aspris Children`s Services - Strathmore College,16524.2
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934743,Aspris Children`s Services - Strathmore College,16679.46
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934785,Aspris Children`s Services - Strathmore College,16906.87
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934745,Aspris Children`s Services - Strathmore College,18098.33
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45064.999444444446,SOT0934751,Aspris Children`s Services - Strathmore College,19384.41
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45050.999444444446,SOT0923297,Attachment Works Ltd,590
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45069.999444444446,SOT0936238,Aurora Hanley School,-1095.37
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45069.999444444446,SOT0936213,Aurora Hanley School,8375.45
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45069.999444444446,SOT0936231,Aurora Hanley School,287052.11
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45055.999444444446,SOT0931028,Autocab Private Hire,78309.44
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45050.999444444446,SOT0929312,Autocab Private Hire,1440
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45050.999444444446,SOT0929315,Autocab Private Hire,4468
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0931713,Autocab Private Hire,504
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0931721,Autocab Private Hire,554.4
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0929317,Autocab Private Hire,642.6
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0931730,Autocab Private Hire,684
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0931719,Autocab Private Hire,756
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0931720,Autocab Private Hire,803.25
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0931717,Autocab Private Hire,1008
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0931718,Autocab Private Hire,1124.55
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0931715,Autocab Private Hire,1159.2
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0931716,Autocab Private Hire,1231.65
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0931722,Autocab Private Hire,1787.2
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0929313,Autocab Private Hire,1800
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0931725,Autocab Private Hire,1800
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0931728,Autocab Private Hire,2400
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0929314,Autocab Private Hire,2457.4
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0931726,Autocab Private Hire,2640
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0931727,Autocab Private Hire,2760
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0931724,Autocab Private Hire,3127.6
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0929309,Autocab Private Hire,3710
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0931731,Autocab Private Hire,4230
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0931723,Autocab Private Hire,4468
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0929316,Autocab Private Hire,4914.8
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0931939,Autocab Private Hire,5600
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0931943,Autocab Private Hire,5860
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45057.999444444446,SOT0929310,Autocab Private Hire,5895
Stoke City Council,4CAF,Children and Family Services,eh104,Private contractors,45055.999444444446,SOT0931028,Autocab Private Hire,1589.31
Stoke City Council,4CAF,Children and Family Services,cd104,Public transport,45055.999444444446,SOT0931028,Autocab Private Hire,3155.37
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45055.999444444446,SOT0931166,Beechfield Education,714
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45055.999444444446,SOT0931166,Beechfield Education,21012
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45055.999444444446,SOT0931165,Beechfield Education,32694
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45071.999444444446,SOT0930824,Beechfield Education,900
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45060.999444444446,SOT0932088,Belmont Residential Care,20700
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45060.999444444446,SOT0932073,Benjamin UK,17121.3
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45050.999444444446,SOT0929132,Bespoke Transitions Limited,1022.96
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45050.999444444446,SOT0929156,Bespoke Transitions Limited,1350.83
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45050.999444444446,SOT0929162,Bespoke Transitions Limited,1935.8
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45050.999444444446,SOT0929108,Bespoke Transitions Limited,2205.7
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45050.999444444446,SOT0929137,Bespoke Transitions Limited,2205.7
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45050.999444444446,SOT0929139,Bespoke Transitions Limited,2975
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45050.999444444446,SOT0929105,Bespoke Transitions Limited,3710
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45050.999444444446,SOT0929141,Bespoke Transitions Limited,3710
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45050.999444444446,SOT0929160,Bespoke Transitions Limited,3710
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45050.999444444446,SOT0929103,Bespoke Transitions Limited,3964
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45050.999444444446,SOT0929135,Bespoke Transitions Limited,4515
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45050.999444444446,SOT0929158,Bespoke Transitions Limited,4690
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45071.999444444446,SOT0937210,Bespoke Transitions Limited,557.16
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45071.999444444446,SOT0937204,Bespoke Transitions Limited,2147.14
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45071.999444444446,SOT0937200,Bespoke Transitions Limited,2147.14
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45071.999444444446,SOT0937235,Bespoke Transitions Limited,2835
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45071.999444444446,SOT0937226,Bespoke Transitions Limited,2941.04
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45071.999444444446,SOT0937207,Bespoke Transitions Limited,3605
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45071.999444444446,SOT0937233,Bespoke Transitions Limited,3605
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45071.999444444446,SOT0937237,Bespoke Transitions Limited,3836.14
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45071.999444444446,SOT0937202,Bespoke Transitions Limited,3836.14
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45071.999444444446,SOT0937229,Bespoke Transitions Limited,3836.14
Stoke City Council,4CAF,Children and Family Services,ea147,Independent units within CC,45071.999444444446,SOT0937220,Bespoke Transitions Limited,4480
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45055.999444444446,SOT0930670,BIRMINGHAM CHILDREN`S TRUST,20573.14
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45069.999444444446,SOT0936011,Birmingham City Council,-7874.96
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45069.999444444446,SOT0934320,Birmingham City Council,7874.96
Stoke City Council,4CAF,Children and Family Services,eg223,Other establishments,45071.999444444446,SOT0937188,Bizzy Bodz Day Nursery,850.26
Stoke City Council,4CAF,Children and Family Services,DB104,Catering,45050.999444444446,SOT0929409,Blakemore Food Service Ltd,33338.39
Stoke City Council,4CAF,Children and Family Services,DB104,Catering,45050.999444444446,SOT0929354,Blakemore Food Service Ltd,30235.65
Stoke City Council,4CAF,Children and Family Services,DB104,Catering,45050.999444444446,SOT0929471,Blakemore Food Service Ltd,38524.37
Stoke City Council,4CAF,Children and Family Services,DB104,Catering,45050.999444444446,SOT0929473,Blakemore Food Service Ltd,40496.3
Stoke City Council,4CAF,Children and Family Services,DB104,Catering,45076.999444444446,SOT0940360,Blakemore Food Service Ltd,39836.35
Stoke City Council,4CAF,Children and Family Services,DB104,Catering,45076.999444444446,SOT0934478,Blakemore Food Service Ltd,34929.27
Stoke City Council,4CAF,Children and Family Services,DB104,Catering,45069.999444444446,SOT0934159,Blakemore Food Service Ltd,43016.420000000006
Stoke City Council,4CAF,Children and Family Services,DB104,Catering,45055.999444444446,SOT0929421,Blakemore Food Service Ltd,5229.51
Stoke City Council,4CAF,Children and Family Services,eg229,Other establishments,45050.999444444446,SOT0929493,Blinded Faith,14707.29
Stoke City Council,4CAF,Children and Family Services,eg229,Other establishments,45076.999444444446,SOT0937410,Blinded Faith,15582.39
Stoke City Council,4CAF,Children and Family Services,eg229,Other establishments,45060.999444444446,SOT0932358,Blinded Faith,16644.49
Stoke City Council,4CAF,Children and Family Services,eg229,Other establishments,45067.999444444446,SOT0935102,Blinded Faith,15466.29
