Transparency Report July 2023,,,,,,,,
Body Name,Service Code,Service Label,Exp Code,Expenditure Category Lvl 6,Date,Transaction Number,Supplier Name,Total
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG143,Other establishments,45125.999444444446,SOT0959726,Acorn Kennels,630
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG143,Other establishments,45125.999444444446,SOT0959723,Acorn Kennels,1080
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG143,Other establishments,45125.999444444446,SOT0959724,Acorn Kennels,2940
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45118.999444444446,SOT0957591,Acorn Residential Care Limited,34309.16
Stoke City Council,4CAF,Children and Family Services,de113,Services,45123.999444444446,SOT0956432,Acorn Training Limited,74412.9
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45127.999444444446,SOT0960777,Active Resilience,24180
Stoke City Council,4CAF,Children and Family Services,de113,Services,45127.999444444446,SOT0960777,Active Resilience,164671.4
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45116.999444444446,SOT0956503,ADVANCE CARS LTD,3600
Stoke City Council,4CAF,Children and Family Services,EG218,Other establishments,45125.999444444446,SOT0959277,Advanced Child Care Assessment,630
Stoke City Council,4CAF,Children and Family Services,EG218,Other establishments,45120.999444444446,SOT0955155,Advanced Child Care Assessment,1610.6
Stoke City Council,4CAF,Children and Family Services,EG218,Other establishments,45120.999444444446,SOT0958167,Advanced Child Care Assessment,1747.85
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45132.999444444446,SOT0963827,Advanced Child Care Assessment,3038.2
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45123.999444444446,SOT0958756,Advanced Child Care Assessment,1460.6
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45123.999444444446,SOT0958761,Advanced Child Care Assessment,1726.8
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45125.999444444446,SOT0959744,Advanced Child Care Assessment,1863.85
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45125.999444444446,SOT0959743,Advanced Child Care Assessment,1948.2
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45125.999444444446,SOT0959736,Advanced Child Care Assessment,3085.2
Stoke City Council,4STAR,Strategy & Resources,DE147,Services,45132.999444444446,SOT0958324,Advanced Visualisation Technologies Limited,10331.92
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45126.999444444446,SOT0960012,Advinia Health Care Ltd,1700
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45112.999444444446,SOT0955479,Advinia Health Care Ltd,1700
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45126.999444444446,SOT0960012,Advinia Health Care Ltd,-520.44
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45112.999444444446,SOT0955479,Advinia Health Care Ltd,-520.44
Stoke City Council,4HDG,"Housing, Development & Growth",DA101,Equipment  furniture and mater,45132.999444444446,SOT0963848,AEBI Schmidt Uk Limited,1845.18
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45123.999444444446,SOT0958834,Affinity Fostering Services,22592
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45132.999444444446,SOT0959569,Aggregate Industries UK Limited,762.76
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45132.999444444446,SOT0958637,Aggregate Industries UK Limited,1366.21
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45132.999444444446,SOT0958841,Aggregate Industries UK Limited,2388.14
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45123.999444444446,SOT0949251,Aggregate Industries UK Limited,1653.66
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45118.999444444446,SOT0949244,Aggregate Industries UK Limited,547.65
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45118.999444444446,SOT0949236,Aggregate Industries UK Limited,857.12
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45118.999444444446,SOT0949232,Aggregate Industries UK Limited,955.83
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45125.999444444446,SOT0957558,Aggregate Industries UK Limited,1277.99
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45125.999444444446,SOT0949254,Aggregate Industries UK Limited,1418.9
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45125.999444444446,SOT0956470,Aggregate Industries UK Limited,1963.28
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45120.999444444446,SOT0949249,Aggregate Industries UK Limited,653.67
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45109.999444444446,SOT0948224,Aggregate Industries UK Limited,970.6
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45137.999444444446,SOT0959757,Aggregate Industries UK Limited,1896.8
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45111.999444444446,SOT0949215,Aggregate Industries UK Limited,683.93
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45111.999444444446,SOT0949226,Aggregate Industries UK Limited,1427.33
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45111.999444444446,SOT0949199,Aggregate Industries UK Limited,2945.73
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45130.999444444446,SOT0958109,Aggregate Industries UK Limited,2373.6
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45116.999444444446,SOT0949231,Aggregate Industries UK Limited,605.21
Stoke City Council,4HDG,"Housing, Development & Growth",df126,Communications and computing,45137.999444444446,SOT0960949,Agile Hospitality Solutions Ltd,3620
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45123.999444444446,SOT0958620,Agincare UK Ltd,7422.9
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45113.999444444446,SOT0955899,Agincare UK Ltd,6600.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45123.999444444446,SOT0958620,Agincare UK Ltd,686.7
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45113.999444444446,SOT0955899,Agincare UK Ltd,534.1
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45126.999444444446,SOT0959971,Agnes & Arthur,18074.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45112.999444444446,SOT0955441,Agnes & Arthur,18074.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45126.999444444446,SOT0959971,Agnes & Arthur,15741.66
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45112.999444444446,SOT0955441,Agnes & Arthur,32649.09
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45126.999444444446,SOT0959971,Agnes & Arthur,5044
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45112.999444444446,SOT0955441,Agnes & Arthur,5044
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45126.999444444446,SOT0959971,Agnes & Arthur,-503.48
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45112.999444444446,SOT0955441,Agnes & Arthur,-503.48
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45126.999444444446,SOT0959971,Agnes & Arthur,-649.62
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45112.999444444446,SOT0955441,Agnes & Arthur,-649.62
Stoke City Council,4HDG,"Housing, Development & Growth",DA104,Equipment  furniture and mater,45132.999444444446,SOT0955225,Air Products Plc,1245.98
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45113.999444444446,SOT0955929,AJS Passenger Travel,4200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45112.999444444446,SOT0955395,Alder Grange Residential Home,1650
Stoke City Council,4HACSC,Housing & Customer Services CA,qxwrc,Works,45111.999444444446,SOT0954861,Aline Mobility,4672.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45126.999444444446,SOT0959883,Alison House,2128.57
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45112.999444444446,SOT0955352,Alison House,1200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45126.999444444446,SOT0959883,Alison House,7500
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45112.999444444446,SOT0955352,Alison House,7500
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45126.999444444446,SOT0959883,Alison House,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45112.999444444446,SOT0955352,Alison House,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45126.999444444446,SOT0959883,Alison House,2600
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45112.999444444446,SOT0955352,Alison House,2600
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45126.999444444446,SOT0959883,Alison House,-1200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45112.999444444446,SOT0955352,Alison House,-1200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45126.999444444446,SOT0959883,Alison House,-645.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45112.999444444446,SOT0955352,Alison House,-645.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45126.999444444446,SOT0959883,Alison House,-633.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45112.999444444446,SOT0955352,Alison House,-633.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45126.999444444446,SOT0959987,Allendale Residential,5614.98
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45112.999444444446,SOT0955456,Allendale Residential,5614.98
Stoke City Council,4HDG,"Housing, Development & Growth",DD100,Printing  stationery and gener,45132.999444444446,SOT0956061,Allied Publicity Services (Manchester),1670.22
Stoke City Council,4HDG,"Housing, Development & Growth",DD100,Printing  stationery and gener,45118.999444444446,SOT0956844,Allied Publicity Services (Manchester),1296.14
Stoke City Council,4HRAHT,Housing Transformation,dk113,Miscellaneous expenses,45109.999444444446,SOT0953398,Allpay Limited,2634.61
Stoke City Council,4STAR,Strategy & Resources,dk113,Miscellaneous expenses,45127.999444444446,SOT0956518,Allpay Limited,4297.25
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45132.999444444446,SOT0961149,Alpha Learning Staffordshire Ltd,540
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45132.999444444446,SOT0961151,Alpha Learning Staffordshire Ltd,720
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45132.999444444446,SOT0961150,Alpha Learning Staffordshire Ltd,720
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45132.999444444446,SOT0961147,Alpha Learning Staffordshire Ltd,720
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45132.999444444446,SOT0961162,Alpha Learning Staffordshire Ltd,900
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45132.999444444446,SOT0961161,Alpha Learning Staffordshire Ltd,900
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45132.999444444446,SOT0961160,Alpha Learning Staffordshire Ltd,900
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45132.999444444446,SOT0961159,Alpha Learning Staffordshire Ltd,900
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45132.999444444446,SOT0961148,Alpha Learning Staffordshire Ltd,900
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45132.999444444446,SOT0961158,Alpha Learning Staffordshire Ltd,900
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45132.999444444446,SOT0961156,Alpha Learning Staffordshire Ltd,900
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45132.999444444446,SOT0961157,Alpha Learning Staffordshire Ltd,900
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45132.999444444446,SOT0961154,Alpha Learning Staffordshire Ltd,900
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45132.999444444446,SOT0961155,Alpha Learning Staffordshire Ltd,2250
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45132.999444444446,SOT0961146,Alpha Learning Staffordshire Ltd,2250
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45125.999444444446,SOT0959799,ALPHA OMEGA SECURITIES LIMITED,521.08
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45120.999444444446,SOT0955211,ALPHA OMEGA SECURITIES LIMITED,1852.59
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45113.999444444446,SOT0955212,ALPHA OMEGA SECURITIES LIMITED,5509.46
Stoke City Council,4HDG,"Housing, Development & Growth",DE101,Services,45132.999444444446,SOT0959800,ALPHA OMEGA SECURITIES LIMITED,6631.77
Stoke City Council,4HDG,"Housing, Development & Growth",DE101,Services,45125.999444444446,SOT0955226,ALPHA OMEGA SECURITIES LIMITED,2376.08
Stoke City Council,4HDG,"Housing, Development & Growth",DE101,Services,45113.999444444446,SOT0956056,ALPHA OMEGA SECURITIES LIMITED,10662.3
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45113.999444444446,SOT0955928,Alpha Transport Service Ltd,2177.8
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,Agency staff,45137.999444444446,SOT0964702,Amaze Umbrella,5002.5
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45123.999444444446,SOT0958836,Amber Fostering Ltd,4532
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45134.999444444446,SOT0964483,Amber Fostering Ltd,4532
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45120.999444444446,SOT0958291,Amberleigh Care Ltd,25080
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45123.999444444446,SOT0953408,AMG Nursing and Care Services,1479
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45113.999444444446,SOT0955927,AMR Property Services Ltd,3436.6
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45111.999444444446,SOT0954890,AMR Property Services Ltd,3092.94
Stoke City Council,4STAR,Strategy & Resources,AA700,Agency staff,45109.999444444446,SOT0953451,Analysis Legal LLP,8785.28
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45126.999444444446,SOT0959955,Anchor Hanover Group T/A Park Hall Care Home,12949.800000000001
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45112.999444444446,SOT0955424,Anchor Hanover Group T/A Park Hall Care Home,12949.800000000001
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45126.999444444446,SOT0959955,Anchor Hanover Group T/A Park Hall Care Home,23551.18
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45112.999444444446,SOT0955424,Anchor Hanover Group T/A Park Hall Care Home,23551.18
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45126.999444444446,SOT0959955,Anchor Hanover Group T/A Park Hall Care Home,8775.56
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45112.999444444446,SOT0955424,Anchor Hanover Group T/A Park Hall Care Home,8775.56
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45126.999444444446,SOT0959955,Anchor Hanover Group T/A Park Hall Care Home,-1198.22
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45112.999444444446,SOT0955424,Anchor Hanover Group T/A Park Hall Care Home,-1198.22
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45126.999444444446,SOT0959955,Anchor Hanover Group T/A Park Hall Care Home,-2756.48
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45112.999444444446,SOT0955424,Anchor Hanover Group T/A Park Hall Care Home,-2756.48
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45126.999444444446,SOT0959955,Anchor Hanover Group T/A Park Hall Care Home,-1028
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45112.999444444446,SOT0955424,Anchor Hanover Group T/A Park Hall Care Home,-1028
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45126.999444444446,SOT0959960,Anchor Hanover Group T/A The Cedars Home,8170.24
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45112.999444444446,SOT0955429,Anchor Hanover Group T/A The Cedars Home,8170.24
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45126.999444444446,SOT0959960,Anchor Hanover Group T/A The Cedars Home,8827.64
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45112.999444444446,SOT0955429,Anchor Hanover Group T/A The Cedars Home,8827.64
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45126.999444444446,SOT0959960,Anchor Hanover Group T/A The Cedars Home,-739.34
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45112.999444444446,SOT0955429,Anchor Hanover Group T/A The Cedars Home,-739.34
