Transparency Report August 2023,,,,,,,,
Body Name,Service Code,Service Label,Exp Code,Expenditure Category Lvl 6,Date,Transaction Number,Supplier Name,Total
Stoke City Council,4CAF,Children and Family Services,EG133,Other establishments,45167.999444444446,SOT0975761,Above n Beyond Ltd.,1675.54
Stoke City Council,4CAF,Children and Family Services,EG133,Other establishments,45167.999444444446,SOT0975760,Above n Beyond Ltd.,1675.54
Stoke City Council,4CAF,Children and Family Services,EG133,Other establishments,45145.999444444446,SOT0967752,Above n Beyond Ltd.,1992.23
Stoke City Council,4HRAHT,Housing Transformation,DK107,Miscellaneous expenses,45167.999444444446,SOT0975290,Abraham Baron Solicitors Limited Client Account,675
Stoke City Council,4CAF,Children and Family Services,GI100,Inter departmental ,45155.999444444446,SOT0970637,Acacia Training Limited,2990
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DE100,Services,45162.999444444446,SOT0974073,ACCESS UK ,4854.28
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,Other establishments,45168.999444444446,SOT0976002,Accomplish Group Ltd,3225.08
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,Other establishments,45140.999444444446,SOT0966467,Accomplish Group Ltd,3762.6
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG115,Other establishments,45151.999444444446,SOT0969585,Accomplish Group Ltd,5675.6
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45168.999444444446,SOT0975869,Accord Housing Association Ltd,2160.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45140.999444444446,SOT0966332,Accord Housing Association Ltd,2160.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45154.999444444446,SOT0970293,Accord Housing Association Ltd,2160.5
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45145.999444444446,SOT0967777,Acheron Care Ltd,24565.64
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45145.999444444446,SOT0967776,Acheron Care Ltd,27877.86
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45145.999444444446,SOT0967775,Acheron Care Ltd,27877.86
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45145.999444444446,SOT0967778,Acheron Care Ltd,27877.86
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45167.999444444446,SOT0974184,Acorn Care & Education Ltd,2382.22
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45167.999444444446,SOT0975648,Acorn Care & Education Ltd,2382.22
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45167.999444444446,SOT0975649,Acorn Care & Education Ltd,2382.22
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45162.999444444446,SOT0974404,Acorn Care & Education Ltd,2782.07
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45162.999444444446,SOT0974405,Acorn Care & Education Ltd,3579.64
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45162.999444444446,SOT0974396,Acorn Care & Education Ltd,3683.73
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45162.999444444446,SOT0974398,Acorn Care & Education Ltd,3683.73
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45162.999444444446,SOT0974408,Acorn Care & Education Ltd,3683.73
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45162.999444444446,SOT0974409,Acorn Care & Education Ltd,3989.04
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45162.999444444446,SOT0974406,Acorn Care & Education Ltd,4081.26
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45162.999444444446,SOT0974403,Acorn Care & Education Ltd,4099.89
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45162.999444444446,SOT0974407,Acorn Care & Education Ltd,4756.16
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45162.999444444446,SOT0974410,Acorn Care & Education Ltd,4756.16
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45162.999444444446,SOT0974399,Acorn Care & Education Ltd,5226.41
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45162.999444444446,SOT0974400,Acorn Care & Education Ltd,6528
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45162.999444444446,SOT0974401,Acorn Care & Education Ltd,6762.19
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45162.999444444446,SOT0974185,Acorn Care & Education Ltd,6805.38
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45162.999444444446,SOT0974402,Acorn Care & Education Ltd,6823.95
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45162.999444444446,SOT0974397,Acorn Care & Education Ltd,65474.08
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45162.999444444446,SOT0974186,Acorn Care & Education Ltd,32355.07
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45167.999444444446,SOT0974416,Acorn Care & Education Ltd,2045.59
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45167.999444444446,SOT0974414,Acorn Care & Education Ltd,3579.64
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45167.999444444446,SOT0974411,Acorn Care & Education Ltd,3683.73
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45167.999444444446,SOT0974412,Acorn Care & Education Ltd,3989.04
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45167.999444444446,SOT0974413,Acorn Care & Education Ltd,4081.26
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45167.999444444446,SOT0974415,Acorn Care & Education Ltd,4088.92
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45167.999444444446,SOT0974417,Acorn Care & Education Ltd,10428.29
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45144.999444444446,SOT0967519,Acorn Care & Education Ltd,3989.04
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45144.999444444446,SOT0967521,Acorn Care & Education Ltd,3989.04
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45144.999444444446,SOT0967520,Acorn Care & Education Ltd,4756.16
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45144.999444444446,SOT0967522,Acorn Care & Education Ltd,4756.16
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45144.999444444446,SOT0967367,Acorn Care & Education Ltd,6528
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45144.999444444446,SOT0967441,Acorn Care & Education Ltd,6528
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45144.999444444446,SOT0967467,Acorn Care & Education Ltd,6528
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45144.999444444446,SOT0967523,Acorn Care & Education Ltd,6805.38
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45144.999444444446,SOT0967364,Acorn Care & Education Ltd,17490.4
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45144.999444444446,SOT0967366,Acorn Care & Education Ltd,17490.4
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966768,Acorn Care & Education Ltd,3579.64
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966776,Acorn Care & Education Ltd,3579.64
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966784,Acorn Care & Education Ltd,3579.64
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966788,Acorn Care & Education Ltd,3579.64
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966770,Acorn Care & Education Ltd,3683.73
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966773,Acorn Care & Education Ltd,3683.73
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966785,Acorn Care & Education Ltd,3683.73
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966786,Acorn Care & Education Ltd,3683.73
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966772,Acorn Care & Education Ltd,3989.04
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966769,Acorn Care & Education Ltd,4081.26
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966775,Acorn Care & Education Ltd,4081.26
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966783,Acorn Care & Education Ltd,4081.26
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966787,Acorn Care & Education Ltd,4081.26
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966767,Acorn Care & Education Ltd,4088.92
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966771,Acorn Care & Education Ltd,4756.16
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966774,Acorn Care & Education Ltd,4756.16
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966766,Acorn Care & Education Ltd,6364.05
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966782,Acorn Care & Education Ltd,6364.05
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966704,Acorn Care & Education Ltd,6528
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966778,Acorn Care & Education Ltd,6762.19
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966790,Acorn Care & Education Ltd,6762.19
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966779,Acorn Care & Education Ltd,6805.38
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966777,Acorn Care & Education Ltd,6823.95
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966789,Acorn Care & Education Ltd,6823.95
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966780,Acorn Care & Education Ltd,13586.14
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45141.999444444446,SOT0966781,Acorn Care & Education Ltd,29028.69
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45145.999444444446,SOT0967749,Acorn Fostering Services Ltd,7698.71
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45153.999444444446,SOT0969822,Acorn Fostering Services Ltd,578.57
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG143,Other establishments,45153.999444444446,SOT0963947,Acorn Kennels,1434
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45145.999444444446,SOT0967769,Acorn Residential Care Limited,33493.73
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45155.999444444446,SOT0941002,Action for Children Limited,-37251
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45155.999444444446,SOT0970721,Action for Children Limited,125000
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45153.999444444446,SOT0970043,Active Resilience,14508
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45153.999444444446,SOT0970043,Active Resilience,98802.84
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45155.999444444446,SOT0970733,ADVANCE CARS LTD,3060
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45160.999444444446,SOT0971119,Advanced Child Care Assessment,2342.65
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45162.999444444446,SOT0974218,Advanced Child Care Assessment,2957.7
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45146.999444444446,SOT0967614,Advanced Child Care Assessment,1756.6
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45148.999444444446,SOT0969071,Advanced Child Care Assessment,905.6
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45168.999444444446,SOT0976016,Advinia Health Care Ltd,1700
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45140.999444444446,SOT0966481,Advinia Health Care Ltd,1700
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45154.999444444446,SOT0970440,Advinia Health Care Ltd,1700
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45168.999444444446,SOT0976016,Advinia Health Care Ltd,-520.44
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45140.999444444446,SOT0966481,Advinia Health Care Ltd,-520.44
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45154.999444444446,SOT0970440,Advinia Health Care Ltd,-520.44
Stoke City Council,4PLACEC,Place Growth & Prosperity CAP,QXWNE,External Fees,45160.999444444446,SOT0969708,AECOM Infrastructure and Environment UK Limited,5250.68
Stoke City Council,4HDG,"Housing, Development & Growth",DF126,Communications and computing,45151.999444444446,SOT0969625,Affinitext (UK) Ltd,4109.26
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45145.999444444446,SOT0967794,Affinity Fostering Services,22592
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45160.999444444446,SOT0973858,Aggregate Industries UK Limited,916.08
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45162.999444444446,SOT0974072,Aggregate Industries UK Limited,728.12
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45162.999444444446,SOT0974084,Aggregate Industries UK Limited,1188.69
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45162.999444444446,SOT0974366,Aggregate Industries UK Limited,1624.08
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45146.999444444446,SOT0967325,Aggregate Industries UK Limited,2040.03
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45146.999444444446,SOT0967334,Aggregate Industries UK Limited,2054.57
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45144.999444444446,SOT0967309,Aggregate Industries UK Limited,1238.08
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45148.999444444446,SOT0969173,Aggregate Industries UK Limited,535.24
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45148.999444444446,SOT0969172,Aggregate Industries UK Limited,633.29
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45148.999444444446,SOT0969252,Aggregate Industries UK Limited,768.18
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45141.999444444446,SOT0959248,Aggregate Industries UK Limited,500.56
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45153.999444444446,SOT0970125,Aggregate Industries UK Limited,535.25
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45153.999444444446,SOT0969855,Aggregate Industries UK Limited,1448.87
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45153.999444444446,SOT0969862,Aggregate Industries UK Limited,1854.87
Stoke City Council,4PLACEC,Place Growth & Prosperity CAP,QXWNC,Works,45162.999444444446,SOT0974080,Aggregate Industries UK Limited,32545.24
Stoke City Council,4PLACEC,Place Growth & Prosperity CAP,QXWNC,Works,45153.999444444446,SOT0970067,Aggregate Industries UK Limited,14375.66
Stoke City Council,4PLACEC,Place Growth & Prosperity CAP,QXWNC,Works,45138.999444444446,SOT0885826,Aggregate Industries UK Limited,-665938.97
Stoke City Council,4PLACEC,Place Growth & Prosperity CAP,QXWNC,Works,45138.999444444446,SOT0885829,Aggregate Industries UK Limited,-37717.75
Stoke City Council,4PLACEC,Place Growth & Prosperity CAP,QXWNC,Works,45138.999444444446,SOT0885831,Aggregate Industries UK Limited,37717.75
Stoke City Council,4PLACEC,Place Growth & Prosperity CAP,QXWNC,Works,45138.999444444446,SOT0885827,Aggregate Industries UK Limited,665938.97
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45162.999444444446,SOT0974395,Agincare UK Ltd,11853.75
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45148.999444444446,SOT0969162,Agincare UK Ltd,11663
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45162.999444444446,SOT0974395,Agincare UK Ltd,921.05
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45148.999444444446,SOT0969162,Agincare UK Ltd,621.3
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45168.999444444446,SOT0975977,Agnes & Arthur,20346.23
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45140.999444444446,SOT0966440,Agnes & Arthur,18074.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45154.999444444446,SOT0970401,Agnes & Arthur,20503.37
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45168.999444444446,SOT0975977,Agnes & Arthur,17041.66
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45140.999444444446,SOT0966440,Agnes & Arthur,21591.66
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45154.999444444446,SOT0970401,Agnes & Arthur,17041.66
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45168.999444444446,SOT0975977,Agnes & Arthur,5044
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45140.999444444446,SOT0966440,Agnes & Arthur,5044
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45154.999444444446,SOT0970401,Agnes & Arthur,5044
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45168.999444444446,SOT0975977,Agnes & Arthur,-503.48
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45140.999444444446,SOT0966440,Agnes & Arthur,-503.48
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45154.999444444446,SOT0970401,Agnes & Arthur,-503.48
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45168.999444444446,SOT0975977,Agnes & Arthur,-649.62
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45140.999444444446,SOT0966440,Agnes & Arthur,-649.62
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45154.999444444446,SOT0970401,Agnes & Arthur,-649.62
Stoke City Council,4HDG,"Housing, Development & Growth",IC307,Fees and Charges,45166.999444444446,SOT0971111,AIB Merchant Services,652.18
Stoke City Council,4HDG,"Housing, Development & Growth",CC105,Contract hire&operating leases,45158.999444444446,SOT0971031,Air Products Plc,1010.46
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DH100,Grants and subscriptions,45139.999444444446,SOT0966180,Alexandra Infants` School The New Guild Trust,6900
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DH100,Grants and subscriptions,45139.999444444446,SOT0966182,Alexandra Junior School (Academy)New Guild Trust,8850
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45168.999444444446,SOT0975890,Alison House,1200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45140.999444444446,SOT0966354,Alison House,1200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45154.999444444446,SOT0970315,Alison House,1200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45168.999444444446,SOT0975890,Alison House,7500
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45140.999444444446,SOT0966354,Alison House,7500
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45154.999444444446,SOT0970315,Alison House,7500
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45168.999444444446,SOT0975890,Alison House,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45140.999444444446,SOT0966354,Alison House,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45154.999444444446,SOT0970315,Alison House,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45168.999444444446,SOT0975890,Alison House,2600
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45140.999444444446,SOT0966354,Alison House,2600
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45154.999444444446,SOT0970315,Alison House,2600
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45168.999444444446,SOT0975890,Alison House,-1200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45140.999444444446,SOT0966354,Alison House,-1200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45154.999444444446,SOT0970315,Alison House,-1200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45168.999444444446,SOT0975890,Alison House,-645.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45140.999444444446,SOT0966354,Alison House,-645.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45154.999444444446,SOT0970315,Alison House,-645.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45168.999444444446,SOT0975890,Alison House,-633.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45140.999444444446,SOT0966354,Alison House,-633.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45154.999444444446,SOT0970315,Alison House,-633.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45168.999444444446,SOT0975992,Allendale Residential,5614.98
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45140.999444444446,SOT0966456,Allendale Residential,5614.98
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45154.999444444446,SOT0970417,Allendale Residential,5614.98
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45162.999444444446,SOT0974251,Allendale Specialist Day Care Centre Limited,12886.95
