Transparency Report January 2024,,,,,,,,
Body Name,Service Code,Service Label,Exp Code,Expenditure Category Lvl 6,Date,Transaction Number,Supplier Name,Sum of Amount
Stoke City Council,4PUBH,Public Health,da100,Equipment  furniture and mater,45303,SOT1026356,A & J Hulme t/a Acresgreen Soil,800
Stoke City Council,4HDG,"Housing, Development & Growth",da102,Equipment  furniture and mater,45294,SOT1023220,A2 Motorparts,612.46
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45315,SOT1033017,ABACUS FOSTERING LTD,3264
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45295,SOT1024298,Abbey Court Care Home,13956
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45309,SOT1030991,Abbey Court Care Home,4956
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45295,SOT1024298,Abbey Court Care Home,1976
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45309,SOT1030991,Abbey Court Care Home,1976
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45295,SOT1024298,Abbey Court Care Home,-518.56
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45309,SOT1030991,Abbey Court Care Home,-518.56
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45295,SOT1024298,Abbey Court Care Home,-1976
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45309,SOT1030991,Abbey Court Care Home,-1976
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45303,SOT1028385,ABC Coaches (2002) LTD T/A ABC Supreme,7525.33
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45313,SOT1031804,ABC Coaches (2002) LTD T/A ABC Supreme,702
Stoke City Council,4CAF,Children and Family Services,EG217,Other establishments,45313,SOT1031805,ABC Coaches (2002) LTD T/A ABC Supreme,605
Stoke City Council,4CITD,City Director,DC103,Clothes  uniform and laundry,45299,SOT1024477,ABC Coaches (2002) LTD T/A ABC Supreme,520
Stoke City Council,4CITD,City Director,DC103,Clothes  uniform and laundry,45310,SOT1030750,ABC Coaches (2002) LTD T/A ABC Supreme,4615.5
Stoke City Council,4CITD,City Director,DC103,Clothes  uniform and laundry,45320,SOT1034491,ABC Coaches (2002) LTD T/A ABC Supreme,4297.5
Stoke City Council,4SCHL,Schools,AA700,Agency staff,45301,SOT1023365,ABC Teachers Limited,900
Stoke City Council,4SCHL,Schools,AA700,Agency staff,45315,SOT1032093,ABC Teachers Limited,900
Stoke City Council,4SCHL,Schools,AA713,Agency staff,45317,SOT1033648,ABC Teachers Limited,700
Stoke City Council,4HDG,"Housing, Development & Growth",DA130,Equipment  furniture and mater,45308,SOT1025387,Abfallbehalter & Container Weber UK Limited,32580
Stoke City Council,4STARC,Strategy & Resources Capital,QXWBC,Works,45310,SOT1031101,Ableworld UK Ltd,999
Stoke City Council,4CAF,Children and Family Services,EG133,Other establishments,45294,SOT1024093,Above n Beyond Ltd.,1675.54
Stoke City Council,4CAF,Children and Family Services,EG133,Other establishments,45294,SOT1024094,Above n Beyond Ltd.,1675.54
Stoke City Council,4CAF,Children and Family Services,EG133,Other establishments,45317,SOT1029857,Above n Beyond Ltd.,1731.39
Stoke City Council,4CAF,Children and Family Services,EG133,Other establishments,45317,SOT1034140,Above n Beyond Ltd.,2384.21
Stoke City Council,4HDG,"Housing, Development & Growth",BA100,Repairs alterations mtce of bu,45294,SOT1023610,AC Transport Management & Training Ltd,1012
Stoke City Council,4CITD,City Director,DG100,Expenses,45303,SOT1028612,Acacia Training Limited,4760.49
Stoke City Council,4SCHL,Schools,AA713,Agency staff,45301,SOT1025112,Academics,680
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DE100,Services,45317,SOT1030622,ACCESS UK ,4875.74
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG115,Other establishments,45293,SOT1023697,Accomplish Group Ltd,2027.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG429,Other establishments,45293,SOT1023697,Accomplish Group Ltd,2110.12
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG429,Other establishments,45320,SOT1034575,Accomplish Group Ltd,3282.44
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG433,Other establishments,45293,SOT1023697,Accomplish Group Ltd,1538.46
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG433,Other establishments,45320,SOT1034575,Accomplish Group Ltd,2393.16
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45295,SOT1024224,Accord Housing Association Ltd,2246.92
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45309,SOT1030918,Accord Housing Association Ltd,2246.92
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45315,SOT1033492,Ace Private Hire,1424
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45308,SOT1029875,Acheron Care Ltd,41827.86
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45308,SOT1029876,Acheron Care Ltd,27877.86
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45308,SOT1029877,Acheron Care Ltd,24222.78
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45308,SOT1029878,Acheron Care Ltd,27877.86
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023262,Acorn Care & Education Ltd,-2045.59
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023263,Acorn Care & Education Ltd,6364.05
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023264,Acorn Care & Education Ltd,4099.89
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023265,Acorn Care & Education Ltd,4088.92
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023271,Acorn Care & Education Ltd,3579.64
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023272,Acorn Care & Education Ltd,4081.26
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023273,Acorn Care & Education Ltd,4756.16
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023274,Acorn Care & Education Ltd,3683.73
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023275,Acorn Care & Education Ltd,3989.04
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023276,Acorn Care & Education Ltd,4756.16
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023277,Acorn Care & Education Ltd,3683.73
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023278,Acorn Care & Education Ltd,3989.04
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023279,Acorn Care & Education Ltd,4081.26
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023280,Acorn Care & Education Ltd,3579.64
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023281,Acorn Care & Education Ltd,4318.47
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023282,Acorn Care & Education Ltd,2045.59
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023283,Acorn Care & Education Ltd,5226.41
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023284,Acorn Care & Education Ltd,6528
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023285,Acorn Care & Education Ltd,6823.95
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023286,Acorn Care & Education Ltd,6762.19
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023960,Acorn Care & Education Ltd,7183.27
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023961,Acorn Care & Education Ltd,883.4
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023963,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023964,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023965,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023966,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023967,Acorn Care & Education Ltd,5564.15
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023968,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023969,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023970,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023971,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023972,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023973,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023974,Acorn Care & Education Ltd,7091.43
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023975,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023976,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023978,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023979,Acorn Care & Education Ltd,5677.5
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023980,Acorn Care & Education Ltd,6938.8
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023981,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023982,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023983,Acorn Care & Education Ltd,6938.8
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023984,Acorn Care & Education Ltd,6938.8
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023985,Acorn Care & Education Ltd,883.4
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023986,Acorn Care & Education Ltd,4450.89
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023987,Acorn Care & Education Ltd,4450.89
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023988,Acorn Care & Education Ltd,4450.89
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023989,Acorn Care & Education Ltd,4450.89
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023990,Acorn Care & Education Ltd,4450.89
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023991,Acorn Care & Education Ltd,4450.89
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023992,Acorn Care & Education Ltd,4450.89
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023993,Acorn Care & Education Ltd,4450.89
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023994,Acorn Care & Education Ltd,5564.15
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023995,Acorn Care & Education Ltd,6938.8
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023996,Acorn Care & Education Ltd,6938.8
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023997,Acorn Care & Education Ltd,7183.23
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023998,Acorn Care & Education Ltd,4450.89
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1023999,Acorn Care & Education Ltd,4450.89
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1024000,Acorn Care & Education Ltd,4450.89
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1024001,Acorn Care & Education Ltd,7091.4
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1024002,Acorn Care & Education Ltd,6938.8
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1024003,Acorn Care & Education Ltd,4450.89
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1024004,Acorn Care & Education Ltd,4450.89
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1024007,Acorn Care & Education Ltd,4450.89
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45294,SOT1024008,Acorn Care & Education Ltd,5677.5
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1028609,Acorn Care & Education Ltd,7183.27
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030177,Acorn Care & Education Ltd,883.4
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030178,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030179,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030180,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030181,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030182,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030183,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030184,Acorn Care & Education Ltd,5564.15
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030185,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030186,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030187,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030188,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030189,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030190,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030191,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030198,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030208,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030209,Acorn Care & Education Ltd,6938.8
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030210,Acorn Care & Education Ltd,7091.43
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030211,Acorn Care & Education Ltd,5677.5
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030212,Acorn Care & Education Ltd,6938.8
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45308,SOT1030213,Acorn Care & Education Ltd,6938.8
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45315,SOT1033011,Acorn Fostering Services Ltd,5917.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG143,Other establishments,45306,SOT1028649,Acorn Kennels,2327
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45308,SOT1029869,Acorn Residential Care Limited,33493.73
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45296,SOT1024608,Active Resilience,28355.2
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45313,SOT1031950,Active Resilience,14602.88
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45313,SOT1031949,Active Resilience,83599.9
Stoke City Council,4HLCYP,CYP Holding Accounts,DH101,Grants and subscriptions,45320,SOT1034462,Active Resilience,859.55
Stoke City Council,4STAR,Strategy & Resources,BE100,Water services,45322,SOT1033854,Adanced Demand Side Management Limited,20213.46
Stoke City Council,4STAR,Strategy & Resources,BE100,Water services,45322,SOT1034611,Adanced Demand Side Management Limited,44755.97
Stoke City Council,4PUBH,Public Health,EA175,Independent units within CC,45317,SOT1032050,Adderley Green Medical Service/Adderley Green Surg,1790
Stoke City Council,4PUBH,Public Health,EA175,Independent units within CC,45317,SOT1032074,Adderley Green Medical Services/Willowbank Surgery,2695
Stoke City Council,4PUBH,Public Health,AA700,Agency staff,45313,SOT1030315,Adecco,1884
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45303,SOT1025364,Adoption Matters,890
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45303,SOT1028781,Adoption Matters,908
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45303,SOT1028782,Adoption Matters,890
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45303,SOT1028783,Adoption Matters,657.33
Stoke City Council,4HDG,"Housing, Development & Growth",eg100,Other establishments,45301,SOT1025103,Adullam Homes Housing Association,3933
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45299,SOT1024976,Advanced Child Care Assessment,2558.6
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45303,SOT1028550,Advanced Child Care Assessment,1882.2
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45303,SOT1028554,Advanced Child Care Assessment,2994.5
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45306,SOT1029038,Advanced Child Care Assessment,2779.85
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45313,SOT1031635,Advanced Child Care Assessment,1222.2
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45313,SOT1031636,Advanced Child Care Assessment,2315.25
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45320,SOT1034352,Advanced Child Care Assessment,778.9
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45320,SOT1034353,Advanced Child Care Assessment,2632.97
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45320,SOT1034354,Advanced Child Care Assessment,1371.33
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45320,SOT1034355,Advanced Child Care Assessment,1728.32
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45320,SOT1034356,Advanced Child Care Assessment,1338.07
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45295,SOT1024371,Advinia Health Care Ltd,1700
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45309,SOT1031065,Advinia Health Care Ltd,1700
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45295,SOT1024371,Advinia Health Care Ltd,-520.44
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45309,SOT1031065,Advinia Health Care Ltd,-520.44
Stoke City Council,4HDG,"Housing, Development & Growth",DA101,Equipment  furniture and mater,45299,SOT1024959,AEBI Schmidt Uk Limited,749.75
Stoke City Council,4HDG,"Housing, Development & Growth",DA101,Equipment  furniture and mater,45301,SOT1028276,AEBI Schmidt Uk Limited,903.82
Stoke City Council,4HDG,"Housing, Development & Growth",da102,Equipment  furniture and mater,45301,SOT1028275,AEBI Schmidt Uk Limited,1142
Stoke City Council,4HDG,"Housing, Development & Growth",da102,Equipment  furniture and mater,45303,SOT1028577,AEBI Schmidt Uk Limited,576
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45315,SOT1033039,Affinity Fostering Services,22592
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45300,SOT1024461,Aggregate Industries UK Limited,1914.41
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45300,SOT1024463,Aggregate Industries UK Limited,883.06
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45308,SOT1028603,Aggregate Industries UK Limited,1394.71
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45308,SOT1028605,Aggregate Industries UK Limited,1940.85
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45308,SOT1028606,Aggregate Industries UK Limited,1727.91
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45308,SOT1029005,Aggregate Industries UK Limited,1071.5
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45308,SOT1029007,Aggregate Industries UK Limited,683.39
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45310,SOT1030897,Aggregate Industries UK Limited,661.16
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45315,SOT1032089,Aggregate Industries UK Limited,822.29
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWNC,Works,45310,SOT1030636,Aggregate Industries UK Limited,211448.57
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWNC,Works,45310,SOT1030669,Aggregate Industries UK Limited,6335.32
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG136,Other establishments,45303,SOT1028552,Agincare UK Ltd,566.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45322,SOT1034760,Agincare UK Ltd,13020.05
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45322,SOT1034760,Agincare UK Ltd,921.05
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45295,SOT1024332,Agnes & Arthur,18574.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45309,SOT1031025,Agnes & Arthur,18574.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45295,SOT1024332,Agnes & Arthur,23208.23
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45309,SOT1031025,Agnes & Arthur,15565.369999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45295,SOT1024332,Agnes & Arthur,5044
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45309,SOT1031025,Agnes & Arthur,5044
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45295,SOT1024332,Agnes & Arthur,-674.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45309,SOT1031025,Agnes & Arthur,-674.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45295,SOT1024332,Agnes & Arthur,-649.62
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45309,SOT1031025,Agnes & Arthur,-649.62
Stoke City Council,4STAR,Strategy & Resources,DH102,Grants and subscriptions,45301,SOT1025381,Airey Consultancy Services,750
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45310,SOT1030895,AJS Passenger Travel,21755.92
