Transparency Report March 2024,,,,,,,,
Body Name,Service Code,Service Label,Exp Code,Expenditure Category Lvl 6,Date,Transaction Number,Supplier Name,Sum of Amount
Stoke City Council,4CITD,City Director,dh101,Grants and subscriptions,45362,SOT1051748,Claybody Theatre,9598.76
Stoke City Council,4PUBH,Public Health,BH100,Cleaning and domestic supplies,45352,SOT1046641,Cleaning & Hygiene Dist. Ltd,670.49
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DA173,Equipment  furniture and mater,45377,SOT1056716,Clofield Limited,5322.58
Stoke City Council,4SCHL,Schools,BH100,Cleaning and domestic supplies,45366,SOT1044436,Cmuk Visual Safety Limited,783.75
Stoke City Council,4HDG,"Housing, Development & Growth",DE105,Services,45371,SOT1056361,Colliers International Property Consultants LTD,4000
Stoke City Council,4CAF,Children and Family Services,AA700,Agency staff,45376,SOT1057755,Comensura Ltd,61317.49999999999
Stoke City Council,4CAF,Children and Family Services,AA700,Agency staff,45359,SOT1051493,Comensura Ltd,47976.9
Stoke City Council,4CAF,Children and Family Services,AA700,Agency staff,45355,SOT1045965,Comensura Ltd,46385.57000000001
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45376,SOT1057770,Comensura Ltd,44451.08
Stoke City Council,4CAF,Children and Family Services,AA700,Agency staff,45364,SOT1051545,Comensura Ltd,44011.579999999994
Stoke City Council,4CAF,Children and Family Services,AA700,Agency staff,45377,SOT1057787,Comensura Ltd,43577.990000000005
Stoke City Council,4CAF,Children and Family Services,AA700,Agency staff,45359,SOT1045973,Comensura Ltd,43552.33
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,AA700,Agency staff,45355,SOT1045965,Comensura Ltd,8661.75
Stoke City Council,4CITD,City Director,AA700,Agency staff,45355,SOT1045965,Comensura Ltd,4393.42
Stoke City Council,4CITD,City Director,AA700,Agency staff,45359,SOT1045973,Comensura Ltd,8257.09
Stoke City Council,4CITD,City Director,AA700,Agency staff,45359,SOT1051493,Comensura Ltd,8472.05
Stoke City Council,4CITD,City Director,AA700,Agency staff,45364,SOT1051545,Comensura Ltd,8660.63
Stoke City Council,4CITD,City Director,AA700,Agency staff,45376,SOT1057755,Comensura Ltd,8611.61
Stoke City Council,4CITD,City Director,AA700,Agency staff,45377,SOT1057787,Comensura Ltd,10380.029999999999
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,Agency staff,45355,SOT1045965,Comensura Ltd,10778.560000000001
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,Agency staff,45359,SOT1045973,Comensura Ltd,17273.739999999998
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,Agency staff,45359,SOT1051493,Comensura Ltd,17935.02
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,Agency staff,45364,SOT1051545,Comensura Ltd,15983.470000000001
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,Agency staff,45376,SOT1057755,Comensura Ltd,17319.44
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,Agency staff,45377,SOT1057787,Comensura Ltd,18157.54
Stoke City Council,4HDG,"Housing, Development & Growth",DE113,Services,45355,SOT1045965,Comensura Ltd,1993.61
Stoke City Council,4HRAHT,Housing Transformation,AA700,Agency staff,45355,SOT1045965,Comensura Ltd,2740.83
Stoke City Council,4HRAHT,Housing Transformation,AA700,Agency staff,45359,SOT1045973,Comensura Ltd,3437.65
Stoke City Council,4HRAHT,Housing Transformation,AA700,Agency staff,45359,SOT1051493,Comensura Ltd,2087.95
Stoke City Council,4STAR,Strategy & Resources,AA700,Agency staff,45355,SOT1045965,Comensura Ltd,14254.68
Stoke City Council,4STAR,Strategy & Resources,AA700,Agency staff,45359,SOT1045973,Comensura Ltd,16150.219999999998
Stoke City Council,4STAR,Strategy & Resources,AA700,Agency staff,45359,SOT1051493,Comensura Ltd,14907.619999999999
Stoke City Council,4STAR,Strategy & Resources,AA700,Agency staff,45364,SOT1051545,Comensura Ltd,36115
Stoke City Council,4STAR,Strategy & Resources,AA700,Agency staff,45376,SOT1057755,Comensura Ltd,25093.910000000003
Stoke City Council,4STAR,Strategy & Resources,AA700,Agency staff,45377,SOT1057787,Comensura Ltd,21572.219999999998
Stoke City Council,4STARC,Strategy & Resources Capital,QXPII,Internal Fees,45355,SOT1045965,Comensura Ltd,2393.5
Stoke City Council,4STARC,Strategy & Resources Capital,QXPII,Internal Fees,45359,SOT1045973,Comensura Ltd,718.05
Stoke City Council,4STARC,Strategy & Resources Capital,QXPII,Internal Fees,45359,SOT1051493,Comensura Ltd,3530.41
Stoke City Council,4STARC,Strategy & Resources Capital,QXPII,Internal Fees,45364,SOT1051545,Comensura Ltd,2333.66
Stoke City Council,4STARC,Strategy & Resources Capital,QXPII,Internal Fees,45376,SOT1057755,Comensura Ltd,2154.15
Stoke City Council,4STARC,Strategy & Resources Capital,QXPII,Internal Fees,45377,SOT1057787,Comensura Ltd,2393.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,AA700,Agency staff,45377,SOT1057787,Comensura Ltd,4314.0599999999995
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,AA700,Agency staff,45376,SOT1057755,Comensura Ltd,1795.7
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,AA700,Agency staff,45364,SOT1051545,Comensura Ltd,927.6
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,AA700,Agency staff,45359,SOT1045973,Comensura Ltd,792.33
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,AA700,Agency staff,45359,SOT1051493,Comensura Ltd,618.4
Stoke City Council,4HRAHT,Housing Transformation,DK100,Miscellaneous expenses,45359,SOT1051329,Community Energy Scheme Stoke Ltd,2713.61
Stoke City Council,4HRAHT,Housing Transformation,DK100,Miscellaneous expenses,45359,SOT1051332,Community Energy Scheme Stoke Ltd,2570.24
Stoke City Council,4HRAHT,Housing Transformation,DK100,Miscellaneous expenses,45359,SOT1051333,Community Energy Scheme Stoke Ltd,3268.67
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45373,SOT1056999,Community Foster Care,15120
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG432,Other establishments,45376,SOT1058278,Community Integrated Care ,12830.4
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG432,Other establishments,45376,SOT1058277,Community Integrated Care ,11975.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG432,Other establishments,45376,SOT1058276,Community Integrated Care ,11975.039999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG436,Other establishments,45376,SOT1058278,Community Integrated Care ,9302.039999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG436,Other establishments,45376,SOT1058275,Community Integrated Care ,8482.32
Stoke City Council,4STAR,Strategy & Resources,DE105,Services,45376,SOT1051547,Community Integrated Care ,-9603.94
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG432,Other establishments,45376,SOT1058275,Community Integrated Care ,5488.56
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG436,Other establishments,45376,SOT1058276,Community Integrated Care ,3813.48
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG436,Other establishments,45376,SOT1058277,Community Integrated Care ,3065.04
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45364,SOT1050449,Community Link Stafford and District,6586.2
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45357,SOT1050440,Community Link Stafford and District,5708.85
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45371,SOT1056447,Compass Childrens Homes Limited,74148.57
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45369,SOT1041630,Compass Fostering (Formerly ABC Fostering),29799.48
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45373,SOT1056985,Compass Fostering North,3599.96
Stoke City Council,4HDG,"Housing, Development & Growth",DA133,Equipment  furniture and mater,45355,SOT1025733,Compass Minerals UK Limited,6125.4
Stoke City Council,4HDG,"Housing, Development & Growth",DA133,Equipment  furniture and mater,45355,SOT1045360,Compass Minerals UK Limited,1533.24
Stoke City Council,4HDG,"Housing, Development & Growth",DA133,Equipment  furniture and mater,45364,SOT1037560,Compass Minerals UK Limited,9500.82
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45355,SOT1049298,Compass Psychological Services Limited,792
Stoke City Council,4STAR,Strategy & Resources,DK190,Miscellaneous expenses,45376,SOT1057793,Compensation Recovery Unit,11653.88
Stoke City Council,4STARC,Strategy & Resources Capital,QXPSE,External Fees,45352,SOT1046128,Concur Holdings (Netherlands) B.V.,4125.9
Stoke City Council,4STARC,Strategy & Resources Capital,QXPSE,External Fees,45352,SOT1046129,Concur Holdings (Netherlands) B.V.,4125.9
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45371,SOT1056470,Contemporary Concept Care Limited,22785.71
Stoke City Council,4PUBH,Public Health,CB101,Recharges,45371,SOT1055241,Copelands Tours (S-O-T) Ltd,12677
Stoke City Council,4SCHL,Schools,DK193,Miscellaneous expenses,45357,SOT1046214,Copelands Tours (S-O-T) Ltd,525
Stoke City Council,4CAF,Children and Family Services,CC104,Contract hire&operating leases,45376,SOT1057790,Copelands Tours (S-O-T) Ltd,1140
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45371,SOT1056489,Core Children Limited,21750
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45371,SOT1056488,Core Children Limited,12750
Stoke City Council,4PUBH,Public Health,DB104,Catering,45371,SOT1052991,Costa Ltd,600
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45371,SOT1056412,Country Care Childrens Homes Ltd,26079.29
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45371,SOT1056413,Country Care Childrens Homes Ltd,26079.29
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45371,SOT1056414,Country Care Childrens Homes Ltd,24836.43
Stoke City Council,4STAR,Strategy & Resources,DE105,Services,45371,SOT1051553,Country Care Childrens Homes Ltd,-10548.55
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45373,SOT1056653,Coventry City Council,9504
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45369,SOT1041583,Coventry City Council,7400.88
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DK140,Miscellaneous expenses,45357,SOT1050341,Coventry City Council,1806.28
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45373,SOT1056664,Coventry City Council,-7506
Stoke City Council,4HRADRC,Housing Development and Regen Capital,QXWBE,External Fees,45377,SOT1055783,CPC Project Services Limited,1700
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG429,Other establishments,45376,SOT1058257,Craagmoor SYI South Wales Priory,2137.36
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45365,SOT1053604,Craegmoor Health Care Ltd (High Cross House),4680
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45376,SOT1058104,Craegmoor Health Care Ltd (High Cross House),4680
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45365,SOT1053603,Craegmoor Health Care Ltd (High Cross House),1144.16
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45376,SOT1058103,Craegmoor Health Care Ltd (High Cross House),1144.16
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45365,SOT1053599,Craegmoor Health Care Ltd (Strathmore House),9693.060000000001
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45376,SOT1058098,Craegmoor Health Care Ltd (Strathmore House),9693.060000000001
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45365,SOT1053562,Craegmoor Healthcare Ltd,15023.720000000001
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45376,SOT1058056,Craegmoor Healthcare Ltd,15023.720000000001
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG115,Other establishments,45376,SOT1058247,Craegmoor SYI Stoke / West Midlands Priory,12260.759999999998
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG115,Other establishments,45376,SOT1058248,Craegmoor SYI Stoke / West Midlands Priory,8678.92
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG115,Other establishments,45376,SOT1058285,Craegmore Facilities - Benton Lane,14394.52
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45366,SOT1051288,Created Academy Staffordshire Limited,14090
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45377,SOT1058713,Created Academy Staffordshire Limited,2645
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45377,SOT1053756,Created Academy Staffordshire Limited,1170
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45378,SOT1059038,Created Academy Staffordshire Limited,800
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45366,SOT1051365,Created Academy Staffordshire Limited,720
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45378,SOT1059584,Created Academy Staffordshire Limited,700
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45371,SOT1035098,Created Academy Staffordshire Limited,630
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45366,SOT1046678,Created Academy Staffordshire Limited,540
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45378,SOT1059586,Created Academy Staffordshire Limited,540
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45366,SOT1053933,Created Academy Staffordshire Limited,-540
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EH103,Private contractors,45352,SOT0991651,Creative Support Ltd,50668.68
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EH103,Private contractors,45352,SOT1046132,Creative Support Ltd,50668.68
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EH103,Private contractors,45352,SOT1048788,Creative Support Ltd,50668.68
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EH103,Private contractors,45352,SOT1048790,Creative Support Ltd,50668.68
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EH103,Private contractors,45352,SOT1046134,Creative Support Ltd,28026.28
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EH103,Private contractors,45352,SOT1048789,Creative Support Ltd,28026.28
Stoke City Council,4CITD,City Director,DA105,Equipment  furniture and mater,45371,SOT1051306,Cromartie Hobbycraft Ltd,558
Stoke City Council,4STAR,Strategy & Resources,BA100,Repairs alterations mtce of bu,45377,SOT1057596,Crowd UK,1505.85
Stoke City Council,4STAR,Strategy & Resources,BI100,Grounds maintenance costs,45377,SOT1053789,Crowd UK,3517.3900000000003
Stoke City Council,4STAR,Strategy & Resources,BI100,Grounds maintenance costs,45377,SOT1057596,Crowd UK,35876.259999999995
Stoke City Council,4HDG,"Housing, Development & Growth",DE100,Services,45355,SOT1048861,Crown Hotel Operations Ltd,4550
Stoke City Council,4HDG,"Housing, Development & Growth",DE100,Services,45355,SOT1048862,Crown Hotel Operations Ltd,7729.17
Stoke City Council,4HDG,"Housing, Development & Growth",DE100,Services,45364,SOT1053224,Crown Hotel Operations Ltd,4810
Stoke City Council,4HDG,"Housing, Development & Growth",DE100,Services,45364,SOT1053270,Crown Hotel Operations Ltd,7729.17
Stoke City Council,4HDG,"Housing, Development & Growth",DE100,Services,45373,SOT1056757,Crown Hotel Operations Ltd,4680
Stoke City Council,4HDG,"Housing, Development & Growth",DE100,Services,45373,SOT1056763,Crown Hotel Operations Ltd,7895.83
Stoke City Council,4HDG,"Housing, Development & Growth",DE100,Services,45377,SOT1058504,Crown Hotel Operations Ltd,4550
Stoke City Council,4HDG,"Housing, Development & Growth",DE100,Services,45377,SOT1058516,Crown Hotel Operations Ltd,7812.5
Stoke City Council,4HDG,"Housing, Development & Growth",DE100,Services,45377,SOT1048863,CROWN RENTAL AGENCY LTD,29250
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45371,SOT1056385,Crystal Care Solutions Ltd,25379.14
Stoke City Council,4HDG,"Housing, Development & Growth",DF111,Communications and computing,45366,SOT1053926,CSL Dualcom Limited,1100
Stoke City Council,4HDG,"Housing, Development & Growth",DF111,Communications and computing,45366,SOT1053931,CSL Dualcom Limited,4510
Stoke City Council,4HRADRC,Housing Development and Regen Capital,QXWBE,External Fees,45352,SOT1046570,Currie & Brown UK Ltd,2294.5
Stoke City Council,4HRADRC,Housing Development and Regen Capital,QXWBE,External Fees,45376,SOT1053729,Currie & Brown UK Ltd,2294.5
Stoke City Council,4STARC,Strategy & Resources Capital,QXWBC,Works,45373,SOT1056894,Custom Fabrications International LTD,2826
Stoke City Council,4HDG,"Housing, Development & Growth",de135,Services,45364,SOT1052064,Cyclist Training Ltd,12534
Stoke City Council,4HDG,"Housing, Development & Growth",de135,Services,45376,SOT1057742,Cyclist Training Ltd,12947
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45366,SOT1054049,Cygnet (NW) Limited,3258
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45355,SOT1046251,Cygnet (NW) Limited,2736
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45355,SOT1049188,Cygnet (NW) Limited,2394
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45355,SOT1049195,Cygnet (NW) Limited,2052
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45355,SOT1049193,Cygnet (NW) Limited,855
Stoke City Council,4HDG,"Housing, Development & Growth",DA139,Equipment  furniture and mater,45376,SOT1058013,D & G Coach and Bus Limited,51384
Stoke City Council,4HDG,"Housing, Development & Growth",DE250,Services,45364,SOT1052865,D & G Coach and Bus Limited,145834.22
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG185,Other establishments,45355,SOT1049476,REDACTED - Personal Data,889.1
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG185,Other establishments,45369,SOT1055178,REDACTED - Personal Data,889.1
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45365,SOT1053647,Davlyn House Care Home,5200.0599999999995
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45376,SOT1058156,Davlyn House Care Home,5200.0599999999995
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG206,Other establishments,45365,SOT1053647,Davlyn House Care Home,1338.58
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG206,Other establishments,45376,SOT1058156,Davlyn House Care Home,1338.58
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45365,SOT1053647,Davlyn House Care Home,1102
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45376,SOT1058156,Davlyn House Care Home,1102
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45365,SOT1053647,Davlyn House Care Home,-539.72
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45376,SOT1058156,Davlyn House Care Home,-539.72
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45365,SOT1053647,Davlyn House Care Home,-1102
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45376,SOT1058156,Davlyn House Care Home,-1102
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,Contract hire&operating leases,45352,SOT1048851,Dawson Rentals Sweepers,995
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,Contract hire&operating leases,45352,SOT1048855,Dawson Rentals Sweepers,995
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,Contract hire&operating leases,45352,SOT1048858,Dawson Rentals Sweepers,995
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45352,SOT1046609,Daycare Nursery T/A Ashwood Nursery,6373.68
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45355,SOT1049522,Daycare Nursery T/A Ashwood Nursery,1333.33
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45369,SOT1055116,Daycare Nursery T/A Ashwood Nursery,900
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45369,SOT1055129,Daycare Nursery T/A Ashwood Nursery,900
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45369,SOT1055134,Daycare Nursery T/A Ashwood Nursery,720
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45376,SOT1058125,Daycare Services Ltd,8600
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45365,SOT1053624,Daycare Services Ltd,7400
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45365,SOT1053624,Daycare Services Ltd,3700
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45376,SOT1058125,Daycare Services Ltd,3700
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45365,SOT1053624,Daycare Services Ltd,1200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45376,SOT1058125,Daycare Services Ltd,1200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45365,SOT1053624,Daycare Services Ltd,76.94000000000005
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45365,SOT1053624,Daycare Services Ltd,-527.52
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45376,SOT1058125,Daycare Services Ltd,-527.52
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45376,SOT1058125,Daycare Services Ltd,-1123.06
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,Contract hire&operating leases,45377,SOT1054004,Days Rental,720.36
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,Contract hire&operating leases,45377,SOT1054005,Days Rental,720.36
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,Contract hire&operating leases,45377,SOT1054007,Days Rental,720.36
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,Contract hire&operating leases,45377,SOT1054008,Days Rental,1184.15
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45376,SOT1057773,Deans Court Chambers,960
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45376,SOT1057775,Deans Court Chambers,1400
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45376,SOT1057784,Deans Court Chambers,700
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45376,SOT1057786,Deans Court Chambers,950
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45377,SOT1058337,Deans Court Chambers,1000
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45378,SOT1059555,Deans Court Chambers,850
Stoke City Council,4PUBH,Public Health,DE166,Services,45366,SOT1051313,Debit Finance Collections Plc,1889.37
Stoke City Council,4PUBH,Public Health,DE166,Services,45366,SOT1053979,Debit Finance Collections Plc,1145.51
Stoke City Council,4PUBH,Public Health,DE166,Services,45377,SOT1056796,Debit Finance Collections Plc,2191.86
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45365,SOT1053600,Delam Care Limited,12917.539999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45376,SOT1058100,Delam Care Limited,12917.539999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45365,SOT1053600,Delam Care Limited,9147.38
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45376,SOT1058100,Delam Care Limited,9147.38
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,Other establishments,45365,SOT1053600,Delam Care Limited,6342.42
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,Other establishments,45376,SOT1058100,Delam Care Limited,6342.42
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45365,SOT1053560,Delam Care Limited,4359.139999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45376,SOT1058054,Delam Care Limited,4359.139999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45365,SOT1053560,Delam Care Limited,4134.36
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45376,SOT1058054,Delam Care Limited,4134.36
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,Other establishments,45365,SOT1053578,Delam Care Limited,3355.72
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,Other establishments,45376,SOT1058075,Delam Care Limited,3355.72
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45365,SOT1053578,Delam Care Limited,2072
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45376,SOT1058075,Delam Care Limited,2072
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,Other establishments,45365,SOT1053615,Delam Care Limited,1915.96
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,Other establishments,45376,SOT1058117,Delam Care Limited,1915.96
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45365,SOT1053578,Delam Care Limited,1761.16
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45376,SOT1058075,Delam Care Limited,1761.16
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,Other establishments,45365,SOT1053560,Delam Care Limited,1532.16
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,Other establishments,45376,SOT1058054,Delam Care Limited,1532.16
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC659,Fees and Charges,45365,SOT1053600,Delam Care Limited,-2638.24
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC659,Fees and Charges,45376,SOT1058100,Delam Care Limited,-2638.24
Stoke City Council,4HDG,"Housing, Development & Growth",CA105,Direct transport costs,45376,SOT1057735,Delicata Coachbuilders Ltd,2475
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45364,SOT1053231,Demetae Academy Group Ltd,28833.33
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45355,SOT1046252,Demetae Academy Group Ltd,12000
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45355,SOT1049196,Demetae Academy Group Ltd,6084
Stoke City Council,4HDG,"Housing, Development & Growth",CA105,Direct transport costs,45378,(blank),Dennis Eagle Ltd,5245.22
Stoke City Council,4SBS,Systems Balance Sheet,YD208,Control Accounts,45378,(blank),Dennis Eagle Ltd,635.97
Stoke City Council,4HDG,"Housing, Development & Growth",CA105,Direct transport costs,45370,SOT1054959,Dennis Eagle Ltd,708.73
Stoke City Council,4HDG,"Housing, Development & Growth",CA105,Direct transport costs,45378,SOT1058606,Dennis Eagle Ltd,873.34
Stoke City Council,4HDG,"Housing, Development & Growth",DA102,Equipment  furniture and mater,45362,SOT1051561,Dennis Eagle Ltd,1118.32
Stoke City Council,4HDG,"Housing, Development & Growth",DA102,Equipment  furniture and mater,45370,SOT1053968,Dennis Eagle Ltd,728.91
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXPVP,Vehicles,45369,SOT1054936,Dennis Eagle Ltd,223412
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXPVP,Vehicles,45369,SOT1054937,Dennis Eagle Ltd,223412
Stoke City Council,4GGLT,Govt Grant and Local Taxpayers,IAC86,Govt Grants - CLG,45378,SOT1056873,"Department For Levelling Up, Housing and Communiti",6677229
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45365,SOT1053612,Derwent House,10992.92
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45376,SOT1058114,Derwent House,10992.92
