Organisation Name,Organisation Code,Unique Ref No,Effective date,Directorate,Supplier Name,Payment Date,Net amount,Purpose of Spend,Procurement Classification (Higher level),Procurement Classification (Lower level),CAPITAL / REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-101,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,486.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-102,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,774.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-103,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,283.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-104,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,738.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-105,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-106,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,294.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-107,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,315.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-108,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-109,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-110,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,432.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-111,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,283.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-112,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-113,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,252.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-114,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,630.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-115,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,328.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-116,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,"1,089.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-117,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,"1,386.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-118,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,324.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-119,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,651.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-120,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,283.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-121,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,819.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-122,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-123,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,05/12/2023,256.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-124,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,13/12/2023,"2,295.00",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-125,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,13/12/2023,297.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-126,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,13/12/2023,"1,008.00",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-127,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,13/12/2023,"1,071.00",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-128,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,13/12/2023,414.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-129,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,13/12/2023,"1,354.50",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-130,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,360.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-131,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,450.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-132,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,"1,008.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-133,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,756.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-134,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,630.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-135,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,283.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-136,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,432.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-137,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,378.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-138,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-139,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-140,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-141,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,504.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-142,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,486.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-143,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,684.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-144,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,283.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-145,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,666.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-146,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-147,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,294.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-148,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,315.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-149,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-150,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,735.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-151,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-152,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-153,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,630.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-154,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,328.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-155,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,306.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-156,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,"1,386.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-157,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,324.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-158,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,651.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-159,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,283.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-160,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,819.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-161,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-162,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,256.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-163,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,283.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-164,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,756.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-165,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,630.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-166,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-167,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,504.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-168,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,666.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-169,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-170,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,283.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-171,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-172,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-173,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-174,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,360.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-175,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,630.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-176,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,"1,008.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-177,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,630.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-178,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,328.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-179,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-180,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,774.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-181,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,283.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-182,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,378.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-183,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,486.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-184,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,294.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-185,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-186,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-187,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,"1,386.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-188,31.12.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,19/12/2023,324.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
