Organisation Name,Organisation Code,Unique Ref No ,Effective Date,Directorate,Supplier Name ,Payment Date,Net amount,Purpose of Spend,"Procurements Classification 
(Higher level)","Procurements Classification 
(Lower level)",CAPITAL / REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7438,31.10.2023,ADULT SOCIAL CARE,RESTFUL HOMES (MIDLANDS) LTD - CASTLEHILL SPECIALIST CARE CENTRE,23/10/2023,"6,896.12",6541-Nursing EMI,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7439,31.10.2023,ADULT SOCIAL CARE,RESTFUL HOMES (MIDLANDS) LTD - CASTLEHILL SPECIALIST CARE CENTRE,23/10/2023,"6,800.00",6541-Nursing EMI,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7440,31.10.2023,ADULT SOCIAL CARE,RESTFUL HOMES (MIDLANDS) LTD - CASTLEHILL SPECIALIST CARE CENTRE,23/10/2023,"7,348.57",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7441,31.10.2023,ADULT SOCIAL CARE,RESTFUL HOMES (MIDLANDS) LTD - CASTLEHILL SPECIALIST CARE CENTRE,23/10/2023,"4,371.43",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7442,31.10.2023,ADULT SOCIAL CARE,RESTFUL HOMES (MIDLANDS) LTD - CASTLEHILL SPECIALIST CARE CENTRE,23/10/2023,"7,600.00",6541-Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7443,31.10.2023,ADULT SOCIAL CARE,RESTFUL HOMES (MIDLANDS) LTD - CASTLEHILL SPECIALIST CARE CENTRE,23/10/2023,"26,320.00",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7444,31.10.2023,ADULT SOCIAL CARE,RESTFUL HOMES (MIDLANDS) LTD - CASTLEHILL SPECIALIST CARE CENTRE,23/10/2023,"2,355.43",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7445,31.10.2023,ADULT SOCIAL CARE,RESTFUL HOMES (MIDLANDS) LTD - CASTLEHILL SPECIALIST CARE CENTRE,23/10/2023,"27,216.00",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7446,31.10.2023,ADULT SOCIAL CARE,RESTFUL HOMES (SUTTON COLDFIELD LTD) - ASPREY COURT CARE HOME,23/10/2023,"5,004.88",6541-Nursing EMI,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7447,31.10.2023,ADULT SOCIAL CARE,RESTFUL HOMES (SUTTON COLDFIELD LTD) - ASPREY COURT CARE HOME,23/10/2023,"4,862.88",6541-Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7448,31.10.2023,ADULT SOCIAL CARE,RESTFUL HOMES (SUTTON COLDFIELD LTD) - ASPREY COURT CARE HOME,23/10/2023,271.43,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7449,31.10.2023,ADULT SOCIAL CARE,RESTFUL HOMES (SUTTON COLDFIELD LTD) - ASPREY COURT CARE HOME,23/10/2023,"5,001.08",6541-Residential EMI,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7450,31.10.2023,ADULT SOCIAL CARE,RESTFUL HOMES (SUTTON COLDFIELD LTD) - ASPREY COURT CARE HOME,23/10/2023,"2,985.71",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7451,31.10.2023,ADULT SOCIAL CARE,RESTFUL HOMES (SUTTON COLDFIELD LTD) - ASPREY COURT CARE HOME,23/10/2023,"7,328.57",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7452,31.10.2023,ADULT SOCIAL CARE,RESTFUL HOMES (SUTTON COLDFIELD LTD) - ASPREY COURT CARE HOME,23/10/2023,"4,371.43",6541-Nursing EMI,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7453,31.10.2023,RESOURCES AND TRANSFORMATION,RESTORE DATASHRED LTD,03/10/2023,-444.31,6310-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7454,31.10.2023,RESOURCES AND TRANSFORMATION,RESTORE DATASHRED LTD,03/10/2023,444.31,6310-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7455,31.10.2023,ADULT SOCIAL CARE,RETHINK 001,11/10/2023,"32,750.00",6552-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7456,31.10.2023,ADULT SOCIAL CARE,REDACTED,05/10/2023,"5,893.04",6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7457,31.10.2023,ADULT SOCIAL CARE,RICHMOND COURT NURSING HOME LIMITED T/A CALDENE REST HOME,23/10/2023,"2,413.36",6541-Residential EMI,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7458,31.10.2023,ADULT SOCIAL CARE,RICHMOND HALL,23/10/2023,"2,819.08",6541-Nursing EMI,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7459,31.10.2023,ADULT SOCIAL CARE,RICHMOND HALL,23/10/2023,"2,505.36",6541-Nursing,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7460,31.10.2023,ADULT SOCIAL CARE,RICHMOND HALL,23/10/2023,"3,831.97",6541-Nursing,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7461,31.10.2023,ADULT SOCIAL CARE,RICHMOND HALL,23/10/2023,"1,571.43",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7462,31.10.2023,ADULT SOCIAL CARE,RICHMOND HALL,23/10/2023,"2,571.43",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7463,31.10.2023,ADULT SOCIAL CARE,RICHMOND HALL,23/10/2023,"3,241.92",6541-Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7464,31.10.2023,ADULT SOCIAL CARE,RICHMOND HALL,23/10/2023,"1,950.00",6541-Nursing,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7465,31.10.2023,ADULT SOCIAL CARE,RICHMOND HALL,23/10/2023,"2,137.32",6541-Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7466,31.10.2023,ADULT SOCIAL CARE,RICHMOND HALL,23/10/2023,"4,294.88",6541-Nursing EMI,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7467,31.10.2023,ADULT SOCIAL CARE,RICHMOND HALL,23/10/2023,"1,430.48",6541-Nursing EMI,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7468,31.10.2023,ADULT SOCIAL CARE,RICHMOND HALL,23/10/2023,"2,819.08",6541-Nursing EMI,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7469,31.10.2023,ADULT SOCIAL CARE,RICHMOND HALL,23/10/2023,"4,449.32",6541-Nursing EMI,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7470,31.10.2023,ADULT SOCIAL CARE,RICHMOND HALL,23/10/2023,"3,719.40",6541-Nursing,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7471,31.10.2023,ADULT SOCIAL CARE,RICHMOND HALL,23/10/2023,"5,112.28",6541-Nursing EMI,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7472,31.10.2023,ADULT SOCIAL CARE,RICHMOND HALL,23/10/2023,"3,800.00",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7473,31.10.2023,ADULT SOCIAL CARE,RICHMOND HALL,23/10/2023,"2,571.43",6541-Nursing,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7474,31.10.2023,ADULT SOCIAL CARE,RICHMOND HALL,23/10/2023,"4,173.48",6541-Nursing,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7475,31.10.2023,ADULT SOCIAL CARE,RICHMOND HALL,23/10/2023,"5,112.28",6541-Nursing EMI,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7476,31.10.2023,CHILDRENS,RIVERSIDE EDUCATION LTD,16/10/2023,"2,598.98",1220-Top Up Funding -Grants to Schools,SUPPLIES & SERVICES,GRANTS (EXP) & SUBSCRIPTIONS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7477,31.10.2023,CHILDRENS,RK HERITAGE HOTEL,11/10/2023,"2,850.00",6314-Bed & Breakfast Payments,THIRD PARTY PAYMENTS,OTHER AGENCIES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7478,31.10.2023,CHILDRENS,RK HERITAGE HOTEL,11/10/2023,270.00,6314-Bed & Breakfast Payments,THIRD PARTY PAYMENTS,OTHER AGENCIES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7479,31.10.2023,CHILDRENS,RK HERITAGE HOTEL,11/10/2023,"1,080.00",6314-Bed & Breakfast Payments,THIRD PARTY PAYMENTS,OTHER AGENCIES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7480,31.10.2023,CHILDRENS,RK HERITAGE HOTEL,11/10/2023,550.00,6314-Bed & Breakfast Payments,THIRD PARTY PAYMENTS,OTHER AGENCIES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7481,31.10.2023,CHILDRENS,RK HERITAGE HOTEL,11/10/2023,900.00,6314-Bed & Breakfast Payments,THIRD PARTY PAYMENTS,OTHER AGENCIES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7482,31.10.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",REDACTED,24/10/2023,420.00,6414-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7483,31.10.2023,ADULT SOCIAL CARE,REDACTED,05/10/2023,"1,647.68",6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7484,31.10.2023,ADULT SOCIAL CARE,ROCK HOUSE RESIDENTIAL HOME,23/10/2023,"2,862.56",6541-Residential EMI,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7485,31.10.2023,CHILDRENS,ROCKLANDS SCHOOL,18/10/2023,"-4,086.37",1220-Top Up Funding -Grants to Schools,SUPPLIES & SERVICES,GRANTS (EXP) & SUBSCRIPTIONS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7486,31.10.2023,CHILDRENS,ROCKLANDS SCHOOL,18/10/2023,"4,051.33",1220-Top Up Funding -Grants to Schools,SUPPLIES & SERVICES,GRANTS (EXP) & SUBSCRIPTIONS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7487,31.10.2023,CHILDRENS,ROCKLANDS SCHOOL,18/10/2023,"4,086.37",1220-Top Up Funding -Grants to Schools,SUPPLIES & SERVICES,GRANTS (EXP) & SUBSCRIPTIONS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7488,31.10.2023,ADULT SOCIAL CARE,REDACTED,05/10/2023,"1,580.12",6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7489,31.10.2023,CHILDRENS,REDACTED,16/10/2023,"2,100.00",6241-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7490,31.10.2023,CHILDRENS,REDACTED,20/10/2023,"4,200.00",6241-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7491,31.10.2023,CHILDRENS,REDACTED,30/10/2023,"2,100.00",6241-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7492,31.10.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",ROSE TINTED FINANCIAL SERVICES CIC,11/10/2023,"2,417.00",6313-Grants to Other Orgs,SUPPLIES & SERVICES,GRANTS (EXP) & SUBSCRIPTIONS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7493,31.10.2023,ADULT SOCIAL CARE,ROSEMARY LODGE RESIDENTIAL CARE HOME - ABIVUE LTD,23/10/2023,"2,137.32",6541-Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7494,31.10.2023,ADULT SOCIAL CARE,REDACTED,05/10/2023,672.00,6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7495,31.10.2023,ADULT SOCIAL CARE,REDACTED,05/10/2023,"3,442.50",6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7496,31.10.2023,RESOURCES AND TRANSFORMATION,ROYAL MAIL,02/10/2023,"-4,660.11",6623-Postages & Courier Services,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7497,31.10.2023,RESOURCES AND TRANSFORMATION,ROYAL MAIL,02/10/2023,"4,655.26",6623-Postages & Courier Services,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7498,31.10.2023,RESOURCES AND TRANSFORMATION,ROYAL MAIL,02/10/2023,"4,660.11",6623-Postages & Courier Services,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7499,31.10.2023,RESOURCES AND TRANSFORMATION,ROYAL MAIL,06/10/2023,"6,237.84",6623-Postages & Courier Services,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7500,31.10.2023,RESOURCES AND TRANSFORMATION,ROYAL MAIL,16/10/2023,"6,226.53",6623-Postages & Courier Services,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7501,31.10.2023,RESOURCES AND TRANSFORMATION,ROYAL MAIL,18/10/2023,799.92,6623-Postages & Courier Services,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7502,31.10.2023,RESOURCES AND TRANSFORMATION,ROYAL MAIL,20/10/2023,"3,027.84",6623-Postages & Courier Services,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7503,31.10.2023,RESOURCES AND TRANSFORMATION,ROYAL MAIL,20/10/2023,"4,617.09",6623-Postages & Courier Services,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7504,31.10.2023,ADULT SOCIAL CARE,ROYAL NATIONAL INST FOR BLIND,30/10/2023,305.25,6541-Repair & Maintenance of Furniture & Equipment,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7505,31.10.2023,ADULT SOCIAL CARE,ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST,02/10/2023,"7,192.20",6420-Consultant Fees,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7506,31.10.2023,ADULT SOCIAL CARE,ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST,30/10/2023,824.04,6420-Consultant Fees,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7507,31.10.2023,ADULT SOCIAL CARE,ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST,30/10/2023,"9,147.39",6420-Consultant Fees,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7508,31.10.2023,CHILDRENS,RUGELEY SCHOOL -  ASPRIS CHILDRENS SERVICES LTD,03/10/2023,"20,662.72",6223-External Residential Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7509,31.10.2023,CHILDRENS,RUGELEY SCHOOL -  ASPRIS CHILDRENS SERVICES LTD,03/10/2023,"20,295.76",6223-External Residential Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7510,31.10.2023,CHILDRENS,RUGELEY SCHOOL -  ASPRIS CHILDRENS SERVICES LTD,03/10/2023,"20,638.72",6223-External Residential Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7511,31.10.2023,CHILDRENS,RUGELEY SCHOOL -  ASPRIS CHILDRENS SERVICES LTD,30/10/2023,"20,295.76",6223-External Residential Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7512,31.10.2023,CHILDRENS,RUGELEY SCHOOL -  ASPRIS CHILDRENS SERVICES LTD,30/10/2023,"20,662.72",6223-External Residential Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7513,31.10.2023,CHILDRENS,RUGELEY SCHOOL -  ASPRIS CHILDRENS SERVICES LTD,30/10/2023,"20,638.72",6223-External Residential Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7514,31.10.2023,CHILDRENS,RUGELEY SCHOOL -  ASPRIS CHILDRENS SERVICES LTD,18/10/2023,"36,272.29",1220-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7515,31.10.2023,CHILDRENS,RUGELEY SCHOOL -  ASPRIS CHILDRENS SERVICES LTD,17/10/2023,"36,272.29",1220-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7516,31.10.2023,CHILDRENS,REDACTED,19/10/2023,616.00,6223-Foster Carers Maintenance Allowance,TRANSFER PAYMENTS,CHILDREN SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7517,31.10.2023,CHILDRENS,REDACTED,19/10/2023,374.00,6223-Internal Foster Carers-Carer Fees,TRANSFER PAYMENTS,CHILDREN SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7518,31.10.2023,CHILDRENS,RUSKIN MILL TRUST LTD,27/10/2023,"30,447.67",1220-Top Up Funding -Grants to Schools,SUPPLIES & SERVICES,GRANTS (EXP) & SUBSCRIPTIONS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7519,31.10.2023,CHILDRENS,RUSKIN MILL TRUST LTD,17/10/2023,"29,698.33",1220-Top Up Funding -Grants to Schools,SUPPLIES & SERVICES,GRANTS (EXP) & SUBSCRIPTIONS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7520,31.10.2023,CHILDRENS,RUSKIN MILL TRUST LTD,27/10/2023,"35,259.00",1220-Top Up Funding -Grants to Schools,SUPPLIES & SERVICES,GRANTS (EXP) & SUBSCRIPTIONS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7521,31.10.2023,ADULT SOCIAL CARE,REDACTED,05/10/2023,557.76,6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7522,31.10.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",RYDER LANDSCAPE CONSULTANTS LTD,27/10/2023,"2,310.00",6411-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7523,31.10.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",RYDER LANDSCAPE CONSULTANTS LTD,27/10/2023,"3,696.00",6411-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7524,31.10.2023,ADULT SOCIAL CARE,RYLAND VIEW CARE HOME,23/10/2023,"2,819.08",6541-Nursing EMI,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7525,31.10.2023,CHILDRENS CAPITAL,S CLIFT BUILDING CONTRACTORS,11/10/2023,"2,670.00",7150-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7526,31.10.2023,CHILDRENS CAPITAL,S CLIFT BUILDING CONTRACTORS,19/10/2023,"3,275.00",7155-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7527,31.10.2023,ADULT SOCIAL CARE,REDACTED,05/10/2023,"1,872.00",6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7528,31.10.2023,ADULT SOCIAL CARE,REDACTED,05/10/2023,"2,584.16",6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7529,31.10.2023,ADULT SOCIAL CARE,REDACTED,05/10/2023,"2,381.72",6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-7530,31.10.2023,ADULT SOCIAL CARE,REDACTED,05/10/2023,"1,157.76",6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
