Body,Division of Service,Purpose of Expenditure,Merchant Category,Department,Payment Date,Transaction Code,Net Amount,Supplier Name
City of London,Audience's Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45293,RT2621220,622.81,Allied Publicity Services (Manchester) Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45293,RT2621663,4803.29,Artelia Projects UK Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45293,RT2621663,696.71,Artelia Projects UK Limited
City of London,Town Planning,Supplies  and  Services,Fees  and  Services,Built Environment,45293,RT2621767,15989.5,BNP Paribas Real Estate Advisory & Property Management UK Ltd 
City of London,Town Planning,Supplies  and  Services,Fees  and  Services,Built Environment,45293,RT2621767,6395.8,BNP Paribas Real Estate Advisory & Property Management UK Ltd 
City of London,Youth and Play,Supplies  and  Services,Fees  and  Services,DCCS Adult Services,45293,RT2622051,25000,Society Links
City of London,New Spitalfields Market - All Divisions,Premises,Cleaning and Domestic Supplies,Spitalfields Market,45293,RT2622087,15401.25,Avalon Abseiling Ltd
City of London,New Spitalfields Market - All Divisions,Premises,Cleaning and Domestic Supplies,Spitalfields Market,45293,RT2622087,6160.5,Avalon Abseiling Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45293,RT2622138,2464.9,Norman Rourke Pryme Limited
City of London,Corporate Services,Supplies  and  Services,"Clothes, Uniform  and  Laundry",City of London Police,45293,RT2622262,25044.1,DHL Supply Chain Limited
City of London,Corporate Services,Supplies  and  Services,"Clothes, Uniform  and  Laundry",City of London Police,45293,RT2622262,21800.19,DHL Supply Chain Limited
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45293,RT2622310,13200,The Barton Partnership Ltd
City of London,Climate Action (CF),Supplies  and  Services,Fees  and  Services,City Surveyors,45293,RT2622331,3248.84,Etude Consulting Limited
City of London,Programming Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45293,RT2622342,1202.48,StudioCanal Ltd 
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45293,RT2622342,91,StudioCanal Ltd 
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45293,RT2622616,1567.5,Reed Specialist Recruitment Ltd
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45293,RT2622618,1567.5,Reed Specialist Recruitment Ltd
City of London,Climate Action (CF),Supplies  and  Services,Fees  and  Services,City Surveyors,45293,RT2622711,6212.8,Arcadis LLP 
City of London,Rechargeable Works (Planning/ENV),Premises,Repairs and Maintenance,Built Environment,45293,RT2622726,1932,F M Conway Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45293,RT2622733,6719.96,F M Conway Ltd
City of London,Highways,Premises,Repairs and Maintenance,Built Environment,45293,RT2622738,2851.69,F M Conway Ltd
City of London,Highways,Premises,Repairs and Maintenance,Built Environment,45293,RT2622738,2099.31,F M Conway Ltd
City of London,City Gardens,Premises,Repairs and Maintenance,Built Environment,45293,RT2622750,2151.68,F M Conway Ltd
City of London,Local Policing,Supplies  and  Services,Catering,Mansion House,45293,RT2622768,3912.8,CH & Co Catering Ltd 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45293,RT2622810,3001.26,F M Conway Ltd
City of London,Highways,Premises,Repairs and Maintenance,Built Environment,45293,RT2622811,7220.76,F M Conway Ltd
City of London,Central Criminal Court (CF),Premises,Repairs and Maintenance,City Surveyors,45293,RT2622870,2051.16,Skanska Construction UK Ltd
City of London,Walbrook Wharf,Premises,Repairs and Maintenance,City Surveyors,45293,RT2622870,1540.74,Skanska Construction UK Ltd
City of London,Cemetery and Crematorium,Premises,Repairs and Maintenance,City Surveyors,45293,RT2622870,1254,Skanska Construction UK Ltd
City of London,Animal Health Services,Premises,Repairs and Maintenance,City Surveyors,45293,RT2622870,1002,Skanska Construction UK Ltd
City of London,Animal Health Services,Premises,Repairs and Maintenance,City Surveyors,45293,RT2622870,938.3,Skanska Construction UK Ltd
City of London,City Gardens,Premises,Repairs and Maintenance,City Surveyors,45293,RT2622870,480,Skanska Construction UK Ltd
City of London,London Metropolitan Archives,Premises,Repairs and Maintenance,City Surveyors,45293,RT2622870,260,Skanska Construction UK Ltd
City of London,Animal Health Services,Premises,Repairs and Maintenance,City Surveyors,45293,RT2622870,124.1,Skanska Construction UK Ltd
City of London,Buildings Division,Premises,Repairs and Maintenance,Barbican Centre,45293,RT2623046,1299,Accordial Limited
City of London,Climate Action (CF),Supplies  and  Services,Fees  and  Services,City Surveyors,45293,RT2623090,11111.11,Arcadis LLP 
City of London,Climate Action (CF),Supplies  and  Services,Fees  and  Services,City Surveyors,45293,RT2623090,1111.43,Arcadis LLP 
City of London,Rechargeable Works (CL and BHE/SVY),Premises,Repairs and Maintenance,City Surveyors,45293,RT2623097,1460.02,CBRE Managed Services Limited 
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45293,RT2623114,1508.64,Boutinot Ltd
City of London,Homelessness,Third Party Payments,Other Establishments,DCCS Fam & Young People,45293,RT2623119,83950,Mildmay Mission Hospital
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45293,RT2623147,3269.88,Boutinot Ltd
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45293,RT2623148,1988.41,The Book Service Ltd 
City of London,Transport Organisation,Transport,Direct Transport Costs,Built Environment,45293,RT2623229,2607.53,Veolia ES (UK) Limited 
City of London,CL and BHE(City Fund) Estate,Supplies  and  Services,Fees  and  Services,City Surveyors,45293,RT2623242,5298.68,Veolia ES (UK) Limited 
City of London,CL and BHE(City Fund) Estate,Supplies  and  Services,Fees  and  Services,City Surveyors,45293,RT2623242,299.14,Veolia ES (UK) Limited 
City of London,CL and BHE(City Fund) Estate,Supplies  and  Services,Fees  and  Services,City Surveyors,45293,RT2623242,196.38,Veolia ES (UK) Limited 
City of London,CL and BHE(City Fund) Estate,Supplies  and  Services,Fees  and  Services,City Surveyors,45293,RT2623242,17.22,Veolia ES (UK) Limited 
City of London,Cost Of Collection,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",Chamberlains,45293,RT2623255,658.73,DSI Billing Services Limited
City of London,Child Social Care,Employees,Direct Employee Expenses,DCCS Fam & Young People,45293,RT2623277,3500,Panoramic Associates Ltd
City of London,Central Criminal Court (CF),Supplies  and  Services,Fees  and  Services,Central Criminal Court,45293,RT2623299,4493.44,Veolia ES (UK) Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45293,RT2623301,4860,ReForm Architects Limited 
City of London,Innovation & Growth,Supplies  and  Services,Grants  and  Subscriptions,Innovation & Growth,45293,RT2623349,50936.27,London Borough of Tower Hamlets 
City of London,Innovation & Growth,Supplies  and  Services,Grants  and  Subscriptions,Innovation & Growth,45293,RT2623351,20374.51,London Borough of Tower Hamlets 
City of London,Adult Social Care,Supplies  and  Services,Communications  and  Computing,DCCS Adult Services,45293,RT2623359,1500,Venn Group Limited
City of London,Walbrook Wharf,Supplies  and  Services,Fees  and  Services,City Surveyors,45293,RT2623433,37090.77,ISS Mediclean Limited
City of London,Corporate Services,Supplies  and  Services,Fees  and  Services,City Surveyors,45293,RT2623433,4031.39,ISS Mediclean Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45293,RT2623437,717,Boutinot Ltd
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45293,RT2623439,1171.56,Brake Bros Ltd 
City of London,Public Health,Third Party Payments,Other Establishments,DCCS Adult Services,45293,RT2623466,1429256.26,Preventx Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45293,RT2623556,1407.28,HOK International Limited
City of London,Port and Launches,Supplies  and  Services,Fees  and  Services,Built Environment,45293,RT2623654,22050,Kent County Council
City of London,Port and Launches,Supplies  and  Services,Fees  and  Services,Built Environment,45293,RT2623654,2670.3,Kent County Council
City of London,Other Schools Related Activities,Transport,Public Transport,DCCS Fam & Young People,45293,RT2623660,3680,HATS Group Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45293,RT2623699,2000,EdgePS Limited
City of London,Child Social Care,Supplies  and  Services,Fees  and  Services,Comp & City Solicitor,45293,RT2623707,948.5,Creighton & Partners Solicitors Limited
City of London,Programming Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45293,RT2623711,655.25,Paramount Pictures UK 
City of London,Programming Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45293,RT2623711,109.21,Paramount Pictures UK 
City of London,Corporate Services,Supplies  and  Services,Expenses,City of London Police,45293,RT2623715,585,CH & Co Catering Ltd 
City of London,Corporate Services,Supplies  and  Services,Expenses,City of London Police,45293,RT2623715,481.5,CH & Co Catering Ltd 
City of London,Corporate Services,Supplies  and  Services,Expenses,City of London Police,45293,RT2623715,395,CH & Co Catering Ltd 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45293,RT2623764,750,Five Thirds Construction Consultants Ltd
City of London,City Gardens,Third Party Payments,Private Contractors,Open Spaces,45293,RT2623772,1557,London Borough of Islington
City of London,City Gardens,Third Party Payments,Private Contractors,Open Spaces,45293,RT2623772,18,London Borough of Islington
City of London,City Gardens,Third Party Payments,Private Contractors,Open Spaces,45293,RT2623772,18,London Borough of Islington
City of London,City Gardens,Third Party Payments,Private Contractors,Open Spaces,45293,RT2623773,1557,London Borough of Islington
City of London,City Gardens,Third Party Payments,Private Contractors,Open Spaces,45293,RT2623773,18,London Borough of Islington
City of London,City Gardens,Third Party Payments,Private Contractors,Open Spaces,45293,RT2623773,18,London Borough of Islington
City of London,Specialist Operations,Employees,Indirect Employee Expenses,City of London Police,45293,RT2623786,1335,College of Policing Ltd
City of London,Corporate Services,Employees,Indirect Employee Expenses,City of London Police,45293,RT2623787,740,College of Policing Ltd
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45293,RT2623803,1985.53,Amalgamated Ltd
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45293,RT2623804,558.33,Amalgamated Ltd
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45293,RT2623805,587.8,Suck UK Limited
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45293,RT2623841,20400,Cultureshift Communications Ltd
City of London,Programming Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45293,RT2623852,1133.74,Le Mark Self Adhesive Limited 
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45293,RT2623856,750,Ms Sheila Maurice-Grey
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45293,RT2623861,820.7,Dominika Gorna T/A Love Kiki Designs
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45293,RT2623880,1175.6,MacMillan Publishers International Ltd
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45293,RT2623899,1466.61,Hachette UK Distribution Limited
City of London,Specialist Operations,Supplies  and  Services,"Clothes, Uniform  and  Laundry",City of London Police,45293,RT2623906,4300,Hideout Leather (2001) Ltd
City of London,Specialist Operations,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45293,RT2623908,1302.48,Hideout Leather (2001) Ltd
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45293,RT2623909,600,Jemima Yong
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45293,RT2623910,1075.95,Big Metal Ltd
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45293,RT2623912,3975,Happy Hour Productions Limited
City of London,Local Policing,Supplies  and  Services,Livestock,City of London Police,45293,RT2623922,620,REDACTED PERSONAL DATA
City of London,Local Policing,Supplies  and  Services,Livestock,City of London Police,45293,RT2623925,500,REDACTED PERSONAL DATA
City of London,Local Policing,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45293,RT2623930,3800,Severn Signs Limited
City of London,Local Policing,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45293,RT2623930,760,Severn Signs Limited
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45293,RT2623932,800,Kelly Lovelady
City of London,Innovation & Growth,Employees,Indirect Employee Expenses,Innovation & Growth,45293,RT2623936,45000,Financial Services Skills Commission Limited 
City of London,Innovation & Growth,Employees,Indirect Employee Expenses,Innovation & Growth,45293,RT2623937,45000,Financial Services Skills Commission Limited 
City of London,Avondale Square Estate,Supplies  and  Services,"Equipment, Furniture  and  Materials",DCCS Housing,45293,RT2623939,500,REDACTED PERSONAL DATA
City of London,Adult Social Care,Premises,Cleaning and Domestic Supplies,DCCS Adult Services,45293,RT2623943,1245,The Business & Office Cleaning Services Limited
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45293,RT2623962,3201,Apropos London Ltd
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45293,RT2623962,0.05,Apropos London Ltd
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45293,RT2623965,1132,London International Animation Festival
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45293,RT2623965,981.6,London International Animation Festival
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45293,RT2623965,714.33,London International Animation Festival
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45293,RT2623965,512.53,London International Animation Festival
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45293,RT2623965,510.8,London International Animation Festival
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45293,RT2623965,195.67,London International Animation Festival
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45293,RT2623965,147.67,London International Animation Festival
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45293,RT2623965,53.13,London International Animation Festival
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45293,RT2623977,2000,Bootylicious Management Ltd
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45293,RT2623977,1000,Bootylicious Management Ltd
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45293,RT2623985,564,Incognito Ltd
City of London,Corporate Services,Supplies  and  Services,Fees  and  Services,City of London Police,45293,RT2623992,50000,Blackwired (UK) Ltd
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45293,RT2624001,500,Florence Robson T/A Nectarine Studio Ltd
City of London,LMA Projects,Supplies  and  Services,Fees  and  Services,"LMA, SBREC & Guildhall Library",45293,RT2624002,5581.25,Dani Singer
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45293,RT2624014,1000,Anstey Horne & Co Ltd
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45293,RT2624015,525,Dorothy Creative Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45293,RT2624023,742,IMP Group Ltd T/A Afropop Socks
City of London,Specialist Operations,Third Party Payments,Government Departments,City of London Police,45293,RT2624024,1200,Cellebrite UK Limited
City of London,Avondale Square Estate,Employees,Direct Employee Expenses,DCCS Housing,45293,RT2624035,827.75,Community Resourcing Limited
City of London,Golden Lane Estate,Employees,Direct Employee Expenses,DCCS Housing,45293,RT2624037,1031,Community Resourcing Limited
City of London,Golden Lane Estate,Employees,Direct Employee Expenses,DCCS Housing,45293,RT2624037,-342.2,Community Resourcing Limited
City of London,Town Planning,Supplies  and  Services,Advertising/Miscellaneous expenses,Built Environment,45293,RT2624084,1359.1,McConnells (Midlands) Ltd
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45293,RT2624086,500,Emma Capps
City of London,Town Planning,Supplies  and  Services,Advertising/Miscellaneous expenses,Built Environment,45293,RT2624089,889.1,McConnells (Midlands) Ltd
City of London,Other Schools Related Activities,Transport,Public Transport,DCCS Fam & Young People,45293,RT2624095,750,Barrie Bookkeeping & Payroll Solutions Ltd
City of London,New Spitalfields Market - All Divisions,Employees,Indirect Employee Expenses,City Surveyors,45293,RT2624099,1812,Softsell Training Ltd
City of London,Homelessness,Third Party Payments,Other Local Authorities,DCCS Fam & Young People,45293,RT2624136,20625,London Borough of Tower Hamlets 
City of London,Homelessness,Third Party Payments,Other Local Authorities,DCCS Fam & Young People,45293,RT2624137,104230.5,London Borough of Tower Hamlets 
City of London,Corporate Services,Employees,Indirect Employee Expenses,City of London Police,45293,RT2624153,3000,Maxam Training Ltd
City of London,Guildhall Art Gallery,Supplies  and  Services,"Equipment, Furniture  and  Materials",Destination City,45293,RT2624189,999.2,Antalis Ltd
City of London,Guildhall Art Gallery,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45293,RT2624192,1350,Sonia Elizabeth Barrett
City of London,Programming Division,Employees,Direct Employee Expenses,Barbican Centre,45293,RT2624194,175,Bailey James Harcourt
City of London,Programming Division,Employees,Direct Employee Expenses,Barbican Centre,45293,RT2624194,175,Bailey James Harcourt
City of London,Programming Division,Employees,Direct Employee Expenses,Barbican Centre,45293,RT2624194,175,Bailey James Harcourt
City of London,Programming Division,Employees,Direct Employee Expenses,Barbican Centre,45293,RT2624194,125,Bailey James Harcourt
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45293,RT2624205,2592,Fireco Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45293,RT2624213,3022.38,The Drinks Club Ltd
City of London,Highways,Supplies  and  Services,Communications  and  Computing,Built Environment,45293,RT2624221,1843,Transoft Solutions (UK) Ltd 
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45293,RT2624223,1200,Rafael Ortega Ayala
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45293,RT2624224,620,Rebecca Strickson Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45293,RT2624228,2270.09,Matthew Clark Bibendum Limited 
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45293,RT2624230,584.76,Matthew Clark Bibendum Limited 
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45293,RT2624243,140,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45293,RT2624243,63,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45293,RT2624243,52,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45293,RT2624243,46.5,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45293,RT2624243,46.5,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45293,RT2624243,46.5,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45293,RT2624243,46.5,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45293,RT2624243,45,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45293,RT2624243,43.5,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45293,RT2624243,37,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45293,RT2624243,18.25,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45293,RT2624243,18,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45293,RT2624243,4,Greener Solutions Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45293,RT2624249,13083.39,Guardian Consultancy Services Ltd
City of London,Programming Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45293,RT2624255,3376.38,Altitude Film Distribution Ltd
City of London,Barbican Own Events,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45293,RT2624261,2000,Arciform Limited
City of London,City Gardens,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45293,RT2624274,4560,Michael Duffy 
City of London,City Gardens,Supplies  and  Services,Fees  and  Services,Open Spaces,45293,RT2624274,2125,Michael Duffy 
City of London,Cemetery and Crematorium,Premises,Grounds Maintenance Costs,Open Spaces,45293,RT2624277,2880,Memorial Concrete Limited T/A Concrete Direct
City of London,Cemetery and Crematorium,Premises,Grounds Maintenance Costs,Open Spaces,45293,RT2624277,-80,Memorial Concrete Limited T/A Concrete Direct
City of London,Cemetery and Crematorium,Premises,Grounds Maintenance Costs,Open Spaces,45293,RT2624278,1050,Memorial Concrete Limited T/A Concrete Direct
City of London,City Records Services,Transport,Contract Hire and Operating Leases,"LMA, SBREC & Guildhall Library",45293,RT2624282,869.2,Universal Commercial Relocation Limited
City of London,City Records Services,Transport,Contract Hire and Operating Leases,"LMA, SBREC & Guildhall Library",45293,RT2624282,675,Universal Commercial Relocation Limited
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45293,RT2624286,232380.86,Police & Crime Commissioner for Merseyside
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45293,RT2624286,69788.62,Police & Crime Commissioner for Merseyside
City of London,Innovation & Growth,Supplies  and  Services,Catering,Innovation & Growth,45293,RT2624295,420,CH & Co Catering Ltd 
City of London,Innovation & Growth,Supplies  and  Services,Expenses,Innovation & Growth,45293,RT2624295,130,CH & Co Catering Ltd 
City of London,Innovation & Growth,Supplies  and  Services,Catering,Innovation & Growth,45293,RT2624295,84.9,CH & Co Catering Ltd 
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45293,RT2624301,-8809.58,Mayor's Office for Policing and Crime 
