Body,Division of Service,Purpose of Expenditure,Merchant Category,Department,Payment Date,Transaction Code,Net Amount,Supplier Name
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630742,4773.39,Total Gas & Power Ltd
City of London,Golden Lane Estate,Premises,Energy costs,DCCS Housing,45331,RT2630743,6891.07,Total Gas & Power Ltd
City of London,York Way Estate,Premises,Energy costs,DCCS Housing,45331,RT2630744,1646,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630745,855.06,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630745,39.81,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630745,9.96,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630746,1813.11,Total Gas & Power Ltd
City of London,York Way Estate,Premises,Energy costs,DCCS Housing,45331,RT2630747,5254.62,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630748,3471.43,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630749,3275.76,Total Gas & Power Ltd
City of London,Southwark Estate,Premises,Energy costs,DCCS Housing,45331,RT2630750,1747.41,Total Gas & Power Ltd
City of London,Southwark Estate,Premises,Energy costs,DCCS Housing,45331,RT2630751,1644.42,Total Gas & Power Ltd
City of London,Supervision and Management -General,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630755,983.65,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630759,23247.84,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630760,63374.67,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630761,10519.21,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630762,20872.03,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630763,24895.12,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630764,9965,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630765,63126.82,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630766,13669.62,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630767,8072.77,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630768,63618.86,Total Gas & Power Ltd
City of London,Buildings Division,Premises,Energy costs,Barbican Centre,45331,RT2630769,4385.22,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630770,1645.32,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630770,548.44,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630771,4137.58,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630772,19550.41,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630773,11602.59,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630774,66134.39,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630775,50996.19,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630776,7119.38,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630777,33793.31,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630778,62409.51,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630779,33877.81,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630780,11486.48,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630780,5657.51,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630781,48257.77,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630782,5408.73,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630783,7943.57,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630784,5096.2,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630785,8284.31,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630786,62116.96,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630787,36402.43,Total Gas & Power Ltd
City of London,Isledon House Estate,Premises,Energy costs,DCCS Housing,45331,RT2630788,507.13,Total Gas & Power Ltd
City of London,Golden Lane Estate,Premises,Energy costs,DCCS Housing,45331,RT2630792,539.22,Total Gas & Power Ltd
City of London,Avondale Square Estate,Premises,Energy costs,DCCS Housing,45331,RT2630796,568.71,Total Gas & Power Ltd
City of London,Isledon House Estate,Premises,Energy costs,DCCS Housing,45331,RT2630802,765.64,Total Gas & Power Ltd
City of London,Avondale Square Estate,Premises,Energy costs,DCCS Housing,45331,RT2630803,1673.46,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630819,1140.19,Total Gas & Power Ltd
City of London,Golden Lane Estate,Premises,Energy costs,DCCS Housing,45331,RT2630820,590.01,Total Gas & Power Ltd
City of London,Sydenham Hill Estate,Premises,Energy costs,DCCS Housing,45331,RT2630822,609.72,Total Gas & Power Ltd
City of London,Golden Lane Estate,Premises,Energy costs,DCCS Housing,45331,RT2630823,995.74,Total Gas & Power Ltd
City of London,Southwark Estate,Premises,Energy costs,DCCS Housing,45331,RT2630828,2849.77,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2630852,3415.31,Total Gas & Power Ltd
City of London,Middlesex Street Estate,Premises,Energy costs,DCCS Housing,45331,RT2630853,7596.76,Total Gas & Power Ltd
City of London,Schools Delegated Budget,Premises,Energy costs,DCCS The Aldgate School,45331,RT2630858,2270.42,Total Gas & Power Ltd
City of London,Early Years and Primary Education,Premises,Energy costs,DCCS The Aldgate School,45331,RT2630858,126.15,Total Gas & Power Ltd
City of London,Early Years and Primary Education,Premises,Energy costs,DCCS The Aldgate School,45331,RT2630858,126.13,Total Gas & Power Ltd
City of London,Avondale Square Estate,Premises,Energy costs,DCCS Housing,45331,RT2630886,689.01,Total Gas & Power Ltd
City of London,York Way Estate,Premises,Energy costs,DCCS Housing,45331,RT2630888,1423.21,Total Gas & Power Ltd
City of London,Golden Lane Estate,Premises,Energy costs,DCCS Housing,45331,RT2630926,2201.66,Total Gas & Power Ltd
City of London,Barbican and Community Libraries,Premises,Energy costs,DCCS Libraries,45331,RT2630963,2179.98,Total Gas & Power Ltd
City of London,Animal Health Services,Premises,Energy costs,Port Health & Public Protection,45331,RT2630964,6082.57,Total Gas & Power Ltd
City of London,Corporate Services,Premises,Energy costs,City of London Police,45331,RT2630970,7423.08,Total Gas & Power Ltd
City of London,Buildings Division,Premises,Energy costs,Barbican Centre,45331,RT2630971,13829.66,Total Gas & Power Ltd
City of London,Corporate Services,Premises,Energy costs,City of London Police,45331,RT2630976,12506.1,Total Gas & Power Ltd
City of London,Corporate Services,Premises,Energy costs,City of London Police,45331,RT2630979,5465.73,Total Gas & Power Ltd
City of London,Off Street Parking,Premises,Energy costs,Built Environment,45331,RT2630984,4046.59,Total Gas & Power Ltd
City of London,Buildings Division,Premises,Energy costs,Barbican Centre,45331,RT2630985,12305.39,Total Gas & Power Ltd
City of London,Avondale Square Estate,Premises,Energy costs,DCCS Housing,45331,RT2630997,992.84,Total Gas & Power Ltd
City of London,Cemetery and Crematorium,Premises,Energy costs,Open Spaces,45331,RT2631011,1231.08,Total Gas & Power Ltd
City of London,Off Street Parking,Premises,Energy costs,Built Environment,45331,RT2631022,1989.57,Total Gas & Power Ltd
City of London,Middlesex Street Estate,Premises,Energy costs,DCCS Housing,45331,RT2631028,781.46,Total Gas & Power Ltd
City of London,City Gardens,Premises,Energy costs,Open Spaces,45331,RT2631036,646.57,Total Gas & Power Ltd
City of London,Rechargeable Works (Planning/ENV),Premises,Repairs and Maintenance,Built Environment,45331,RT2631044,569.63,Total Gas & Power Ltd
City of London,Mayors And City Of London Court,Premises,Energy costs,City Surveyors,45331,RT2631051,1579.56,Total Gas & Power Ltd
City of London,Highways,Premises,Energy costs,Built Environment,45331,RT2631054,590.2,Total Gas & Power Ltd
City of London,Buildings Division,Premises,Energy costs,Barbican Centre,45331,RT2631059,96619.43,Total Gas & Power Ltd
City of London,New Spitalfields Market - All Divisions,Premises,Energy costs,Spitalfields Market,45331,RT2631061,119310.87,Total Gas & Power Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45331,RT2631064,598.07,Total Gas & Power Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45331,RT2631065,3790.91,Total Gas & Power Ltd
City of London,Buildings Division,Premises,Energy costs,Barbican Centre,45331,RT2631066,2839.84,Total Gas & Power Ltd
City of London,Community Librairies,Premises,Energy costs,DCCS Libraries,45331,RT2631090,1880.27,Total Gas & Power Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45331,RT2631099,2433.46,Total Gas & Power Ltd
City of London,Buildings Division,Premises,Energy costs,Barbican Centre,45331,RT2631103,32568.11,Total Gas & Power Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45331,RT2631105,3375.85,Total Gas & Power Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45331,RT2631106,4060.51,Total Gas & Power Ltd
City of London,London Metropolitan Archives,Premises,Energy costs,"LMA, SBREC & Guildhall Library",45331,RT2631107,3384.52,Total Gas & Power Ltd
City of London,City Records Services,Premises,Energy costs,"LMA, SBREC & Guildhall Library",45331,RT2631107,1450.51,Total Gas & Power Ltd
City of London,Central Criminal Court (CF),Premises,Energy costs,Central Criminal Court,45331,RT2631108,2370.41,Total Gas & Power Ltd
City of London,Corporate Services,Premises,Energy costs,City of London Police,45331,RT2631113,21214.88,Total Gas & Power Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45331,RT2631117,572.05,Total Gas & Power Ltd
City of London,Off Street Parking,Premises,Energy costs,Built Environment,45331,RT2631125,4678.32,Total Gas & Power Ltd
City of London,Middlesex Street Estate,Premises,Energy costs,DCCS Housing,45331,RT2631134,635.69,Total Gas & Power Ltd
City of London,Buildings Division,Premises,Energy costs,Barbican Centre,45331,RT2631152,28744.51,Total Gas & Power Ltd
City of London,London Metropolitan Archives,Premises,Energy costs,"LMA, SBREC & Guildhall Library",45331,RT2631153,7921.2,Total Gas & Power Ltd
City of London,City Records Services,Premises,Energy costs,"LMA, SBREC & Guildhall Library",45331,RT2631153,3394.81,Total Gas & Power Ltd
City of London,Buildings Division,Premises,Energy costs,Barbican Centre,45331,RT2631156,7914.35,Total Gas & Power Ltd
City of London,Off Street Parking,Premises,Energy costs,Built Environment,45331,RT2631159,9633.4,Total Gas & Power Ltd
City of London,Highways,Premises,Energy costs,Built Environment,45331,RT2631161,3667.38,Total Gas & Power Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45331,RT2631163,8856.67,Total Gas & Power Ltd
City of London,Central Criminal Court (CF),Premises,Energy costs,Central Criminal Court,45331,RT2631164,57574.53,Total Gas & Power Ltd
City of London,Highways,Premises,Energy costs,Built Environment,45331,RT2631165,1155.23,Total Gas & Power Ltd
City of London,Walbrook Wharf,Premises,Energy costs,City Surveyors,45331,RT2631166,10593.14,Total Gas & Power Ltd
City of London,Corporate Services,Premises,Energy costs,City of London Police,45331,RT2631167,5146.22,Total Gas & Power Ltd
City of London,Cemetery and Crematorium,Premises,Energy costs,Open Spaces,45331,RT2631168,4419.09,Total Gas & Power Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45331,RT2631174,1034.21,Total Gas & Power Ltd
City of London,Public Conveniences,Premises,Energy costs,Built Environment,45331,RT2631187,1152.79,Total Gas & Power Ltd
City of London,Cemetery and Crematorium,Premises,Energy costs,Open Spaces,45331,RT2631189,1013.35,Total Gas & Power Ltd
City of London,Visitor Services and City Information Centre,Premises,Energy costs,Innovation & Growth,45331,RT2631194,897.28,Total Gas & Power Ltd
City of London,Middlesex Street Estate,Premises,Energy costs,DCCS Housing,45331,RT2631202,1341.71,Total Gas & Power Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45331,RT2631217,1029.44,Total Gas & Power Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45331,RT2631218,1389.08,Total Gas & Power Ltd
City of London,City Gardens,Premises,Energy costs,Built Environment,45331,RT2631222,1165.32,Total Gas & Power Ltd
City of London,Animal Health Services,Premises,Energy costs,Port Health & Public Protection,45331,RT2631230,1746.4,Total Gas & Power Ltd
City of London,Highways,Premises,Energy costs,Built Environment,45331,RT2631232,915.03,Total Gas & Power Ltd
City of London,Highways,Premises,Energy costs,Built Environment,45331,RT2631244,43183.7,Total Gas & Power Ltd
City of London,City Gardens,Premises,Energy costs,Built Environment,45331,RT2631244,4096.2,Total Gas & Power Ltd
City of London,Highways,Premises,Energy costs,Built Environment,45331,RT2631244,3212.05,Total Gas & Power Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45331,RT2631245,2058.92,Total Gas & Power Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45331,RT2631251,922.69,Total Gas & Power Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45331,RT2631254,1445.87,Total Gas & Power Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45331,RT2631257,785.09,Total Gas & Power Ltd
City of London,Off Street Parking,Premises,Energy costs,Built Environment,45331,RT2631270,967.19,Total Gas & Power Ltd
City of London,Golden Lane Estate,Premises,Energy costs,DCCS Housing,45331,RT2631276,1673.87,Total Gas & Power Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45331,RT2631278,1258.24,Total Gas & Power Ltd
City of London,Walbrook Wharf,Premises,Energy costs,City Surveyors,45331,RT2631293,18504.56,Total Gas & Power Ltd
City of London,York Way Estate,Premises,Energy costs,DCCS Housing,45331,RT2631337,-468.44,Total Gas & Power Ltd
City of London,York Way Estate,Premises,Energy costs,DCCS Housing,45331,RT2631337,-468.45,Total Gas & Power Ltd
City of London,York Way Estate,Premises,Energy costs,DCCS Housing,45331,RT2631337,-469.86,Total Gas & Power Ltd
City of London,Middlesex Street Estate,Premises,Energy costs,DCCS Housing,45331,RT2631339,34177.89,Total Gas & Power Ltd
City of London,Supervision and Management -General,Premises,Energy costs,DCCS Barbican Estate,45331,RT2631340,1837.62,Total Gas & Power Ltd
City of London,Commissioning,Premises,Energy costs,DCCS Housing,45331,RT2631341,5537.43,Total Gas & Power Ltd
City of London,Golden Lane Estate,Premises,Energy costs,DCCS Housing,45331,RT2631341,2153.45,Total Gas & Power Ltd
City of London,York Way Estate,Premises,Energy costs,DCCS Housing,45331,RT2631342,469.8,Total Gas & Power Ltd
City of London,York Way Estate,Premises,Energy costs,DCCS Housing,45331,RT2631342,468.41,Total Gas & Power Ltd
City of London,York Way Estate,Premises,Energy costs,DCCS Housing,45331,RT2631342,468.4,Total Gas & Power Ltd
City of London,York Way Estate,Premises,Energy costs,DCCS Housing,45331,RT2631344,485.46,Total Gas & Power Ltd
City of London,York Way Estate,Premises,Energy costs,DCCS Housing,45331,RT2631344,484.03,Total Gas & Power Ltd
City of London,York Way Estate,Premises,Energy costs,DCCS Housing,45331,RT2631344,484.01,Total Gas & Power Ltd
City of London,Service Charge Account,Premises,Energy costs,DCCS Barbican Estate,45331,RT2631347,3875.82,Total Gas & Power Ltd
City of London,Isledon House Estate,Premises,Energy costs,DCCS Housing,45331,RT2631349,10313.45,Total Gas & Power Ltd
City of London,Supervision and Management -General,Premises,Energy costs,DCCS Barbican Estate,45331,RT2631351,1719.93,Total Gas & Power Ltd
City of London,Central Criminal Court (CF),Premises,Energy costs,Central Criminal Court,45331,RT2631390,-11923.45,Total Gas & Power Ltd
City of London,Central Criminal Court (CF),Premises,Energy costs,Central Criminal Court,45331,RT2631391,-11644.09,Total Gas & Power Ltd
City of London,Central Criminal Court (CF),Premises,Energy costs,Central Criminal Court,45331,RT2631394,-15005.18,Total Gas & Power Ltd
City of London,Central Criminal Court (CF),Premises,Energy costs,Central Criminal Court,45331,RT2631398,-16737.87,Total Gas & Power Ltd
City of London,Cemetery and Crematorium,Premises,Energy costs,Open Spaces,45331,RT2631399,-13376.37,Total Gas & Power Ltd
City of London,Central Criminal Court (CF),Premises,Energy costs,Central Criminal Court,45331,RT2631401,-22294.24,Total Gas & Power Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45331,RT2631404,-890.52,Total Gas & Power Ltd
City of London,Walbrook Wharf,Premises,Energy costs,City Surveyors,45331,RT2631405,1692.4,Total Gas & Power Ltd
City of London,Cemetery and Crematorium,Premises,Energy costs,Open Spaces,45331,RT2631437,13824.38,Total Gas & Power Ltd
City of London,Barbican and Community Libraries,Premises,Energy costs,DCCS Libraries,45331,RT2631440,774.83,Total Gas & Power Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45331,RT2631443,1839.17,Total Gas & Power Ltd
City of London,Animal Health Services,Premises,Energy costs,Port Health & Public Protection,45331,RT2631445,3264.01,Total Gas & Power Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45331,RT2631449,5172.59,Total Gas & Power Ltd
City of London,Central Criminal Court (CF),Premises,Energy costs,Central Criminal Court,45331,RT2631459,871.16,Total Gas & Power Ltd
City of London,New Spitalfields Market - All Divisions,Premises,Energy costs,Spitalfields Market,45331,RT2631462,2480.63,Total Gas & Power Ltd
City of London,Schools Delegated Budget,Premises,Energy costs,DCCS The Aldgate School,45331,RT2631464,3308.93,Total Gas & Power Ltd
City of London,Port and Launches,Premises,Energy costs,Port Health & Public Protection,45331,RT2631468,768.18,Total Gas & Power Ltd
City of London,Walbrook Wharf,Premises,Energy costs,City Surveyors,45331,RT2631486,8795.87,Total Gas & Power Ltd
City of London,Walbrook Wharf,Premises,Energy costs,City Surveyors,45331,RT2631489,2012.35,Total Gas & Power Ltd
City of London,Adult and Community Learning,Premises,Energy costs,DCCS Housing,45331,RT2631499,6012.64,Total Gas & Power Ltd
City of London,London Metropolitan Archives,Premises,Energy costs,"LMA, SBREC & Guildhall Library",45331,RT2631503,4677.47,Total Gas & Power Ltd
City of London,City Records Services,Premises,Energy costs,"LMA, SBREC & Guildhall Library",45331,RT2631503,2004.63,Total Gas & Power Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45331,RT2631504,732.29,Total Gas & Power Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45331,RT2631507,1346.94,Total Gas & Power Ltd
City of London,Buildings Division,Premises,Energy costs,Barbican Centre,45331,RT2631508,1409.75,Total Gas & Power Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45331,RT2631653,6762,Butler & Young Associates
City of London,National Lead Force,Employees,Direct Employee Expenses,City of London Police,45331,RT2632028,929.25,Reed Specialist Recruitment Ltd
City of London,Street Cleansing,Supplies  and  Services,"Equipment, Furniture  and  Materials",Built Environment,45331,RT2632100,2633.07,Sykes & Son Ltd
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45331,RT2632371,157356.11,National Crime Agency 
City of London,CO&FO Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45331,RT2632785,1790,M Vision Events Limited
City of London,CO&FO Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45331,RT2632785,1375.84,M Vision Events Limited
City of London,CL and BHE(City Fund) Estate,Supplies  and  Services,Fees  and  Services,City Surveyors,45331,RT2632833,24019.81,ISS Mediclean Limited
City of London,CL and BHE(City Fund) Estate,Supplies  and  Services,Fees  and  Services,City Surveyors,45331,RT2632833,12045.57,ISS Mediclean Limited
City of London,CL and BHE(City Fund) Estate,Supplies  and  Services,Fees  and  Services,City Surveyors,45331,RT2632833,10052.49,ISS Mediclean Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45331,RT2632870,1501,Gleeds Cost Management Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45331,RT2632871,10087.09,AECOM Ltd 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45331,RT2632873,892.66,AECOM Ltd 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45331,RT2632874,938.69,AECOM Ltd 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45331,RT2632875,5000,AECOM Ltd 
City of London,London Metropolitan Archives,Supplies  and  Services,"Printing, Stationery  and  General Office Exps","LMA, SBREC & Guildhall Library",45331,RT2632948,938.62,Allied Publicity Services (Manchester) Limited 
City of London,London Metropolitan Archives,Supplies  and  Services,"Printing, Stationery  and  General Office Exps","LMA, SBREC & Guildhall Library",45331,RT2632955,710.46,Allied Publicity Services (Manchester) Limited 
City of London,Audience's Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45331,RT2632959,938.4,Allied Publicity Services (Manchester) Limited 
City of London,Audience's Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45331,RT2632959,930.33,Allied Publicity Services (Manchester) Limited 
City of London,Audience's Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45331,RT2632961,773.43,Allied Publicity Services (Manchester) Limited 
City of London,Audience's Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45331,RT2632961,739.16,Allied Publicity Services (Manchester) Limited 
City of London,Central Criminal Court (CF),Premises,Repairs and Maintenance,City Surveyors,45331,RT2633289,8500,HOK International Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45331,RT2633726,1067,Full Steam Espresso T/A Volcano Coffee Works
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45331,RT2633884,85125.75,National Crime Agency 
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45331,RT2633886,20600,Police & Crime Commissioner for Greater Manchester
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45331,RT2633939,75799,Eric Parry Architects Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45331,RT2633941,62500,Eric Parry Architects Ltd
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45331,RT2633965,9222.66,Applewood Construction Kent Limited
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45331,RT2633970,5707.38,Abbott Property Solutions Ltd
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45331,RT2633971,6767.67,Abbott Property Solutions Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45331,RT2634021,2250,Structural Renovations Ltd
City of London,Buildings Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45331,RT2634087,997.5,Portman Industries Limited T/A Genuine Solutions
City of London,Public Conveniences,Supplies  and  Services,"Equipment, Furniture  and  Materials",Built Environment,45331,RT2634144,6046,Hi-Tec Washrooms Solutions Limited
City of London,Service Charge Account,Premises,Cleaning and Domestic Supplies,DCCS Barbican Estate,45331,RT2634618,579.34,Van Vynck Environmental Services Ltd
City of London,Buildings Division,Employees,Direct Employee Expenses,Barbican Centre,45331,RT2634661,709.68,CBW Staffing Solutions Ltd
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,DCCS Housing,45331,RT2634762,3750,Calm Mediation
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45331,RT2635241,565.72,Joe Cool (UK) Limited
City of London,COL Business Improvement Districts,Supplies  and  Services,Fees  and  Services,City Surveyors,45331,RT2635307,9082.52,Primera Corporation Limited
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45331,RT2635318,17198.52,Police & Crime Commissioner for Cheshire
City of London,Homelessness,Third Party Payments,Other Establishments,DCCS Fam & Young People,45331,RT2635515,249889.5,Guy's & St Thomas' NHS Foundation Trust
City of London,Community Safety Team,Supplies  and  Services,Fees  and  Services,DCCS Adult Services,45331,RT2635583,1050,G2V Recruitment Group Limited
City of London,Southwark Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45331,RT2635675,679.49,Pioneer Products Limited T/A Janitorial Express
City of London,William Blake Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45331,RT2635675,679.49,Pioneer Products Limited T/A Janitorial Express
City of London,Local Policing,Supplies  and  Services,Livestock,City of London Police,45331,RT2635695,1689.08,Forsburys Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45331,RT2635707,7500,QODA Consulting (London) Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45331,RT2635716,2436,Bradley-Hole Schoenaich Landscape Architects Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45331,RT2635717,600,IM2 Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45331,RT2635723,2016.44,Crimson Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45331,RT2635724,11088.67,Crimson Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City of London Police,45331,RT2635735,3882.24,Cartwright Vehicle Conversions Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45331,RT2635762,1716.6,Crisp Solutions Ltd
City of London,Specialist Operations,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45331,RT2635763,618,Office Furniture Online Limited
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45331,RT2635779,3000,Isjackwild Ltd
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45331,RT2635801,936,Cat Sims
City of London,Homelessness,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45331,RT2635806,13430.25,Thames Reach Housing Association Ltd
City of London,Homelessness,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45331,RT2635807,13430.25,Thames Reach Housing Association Ltd
City of London,Audience's Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45331,RT2635810,5288.8,BPS Innovative Media Ltd
