Body,Division of Service,Purpose of Expenditure,Merchant Category,Department,Payment Date,Transaction Code,Net Amount,Supplier Name
City of London,Cemetery and Crematorium,Employees,Indirect Employee Expenses,Chief Operating Officer,45079,RT2560569,1199,Peoplescout Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45079,RT2560722,2159.75,Delva Patman Redler LLP 
City of London,Highways,Premises,Repairs and Maintenance,Built Environment,45079,RT2561029,12000,F M Conway Ltd
City of London,Highways,Premises,Repairs and Maintenance,Built Environment,45079,RT2561029,8000,F M Conway Ltd
City of London,Highways,Premises,Repairs and Maintenance,Built Environment,45079,RT2561029,5000,F M Conway Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45079,RT2561033,42803.95,F M Conway Ltd
City of London,Highways,Premises,Repairs and Maintenance,Built Environment,45079,RT2561061,3306.25,F M Conway Ltd
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45079,RT2561075,401,Daisy Corporate Services Trading Limited 
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45079,RT2561075,324.33,Daisy Corporate Services Trading Limited 
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45079,RT2561075,198.55,Daisy Corporate Services Trading Limited 
City of London,Corporate Services,Supplies  and  Services,Fees  and  Services,City of London Police,45079,RT2561140,40000,Airwave Solutions Ltd
City of London,Adult and Community Learning,Employees,Indirect Employee Expenses,DCCS Adult Services,45079,RT2561191,615.6,Kaplan Publishing Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45079,RT2561193,1233.36,Brake Bros Ltd 
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45079,RT2561212,1925.25,Harrow Green Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City of London Police,45079,RT2561337,13145,Sonic Communications International Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City of London Police,45079,RT2561337,357.5,Sonic Communications International Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City of London Police,45079,RT2561337,2145,Sonic Communications International Limited
City of London,Schools Delegated Budget,Supplies  and  Services,Fees  and  Services,DCCS The Aldgate School,45079,RT2561553,2000,Debate Mate Schools Limited
City of London,Buildings Division,Premises,Energy costs,Barbican Centre,45079,RT2561878,53095.4,Total Gas & Power Ltd
City of London,Barbican Own Events,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45079,RT2561972,51946,Central Leisure Developments Limited
City of London,Barbican Own Events,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45079,RT2561972,-25973,Central Leisure Developments Limited
City of London,Local Policing,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45079,RT2562023,648,Office Furniture Online Limited
City of London,Local Policing,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45079,RT2562024,4120,Office Furniture Online Limited
City of London,Local Policing,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45079,RT2562025,90,Office Furniture Online Limited
City of London,Local Policing,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45079,RT2562025,2025,Office Furniture Online Limited
City of London,Avondale Square Estate,Premises,Grounds Maintenance Costs,DCCS Housing,45079,RT2562026,662.2,Community Resourcing Limited
City of London,Avondale Square Estate,Premises,Grounds Maintenance Costs,DCCS Housing,45079,RT2562027,827.75,Community Resourcing Limited
City of London,Avondale Square Estate,Premises,Grounds Maintenance Costs,DCCS Housing,45079,RT2562029,827.75,Community Resourcing Limited
City of London,Avondale Square Estate,Premises,Grounds Maintenance Costs,DCCS Housing,45079,RT2562031,662.2,Community Resourcing Limited
City of London,Avondale Square Estate,Premises,Grounds Maintenance Costs,DCCS Housing,45079,RT2562033,662.2,Community Resourcing Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45079,RT2562081,912.5,Customworks Ltd
City of London,Homelessness,Third Party Payments,Other Establishments,DCCS Fam & Young People,45079,RT2562188,107856.17,Mildmay Mission Hospital
City of London,Homelessness,Third Party Payments,Other Establishments,DCCS Fam & Young People,45079,RT2562188,-23906.17,Mildmay Mission Hospital
City of London,Homelessness,Third Party Payments,Other Establishments,DCCS Fam & Young People,45079,RT2562203,107856.17,Mildmay Mission Hospital
City of London,Homelessness,Third Party Payments,Other Establishments,DCCS Fam & Young People,45079,RT2562203,-23906.17,Mildmay Mission Hospital
City of London,Housing HRA Direct,Employees,Direct Employee Expenses,DCCS Housing,45079,RT2562208,1033.2,Community Resourcing Limited
City of London,Housing HRA Direct,Employees,Direct Employee Expenses,DCCS Housing,45079,RT2562208,-344.4,Community Resourcing Limited
City of London,Housing HRA Direct,Employees,Direct Employee Expenses,DCCS Housing,45079,RT2562211,1033.2,Community Resourcing Limited
City of London,Housing HRA Direct,Employees,Direct Employee Expenses,DCCS Housing,45079,RT2562211,-172.2,Community Resourcing Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45079,RT2562217,2673.75,Turley Associates Ltd
City of London,Police Authority Board,Employees,Direct Employee Expenses,Town Clerks,45079,RT2562285,6375,Hays Specialist Recruitment Ltd 
City of London,Corporate and Democratic Core - CHA,Supplies  and  Services,Fees  and  Services,Chamberlains,45079,RT2562312,15000,Bloom Procurement Services Ltd 
City of London,Planning Obligations Monitoring A/c,Supplies  and  Services,Communications  and  Computing,Built Environment,45079,RT2562425,4493.09,Exacom Systems Ltd
City of London,Planning Obligations Monitoring A/c,Supplies  and  Services,Communications  and  Computing,Built Environment,45079,RT2562425,2403.29,Exacom Systems Ltd
City of London,Planning Obligations Monitoring A/c,Supplies  and  Services,Communications  and  Computing,Built Environment,45079,RT2562425,1985.31,Exacom Systems Ltd
City of London,Planning Obligations Monitoring A/c,Supplies  and  Services,Communications  and  Computing,Built Environment,45079,RT2562425,1567.36,Exacom Systems Ltd
City of London,City Open Spaces,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45079,RT2562479,625,General Trading Company 
City of London,Corporate Services,Employees,Indirect Employee Expenses,City of London Police,45079,RT2562624,1570,Sancus Operations Ltd
City of London,Buildings Division,Employees,Direct Employee Expenses,Barbican Centre,45079,RT2562838,876.81,CBW Staffing Solutions Ltd
City of London,Buildings Division,Employees,Direct Employee Expenses,Barbican Centre,45079,RT2562839,743.96,CBW Staffing Solutions Ltd
City of London,Buildings Division,Employees,Direct Employee Expenses,Barbican Centre,45079,RT2562841,1461.35,CBW Staffing Solutions Ltd
City of London,Corporate Services,Employees,Indirect Employee Expenses,City of London Police,45079,RT2562948,940,Shortest Path Training Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45079,RT2562952,2235.6,Boutinot Ltd
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,4284.49,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,1144.94,Metwin Limited
City of London,Car Parking,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,984.56,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,759.96,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,558.88,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,557.28,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,387.81,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,354.72,Metwin Limited
City of London,Car Parking,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,341.52,Metwin Limited
City of London,Landlords Services,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,341.52,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,263.52,Metwin Limited
City of London,Landlords Services,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,241.14,Metwin Limited
City of London,Landlords Services,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,216.69,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,200.95,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,200.95,Metwin Limited
City of London,Landlords Services,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,168.42,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,160.76,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,158.12,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,137.17,Metwin Limited
City of London,Landlords Services,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,137.17,Metwin Limited
City of London,Landlords Services,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,137.17,Metwin Limited
City of London,Car Parking,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,120.57,Metwin Limited
City of London,Supervision and Management -General,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,80.38,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,80.38,Metwin Limited
City of London,Car Parking,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,80.38,Metwin Limited
City of London,Landlords Services,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563134,80.38,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563135,10350.6,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563136,10350.6,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563137,5517.66,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563138,5517.66,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,2078.12,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,1929.12,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,1879.22,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,1656.84,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,1649.6,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,1516.34,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,1247.7,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,1247.7,Metwin Limited
City of London,Landlords Services,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,1018.56,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,843.8,Metwin Limited
City of London,Car Parking,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,843.42,Metwin Limited
City of London,Supervision and Management -General,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,510.69,Metwin Limited
City of London,Landlords Services,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,388.51,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,372.88,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,328.69,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,274.34,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,217.55,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,217.55,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,197.03,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,160.76,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,137.17,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,137.17,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,137.17,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,123.97,Metwin Limited
City of London,Landlords Services,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,120.57,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,120.57,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,91.38,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,80.38,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,65.88,Metwin Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45079,RT2563139,65.88,Metwin Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Open Spaces,45079,RT2563231,3000,Topocrew Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45079,RT2563412,3577,Tenon Joinery Services Limited
City of London,Street Scene,Premises,Repairs and Maintenance,Built Environment,45079,RT2563412,715.4,Tenon Joinery Services Limited
City of London,Other Schools Related Activities,Third Party Payments,Other Local Authorities,DCCS Fam & Young People,45079,RT2563450,4451,London Grid for Learning Trust
City of London,Schools Delegated Budget,Supplies  and  Services,Grants  and  Subscriptions,DCCS The Aldgate School,45079,RT2563550,3306.15,London Diocesan Board for Schools
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45079,RT2563578,560.04,The School of Life 
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45079,RT2563583,520,Marcel Baettig T/A Concrete Shed
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45079,RT2563584,95.4,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45079,RT2563584,70,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45079,RT2563584,68.5,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45079,RT2563584,65,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45079,RT2563584,62,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45079,RT2563584,62,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45079,RT2563584,62,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45079,RT2563584,60,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45079,RT2563584,56,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45079,RT2563584,53,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45079,RT2563584,45,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45079,RT2563584,43.5,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45079,RT2563584,40.5,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45079,RT2563584,37,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45079,RT2563584,36.5,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45079,RT2563584,35,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45079,RT2563584,28.5,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45079,RT2563584,21.2,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45079,RT2563584,19.5,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45079,RT2563584,19.5,Greener Solutions Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45079,RT2563584,19,Greener Solutions Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45079,RT2563592,7115.58,Swift Crafted Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45079,RT2563592,3955.3,Swift Crafted Limited
City of London,Schools Delegated Budget,Employees,Direct Employee Expenses,DCCS The Aldgate School,45079,RT2563595,2664.58,SND Cleaning Ltd
City of London,Early Years and Primary Education,Employees,Direct Employee Expenses,DCCS The Aldgate School,45079,RT2563595,148.03,SND Cleaning Ltd
City of London,Early Years and Primary Education,Employees,Direct Employee Expenses,DCCS The Aldgate School,45079,RT2563595,148.03,SND Cleaning Ltd
City of London,Barbican Own Events,Supplies  and  Services,Grants  and  Subscriptions,Barbican Centre,45079,RT2563599,655,Society of London Theatre
City of London,Barbican Own Events,Supplies  and  Services,Grants  and  Subscriptions,Barbican Centre,45079,RT2563599,163.75,Society of London Theatre
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45079,RT2563615,900,Hannah Calascione
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45079,RT2563617,1271.57,Baily Garner (Health & Safety) Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45079,RT2563617,423.12,Baily Garner (Health & Safety) Ltd
City of London,Public Conveniences,Supplies  and  Services,"Equipment, Furniture  and  Materials",Built Environment,45079,RT2563619,1252,Hi-Tec Washrooms Solutions Limited
City of London,Highways,Supplies  and  Services,Communications  and  Computing,Built Environment,45079,RT2563624,800,Keyterra-Firma Limited
City of London,Homelessness,Third Party Payments,Other Establishments,DCCS Fam & Young People,45079,RT2563653,159877,The London Pathway
City of London,Buildings Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45079,RT2563670,997.5,Portman Industries Limited T/A Genuine Solutions
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,DCCS Barbican Estate,45079,RT2563676,5902.53,Parkguard Ltd
City of London,Community Safety Team,Supplies  and  Services,Fees  and  Services,DCCS Adult Services,45079,RT2563679,2879.07,Parkguard Ltd
City of London,Schools Delegated Budget,Employees,Direct Employee Expenses,DCCS The Aldgate School,45079,RT2563694,687.42,Office Angels Ltd
City of London,Early Years and Primary Education,Employees,Direct Employee Expenses,DCCS The Aldgate School,45079,RT2563694,38.19,Office Angels Ltd
City of London,Early Years and Primary Education,Employees,Direct Employee Expenses,DCCS The Aldgate School,45079,RT2563694,38.19,Office Angels Ltd
City of London,Communications,Supplies  and  Services,Advertising/Miscellaneous expenses,Town Clerks,45079,RT2563696,1250,City AM Ltd
City of London,LMA Projects,Supplies  and  Services,Fees  and  Services,"LMA, SBREC & Guildhall Library",45079,RT2563701,11100,Carmody Groarke Ltd
City of London,Port and Launches,Transport,Direct Transport Costs,Markets & Consumer Ptn,45079,RT2563709,305,Port of London Authority
City of London,Port and Launches,Transport,Direct Transport Costs,Markets & Consumer Ptn,45079,RT2563709,277,Port of London Authority
City of London,Port and Launches,Transport,Direct Transport Costs,Markets & Consumer Ptn,45079,RT2563709,240,Port of London Authority
City of London,Port and Launches,Transport,Direct Transport Costs,Markets & Consumer Ptn,45079,RT2563709,120,Port of London Authority
City of London,Barbican Own Events,Premises,Rents,Barbican Centre,45079,RT2563713,975,LSO Productions Limited
City of London,Barbican Own Events,Premises,Rents,Barbican Centre,45079,RT2563713,975,LSO Productions Limited
City of London,Barbican Own Events,Premises,Rents,Barbican Centre,45079,RT2563713,975,LSO Productions Limited
City of London,Barbican Own Events,Premises,Rents,Barbican Centre,45079,RT2563713,975,LSO Productions Limited
City of London,Barbican Own Events,Premises,Rents,Barbican Centre,45079,RT2563713,100,LSO Productions Limited
City of London,Small Business Research and Enterprise Centre,Supplies  and  Services,Communications  and  Computing,"LMA, SBREC & Guildhall Library",45079,RT2563715,5500,Solus UK Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45079,RT2563719,62500,Eric Parry Architects Ltd
City of London,Adult and Community Learning,Supplies  and  Services,"Equipment, Furniture  and  Materials",DCCS Adult Services,45079,RT2563720,976.13,Miss Sakina Brohier
City of London,City Open Spaces,Employees,Indirect Employee Expenses,Chief Operating Officer,45079,RT2563731,1224,Peoplescout Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45079,RT2563754,104282.45,Sykes & Son Ltd
City of London,Corporate Services,Employees,Indirect Employee Expenses,City of London Police,45079,RT2563796,1248,The City Literary Institute 
City of London,Corporate Services,Employees,Indirect Employee Expenses,City of London Police,45079,RT2563799,7506,The City Literary Institute 
City of London,Community Safety Team,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45079,RT2563820,1400,G2V Recruitment Group Limited
City of London,Local Policing,Third Party Payments,Other Agencies,City of London Police,45079,RT2563823,630.21,Fosters Schoolwear Limited
City of London,Other Schools Related Activities,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45079,RT2563824,2475,Elaine Killerby
City of London,Buildings Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",GSMD,45079,RT2563828,1040,Digital ID Ltd 
