Body,Division of Service,Purpose of Expenditure,Merchant Category,Department,Payment Date,Transaction Code,Net Amount,Supplier Name
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547556,50,Wates Property Services Limited 
City of London,Other Housing Services,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547556,50,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547556,50,Wates Property Services Limited 
City of London,York Way Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547556,50,Wates Property Services Limited 
City of London,William Blake Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547556,50,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,803.61,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,511.97,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,452.5,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,420.15,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,358.18,Wates Property Services Limited 
City of London,Holloway Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,358.18,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,271.73,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,247.88,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,234.77,Wates Property Services Limited 
City of London,Middlesex Street Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,234.61,Wates Property Services Limited 
City of London,York Way Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,229.09,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,209.14,Wates Property Services Limited 
City of London,York Way Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,186.27,Wates Property Services Limited 
City of London,Sydenham Hill Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,179.09,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,179.09,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,179.09,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,179.09,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,167.74,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,158.96,Wates Property Services Limited 
City of London,York Way Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,153.07,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,113.84,Wates Property Services Limited 
City of London,Middlesex Street Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,103.07,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,103.07,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,87.66,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,87.66,Wates Property Services Limited 
City of London,Other Housing Services,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,87.66,Wates Property Services Limited 
City of London,William Blake Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,87.66,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,81.82,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,75.78,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,63.84,Wates Property Services Limited 
City of London,Dron House,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,50,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547558,50,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,1932.06,Wates Property Services Limited 
City of London,William Blake Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,1628.3,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,1233.82,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,1208.31,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,1124.72,Wates Property Services Limited 
City of London,Sydenham Hill Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,891.96,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,724.18,Wates Property Services Limited 
City of London,York Way Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,493.14,Wates Property Services Limited 
City of London,York Way Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,481.92,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,269.15,Wates Property Services Limited 
City of London,York Way Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,257.77,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,255.23,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,229.98,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,203.37,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,181.21,Wates Property Services Limited 
City of London,Holloway Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,173.59,Wates Property Services Limited 
City of London,Middlesex Street Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,137.59,Wates Property Services Limited 
City of London,Holloway Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,135.58,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,133.25,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,106.18,Wates Property Services Limited 
City of London,Holloway Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,87.66,Wates Property Services Limited 
City of London,Dron House,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,87.66,Wates Property Services Limited 
City of London,Isledon House Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,85.5,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,71.33,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,55.8,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,50,Wates Property Services Limited 
City of London,Windsor House,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,50,Wates Property Services Limited 
City of London,Sydenham Hill Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,50,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,50,Wates Property Services Limited 
City of London,William Blake Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,50,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,50,Wates Property Services Limited 
City of London,Middlesex Street Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547559,50,Wates Property Services Limited 
City of London,Corporate Services,Premises,Cleaning and Domestic Supplies,City of London Police,45037,RT2547564,750,Atalian Servest Limited 
City of London,York Way Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,290.77,Wates Property Services Limited 
City of London,William Blake Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,253.09,Wates Property Services Limited 
City of London,Middlesex Street Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,238.96,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,194.38,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,192.28,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,151.57,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,137.59,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,126.42,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,121.33,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,113.11,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,103.07,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,100,Wates Property Services Limited 
City of London,York Way Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,100,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,100,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,100,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,100,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,100,Wates Property Services Limited 
City of London,Dron House,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,97.19,Wates Property Services Limited 
City of London,Middlesex Street Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,97.19,Wates Property Services Limited 
City of London,Holloway Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,87.66,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,74.85,Wates Property Services Limited 
City of London,Middlesex Street Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,71.33,Wates Property Services Limited 
City of London,Isledon House Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,50,Wates Property Services Limited 
City of London,Dron House,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,50,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,50,Wates Property Services Limited 
City of London,Holloway Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,50,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,50,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,50,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,50,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,50,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,50,Wates Property Services Limited 
City of London,Holloway Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,50,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45037,RT2547572,50,Wates Property Services Limited 
City of London,Communications,Supplies  and  Services,"Equipment, Furniture  and  Materials",Town Clerks,45037,RT2547662,2639.28,Insight Direct (UK) Ltd
City of London,Specialist Operations,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45037,RT2547733,538.6,Warehouse Express Ltd 
City of London,Road Safety,Third Party Payments,Private Contractors,Built Environment,45037,RT2547763,5490,Tracsis Traffic Data Limited
City of London,Climate Action (CF),Supplies  and  Services,Fees  and  Services,Innovation & Growth,45037,RT2547839,7476,Buro Happold Limited
City of London,Communications,Supplies  and  Services,"Equipment, Furniture  and  Materials",Town Clerks,45037,RT2547842,628.99,Insight Direct (UK) Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Barbican Centre,45037,RT2548157,10000,AECOM Ltd 
City of London,Public Conveniences,Supplies  and  Services,Fees  and  Services,Built Environment,45037,RT2548185,1195,Saba Park Services UK Ltd 
City of London,Off Street Parking,Third Party Payments,Private Contractors,Built Environment,45037,RT2548188,26848.23,Saba Park Services UK Ltd 
City of London,Off Street Parking,Third Party Payments,Private Contractors,Built Environment,45037,RT2548188,23121.72,Saba Park Services UK Ltd 
City of London,Off Street Parking,Third Party Payments,Private Contractors,Built Environment,45037,RT2548188,23074.86,Saba Park Services UK Ltd 
City of London,Off Street Parking,Third Party Payments,Private Contractors,Built Environment,45037,RT2548188,22829.44,Saba Park Services UK Ltd 
City of London,CO&FO Division,Supplies  and  Services,Fees  and  Services,Built Environment,45037,RT2548188,19377.14,Saba Park Services UK Ltd 
City of London,Audience's Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45037,RT2548218,2938.2,Allied Publicity Services (Manchester) Limited 
City of London,Audience's Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45037,RT2548218,2322.3,Allied Publicity Services (Manchester) Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45037,RT2548280,125563.28,F M Conway Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45037,RT2548285,19753.7,F M Conway Ltd
City of London,Highways,Premises,Repairs and Maintenance,Built Environment,45037,RT2548286,4228.47,F M Conway Ltd
City of London,Barbican Own Events,Supplies  and  Services,Expenses,Barbican Centre,45037,RT2548410,1040,Citadines Apart'Hotel 
City of London,Barbican Own Events,Supplies  and  Services,Expenses,Barbican Centre,45037,RT2548410,726.67,Citadines Apart'Hotel 
City of London,Buildings Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45037,RT2548438,526.5,Edmundson Electrical Ltd
City of London,London Metropolitan Archives,Premises,Repairs and Maintenance,City Surveyors,45037,RT2548699,189.89,Skanska Construction UK Ltd
City of London,London Metropolitan Archives,Premises,Repairs and Maintenance,City Surveyors,45037,RT2548699,154.5,Skanska Construction UK Ltd
City of London,London Metropolitan Archives,Premises,Repairs and Maintenance,City Surveyors,45037,RT2548699,97.49,Skanska Construction UK Ltd
City of London,London Metropolitan Archives,Premises,Repairs and Maintenance,City Surveyors,45037,RT2548699,97.49,Skanska Construction UK Ltd
City of London,London Metropolitan Archives,Premises,Repairs and Maintenance,City Surveyors,45037,RT2548699,97.49,Skanska Construction UK Ltd
City of London,London Metropolitan Archives,Premises,Repairs and Maintenance,City Surveyors,45037,RT2548699,97.49,Skanska Construction UK Ltd
City of London,London Metropolitan Archives,Premises,Repairs and Maintenance,City Surveyors,45037,RT2548699,97.49,Skanska Construction UK Ltd
City of London,London Metropolitan Archives,Premises,Repairs and Maintenance,City Surveyors,45037,RT2548699,97.49,Skanska Construction UK Ltd
City of London,London Metropolitan Archives,Premises,Repairs and Maintenance,City Surveyors,45037,RT2548699,97.49,Skanska Construction UK Ltd
City of London,London Metropolitan Archives,Premises,Repairs and Maintenance,City Surveyors,45037,RT2548699,97.49,Skanska Construction UK Ltd
City of London,London Metropolitan Archives,Premises,Repairs and Maintenance,City Surveyors,45037,RT2548699,78.64,Skanska Construction UK Ltd
City of London,London Metropolitan Archives,Premises,Repairs and Maintenance,City Surveyors,45037,RT2548699,65,Skanska Construction UK Ltd
City of London,London Metropolitan Archives,Premises,Repairs and Maintenance,City Surveyors,45037,RT2548699,65,Skanska Construction UK Ltd
City of London,London Metropolitan Archives,Premises,Repairs and Maintenance,City Surveyors,45037,RT2548699,65,Skanska Construction UK Ltd
City of London,Town Planning,Supplies  and  Services,Fees  and  Services,Built Environment,45037,RT2548795,6235.5,Hilson Moran Partnership Ltd
City of London,Town Planning,Supplies  and  Services,Fees  and  Services,Built Environment,45037,RT2548795,-1235.5,Hilson Moran Partnership Ltd
City of London,National Lead Force,Supplies  and  Services,Communications  and  Computing,City of London Police,45037,RT2548808,16500,Telefonica UK Limited
City of London,Avondale Square Estate,Supplies  and  Services,Communications  and  Computing,DCCS Housing,45037,RT2548809,620,Telefonica UK Limited
City of London,Avondale Square Estate,Supplies  and  Services,Communications  and  Computing,DCCS Housing,45037,RT2548809,620,Telefonica UK Limited
City of London,Avondale Square Estate,Supplies  and  Services,Communications  and  Computing,DCCS Housing,45037,RT2548809,-38,Telefonica UK Limited
City of London,Avondale Square Estate,Supplies  and  Services,Communications  and  Computing,DCCS Housing,45037,RT2548809,-38,Telefonica UK Limited
City of London,Technical Services,Employees,Direct Employee Expenses,DCCS Housing,45037,RT2551106,5310,Gravitas Recruitment Group Limited
City of London,Schools Delegated Budget,Premises,Water Services,DCCS The Aldgate School,45037,RT2551329,1179.45,Anglian Water Business (National) Limited 
City of London,Early Years and Primary Education,Premises,Water Services,DCCS The Aldgate School,45037,RT2551329,65.53,Anglian Water Business (National) Limited 
City of London,Early Years and Primary Education,Premises,Water Services,DCCS The Aldgate School,45037,RT2551329,65.52,Anglian Water Business (National) Limited 
City of London,Child Social Care,Third Party Payments,Other Local Authorities,DCCS Housing,45037,RT2551438,5000,London Borough of Tower Hamlets 
City of London,Port and Launches,Supplies  and  Services,Fees  and  Services,Built Environment,45037,RT2551635,950,Public Analyst Scientific Services Ltd
City of London,Port and Launches,Supplies  and  Services,Fees  and  Services,Built Environment,45037,RT2551636,2880,Public Analyst Scientific Services Ltd
City of London,Port and Launches,Supplies  and  Services,Fees  and  Services,Built Environment,45037,RT2551637,1045,Public Analyst Scientific Services Ltd
City of London,Adult and Community Learning,Supplies  and  Services,Fees  and  Services,DCCS Adult Services,45037,RT2551638,2952,Just IT Training Ltd
City of London,Port and Launches,Supplies  and  Services,Fees  and  Services,Built Environment,45037,RT2551639,2850,Public Analyst Scientific Services Ltd
City of London,Older People,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2551684,3000,Highlands healthcare Limited 
City of London,Older People,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2551686,6367.76,Patricia Fairweather T/A Aspray House Ltd
City of London,Adult Social Care,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2551688,10071.43,Bramley Health Limited
City of London,Older People,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2551693,5196,Barchester Healthcare Limited
City of London,Older People,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2551694,5571.43,St Catherine Care Home Ltd
City of London,Adult Social Care,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2552182,2283.4,Hartwig Care Limited
City of London,Adult Social Care,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2552183,961.28,Hartwig Care Limited
City of London,Older People,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2552184,4304.98,Hartwig Care Limited
City of London,Adult Social Care,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2552186,3148.49,Hartwig Care Limited
City of London,Older People,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2552187,2563.37,Hartwig Care Limited
City of London,Older People,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2552188,5382.9,Hartwig Care Limited
City of London,Older People,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2552189,3297.18,Hartwig Care Limited
City of London,Older People,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2552190,2941.78,Hartwig Care Limited
City of London,Older People,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2552191,524.4,Hartwig Care Limited
City of London,Older People,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2552192,2522.69,Hartwig Care Limited
City of London,Older People,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2552193,1366.27,Hartwig Care Limited
City of London,Adult Social Care,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2552195,1374.94,Hartwig Care Limited
City of London,Older People,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2552196,1476.87,Hartwig Care Limited
City of London,Older People,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2552197,1643.12,Hartwig Care Limited
City of London,Older People,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2552198,2971.06,Hartwig Care Limited
City of London,Older People,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2552199,1648.63,Hartwig Care Limited
City of London,Adult Social Care,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2552200,2528.06,Hartwig Care Limited
City of London,Older People,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2552201,961.24,Hartwig Care Limited
City of London,Older People,Third Party Payments,Other Agencies,DCCS Adult Services,45037,RT2552202,626.2,Hartwig Care Limited
City of London,Programming Division,Supplies  and  Services,Grants  and  Subscriptions,Barbican Centre,45037,RT2552240,164583.33,London Symphony Orchestra Ltd
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552354,1001,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552355,4644.21,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552358,2002,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552361,2002,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552362,2002,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552363,2002,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552364,2302.3,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552367,750.75,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552367,750.75,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552367,750.75,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552369,500.5,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552371,3003,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552372,5214.48,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552374,2002,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552375,3820.86,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552377,4644.21,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552379,3003,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552383,500.5,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552386,600.6,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552388,1470.27,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552388,32.43,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552393,1501.5,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552395,-500.5,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552399,500.5,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45037,RT2552399,-0.01,Havas Entertainment Limited 
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45037,RT2552406,780.75,Best Years Ltd
City of London,Specialist Operations,Supplies  and  Services,Communications  and  Computing,City of London Police,45037,RT2552466,6484.83,Experian Limited
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45037,RT2552517,62500,Institute for Employment Studies
City of London,Central Balance Sheet,Current Liability,Creditor,Built Environment,45037,RT2552781,4669828.2,Transport for London
City of London,Corporate Services,Transport,Direct Transport Costs,City of London Police,45037,RT2553137,1922.4,Cedars Assist Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45037,RT2553320,6400,ATG Access Ltd
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45037,RT2553342,4000,Emma Whitton
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45037,RT2553370,1507.89,Brook Green Supply Limited
City of London,Road Safety,Employees,Indirect Employee Expenses,Built Environment,45037,RT2553374,1200,Bike Taxi Limited T/A Pedal Me
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45037,RT2553394,500,Remi Harris Consulting
City of London,Specialist Operations,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45037,RT2553469,467.5,Park Cameras Ltd
City of London,Specialist Operations,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45037,RT2553469,142.5,Park Cameras Ltd
City of London,Human Resources Division,Employees,Indirect Employee Expenses,Barbican Centre,45037,RT2553484,2401.2,Direct Access Supplies Ltd 
City of London,Human Resources Division,Employees,Indirect Employee Expenses,Barbican Centre,45037,RT2553484,216.08,Direct Access Supplies Ltd 
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45037,RT2553493,900,Matthew Kaltenborn 
City of London,Programming Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45037,RT2553502,1548.31,Galtec Solutions Limited
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45037,RT2553503,6607.68,BBC 
City of London,Community Safety Team,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45037,RT2553504,1750,G2V Recruitment Group Limited
