Body,Division of Service,Purpose of Expenditure,Merchant Category,Department,Payment Date,Transaction Code,Net Amount,Supplier Name
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45352,RT2603956,15,New Concept General Cleaning Company Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45352,RT2603956,15,New Concept General Cleaning Company Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45352,RT2603956,15,New Concept General Cleaning Company Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45352,RT2603956,15,New Concept General Cleaning Company Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45352,RT2603956,15,New Concept General Cleaning Company Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45352,RT2603956,7.5,New Concept General Cleaning Company Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45352,RT2603956,7.5,New Concept General Cleaning Company Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45352,RT2603956,7.5,New Concept General Cleaning Company Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45352,RT2603956,7.5,New Concept General Cleaning Company Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45352,RT2603956,7.5,New Concept General Cleaning Company Limited
City of London,Avondale Square Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45352,RT2603956,5,New Concept General Cleaning Company Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45352,RT2613660,2725,Sustainable Evolution Ltd T/A Evolution
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45352,RT2613660,1500,Sustainable Evolution Ltd T/A Evolution
City of London,Audience's Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45352,RT2619686,2450,Mark Allan 
City of London,Asylum Seekers Services,Supplies  and  Services,Expenses,DCCS Fam & Young People,45352,RT2619848,500,REDACTED PERSONAL DATA
City of London,Programming Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45352,RT2622353,1875.68,StudioCanal Ltd 
City of London,Programming Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45352,RT2622353,24.5,StudioCanal Ltd 
City of London,Programming Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45352,RT2622355,1487.21,StudioCanal Ltd 
City of London,Programming Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45352,RT2622359,651.9,StudioCanal Ltd 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45352,RT2623005,1500,Sustainable Evolution Ltd T/A Evolution
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45352,RT2626729,5000,Sustainable Evolution Ltd T/A Evolution
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Barbican Centre,45352,RT2626981,15000,Buro Happold Limited
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45352,RT2628951,9000,The Barton Partnership Ltd
City of London,Town Planning,Supplies  and  Services,Fees  and  Services,Built Environment,45352,RT2630031,18133.5,The Townscape Consultancy Ltd
City of London,Town Planning,Supplies  and  Services,Fees  and  Services,Built Environment,45352,RT2630031,-8133.5,The Townscape Consultancy Ltd
City of London,Middlesex Street Estate,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2630514,2350.19,Amalgamated Ltd
City of London,Community Librairies,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2630514,139.59,Amalgamated Ltd
City of London,Middlesex Street Estate,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2630514,138.84,Amalgamated Ltd
City of London,Commissioning,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2630514,108.42,Amalgamated Ltd
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2630716,2461.46,TSG Building Services PLC
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2630717,3326.71,TSG Building Services PLC
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2630718,2443.56,TSG Building Services PLC
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2630719,2415.46,TSG Building Services PLC
City of London,Buildings Division,Premises,Repairs and Maintenance,Barbican Centre,45352,RT2632369,775,Colt International Ltd 
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45352,RT2634681,540,Smartsurvey Ltd
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45352,RT2637283,13750,The Barton Partnership Ltd
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45352,RT2637290,3000,The Barton Partnership Ltd
City of London,Programming Division,Transport,Public Transport,Barbican Centre,45352,RT2637547,560.6,Addison Lee Limited
City of London,Barbican Own Events,Transport,Public Transport,Barbican Centre,45352,RT2637547,174.27,Addison Lee Limited
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2637552,6533.82,TSG Building Services PLC
City of London,Isledon House Estate,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2637553,1467.28,TSG Building Services PLC
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2637554,1670.47,TSG Building Services PLC
City of London,National Lead Force,Transport,Direct Transport Costs,City of London Police,45352,RT2637707,769.84,Enterprise Rent A Car UK Limited
City of London,Audience's Division,Transport,Public Transport,Barbican Centre,45352,RT2637834,2866.85,Addison Lee Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45352,RT2637865,3030,Currie & Brown UK Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45352,RT2638053,7000,CSSW.London Limited
City of London,Programming Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45352,RT2638067,7414.67,The Walt Disney Company Limited
City of London,Programming Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45352,RT2638067,3200.25,The Walt Disney Company Limited
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45352,RT2638067,510,The Walt Disney Company Limited
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45352,RT2638069,560,Skills for Justice (Enterprises) Limited 
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45352,RT2638080,1479.9,The Book Service Ltd 
City of London,Corporate Services,Supplies  and  Services,"Equipment, Furniture  and  Materials",City Surveyors,45352,RT2638124,2476.24,ISS Mediclean Limited
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,DCCS Housing,45352,RT2638158,3000,Richards Partington Architects Ltd
City of London,Corporate Services,Supplies  and  Services,Fees  and  Services,City of London Police,45352,RT2638293,6240,Cerastes Ltd
City of London,Isledon House Estate,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2638340,1467.28,TSG Building Services PLC
City of London,National Lead Force,Employees,Indirect Employee Expenses,City of London Police,45352,RT2638795,-900,Firebrand Training Limited 
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45352,RT2639146,262454.72,The Office of the Police and Crime Commissioner for Leicestershire
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45352,RT2639146,99000,The Office of the Police and Crime Commissioner for Leicestershire
City of London,Windsor House,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2639247,2622.86,TSG Building Services PLC
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2639248,2751.46,TSG Building Services PLC
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2639272,4426.26,TSG Building Services PLC
City of London,Windsor House,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2639273,2698.46,TSG Building Services PLC
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2639274,2866.56,TSG Building Services PLC
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2639275,2394.46,TSG Building Services PLC
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2639276,3518.76,TSG Building Services PLC
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2639277,3177.15,TSG Building Services PLC
City of London,Windsor House,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2639278,2711.67,TSG Building Services PLC
City of London,On Street Parking,Supplies  and  Services,Fees  and  Services,Built Environment,45352,RT2639361,2606.99,Parseq Limited
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45352,RT2639460,7500,MPN Music Ltd
City of London,Coroner,Supplies  and  Services,Fees  and  Services,Port Health & Public Protection,45352,RT2639530,3815,W G Miller Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45352,RT2639551,2000,Salisbury Square Unit Trust
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45352,RT2639552,2700,Point 2 Surveyors Ltd
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45352,RT2639997,-39516.12,Police and Crime Commissioner for Avon and Somerset
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45352,RT2640006,106007.31,Police and Crime Commissioner for Avon and Somerset
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45352,RT2640006,27827.23,Police and Crime Commissioner for Avon and Somerset
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45352,RT2640060,8622,Mark London Associates Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45352,RT2640091,8710.01,Gerda Security Products Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45352,RT2640091,8007.15,Gerda Security Products Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45352,RT2640091,397,Gerda Security Products Limited
City of London,Audience's Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45352,RT2640897,1300,SQREYE Limited
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45352,RT2641062,1875,The Barton Partnership Ltd
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45352,RT2641121,50771.15,Police & Crime Commissioner for Merseyside
City of London,On Street Parking,Supplies  and  Services,Fees  and  Services,Built Environment,45352,RT2641211,635.32,Taranto Systems Limited
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45352,RT2641229,34594.63,Police and Crime Commissioner For West Midlands
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45352,RT2641363,982.63,Police & Crime Commissioner for Merseyside
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45352,RT2641371,26354.4,Police & Crime Commissioner for Merseyside
City of London,Specialist Operations,Employees,Indirect Employee Expenses,City of London Police,45352,RT2641434,1600,Vestigo Consulting Limited
City of London,Specialist Operations,Employees,Indirect Employee Expenses,City of London Police,45352,RT2641435,3200,Vestigo Consulting Limited
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45352,RT2641710,129521.75,Police and Crime Commissioner For West Midlands
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45352,RT2641712,220825.34,Police and Crime Commissioner For West Midlands
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45352,RT2641712,51076.42,Police and Crime Commissioner For West Midlands
City of London,CO&FO Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45352,RT2641850,788,Venners Limited
City of London,COL Business Improvement Districts,Supplies  and  Services,Advertising/Miscellaneous expenses,Built Environment,45352,RT2641881,9100,Publishing Business Limited
City of London,Corporate Services,Supplies  and  Services,Fees  and  Services,City of London Police,45352,RT2641886,57782.8,Suracle Ltd T/A Observer Solutions
City of London,Adult and Community Learning,Employees,Indirect Employee Expenses,DCCS Adult Services,45352,RT2642272,300,Pauline Gallagher
City of London,Adult and Community Learning,Employees,Indirect Employee Expenses,DCCS Adult Services,45352,RT2642272,280,Pauline Gallagher
City of London,Schools Delegated Budget,Supplies  and  Services,Grants  and  Subscriptions,DCCS The Aldgate School,45352,RT2642287,1620,Clever ICT Ltd
City of London,Early Years and Primary Education,Supplies  and  Services,Grants  and  Subscriptions,DCCS The Aldgate School,45352,RT2642287,90,Clever ICT Ltd
City of London,Early Years and Primary Education,Supplies  and  Services,Grants  and  Subscriptions,DCCS The Aldgate School,45352,RT2642287,90,Clever ICT Ltd
City of London,York Way Estate,Premises,Repairs and Maintenance,DCCS Housing,45352,RT2642301,5466,Guardian Consultancy Services Ltd
City of London,Early Years and Primary Education,Supplies  and  Services,Grants  and  Subscriptions,DCCS Fam & Young People,45352,RT2642310,1512,Hd City Ltd
City of London,Schools Delegated Budget,Supplies  and  Services,Communications  and  Computing,DCCS The Aldgate School,45352,RT2642313,3020.98,Clever ICT Ltd
City of London,Early Years and Primary Education,Supplies  and  Services,Communications  and  Computing,DCCS The Aldgate School,45352,RT2642313,167.83,Clever ICT Ltd
City of London,Early Years and Primary Education,Supplies  and  Services,Communications  and  Computing,DCCS The Aldgate School,45352,RT2642313,167.83,Clever ICT Ltd
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45352,RT2642317,35000,National CRC Group Limited
City of London,Schools Delegated Budget,Supplies  and  Services,Communications  and  Computing,DCCS The Aldgate School,45352,RT2642320,2895.38,Clever ICT Ltd
City of London,Early Years and Primary Education,Supplies  and  Services,Communications  and  Computing,DCCS The Aldgate School,45352,RT2642320,160.85,Clever ICT Ltd
City of London,Early Years and Primary Education,Supplies  and  Services,Communications  and  Computing,DCCS The Aldgate School,45352,RT2642320,160.85,Clever ICT Ltd
City of London,Schools Delegated Budget,Supplies  and  Services,Communications  and  Computing,DCCS The Aldgate School,45352,RT2642323,495,Clever ICT Ltd
City of London,Early Years and Primary Education,Supplies  and  Services,Communications  and  Computing,DCCS The Aldgate School,45352,RT2642323,27.5,Clever ICT Ltd
City of London,Early Years and Primary Education,Supplies  and  Services,Communications  and  Computing,DCCS The Aldgate School,45352,RT2642323,27.5,Clever ICT Ltd
City of London,Schools Delegated Budget,Supplies  and  Services,Communications  and  Computing,DCCS The Aldgate School,45352,RT2642327,1588.5,Clever ICT Ltd
City of London,Early Years and Primary Education,Supplies  and  Services,Communications  and  Computing,DCCS The Aldgate School,45352,RT2642327,88.25,Clever ICT Ltd
City of London,Early Years and Primary Education,Supplies  and  Services,Communications  and  Computing,DCCS The Aldgate School,45352,RT2642327,88.25,Clever ICT Ltd
City of London,National Lead Force,Employees,Indirect Employee Expenses,City of London Police,45352,RT2642329,3331.5,College of Policing Ltd
City of London,Specialist Operations,Supplies  and  Services,Fees  and  Services,City of London Police,45352,RT2642334,507.05,REDACTED PERSONAL DATA
City of London,Schools Delegated Budget,Supplies  and  Services,Communications  and  Computing,DCCS The Aldgate School,45352,RT2642343,1938.16,Clever ICT Ltd
City of London,Early Years and Primary Education,Supplies  and  Services,Communications  and  Computing,DCCS The Aldgate School,45352,RT2642343,107.68,Clever ICT Ltd
City of London,Early Years and Primary Education,Supplies  and  Services,Communications  and  Computing,DCCS The Aldgate School,45352,RT2642343,107.68,Clever ICT Ltd
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45352,RT2642397,184895.44,Police and Crime Commissioner for Avon and Somerset
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45352,RT2642405,1530.2,Matthew Clark Bibendum Limited 
City of London,London Metropolitan Archives,Premises,Repairs and Maintenance,City Surveyors,45352,RT2642406,1200,Sykes & Son Ltd
City of London,Barbican and Community Libraries,Supplies  and  Services,"Equipment, Furniture  and  Materials",DCCS Libraries,45352,RT2642416,9486.88,Sykes & Son Ltd
City of London,Adult and Community Learning,Supplies  and  Services,Fees  and  Services,DCCS Adult Services,45352,RT2642418,300,Ursula Hartland
City of London,Adult and Community Learning,Supplies  and  Services,Fees  and  Services,DCCS Adult Services,45352,RT2642418,300,Ursula Hartland
City of London,Middlesex Street Estate,Premises,Energy costs,DCCS Housing,45352,RT2642420,3223.25,Aldgate Solar Power Limited
City of London,Central Criminal Court (CF),Premises,Repairs and Maintenance,City Surveyors,45352,RT2642423,30155.95,Sykes & Son Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45352,RT2642424,770,London Underground Ltd
City of London,Middlesex Street Estate,Premises,Energy costs,DCCS Housing,45352,RT2642426,1510.17,Aldgate Solar Power Limited
City of London,Climate Action (CF),Supplies  and  Services,Fees  and  Services,City Surveyors,45352,RT2642436,1410,The Association for Decentralised Energy 
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45352,RT2642439,535.66,Anglia Sign Casting Limited
City of London,Commissioning,Supplies  and  Services,Fees  and  Services,City Surveyors,45352,RT2642445,7529.6,Sykes & Son Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45352,RT2642448,656.96,Sykes & Son Ltd
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45352,RT2642464,2800,Maggie Murray
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45352,RT2642472,6577.89,Sykes & Son Ltd
City of London,Off Street Parking,Third Party Payments,Private Contractors,Built Environment,45352,RT2642475,29060.01,Saba Park Services UK Ltd 
City of London,Off Street Parking,Third Party Payments,Private Contractors,Built Environment,45352,RT2642475,25000.14,Saba Park Services UK Ltd 
City of London,Off Street Parking,Third Party Payments,Private Contractors,Built Environment,45352,RT2642475,24953.28,Saba Park Services UK Ltd 
City of London,Off Street Parking,Third Party Payments,Private Contractors,Built Environment,45352,RT2642475,24707.86,Saba Park Services UK Ltd 
City of London,CO&FO Division,Supplies  and  Services,Fees  and  Services,Built Environment,45352,RT2642475,20910.94,Saba Park Services UK Ltd 
City of London,Off Street Parking,Third Party Payments,Private Contractors,Built Environment,45352,RT2642476,29060.01,Saba Park Services UK Ltd 
City of London,Off Street Parking,Third Party Payments,Private Contractors,Built Environment,45352,RT2642476,25000.14,Saba Park Services UK Ltd 
City of London,Off Street Parking,Third Party Payments,Private Contractors,Built Environment,45352,RT2642476,24953.28,Saba Park Services UK Ltd 
City of London,Off Street Parking,Third Party Payments,Private Contractors,Built Environment,45352,RT2642476,24707.86,Saba Park Services UK Ltd 
City of London,CO&FO Division,Supplies  and  Services,Fees  and  Services,Built Environment,45352,RT2642476,20910.94,Saba Park Services UK Ltd 
City of London,Programming Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45352,RT2642486,2571.77,StudioCanal Ltd 
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45352,RT2642486,246.75,StudioCanal Ltd 
City of London,Town Planning,Supplies  and  Services,Fees  and  Services,Built Environment,45352,RT2642505,2000,Hilson Moran Partnership Ltd
City of London,Schools Delegated Budget,Supplies  and  Services,Grants  and  Subscriptions,DCCS The Aldgate School,45352,RT2642549,1795.5,Webanywhere Ltd
City of London,Early Years and Primary Education,Supplies  and  Services,Grants  and  Subscriptions,DCCS The Aldgate School,45352,RT2642549,99.75,Webanywhere Ltd
City of London,Early Years and Primary Education,Supplies  and  Services,Grants  and  Subscriptions,DCCS The Aldgate School,45352,RT2642549,99.75,Webanywhere Ltd
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45352,RT2642550,17500,Jeevan Music Ltd
City of London,Cost Of Collection,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",Chamberlains,45352,RT2642565,1795.06,DSI Billing Services Limited
City of London,National Lead Force,Employees,Indirect Employee Expenses,City of London Police,45352,RT2642566,14415,Firebrand Training Limited 
City of London,Barbican and Community Libraries,Supplies  and  Services,Books,DCCS Libraries,45352,RT2642568,2450,Digital Library Limited 
City of London,Specialist Operations,Supplies  and  Services,Fees  and  Services,City of London Police,45352,RT2642574,1096.32,REDACTED PERSONAL DATA
City of London,Drains and Sewers,Transport,Contract Hire and Operating Leases,Built Environment,45352,RT2642591,583.59,VMS (Fleet Management) Ltd
City of London,COL Business Improvement Districts,Supplies  and  Services,Fees  and  Services,Built Environment,45352,RT2642596,9082.52,Primera Corporation Limited
City of London,Waste Collection,Supplies  and  Services,Fees  and  Services,Built Environment,45352,RT2642599,3250,Tech-Takeback Ltd
City of London,Corporate Services,Supplies  and  Services,Fees  and  Services,City of London Police,45352,RT2642602,9995,Purple Pitch Communications Limited
City of London,LMA Projects,Supplies  and  Services,Fees  and  Services,"LMA, SBREC & Guildhall Library",45352,RT2642605,1600,Mr Neil Clarke
City of London,Visitor Services and City Information Centre,Supplies  and  Services,Fees  and  Services,Destination City,45352,RT2642608,5326.61,3Search Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45352,RT2642634,979.42,MacMillan Publishers International Ltd
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45352,RT2642638,2480,Light House Security Limited
City of London,Town Planning,Supplies  and  Services,Advertising/Miscellaneous expenses,Built Environment,45352,RT2642642,1876.1,McConnells (Midlands) Ltd
City of London,City Records Services,Supplies  and  Services,Communications  and  Computing,"LMA, SBREC & Guildhall Library",45352,RT2642643,1615,Headscape Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45352,RT2642670,588329.16,Tilbury Douglas Engineering Services Limited 
City of London,Local Policing,Employees,Direct Employee Expenses,City of London Police,45352,RT2642683,3960.83,QHotels Group Limited
City of London,Off Street Parking,Supplies  and  Services,Fees  and  Services,Built Environment,45352,RT2642696,2000,Network Merchants Limited 
City of London,Programming Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45352,RT2642697,1604,RNSS Ltd
City of London,Buildings Division,Premises,Energy costs,Barbican Centre,45352,RT2642709,5011.73,Citigen (London) Ltd
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,City Surveyors,45352,RT2642720,1250,Kinney Green LLP 
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,City Surveyors,45352,RT2642722,750,Kinney Green LLP 
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,City Surveyors,45352,RT2642725,1166.25,Kinney Green LLP 
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,City Surveyors,45352,RT2642731,500,Kinney Green LLP 
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,City Surveyors,45352,RT2642737,500,Kinney Green LLP 
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,City Surveyors,45352,RT2642740,500,Kinney Green LLP 
City of London,Local Policing,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45352,RT2642742,546.5,Transputec Limited
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,City Surveyors,45352,RT2642744,500,Kinney Green LLP 
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,City Surveyors,45352,RT2642746,500,Kinney Green LLP 
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,City Surveyors,45352,RT2642751,500,Kinney Green LLP 
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,City Surveyors,45352,RT2642753,500,Kinney Green LLP 
City of London,Early Years and Primary Education,Supplies  and  Services,Grants  and  Subscriptions,DCCS Fam & Young People,45352,RT2642755,12768,Newpark Childcare Centre 
City of London,Homelessness,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45352,RT2642763,69427,Thames Reach Housing Association Ltd
City of London,Homelessness,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45352,RT2642763,20573,Thames Reach Housing Association Ltd
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45352,RT2642783,680,Christine Binnie
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45352,RT2642787,1602,Made by Cooper Ltd
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Port Health & Public Protection,45352,RT2642790,2698,Bourne Amenity Ltd
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45352,RT2642791,731.22,REDACTED PERSONAL DATA
City of London,Child Social Care,Supplies  and  Services,"Equipment, Furniture  and  Materials",DCCS Fam & Young People,45352,RT2642796,1380,Sea-Change Projects Limited 
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45352,RT2642922,3425,Catherine Harris
City of London,Programming Division,Employees,Direct Employee Expenses,Barbican Centre,45352,RT2642923,650,James Hurley
