Body,Division of Service,Purpose of Expenditure,Merchant Category,Department,Payment Date,Transaction Code,Net Amount,Supplier Name
City of London,Supervision and Management,Employees,Indirect Employee Expenses,Chief Operating Officer,45140,RT2579235,536,Peoplescout Limited 
City of London,Supervision and Management,Employees,Indirect Employee Expenses,Chief Operating Officer,45140,RT2579235,490,Peoplescout Limited 
City of London,Programming Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2579251,510.13,Picturehouse Entertainment Ltd
City of London,Programming Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2579268,651.47,Picturehouse Entertainment Ltd
City of London,Highways,Premises,Repairs and Maintenance,Built Environment,45140,RT2579283,4358.24,F M Conway Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45140,RT2579284,3000,F M Conway Ltd
City of London,Highways,Premises,Repairs and Maintenance,Built Environment,45140,RT2579286,4049.91,F M Conway Ltd
City of London,Public Conveniences,Premises,Water Services,Built Environment,45140,RT2579304,837.27,Savills (UK) Limited 
City of London,Public Conveniences,Premises,Water Services,Built Environment,45140,RT2579305,947.25,Savills (UK) Limited 
City of London,Public Conveniences,Premises,Service Charges,Built Environment,45140,RT2579306,-688.67,Savills (UK) Limited 
City of London,Homelessness,Third Party Payments,Other Establishments,DCCS Fam & Young People,45140,RT2579474,107856.17,Mildmay Mission Hospital
City of London,Homelessness,Third Party Payments,Other Establishments,DCCS Fam & Young People,45140,RT2579474,-23906.17,Mildmay Mission Hospital
City of London,Community Safety Team,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45140,RT2579495,3500,G2V Recruitment Group Limited
City of London,Specialist Operations,Supplies  and  Services,Fees  and  Services,City of London Police,45140,RT2579500,2020.2,Language Line Ltd 
City of London,Programming Division,Transport,Public Transport,Barbican Centre,45140,RT2579514,1123.69,Addison Lee Limited
City of London,City,Supplies  and  Services,"Equipment, Furniture  and  Materials",Markets & Consumer Ptn,45140,RT2579533,3449,Ricardo-AEA Ltd
City of London,Cost Of Collection,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",Chamberlains,45140,RT2579541,942.02,DSI Billing Services Limited
City of London,Buildings Division,Premises,Repairs and Maintenance,Barbican Centre,45140,RT2579625,582.2,Entech Catering Engineers Ltd
City of London,Port and Launches,Supplies  and  Services,Fees  and  Services,Built Environment,45140,RT2579646,9870.16,UK Health Security Agency
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45140,RT2579670,686.88,Boutinot Ltd
City of London,Cost Of Collection,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",Chamberlains,45140,RT2579672,1521,DSI Billing Services Limited
City of London,Cemetery and Crematorium,Premises,Grounds Maintenance Costs,Open Spaces,45140,RT2579715,1211.47,Bywaters (Leyton) Ltd
City of London,Programming Division,Supplies  and  Services,Expenses,Barbican Centre,45140,RT2579725,1892.25,Benugo Limited
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45140,RT2579734,19855,Reed Specialist Recruitment Ltd
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45140,RT2579735,19855,Reed Specialist Recruitment Ltd
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45140,RT2579737,107065.48,Reed Specialist Recruitment Ltd
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45140,RT2579741,139750.98,Reed Specialist Recruitment Ltd
City of London,CO&FO Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2579757,1045.36,Addison Lee Limited
City of London,Highways,Premises,Repairs and Maintenance,Built Environment,45140,RT2579777,1942.31,F M Conway Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45140,RT2579780,900,Agilisys Limited
City of London,London Metropolitan Archives,Supplies  and  Services,Grants  and  Subscriptions,"LMA, SBREC & Guildhall Library",45140,RT2580071,1000,Knowledge Quarter
City of London,Management and Administration,Supplies  and  Services,Catering,Built Environment,45140,RT2580138,874.8,Eden Springs (UK) Ltd
City of London,Management and Administration,Supplies  and  Services,Catering,Built Environment,45140,RT2580138,407.7,Eden Springs (UK) Ltd
City of London,Management and Administration,Supplies  and  Services,Catering,Built Environment,45140,RT2580138,202.15,Eden Springs (UK) Ltd
City of London,Management and Administration,Supplies  and  Services,Catering,Built Environment,45140,RT2580138,131.22,Eden Springs (UK) Ltd
City of London,Barbican Own Events,Transport,Contract Hire and Operating Leases,Barbican Centre,45140,RT2580230,88911.05,Momart Ltd
City of London,Buildings Division,Premises,Repairs and Maintenance,Barbican Centre,45140,RT2580315,626.4,HSS Proservice Limited
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2580364,1400,Charlotte Allan
City of London,Barbican Own Events,Supplies  and  Services,Expenses,Barbican Centre,45140,RT2580396,11696,Montcalm Hotel (London) Ltd 
City of London,Barbican Own Events,Supplies  and  Services,Expenses,Barbican Centre,45140,RT2580396,2964,Montcalm Hotel (London) Ltd 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45140,RT2580405,626903.25,Equans Regeneration Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45140,RT2580418,23004.59,F M Conway Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City of London Police,45140,RT2580477,3587.5,JBA Management Ltd T/A John Burke Associates
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City of London Police,45140,RT2580478,3043.75,JBA Management Ltd T/A John Burke Associates
City of London,Programming Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2580480,2212.23,Universal Pictures International UK & Eire Ltd
City of London,Programming Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2580480,17.5,Universal Pictures International UK & Eire Ltd
City of London,City Open Spaces,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580488,390.8,Skanska Construction UK Ltd
City of London,Animal Health Services,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580488,97.49,Skanska Construction UK Ltd
City of London,Port and Launches,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580488,97.49,Skanska Construction UK Ltd
City of London,Port and Launches,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580488,97.49,Skanska Construction UK Ltd
City of London,Off Street Parking,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580488,65,Skanska Construction UK Ltd
City of London,City Open Spaces,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580488,65,Skanska Construction UK Ltd
City of London,Off Street Parking,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580488,65,Skanska Construction UK Ltd
City of London,Cemetery and Crematorium,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580488,65,Skanska Construction UK Ltd
City of London,Lower Thames Street,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580488,65,Skanska Construction UK Ltd
City of London,City Open Spaces,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580488,65,Skanska Construction UK Ltd
City of London,Off Street Parking,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580488,65,Skanska Construction UK Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45140,RT2580530,17947.37,Bloom Procurement Services Ltd 
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2580534,1200,Esme Allman
City of London,Port and Launches,Supplies  and  Services,Fees  and  Services,Built Environment,45140,RT2580542,650,Public Analyst Scientific Services Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580567,3758.65,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580567,2324.04,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580567,1058.85,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580567,621.19,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580567,369.24,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580567,188.57,Skanska Construction UK Ltd
City of London,Animal Health Services,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580570,-867.5,Skanska Construction UK Ltd
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45140,RT2580620,917.01,Hachette UK Distribution Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45140,RT2580631,68977.39,Sykes & Son Ltd
City of London,Specialist Operations,Supplies  and  Services,Communications  and  Computing,City of London Police,45140,RT2580638,1659,Sykes & Son Ltd
City of London,Programming Division,Employees,Direct Employee Expenses,Barbican Centre,45140,RT2580640,300,Alpha Crew Ltd T/A Alpha Venue & Event People Ltd
City of London,Programming Division,Employees,Direct Employee Expenses,Barbican Centre,45140,RT2580640,300,Alpha Crew Ltd T/A Alpha Venue & Event People Ltd
City of London,Programming Division,Employees,Direct Employee Expenses,Barbican Centre,45140,RT2580640,30,Alpha Crew Ltd T/A Alpha Venue & Event People Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45140,RT2580643,1500,Sykes & Son Ltd
City of London,Barbican Own Events,Employees,Direct Employee Expenses,Barbican Centre,45140,RT2580645,750,Alpha Crew Ltd T/A Alpha Venue & Event People Ltd
City of London,Capital Repayments,Premises,Repairs and Maintenance,Barbican Centre,45140,RT2580664,2950,Sykes & Son Ltd
City of London,Capital Repayments,Premises,Repairs and Maintenance,Barbican Centre,45140,RT2580664,147.5,Sykes & Son Ltd
City of London,Capital Repayments,Premises,Repairs and Maintenance,Barbican Centre,45140,RT2580668,5500,Sykes & Son Ltd
City of London,Capital Repayments,Premises,Repairs and Maintenance,Barbican Centre,45140,RT2580670,61259.26,Sykes & Son Ltd
City of London,Capital Repayments,Premises,Repairs and Maintenance,Barbican Centre,45140,RT2580672,6259.88,Sykes & Son Ltd
City of London,Capital Repayments,Premises,Repairs and Maintenance,Barbican Centre,45140,RT2580672,2485.56,Sykes & Son Ltd
City of London,Capital Repayments,Premises,Repairs and Maintenance,Barbican Centre,45140,RT2580672,1943.54,Sykes & Son Ltd
City of London,Visitor Services and City Information Centre,Supplies  and  Services,Fees  and  Services,Destination City,45140,RT2580676,15000,@London Digital Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45140,RT2580690,1175.5,Paul Bristow Associates Limited
City of London,COL Business Improvement Districts,Supplies  and  Services,Fees  and  Services,Built Environment,45140,RT2580707,2500,Primera Corporation Limited
City of London,Off Street Parking,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580717,42589.23,Amalgamated Lifts Limited
City of London,Off Street Parking,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580717,29602.42,Amalgamated Lifts Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45140,RT2580727,110152.62,Borras Construction Ltd
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2580730,800,Bullyache Ltd
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2580730,100,Bullyache Ltd
City of London,Innovation & Growth,Employees,Indirect Employee Expenses,Innovation & Growth,45140,RT2580731,2250,The HVM Group Ltd
City of London,Adult and Community Learning,Supplies  and  Services,Fees  and  Services,DCCS Adult Services,45140,RT2580732,1194,Bryght Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45140,RT2580762,2171.43,Pathfinders Care Services Limited
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45140,RT2580764,4071.43,Pathfinders Care Services Limited
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45140,RT2580766,4071.43,Pathfinders Care Services Limited
City of London,Child Social Care,Third Party Payments,Other Agencies,DCCS Fam & Young People,45140,RT2580768,4071.43,Pathfinders Care Services Limited
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45140,RT2580769,4071.43,Pathfinders Care Services Limited
City of London,Programming Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2580793,900,Aileen Gonsalves
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45140,RT2580822,1500,Andy Hui
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45140,RT2580829,25000,Ernst & Young Llp
City of London,Police Authority Board,Supplies  and  Services,Catering,Town Clerks,45140,RT2580845,1270.65,The Worshipful Company of Grocers
City of London,City Open Spaces,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580868,277.16,Skanska Construction UK Ltd
City of London,City Open Spaces,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580868,261.32,Skanska Construction UK Ltd
City of London,Barbican and Community Libraries,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580899,845.79,Skanska Construction UK Ltd
City of London,Cemetery and Crematorium,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580899,724.16,Skanska Construction UK Ltd
City of London,Cemetery and Crematorium,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580899,597.46,Skanska Construction UK Ltd
City of London,Cemetery and Crematorium,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580899,505.9,Skanska Construction UK Ltd
City of London,Cemetery and Crematorium,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580899,491.24,Skanska Construction UK Ltd
City of London,Cemetery and Crematorium,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580899,377.53,Skanska Construction UK Ltd
City of London,Animal Health Services,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580899,369.24,Skanska Construction UK Ltd
City of London,City Open Spaces,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580899,352.95,Skanska Construction UK Ltd
City of London,Cemetery and Crematorium,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580899,313.38,Skanska Construction UK Ltd
City of London,Cemetery and Crematorium,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580899,298.2,Skanska Construction UK Ltd
City of London,Cemetery and Crematorium,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580899,298.2,Skanska Construction UK Ltd
City of London,Cemetery and Crematorium,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580899,274.52,Skanska Construction UK Ltd
City of London,Cemetery and Crematorium,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580899,264.52,Skanska Construction UK Ltd
City of London,Cemetery and Crematorium,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580899,208.59,Skanska Construction UK Ltd
City of London,City Open Spaces,Premises,Repairs and Maintenance,City Surveyors,45140,RT2580899,208.28,Skanska Construction UK Ltd
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2580905,2700,John Sterry
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45140,RT2580919,687.47,Marston Book Services Ltd
City of London,Corporate Services,Transport,Direct Transport Costs,City of London Police,45140,RT2580932,852.54,Goodyear Dunlop Tyres UK Ltd
City of London,Housing Benefit Administration,Transfer Payments,Housing Benefits,DCCS Housing,45140,RT2580940,3207.74,The Guinness Trust
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2580947,750,Adedamola Bajomo 
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45140,RT2580951,699.45,Big Metal Ltd
City of London,Schools Delegated Budget,Premises,Grounds Maintenance Costs,DCCS The Aldgate School,45140,RT2580963,733.89,Ms Catherine Tidnam
City of London,Programming Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2580985,1669.6,Universal Pictures International UK & Eire Ltd
City of London,Walbrook Wharf,Supplies  and  Services,Fees  and  Services,City Surveyors,45140,RT2580993,495.17,Veolia ES (UK) Limited 
City of London,Walbrook Wharf,Supplies  and  Services,Fees  and  Services,City Surveyors,45140,RT2580993,281.27,Veolia ES (UK) Limited 
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2581011,800,George Ackerley
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2581013,1400,George Ackerley
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45140,RT2581023,700,Daniel Clarke
City of London,Specialist Operations,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45140,RT2581042,2272.8,Don Ruffles Limited 
City of London,Specialist Operations,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45140,RT2581042,29.94,Don Ruffles Limited 
City of London,Specialist Operations,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45140,RT2581042,-4.99,Don Ruffles Limited 
City of London,Specialist Operations,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45140,RT2581042,-378.8,Don Ruffles Limited 
City of London,Innovation & Growth,Supplies  and  Services,Expenses,Innovation & Growth,45140,RT2581043,4783,Clink Trading Limited 
City of London,Barbican Own Events,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",Barbican Centre,45140,RT2581047,852.78,Shaz Madani
City of London,City,Supplies  and  Services,Grants  and  Subscriptions,Markets & Consumer Ptn,45140,RT2581075,500,Westminster Commission for Road Air Quality Ltd
City of London,Homelessness,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45140,RT2581101,32183,St Giles Trust
City of London,Adult and Community Learning,Supplies  and  Services,Fees  and  Services,DCCS Adult Services,45140,RT2581103,11343,Links2Work Limited
City of London,Barbican Own Events,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45140,RT2581107,1100,Rope Access in London Ltd
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45140,RT2581120,762.74,Landscape Supply Company 
City of London,Cemetery and Crematorium,Transport,Direct Transport Costs,Open Spaces,45140,RT2581123,27250,Bristol Street Fourth Investments Limited T/A Bristol Street Motors Vauxhall Harlow
City of London,Cemetery and Crematorium,Transport,Direct Transport Costs,Open Spaces,45140,RT2581123,-4532.5,Bristol Street Fourth Investments Limited T/A Bristol Street Motors Vauxhall Harlow
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,DCCS Barbican Estate,45140,RT2581126,2000,PP Recruitment Limited
City of London,Supporting People,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45140,RT2581137,29750,Providence Row Housing Association 
City of London,Homelessness,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45140,RT2581137,14800.58,Providence Row Housing Association 
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45140,RT2581147,4487.06,REDACTED PERSONAL DATA
City of London,Specialist Operations,Supplies  and  Services,Fees  and  Services,Comp & City Solicitor,45140,RT2581170,1875,Mr James Fletcher 
City of London,Local Policing,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45140,RT2581187,2962.83,Police and Crime Commissioner For West Midlands
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2581195,500,Kaya La Bonte-Hurst
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2581202,2000,Kevin Holmes-Attivor
City of London,Managing Director,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2581204,2137.69,Miss Hannah Clayton
City of London,Visitor Services and City Information Centre,Supplies  and  Services,Fees  and  Services,Destination City,45140,RT2581207,30000,Christopher A Green
City of London,CO&FO Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2581217,690,MrConsultantUK Ltd 
City of London,CO&FO Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2581217,106,MrConsultantUK Ltd 
City of London,CO&FO Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2581218,1145,MrConsultantUK Ltd 
City of London,CO&FO Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2581218,505.5,MrConsultantUK Ltd 
City of London,CO&FO Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2581220,760,MrConsultantUK Ltd 
City of London,CO&FO Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45140,RT2581220,136.04,MrConsultantUK Ltd 
City of London,Walbrook Wharf,Premises,Repairs and Maintenance,City Surveyors,45140,RT2581229,564,APS Aegis Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45140,RT2581259,1357.94,Turnaround Publisher Services Ltd
City of London,Programming Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45140,RT2581263,1260,Terry Tew Sound & Light Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45140,RT2581270,669.26,Turnaround Publisher Services Ltd
City of London,London Metropolitan Archives,Supplies  and  Services,Communications  and  Computing,"LMA, SBREC & Guildhall Library",45140,RT2581919,1735,iBase Media Services Ltd
