Body,Division of Service,Purpose of Expenditure,Merchant Category,Department,Payment Date,Transaction Code,Net Amount,Supplier Name
City of London,Street Scene,Premises,Repairs and Maintenance,Built Environment,45201,RT2597809,69.78,Sally Bowling
City of London,Specialist Operations,Third Party Payments,Government Departments,City of London Police,45201,RT2597852,660,Orchid Cellmark Ltd
City of London,Cemetery and Crematorium,Premises,Grounds Maintenance Costs,Open Spaces,45201,RT2597890,2400,Memorial Concrete Limited T/A Concrete Direct
City of London,Cemetery and Crematorium,Premises,Grounds Maintenance Costs,Open Spaces,45201,RT2597890,900,Memorial Concrete Limited T/A Concrete Direct
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45201,RT2597905,2084.82,Silver DCC Limited
City of London,Buildings Division,Premises,Repairs and Maintenance,Barbican Centre,45201,RT2598040,6624.51,Amalgamated Lifts Limited
City of London,Adult Social Care,Supplies  and  Services,Fees  and  Services,DCCS Adult Services,45201,RT2598281,3690.15,Oxford Health NHS Foundation Trust
City of London,Animal Health Services,Premises,Cleaning and Domestic Supplies,Markets & Consumer Ptn,45201,RT2598313,500,PHS Group Ltd
City of London,Animal Health Services,Premises,Cleaning and Domestic Supplies,Markets & Consumer Ptn,45201,RT2598313,47.54,PHS Group Ltd
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45201,RT2598330,1486.78,Winterhalter Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45201,RT2598770,12000,Bloom Procurement Services Ltd 
City of London,COL Business Improvement Districts,Supplies  and  Services,Fees  and  Services,Built Environment,45201,RT2598906,3107.5,Field and Lawn Limited
City of London,Child Social Care,Supplies  and  Services,Fees  and  Services,Comp & City Solicitor,45201,RT2599011,1213.82,White Iris Limited
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,City Surveyors,45201,RT2599070,750,Kinney Green LLP 
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,City Surveyors,45201,RT2599071,750,Kinney Green LLP 
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,City Surveyors,45201,RT2599072,750,Kinney Green LLP 
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,City Surveyors,45201,RT2599073,750,Kinney Green LLP 
City of London,Specialist Operations,Third Party Payments,Government Departments,City of London Police,45201,RT2599113,1045,Analytical Services International Ltd
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45201,RT2599173,1500,SLM (NW) Limited T/A A1 Maintenance and Locksmiths
City of London,Specialist Operations,Third Party Payments,Government Departments,City of London Police,45201,RT2599186,4906,Socotec UK Limited 
City of London,Central Criminal Court (CF),Premises,Repairs and Maintenance,Central Criminal Court,45201,RT2599197,1295,CarbonBit Limited
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45201,RT2599201,8181.57,Mayor's Office for Policing and Crime 
City of London,CO&FO Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45201,RT2599229,830,MrConsultantUK Ltd 
City of London,CO&FO Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45201,RT2599229,477.93,MrConsultantUK Ltd 
City of London,Audience's Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45201,RT2599234,6812.5,Constructive and Co Ltd
City of London,Visitor Services and City Information Centre,Supplies  and  Services,Grants  and  Subscriptions,Destination City,45201,RT2599247,1452,UKinbound
City of London,Visitor Services and City Information Centre,Supplies  and  Services,Grants  and  Subscriptions,Destination City,45201,RT2599247,-242,UKinbound
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,DCCS Housing,45201,RT2599249,720,Matthew Caley
City of London,Child Social Care,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45201,RT2599256,750,National Association of Virtual School Heads 
City of London,Licensing,Employees,Indirect Employee Expenses,Markets & Consumer Ptn,45201,RT2599265,1000,Cornerstone Barristers
City of London,CL and BHE(City Fund) Estate,Supplies  and  Services,Fees  and  Services,City Surveyors,45201,RT2599266,4000,Levy Real Estate LLP
City of London,Cemetery and Crematorium,Premises,Grounds Maintenance Costs,Open Spaces,45201,RT2599269,840,McFen Plant Ltd
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45201,RT2599270,915,ESP Technologies Group Ltd
City of London,Audience's Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45201,RT2599271,630,Eva Herzog Film & Photography Limited
City of London,Local Policing,Transport,Public Transport,City of London Police,45201,RT2599276,3610.97,GT GetTaxi (UK) Limited
City of London,Innovation & Growth,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",Innovation & Growth,45201,RT2599278,3270,The Color Company Distribution Team Ltd T/A Sterling Financial Print
City of London,Road Safety,Supplies  and  Services,Advertising/Miscellaneous expenses,Built Environment,45201,RT2599282,568,McConnells (Midlands) Ltd
City of London,Road Safety,Supplies  and  Services,Advertising/Miscellaneous expenses,Built Environment,45201,RT2599285,1860,McConnells (Midlands) Ltd
City of London,Town Planning,Supplies  and  Services,Advertising/Miscellaneous expenses,Built Environment,45201,RT2599288,677.6,McConnells (Midlands) Ltd
City of London,Visitor Services and City Information Centre,Supplies  and  Services,Fees  and  Services,Destination City,45201,RT2599290,2700,Fiona Kennedy
City of London,Traffic Management,Supplies  and  Services,Advertising/Miscellaneous expenses,Built Environment,45201,RT2599291,1241.6,McConnells (Midlands) Ltd
City of London,Visitor Services and City Information Centre,Supplies  and  Services,Fees  and  Services,Destination City,45201,RT2599294,845,Fiona Kennedy
City of London,Traffic Management,Supplies  and  Services,Advertising/Miscellaneous expenses,Built Environment,45201,RT2599296,1382.6,McConnells (Midlands) Ltd
City of London,Visitor Services and City Information Centre,Supplies  and  Services,Fees  and  Services,Destination City,45201,RT2599301,6120,Brooke and Parry T/A The Flying Buttresses
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45201,RT2599303,2566.4,Norman Rourke Pryme Limited
City of London,CO&FO Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45201,RT2599308,4217.44,MrConsultantUK Ltd 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45201,RT2599310,2610,London Calling Arts Ltd
City of London,Visitor Services and City Information Centre,Supplies  and  Services,Fees  and  Services,Destination City,45201,RT2599311,1125,Millie Wood-Downie
City of London,Visitor Services and City Information Centre,Supplies  and  Services,Fees  and  Services,Destination City,45201,RT2599311,150,Millie Wood-Downie
City of London,Visitor Services and City Information Centre,Supplies  and  Services,Fees  and  Services,Destination City,45201,RT2599311,120,Millie Wood-Downie
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45201,RT2599318,678.53,Matthew Clark Bibendum Limited 
City of London,Community Safety Team,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45201,RT2599323,1750,G2V Recruitment Group Limited
City of London,Police Authority Board,Supplies  and  Services,Contributions to Provisions,Town Clerks,45201,RT2599339,3947,City of London Police Federation JBB 
City of London,Visitor Services and City Information Centre,Supplies  and  Services,Advertising/Miscellaneous expenses,Destination City,45201,RT2599342,2199.5,Artisan People Group Ltd
City of London,Visitor Services and City Information Centre,Supplies  and  Services,Advertising/Miscellaneous expenses,Destination City,45201,RT2599343,3752.4,Artisan People Group Ltd
City of London,Visitor Services and City Information Centre,Supplies  and  Services,Advertising/Miscellaneous expenses,Destination City,45201,RT2599344,1176.6,Artisan People Group Ltd
City of London,Visitor Services and City Information Centre,Supplies  and  Services,Advertising/Miscellaneous expenses,Destination City,45201,RT2599345,1123.6,Artisan People Group Ltd
City of London,Programming Division,Employees,Direct Employee Expenses,Barbican Centre,45201,RT2599347,1095,Alpha Crew Ltd T/A Alpha Venue & Event People Ltd
City of London,Housing HRA Direct,Employees,Direct Employee Expenses,DCCS Barbican Estate,45201,RT2599364,1575,Gravitas Recruitment Group Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45201,RT2599374,1610.16,The Drinks Club Ltd
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45201,RT2599377,7555,Police and Crime Commissioner for Avon and Somerset
City of London,Guildhall Art Gallery,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45201,RT2599379,500,Ms Carol Ann Dixon
City of London,Highways,Premises,Repairs and Maintenance,City Surveyors,45201,RT2599382,1187.5,Amalgamated Lifts Limited
City of London,Adult and Community Learning,Supplies  and  Services,Fees  and  Services,DCCS Adult Services,45201,RT2599391,601,Institute of Tourist Guiding
City of London,Service Charge Account,Supplies  and  Services,"Equipment, Furniture  and  Materials",DCCS Barbican Estate,45201,RT2599432,1566.04,Enterprise Cleaning & Support Services Limited
City of London,Service Charge Account,Supplies  and  Services,"Equipment, Furniture  and  Materials",DCCS Barbican Estate,45201,RT2599433,1566.04,Enterprise Cleaning & Support Services Limited
City of London,Animal Health Services,Supplies  and  Services,Fees  and  Services,Markets & Consumer Ptn,45201,RT2599455,1840,Mr Michael D Seton
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45201,RT2599529,4296.59,Stace LLP 
City of London,Southwark Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45201,RT2599546,884,London Borough of Southwark 
City of London,Southwark Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45201,RT2599551,884,London Borough of Southwark 
City of London,Southwark Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45201,RT2599553,707.2,London Borough of Southwark 
City of London,Southwark Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45201,RT2599554,707.2,London Borough of Southwark 
City of London,Southwark Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45201,RT2599556,1591.2,London Borough of Southwark 
City of London,Southwark Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45201,RT2599557,884,London Borough of Southwark 
City of London,Southwark Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45201,RT2599559,1591.2,London Borough of Southwark 
City of London,Southwark Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45201,RT2599561,884,London Borough of Southwark 
City of London,Southwark Estate,Premises,Cleaning and Domestic Supplies,DCCS Housing,45201,RT2599562,707.2,London Borough of Southwark 
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45201,RT2599578,5000,STUDIOKNXX Ltd
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45201,RT2599579,5000,STUDIOKNXX Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599614,3423.28,My Life Semi Independant Project Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599615,2980.43,My Life Semi Independant Project Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599616,2151.87,My Life Semi Independant Project Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599617,2869.72,My Life Semi Independant Project Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599619,1800,My Life Semi Independant Project Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599620,2900.72,My Life Semi Independant Project Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599621,2504.27,My Life Semi Independant Project Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599622,3100,My Life Semi Independant Project Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599622,270.15,My Life Semi Independant Project Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599625,2528.23,My Life Semi Independant Project Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599626,2900.72,My Life Semi Independant Project Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599628,2354.47,My Life Semi Independant Project Ltd
City of London,Child Social Care,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599630,2980.43,My Life Semi Independant Project Ltd
City of London,Child Social Care,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599630,296.72,My Life Semi Independant Project Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599632,2900.72,My Life Semi Independant Project Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599632,296.72,My Life Semi Independant Project Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599634,2459.99,My Life Semi Independant Project Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599635,3587.15,My Life Semi Independant Project Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599641,2759,My Life Semi Independant Project Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599642,5748.28,My Life Semi Independant Project Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599642,280.15,My Life Semi Independant Project Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599643,3055.72,My Life Semi Independant Project Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45201,RT2599644,2702.55,My Life Semi Independant Project Ltd
City of London,Cemetery and Crematorium,Premises,Repairs and Maintenance,City Surveyors,45201,RT2599670,28000,Sykes & Son Ltd
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45201,RT2599698,1172.16,Boutinot Ltd
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45201,RT2599717,560,Paul Bristow Associates Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45201,RT2599718,2605.75,Paul Bristow Associates Limited
