DefnSheetName=_defntemp_,,,,,,,,,,,,,,,,,,
Body Name,Supplier Name,Supplier Code,Transaction Ref/No,Payment Date,Gross Value (Detail),Vat Amount,Service Label,Service code,Expenditure Code,Expenditure Category,Service Division,,Directorate,Directorate Description,Department,Department Description,Sub Team,Sub Team Description
Blackpool Council,Blackpool Transport Services Limited,1000020,058009,24/07/2023,428.58,0.00,Leaving Care,10530,65552,Bus Pass,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA11,Senior Management
Blackpool Council,Blackpool Transport Services Limited,1000020,058337,25/07/2023,"1,580.00",0.00,Restart,50176,63410,Public Transport Clients,Communication & Regeneration,,AMCPI,Communication & Regeneration,DC,Economic Development Division,PVA1,Other External Funding
Blackpool Council,Blackpool Transport Services Limited,1000020,060935,25/07/2023,"2,038.00",0.00,Staff travel scheme,90081,99636,Bus Travel Ticket Scheme,Balance Sheet Blackpool Services,,ZBPLSER,Balance Sheet Blackpool Services,ZBPLSER2,Balance Sheet Blackpool Services,ZBPLSER4,Balance Sheet Blackpool Services
Blackpool Council,Blackpool Transport Services Limited,1000020,060936,25/07/2023,"1,350.00",0.00,Staff travel scheme,90081,99636,Bus Travel Ticket Scheme,Balance Sheet Blackpool Services,,ZBPLSER,Balance Sheet Blackpool Services,ZBPLSER2,Balance Sheet Blackpool Services,ZBPLSER4,Balance Sheet Blackpool Services
Blackpool Council,Blackpool Transport Services Limited,1000020,058339,25/07/2023,"8,252.80",0.00,Supporting & Strengthening Families Admin,10505,65552,Bus Pass,Children's Services,,CHISER,Children's Services,JAB,Locality,JAB2,Locality
Blackpool Council,Blackpool Transport Services Limited,1000020,058873,25/07/2023,"2,042.40",0.00,Visitor Services,50160,47210,Sale Of Tickets,Communication & Regeneration,,AMCPI,Communication & Regeneration,VB,Visit Blackpool/Marketing Co,PRC1,Visitor Services
Blackpool Council,Blackpool Transport Services Limited,1000020,058875,25/07/2023,"1,945.44",0.00,Visitor Services,50160,47210,Sale Of Tickets,Communication & Regeneration,,AMCPI,Communication & Regeneration,VB,Visit Blackpool/Marketing Co,PRC1,Visitor Services
Blackpool Council,Blackpool Transport Services Limited,1000020,062100,27/07/2023,"2,688.00",0.00,Youth Hub,50175,63313,General Expenses,Communication & Regeneration,,AMCPI,Communication & Regeneration,DC,Economic Development Division,PVA1,Other External Funding
Blackpool Council,Sandcastle Waterpark - Boc Ltd,1000021,049924,5/07/2023,"18,252.17","3,042.03",South Beach Car Park,60070,47366,Car Parking Fees,Budgets Outside Cash Limits,,BUDOCL,Budgets Outside Cash Limits,TPCARP1,Parking Services,TPCARP12,Parking Services
Blackpool Council,Blackpool Airport Operations Limited,1000022,053784,13/07/2023,600.00,100.00,Corporate Training,64004,60911,Training Expenses,Chief Executive,,CEXTOT,Chief Executive,OWD,Organisation & Workforce Dev,OWD2,Organisation & Workforce Dev
Blackpool Council,REDACTED PERSONAL DATA,1000024,050682,5/07/2023,"1,540.74",0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Autism Initiatives Uk,1000025,056316,14/07/2023,"2,476.92",0.00,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,056317,14/07/2023,"5,797.24",0.00,Complex Cases,20252,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,056356,14/07/2023,"5,856.44",0.00,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,065117,28/07/2023,"2,476.92",0.00,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,065118,28/07/2023,"5,797.24",0.00,Complex Cases,20252,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,065156,28/07/2023,"5,856.44",0.00,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051382,6/07/2023,287.85,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051383,6/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051393,6/07/2023,761.60,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051397,6/07/2023,533.12,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051399,6/07/2023,666.40,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051405,6/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051408,6/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051412,6/07/2023,"1,827.84",0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051426,6/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051434,6/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051437,6/07/2023,371.28,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051505,6/07/2023,361.76,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051513,6/07/2023,287.85,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051514,6/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051524,6/07/2023,761.60,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051528,6/07/2023,533.12,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051530,6/07/2023,666.40,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051536,6/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051539,6/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051543,6/07/2023,"1,827.84",0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051557,6/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051565,6/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051568,6/07/2023,371.28,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051574,6/07/2023,361.76,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,054220,13/07/2023,422.20,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,054221,13/07/2023,"1,113.02",0.00,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,054262,13/07/2023,"1,523.20",0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,054263,13/07/2023,"1,827.84",0.00,Homecare,20349,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,054272,13/07/2023,661.15,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,054631,13/07/2023,361.76,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,054639,13/07/2023,287.85,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,054640,13/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,054643,13/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,054651,13/07/2023,761.60,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,054655,13/07/2023,533.12,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,054657,13/07/2023,666.40,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,054663,13/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,054666,13/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,054670,13/07/2023,"1,827.84",0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,054683,13/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,054691,13/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,054694,13/07/2023,371.28,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,059099,20/07/2023,383.80,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,059403,20/07/2023,361.76,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,059411,20/07/2023,287.85,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,059412,20/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,059414,20/07/2023,399.84,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,059416,20/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,059427,20/07/2023,533.12,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,059429,20/07/2023,666.40,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,059435,20/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,059438,20/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,059442,20/07/2023,"1,827.84",0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,059455,20/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,059463,20/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,059466,20/07/2023,371.28,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,062633,27/07/2023,399.84,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,062634,27/07/2023,399.84,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,062635,27/07/2023,399.84,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,063118,27/07/2023,533.12,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,063120,27/07/2023,666.40,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,063126,27/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,063129,27/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,063133,27/07/2023,"1,827.84",0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,063145,27/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,063153,27/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,063156,27/07/2023,371.28,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,063294,27/07/2023,361.76,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,063302,27/07/2023,287.85,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,063303,27/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,063305,27/07/2023,399.84,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,063307,27/07/2023,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051117,6/07/2023,278.46,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051119,6/07/2023,336.98,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051120,6/07/2023,278.46,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051121,6/07/2023,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051123,6/07/2023,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051124,6/07/2023,278.46,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051126,6/07/2023,371.28,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051128,6/07/2023,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051130,6/07/2023,292.60,0.00,Other Day Services,20423,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051133,6/07/2023,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051134,6/07/2023,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051136,6/07/2023,351.12,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051137,6/07/2023,464.10,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051139,6/07/2023,464.10,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,051141,6/07/2023,464.10,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
