DefnSheetName=_defntemp_,,,,,,,,,,,,,,,,,,
Body Name,Supplier Name,Supplier Code,Transaction Ref/No,Payment Date,Gross Value (Detail),Vat Amount,Service Label,Service code,Expenditure Code,Expenditure Category,Service Division,,Directorate,Directorate Description,Department,Department Description,Sub Team,Sub Team Description
Blackpool Council,Haddon Court Rest Home,1000489,064691,28/07/2023,"1,150.52",0.00,Residential Placements,20375,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Haddon Court Rest Home,1000489,064699,28/07/2023,"1,270.50",0.00,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Haddon Court Rest Home,1000489,064703,28/07/2023,"1,270.50",0.00,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Haddon Court Rest Home,1000489,064795,28/07/2023,912.90,0.00,Residential Placements,20168,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Haddon Court Rest Home,1000489,064821,28/07/2023,"1,270.50",0.00,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Haddon Court Rest Home,1000489,064915,28/07/2023,804.92,0.00,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Haddon Court Rest Home,1000489,064929,28/07/2023,924.90,0.00,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Haddon Court Rest Home,1000489,064973,28/07/2023,798.16,0.00,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Haddon Court Rest Home,1000489,056120,14/07/2023,441.56,0.00,Respite Care,20449,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Haddon Court Rest Home,1000489,055675,14/07/2023,"1,089.00",0.00,Short Term Care,20162,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Haddon Court Rest Home,1000489,055692,14/07/2023,"1,767.35",0.00,Short Term Care,20467,47107,Ola-Stc With Carers-Resident,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Haddon Court Rest Home,1000489,064662,28/07/2023,"2,173.15",0.00,Short Term Care,20215,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Haddon Court Rest Home,1000489,064937,28/07/2023,"1,036.80",0.00,Short Term Care,20190,47583,Indep Sect Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Haddon Court Rest Home,1000489,064978,28/07/2023,"1,890.56",0.00,Short Term Care,20196,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,056264,28/07/2023,"2,355.76",0.00,Complex Cases,20457,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,056303,28/07/2023,"6,922.43",0.00,Complex Cases,20376,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,056346,28/07/2023,"2,278.90",0.00,Complex Cases,20197,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,056359,28/07/2023,"2,407.60",0.00,Complex Cases,20392,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,065067,28/07/2023,"2,355.76",0.00,Complex Cases,20457,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,065104,28/07/2023,"2,062.00",0.00,Complex Cases,20376,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,065146,28/07/2023,"2,278.90",0.00,Complex Cases,20197,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,055472,28/07/2023,"2,148.18",0.00,Nursing Placements,20231,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,055795,28/07/2023,976.00,0.00,Nursing Placements,20374,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,055801,28/07/2023,"1,804.90",0.00,Nursing Placements,20219,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,056065,28/07/2023,"1,234.19",0.00,Nursing Placements,20390,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,056225,28/07/2023,"1,989.22",0.00,Nursing Placements,20473,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,064062,28/07/2023,976.00,0.00,Nursing Placements,20374,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,064068,28/07/2023,"1,804.90",0.00,Nursing Placements,20219,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,064199,28/07/2023,"1,989.22",0.00,Nursing Placements,20473,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,064586,28/07/2023,"1,186.86",0.00,Nursing Placements,20390,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,064805,28/07/2023,"2,148.18",0.00,Nursing Placements,20231,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,055380,28/07/2023,778.46,0.00,Short Term Care,20427,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,055739,28/07/2023,"2,825.48",0.00,Short Term Care,20467,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,064639,28/07/2023,"5,533.43",0.00,Short Term Care,20382,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,064655,28/07/2023,"4,634.54",0.00,Short Term Care,20382,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Lytham Court Nursing Home,1000491,055155,14/07/2023,"1,684.90",0.00,Nursing Placements,20231,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Lytham Court Nursing Home,1000491,055468,14/07/2023,"1,884.90",0.00,Nursing Placements,20231,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Lytham Court Nursing Home,1000491,055929,14/07/2023,"1,684.90",0.00,Nursing Placements,20374,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Lytham Court Nursing Home,1000491,056154,14/07/2023,"1,293.10",0.00,Nursing Placements,20231,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Lytham Court Nursing Home,1000491,063905,28/07/2023,"1,293.10",0.00,Nursing Placements,20231,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Lytham Court Nursing Home,1000491,063948,28/07/2023,"1,684.90",0.00,Nursing Placements,20231,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Lytham Court Nursing Home,1000491,064633,28/07/2023,"3,354.26",0.00,Nursing Placements,20434,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Lytham Court Nursing Home,1000491,064693,28/07/2023,"1,684.90",0.00,Nursing Placements,20374,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Lytham Court Nursing Home,1000491,064801,28/07/2023,"1,884.90",0.00,Nursing Placements,20231,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Lytham Court Nursing Home,1000491,056124,14/07/2023,"2,312.29",0.00,Short Term Care,20427,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,REDACTED PERSONAL DATA,1000492,048960,3/07/2023,"1,342.60",0.00,Ongoing Direct Payment,20249,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,REDACTED PERSONAL DATA,1000492,065860,31/07/2023,"1,342.60",0.00,Ongoing Direct Payment,20249,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,055198,14/07/2023,889.34,0.00,Nursing Placements,20434,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,055218,14/07/2023,883.34,0.00,Nursing Placements,20434,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,055334,14/07/2023,889.34,0.00,Nursing Placements,20219,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,055537,14/07/2023,"1,234.94",0.00,Nursing Placements,20374,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,055640,14/07/2023,889.34,0.00,Nursing Placements,20473,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,055803,14/07/2023,889.34,0.00,Nursing Placements,20231,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,055880,14/07/2023,889.34,0.00,Nursing Placements,20434,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,055918,14/07/2023,479.76,0.00,Nursing Placements,20374,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,055957,14/07/2023,878.98,0.00,Nursing Placements,20455,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,056051,14/07/2023,909.44,0.00,Nursing Placements,20455,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,056075,14/07/2023,889.34,0.00,Nursing Placements,20455,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,056158,14/07/2023,"1,234.94",0.00,Nursing Placements,20195,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,056195,14/07/2023,889.34,0.00,Nursing Placements,20219,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,056243,14/07/2023,931.98,0.00,Nursing Placements,20455,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,063887,28/07/2023,889.34,0.00,Nursing Placements,20219,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,063909,28/07/2023,"1,234.94",0.00,Nursing Placements,20195,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,064004,28/07/2023,878.98,0.00,Nursing Placements,20455,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,064070,28/07/2023,889.34,0.00,Nursing Placements,20231,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,064168,28/07/2023,909.44,0.00,Nursing Placements,20455,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,064216,28/07/2023,931.98,0.00,Nursing Placements,20455,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,064281,28/07/2023,479.76,0.00,Nursing Placements,20374,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,064292,28/07/2023,889.34,0.00,Nursing Placements,20434,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,064312,28/07/2023,883.34,0.00,Nursing Placements,20434,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,064399,28/07/2023,889.34,0.00,Nursing Placements,20434,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,064472,28/07/2023,889.34,0.00,Nursing Placements,20219,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,064596,28/07/2023,889.34,0.00,Nursing Placements,20455,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,064677,28/07/2023,"1,234.94",0.00,Nursing Placements,20374,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,064863,28/07/2023,889.34,0.00,Nursing Placements,20473,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,055425,14/07/2023,889.34,0.00,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,055979,14/07/2023,"1,234.94",0.00,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,064026,28/07/2023,"1,234.94",0.00,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,064562,28/07/2023,889.34,0.00,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,064976,28/07/2023,898.43,0.00,Respite Care,20339,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,055317,14/07/2023,748.90,0.00,Short Term Care,20427,64506,Ola-Stc With Carers-Nursing,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,055747,14/07/2023,"4,733.43",0.00,Short Term Care,20448,64506,Ola-Stc With Carers-Nursing,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,064459,28/07/2023,748.90,0.00,Short Term Care,20427,64506,Ola-Stc With Carers-Nursing,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,064989,28/07/2023,"1,157.05",0.00,Short Term Care,20448,64506,Ola-Stc With Carers-Nursing,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Advanced Steel Services Ltd,1000496,036535,4/07/2023,"5,179.20",863.20,Manufacturing,50114,63041,Other Materials,Communication & Regeneration,,AMCPI,Communication & Regeneration,PJOP,Illuminations - Operations,PJNA1,New Features / Schemes - C & E
Blackpool Council,Advanced Steel Services Ltd,1000496,049636,4/07/2023,918.00,153.00,Manufacturing,50114,63041,Other Materials,Communication & Regeneration,,AMCPI,Communication & Regeneration,PJOP,Illuminations - Operations,PJNA1,New Features / Schemes - C & E
Blackpool Council,Advanced Steel Services Ltd,1000496,052154,6/07/2023,816.72,136.12,Manufacturing,50114,63041,Other Materials,Communication & Regeneration,,AMCPI,Communication & Regeneration,PJOP,Illuminations - Operations,PJNA1,New Features / Schemes - C & E
Blackpool Council,Fylde Coast Gate Ltd,1000500,060264,21/07/2023,"4,454.40",742.40,Rangers Better Start,30041,63041,Other Materials,Community & Env Services,,BPLSER,Community & Env Services,PARKS,Parks,PRKDEV1,Parks Developme
Blackpool Council,Fylde Council,1000503,059798,21/07/2023,314.14,6.84,Benefits Shared Service,40095,63807,Postages,Resources,,TRSTOT,Resources,FCAC1,Benefits - Admin,FCAC3,Benefits - Admin
Blackpool Council,L & R Roadlines Ltd,1000505,038400,4/07/2023,"1,681.90",280.32,Line Marking And Other Works,30202,61012,Maintenance Private Contractor,Community & Env Services,,BPLSER,Community & Env Services,HIGENG,Highways & Engineering,ENGINE1,Engineering
Blackpool Council,L & R Roadlines Ltd,1000505,054989,14/07/2023,429.40,71.57,Line Marking And Other Works,30202,61012,Maintenance Private Contractor,Community & Env Services,,BPLSER,Community & Env Services,HIGENG,Highways & Engineering,ENGINE1,Engineering
Blackpool Council,Lancashire County Council,1000506,053124,11/07/2023,"10,929.95","1,821.66",Boundary Primary - General,10082,66215,Meal Allowances,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED071,Boundary Park Community
Blackpool Council,Lancashire County Council,1000506,063786,28/07/2023,"13,047.79","2,174.63",Boundary Primary - General,90000,66215,VAT ADJUSTMENT,Not Applicable,,NA,Not Applicable,NA,Schools - Delegated,NA,Not Applicable
Blackpool Council,Lancashire County Council,1000506,053126,11/07/2023,"13,666.66",0.00,Capability Fund,30009,63401,General Services,Community & Env Services,,BPLSER,Community & Env Services,LESR,Leisure,LEISUR1,Leisure Managem
Blackpool Council,Lancashire County Council,1000506,053783,13/07/2023,"1,618.00",0.00,Concessionary Fares,60036,63401,General Services,Budgets Outside Cash Limits,,BUDOCL,Budgets Outside Cash Limits,ITPTOT1,Integrated Transport,ITPTOT3,Integrated Transport
Blackpool Council,Lancashire County Council,1000506,058319,19/07/2023,"252,981.00",0.00,Concessionary Fares,60036,63401,General Services,Budgets Outside Cash Limits,,BUDOCL,Budgets Outside Cash Limits,ITPTOT1,Integrated Transport,ITPTOT3,Integrated Transport
Blackpool Council,Lancashire County Council,1000506,060892,28/07/2023,259.45,0.00,Non-Domestic Rates,66004,47301,General Fees & Charges,Non Domestic Rates,,YCOLLN,Non Domestic Rates,YCOLLN2,Non Domestic Rates,YCOLLN4,Non Domestic Rates
Blackpool Council,Lancashire County Council,1000506,054296,13/07/2023,"1,629.32",0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Lancashire County Council,1000506,054297,13/07/2023,"1,259.02",0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Lancashire County Council,1000506,058614,21/07/2023,"2,733.02",455.50,Our Lady Of The Asumption General,10137,63532,Computer Running and License Costs,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED161,Our Lady Of The Assumption
Blackpool Council,Lancashire County Council,1000506,057056,18/07/2023,"6,282.05",0.00,Out of Borough - Non-Behaviour Education,10434,64403,Special Needs - Children,Children's Services,,CHISER,Children's Services,JCGA,Out Of Borough - Non Behav,JCGA2,Out Of Borough - Non Behav
Blackpool Council,Lancashire County Council,1000506,053782,12/07/2023,"1,546.00",0.00,Planning Development Management,50137,63401,General Services,Communication & Regeneration,,AMCPI,Communication & Regeneration,HP,Planning Services,HP2,Planning Services
Blackpool Council,Lancashire County Council,1000506,062308,27/07/2023,"13,265.63","2,210.94",St Nicholas -Catering,10279,66215,Catering Services,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED241,St Nicholas Ce
Blackpool Council,Lancashire County Council,1000506,052969,10/07/2023,"10,487.47","1,747.91",Stanley -Catering,10325,66215,Service Contracts,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED371,Stanley Primary School
Blackpool Council,Lancashire County Council,1000506,060171,21/07/2023,"1,045.00",0.00,Stanley -General,10334,66207,Personnel Services,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED371,Stanley Primary School
Blackpool Council,Black Box Security Alarm Systems Ltd,1000510,036663,3/07/2023,"1,791.04",298.51,Bickerstaffe,40062,61171,Alarms,Resources,,TRSTOT,Resources,DUP,Dual Use Propeties,BDBH,Buildings - Bickerstaffe House
Blackpool Council,Black Box Security Alarm Systems Ltd,1000510,059880,21/07/2023,957.78,159.63,St Nicholas -Repairs And Maintenance,10231,61171,Alarms,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED241,St Nicholas Ce
Blackpool Council,Black Box Security Alarm Systems Ltd,1000510,059888,21/07/2023,786.20,131.03,St Nicholas -Repairs And Maintenance,10231,61171,Alarms,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED241,St Nicholas Ce
Blackpool Council,Black Box Security Alarm Systems Ltd,1000510,045669,12/07/2023,634.59,105.77,Tmscp,40065,61012,Maintenance Private Contractor,Resources,,TRSTOT,Resources,DUP,Dual Use Propeties,BDTM,Buildings - Talbot Multi Cp
Blackpool Council,Farleys Solicitors Llp,1000511,059969,21/07/2023,900.00,150.00,External Legal Fees,10493,64715,Other Fees,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Bambers Remedial Contractors Limited,1000516,054985,17/07/2023,"9,596.41","1,599.40",Balance Sheet,90000,19081,VAT ADJUSTMENT,Not Applicable,,NA,Not Applicable,NA,Not Applicable,NA,Not Applicable
Blackpool Council,Bambers Remedial Contractors Limited,1000516,045815,3/07/2023,816.00,136.00,Csdp,20424,65401,Aids To Daily Living,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Bambers Remedial Contractors Limited,1000516,048460,4/07/2023,449.82,74.97,Csdp,20443,65401,Aids To Daily Living,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Bambers Remedial Contractors Limited,1000516,053244,17/07/2023,440.38,73.40,Csdp,20443,65401,Aids To Daily Living,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
