FORMAT CIAXLONE REPORT,DefnSheetName=_defntemp_,,,,,,,,,,,,,,,,,,
SET,Transparency Spend Report (copy),,,,,,,,,,,,,,,,,,
*,Body Name,Supplier Name,Supplier Code,Transaction Ref/No,Payment Date,Gross Value (Detail),Vat Amount,Service Label,Service code,Expenditure Code,Expenditure Category,Service Division,,Directorate,Directorate Description,Department,Department Description,Sub Team,Sub Team Description
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123621,2/11/2023,336.98,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123622,2/11/2023,278.46,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123623,2/11/2023,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123625,2/11/2023,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123626,2/11/2023,278.46,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123628,2/11/2023,371.28,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123630,2/11/2023,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123632,2/11/2023,292.60,0.00,Other Day Services,20423,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123635,2/11/2023,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123636,2/11/2023,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123638,2/11/2023,351.12,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123639,2/11/2023,464.10,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123640,2/11/2023,464.10,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123642,2/11/2023,464.10,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123644,2/11/2023,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123645,2/11/2023,361.20,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123646,2/11/2023,371.28,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123647,2/11/2023,371.28,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123648,2/11/2023,371.28,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123649,2/11/2023,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123650,2/11/2023,278.46,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123651,2/11/2023,429.80,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123652,2/11/2023,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123654,2/11/2023,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123657,2/11/2023,464.10,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,123658,2/11/2023,371.28,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,132021,16/11/2023,292.60,0.00,Other Day Services,20423,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,132023,16/11/2023,292.60,0.00,Other Day Services,20423,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,132025,16/11/2023,292.60,0.00,Other Day Services,20423,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,132027,16/11/2023,292.60,0.00,Other Day Services,20423,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,132029,16/11/2023,292.60,0.00,Other Day Services,20423,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,132031,16/11/2023,292.60,0.00,Other Day Services,20423,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,132033,16/11/2023,292.60,0.00,Other Day Services,20423,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,132035,16/11/2023,292.60,0.00,Other Day Services,20423,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,140525,30/11/2023,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,140526,30/11/2023,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,140528,30/11/2023,351.12,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,140529,30/11/2023,464.10,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,140530,30/11/2023,464.10,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,140532,30/11/2023,464.10,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,140534,30/11/2023,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,140535,30/11/2023,361.20,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,140536,30/11/2023,371.28,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,140537,30/11/2023,371.28,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,140538,30/11/2023,371.28,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,140539,30/11/2023,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,140540,30/11/2023,278.46,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,140541,30/11/2023,429.80,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,140542,30/11/2023,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,140544,30/11/2023,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Autism Initiatives Uk,1000025,140547,30/11/2023,464.10,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
