FORMAT CIAXLONE REPORT,DefnSheetName=_defntemp_,,,,,,,,,,,,,,,,,,
LIST,Blackpool Council,1 Homecare Ltd,1003761,180741,8/02/2024,380.80,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,1 Homecare Ltd,1003761,180742,8/02/2024,790.16,0.00,Homecare,20377,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,1 Homecare Ltd,1003761,180744,8/02/2024,"2,218.16",0.00,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,1 Homecare Ltd,1003761,180745,8/02/2024,"2,779.84",0.00,Homecare,20222,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,1 Homecare Ltd,1003761,180747,8/02/2024,"1,142.40",0.00,Homecare,20210,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,1 Homecare Ltd,1003761,180748,8/02/2024,"1,142.40",0.00,Homecare,20234,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,1 Homecare Ltd,1003761,180749,8/02/2024,552.16,0.00,Homecare,20364,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,1 Homecare Ltd,1003761,180751,8/02/2024,"2,189.60",0.00,Homecare,20459,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,1 Homecare Ltd,1003761,180753,8/02/2024,932.96,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,1 Homecare Ltd,1003761,180754,8/02/2024,609.28,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
