DefnSheetName=_defntemp_,,,,,,,,,,,,,,,,,,,
Blackpool Council,1 Homecare Ltd,1003761,155285,21/12/2023,380.80,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements,
Blackpool Council,1 Homecare Ltd,1003761,155287,21/12/2023,"2,227.68",0.00,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements,
Blackpool Council,1 Homecare Ltd,1003761,155288,21/12/2023,"2,817.92",0.00,Homecare,20222,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements,
Blackpool Council,1 Homecare Ltd,1003761,155290,21/12/2023,"1,161.44",0.00,Homecare,20210,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements,
Blackpool Council,1 Homecare Ltd,1003761,155291,21/12/2023,"1,142.40",0.00,Homecare,20234,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements,
Blackpool Council,1 Homecare Ltd,1003761,155292,21/12/2023,571.20,0.00,Homecare,20364,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements,
Blackpool Council,1 Homecare Ltd,1003761,155294,21/12/2023,"2,189.60",0.00,Homecare,20459,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements,
Blackpool Council,1 Homecare Ltd,1003761,155296,21/12/2023,932.96,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements,
Blackpool Council,1 Homecare Ltd,1003761,155297,21/12/2023,609.28,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements,
Blackpool Council,1 Homecare Ltd,1003761,155299,21/12/2023,"1,009.12",0.00,Respite Care,20393,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements,
