*,Body Name,Supplier Name,Supplier Code,Transaction Ref/No,Payment Date,Gross Value (Detail),Vat Amount,Service Label,Service code,Expenditure Code,Expenditure Category,Service Division,,Directorate,Directorate Description,Department,Department Description,Sub Team,Sub Team Description
LIST,Blackpool Council,Cherish Uk Limited,1001245,092262,14/09/2023,485.52,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092263,14/09/2023,609.28,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092264,14/09/2023,"1,447.04",0.00,Homecare,20222,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092265,14/09/2023,799.68,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092266,14/09/2023,266.56,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092267,14/09/2023,828.24,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092268,14/09/2023,"1,066.24",0.00,Homecare,20459,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092269,14/09/2023,"2,132.48",0.00,Homecare,20477,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092270,14/09/2023,"2,132.48",0.00,Homecare,20477,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092271,14/09/2023,"1,294.72",0.00,Homecare,20477,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092272,14/09/2023,"1,066.24",0.00,Homecare,20504,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092273,14/09/2023,"1,066.24",0.00,Homecare,20440,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092275,14/09/2023,361.76,0.00,Homecare,20349,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092276,14/09/2023,442.68,0.00,Homecare,20349,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092277,14/09/2023,799.68,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092278,14/09/2023,"2,132.48",0.00,Homecare,20459,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092279,14/09/2023,266.56,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092280,14/09/2023,"1,066.24",0.00,Homecare,20459,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092281,14/09/2023,533.12,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092283,14/09/2023,"1,485.12",0.00,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092284,14/09/2023,999.60,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092285,14/09/2023,"2,817.92",0.00,Homecare,20349,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092286,14/09/2023,"1,304.24",0.00,Homecare,20222,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092287,14/09/2023,704.48,0.00,Respite Care,20468,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092288,14/09/2023,913.92,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092289,14/09/2023,"2,094.40",0.00,Homecare,20477,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092290,14/09/2023,799.68,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092291,14/09/2023,799.68,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092292,14/09/2023,685.44,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092293,14/09/2023,"1,599.36",0.00,Homecare,20459,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092295,14/09/2023,"1,599.36",0.00,Homecare,20459,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092296,14/09/2023,"3,408.16",0.00,Homecare,20440,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092297,14/09/2023,990.08,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092300,14/09/2023,675.92,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092304,14/09/2023,875.84,0.00,Homecare,20234,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092305,14/09/2023,"2,132.48",0.00,Homecare,20440,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092306,14/09/2023,913.92,0.00,Homecare,20306,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092307,14/09/2023,266.56,0.00,Homecare,20171,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092308,14/09/2023,"1,066.24",0.00,Homecare,20459,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092309,14/09/2023,"1,142.40",0.00,Homecare,20349,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092310,14/09/2023,675.92,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092311,14/09/2023,"2,132.48",0.00,Homecare,20459,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092312,14/09/2023,790.16,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092313,14/09/2023,799.68,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092314,14/09/2023,723.52,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092315,14/09/2023,266.56,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092316,14/09/2023,"1,066.24",0.00,Homecare,20477,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092317,14/09/2023,799.68,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092318,14/09/2023,533.12,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092320,14/09/2023,"2,113.44",0.00,Homecare,20477,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092322,14/09/2023,380.80,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092325,14/09/2023,323.68,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092326,14/09/2023,533.12,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092327,14/09/2023,523.60,0.00,Homecare,20156,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092328,14/09/2023,856.80,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092329,14/09/2023,952.00,0.00,Homecare,20222,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092333,14/09/2023,266.56,0.00,Homecare,20234,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092334,14/09/2023,304.64,0.00,Homecare,20491,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092536,14/09/2023,575.70,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092537,14/09/2023,"9,188.86",0.00,Supported Living / Group Homes,20269,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092538,14/09/2023,268.66,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092539,14/09/2023,"1,047.20",0.00,Homecare,20377,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092540,14/09/2023,287.85,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092543,14/09/2023,460.80,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092544,14/09/2023,"1,669.53",0.00,Homecare,20199,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092545,14/09/2023,"6,704.20",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092546,14/09/2023,"6,397.16",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092547,14/09/2023,460.60,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092548,14/09/2023,"9,374.96",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092549,14/09/2023,"9,394.12",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092550,14/09/2023,"7,782.16",0.00,Supported Living / Group Homes,20421,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092551,14/09/2023,"6,841.88",0.00,Supported Living / Group Homes,20421,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092552,14/09/2023,"7,157.08",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092553,14/09/2023,"7,374.28",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092554,14/09/2023,"7,041.92",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092555,14/09/2023,"6,811.36",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092556,14/09/2023,"6,811.36",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092557,14/09/2023,"5,290.12",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092558,14/09/2023,"5,290.12",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,095439,21/09/2023,537.32,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,095484,21/09/2023,523.60,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,095485,21/09/2023,523.60,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,101835,28/09/2023,266.56,0.00,Respite Care,20357,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,101836,28/09/2023,437.92,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Cherish Uk Limited,1001245,092324,14/09/2023,"1,266.16",0.00,Suspense - Int - Mosaic Supp Living,99963,99963,Suspense - Int - Mosaic Supp Living,Not Applicable,,NA,Not Applicable,NA,Not Applicable,NA,Not Applicable
LIST,Blackpool Council,REDACTED PERSONAL DATA,1001252,087656,5/09/2023,"1,075.25",0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
LIST,Blackpool Council,REDACTED PERSONAL DATA,1001252,087657,5/09/2023,"1,075.25",0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
LIST,Blackpool Council,REDACTED PERSONAL DATA,1001256,093994,18/09/2023,"1,089.00",0.00,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
LIST,Blackpool Council,Disabled Enabled Limited,1001260,070912,4/09/2023,"10,140.00","1,690.00",Head Of Tourism Services,50146,63401,General Services,Communication & Regeneration,,AMCPI,Communication & Regeneration,VB,Visit Blackpool/Marketing Co,PPA1,Head Of Tourism Services
LIST,Blackpool Council,REDACTED PERSONAL DATA,1001262,087276,5/09/2023,784.72,0.00,Adoption Services,10528,64814,Adoption Allowances,Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
LIST,Blackpool Council,REDACTED PERSONAL DATA,1001275,100100,26/09/2023,304.80,0.00,3&4 Year Old Addition 15 Hours Nursery Grant,10474,63701,Grants,Children's Services,,CHISER,Children's Services,EYT,Early Years Team,EYT2,Early Years Team
LIST,Blackpool Council,REDACTED PERSONAL DATA,1001275,100101,26/09/2023,304.80,0.00,3&4 Year Old Nursery Grant,10472,63701,Grants,Children's Services,,CHISER,Children's Services,EYT,Early Years Team,EYT2,Early Years Team
LIST,Blackpool Council,Lifeline Language Services Ltd,1001286,071571,5/09/2023,420.02,70.00,Independent Reviewing Officers,10501,47305,Professional Services,Children's Services,,CHISER,Children's Services,CHSAFE1,Children's Safeguarding,CHSAFE3,Children'S Safeguarding
LIST,Blackpool Council,Lifeline Language Services Ltd,1001286,075239,5/09/2023,471.00,78.50,Lac Financial Assistance,10544,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
LIST,Blackpool Council,Lifeline Language Services Ltd,1001286,078596,18/09/2023,471.00,78.50,Lac Financial Assistance,10544,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
LIST,Blackpool Council,Lifeline Language Services Ltd,1001286,078598,12/09/2023,411.60,68.60,Sct17,10545,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
LIST,Blackpool Council,Lifeline Language Services Ltd,1001286,078600,12/09/2023,363.00,60.50,Lac Financial Assistance,10544,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
LIST,Blackpool Council,Lifeline Language Services Ltd,1001286,078602,15/09/2023,363.00,60.50,Lac Financial Assistance,10544,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
LIST,Blackpool Council,Lifeline Language Services Ltd,1001286,078672,5/09/2023,306.00,51.00,Lac Financial Assistance,10544,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
LIST,Blackpool Council,Lifeline Language Services Ltd,1001286,078885,19/09/2023,304.80,50.80,Lac Financial Assistance,10544,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
LIST,Blackpool Council,Lifeline Language Services Ltd,1001286,078886,19/09/2023,316.20,52.70,Lac Financial Assistance,10544,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
LIST,Blackpool Council,Lifeline Language Services Ltd,1001286,082899,19/09/2023,621.00,103.50,Lac Financial Assistance,10544,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
LIST,Blackpool Council,Lifeline Language Services Ltd,1001286,082909,25/09/2023,300.00,50.00,Lac Financial Assistance,10544,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
LIST,Blackpool Council,Lifeline Language Services Ltd,1001286,094646,22/09/2023,610.80,101.80,Lac Financial Assistance,10544,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
LIST,Blackpool Council,Lifeline Language Services Ltd,1001286,094663,26/09/2023,363.00,60.50,Lac Financial Assistance,10544,65507,Personal,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
LIST,Blackpool Council,The Royal Shakespeare Company,1001291,097259,25/09/2023,601.25,0.00,Our Lady Of The Asumption General,10137,63303,Games and Visits,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED161,Our Lady Of The Assumption
LIST,Blackpool Council,REDACTED PERSONAL DATA,1001293,099038,25/09/2023,"1,241.40",0.00,Ongoing Direct Payment,20249,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,REDACTED PERSONAL DATA,1001293,099226,25/09/2023,286.64,0.00,Ongoing Direct Payment,20249,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,REDACTED PERSONAL DATA,1001295,079291,12/09/2023,384.00,64.00,Legal And Court Costs,61060,64707,Counsels Fees,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LADTOT1,Legal Services,LADTOT3,Legal Services
LIST,Blackpool Council,Blackpool Carers Centre Ltd,1001297,093363,15/09/2023,"37,500.00",0.00,Carers Support Costs,20335,64512,Other Care Block Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,REDACTED PERSONAL DATA,1001298,087280,5/09/2023,"1,149.01",0.00,Adoption Services,10528,64814,Adoption Allowances,Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
LIST,Blackpool Council,REDACTED PERSONAL DATA,1001298,087339,5/09/2023,"1,251.86",0.00,Adoption Services,10528,64814,Adoption Allowances,Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
LIST,Blackpool Council,REDACTED PERSONAL DATA,1001298,087585,5/09/2023,415.25,0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
