Body Name,Supplier Name,Supplier Code,Transaction Ref/No,Payment Date,Gross Value (Detail),Vat Amount,Service Label,Service code,Expenditure Code,Expenditure Category,Service Division,,Directorate,Directorate Description,Department,Department Description,Sub Team,Sub Team Description
Blackpool Council,Excel Fostering Limited,1001832,114733,20/10/2023,"1,818.74",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114734,20/10/2023,"1,818.74",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114735,20/10/2023,"1,818.74",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114736,20/10/2023,854.94,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114737,20/10/2023,863.57,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114738,20/10/2023,854.94,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114739,20/10/2023,780.02,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114740,20/10/2023,821.08,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114741,20/10/2023,751.28,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114742,20/10/2023,865.43,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114743,20/10/2023,854.93,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114744,20/10/2023,"1,818.74",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114745,20/10/2023,889.47,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114746,20/10/2023,880.57,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114747,20/10/2023,880.57,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114748,20/10/2023,886.03,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114749,20/10/2023,"2,301.60",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114750,20/10/2023,843.89,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114751,20/10/2023,835.45,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114752,20/10/2023,"1,007.16",0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114753,20/10/2023,979.93,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114754,20/10/2023,979.93,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114755,20/10/2023,725.32,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114756,20/10/2023,718.07,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114757,20/10/2023,816.95,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114758,20/10/2023,956.8,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114759,20/10/2023,751.27,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Excel Fostering Limited,1001832,114760,20/10/2023,713.73,0,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Lorraine Petersen Educational Consultancy,1003959,114768,20/10/2023,488.85,0,St Nicholas -Blackpool CPD,10281,63413,Consultants,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED241,St Nicholas Ce
Blackpool Council,Ellis & York Ltd,1001921,114772,23/10/2023,"32,166.14","5,361.02",Highfield Day Ctr,40066,61012,Maintenance Private Contractor,Resources,,TRSTOT,Resources,DUP,Dual Use Propeties,BDHD,Buildings - Highfield Day Ctr
Blackpool Council,Ellis & York Ltd,1001921,114775,30/10/2023,"4,222.00",703.67,Project Recharges Holding A/C,40124,61012,Maintenance Private Contractor,Resources,,TRSTOT,Resources,BLMTCE,Building Maintenence,BLMTCE2,Building Maintenence
Blackpool Council,Pjm Construction Nw Ltd,1002713,114776,20/10/2023,"8,549.52","1,424.92",Parks Development,30032,61012,Maintenance Private Contractor,Community & Env Services,,BPLSER,Community & Env Services,PARKS,Parks,PRKDEV1,Parks Developme
Blackpool Council,Reed Specialist Recruitment Ltd,1001657,114784,20/10/2023,"28,779.90","4,796.60",Balance Sheet,90000,60791,VAT ADJUSTMENT,Not Applicable,,NA,Not Applicable,OWD,Organisation & Workforce Dev,OWD2,Organisation & Workforce Dev
Blackpool Council,The Belmar Nursing Home,1000464,114789,20/10/2023,"1,786.52",0,Complex Cases,20154,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Zion Care (St Albans) Ltd,1000108,114790,20/10/2023,"8,458.88",0,Complex Cases,20209,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Richmond Fellowship,1000922,114791,20/10/2023,"2,388.96",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Nw Care Limited - Gwenlyn Care Home,1007418,114792,20/10/2023,"1,382.92",0,Complex Cases,20347,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Rossall Nursing Home,1003017,114794,20/10/2023,"4,204.16",0,Complex Cases,20154,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Red Oak Rest Home,1000152,114795,20/10/2023,"1,433.32",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Rossall Nursing Home,1003017,114796,20/10/2023,"3,279.84",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Hc-One Ltd - Meadow Bank Care Home,1005325,114797,20/10/2023,"1,868.56",0,Complex Cases,20457,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Belsfield House Care Home,1001718,114798,20/10/2023,"8,363.40",0,Complex Cases,20154,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Rossall Nursing Home,1003017,114799,20/10/2023,"8,363.40",0,Complex Cases,20154,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,APPLE BEST CARE LTD T/A ARDEN TOWERS,1139430,114800,20/10/2023,"1,451.24",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Supported Homes Ltd,1003456,114801,20/10/2023,"1,676.40",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Langley House Trust,1000259,114802,20/10/2023,"3,548.84",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Supported Homes Ltd,1003456,114803,20/10/2023,"2,553.12",0,Complex Cases,20347,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Independence Support,1004898,114805,20/10/2023,"2,489.60",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Supported Homes Ltd,1003456,114806,20/10/2023,"2,707.40",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Creative Support Ltd,1001438,114807,20/10/2023,"1,605.28",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Northern Healthcare Ltd,1004254,114809,20/10/2023,"2,527.24",0,Complex Cases,20347,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,"Extel Ltd, Care Through The Millenium",1004927,114810,20/10/2023,"5,928.92",0,Complex Cases,20252,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Langley House Trust,1001235,114811,20/10/2023,"2,766.44",0,Complex Cases,20252,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Pathways Northwest Ltd - Oswald House,1004436,114812,20/10/2023,"3,942.36",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Independence Support,1004898,114813,20/10/2023,"2,045.24",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Potens,1004666,114815,20/10/2023,"1,850.92",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Potens,1004666,114816,20/10/2023,"1,657.82",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Belsfield House Care Home,1001718,114817,20/10/2023,"8,363.40",0,Complex Cases,20419,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Priory Court Developments,1000166,114818,20/10/2023,"1,709.92",0,Complex Cases,20169,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,REDACTED PERSONAL DATA,1139893,114819,20/10/2023,"4,480.00",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Supported Homes Ltd,1003456,114820,20/10/2023,"1,781.68",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Qualia Care Ltd T/A Gilwood Lodge,1002847,114821,20/10/2023,"1,909.92",0,Complex Cases,20154,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,PATHWAYS CARE GROUP LTD - HARMONY HOUSE,1140004,114822,20/10/2023,"1,852.90",0,Complex Cases,20154,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,The Richmond Fellowship Scotland,1140492,114823,20/10/2023,"1,014.00",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,St Stephens Care Home,1000280,114824,20/10/2023,"6,513.76",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Active Pathways Limited - Brook House,1140386,114825,20/10/2023,"6,095.00",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,New Victoria Care Home,1000202,114826,20/10/2023,"1,709.92",0,Complex Cases,20457,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Independence Support,1004898,114829,20/10/2023,"3,831.20",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Supported Homes Ltd,1003456,114831,20/10/2023,"2,381.60",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,The Belmar Nursing Home,1000464,114832,20/10/2023,"1,778.38",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Supported Homes Ltd,1003456,114833,20/10/2023,"2,435.48",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Thistle Manor,1002387,114834,20/10/2023,"4,007.44",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Thistle Manor,1002387,114835,20/10/2023,"4,783.88",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Rossall Nursing Home,1003017,114836,20/10/2023,"2,433.52",0,Complex Cases,20436,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Rossall Nursing Home,1003017,114837,20/10/2023,"2,801.30",0,Complex Cases,20154,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Belsfield House Care Home,1001718,114838,20/10/2023,"3,510.96",0,Complex Cases,20169,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Rossall Nursing Home,1003017,114839,20/10/2023,"6,514.84",0,Complex Cases,20169,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,North Shore Nursing Home,1000287,114840,20/10/2023,"4,204.16",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,114841,20/10/2023,"2,476.92",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,114842,20/10/2023,"5,797.24",0,Complex Cases,20252,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Belsfield House Care Home,1001718,114843,20/10/2023,"5,591.22",0,Complex Cases,20154,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Belsfield House Care Home,1001718,114844,20/10/2023,"2,817.76",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Belsfield House Care Home,1001718,114845,20/10/2023,"5,590.56",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Langley House Trust,1000259,114846,20/10/2023,"4,022.00",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Belsfield House Care Home,1001718,114847,20/10/2023,"8,364.64",0,Complex Cases,20209,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Rossall Nursing Home,1003017,114848,20/10/2023,"5,590.56",0,Complex Cases,20074,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Supported Homes Ltd,1003456,114849,20/10/2023,"2,154.32",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Richmond Fellowship,1000922,114850,20/10/2023,"2,514.52",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Dhch21 Ltd - Dovehaven Lodge,1005081,114851,20/10/2023,"4,339.12",0,Complex Cases,20083,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,The Belmar Nursing Home,1000464,114852,20/10/2023,"1,778.36",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Thistle Manor,1002387,114853,20/10/2023,"4,571.24",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,North Shore Nursing Home,1000287,114854,20/10/2023,"4,204.16",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Oakleaf Care Ltd,1005202,114857,20/10/2023,"3,682.20",0,Complex Cases,20419,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Belsfield House Care Home,1001718,114858,20/10/2023,"4,666.32",0,Complex Cases,20221,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Priory Park Care Home,1006969,114860,20/10/2023,"2,707.52",0,Complex Cases,20221,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Arc Community Care Ltd - Rosehaven,1002967,114861,20/10/2023,"1,270.88",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Cannon Care Homes Ltd - The Check House,1007596,114862,20/10/2023,"3,079.68",0,Complex Cases,20182,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Richmond Fellowship,1000922,114863,20/10/2023,"2,389.00",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Rossall Nursing Home,1003017,114864,20/10/2023,"5,592.40",0,Complex Cases,20475,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Belsfield House Care Home,1001718,114865,20/10/2023,"3,726.64",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,114867,20/10/2023,"2,278.90",0,Complex Cases,20197,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Potens,1004666,114868,20/10/2023,"2,016.80",0,Complex Cases,20489,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Creative Support Ltd,1001438,114870,20/10/2023,"1,468.00",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Accomplish Group Lifestyles Ltd,1003213,114871,20/10/2023,"10,624.40",0,Complex Cases,20252,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Independence Support,1004898,114872,20/10/2023,"1,962.84",0,Complex Cases,20489,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Independence Support,1004898,114875,20/10/2023,"1,713.60",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Autism Initiatives Uk,1000025,114876,20/10/2023,"5,856.44",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,North Shore Nursing Home,1000287,114877,20/10/2023,"5,589.74",0,Complex Cases,20362,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Supported Homes Ltd,1003456,114878,20/10/2023,"1,804.08",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Conifers Nursing Home,1000483,114879,20/10/2023,"6,136.00",0,Complex Cases,20154,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Richmond Fellowship,1000922,114881,20/10/2023,"2,709.56",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Independence Support,1004898,114882,20/10/2023,"1,945.28",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Belsfield House Care Home,1001718,114883,20/10/2023,"7,403.50",0,Complex Cases,20221,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,The Belmar Nursing Home,1000464,114884,20/10/2023,"2,440.00",0,Complex Cases,20083,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,North Shore Nursing Home,1000287,114885,20/10/2023,"2,817.76",0,Complex cases,20533,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Athena Healthcare Group,1004911,114886,20/10/2023,"22,580.74",0,Complex Cases,20376,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Supported Homes Ltd,1003456,114887,20/10/2023,"7,802.74",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Athena Healthcare Group,1004911,114888,20/10/2023,"7,150.00",0,Complex Cases,20182,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Independence Support,1004898,114889,20/10/2023,"1,920.04",0,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Rossall Nursing Home,1003017,114890,20/10/2023,"2,559.70",0,Complex Cases,20197,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
