Body Name,Supplier Name,Supplier Code,Transaction Ref/No,Payment Date,Gross Value (Detail),Vat Amount,Service Label,Service code,Expenditure Code,Expenditure Category,Service Division,,Directorate,Directorate Description,Department,Department Description,Sub Team,Sub Team Description
Blackpool Council,Parkview Care Home,1003955,107024,06/10/2023,810.66,0,Nursing Placements,20434,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Qualia Care Ltd T/A Gilwood Lodge,1002847,107025,06/10/2023,"1,066.90",0,Nursing Placements,20167,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Moriah House Limited,1004036,107026,06/10/2023,818.56,0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Thornlea Care Home,1000090,107027,06/10/2023,517.86,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Barchester Healthcare,1000278,107029,06/10/2023,"1,514.50",0,Nursing Placements,20455,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Arc Community Care Ltd - Rosehaven,1002967,107030,06/10/2023,906.62,0,Residential Placements,20435,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Pnp Care Homes Ltd,1003031,107031,06/10/2023,887.34,0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Nightingales Care Limited,1000201,107032,06/10/2023,"2,368.74",0,Nursing Placements,20167,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Highcroft Care Blackpool Ltd,1000184,107033,06/10/2023,936.62,0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Bupa Care Homes (Gl)  Limited - Mount Hall,1004097,107034,06/10/2023,401.38,0,Residential Placements,20391,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Arrowsmith Rest Home Ltd -Westfield Rest Home,1000301,107035,06/10/2023,950.32,0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Annacliffe Residential Home,1000488,107037,06/10/2023,"1,814.52",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Susash Blackpool Ltd - Carlin Lodge,1003846,107039,06/10/2023,"1,302.50",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Red Oak Rest Home,1000152,107040,06/10/2023,"1,266.94",0,Residential Placements,20153,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Fylde Care 2004 Ltd,1000388,107041,06/10/2023,766.2,0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Wentworth Rest Home Ltd,1000043,107042,06/10/2023,"1,123.64",0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Barchester Healthcare,1000278,107043,06/10/2023,948.9,0,Residential Placements,20273,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Red Oak Rest Home,1000152,107044,06/10/2023,910.54,0,Residential Placements,20346,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Deafway,1000230,107047,06/10/2023,"2,790.42",0,Residential Placements,20112,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Sands Care Morecambe Limited,1004200,107048,06/10/2023,"1,412.74",0,Residential Placements,20168,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),1000186,107050,06/10/2023,"1,182.52",0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Nightingales Care Limited,1000201,107051,06/10/2023,"1,302.50",0,Nursing Placements,20473,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Wentworth Rest Home Ltd,1000043,107052,06/10/2023,939.12,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Terebinth Limited,1003029,107053,06/10/2023,964.3,0,Residential Placements,20361,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Hollins Lodge Care Home,1005781,107055,06/10/2023,"1,302.50",0,Residential Placements,20391,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Arc Community Care Ltd - Rosehaven,1002967,107057,06/10/2023,"1,302.50",0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),1000186,107058,06/10/2023,"1,068.84",0,Residential Placements,20135,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Olivia Josephine Care Ltd - Willows Care Home,1001720,107060,06/10/2023,"4,043.00",0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Conifers Nursing Home,1000483,107061,06/10/2023,"11,876.31",0,Residential Placements,20181,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),1000186,107062,06/10/2023,836.92,0,Residential Placements,20089,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alexandra Nursing Home,1000490,107063,06/10/2023,"1,989.22",0,Nursing Placements,20473,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Qualia Care Ltd T/A Gilwood Lodge,1002847,107064,06/10/2023,965.44,0,Nursing Placements,20473,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Berwick House Rest Home,1000470,107066,06/10/2023,622.62,0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Barchester Healthcare,1000278,107068,06/10/2023,"1,470.50",0,Residential Placements,20391,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Arc Community Care Ltd - Rosehaven,1002967,107070,06/10/2023,"1,509.38",0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Chaseside Residential Care Home,1006383,107072,06/10/2023,"1,518.68",0,Residential Placements,20181,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,New Victoria Care Home,1000202,107073,06/10/2023,"1,302.50",0,Nursing Placements,20434,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Arc Community Care Ltd - Rosehaven,1002967,107074,06/10/2023,836.92,0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Hollins Lodge Care Home,1005781,107075,06/10/2023,698.36,0,Residential Placements,20391,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Haddon Court Rest Home,1000489,107076,06/10/2023,657.12,0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Berwick House Rest Home,1000470,107077,06/10/2023,834.34,0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Chaseside Residential Care Home,1006383,107078,06/10/2023,"1,518.68",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Acorn Nursing Home,1000494,107080,06/10/2023,963.98,0,Nursing Placements,20455,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Annacliffe Residential Home,1000488,107082,06/10/2023,"1,302.50",0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Susash Blackpool Ltd - Carlin Lodge,1003846,107083,06/10/2023,958.58,0,Residential Placements,20435,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Stafford House (Cleveleys) Ltd,1000346,107084,06/10/2023,"1,412.74",0,Residential Placements,20135,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Blackpool Fylde & Wyre Society For The Blind,1000445,107085,06/10/2023,940.9,0,Residential Placements,20103,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Arc Community Care Ltd - Rosehaven,1002967,107086,06/10/2023,"1,302.50",0,Residential Placements,20435,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Nw Care Limited - Gwenlyn Care Home,1007418,107087,06/10/2023,980.02,0,Residential Placements,20135,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Hc-One Ltd - Pendleton Court Care Home,1007466,107088,06/10/2023,771.14,0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Hillcroft Nursing Homes Ltd,1005375,107089,06/10/2023,"1,704.90",0,Nursing Placements,20473,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Thornlea Care Home,1000090,107090,06/10/2023,806.54,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Arc Community Care Ltd - Rosehaven,1002967,107091,06/10/2023,"1,302.50",0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Susash Blackpool Ltd - Carlin Lodge,1003846,107092,06/10/2023,"1,289.74",0,Residential Placements,20273,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Eldon House Care Home Limited,1007526,107093,06/10/2023,"1,300.00",0,Residential Placements,20435,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Glenholme Healthcare Ltd - Bispham Gardens,1003867,107094,06/10/2023,"1,461.68",0,Nursing Placements,20455,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Glenholme Healthcare Ltd - Bispham Gardens,1003867,107095,06/10/2023,"1,839.16",0,Nursing Placements,20374,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Care Luxe Ltd - Links Lodge,1007207,107096,06/10/2023,"1,854.84",0,Residential Placements,20251,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Thornlea Care Home,1000090,107097,06/10/2023,730.1,0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Ashbourne Lodge Jm Ltd,1000288,107098,06/10/2023,970.9,0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Fairhaven Lodge Care Home,1001424,107100,20/10/2023,"1,518.68",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Napier Lodge Care Home,1000300,107101,06/10/2023,781.22,0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Nightingales Care Limited,1000201,107102,06/10/2023,"1,074.90",0,Nursing Placements,20455,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Manor Homes (Poulton) Ltd,1000242,107103,06/10/2023,"1,850.00",0,Nursing Placements,20473,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Napier Lodge Care Home,1000300,107105,06/10/2023,"1,302.50",0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Alliance Care Homes Ltd - Norcot Care Home,1007437,107106,06/10/2023,"1,488.04",0,Residential Placements,20135,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Glenthorne Care Home Limited,1000049,107107,06/10/2023,"1,266.94",0,Residential Placements,20435,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,New Victoria Care Home,1000202,107109,06/10/2023,"1,182.52",0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Hollins Lodge Care Home,1005781,107110,06/10/2023,956.9,0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Glenthorne Care Home Limited,1000049,107111,06/10/2023,534.72,0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Sonia Solanki T/A Abode Care Home,1003874,107112,06/10/2023,"1,163.72",0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Hollins Lodge Care Home,1005781,107113,06/10/2023,851.94,0,Residential Placements,20375,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Sanctuary Care Ltd - Guy'S Court Nursing Home,1003281,107115,06/10/2023,"1,699.48",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Blackpool Fylde & Wyre Society For The Blind,1000445,107116,06/10/2023,"1,060.90",0,Residential Placements,20251,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Lancashire Teaching Hospitals Nhs Ft,1007925,107117,06/10/2023,"1,482.38",0,Nursing Placements,20134,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Sheridan Care Ltd T/A Elmsdene N/Home,1000051,107118,06/10/2023,861.66,0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Manor Homes (Poulton) Ltd,1000242,107119,06/10/2023,"1,665.32",0,Nursing Placements,20473,64506,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Highgrove Rest Home (Blackpool) Ltd,1007930,107121,06/10/2023,940.92,0,Residential Placements,20290,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Highgrove Rest Home (Blackpool) Ltd,1007930,107122,06/10/2023,"1,060.76",0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Highgrove Rest Home (Blackpool) Ltd,1007930,107123,06/10/2023,983.56,0,Residential Placements,20135,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Highgrove Rest Home (Blackpool) Ltd,1007930,107124,06/10/2023,"1,302.50",0,Residential Placements,20135,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Highgrove Rest Home (Blackpool) Ltd,1007930,107125,06/10/2023,"1,182.52",0,Residential Placements,20135,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Highgrove Rest Home (Blackpool) Ltd,1007930,107126,06/10/2023,956.9,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Highgrove Rest Home (Blackpool) Ltd,1007930,107127,06/10/2023,951.3,0,Residential Placements,20153,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),1000186,107128,06/10/2023,"4,061.13",0,Short Term Care,20340,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Highgrove Rest Home (Blackpool) Ltd,1007930,107129,06/10/2023,964.3,0,Residential Placements,20208,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Arc Community Care Ltd - Rosehaven,1002967,107130,06/10/2023,529.89,0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Pro Care Homes (Bpool) Ltd - Bronswick House,1007932,107131,06/10/2023,310.72,0,Residential Placements,20295,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Pro Care Homes (Bpool) Ltd - Bronswick House,1007932,107132,06/10/2023,"1,182.52",0,Residential Placements,20153,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Pro Care Homes (Bpool) Ltd - Bronswick House,1007932,107133,06/10/2023,"1,182.52",0,Residential Placements,20135,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Pro Care Homes (Bpool) Ltd - Bronswick House,1007932,107134,06/10/2023,956.9,0,Residential Placements,20181,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Pro Care Homes (Blackpool) Ltd - Moor Villa,1007934,107135,06/10/2023,"1,412.74",0,Residential Placements,20168,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Parkview Care Home,1003955,107136,06/10/2023,"1,251.42",0,Residential Placements,20153,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Pro Care Homes (Bpool) Ltd - Bronswick House,1007932,107137,06/10/2023,"1,302.50",0,Residential Placements,20135,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),1000186,107139,06/10/2023,"1,302.50",0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Pro Care Homes (Bpool) Ltd - The Sylvester,1007933,107140,06/10/2023,"1,060.90",0,Residential Placements,20488,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Pro Care Homes (Bpool) Ltd - The Sylvester,1007933,107142,06/10/2023,"1,182.52",0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Pro Care Homes (Bpool) Ltd - The Sylvester,1007933,107143,06/10/2023,"1,060.90",0,Residential Placements,20135,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Pro Care Homes (Bpool) Ltd - The Sylvester,1007933,107144,06/10/2023,"1,182.52",0,Residential Placements,20135,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Pro Care Homes (Bpool) Ltd - The Sylvester,1007933,107145,06/10/2023,964.3,0,Residential Placements,20435,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Pro Care Homes (Bpool) Ltd - The Sylvester,1007933,107146,06/10/2023,"1,060.90",0,Residential Placements,20135,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Pro Care Homes (Bpool) Ltd - Bronswick House,1007932,107147,06/10/2023,"1,182.52",0,Residential Placements,20153,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Diamond Care Home Langdales Ltd,1003189,107148,06/10/2023,"1,182.52",0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Pro Care Homes (Blackpool) Ltd - Acorn Lodge,1007931,107149,06/10/2023,712.34,0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Priory Court Developments,1000166,107150,06/10/2023,"1,302.50",0,Nursing Placements,20473,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Diamond Care Home Langdales Ltd,1003189,107151,06/10/2023,929.8,0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Merwood Residential Care Home,1000215,107152,06/10/2023,922.84,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Balmoral Care Home,1000469,107153,06/10/2023,675.1,0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Balmoral Care Home,1000469,107154,06/10/2023,836.92,0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Parade Rest Home Ltd,1004039,107157,06/10/2023,921.34,0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Pnp Care Homes Ltd,1003031,107158,06/10/2023,554.52,0,Residential Placements,20502,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
