Organisation name,Organisation Code,Effective date,Directorate / service where expenditure incurred,Service Category label,Service category URI,Supplier (Beneficiary) name,Local supplier (beneficiary) internal reference,Supplier,Supplier registered charity number,VCSE grant,Payment date - G/L Date,Transaction number,Net Amount,Irrecoverable VAT,purpose_of_spend,Procurement classification / merchant category: Council’s procurement category name,Procurement classification / merchant category: CPV label,Procurement classification / merchant category: CPV code,Procurement classification / merchant category: Proclass label,Procurement classification / merchant category: Proclass code,card_transaction
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Architectural Plants,1318518,,,,22/03/2024,2200382711,"1,357.92",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Archway Sheet Metal Works Limited,1301025,,,,02/01/2024,2200364951,"15,200.00",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Archway Sheet Metal Works Limited,1301025,,,,19/01/2024,2200368353,"12,600.00",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Archway Sheet Metal Works Limited,1301025,,,,19/01/2024,2200368356,"9,450.00",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Arcus Consulting Llp,1265536,,,,07/03/2024,2200379069,"46,063.75",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Arcus Consulting Llp,1265536,,,,13/03/2024,2200380334,"9,125.00",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Arcus Consulting Llp,1265536,,,,13/03/2024,2200380336,"5,900.00",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Arcus Consulting Llp,1265536,,,,13/03/2024,2200380337,"7,332.00",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ark Build Plc ,1231173,,,,09/01/2024,2200366033,"720,572.55",,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ark Build Plc ,1231173,,,,12/01/2024,2200366790,"7,593.24",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ark Build Plc ,1231173,,,,22/01/2024,2200368711,"720,000.00",,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ark Build Plc ,1231173,,,,23/01/2024,2200369024,572.55,,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ash Contracting Limited,1315733,,,,08/01/2024,2200365842,"182,107.56",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ash Contracting Limited,1315733,,,,25/01/2024,2200369585,"16,327.82",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ash Contracting Limited,1315733,,,,06/02/2024,2200372273,"18,252.91",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ash Contracting Limited,1315733,,,,19/03/2024,2200381750,"1,254.97",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ash Contracting Limited,1315733,,,,19/03/2024,2200381755,"19,541.41",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,02/01/2024,2200364850,984,,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,02/01/2024,2200364856,"5,280.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,02/01/2024,2200364910,816,,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,08/01/2024,2200365871,"1,500.00",,Legal Fees & expenses,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,11/01/2024,2200366468,"1,132.00",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,01/02/2024,2200371112,"2,165.00",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,01/02/2024,2200371151,"1,083.00",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,02/02/2024,2200371647,"8,699.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,28/02/2024,2200377336,"1,472.00",,Legal Fees & expenses,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,29/02/2024,2200377520,"1,412.50",,Legal Fees & expenses,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,05/03/2024,2200378385,"1,320.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,06/03/2024,2200378673,"4,264.00",,Legal Fees & expenses,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,06/03/2024,2200378675,"2,821.00",,Legal Fees & expenses,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,06/03/2024,2200378712,"1,000.00",,Legal Fees & expenses,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,06/03/2024,2200378714,"1,000.00",,Legal Fees & expenses,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,06/03/2024,2200378720,"1,500.00",,Legal Fees & expenses,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,06/03/2024,2200378862,"1,764.50",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,06/03/2024,2200378869,"1,000.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,11/03/2024,2200379607,"3,574.50",,Legal Fees & expenses,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,11/03/2024,2200379608,"3,574.50",,Legal Fees & expenses,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,11/03/2024,2200379744,"1,000.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,31/03/2024,2200384349,"1,946.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Austin-Smith Lord Limited,1316749,,,,24/01/2024,2200369487,"2,244.80",,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Austin-Smith Lord Limited,1316749,,,,13/02/2024,2200374099,"2,244.80",,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Austin-Smith Lord Limited,1316749,,,,29/02/2024,2200377538,"4,445.60",,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Austin-Smith Lord Limited,1316749,,,,22/03/2024,2200382560,"2,244.80",,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Avondale Park Primary School ,1236060,,,,21/02/2024,2200376194,"6,194.03",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BT Global Services ,1233001,,,,05/01/2024,2200365610,"78,103.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BT Global Services ,1233001,,,,05/01/2024,2200365610,"162,566.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BT Global Services ,1233001,,,,05/01/2024,2200365610,"431,754.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BT Global Services ,1233001,,,,05/01/2024,2200365610,952.5,,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BT Global Services ,1233001,,,,29/02/2024,2200377560,686.38,,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BT Global Services ,1233001,,,,29/02/2024,2200377560,"1,880.33",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BT Global Services ,1233001,,,,11/03/2024,2200379828,"83,716.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BT Global Services ,1233001,,,,12/03/2024,2200379964,"58,248.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BT Global Services ,1233001,,,,26/03/2024,2200383401,686.38,,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BT Global Services ,1233001,,,,26/03/2024,2200383401,940.16,,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Baily Garner LLP ,1232685,,,,13/01/2024,2200366973,"5,037.50",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Baily Garner LLP ,1232685,,,,13/01/2024,2200366974,"2,875.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Baily Garner LLP ,1232685,,,,13/01/2024,2200366975,"6,975.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Baily Garner LLP ,1232685,,,,16/01/2024,2200367410,"9,465.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Baily Garner LLP ,1232685,,,,23/01/2024,2200369050,540,,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Baily Garner LLP ,1232685,,,,06/03/2024,2200378864,"8,740.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Baily Garner LLP ,1232685,,,,22/03/2024,2200382765,"4,916.25",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Barcham Trees Plc ,1232693,,,,26/03/2024,2200383283,"1,674.16",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bates Wells & Braithwaite LONDON LL,1300920,,,,18/01/2024,2200368017,"6,393.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bates Wells & Braithwaite LONDON LL,1300920,,,,18/01/2024,2200368121,"2,013.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bates Wells & Braithwaite LONDON LL,1300920,,,,27/02/2024,2200377192,"1,406.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bates Wells & Braithwaite LONDON LL,1300920,,,,28/02/2024,2200377284,"2,000.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bates Wells & Braithwaite LONDON LL,1300920,,,,28/02/2024,2200377285,607,,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,05/01/2024,2200365569,"3,690.00",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,11/01/2024,2200366429,830,,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,11/01/2024,2200366430,550,,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,11/01/2024,2200366431,835,,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,15/01/2024,2200366991,"67,103.00",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,18/01/2024,2200368227,"3,051.83",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,01/02/2024,2200371195,"58,800.00",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,01/02/2024,2200371218,"1,098.50",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,01/02/2024,2200371224,"1,800.00",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,01/02/2024,2200371225,820,,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,01/02/2024,2200371227,"2,932.00",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,01/02/2024,2200371228,"2,800.00",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,01/02/2024,2200371230,"3,329.00",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,01/02/2024,2200371247,"6,375.00",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,05/02/2024,2200371885,"1,400.00",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,14/02/2024,2200374199,"3,460.00",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,21/02/2024,2200376197,"5,625.00",,Construction : enhancements,,,,,,No
