Body_Code,Body_Name,Supplier Name,Document Number,GL Code,GL Code Description,Service,Posting Date,Doc Net Amount
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,RAINBOW FOSTERING SERVICES LTD,3111841341,OCC/5559,Off-Contract,Independent Foster,22/01/2025,-3145.8
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,RAINBOW FOSTERING SERVICES LTD,3111841342,OCC/5559,Off-Contract,Independent Foster,22/01/2025,-3145.8
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,RAINBOW FOSTERING SERVICES LTD,3111841343,OCC/5559,Off-Contract,Independent Foster,22/01/2025,-3145.8
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,RAINBOW FOSTERING SERVICES LTD,3111841344,OCC/5559,Off-Contract,Independent Foster,22/01/2025,-3145.8
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Villa Care Ltd,3111835788,OCC/5687,Nursing Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,-3115.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Freeland House,3111833538,OCC/5686,Residential Home Bed,Support at Home 65+ Physical Support,10/01/2025,-3085.71
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,OCC One Time Vendor,3111841413,OCC/5537,Payments to Other Es,HFU Employment and Skills Programme,23/01/2025,-2991.78
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oakenholt Care Ltd,3111833687,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,-2985.71
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Kare Plus Oxford,3111844113,OCC/5699,Home Support – Home,Support at Home U65 Physical Support,28/01/2025,-2936.08
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Castle Water Ltd - Thames Water,2201304046,OCC/3956,Water - Metered,FRWS-SITE MANG/MAINT,01/01/2025,-2844.34
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Florinee Homes Ltd,3111839122,OCC/5558,On-Contract,Mainstream Res,15/01/2025,-2800.04
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Fewcott Healthcare Ltd,3111833897,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,-2742.86
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oakenholt Care Ltd,3111833689,OCC/5686,Residential Home Bed,Care Homes - Over 65 Memory & Cognition,10/01/2025,-2742.86
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,ROYAL BERKSHIRE FIRE AUTHORITY,2201307317,OCC/4494,Purchase of IT Equip,UNIFORMED SALARIES,17/01/2025,-2742.35
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Middletown Grange Care Home,3111833670,OCC/5685,FNC -  OCC Placement,Care Homes - Under 65 Physical Sypport,10/01/2025,-2729.47
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Orders of St John Care Trust,3111833863,OCC/5656,3rd Pty Cont-Resi C,Care Homes - Over 65 Physical Sypport,10/01/2025,-2725.3
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Green Gates NH (BUPA),3111834324,OCC/5686,Residential Home Bed,Care Homes - Over 65 Memory & Cognition,10/01/2025,-2700
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxford Beaumont,3111835394,OCC/5687,Nursing Home Bed,Care Homes - Over 65 Memory & Cognition,10/01/2025,-2668.71
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,SENSE Learning,3111839799,OCC/4861,Hired and Contracted,SEN Alternative Provision,17/01/2025,-2640.75
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,MOTUS GROUP (UK) LIMITED,2201306525,OCC/4201,Purchase of Vehicle,VEHICLE RENEW FUND,15/01/2025,-2634.45
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,MOTUS GROUP (UK) LIMITED,2201306531,OCC/4201,Purchase of Vehicle,VEHICLE RENEW FUND,15/01/2025,-2634.45
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Dolce Ltd,3111836248,OCC/4665,Catering,SJEP-SCHOOL MEALS,10/01/2025,-2627.86
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Dolce Ltd,3111831157,OCC/4665,Catering,WYCP-SCHOOL MEALS,06/01/2025,-2607.5
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Dolce Ltd,2201304481,OCC/4665,Catering,CSWP-SCHOOL GENERAL,10/01/2025,-2591.05
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Castle Water Ltd - Thames Water,2201304057,OCC/3956,Water - Metered,FRWS-SITE MANG/MAINT,01/01/2025,-2589.8
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,EDF Energy Customers Ltd,2201306876,OCC/1362,Creditors GR/IR -,GYPSY & TRAVELLER SV,16/01/2025,-2583.6
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Freeland House,3111833577,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,-2571.43
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,LAWTON GROUP LTD,3111834138,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,-2571.43
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Abingdon & Witney College,3111839777,OCC/5537,Payments to Other Es,SEN ISP and FE College Funding,17/01/2025,-2548.27
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Pyrotec Fire & Service,2201307958,OCC/3740,General Maintenance,CALC-SCHOOL GENERAL,20/01/2025,-2490
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Castle Water Ltd - Thames Water,2201304070,OCC/3956,Water - Metered,FRWS-SITE MANG/MAINT,01/01/2025,-2461.16
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Redacted Data,3111831559,OCC/5899,Direct Payments ASC,Support at Home U65 Physical Support,07/01/2025,-2460.01
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,LAWTON GROUP LTD,3111834685,OCC/5685,FNC -  OCC Placement,Care Homes - Over 65 Physical Sypport,10/01/2025,-2392.49
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Redacted Data,3111845346,OCC/5899,Direct Payments ASC,Support at Home 65+ Physical Support,29/01/2025,-2343.56
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111834292,OCC/5686,Residential Home Bed,Support at Home 65+ Physical Support,10/01/2025,-2330.07
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Freeland House,3111833988,OCC/5687,Nursing Home Bed,Care Homes - Over 65 Memory & Cognition,10/01/2025,-2314.29
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Dolce Ltd,3111842073,OCC/4665,Catering,WYCP-SCHOOL MEALS,27/01/2025,-2295
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111835276,OCC/5687,Nursing Home Bed,Care Homes - Over 65 Memory & Cognition,10/01/2025,-2239.88
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Coxwell Hall & Mews Nursing Home,3111833513,OCC/5685,FNC -  OCC Placement,Care Homes - Over 65 Memory & Cognition,10/01/2025,-2224.01
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,ST ANNES RESIDENTIAL  HOME,3111833703,OCC/5686,Residential Home Bed,Support at Home 65+ Memory & Cognition,10/01/2025,-2200
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,GCH (St Katherines) Ltd,3111834261,OCC/5685,FNC -  OCC Placement,Care Homes - Over 65 Physical Sypport,10/01/2025,-2190.31
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Outlook Ltd,3111842864,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,-2180.25
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Dolce Ltd,3111846768,OCC/4665,Catering,SJEP-SCHOOL MEALS,31/01/2025,-2101.24
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,St Lukes Nursing Home (Oxford),3111833743,OCC/5685,FNC -  OCC Placement,Care Homes - Over 65 Physical Sypport,10/01/2025,-2089.22
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Fostering UK Ltd,3111841307,OCC/5573,Stay Put Pay YngPeo,POST18 UASC DCSF FND,22/01/2025,-2081.43
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Fostering UK Ltd,3111841308,OCC/5573,Stay Put Pay YngPeo,POST18 UASC DCSF FND,22/01/2025,-2081.43
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Fostering UK Ltd,3111841309,OCC/5573,Stay Put Pay YngPeo,POST18 UASC DCSF FND,22/01/2025,-2081.43
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Fostering UK Ltd,3111841310,OCC/5573,Stay Put Pay YngPeo,POST18 UASC DCSF FND,22/01/2025,-2081.43
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Fostering UK Ltd,3111841311,OCC/5573,Stay Put Pay YngPeo,POST18 UASC DCSF FND,22/01/2025,-2081.43
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Castle Water Ltd - Thames Water,2201307503,OCC/3956,Water - Metered,CHKP-SCHOOL GENERAL,08/01/2025,-2076.01
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Ridings (Anchor Trust),3111833792,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,-2042.86
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Dolce Ltd,2201303362,OCC/4665,Catering,DRAP-SCHOOL GENERAL,07/01/2025,-2024.16
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111835443,OCC/5685,FNC -  OCC Placement,Care Homes - Over 65 Memory & Cognition,10/01/2025,-2021.83
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Fostering UK Ltd,3111841303,OCC/5573,Stay Put Pay YngPeo,POST18 UASC DCSF FND,22/01/2025,-2014.29
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Fostering UK Ltd,3111841304,OCC/5573,Stay Put Pay YngPeo,POST18 UASC DCSF FND,22/01/2025,-2014.29
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Fostering UK Ltd,3111841305,OCC/5573,Stay Put Pay YngPeo,POST18 UASC DCSF FND,22/01/2025,-2014.29
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Fostering UK Ltd,3111841306,OCC/5573,Stay Put Pay YngPeo,POST18 UASC DCSF FND,22/01/2025,-2014.29
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,EDF Energy Customers Ltd,2201306881,OCC/1362,Creditors GR/IR -,GYPSY & TRAVELLER SV,16/01/2025,-2002.28
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Four Seasons (Headington) Ltd,3111835691,OCC/5686,Residential Home Bed,Care Homes - Over 65 Memory & Cognition,10/01/2025,-2000
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,KEY PUBLISHING LIMITED,2201302781,OCC/3103,Other Training Cours,Rail Development and Projects,06/01/2025,-2000
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Coaching Transformations Ltd,2201305586,OCC/5380,"Author, Speaker and",School Improvement Grant,14/01/2025,-1980
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,EDF Energy Customers Ltd,2201307231,OCC/3951,Electricity,GYPSY & TRAVELLER SV,17/01/2025,-1958.08
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Eleanor Nursing & Social Care Ltd,3111843920,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,-1918.63
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Green Pastures Christian NH,3111833601,OCC/5685,FNC -  OCC Placement,Care Homes - Over 65 Physical Sypport,10/01/2025,-1887.04
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111834723,OCC/5686,Residential Home Bed,Care Homes - Over 65 Mental Health,10/01/2025,-1875.52
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111834809,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,-1875.52
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Elidyr Communities Trust Ltd,3111839775,OCC/5537,Payments to Other Es,SEN ISP and FE College Funding,17/01/2025,-1873.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,SANCTUARY CARE LTD,3111833839,OCC/5685,FNC -  OCC Placement,Care Homes - Over 65 Physical Sypport,10/01/2025,-1819.64
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Mon Choisy,3111835277,OCC/5685,FNC -  OCC Placement,Support at Home U65 Mental Health,10/01/2025,-1785.95
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Prominency Ltd,3111842078,OCC/4330,Transport to School,SEN TRANSPORT,27/01/2025,-1784.57
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,METHODIST HOMES,3111833447,OCC/5685,FNC -  OCC Placement,Care Homes - Over 65 Mental Health,10/01/2025,-1752.25
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,METHODIST HOMES,3111833453,OCC/5685,FNC -  OCC Placement,Support at Home 65+ Physical Support,10/01/2025,-1752.25
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Abingdon & Witney College,3111839773,OCC/5537,Payments to Other Es,SEN ISP and FE College Funding,17/01/2025,-1751.65
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cedar Court Care Home,3111833489,OCC/5685,FNC -  OCC Placement,Care Homes - Over 65 Physical Sypport,10/01/2025,-1718.55
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Castle Water Ltd - Thames Water,2201302730,OCC/3956,Water - Metered,WDSP-SCHOOL GENERAL,06/01/2025,-1706.45
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,abm catering limited,3111836277,OCC/4665,Catering,GATP-CATERING,10/01/2025,-1693.77
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,abm catering limited,3111841933,OCC/4665,Catering,GATP-CATERING,27/01/2025,-1693.77
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,METHODIST HOMES,3111833445,OCC/5685,FNC -  OCC Placement,Care Homes - Over 65 Physical Sypport,10/01/2025,-1684.86
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Dolce Ltd,2201305123,OCC/4665,Catering,CMBP-SCHOOL GENERAL,13/01/2025,-1671.27
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Response Organisation,3111845543,OCC/5785,Client Lodgings and,POST18 UASC DCSF FND,29/01/2025,-1659.37
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Four Seasons (Headington) Ltd,3111835708,OCC/5687,Nursing Home Bed,Support at Home U65 Learning Disability,10/01/2025,-1657.14
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The The Old Station Nursery Ltd,3111839089,OCC/5537,Payments to Other Es,2 YEAR OLD FUNDING - DISADVANTAGED,17/01/2025,-1644.3
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Fewcott Healthcare Ltd,3111833530,OCC/5687,Nursing Home Bed,Support at Home 65+ Physical Support,10/01/2025,-1618.48
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Banana Moon Day Nursery Chipping No,3111839084,OCC/5537,Payments to Other Es,2 YEAR OLD FUNDING - DISADVANTAGED,17/01/2025,-1597.32
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,abm catering limited,3111842147,OCC/4939,Free Sch Meal-Pupils,WDCP-SCHOOL MEALS,28/01/2025,-1588.3
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Freeland House,3111834026,OCC/5687,Nursing Home Bed,Support at Home 65+ Memory & Cognition,10/01/2025,-1575.43
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,OSJ  - Old Station House,3111835083,OCC/5686,Residential Home Bed,Care Homes - Over 65 Memory & Cognition,10/01/2025,-1553.38
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cheney House Care Home,3111833498,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,-1542.86
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,abm catering limited,3111842161,OCC/4665,Catering,CCC-CATERING MANAGMT & SCH MEALS SD&SF,28/01/2025,-1527.64
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Fundamentals Childcare Ltd,3111839087,OCC/5537,Payments to Other Es,2 YEAR OLD FUNDING - DISADVANTAGED,17/01/2025,-1526.85
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,CARE UK COMMUNITY PARTNERSHIPS LIMI,3111833627,OCC/5685,FNC -  OCC Placement,Care Homes - Over 65 Physical Sypport,10/01/2025,-1516.37
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Response Organisation,3111831972,OCC/5691,Home Sup Non ContrOC,Support at Home U65 MH OBC Contract,08/01/2025,-1510.63
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,CARE UK COMMUNITY PARTNERSHIPS LIMI,3111833633,OCC/5685,FNC -  OCC Placement,Care Homes - Over 65 Physical Sypport,10/01/2025,-1482.67
