Body_Code,Body_Name,Service,Posting Date,GL Code,GL Code Desc,Doc Number,Doc Net Amount,Supplier Name
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,POST18 UASC DCSF FND,05/08/2024,5785,Client Lodgings and Accommodation,3111728996,"-56,097.30",A2dominion
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,13/08/2024,5688,Supported Living,3111734697,"-31,334.58",The Camden Society
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Hyer Project,16/08/2024,3951,Electricity,2201258530,"-20,116.78",SSE Power Distribution PLC
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,12/08/2024,5688,Supported Living,3111734153,"-18,904.51",Autism at Kingwood Limited
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,COMM DRAWDOWN FUNDNG,21/08/2024,8102,Payments to main contractor,2201259104,"-18,444.05",Milestone Infrastructure Limited
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111731719,"-17,673.63",Acacia Lodge Care Home
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,COMM DRAWDOWN FUNDNG,27/08/2024,8102,Payments to main contractor,2201260010,"-17,049.34",Milestone Infrastructure Limited
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Physical Support,16/08/2024,5899,Adult Social Care - Direct Payments,3111738585,"-13,865.23",Personal Redacted Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Mental Health,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111733032,"-12,641.86",Freeland House
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,LD Continuing Care - Sup at Home - U65,12/08/2024,5688,Supported Living,3111731624,"-12,597.60",The Camden Society
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111731684,"-11,447.94",ACER HEALTHCARE LTD
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,12/08/2024,5688,Supported Living,3111732362,"-9,121.91",The Brandon Trust
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Procurement Rebates & Income,22/08/2024,7203,Other Miscellaneous Income,3111740017,"-9,000.00",Knights Professional Services Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,DRAINAGE REPAIRS,21/08/2024,5526,Payments to Private Contractors,2201259107,"-7,495.72",Milestone Infrastructure Limited
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,COMM DRAWDOWN FUNDNG,23/08/2024,8102,Payments to main contractor,2201259949,"-5,956.06",Milestone Infrastructure Limited
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Business Partnering & Advisory Team,28/08/2024,4940,Other Services,2201260302,"-5,909.56",LNRS DATA SERVICES LIMITED
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,YP PATHWAY,28/08/2024,5601,Families,3111742716,"-5,682.80",A2dominion
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Mental Health,12/08/2024,5686,Residential Home Bed,3111733969,"-5,477.31",MARIA MALLABAND CARE GROUP
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,12/08/2024,5686,Residential Home Bed,3111732180,"-4,737.00",CARE UK COMMUNITY PARTNERSHIPS LIMI
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,COMM DRAWDOWN FUNDNG,21/08/2024,8102,Payments to main contractor,2201259102,"-4,700.14",Milestone Infrastructure Limited
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,02/08/2024,5227,Other Transport Arrangements,3111728916,"-4,680.00",Say Cars LTD
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Mental Health,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111733782,"-4,656.48",Four Seasons (Headington) Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,COMM DRAWDOWN FUNDNG,21/08/2024,8102,Payments to main contractor,2201259106,"-4,431.32",Milestone Infrastructure Limited
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,12/08/2024,5688,Supported Living,3111732403,"-3,876.89",The Brandon Trust
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Under 65 Physical Sypport,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111732843,"-3,873.32",Fewcott Healthcare Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Procurement Rebates & Income,02/08/2024,7203,Other Miscellaneous Income,3111728305,"-3,833.96",SYNTHETIC TURF MANAGEMENT
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,COMM DRAWDOWN FUNDNG,21/08/2024,8102,Payments to main contractor,2201259103,"-3,732.88",Milestone Infrastructure Limited
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Physical Support,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111733651,"-3,690.87",Stowford House
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111731948,"-3,579.81",METHODIST HOMES
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111733753,"-3,539.07",The Grange Care Centre
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111731761,"-3,245.88",Elysium Neurological Services (Badb
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,12/08/2024,5686,Residential Home Bed,3111731703,"-3,129.57",Acacia Lodge Care Home
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,12/08/2024,5688,Supported Living,3111731517,"-3,046.84",Style Acre
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,12/08/2024,5690,Other Support in the Community,3111731004,"-2,796.26",Turnstyle
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111732892,"-2,793.37",Orders of St John
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,13/08/2024,5699,Home Support – Home First,3111737205,"-2,790.72",Pechiv Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Under 65 MH - OBC Contract,12/08/2024,5686,Residential Home Bed,3111733838,"-2,590.89",The Langston
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,12/08/2024,5686,Residential Home Bed,3111732752,"-2,588.97",Orders of St John
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111733176,"-2,576.06",Green Pastures Christian NH
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,12/08/2024,5686,Residential Home Bed,3111733126,"-2,380.50",GCH (St Katherines) Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111733012,"-2,258.66",Freeland House
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,12/08/2024,5686,Residential Home Bed,3111732096,"-2,200.63",Orders of St John
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,UNION FACILITIES,23/08/2024,5537,Payments to Other Establishments,3111740372,"-2,160.00",St Francis CE Primary School
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,PROCUREMENT,06/08/2024,4685,Clothing and Uniforms,2201256234,"-2,140.00",BRISTOL UNIFORMS LTD
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,12/08/2024,5690,Other Support in the Community,3111731237,"-2,118.45",The Camden Society
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,13/08/2024,5699,Home Support – Home First,3111736514,"-2,113.86",Care Outlook Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,PROCUREMENT,06/08/2024,4685,Clothing and Uniforms,2201256220,"-2,000.00",BRISTOL UNIFORMS LTD
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,PROCUREMENT,06/08/2024,4685,Clothing and Uniforms,2201256235,"-2,000.00",BRISTOL UNIFORMS LTD
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,13/08/2024,5699,Home Support – Home First,3111737599,"-1,976.76",Agincare UK Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Memory & Cognition,12/08/2024,5686,Residential Home Bed,3111732367,"-1,941.73",Orders of St John
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Physical Support,13/08/2024,5699,Home Support – Home First,3111736746,"-1,933.16",Ceeda Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Mental Health,12/08/2024,5686,Residential Home Bed,3111733249,"-1,885.72",Heathfield House Nursing Home
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,12/08/2024,5686,Residential Home Bed,3111732014,"-1,875.52",Orders of St John
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Learning Disability,13/08/2024,5699,Home Support – Home First,3111736914,"-1,853.22",Enable Health Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111733026,"-1,833.20",Freeland House
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,12/08/2024,5686,Residential Home Bed,3111732718,"-1,820.51",Enstone House
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,12/08/2024,5686,Residential Home Bed,3111732391,"-1,812.28",Orders of St John
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,12/08/2024,5686,Residential Home Bed,3111732815,"-1,811.86",Ferendune Court (Anchor Trust)
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Funded Nursing Care  - Over 65,12/08/2024,5692,Funded Nursing Care - Self Funder,3111733380,"-1,726.29",Lincroft Meadow
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111732938,"-1,721.94",Freeland House
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,12/08/2024,5686,Residential Home Bed,3111733705,"-1,607.14",Tall Trees
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Community Support Service - Witney,08/08/2024,2040,Agency Staff,2201256755,"-1,606.50",Completely Care Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111733191,"-1,554.16",Cedar Court Care Home
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,SEN TRANSPORT,29/08/2024,4330,Transport to School Activities,3111742899,"-1,490.00",The Oxfordshire Taxi Company Ltd T/
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,13/08/2024,5699,Home Support – Home First,3111736150,"-1,489.84",Adult Transition Services Ltd (ATrS
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,12/08/2024,5686,Residential Home Bed,3111733483,"-1,485.71",Newland House
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111731851,"-1,472.48",Bondcare (Henley) Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,13/08/2024,5699,Home Support – Home First,3111736564,"-1,416.99",Caremark (West Oxfordshire & Cherwe
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111732907,"-1,366.68",Freeland House
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,12/08/2024,5687,Nursing Home Bed,3111733319,"-1,355.00",The Julie Richardson Nursing Home
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,12/08/2024,5687,Nursing Home Bed,3111732994,"-1,350.00",Freeland House
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,13/08/2024,5699,Home Support – Home First,3111736226,"-1,339.63",Angel Care Group
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Memory & Cognition,13/08/2024,5699,Home Support – Home First,3111737452,"-1,308.15",The Care Workshop Limited
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111731971,"-1,279.54",Orders of St John
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Leaning Disability,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111732248,"-1,106.93",WT UK Opco 4 Ltd C/O Care UK
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Community Support Service - Witney,01/08/2024,2040,Agency Staff,2201255376,"-1,101.60",Completely Care Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,12/08/2024,5686,Residential Home Bed,3111733415,"-1,100.00",Merryfield Nursing Home
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Mental Health,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111732992,"-1,083.59",Freeland House
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,SEN TRANSPORT,02/08/2024,4330,Transport to School Activities,3111728917,"-1,008.07",ARRIVA THE SHIRES LIMITED
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,LIABILITY,23/08/2024,3152,Liability IF TP Injury,3111740270,"-1,000.00",OCC One Time Vendor
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111733613,-992.23,Barchester Healthcare Homes Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,12/08/2024,5686,Residential Home Bed,3111732837,-988.29,Ferendune Court (Anchor Trust)
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,13/08/2024,5699,Home Support – Home First,3111737556,-931.33,We-Care-Recruitment Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Procurement Rebates & Income,15/08/2024,7203,Other Miscellaneous Income,3111738117,-912.65,JESCARE SERVICES LTD
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,12/08/2024,5688,Supported Living,3111734178,-911.63,UNITED RESPONSE
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,COMM DRAWDOWN FUNDNG,01/08/2024,8510,Other expenses,2201255565,-875,ASHDOWN PHILLIPS & PARTNERS (MANAGE
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,HSF Welfare Support Grant & FSM support,02/08/2024,4939,Free School Meals - Pupils,3111729130,-840,North Oxfordshire Academy
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,COMM DRAWDOWN FUNDNG,01/08/2024,8510,Other expenses,2201255573,-793.3,ASHDOWN PHILLIPS & PARTNERS (MANAGE
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,12/08/2024,5688,Supported Living,3111734081,-764.36,Ashamber Homes Limited
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111732923,-719.08,Freeland House
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FOSTERING MAIN,20/08/2024,5549,Fostering Allowances - OCC Rates,3111739705,-716.72,Personal Redacted Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,HSF Welfare Support Grant & FSM support,02/08/2024,4939,Free School Meals - Pupils,3111729121,-705,"King Alfred's School, Wantage"
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,LIBRARY COLLECTIONS,06/08/2024,4539,"Books, DVDs and CDs",2201256221,-679.14,WATERSTONES BOOKSELLERS LIMITED
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,12/08/2024,5686,Residential Home Bed,3111732190,-658.86,CARE UK COMMUNITY PARTNERSHIPS LIMI
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,12/08/2024,5686,Residential Home Bed,3111731755,-647.24,Orders of St John
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111733086,-622.06,GCH (St Katherines) Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,UASC 16&17,20/08/2024,5549,Fostering Allowances - OCC Rates,3111739522,-597.86,Personal Redacted Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,12/08/2024,5685,Funded Nursing Care - OCC Placements,3111733190,-559.92,Cedar Court Care Home
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,LEAVING CARE CITY 1,02/08/2024,5394,Other Expenses,3111728606,500,Personal Redacted Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,06/08/2024,5227,Other Transport Arrangements,3111729256,500,Faringdon Cars
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Children & Family Legal Team,13/08/2024,5251,Legal Costs,2201257875,500,Personal Redacted Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,TRADING STANDARDS,27/08/2024,5190,Subscriptions,2201259986,500,Food and Farming Compliance
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Asset Management & Programme staffing,29/08/2024,3200,Staff Advertising - General,2201260431,500,Hemming Group Limited
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Councillors Priorities Fund,20/08/2024,4940,Other Services,3111739066,500,Jericho Good Works
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,MEMBERS SERVICES,20/08/2024,5365,Non-Staff Subsistence and Expenses,3111739068,500,Personal Redacted Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Business Rates and Insurance Payout,08/08/2024,5055,Insurance Costs,3111730802,500,OCC One Time Vendor
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Business Rates and Insurance Payout,08/08/2024,5055,Insurance Costs,3111730805,500,OCC One Time Vendor
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Business Rates and Insurance Payout,08/08/2024,5055,Insurance Costs,3111730807,500,OCC One Time Vendor
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Business Rates and Insurance Payout,22/08/2024,5055,Insurance Costs,3111740265,500,OCC One Time Vendor
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Business Rates and Insurance Payout,22/08/2024,5055,Insurance Costs,3111740267,500,OCC One Time Vendor
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Healthy Place Shaping,21/08/2024,4940,Other Services,2201259024,500,Oxford City Council
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,East Oxfordshire Team,01/08/2024,3103,Other Training Courses and Qualification,2201255492,500,Oxford University Hospitals NHS FT
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,South Oxfordshire Team,19/08/2024,3100,Educational and Vocational Training,2201258564,500,Oxford University Hospitals NHS FT
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Reviewing Team,20/08/2024,3103,Other Training Courses and Qualification,2201258734,500,Oxford University Hospitals NHS FT
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Hospital Discharge and Reablement,06/08/2024,5699,Home Support – Home First,2201256281,500,Oxfordshire Crossroads
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Home First Neighbourhood Team North,08/08/2024,5227,Other Transport Arrangements,3111730468,500,Oxon Transport Services Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,SEN TRANSPORT,16/08/2024,4330,Transport to School Activities,3111738466,500,Oxon Transport Services Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Corporate Grounds Maintenance,22/08/2024,3821,Grounds Maintenance Contracts,2201259327,500,Parker Contract Cleaning
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,SEN Alternative Provision,02/08/2024,4861,Hired and Contracted Services,3111728855,500,THE DARE2DREAM FOUNDATION
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,UASC 16&17,05/08/2024,5665,Leaving Care Allowance,9300064391,500.91,OCC SS Oxford City Div 1 Cash
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,UASC 16&17,23/08/2024,5365,Non-Staff Subsistence and Expenses,9300064483,501.2,OCC SS Banbury Area Off Cash
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 MH OBC Contract,13/08/2024,5689,Home Support,3111735610,501.35,Genuine Carers Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FOSTERING MAIN,13/08/2024,5548,Fostering Allowances - Family and Friend,3111735534,501.43,Personal Redacted Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Mental Health,13/08/2024,5699,Home Support – Home First,3111736124,501.46,Adult Transition Services Ltd (ATrS
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 HFA,27/08/2024,5899,Adult Social Care - Direct Payments,3111742069,501.84,Personal Redacted Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,POST18 UASC DCSF FND,02/08/2024,5665,Leaving Care Allowance,3111728597,501.9,Personal Redacted Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,27/08/2024,5899,Adult Social Care - Direct Payments,3111741725,502.48,Personal Redacted Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,12/08/2024,5690,Other Support in the Community,3111731068,502.55,Style Acre
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,12/08/2024,5690,Other Support in the Community,3111731072,502.55,Style Acre
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,12/08/2024,5690,Other Support in the Community,3111731085,502.55,Style Acre
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Autism /Abated,12/08/2024,5690,Other Support in the Community,3111731091,502.55,Style Acre
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Mental Health,12/08/2024,5690,Other Support in the Community,3111731107,502.55,Style Acre
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,12/08/2024,5690,Other Support in the Community,3111731112,502.55,Style Acre
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,12/08/2024,5690,Other Support in the Community,3111731017,502.55,Turnstyle
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,COUNTY PRINT FINSHRS,23/08/2024,4531,Materials and Supplies,2201259574,504,Quadient UK Limited
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,27/08/2024,5899,Adult Social Care - Direct Payments,3111741654,504.08,Purple Conversation Com In Co (DP)
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Sensory Support,27/08/2024,5899,Adult Social Care - Direct Payments,3111742127,504.4,Personal Redacted Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Direct payments,28/08/2024,5554,Childrens' Social Care - Direct Payments,3111742488,504.86,Connection Support (Oxford)
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FLEET COSTS,05/08/2024,4270,Vehicle - Hire Charges,2201255995,505,West Wallasey Fleet Hire Services
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FLEET COSTS,05/08/2024,4270,Vehicle - Hire Charges,2201256001,505,West Wallasey Fleet Hire Services
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FLEET COSTS,05/08/2024,4270,Vehicle - Hire Charges,2201256016,505,West Wallasey Fleet Hire Services
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FLEET COSTS,05/08/2024,4270,Vehicle - Hire Charges,2201256023,505,West Wallasey Fleet Hire Services
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FLEET COSTS,05/08/2024,4270,Vehicle - Hire Charges,2201256030,505,West Wallasey Fleet Hire Services
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FLEET COSTS,05/08/2024,4270,Vehicle - Hire Charges,2201256032,505,West Wallasey Fleet Hire Services
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FLEET COSTS,05/08/2024,4270,Vehicle - Hire Charges,2201256033,505,West Wallasey Fleet Hire Services
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FLEET COSTS,05/08/2024,4270,Vehicle - Hire Charges,2201256038,505,West Wallasey Fleet Hire Services
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FLEET COSTS,05/08/2024,4270,Vehicle - Hire Charges,2201256039,505,West Wallasey Fleet Hire Services
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,13/08/2024,5698,Home Support - HTLAH Help to Live at Hom,3111735796,506.3,Oxford Private Care
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FOSTERING MAIN,20/08/2024,5227,Other Transport Arrangements,3111739570,507.14,Personal Redacted Data
