Directorate,Service,Supplier,Transaction Number,Transaction Date,Payment Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Neighbourhood Services and Resources,COMMUNITY SERVICES,BARCHAM TREES PLC,55587764,28/10/2024,22/11/2024,"14,181.00","Plantpots, Trees & Shrubs",PREMISES,GROUNDS MAINTENANCE
Neighbourhood Services and Resources,COMMUNITY SERVICES,BEATRICE MACKINTOSH,55588938,18/11/2024,26/11/2024,733.07,Production Costs,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,BESTWAY WHOLESALE LIMITED,57725511,31/10/2024,28/11/2024,562.89,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,BESTWAY WHOLESALE LIMITED,57725514,29/10/2024,26/11/2024,566.74,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,BESTWAY WHOLESALE LIMITED,57724755,22/10/2024,19/11/2024,763.19,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,BILL KENWRIGHT LTD,55587011,01/11/2024,12/11/2024,"80,000.00",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,BRAKES BROS LTD,57725950,06/11/2024,21/11/2024,869.69,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,BRENNTAG UK LIMITED,55587487,25/10/2024,22/11/2024,"5,495.00",Chemicals,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,BUNZL CLEANING & HYGIENE SUPPLIES,55588082,30/10/2024,27/11/2024,754.51,Other Consumables,SUPPLIES & SERVICES,"PRINTING, STATIONERY & GEN OFF EXPENSES"
Neighbourhood Services and Resources,COMMUNITY SERVICES,BUNZL CLEANING & HYGIENE SUPPLIES,55588351,31/10/2024,28/11/2024,"2,328.20",Cleaning Materials & Consumables,PREMISES,CLEANING & DOMESTIC SUPPLIES
Neighbourhood Services and Resources,COMMUNITY SERVICES,CAGES LTD,57725340,31/10/2024,15/11/2024,940,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,CLUEDO STAGE PRODUCTIONS LTD,55587028,13/10/2024,07/11/2024,"25,876.95",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,COMMUNICORP UK,55587978,31/08/2024,15/11/2024,"2,500.00",Marketing & Advertising,SUPPLIES & SERVICES,EXPENSES
Neighbourhood Services and Resources,COMMUNITY SERVICES,CORRIE MCGUIRE MANAGEMENT,55587087,01/10/2024,07/11/2024,"1,221.68",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,CRAZY KIDZ,55588299,26/08/2024,19/11/2024,600,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Neighbourhood Services and Resources,COMMUNITY SERVICES,CROMWELL POLYTHENE,55586401,11/10/2024,08/11/2024,"1,017.00",Other Consumables,SUPPLIES & SERVICES,"PRINTING, STATIONERY & GEN OFF EXPENSES"
Neighbourhood Services and Resources,COMMUNITY SERVICES,CROSSROADS PANTOMIMES LTD,55586991,30/09/2024,12/11/2024,"40,000.00",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,CROSSROADS PANTOMIMES LTD,55587997,04/11/2024,19/11/2024,"40,000.00",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,CROSSROADS PANTOMIMES LTD,55588041,11/11/2024,26/11/2024,"40,000.00",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,CRYSTAL PURCHASING LIMITED / ICL UK SALES LTD,55586995,06/10/2024,08/11/2024,"1,255.03",Ground Maintenance,PREMISES,GROUNDS MAINTENANCE
Neighbourhood Services and Resources,COMMUNITY SERVICES,DARLINGTON ROUND TABLE,55586552,23/09/2024,05/11/2024,"1,000.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Neighbourhood Services and Resources,COMMUNITY SERVICES,DEBBIE HARBIN,55587725,29/10/2024,13/11/2024,"1,500.00",Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,DENNIS EAGLE LTD,57725353,05/11/2024,15/11/2024,920,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,DENNIS EAGLE LTD,57726961,14/11/2024,29/11/2024,544.7,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,DIRECTA (UK) LIMITED,55587322,22/10/2024,19/11/2024,580.03,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,DR CARTER AND PARTNERS,55587368,07/11/2024,12/11/2024,"1,650.00",Medical,SUPPLIES & SERVICES,EXPENSES
Neighbourhood Services and Resources,COMMUNITY SERVICES,EGBERT H TAYLOR & COMPANY LIMITED,55588344,31/10/2024,28/11/2024,525.93,Litter Bins,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,ENTERPRISE FLEX E RENT,55588381,31/10/2024,28/11/2024,842.7,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Neighbourhood Services and Resources,COMMUNITY SERVICES,ENTERPRISE FLEX E RENT,55588384,31/10/2024,28/11/2024,842.58,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Neighbourhood Services and Resources,COMMUNITY SERVICES,ENTERTAINERS THEATRICAL LTD,55586939,31/10/2024,05/11/2024,"6,959.84",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,ESE WORLD LTD,55588271,08/10/2024,19/11/2024,"3,793.92",Litter Bins,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,EURO TRUCK BODIES LTD,57725355,07/11/2024,15/11/2024,517.08,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,EURO TRUCK BODIES LTD,57725972,12/11/2024,21/11/2024,733.1,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,FCN FROZEN FOODS LIMITED,57724860,24/10/2024,21/11/2024,690.38,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,FORD AND SLATER STOCKTON,57726036,13/11/2024,22/11/2024,692.2,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,FREEMAN CATERING BUTCHERS,57725948,05/11/2024,21/11/2024,540.82,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,G & A SECURITY,55586468,05/08/2024,05/11/2024,"3,211.13",Repairs - Intruder Alarms,PREMISES,FIXTURES & FITTINGS
Neighbourhood Services and Resources,COMMUNITY SERVICES,G & A SECURITY,55588491,01/11/2024,29/11/2024,"3,053.98",Repairs - Intruder Alarms,PREMISES,FIXTURES & FITTINGS
Neighbourhood Services and Resources,COMMUNITY SERVICES,G & A SECURITY,55588492,01/11/2024,29/11/2024,"3,754.78",Security Services,SUPPLIES & SERVICES,SERVICES
Neighbourhood Services and Resources,COMMUNITY SERVICES,GLOBAL MARKETING GROUP LIMITED,55589183,17/11/2024,27/11/2024,"1,812.00",Merchandise Sales Paid To Others,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,GLOBAL MEDIA GROUP SERVICES LTD,55588270,28/08/2024,22/11/2024,"1,180.74",Marketing & Advertising,SUPPLIES & SERVICES,EXPENSES
Neighbourhood Services and Resources,COMMUNITY SERVICES,HILLCREST AUTO ELECTRICAL,57726954,25/11/2024,29/11/2024,919,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,HOPWELLS LIMITED,57724854,02/10/2024,12/11/2024,622.86,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,HOPWELLS LIMITED,57725508,30/10/2024,27/11/2024,818.06,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,HOPWELLS LIMITED,57725509,28/10/2024,22/11/2024,753.37,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,HOPWELLS LIMITED,57725510,01/11/2024,29/11/2024,913.97,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,HOPWELLS LIMITED,57724751,23/10/2024,20/11/2024,"1,597.10",Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,INSEEGO LTD,55588712,01/11/2024,29/11/2024,"1,046.52",Ict Software Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Neighbourhood Services and Resources,COMMUNITY SERVICES,INSIDE PRODUCTIONS LTD,55589095,13/11/2024,27/11/2024,"4,507.56",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,INSIDE PRODUCTIONS LTD,55589095,13/11/2024,27/11/2024,858.58,Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,INVISIBLE MUSIC PROMOTIONS LTD,55587976,07/11/2024,15/11/2024,"11,212.66",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,ISECURE GROUP LTD,55586769,17/10/2024,14/11/2024,710.5,Security Services,SUPPLIES & SERVICES,SERVICES
Neighbourhood Services and Resources,COMMUNITY SERVICES,J R HOLLAND FOOD SERVICES LTD,57725935,06/11/2024,21/11/2024,630.04,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,JENNA JOHNSON - BRITISH SIGN LANGUAGE ENGLISH INTERPRETER,55588687,14/11/2024,22/11/2024,650,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Neighbourhood Services and Resources,COMMUNITY SERVICES,JM MARKETING LTD,55587431,07/11/2024,12/11/2024,"1,315.00",Misc. Insurances,SUPPLIES & SERVICES,SERVICES
Neighbourhood Services and Resources,COMMUNITY SERVICES,LIVING NORTH,55588957,01/11/2024,29/11/2024,540,Marketing & Advertising,SUPPLIES & SERVICES,EXPENSES
Neighbourhood Services and Resources,COMMUNITY SERVICES,LOGISTICS UK,55588771,01/11/2024,29/11/2024,"7,828.70",Memberships,SUPPLIES & SERVICES,GRANTS & SUBSCRIPTIONS
Neighbourhood Services and Resources,COMMUNITY SERVICES,LWC TEESSIDE,57725513,29/10/2024,26/11/2024,771.62,Bar Provisions For Resale,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,LWC TEESSIDE,57724724,23/08/2024,12/11/2024,"1,408.50",Bar Provisions For Resale,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,LWC TEESSIDE,57725486,02/11/2024,29/11/2024,752.99,Bar Provisions For Resale,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,LWC TEESSIDE,57725487,30/10/2024,27/11/2024,"1,753.95",Bar Provisions For Resale,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,LWC TEESSIDE,57724742,23/10/2024,20/11/2024,713.91,Bar Provisions For Resale,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,617.12,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,COMMUNITY SERVICES,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,617.12,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,COMMUNITY SERVICES,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,617.12,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,COMMUNITY SERVICES,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,578.52,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,COMMUNITY SERVICES,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,617.12,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,COMMUNITY SERVICES,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,616.75,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,COMMUNITY SERVICES,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,606.56,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,COMMUNITY SERVICES,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,637.63,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,COMMUNITY SERVICES,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,617.12,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,COMMUNITY SERVICES,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,630.9,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,COMMUNITY SERVICES,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,584.74,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,COMMUNITY SERVICES,MARK THOMPSON PRODUCTIONS LIMITED,55587848,24/10/2024,13/11/2024,"4,963.92",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,MCCARTHY PUBLISHING LIMITED,55586517,14/10/2024,08/11/2024,"2,530.00",Marketing & Advertising,SUPPLIES & SERVICES,EXPENSES
Neighbourhood Services and Resources,COMMUNITY SERVICES,NIGEL DENT GARAGE SERVICES,57726070,14/11/2024,22/11/2024,"1,160.00",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,NIGEL DENT GARAGE SERVICES,57726981,06/11/2024,29/11/2024,920,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,NORTH EAST TRUCK & VAN LTD,57725269,08/11/2024,15/11/2024,518.45,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,NORTH EAST TRUCK & VAN LTD,57723972,28/10/2024,01/11/2024,"1,532.82",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,NORTHERN MUNICIPAL SPARES LIMITED (PROBRUSH),55586765,17/10/2024,14/11/2024,"2,303.29",Sweeper Brushes,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,NORTHGATE VEHICLE HIRE LIMITED,55587918,29/10/2024,26/11/2024,675.08,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,NORTHGATE VEHICLE HIRE LIMITED,55588416,31/10/2024,28/11/2024,694.68,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Neighbourhood Services and Resources,COMMUNITY SERVICES,NORTHGATE VEHICLE HIRE LIMITED,55587427,06/09/2024,12/11/2024,694.68,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Neighbourhood Services and Resources,COMMUNITY SERVICES,NORWELL LAPLEY PRODUCTIONS LTD,55586641,23/10/2024,05/11/2024,"9,528.34",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,ORIGIN AMENITY SOLUTIONS,55588772,01/11/2024,29/11/2024,"8,000.00",Engineers Programmed Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,PALMERS TYRES LTD,57726929,23/10/2024,28/11/2024,540,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,PARTS PLUS,57723991,24/10/2024,01/11/2024,525.07,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,PAUL GRIFFITHS,55589096,17/11/2024,27/11/2024,548.01,Production Costs,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,PHS GROUP,55588952,01/11/2024,29/11/2024,813.69,Refuse Services,Non Resource Allocation,CENTRAL SUPPORT SERVICES
Neighbourhood Services and Resources,COMMUNITY SERVICES,PLYLINE SERVICES LTD,57726072,15/11/2024,22/11/2024,525,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,PLYLINE SERVICES LTD,57726072,15/11/2024,22/11/2024,525,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,PLYLINE SERVICES LTD,57726072,15/11/2024,22/11/2024,525,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,PLYLINE SERVICES LTD,57726072,15/11/2024,22/11/2024,525,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,PWS (LEEDS) LTD,55588119,23/10/2024,20/11/2024,860.53,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,RE:GEN SOLUTION,55588675,18/11/2024,26/11/2024,896,Repairs - Asbestos Removal,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,RENNYCO LTD,55587252,21/10/2024,15/11/2024,543,Equipment R&M,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,RKP ACCESS PLATFORMS LIMITED,55588527,02/11/2024,29/11/2024,950,Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Neighbourhood Services and Resources,COMMUNITY SERVICES,ROTARY CLUB OF DARLINGTON,55587874,13/11/2024,14/11/2024,"3,200.00",Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,RUTH MCDONALD,55588352,31/10/2024,28/11/2024,630,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,COMMUNITY SERVICES,SEWELL & CARR,55589262,23/10/2024,27/11/2024,640,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,SEWELL & CARR,55589263,14/08/2024,27/11/2024,640,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,SFTW (EDINBURGH) LIMITED,55588551,14/11/2024,21/11/2024,"3,129.35",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,SIMON JERSEY LIMITED,55588846,04/11/2024,29/11/2024,783.48,Purchase Of Clothing,SUPPLIES & SERVICES,"CLOTHES, UNIFORM & LAUNDRY"
Neighbourhood Services and Resources,COMMUNITY SERVICES,SIS (UK) LTD,55587961,09/08/2024,15/11/2024,"3,060.00",Building Repairs And Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,SPORTMAX,55586506,21/10/2024,15/11/2024,"1,707.15",Items For Resale,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,ST ASTIER LTD,55589235,30/09/2024,28/11/2024,"33,762.44",Building Repairs And Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,STARLITE OUTDOOR,55586671,01/10/2024,05/11/2024,750,Marketing & Advertising,SUPPLIES & SERVICES,EXPENSES
Neighbourhood Services and Resources,COMMUNITY SERVICES,STOCKTON ON TEES BOROUGH COUNCIL,55587574,24/10/2024,21/11/2024,"1,667.42",Printing,Non Resource Allocation,CENTRAL SUPPORT SERVICES
Neighbourhood Services and Resources,COMMUNITY SERVICES,STOCKTON ON TEES BOROUGH COUNCIL,55587574,24/10/2024,21/11/2024,991.98,Printing,Non Resource Allocation,CENTRAL SUPPORT SERVICES
Neighbourhood Services and Resources,COMMUNITY SERVICES,STOCKTON ON TEES BOROUGH COUNCIL,55587589,24/10/2024,21/11/2024,"1,269.98",Printing,Non Resource Allocation,CENTRAL SUPPORT SERVICES
Neighbourhood Services and Resources,COMMUNITY SERVICES,STOCKTON ON TEES BOROUGH COUNCIL,55586683,14/10/2024,08/11/2024,"3,221.97",Printing,Non Resource Allocation,CENTRAL SUPPORT SERVICES
Neighbourhood Services and Resources,COMMUNITY SERVICES,STONEGRAVE AGGREGATES LTD,55589152,31/10/2024,27/11/2024,"1,200.00",Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Neighbourhood Services and Resources,COMMUNITY SERVICES,STONEGRAVE AGGREGATES LTD,55588638,31/10/2024,28/11/2024,"379,621.79",Waste Management,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Neighbourhood Services and Resources,COMMUNITY SERVICES,STONEGRAVE AGGREGATES LTD,55588639,31/10/2024,28/11/2024,"17,244.69",Waste Management,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Neighbourhood Services and Resources,COMMUNITY SERVICES,SUPRIYA KUMAR SINHA C/O RED COMEDY,55589366,16/11/2024,29/11/2024,"1,772.50",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,T C HARRISON JCB,57725245,07/11/2024,15/11/2024,"2,979.74",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,TERBERG MATEC UK LTD,57725251,29/10/2024,15/11/2024,511.6,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,TERBERG MATEC UK LTD,57725252,31/10/2024,15/11/2024,507.75,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,TERBERG MATEC UK LTD,57725252,31/10/2024,15/11/2024,507.75,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,TERBERG MATEC UK LTD,57725255,06/11/2024,15/11/2024,664.49,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,TERBERG MATEC UK LTD,57726075,20/11/2024,22/11/2024,"1,730.17",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,TERBERG MATEC UK LTD,57726993,15/11/2024,29/11/2024,"1,400.45",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,THE SOHO AGENCY LTD,55588045,12/11/2024,19/11/2024,"2,943.53",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,TICA,55587807,22/10/2024,19/11/2024,640,Employee Training Course Costs,EMPLOYEES,Indirect Employee Costs
Neighbourhood Services and Resources,COMMUNITY SERVICES,TOTAL RESOURCES UK LTD,55587091,20/10/2024,15/11/2024,804,Traffic Management,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,TWIN SERVICES,55587926,31/05/2024,26/11/2024,584,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Neighbourhood Services and Resources,COMMUNITY SERVICES,VIVEDIA LTD,55588373,31/10/2024,28/11/2024,"2,863.00",Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,WERNICK HIRE LTD,55588564,31/10/2024,28/11/2024,752.87,Premises Related Hire Charges,PREMISES,RENTS
Neighbourhood Services and Resources,COMMUNITY SERVICES,WERNICK HIRE LTD,55586946,30/09/2024,06/11/2024,728.55,Premises Related Hire Charges,PREMISES,RENTS
Neighbourhood Services and Resources,COMMUNITY SERVICES,WHITEHOUSE FUNERAL SERVICE LTD,55587230,21/10/2024,15/11/2024,665,Contract Funerals,SUPPLIES & SERVICES,SERVICES
Neighbourhood Services and Resources,COMMUNITY SERVICES,WHITEHOUSE FUNERAL SERVICE LTD,55588133,30/10/2024,27/11/2024,665,Contract Funerals,SUPPLIES & SERVICES,SERVICES
