Directorate,Service,Supplier,Transaction Number,Transaction Date,Payment Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11165938,02/02/2025,28/02/2025,941.67,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11165938,02/02/2025,28/02/2025,690.48,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11165938,02/02/2025,28/02/2025,772.63,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11165938,02/02/2025,28/02/2025,772.63,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11165938,02/02/2025,28/02/2025,981.11,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11165938,02/02/2025,28/02/2025,788.83,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11165938,02/02/2025,28/02/2025,"1,039.51",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11165938,02/02/2025,28/02/2025,864.31,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11165938,02/02/2025,28/02/2025,700.79,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11165938,02/02/2025,28/02/2025,794.23,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11165938,02/02/2025,28/02/2025,667.44,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11165938,02/02/2025,28/02/2025,"1,365.49",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MITIE PROPERTY SERVICES (NORTH EAST) LTD,55595429,23/01/2024,04/02/2025,"1,320.00",Cyclical - Internal Painting,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,Building Services,N L COMMERCIALS DARLINGTON LTD,55596678,01/01/2025,14/02/2025,500,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Neighbourhood Services and Resources,Building Services,NE SECURITY LTD,55596434,05/01/2025,11/02/2025,708.7,Repairs - Building Fabric,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,Building Services,NE SECURITY LTD,55596428,05/01/2025,11/02/2025,"1,474.20",Repairs - Building Fabric,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,Building Services,NE SECURITY LTD,55598002,02/02/2025,27/02/2025,522.2,Repairs - Building Fabric,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,Building Services,NE SECURITY LTD,55598003,02/02/2025,27/02/2025,982.8,Repairs - Building Fabric,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,Building Services,NE SECURITY LTD,55596435,05/01/2025,11/02/2025,758.25,Cyclical - Fire Alarms,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,Building Services,NORTHERN JANITORIAL SUPPLIES,55575566,20/06/2024,25/02/2025,"8,990.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Neighbourhood Services and Resources,Building Services,NORTHUMBRIAN WATER,55597726,11/02/2025,27/02/2025,"1,095.99",Water Charges,PREMISES,WATER SERVICES
Neighbourhood Services and Resources,Building Services,RICHARD C BIRCHER (HOLDINGS) LTD,55596418,22/01/2025,19/02/2025,"11,698.31",Leasing Charges,CAPITAL CHARGES,CAPITAL CHARGES
Neighbourhood Services and Resources,Building Services,RICHARD C BIRCHER (HOLDINGS) LTD,55597218,07/02/2025,20/02/2025,"7,367.92",Leasing Charges,CAPITAL CHARGES,CAPITAL CHARGES
Neighbourhood Services and Resources,Building Services,RICHARD C BIRCHER (HOLDINGS) LTD,55597351,07/02/2025,21/02/2025,"8,020.63",Leasing Charges,CAPITAL CHARGES,CAPITAL CHARGES
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55594992,17/01/2025,14/02/2025,"1,222.05",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55595705,28/01/2025,25/02/2025,703.55,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55595631,24/01/2025,21/02/2025,"1,086.03",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55595628,24/01/2025,21/02/2025,587.07,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55596557,31/01/2025,28/02/2025,"1,604.24",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55596827,06/01/2025,18/02/2025,"1,848.79",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55595227,21/01/2025,18/02/2025,"1,192.28",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55595223,21/01/2025,18/02/2025,"1,154.17",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55596036,30/12/2024,11/02/2025,"1,165.16",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55596846,31/01/2025,28/02/2025,"1,435.01",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55596845,31/01/2025,27/02/2025,"1,791.42",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55596826,06/01/2025,26/02/2025,"1,835.30",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55595455,23/01/2025,20/02/2025,"1,326.77",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55595127,16/01/2025,13/02/2025,"1,375.91",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55595131,16/01/2025,13/02/2025,"1,470.17",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55595630,24/01/2025,21/02/2025,"1,661.70",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55595625,24/01/2025,21/02/2025,"1,175.43",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55596844,30/01/2025,21/02/2025,"1,873.32",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55594993,17/01/2025,14/02/2025,"1,236.47",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55594578,07/01/2025,11/02/2025,764.91,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55594836,13/01/2025,11/02/2025,"4,891.74",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SCHOTT REMOVALS TRANSPORT LTD,55596535,28/01/2025,25/02/2025,540.5,Removal Costs - Staff Moves,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SPECIALISTS LEAK DETECTION LTD,55595352,22/01/2025,19/02/2025,"1,295.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Neighbourhood Services and Resources,Building Services,TWIN SERVICES,55595402,22/01/2025,19/02/2025,561,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Neighbourhood Services and Resources,Building Services,UK PRO TILING TRAINING LTD,55595861,19/11/2024,05/02/2025,"2,645.00",Employee Training Course Costs,EMPLOYEES,Indirect Employee Costs
Neighbourhood Services and Resources,Building Services,UPNORTH ENGINEERING SERVICES LTD,55598154,05/02/2025,28/02/2025,791.55,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Neighbourhood Services and Resources,Building Services,UPSKILL ASSESSMNET & TRAINING LTD,55595931,09/01/2025,06/02/2025,750,Employee Training Course Costs,EMPLOYEES,Indirect Employee Costs
Neighbourhood Services and Resources,Building Services,WAVE - ANGLIAN WATER BUSINESS NATIONAL LTD,57735422,06/02/2025,19/02/2025,"4,687.05",Water Charges,PREMISES,WATER SERVICES
Neighbourhood Services and Resources,Building Services,WAVE - ANGLIAN WATER BUSINESS NATIONAL LTD,57735411,06/02/2025,19/02/2025,595.78,Water Charges,PREMISES,WATER SERVICES
Neighbourhood Services and Resources,Building Services,WAVE - ANGLIAN WATER BUSINESS NATIONAL LTD,57735375,06/02/2025,19/02/2025,875.09,Water Charges,PREMISES,WATER SERVICES
Neighbourhood Services and Resources,Building Services,WAVE - ANGLIAN WATER BUSINESS NATIONAL LTD,57735374,06/02/2025,19/02/2025,"1,285.08",Water Charges,PREMISES,WATER SERVICES
Neighbourhood Services and Resources,Building Services,WAVE - ANGLIAN WATER BUSINESS NATIONAL LTD,57735409,06/02/2025,19/02/2025,"1,044.74",Water Charges,PREMISES,WATER SERVICES
Neighbourhood Services and Resources,Building Services,WAVE - ANGLIAN WATER BUSINESS NATIONAL LTD,57735377,06/02/2025,19/02/2025,632.42,Water Charges,PREMISES,WATER SERVICES
Neighbourhood Services and Resources,Building Services,WERNICK HIRE LTD,55596909,31/01/2025,19/02/2025,775,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,WERNICK HIRE LTD,55596650,31/01/2025,28/02/2025,720,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,YESSS ELECTRICAL,55594472,06/01/2025,11/02/2025,"1,662.20",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,YESSS ELECTRICAL,55595844,24/01/2025,21/02/2025,"1,662.20",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,YESSS ELECTRICAL,55596378,31/01/2025,28/02/2025,"3,082.20",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Chief Executive,ART UK,55598005,01/02/2025,28/02/2025,500,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Chief Executive,BROKEN SCAR PRODUCTIONS,55595528,22/01/2025,19/02/2025,550,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Neighbourhood Services and Resources,Chief Executive,PETER BARRON MEDIA LTD,55596951,22/11/2024,20/02/2025,"1,480.40",Projects,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Chief Executive,SCOTT ENSBURY,55596950,08/11/2024,20/02/2025,500,Events & Awards,SUPPLIES & SERVICES,EXPENSES
Neighbourhood Services and Resources,Chief Executive,STOCKTON ON TEES BOROUGH COUNCIL,55596102,30/01/2025,27/02/2025,"5,186.22",Printing,Non Resource Allocation,CENTRAL SUPPORT SERVICES
Neighbourhood Services and Resources,Chief Executive,STOCKTON ON TEES BOROUGH COUNCIL,55595293,21/01/2025,18/02/2025,"7,961.80",Printing,Non Resource Allocation,CENTRAL SUPPORT SERVICES
Neighbourhood Services and Resources,Chief Executive,STOCKTON ON TEES BOROUGH COUNCIL,55596102,30/01/2025,27/02/2025,763.64,Printing,Non Resource Allocation,CENTRAL SUPPORT SERVICES
Neighbourhood Services and Resources,Chief Executive,STOCKTON ON TEES BOROUGH COUNCIL,55596104,30/01/2025,27/02/2025,"11,979.46",Printing,Non Resource Allocation,CENTRAL SUPPORT SERVICES
Neighbourhood Services and Resources,COMMUNITY SERVICES,75 MEDIA LIMITED,55596786,01/02/2025,28/02/2025,585,Marketing & Advertising,SUPPLIES & SERVICES,EXPENSES
Neighbourhood Services and Resources,COMMUNITY SERVICES,A4 APPAREL LTD,55596585,24/11/2024,13/02/2025,"2,166.54",Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,ACORN DAIRY,57734935,29/01/2025,13/02/2025,"1,569.70",Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,ASKEWS & HOLTS LIBRARY SERVICES LTD,57734415,03/02/2025,28/02/2025,602.3,Books,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,AXIELL ALM LIMITED,55597812,04/12/2024,26/02/2025,"8,409.40",Ict Hardware Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Neighbourhood Services and Resources,COMMUNITY SERVICES,BESTWAY WHOLESALE LIMITED,57733426,16/01/2025,13/02/2025,644.24,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,BESTWAY WHOLESALE LIMITED,57733427,14/01/2025,11/02/2025,592.33,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,BOLINDA UK LTD,57734416,30/01/2025,27/02/2025,"13,000.00",Books,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,BOLINDA UK LTD,57734417,30/01/2025,27/02/2025,"2,500.00",Books,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,BRENNTAG UK LIMITED,55595179,17/01/2025,14/02/2025,"6,184.10",Chemicals,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,BRITISH HEART FOUNDATION,55597813,22/11/2024,26/02/2025,"1,863.34",Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,BUNZL CLEANING & HYGIENE SUPPLIES,55596094,27/01/2025,21/02/2025,991.53,Other Consumables,SUPPLIES & SERVICES,"PRINTING, STATIONERY & GEN OFF EXPENSES"
Neighbourhood Services and Resources,COMMUNITY SERVICES,BUNZL CLEANING & HYGIENE SUPPLIES,55595347,22/01/2025,19/02/2025,"1,679.09",Cleaning Materials & Consumables,PREMISES,CLEANING & DOMESTIC SUPPLIES
Neighbourhood Services and Resources,COMMUNITY SERVICES,CARRS BILLINGTON AGRICULTURE,57735433,30/01/2025,19/02/2025,611,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,CARRS BILLINGTON AGRICULTURE,57735908,19/01/2025,21/02/2025,580,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,CG ROBINSON LTD,57736698,31/01/2025,28/02/2025,517,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,CRYSTAL PURCHASING LIMITED / ICL UK SALES LTD,55596865,03/02/2025,28/02/2025,"13,960.53",Ground Maintenance,PREMISES,GROUNDS MAINTENANCE
Neighbourhood Services and Resources,COMMUNITY SERVICES,DENNIS EAGLE LTD,57734469,29/01/2025,07/02/2025,640.7,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,DR CARTER AND PARTNERS,55596073,06/02/2025,07/02/2025,"2,046.00",Medical,SUPPLIES & SERVICES,EXPENSES
Neighbourhood Services and Resources,COMMUNITY SERVICES,EDEN FARM HULLEYS,57734917,28/12/2024,13/02/2025,924.08,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,EDEN FARM HULLEYS,57733997,21/01/2025,18/02/2025,733.59,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,EDF ENERGY CUSTOMERS LTD,57733788,06/01/2025,05/02/2025,514,Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,COMMUNITY SERVICES,EDF ENERGY CUSTOMERS LTD,57733649,16/01/2025,05/02/2025,502.6,Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,COMMUNITY SERVICES,ELITE PRODUCTIONS GROUP LIMITED,55597823,24/02/2025,27/02/2025,"13,769.94",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,ENCYCLOPAEDIA BRITANNICA (UK) LTD,57734418,29/01/2025,26/02/2025,"1,050.00",Books,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,ENTERPRISE RENT-A-CAR,55596389,31/01/2025,28/02/2025,842.58,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Neighbourhood Services and Resources,COMMUNITY SERVICES,ENTERPRISE RENT-A-CAR,55596393,31/01/2025,28/02/2025,759.5,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Neighbourhood Services and Resources,COMMUNITY SERVICES,ENTERPRISE RENT-A-CAR,55597801,13/02/2025,27/02/2025,"1,186.80",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Neighbourhood Services and Resources,COMMUNITY SERVICES,ENTERTAINERS (MOM) LTD,55596680,10/02/2025,18/02/2025,"3,604.36",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,EURO TRUCK BODIES LTD,57735930,05/02/2025,21/02/2025,"1,495.00",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,FCN FROZEN FOODS LIMITED,57734989,20/01/2025,18/02/2025,912.83,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,FICTION EXPLORER,57734419,30/01/2025,27/02/2025,"1,195.10",Books,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,G & A SECURITY,55596890,01/02/2025,28/02/2025,"2,952.03",Repairs - Intruder Alarms,PREMISES,FIXTURES & FITTINGS
Neighbourhood Services and Resources,COMMUNITY SERVICES,G & A SECURITY,55596891,01/02/2025,28/02/2025,"3,601.88",Stationery,SUPPLIES & SERVICES,"PRINTING, STATIONERY & GEN OFF EXPENSES"
Neighbourhood Services and Resources,COMMUNITY SERVICES,GLOBAL MEDIA GROUP SERVICES LTD,55595647,27/01/2025,21/02/2025,"1,526.00",Marketing & Advertising,SUPPLIES & SERVICES,EXPENSES
Neighbourhood Services and Resources,COMMUNITY SERVICES,HILARITY BITES COMEDY CLUB,55597048,15/02/2025,20/02/2025,"4,754.92",Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,HILLCREST AUTO ELECTRICAL,57735922,18/02/2025,21/02/2025,680,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,HILLCREST AUTO ELECTRICAL,57735919,18/02/2025,21/02/2025,610,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,HOPWELLS LIMITED,57734021,22/01/2025,19/02/2025,536.58,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,HOPWELLS LIMITED,57734946,31/01/2025,28/02/2025,"1,114.74",Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,HOPWELLS LIMITED,57734945,29/01/2025,26/02/2025,860.2,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,HOPWELLS LIMITED,57734947,27/01/2025,21/02/2025,687.06,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,HOPWELLS LIMITED,57734022,24/01/2025,21/02/2025,584.68,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,HOPWELLS LIMITED,57734019,20/01/2025,14/02/2025,503.8,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,HOPWELLS LIMITED,57733438,17/01/2025,14/02/2025,906.65,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,HOPWELLS LIMITED,57733436,13/01/2025,07/02/2025,933.14,Catering Provisions,SUPPLIES & SERVICES,CATERING
Neighbourhood Services and Resources,COMMUNITY SERVICES,IAN RIGBY TECHNICAL SERVICES,55596893,01/02/2025,28/02/2025,680,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,INITIAL WASHROOM HYGIENE,55595067,13/01/2025,04/02/2025,804.03,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,INNOVATIVE SAFETY SYSTEMS LIMITED,55595997,28/01/2025,25/02/2025,"1,020.00",Ict Hardware Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Neighbourhood Services and Resources,COMMUNITY SERVICES,INSEEGO LTD,55596742,01/02/2025,28/02/2025,"1,201.56",Ict Software Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Neighbourhood Services and Resources,COMMUNITY SERVICES,ISECURE GROUP LTD,55595615,27/01/2025,21/02/2025,913.5,Security Services,SUPPLIES & SERVICES,SERVICES
Neighbourhood Services and Resources,COMMUNITY SERVICES,ISECURE GROUP LTD,55597017,03/02/2025,28/02/2025,812,Security Services,SUPPLIES & SERVICES,SERVICES
Neighbourhood Services and Resources,COMMUNITY SERVICES,J P LENNARD LTD,55596333,28/11/2024,12/02/2025,"1,360.01",Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,JOHNSONS STALBRIDGE,57736074,29/12/2024,25/02/2025,517.9,Production Costs,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,LEEDS COMMERCIAL LIMITED,55596384,31/01/2025,28/02/2025,"4,554.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Neighbourhood Services and Resources,COMMUNITY SERVICES,LWC TEESSIDE,57733446,13/01/2025,07/02/2025,"2,205.71",Bar Provisions For Resale,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,LWC TEESSIDE,57736041,03/02/2025,28/02/2025,"1,380.52",Bar Provisions For Resale,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,LWC TEESSIDE,57734925,28/01/2025,25/02/2025,"2,856.02",Bar Provisions For Resale,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,LWC TEESSIDE,57734002,22/01/2025,19/02/2025,985.5,Bar Provisions For Resale,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,LWC TEESSIDE,57734944,28/01/2025,25/02/2025,"1,053.39",Bar Provisions For Resale,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,LWC TEESSIDE,57733447,26/11/2024,04/02/2025,938.52,Bar Provisions For Resale,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,LWC TEESSIDE,57733448,14/01/2025,11/02/2025,"1,438.50",Bar Provisions For Resale,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,COMMUNITY SERVICES,MAGNIT GLOBAL GRI LTD,11165938,02/02/2025,28/02/2025,528.42,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
