Directorate,Service,Supplier,Transaction Number,Transaction Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,57701958,15/04/2024,"23,797.22",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POTENS,57701953,15/04/2024,"17,709.02",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POTENS,57700619,02/04/2024,"17,138.36",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POTENS,57703654,29/04/2024,"17,138.36",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POTENS,57701953,15/04/2024,"8,358.18",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57700589,02/04/2024,"60,266.63",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57700589,02/04/2024,"5,968.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57700589,02/04/2024,"2,915.43",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57700589,02/04/2024,"4,476.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57700589,02/04/2024,"6,275.93",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57700589,02/04/2024,"12,042.57",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57700589,02/04/2024,"6,122.29",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57700589,02/04/2024,"13,897.71",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57700589,02/04/2024,"7,899.42",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57700589,02/04/2024,"4,356.00",Intermediate Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57703622,29/04/2024,"5,679.36",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57703622,29/04/2024,"2,198.57",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57703622,29/04/2024,"3,471.14",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57703622,29/04/2024,"47,238.57",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57703622,29/04/2024,"6,480.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57703622,29/04/2024,"6,400.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57703622,29/04/2024,"8,571.76",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,REDWORTH HOUSE,57703659,29/04/2024,"4,011.55",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RENTOKIL INITIAL UK LTD,55566551,15/03/2024,"2,263.73",Sanitary Bins,PREMISES,CLEANING & DOMESTIC SUPPLIES
Children and Adults Services,ADULT SOCIAL CARE,RICHMOND COURT,57700624,02/04/2024,"5,254.60",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RICHMOND COURT,57703660,29/04/2024,"5,254.60",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RICHMOND FELLOWSHIP,57701955,15/04/2024,"1,246.09",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RIVERSIDE VIEW DARLINGTON,57700625,02/04/2024,"8,618.28",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RIVERSIDE VIEW DARLINGTON,57703661,29/04/2024,"13,243.15",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RIVERSIDE VIEW DARLINGTON,57703661,29/04/2024,"67,160.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RIVERSIDE VIEW DARLINGTON,57703661,29/04/2024,"12,800.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RIVERSIDE VIEW DARLINGTON,57703661,29/04/2024,"2,892.86",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RIVERSIDE VIEW DARLINGTON,57703661,29/04/2024,"5,585.43",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RIVERSIDE VIEW DARLINGTON,57700625,02/04/2024,"54,306.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RIVERSIDE VIEW DARLINGTON,57700625,02/04/2024,"10,608.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ROXBURGH HOUSE CARE HOME,57703662,29/04/2024,"1,102.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ROXBURGH HOUSE CARE HOME,57700626,02/04/2024,"1,102.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SALUTEM SHARED SERVICES - HARMONY HOUSE,57700588,02/04/2024,"6,127.64",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SALUTEM SHARED SERVICES - HARMONY HOUSE,57700611,02/04/2024,"1,132.80",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SALUTEM SHARED SERVICES - HARMONY HOUSE,57703621,29/04/2024,"6,127.64",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SALUTEM SHARED SERVICES - HARMONY HOUSE,57703645,29/04/2024,"1,132.80",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SALUTEM SHARED SERVICES - HARMONY HOUSE,55566846,25/03/2024,"12,823.37",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SALUTEM SHARED SERVICES - HARMONY HOUSE,55568676,16/04/2024,"12,823.41",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SANCTUARY SUPPORTED LIVING,57701957,15/04/2024,"8,578.28",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SANCTUARY SUPPORTED LIVING,57701957,15/04/2024,"17,836.37",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SARABEC LTD,55565547,20/03/2024,"1,660.71",Hearing Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,ADULT SOCIAL CARE,SCHOTT REMOVALS TRANSPORT LTD,55567647,03/04/2024,854.6,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,SEAVIEW HAVEN,57703664,29/04/2024,"4,054.40",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SEAVIEW HAVEN,57700629,02/04/2024,"3,800.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SEVEN SPRINGS CARE HOME,57703665,29/04/2024,"5,837.08",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SEVEN SPRINGS CARE HOME,57700630,02/04/2024,"5,837.08",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SIGHT AND SOUND TECHNOLOGY,55568069,15/04/2024,900,Ict Software Purchase,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Children and Adults Services,ADULT SOCIAL CARE,SPRINGFIELD CARE HOME LIMITED,57700631,02/04/2024,"50,515.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SPRINGFIELD CARE HOME LIMITED,57700631,02/04/2024,"1,082.71",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SPRINGFIELD CARE HOME LIMITED,57700631,02/04/2024,"24,171.15",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SPRINGFIELD CARE HOME LIMITED,57700631,02/04/2024,"1,278.86",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SPRINGFIELD CARE HOME LIMITED,57700631,02/04/2024,"1,378.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SPRINGFIELD CARE HOME LIMITED,57703666,29/04/2024,"45,176.42",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SPRINGFIELD CARE HOME LIMITED,57703666,29/04/2024,"20,873.85",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SPRINGFIELD CARE HOME LIMITED,57703666,29/04/2024,"1,476.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SPRINGFIELD CARE HOME LIMITED,57703666,29/04/2024,"2,115.78",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ST AIDENS COTTAGE,57700632,02/04/2024,"9,372.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ST AIDENS COTTAGE,57703667,29/04/2024,"9,372.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ST BEDES RESIDENTIAL HOME,57703668,29/04/2024,"1,918.12",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ST BEDES RESIDENTIAL HOME,57700633,02/04/2024,"1,918.12",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ST CUTHBERTS CARE,57703669,29/04/2024,"3,240.56",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ST CUTHBERTS CARE,57700634,02/04/2024,"3,240.56",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ST HELENS NURSING HOME,57700635,02/04/2024,"3,766.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ST HELENS NURSING HOME,57700635,02/04/2024,"1,946.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ST HELENS NURSING HOME,57703670,29/04/2024,"1,946.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ST HELENS NURSING HOME,57703670,29/04/2024,"3,766.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SUSASH MIDDLESBROUGH LTD ST MARY'S CARE HOME,57700636,02/04/2024,"3,120.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SUSASH MIDDLESBROUGH LTD ST MARY'S CARE HOME,57703671,29/04/2024,"3,120.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,TEES GRANGE HEALTH CARE LIMITED T/A EXEMPLAR HEALTH CARE,57700638,02/04/2024,"7,242.46",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE AVENUE,57700639,02/04/2024,"3,544.56",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE AVENUE,57703673,29/04/2024,"7,168.56",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE AVENUE,57700639,02/04/2024,"7,168.56",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE AVENUE,57703673,29/04/2024,"3,544.56",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GRANGE DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57703676,29/04/2024,"11,598.29",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GRANGE DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57703676,29/04/2024,"4,592.01",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GRANGE DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57703676,29/04/2024,"6,480.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GRANGE DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57703676,29/04/2024,"12,720.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GRANGE DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57703676,29/04/2024,"83,256.29",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GRANGE DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57700642,02/04/2024,"77,533.72",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GRANGE DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57700642,02/04/2024,"25,768.86",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GRANGE DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57700642,02/04/2024,"5,968.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GRANGE DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57700642,02/04/2024,"3,730.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GRANGE DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57700642,02/04/2024,"1,659.43",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GRANGE DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57700642,02/04/2024,"11,696.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57700643,02/04/2024,"2,904.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57700643,02/04/2024,"2,904.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57700643,02/04/2024,"4,262.86",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57700643,02/04/2024,"82,288.29",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57700643,02/04/2024,"2,281.71",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57700643,02/04/2024,"18,748.57",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57700643,02/04/2024,"2,904.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57703677,29/04/2024,"2,800.29",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57703677,29/04/2024,"1,388.57",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57703677,29/04/2024,"20,806.57",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57700643,02/04/2024,"3,111.43",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57700643,02/04/2024,"3,111.43",Intermediate Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57700643,02/04/2024,"2,904.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57703677,29/04/2024,"3,160.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57703677,29/04/2024,"14,643.14",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57703677,29/04/2024,"3,160.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57703677,29/04/2024,"3,160.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57703677,29/04/2024,"3,160.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57703677,29/04/2024,"81,065.15",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THERA NORTH,57701960,15/04/2024,"3,491.98",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THORNBECK COLLEGE- NORTH EAST AUTISM,57701950,15/04/2024,"9,972.88",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,UNITED RESPONSE,57701962,15/04/2024,"58,092.74",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,UNITED RESPONSE,55568678,21/03/2024,"107,208.82",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,UNITED RESPONSE,55568679,18/04/2024,"58,092.74",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,UNITED RESPONSE,55568517,25/01/2024,"54,309.75",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57700644,02/04/2024,"6,798.00",Intermediate Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57700644,02/04/2024,"5,768.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57700644,02/04/2024,"8,652.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57700644,02/04/2024,"21,916.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57700644,02/04/2024,"4,366.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57700644,02/04/2024,"11,433.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57700644,02/04/2024,"2,964.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57700644,02/04/2024,"2,884.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57700644,02/04/2024,"18,746.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57703678,29/04/2024,"3,788.57",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57703678,29/04/2024,"15,321.86",Intermediate Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57703678,29/04/2024,"9,360.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57703678,29/04/2024,"25,872.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57703678,29/04/2024,"3,120.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57703678,29/04/2024,"16,638.29",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57703678,29/04/2024,"9,282.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57703678,29/04/2024,"3,200.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57703678,29/04/2024,891.43,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57703678,29/04/2024,"34,091.85",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57703678,29/04/2024,"17,807.43",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57703678,29/04/2024,927,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57700644,02/04/2024,"11,124.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57700644,02/04/2024,"17,904.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57700644,02/04/2024,"1,442.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VOYAGE CARE,57700617,02/04/2024,"8,519.24",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VOYAGE CARE,57703625,29/04/2024,"14,141.44",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
