Directorate,Service,Supplier,Transaction Number,Transaction Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55576603,01/07/2024,"2,780.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55576544,01/07/2024,"6,000.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55576545,01/07/2024,"3,090.80",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55576546,01/07/2024,"3,200.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55576610,01/07/2024,"1,808.40",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55576611,01/07/2024,"3,200.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55576608,01/07/2024,"2,575.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55576612,01/07/2024,"3,200.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55575191,01/06/2024,700,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55575192,01/06/2024,"2,720.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55575171,01/06/2024,"2,627.18",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55575190,01/06/2024,"3,900.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UPPERTHORPE NURSERY LTD,11163096,19/07/2024,"2,014.60",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,UPPERTHORPE NURSERY LTD,11162862,01/07/2024,501.6,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,VERY PC LTD,1112778,05/06/2024,787.5,Licences,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,VISIONAID TECHNOLOGIES LTD,55573223,30/05/2024,"2,375.00",Equipment Specialist Care,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,EDUCATION,VISIONAID TECHNOLOGIES LTD,55576972,02/07/2024,"1,795.00",Equipment Specialist Care,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,EDUCATION,WARD HADAWAY SOLICITORS,55575178,30/05/2024,"1,300.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,EDUCATION,WARD HADAWAY SOLICITORS,55577203,05/07/2024,600,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,EDUCATION,WARD HADAWAY SOLICITORS,55576491,27/06/2024,"1,470.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,EDUCATION,WASHINGTON RIDING CENTRE,1112732,02/07/2024,582,Visits,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,WONDE LTD,1112716,02/07/2024,"3,528.00",Food,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,EDUCATION,WONDE LTD,1112887,18/07/2024,"9,288.00",Catering Payments,SUPPLIES & SERVICES,CATERING
Children and Adults Services,Public Health,BIONICAL SOLUTIONS,55576204,30/06/2024,"7,725.00",Stationery,SUPPLIES & SERVICES,"PRINTING, STATIONERY & GEN OFF EXPENSES"
Children and Adults Services,Public Health,COCKERTON PHARMACY (A K MEDICAL CONSULTANCY LTD),55576128,31/03/2024,"1,361.82",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Public Health,COCKERTON PHARMACY (A K MEDICAL CONSULTANCY LTD),55576129,31/03/2024,573.86,Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55573807,03/06/2024,625,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55573780,03/06/2024,"2,417.00",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55573806,03/06/2024,"8,750.00",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55576800,01/07/2024,"2,416.58",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55576801,01/07/2024,"8,750.00",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55576802,01/07/2024,625,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55572776,03/05/2024,"8,750.00",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,55574005,04/06/2024,"202,338.61",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,HCRG CARE SERVICES,55575650,21/06/2024,"1,819.00",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,ILLY SYSTEMS,55573973,04/06/2024,"1,504.00",Ict Hardware Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Children and Adults Services,Public Health,MAGNIT GLOBAL GRI LTD,11163058,07/07/2024,617.12,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Public Health,MAGNIT GLOBAL GRI LTD,11163147,21/07/2024,507.75,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Public Health,MAGNIT GLOBAL GRI LTD,11163147,21/07/2024,507.75,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Public Health,NHS BUSINESS SERVICES AUTHORITY,55576397,28/06/2024,881.52,Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,PRIMARY HEALTHCARE DARLINGTON LIMITED,55575694,25/06/2024,"68,499.99",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,PRIMARY HEALTHCARE DARLINGTON LIMITED,55573784,03/06/2024,"12,763.30",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,PRIMARY HEALTHCARE DARLINGTON LIMITED,55575807,25/06/2024,"8,840.40",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,WE ARE WITH YOU,55574815,11/06/2024,"99,656.58",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,WE ARE WITH YOU,55574816,11/06/2024,"99,656.58",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,WE ARE WITH YOU,55576457,28/06/2024,"99,656.58",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Economic Growth & Neighbourhood Services,Asset Management & Investment,ALIGN PROPERTY PARTNERS,55575193,17/06/2024,"3,775.22",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,Asset Management & Investment,EDF ENERGY CUSTOMERS LTD,57713559,01/07/2024,"1,397.29",Electricity,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,Asset Management & Investment,ENGLAND & LYLE CHARTERED TOWN PLANNERS,55576538,28/06/2024,"2,000.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,Asset Management & Investment,RESOLUTION PUBLISHING,55575260,18/06/2024,"1,595.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,Asset Management & Investment,SCHOTT REMOVALS TRANSPORT LTD,55576141,27/06/2024,"1,404.00",Storage Costs,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Asset Management & Investment,WARD HADAWAY SOLICITORS,55576484,27/06/2024,"1,250.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,Building Services,A S CROCKER (PLASTERERS) LIMITED,55575014,30/05/2024,"4,900.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,A S CROCKER (PLASTERERS) LIMITED,55577216,05/07/2024,"1,365.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,A S CROCKER (PLASTERERS) LIMITED,55575897,26/06/2024,"5,460.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,A STAR SCAFFOLDING,55576723,30/06/2024,570,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,A STAR SCAFFOLDING,55576723,30/06/2024,570,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,A STAR SCAFFOLDING,55576723,30/06/2024,700,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,A STAR SCAFFOLDING,55576723,30/06/2024,700,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,A STAR SCAFFOLDING,55576723,30/06/2024,920,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,A STAR SCAFFOLDING,55576723,30/06/2024,570,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,A STAR SCAFFOLDING,55576723,30/06/2024,650,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,A STAR SCAFFOLDING,55576723,30/06/2024,550,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,A STAR SCAFFOLDING,55574695,01/06/2024,"3,820.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,ADT FIRE & SECURITY PLC,55575578,24/06/2024,"1,512.68",Cyclical - Fire Alarms,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,Building Services,ADT FIRE & SECURITY PLC,55576055,24/06/2024,"1,836.75",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,ADT FIRE & SECURITY PLC,55576057,24/06/2024,"5,812.72",Cyclical - Maint Gates & Doors,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,Building Services,ADT FIRE & SECURITY PLC,55576054,24/06/2024,956.64,Cyclical - Fire Alarms,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,Building Services,ALIGN PROPERTY PARTNERS,55574431,10/06/2024,"6,678.12",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,ANGLIAN WINDOWS LTD,55574361,03/06/2024,"33,033.56",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,APEC ENVIRONMENTAL,55576600,01/07/2024,"5,500.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,B C STEWART LTD,55576691,30/06/2024,"63,903.18",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,B C STEWART LTD,55576692,30/06/2024,"23,354.42",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,B C STEWART LTD,55573321,30/05/2024,"54,547.43",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,BARCLAY ROOFING LTD,55573109,31/05/2024,"4,301.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,BARCLAY ROOFING LTD,55573110,31/05/2024,"5,739.50",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,BARR & WRAY LTD,55575732,24/06/2024,"4,043.44",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,BRICKWORK DIRECT LIMITED,55575610,21/06/2024,"103,553.32",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,BRIDGE DOOR SYSTEMS,55575303,17/06/2024,"2,964.21",Repairs - Building Fabric,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,Building Services,BRIDGE DOOR SYSTEMS,55575303,17/06/2024,"1,898.14",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,BRIDGE DOOR SYSTEMS,55576090,27/06/2024,672,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,BRIDGE DOOR SYSTEMS,55576090,27/06/2024,815.54,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,CENTRICA BUSINESS SOLUTIONS (GENERATION) LTD,55575964,01/07/2024,"3,584.51",Electricity,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,Building Services,CORGI (NOTIFICATIONS),55575185,30/04/2024,"2,004.75",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,Building Services,CORGI (NOTIFICATIONS),55575186,06/06/2024,"2,004.75",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,Building Services,CORGI (NOTIFICATIONS),55576299,30/06/2024,"2,004.75",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,Building Services,CORONA ENERGY LTD,57713910,22/07/2024,"4,464.67",Gas,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,Building Services,CORONA ENERGY LTD,57713911,22/07/2024,"2,937.87",Gas,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,Building Services,CORONA ENERGY LTD,57713915,22/07/2024,507.09,Gas,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,Building Services,CORONA ENERGY LTD,57713907,22/07/2024,"24,212.47",Gas,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,Building Services,CORONA ENERGY LTD,57713926,22/07/2024,723.74,Gas,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,Building Services,CORONA ENERGY LTD,57713943,22/07/2024,"3,190.87",Gas,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,Building Services,CORONA ENERGY LTD,57713957,22/07/2024,512.21,Gas,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,Building Services,CORONA ENERGY LTD,57713953,22/07/2024,541.64,Gas,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55575240,18/06/2024,875.94,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55575714,24/06/2024,"4,524.67",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55575902,28/06/2024,712.06,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55575238,18/06/2024,956.5,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55575239,18/06/2024,829.6,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55577198,05/07/2024,980.85,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55575432,19/06/2024,829.6,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55575905,28/06/2024,"4,524.67",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55575903,28/06/2024,"1,027.62",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55577237,05/07/2024,868.45,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55577608,10/07/2024,832.94,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55573781,03/06/2024,890.66,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55574228,07/06/2024,"1,507.36",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55574229,07/06/2024,"1,057.67",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55574276,06/06/2024,"1,051.97",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55574278,06/06/2024,"1,115.12",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55575096,17/06/2024,"4,521.88",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55575098,17/06/2024,"1,039.04",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55574363,10/06/2024,"4,524.67",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55574393,05/06/2024,921.97,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55574570,11/06/2024,"1,057.67",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55574571,10/06/2024,"1,057.67",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55576978,03/07/2024,"1,034.48",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55576148,27/06/2024,"1,413.17",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55576149,27/06/2024,712.06,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55576495,28/06/2024,"1,022.50",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55577417,09/07/2024,"1,127.94",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55576496,28/06/2024,"1,386.36",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55576493,28/06/2024,"1,056.95",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55577416,09/07/2024,"1,160.69",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55576930,03/07/2024,902.8,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55576931,03/07/2024,"4,598.17",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55577418,09/07/2024,802.13,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55577420,09/07/2024,802.13,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55575645,21/06/2024,"1,600.93",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55573997,04/06/2024,"1,995.04",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55574569,13/06/2024,"1,053.99",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55575646,21/06/2024,831.76,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55575806,24/06/2024,712.06,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55576578,01/07/2024,902.8,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55575516,20/06/2024,"1,061.42",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55575715,24/06/2024,525.76,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55573893,12/06/2024,875.99,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55573996,04/06/2024,961.12,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55573896,12/06/2024,"4,521.88",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55573755,03/06/2024,"1,099.03",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55577607,27/06/2024,"1,394.19",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55577609,10/07/2024,795.64,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55576580,01/07/2024,"4,524.67",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55577088,08/07/2024,"4,524.67",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55577145,04/07/2024,893.95,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55574788,13/06/2024,724.19,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55574967,14/06/2024,"1,001.24",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55574395,05/06/2024,"1,053.97",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55574279,06/06/2024,"1,198.64",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,DDE SOLUTIONS LTD,55574453,15/05/2024,"32,680.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,D-DRILL ( MASTER DRILLERS LTD ),55571991,16/05/2024,"1,268.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,DEERNESS FENCING & LANDSCAPING LTD,55575813,25/06/2024,"1,805.83",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
