Directorate,Service,Supplier,Transaction Number,Transaction Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,57716974,02/09/2024,"54,176.01",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,57716974,02/09/2024,"10,591.93",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POTENS,57716969,02/09/2024,"6,928.68",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POTENS,57716969,02/09/2024,"8,834.28",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POTENS,57720000,30/09/2024,"20,341.68",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POTENS,57716969,02/09/2024,"20,279.93",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POTENS,57718675,16/09/2024,"17,138.36",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POTENS,57720000,30/09/2024,"8,586.41",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POTENS,57720000,30/09/2024,"2,090.56",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57718676,16/09/2024,"9,560.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57718676,16/09/2024,"7,423.52",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57718676,16/09/2024,"8,316.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57718676,16/09/2024,"29,054.28",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57718676,16/09/2024,"6,480.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57718676,16/09/2024,"3,240.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57718676,16/09/2024,"7,637.14",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57718676,16/09/2024,"4,860.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,REDWORTH HOUSE,57718681,16/09/2024,"3,209.24",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RICHMOND COURT,57718682,16/09/2024,"2,044.48",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RICHMOND FELLOWSHIP,57720002,30/09/2024,"1,246.09",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RICHMOND FELLOWSHIP,57716971,02/09/2024,"1,246.09",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RIVERSIDE VIEW DARLINGTON,57718683,16/09/2024,"4,050.00",Intermediate Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RIVERSIDE VIEW DARLINGTON,57718683,16/09/2024,"3,160.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RIVERSIDE VIEW DARLINGTON,57718683,16/09/2024,"3,498.57",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RIVERSIDE VIEW DARLINGTON,57718683,16/09/2024,"17,125.71",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RIVERSIDE VIEW DARLINGTON,57718683,16/09/2024,"1,180.00",Intermediate Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RIVERSIDE VIEW DARLINGTON,57718683,16/09/2024,"13,912.86",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RIVERSIDE VIEW DARLINGTON,57718683,16/09/2024,"56,791.43",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,RIVERSIDE VIEW DARLINGTON,57718683,16/09/2024,"11,220.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ROTHERWOOD HEALTHCARE LTD,57718672,16/09/2024,"6,276.16",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ROXBURGH HOUSE CARE HOME,57718684,16/09/2024,"1,102.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SALUTEM SHARED SERVICES - HARMONY HOUSE,57718643,16/09/2024,"20,352.26",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SALUTEM SHARED SERVICES - HARMONY HOUSE,57718665,16/09/2024,"1,640.52",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SANCTUARY SUPPORTED LIVING,57716973,02/09/2024,"8,428.59",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SANCTUARY SUPPORTED LIVING,57720004,30/09/2024,"16,220.06",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SANCTUARY SUPPORTED LIVING,57716973,02/09/2024,"15,873.34",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SANCTUARY SUPPORTED LIVING,57720004,30/09/2024,"8,500.15",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SEAVIEW HAVEN,57718687,16/09/2024,"4,054.40",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SEVEN SPRINGS CARE HOME,57718688,16/09/2024,"5,837.08",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SPRINGFIELD CARE HOME LIMITED,57718689,16/09/2024,"54,608.57",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SPRINGFIELD CARE HOME LIMITED,57718689,16/09/2024,"1,897.71",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SPRINGFIELD CARE HOME LIMITED,57718689,16/09/2024,"12,942.29",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SPRINGFIELD CARE HOME LIMITED,57718689,16/09/2024,"3,215.57",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SPRINGFIELD CARE HOME LIMITED,57718689,16/09/2024,"4,050.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ST AIDENS COTTAGE,57718690,16/09/2024,"9,372.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ST BEDES RESIDENTIAL HOME,57718691,16/09/2024,"1,918.12",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ST CUTHBERTS CARE,57718692,16/09/2024,"3,240.56",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ST HELENS NURSING HOME,57718693,16/09/2024,"3,766.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ST HELENS NURSING HOME,57718693,16/09/2024,"1,946.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,STAINTON LODGE CARE CENTRE,57718696,16/09/2024,"8,368.66",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,SUSASH MIDDLESBROUGH LTD ST MARY'S CARE HOME,57718694,16/09/2024,"3,662.32",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,TEES GRANGE HEALTH CARE LIMITED T/A EXEMPLAR HEALTH CARE,57718698,16/09/2024,"7,812.76",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE ARK CARE PRINCEIPLES,57716976,02/09/2024,"3,430.00",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE ARK CARE PRINCEIPLES,57720007,30/09/2024,"2,280.00",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE AVENUE,57718699,16/09/2024,"7,168.56",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE AVENUE,57718699,16/09/2024,"3,544.56",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GRANGE DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57718702,16/09/2024,"28,304.28",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GRANGE DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57718702,16/09/2024,"92,292.86",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GRANGE DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57718702,16/09/2024,"6,480.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GRANGE DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57718702,16/09/2024,"12,720.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GRANGE DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57718702,16/09/2024,"14,579.99",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE GUIDE DOGS FOR THE BLIND ASSOCIATION,55580125,05/08/2024,"1,108.95",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57718703,16/09/2024,"3,160.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57718703,16/09/2024,"3,160.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57718703,16/09/2024,"78,087.09",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57718703,16/09/2024,"10,480.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57718703,16/09/2024,790,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57718703,16/09/2024,"3,160.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57718703,16/09/2024,"8,100.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57718703,16/09/2024,"6,340.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57718703,16/09/2024,"1,157.14",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57718703,16/09/2024,"1,620.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THE LAWNS DARLINGTON (HIGHGATE CARE SERVICES LIMITED),57718703,16/09/2024,"8,910.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THERA NORTH,57716978,02/09/2024,"3,942.18",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THERA NORTH,57720009,30/09/2024,"5,387.07",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THORNBECK COLLEGE- NORTH EAST AUTISM,57716966,02/09/2024,"20,070.52",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,THORNBECK COLLEGE- NORTH EAST AUTISM,57719997,30/09/2024,"5,537.82",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,TK ACCESS SOLUTION LTD,55580294,06/08/2024,"3,851.98",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,UNDERHILL RESIDENTIAL HOME,57718704,16/09/2024,"10,057.14",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,UNITED RESPONSE,55581230,08/08/2024,"28,761.87",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,UNITED RESPONSE,57716980,02/09/2024,"71,859.08",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,UNITED RESPONSE,57720011,30/09/2024,"71,859.11",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,UNITED RESPONSE,55581229,08/08/2024,"74,772.47",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57718705,16/09/2024,"29,262.86",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57718705,16/09/2024,"3,120.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57718705,16/09/2024,"3,200.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57718705,16/09/2024,"9,360.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57718705,16/09/2024,"3,120.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57718705,16/09/2024,"23,400.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57718705,16/09/2024,"8,468.57",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57718705,16/09/2024,"3,788.57",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57718705,16/09/2024,"7,840.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57718705,16/09/2024,"29,044.28",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VOYAGE CARE,57718673,16/09/2024,"8,519.24",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VOYAGE CARE,57720012,30/09/2024,"3,643.06",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VOYAGE CARE,57716981,02/09/2024,"3,643.06",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57718707,16/09/2024,"8,700.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57718707,16/09/2024,810,Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57718707,16/09/2024,"3,160.00",Intermediate Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57718710,16/09/2024,"4,160.36",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57718707,16/09/2024,"9,480.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57718707,16/09/2024,"5,304.28",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57718707,16/09/2024,"3,160.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57718707,16/09/2024,"15,980.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57718707,16/09/2024,"11,918.57",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57718707,16/09/2024,"14,001.42",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57718707,16/09/2024,"3,160.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57718707,16/09/2024,"51,734.29",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57718707,16/09/2024,"15,461.43",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57718707,16/09/2024,"3,160.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,YOUNG FOUNDATION LTD,57718700,16/09/2024,"8,100.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Childrens Services,4 COMMUNITY TRUST,55582501,01/09/2024,672,Ad-Hoc Payments,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Childrens Services,A1 FOSTER CARE,57718124,09/09/2024,"26,153.04",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,A1 FOSTER CARE,57718124,09/09/2024,"18,513.55",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ACORN CARE (UK) LIMITED,57718125,09/09/2024,"15,000.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ACORN CARE NE - FOSTERING,57718126,09/09/2024,"4,356.86",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ACORN HOUSE ( FOSTERING SERVICES) LTD,57718127,09/09/2024,"4,367.36",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,AP & D CONSULTANCY,55580627,11/08/2024,"1,174.75",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,AP & D CONSULTANCY,55576986,02/07/2024,795.5,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,AP & D CONSULTANCY,55578200,22/07/2024,"1,295.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,ARRONBETH LTD,57718128,09/09/2024,"37,368.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ARRONBETH LTD,57718129,09/09/2024,"20,760.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,BARNARDO'S,57718130,09/09/2024,"11,058.64",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,BARNARDO'S,57718130,09/09/2024,"7,707.59",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,BETA NORTH LIMITED (TRADING AS EVOLVE FOSTERING),57718142,09/09/2024,"11,519.08",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,BETA NORTH LIMITED (TRADING AS EVOLVE FOSTERING),57718142,09/09/2024,"15,822.76",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,BRITANNIA FOSTERING AGENCY LIMITED,57718132,09/09/2024,"3,800.00",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CAMBIAN CHILDCARE LTD,57718133,09/09/2024,"25,000.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CARTER BROWN - THE EXPERT SERVICE LIMITED,55581540,17/06/2024,660,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57718136,09/09/2024,"7,273.95",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57718137,09/09/2024,"8,715.33",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57718137,09/09/2024,"3,477.20",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57718134,09/09/2024,"1,491.48",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57718135,09/09/2024,"7,246.06",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57718136,09/09/2024,"11,500.11",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,COMPASS FOSTERING NORTH LTD,57718138,09/09/2024,"3,765.72",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,DARLINGTON ASSOCIATION ON DISABILITY LTD,57717019,27/08/2024,"5,890.50",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Childrens Services,DARLINGTON ASSOCIATION ON DISABILITY LTD,57717020,27/08/2024,"6,358.00",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Childrens Services,DARLINGTON COLLEGE,55581340,01/08/2024,825.5,Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55581423,20/08/2024,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55581424,20/08/2024,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55581425,20/08/2024,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
