Organisation Name,Organisation Code,Directorate / Service where expenditure Incurred,Supplier Name,Supplier ID,Payment Date,Transaction Number,Net Amount,Expenditure Proclass Code,Expenditure Proclass Category Level 1,Expenditure Proclass Category Level 2,Expenditure Proclass Category Level 3,Card Transaction Yes / No,Capital / Revenue,Service Division Label,Account Code,Account Code Description,Cost Centre Code,Cost Centre Description,Invoice Date,MCC Code,MCC Category,Ledger Year,Ledger Period,LA Short Name,BVACOP Group 
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NADEEM HUSSAIN,76075,24/12/2024,70312973,552.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,23/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",GULNAWAZ MOHAMMED,46167,24/12/2024,70312974,749.70,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,23/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",MIDDLESBROUGH BOROUGH CARS,34950,24/12/2024,70313004,2241.53,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,23/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",MIDDLESBROUGH BOROUGH CARS,34950,24/12/2024,70313006,884.96,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30399,POST 16+ HOME TO COLLEGE,23/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",MIDDLESBROUGH BOROUGH CARS,34950,24/12/2024,70313007,744.80,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30865,TRANSPORT PROVISION LD CLIENTS,23/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",MIDDLESBROUGH BOROUGH CARS,34950,24/12/2024,70313008,1138.31,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30894,BISHOPTON PRU TRANSPORT COSTS,23/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",S HUSSAIN T/A EMPIRE CARS,74756,24/12/2024,70313009,4471.01,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,23/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,S HUSSAIN T/A EMPIRE CARS,74756,24/12/2024,70313010,1199.46,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,3028,School Transport,30121,CIOC-SUPPORT,23/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",MR AQEEL KHALIQ,77652,24/12/2024,70313013,602.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30399,POST 16+ HOME TO COLLEGE,23/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",JUMA CORPORATION LTD,38371,24/12/2024,70313015,9469.48,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,23/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,JUMA CORPORATION LTD,38371,24/12/2024,70313017,2531.53,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,CIOC and Care Leavers,3028,School Transport,30121,CIOC-SUPPORT,23/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",JUMA CORPORATION LTD,38371,24/12/2024,70313018,2400.25,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30399,POST 16+ HOME TO COLLEGE,23/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",JUMA CORPORATION LTD,38371,24/12/2024,70313019,1711.27,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30865,TRANSPORT PROVISION LD CLIENTS,23/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",JUMA CORPORATION LTD,38371,24/12/2024,70313020,692.79,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30894,BISHOPTON PRU TRANSPORT COSTS,23/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ROYAL CARS,35412,24/12/2024,70313021,10213.25,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,23/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ROYAL CARS,35412,24/12/2024,70313023,2042.16,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,CIOC and Care Leavers,3028,School Transport,30121,CIOC-SUPPORT,23/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ROYAL CARS,35412,24/12/2024,70313024,1094.02,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30399,POST 16+ HOME TO COLLEGE,23/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ROYAL CARS,35412,24/12/2024,70313025,2473.35,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30894,BISHOPTON PRU TRANSPORT COSTS,23/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",MOHAMMED YASIN,64818,24/12/2024,70313027,2053.77,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,23/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",MOHAMMED YASIN,64818,24/12/2024,70313028,899.80,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30399,POST 16+ HOME TO COLLEGE,23/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING","Lowther, Louise","Lowther, Louise",31/12/2024,IR35 Payments,"1,225.00",IR35 Payments,IR35 Payments,IR35 Payments,IR35 Payments,no,REVENUE,ADULT SERVICES,4600,IR35 Payments,30872,DOLS,31/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING","Mupedziswa, Ladymore","Mupedziswa, Ladymore",31/12/2024,IR35 Payments,"7,350.00",IR35 Payments,IR35 Payments,IR35 Payments,IR35 Payments,no,REVENUE,ADULT SERVICES,4600,IR35 Payments,30872,DOLS,31/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING","Maronga, Bertha","Maronga, Bertha",31/12/2024,IR35 Payments,"6,125.00",IR35 Payments,IR35 Payments,IR35 Payments,IR35 Payments,no,REVENUE,ADULT SERVICES,4600,IR35 Payments,30872,DOLS,31/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING","Muzanarwo, Maria Stella Ratidzo","Muzanarwo, Maria Stella Ratidzo",31/12/2024,IR35 Payments,"6,475.00",IR35 Payments,IR35 Payments,IR35 Payments,IR35 Payments,no,REVENUE,ADULT SERVICES,4600,IR35 Payments,30872,DOLS,31/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING","Nyazuwa, Rachael","Nyazuwa, Rachael",31/12/2024,IR35 Payments,"9,625.00",IR35 Payments,IR35 Payments,IR35 Payments,IR35 Payments,no,REVENUE,ADULT SERVICES,4600,IR35 Payments,30872,DOLS,31/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING","Rowley, Matthew Anthony","Rowley, Matthew Anthony",31/12/2024,IR35 Payments,"1,225.00",IR35 Payments,IR35 Payments,IR35 Payments,IR35 Payments,no,REVENUE,ADULT SERVICES,4600,IR35 Payments,30872,DOLS,31/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING","Dobson, Tom","Dobson, Tom",31/12/2024,IR35 Payments,"1,050.00",IR35 Payments,IR35 Payments,IR35 Payments,IR35 Payments,no,REVENUE,ADULT SERVICES,4600,IR35 Payments,30872,DOLS,31/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING","Foggin, Claire","Foggin, Claire",31/12/2024,IR35 Payments,"3,325.00",IR35 Payments,IR35 Payments,IR35 Payments,IR35 Payments,no,REVENUE,ADULT SERVICES,4600,IR35 Payments,30872,DOLS,31/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING","Brown, Debbie","Brown, Debbie",31/12/2024,IR35 Payments,"2,975.00",IR35 Payments,IR35 Payments,IR35 Payments,IR35 Payments,no,REVENUE,ADULT SERVICES,4600,IR35 Payments,30872,DOLS,31/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",AMZNMKTPLACE 9D96C3AD5,,19/12/2024,42244959,34.14,,,,,yes,REVENUE,PUBLIC HEALTH,4009,"Equipment, Furniture & Materials",30859,ASST DIRECTOR OF PUBLIC HEALTH & TEAM,19/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",AMZNMKTPLACE 0Z45J1X15,,19/12/2024,42244959,27.80,,,,,yes,REVENUE,ADULT SERVICES,4009,"Equipment, Furniture & Materials",30869,REABLEMENT TEAMS,19/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",AMZNMKTPLACE LV7T150W5,,04/12/2024,42244959,8.29,,,,,yes,REVENUE,ADULT SERVICES,4009,"Equipment, Furniture & Materials",30869,REABLEMENT TEAMS,04/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",AMZNMKTPLACE CI6003O05,,03/12/2024,42244959,8.24,,,,,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4021,ICT Costs,11247,"HIGHWAYS, TRANSPORT & ENVIRONMENT TEAM",03/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",POUNDLAND LTD - 2304,,30/11/2024,42244959,2.50,,,,,yes,REVENUE,"CULTURE, LIBRARIES & EVENTS",4009,"Equipment, Furniture & Materials",11290,STOCKTON SPARKLES,30/11/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",AMZNMKTPLACE A03UR8T45,,04/12/2024,42244959,7.94,,,,,yes,REVENUE,"CULTURE, LIBRARIES & EVENTS",4009,"Equipment, Furniture & Materials",20154,MUSEUMS MANAGEMENT & PRESTON HALL,04/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",FREEPRINTS,,12/12/2024,42244959,112.50,,,,,yes,REVENUE,"CULTURE, LIBRARIES & EVENTS",4009,"Equipment, Furniture & Materials",20154,MUSEUMS MANAGEMENT & PRESTON HALL,12/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EAGLE SERVICES,,02/12/2024,42244959,33.36,,,,,yes,REVENUE,"CULTURE, LIBRARIES & EVENTS",2033,Grounds Maintenance,20154,MUSEUMS MANAGEMENT & PRESTON HALL,02/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",GEOMETRIC RESULTS INTE,,10/12/2024,42244959,933.10,,,,,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,1140,Pay - Agency Staff & External Salary Contributions,10033,HIGHWAY MAINTENANCE,10/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",AMAZON CO UK TD42A6ZE4,,29/11/2024,42244959,11.65,,,,,yes,REVENUE,"CULTURE, LIBRARIES & EVENTS",4009,"Equipment, Furniture & Materials",20154,MUSEUMS MANAGEMENT & PRESTON HALL,29/11/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",HOME BARGAINS,,30/11/2024,42244959,4.97,,,,,yes,REVENUE,"CULTURE, LIBRARIES & EVENTS",4009,"Equipment, Furniture & Materials",20154,MUSEUMS MANAGEMENT & PRESTON HALL,30/11/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",B&M 778 STOCKTON,,30/11/2024,42244959,21.67,,,,,yes,REVENUE,"CULTURE, LIBRARIES & EVENTS",4009,"Equipment, Furniture & Materials",11290,STOCKTON SPARKLES,30/11/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",AMZNMKTPLACE IA0U42IS5,,03/12/2024,42244959,15.82,,,,,yes,REVENUE,ENVIRONMENT & LEISURE,4009,"Equipment, Furniture & Materials",11334,EEF RESEARCH & DEVELOPMENT FUND,03/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",POUNDLAND LTD - 2304,,29/11/2024,42244959,-6.67,,,,,yes,REVENUE,"CULTURE, LIBRARIES & EVENTS",4009,"Equipment, Furniture & Materials",11290,STOCKTON SPARKLES,29/11/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ROYAL DUTCH AIRLINES  KLM,,16/12/2024,42244959,278.14,,,,,yes,REVENUE,"CULTURE, LIBRARIES & EVENTS",4009,"Equipment, Furniture & Materials",20593,SIRF,16/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ROYAL DUTCH AIRLINES  KLM,,16/12/2024,42244959,278.14,,,,,yes,REVENUE,"CULTURE, LIBRARIES & EVENTS",4009,"Equipment, Furniture & Materials",20593,SIRF,16/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ADOBE,,23/12/2024,42244959,19.99,,,,,yes,REVENUE,"CULTURE, LIBRARIES & EVENTS",4016,Grants and Subscriptions,20154,MUSEUMS MANAGEMENT & PRESTON HALL,23/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",HOME BARGAINS,,17/12/2024,42244959,2.15,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",60008,CONSULTATION & ENGAGEMENT TEAM,17/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",NANCYS DINER,,17/12/2024,42244959,225.00,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4013,Catering,60008,CONSULTATION & ENGAGEMENT TEAM,17/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",ASDA STORES,,20/12/2024,42244959,50.00,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",50953,UKRAINE REFUGEES SCHEME,20/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",JACQUIE LAWSON COM,,12/12/2024,42244959,5.00,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",50953,UKRAINE REFUGEES SCHEME,12/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",BEDWORLD,,10/12/2024,42244959,894.00,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",50947,HOMELESSNESS PREVENTION,10/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",NATIONAL EXPRESS LIMIT,,24/12/2024,42244959,33.50,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",50911,ROUGH SLEEPERS INITIATIVE,24/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",MIDDLESBROUGH COUNCIL,,17/12/2024,42244959,38.50,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",50911,ROUGH SLEEPERS INITIATIVE,17/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",TRAVELODGE,,10/12/2024,42244959,472.18,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",50542,BED & BREAKFAST,10/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",WWW ARGOS CO UK,,17/12/2024,42244959,507.95,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",50947,HOMELESSNESS PREVENTION,17/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",BEDWORLD,,17/12/2024,42244959,139.00,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",50947,HOMELESSNESS PREVENTION,17/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",PARKMORE,,17/12/2024,42244959,125.00,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",50542,BED & BREAKFAST,17/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",BOOKING COM,,20/12/2024,42244959,480.00,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",50542,BED & BREAKFAST,20/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",POUNDLAND LTD - 2304,,11/12/2024,42244959,10.83,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",60008,CONSULTATION & ENGAGEMENT TEAM,11/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",AMZNMKTPLACE 0U8US17U5,,10/12/2024,42244959,12.48,,,,,yes,REVENUE,COMMUNITY SAFETY & REGULATED SERVICES,4009,"Equipment, Furniture & Materials",50020,EH - ENVIRONMENTAL PROTECTION,10/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",GEOMETRIC RESULTS INTE,,17/12/2024,42244959,-155.32,,,,,yes,REVENUE,COMMUNITY SAFETY & REGULATED SERVICES,1140,Pay - Agency Staff & External Salary Contributions,50030,GENERAL  LICENSING,17/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",TRAVELODGE,,16/12/2024,42244959,167.25,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",50542,BED & BREAKFAST,16/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",BOOKING COM,,02/12/2024,42244959,350.00,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",50542,BED & BREAKFAST,02/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",ARGOS,,03/12/2024,42244959,224.00,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",50953,UKRAINE REFUGEES SCHEME,03/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",BEDWORLD,,02/12/2024,42244959,417.00,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",50947,HOMELESSNESS PREVENTION,02/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",W BOYES & CO LTD,,28/11/2024,42244959,5.96,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",60008,CONSULTATION & ENGAGEMENT TEAM,28/11/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",POUNDLAND - 2847,,28/11/2024,42244959,7.00,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",60008,CONSULTATION & ENGAGEMENT TEAM,28/11/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",ICELAND FOODS,,28/11/2024,42244959,62.50,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",60008,CONSULTATION & ENGAGEMENT TEAM,28/11/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",ICELAND,,28/11/2024,42244959,7.50,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",60008,CONSULTATION & ENGAGEMENT TEAM,28/11/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",ICELAND,,28/11/2024,42244959,11.85,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",60008,CONSULTATION & ENGAGEMENT TEAM,28/11/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",HOME BARGAINS THORNABY,,28/11/2024,42244959,4.35,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4013,Catering,60008,CONSULTATION & ENGAGEMENT TEAM,28/11/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",CARD FACTORY,,10/12/2024,42244959,66.00,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",60008,CONSULTATION & ENGAGEMENT TEAM,10/12/2024,0,0,2024,202410,SBC,
