Organisation Name,Organisation Code,Directorate / Service where expenditure Incurred,Supplier Name,Supplier ID,Payment Date,Transaction Number,Net Amount,Expenditure Proclass Code,Expenditure Proclass Category Level 1,Expenditure Proclass Category Level 2,Expenditure Proclass Category Level 3,Card Transaction Yes / No,Capital / Revenue,Service Division Label,Account Code,Account Code Description,Cost Centre Code,Cost Centre Description,Invoice Date,MCC Code,MCC Category,Ledger Year,Ledger Period,LA Short Name,BVACOP Group 
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,1125,11/12/2024,42235504,590.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21304,11/12/2024,42235577,543.24,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,21007,STAYING PUT / SUPPORT LODGINGS,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21730,11/12/2024,42235578,712.68,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20185,SPECIAL GUARDIANSHIP,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,1248,11/12/2024,42235580,544.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20964,CIOC-CONNECTED PERSONS,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21848,11/12/2024,42235593,619.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20964,CIOC-CONNECTED PERSONS,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23419,11/12/2024,42235599,510.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23342,11/12/2024,42235602,611.72,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23814,11/12/2024,42235628,510.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23454,11/12/2024,42235632,748.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23027,11/12/2024,42235638,882.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21120,11/12/2024,42235639,590.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20964,CIOC-CONNECTED PERSONS,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23236,11/12/2024,42235645,714.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21355,11/12/2024,42235655,911.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20964,CIOC-CONNECTED PERSONS,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23840,11/12/2024,42235658,695.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20964,CIOC-CONNECTED PERSONS,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23321,11/12/2024,42235663,517.86,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,6030,Care Services Clients,30434,CIOC-SBC FOSTERING,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23321,11/12/2024,42235663,1304.28,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21909,11/12/2024,42235664,527.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20964,CIOC-CONNECTED PERSONS,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23327,11/12/2024,42235665,1332.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23327,11/12/2024,42235665,750.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,6030,Care Services Clients,30434,CIOC-SBC FOSTERING,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23822,11/12/2024,42235667,765.10,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23094,11/12/2024,42235674,602.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23073,11/12/2024,42235684,1126.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21110,11/12/2024,42235691,619.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20964,CIOC-CONNECTED PERSONS,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21083,11/12/2024,42235699,521.15,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21530,11/12/2024,42235722,776.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30434,CIOC-SBC FOSTERING,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23482,11/12/2024,42235723,776.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30434,CIOC-SBC FOSTERING,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23822,11/12/2024,42235724,776.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REACH-OUT CARE LTD,35407,24/12/2024,42235740,4182.30,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,30/11/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REACH-OUT CARE LTD,35407,24/12/2024,42235741,4025.40,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,30/11/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REACH-OUT CARE LTD,35407,24/12/2024,42235742,3627.99,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,30/11/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REACH-OUT CARE LTD,35407,24/12/2024,42235743,4130.70,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,30/11/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REACH-OUT CARE LTD,35407,24/12/2024,42235744,4182.30,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,30/11/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REACH-OUT CARE LTD,35407,24/12/2024,42235745,4182.30,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,30/11/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REACH-OUT CARE LTD,35407,24/12/2024,42235746,3426.44,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,30/11/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REACH-OUT CARE LTD,35407,24/12/2024,42235747,5357.10,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,30/11/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21572,11/12/2024,42235754,543.24,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,21007,STAYING PUT / SUPPORT LODGINGS,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,1255,11/12/2024,42235767,2404.28,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20964,CIOC-CONNECTED PERSONS,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21914,11/12/2024,42235822,1214.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,6030,Care Services Clients,30181,INDEPENDENT LIVING ALLOWANCES,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,1102,11/12/2024,42235831,561.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20964,CIOC-CONNECTED PERSONS,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23937,11/12/2024,42235834,543.24,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,21007,STAYING PUT / SUPPORT LODGINGS,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23308,11/12/2024,42235843,543.24,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,21007,STAYING PUT / SUPPORT LODGINGS,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SWIIS FOSTERCARE LTD,35599,11/12/2024,42235852,1839.85,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,04/11/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SWIIS FOSTERCARE LTD,35599,11/12/2024,42235853,3663.27,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,04/11/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SWIIS FOSTERCARE LTD,35599,11/12/2024,42235854,4359.53,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,21152,UNACCOMPANIED ASYLUM SEEKING CHILDREN,04/11/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23706,11/12/2024,42235861,543.24,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,21007,STAYING PUT / SUPPORT LODGINGS,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,TEAM FOSTERING,36206,11/12/2024,42235863,5094.50,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,30/09/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,TEAM FOSTERING,36206,11/12/2024,42235864,4120.81,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,30/09/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,TEAM FOSTERING,36206,11/12/2024,42235865,5264.32,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,31/10/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,TEAM FOSTERING,36206,11/12/2024,42235866,4258.18,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,31/10/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21380,11/12/2024,42235887,529.30,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20185,SPECIAL GUARDIANSHIP,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",COMMUNITY INTEGRATED CARE,33874,11/12/2024,42235904,12993.04,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",COMMUNITY INTEGRATED CARE,33874,11/12/2024,42235905,10991.00,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",INTEGRACARE,68055,11/12/2024,42235906,14144.33,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",MENCAP - HSBU NORTH,38086,11/12/2024,42235907,6934.64,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",COMMUNITY INTEGRATED CARE,33874,11/12/2024,42235908,2938.16,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",COMMUNITY INTEGRATED CARE,33874,11/12/2024,42235909,11206.68,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",ELAN CARE  WHITETHORN LIMITED,73471,11/12/2024,42235910,59080.98,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",AUTISM INITIATIVES,59255,11/12/2024,42235911,18943.33,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",MENCAP - HSBU NORTH,38086,11/12/2024,42235912,3956.24,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30522,OP/PD COMMISSIONED HOMECARE,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",PRIORY GROUP - CRAEGMOOR,72300,11/12/2024,42235913,9491.20,260000,Human Resources,Not Classified,Not Classified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",AUTISM INITIATIVES,59255,11/12/2024,42235914,21673.68,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",REAL LIFE OPTIONS,35395,11/12/2024,42235915,12786.44,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",COMMUNITY INTEGRATED CARE,33874,11/12/2024,42235916,9087.38,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",COMMUNITY INTEGRATED CARE,33874,11/12/2024,42235917,13959.42,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",MENCAP - HSBU NORTH,38086,11/12/2024,42235918,11520.68,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",CREATIVE SUPPORT LTD,33790,11/12/2024,42235919,21284.64,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",VOYAGE 1 LTD,25878,11/12/2024,42235920,12045.72,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",COMMUNITY INTEGRATED CARE,33874,11/12/2024,42235922,26389.29,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",AUTISM INITIATIVES,59255,11/12/2024,42235924,10617.11,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30522,OP/PD COMMISSIONED HOMECARE,10/12/2024,0,0,2024,202409,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",AUTISM INITIATIVES,59255,11/12/2024,42235924,94425.89,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,10/12/2024,0,0,2024,202409,SBC,
