Organisation Name,Organisation Code,Directorate / Service where expenditure Incurred,Supplier Name,Supplier ID,Payment Date,Transaction Number,Net Amount,Expenditure Proclass Code,Expenditure Proclass Category Level 1,Expenditure Proclass Category Level 2,Expenditure Proclass Category Level 3,Card Transaction Yes / No,Capital / Revenue,Service Division Label,Account Code,Account Code Description,Cost Centre Code,Cost Centre Description,Invoice Date,MCC Code,MCC Category,Ledger Year,Ledger Period,LA Short Name 
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CROSSLING LTD,33917,17/07/2024,42198927,132.87,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50940,HVE - EXTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CROSSLING LTD,33917,18/07/2024,42198927,78.57,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50940,HVE - EXTERNAL WORK,18/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CROSSLING LTD,33917,18/07/2024,42198927,38.67,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50940,HVE - EXTERNAL WORK,18/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CROSSLING LTD,33917,17/07/2024,42198927,6.33,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50950,HIA SERVICE,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",M B DISTRIBUTION CLEVELAND LTD.,34958,19/07/2024,42198927,114.98,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,19/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",M B DISTRIBUTION CLEVELAND LTD.,34958,19/07/2024,42198927,116.97,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,19/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NORTHERN HEATING SPARES,35126,17/07/2024,42198927,17.39,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50938,HVE - CYCLICAL & LEGIONELLA,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NORTHERN HEATING SPARES,35126,19/07/2024,42198927,19.95,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,19/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NORTHERN HEATING SPARES,35126,19/07/2024,42198927,18.22,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,19/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NORTHERN HEATING SPARES,35126,16/07/2024,42198927,66.67,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,16/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NORTHERN HEATING SPARES,35126,17/07/2024,42198927,14.27,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NORTHERN HEATING SPARES,35126,17/07/2024,42198927,13.89,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NORTHERN HEATING SPARES,35126,17/07/2024,42198927,56.58,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50450,HVE - INTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NORTHERN HEATING SPARES,35126,17/07/2024,42198927,20.79,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50450,HVE - INTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NORTHERN HEATING SPARES,35126,19/07/2024,42198927,19.00,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50450,HVE - INTERNAL WORK,19/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NORTHERN HEATING SPARES,35126,17/07/2024,42198927,59.27,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50940,HVE - EXTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NORTHERN HEATING SPARES,35126,17/07/2024,42198927,49.90,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50940,HVE - EXTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NORTHERN HEATING SPARES,35126,17/07/2024,42198927,76.27,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50940,HVE - EXTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NORTHERN HEATING SPARES,35126,17/07/2024,42198927,1.01,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50950,HIA SERVICE,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",TEESSIDE INDUSTRIAL FASTENERS LTD,35944,18/07/2024,42198927,10.38,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50940,HVE - EXTERNAL WORK,18/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ATF SUPPLIES,40690,17/07/2024,42198927,45.40,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ATF SUPPLIES,40690,19/07/2024,42198927,35.00,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,19/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,21.66,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,27.69,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,55.95,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,27.65,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,32.42,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,77.05,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,70.20,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,21.66,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,65.68,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,12.96,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,26.78,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,99.94,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,21.66,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,10.94,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,5.77,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,47.24,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50938,HVE - CYCLICAL & LEGIONELLA,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,78.77,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,27.22,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,27.84,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,49.01,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,5.50,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,7.17,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,35.12,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,16.74,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,8.89,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,39.87,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,8.89,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,57.09,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,57.06,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50940,HVE - EXTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,13.70,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50940,HVE - EXTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,71.94,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50940,HVE - EXTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,43.77,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50940,HVE - EXTERNAL WORK,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,16.54,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50950,HIA SERVICE,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,17/07/2024,42198927,24.60,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50950,HIA SERVICE,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",AS CATERING SUPPLIES,56470,18/07/2024,42198927,339.00,111100,Catering,Equipment & Utensils,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,18/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,16/07/2024,42198927,19.26,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,16/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,18/07/2024,42198927,135.33,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50450,HVE - INTERNAL WORK,18/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,18/07/2024,42198927,19.38,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50450,HVE - INTERNAL WORK,18/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,18/07/2024,42198927,14.91,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50450,HVE - INTERNAL WORK,18/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,18/07/2024,42198927,14.91,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50450,HVE - INTERNAL WORK,18/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,18/07/2024,42198927,33.76,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50450,HVE - INTERNAL WORK,18/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,18/07/2024,42198927,4.16,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50450,HVE - INTERNAL WORK,18/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,18/07/2024,42198927,9.56,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50450,HVE - INTERNAL WORK,18/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,18/07/2024,42198927,1.96,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50450,HVE - INTERNAL WORK,18/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,18/07/2024,42198927,18.35,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50450,HVE - INTERNAL WORK,18/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,18/07/2024,42198927,6.53,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50450,HVE - INTERNAL WORK,18/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,18/07/2024,42198927,2.79,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50450,HVE - INTERNAL WORK,18/07/2024,0,0,2024,202404,SBC
