Organisation Name,Organisation Code,Directorate / Service where expenditure Incurred,Supplier Name,Supplier ID,Payment Date,Transaction Number,Net Amount,Expenditure Proclass Code,Expenditure Proclass Category Level 1,Expenditure Proclass Category Level 2,Expenditure Proclass Category Level 3,Card Transaction Yes / No,Capital / Revenue,Service Division Label,Account Code,Account Code Description,Cost Centre Code,Cost Centre Description,Invoice Date,MCC Code,MCC Category,Ledger Year,Ledger Period,LA Short Name 
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,COMMUNITY SERVICES & TRANSPORT CAPITAL,NORTH EAST TRAFFIC DATA COLLECTION LTD,64275,11/09/2024,10640293,725.00,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,TRANSPORTATION,C210,PROFESSIONAL & CONSULTANCY,C1979,BOROUGH WIDE ATS,14/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"FINANCE, DEVELOPMENT & REGEN",CISILION LTD,53927,12/09/2024,10640302,7636.44,271501,Information Communication Technology,,,no,REVENUE,STOCKTON ICT & XENTRALL,4009,"Equipment, Furniture & Materials",40157,ICT CONSUMABLES,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,A J GALLAGHER INSURANCE,72814,12/09/2024,10640303,837.70,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,PROCUREMENT & GOVERNANCE,4072,Insurance Premiums & Claims,40071,PREMIUMS & FEES,05/09/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"FINANCE, DEVELOPMENT & REGEN",DELL CORPORATION LTD,34073,12/09/2024,10640304,820.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,STOCKTON ICT & XENTRALL,4021,ICT Costs,40157,ICT CONSUMABLES,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES CAPITAL,BRIMS CONSTRUCTION LTD,76889,10/09/2024,10640306,169137.16,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,SCHOOL CAPITAL PROGRAMME,C201,CONTRACTOR PAYMENTS,C2688,BILLINGHAM SOUTH SEN ASHTREES SATELLITE,05/09/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",D R CASWELL LTD,33054,12/09/2024,10640309,1376.24,100000,Building Construction Materials,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50257,CORE,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",RICKERBY LTD,35464,17/09/2024,10640312,629.94,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50236,GROUNDS - GENERAL,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",C G ROBINSON LTD,35476,12/09/2024,10640314,660.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,5016,PCB SubContract Work,50257,CORE,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ORIGIN AMENITY SOLUTIONS LTD,35472,17/09/2024,10640316,2236.00,240000,Horticultural,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50236,GROUNDS - GENERAL,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",NEUROBOX,79287,26/09/2024,10640317,545.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,4021,ICT Costs,30232,LEARNING DISABILITY TEAM,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",TRUSTMARQUE SOLUTIONS LTD,35823,12/09/2024,10640320,1212.81,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,4021,ICT Costs,30232,LEARNING DISABILITY TEAM,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,AD ASTRA ACADEMY TRUST,68814,12/09/2024,10640324,2584.50,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"EDUCATION, INCLUSION AND ACHEIVEMENT",4037,"Professional, Consultancy and Hired Services",20077,SCITT,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",TEES VALLEY COMBINED AUTHORITY,65613,12/09/2024,10640325,325781.64,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,5013,Payments to Other Local Authorities,10122,CONCESSIONARY FARES,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",DFP SERVICES LTD,73880,12/09/2024,10640326,3207.38,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2021,Repairs and Maintenance,40338,FM RESPONSIVE REPAIRS & DANGEROUS BUILDINGS,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",VENTILATION HYGIENE SPECIALISTS LTD,63843,12/09/2024,10640331,1030.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE ITEMS,RICHARDSON (REMOVAL & STORAGE CONTRACTORS) LTD,35455,17/09/2024,10640335,4160.00,191900,Facilities & Management Services,Removals,Not Classified,no,REVENUE,BORROWING & PROVISIONS,4009,"Equipment, Furniture & Materials",40302,ACCOMMODATION STRATEGY,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,COMMUNITY SERVICES & TRANSPORT CAPITAL,DSD CONSTRUCTION LTD,78551,12/09/2024,10640337,20371.50,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,TRANSPORTATION,C201,CONTRACTOR PAYMENTS,C1927,STRUCTURAL PATCHING,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,COMMUNITY SERVICES & TRANSPORT CAPITAL,DSD CONSTRUCTION LTD,78551,12/09/2024,10640338,21603.50,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,TRANSPORTATION,C201,CONTRACTOR PAYMENTS,C1927,STRUCTURAL PATCHING,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH CAPITAL,THOMAS ARMSTRONG (CONSTRUCTION) LTD,75848,12/09/2024,10640339,21302.76,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,TOWN CENTRE INVESTMENT,C201,CONTRACTOR PAYMENTS,C6033,TOWNSCAPE HERITAGE,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,XENTRALL,WH FORSTER (PRINTERS) LTD,74247,12/09/2024,10640340,4195.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ICT AND DESIGN & PRINT,4030,Advertising / Publicity,90043,D&P OTHER,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,COMPASSIONATE PROFESSIONAL CARE SERVICES,74150,10/09/2024,10640342,59653.44,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,COMPASSIONATE PROFESSIONAL CARE SERVICES,74150,10/09/2024,10640343,1000.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,EMMA KEOGH T/A ADVANCING ATTACHMENTS LTD,71064,12/09/2024,10640344,1050.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,20185,SPECIAL GUARDIANSHIP,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,COTTONGRASS HOMES LTD,79308,17/09/2024,10640348,3600.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,21152,UNACCOMPANIED ASYLUM SEEKING CHILDREN,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,BARNARDO'S SERVICES LIMITED,78739,11/09/2024,10640352,2880.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",4037,"Professional, Consultancy and Hired Services",30080,PROFESSIONAL SERVICES,10/11/2023,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,BARNARDO'S SERVICES LIMITED,78739,11/09/2024,10640354,1296.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",4037,"Professional, Consultancy and Hired Services",30080,PROFESSIONAL SERVICES,10/11/2023,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,BARNARDO'S SERVICES LIMITED,78739,11/09/2024,10640355,1296.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",4037,"Professional, Consultancy and Hired Services",30080,PROFESSIONAL SERVICES,10/11/2023,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,RICHARDSON (REMOVAL & STORAGE CONTRACTORS) LTD,35455,12/09/2024,10640362,966.24,191900,Facilities & Management Services,Removals,Not Classified,no,REVENUE,"EDUCATION, INCLUSION AND ACHEIVEMENT",2020,Rents and Leases,20471,MUSIC-GENERAL,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",TILLAGE NURSERIES,77773,10/09/2024,10640370,2364.30,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4037,"Professional, Consultancy and Hired Services",50236,GROUNDS - GENERAL,06/09/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",TILLAGE NURSERIES,77773,10/09/2024,10640371,1749.60,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4037,"Professional, Consultancy and Hired Services",50236,GROUNDS - GENERAL,20/06/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"FINANCE, DEVELOPMENT & REGEN",ISIO GROUP LIMITED,73524,10/09/2024,10640381,13850.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"DIRECTOR FINANCE, DEV & REGEN",4037,"Professional, Consultancy and Hired Services",40024,"DIRECTOR FINANCE, DEV & REGEN",28/06/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ROC Family Support Ltd,61101,11/09/2024,10640383,37149.21,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",4037,"Professional, Consultancy and Hired Services",20186,DISABLED CHILDREN,28/06/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,INBOND LIMITED,55303,10/09/2024,10640384,1087.04,191200,Facilities & Management Services,Document Archiving & Storage,Not Classified,no,REVENUE,PROCUREMENT & GOVERNANCE,4009,"Equipment, Furniture & Materials",90073,INFORMATION GOVERNANCE,28/06/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,YOUNG FOUNDATIONS LTD,41622,10/09/2024,10640388,23483.78,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,28/06/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,YOUNG FOUNDATIONS LTD,41622,10/09/2024,10640389,3787.71,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,28/06/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,YOUNG FOUNDATIONS LTD,41622,10/09/2024,10640390,20579.35,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,28/06/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",PREPAID FINANCIAL SERVICES,67009,10/09/2024,10640391,3279.22,200000,Financial Services,Not Classified,Not Classified,no,REVENUE,ADULT SERVICES,4037,"Professional, Consultancy and Hired Services",30888,ADULT SOCIAL CARE FINANCIAL SERVICES,31/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",PREPAID FINANCIAL SERVICES,67009,10/09/2024,10640391,2553.18,200000,Financial Services,Not Classified,Not Classified,no,REVENUE,ADULT SERVICES,4037,"Professional, Consultancy and Hired Services",30888,ADULT SOCIAL CARE FINANCIAL SERVICES,31/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,YOUNG FOUNDATIONS LTD,41622,10/09/2024,10640393,22108.40,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,28/06/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH,BLOOM PROCUREMENT SERVICES LTD,63038,10/09/2024,10640409,10000.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,TOWN CENTRE INVESTMENT,4037,"Professional, Consultancy and Hired Services",11492,TOWN CENTRE GENERAL,04/09/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,COMMUNITY SERVICES & TRANSPORT CAPITAL,BRITISH TELECOMMUNICATIONS,33678,10/09/2024,10640416,4220.00,271700,Information Communication Technology,Telecommunications,Fixed,no,CAPITAL,TRANSPORTATION,C201,CONTRACTOR PAYMENTS,C7058,A19/A689 INTERCHANGE IMPROVEMENTS,09/07/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NUMATIC INTERNATIONAL LIMITED,47374,10/09/2024,10640417,2140.19,131000,Cleaning & Janitorial,Cleaning Materials,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50052,BUILDING CLEANING MANAGEMENT,21/03/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",APSE,33471,10/09/2024,10640420,681.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,1701,"Recruitment, Retention & Training",50296,BEREAVEMENT SERVICES.,21/03/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",THE TONER TEAM LTD T/A THE SUPPLY CENTRE,78263,10/09/2024,10640428,917.70,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,4037,"Professional, Consultancy and Hired Services",30212,ROSEDALE CENTRE,07/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"FINANCE, DEVELOPMENT & REGEN",VODAFONE MOBILE PHONES,33286,27/09/2024,10640430,502.00,271800,Information Communication Technology,Telecommunications,Mobile,no,REVENUE,STOCKTON ICT & XENTRALL,4021,ICT Costs,40157,ICT CONSUMABLES,31/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",VODAFONE MOBILE PHONES,33286,27/09/2024,10640430,2332.50,271800,Information Communication Technology,Telecommunications,Mobile,no,REVENUE,ADULT SERVICES,4021,ICT Costs,30869,REABLEMENT TEAMS,31/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",VODAFONE MOBILE PHONES,33286,27/09/2024,10640430,1194.00,271800,Information Communication Technology,Telecommunications,Mobile,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4021,ICT Costs,50361,STREET CLEANSING GENERAL,31/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",HCRG CARE SERVICES LTD,64702,10/09/2024,10640431,88012.62,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,PUBLIC HEALTH,5014,Private Contractors,30858,SEXUAL HEALTH,07/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",TEES RIVERS CHARITABLE TRUST,62048,24/09/2024,10640432,1732.50,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2021,Repairs and Maintenance,10033,HIGHWAY MAINTENANCE,07/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",EASYSTAY ACCOMMODATIONS LTD,79149,10/09/2024,10640433,1575.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,HOUSING & FAIRER STOCKTON,4037,"Professional, Consultancy and Hired Services",50542,BED & BREAKFAST,07/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",EASYSTAY ACCOMMODATIONS LTD,79149,10/09/2024,10640434,1050.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,HOUSING & FAIRER STOCKTON,4037,"Professional, Consultancy and Hired Services",50542,BED & BREAKFAST,07/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",LILEY APARTMENTS,78430,10/09/2024,10640435,2925.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,HOUSING & FAIRER STOCKTON,4037,"Professional, Consultancy and Hired Services",50542,BED & BREAKFAST,07/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",LILEY APARTMENTS,78430,10/09/2024,10640436,1125.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,HOUSING & FAIRER STOCKTON,4037,"Professional, Consultancy and Hired Services",50542,BED & BREAKFAST,07/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",LILEY APARTMENTS,78430,10/09/2024,10640437,1575.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,HOUSING & FAIRER STOCKTON,4037,"Professional, Consultancy and Hired Services",50542,BED & BREAKFAST,07/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",AEOLIAN HOUSE,53271,10/09/2024,10640438,6666.67,180000,Environmental Services,Not Classified,Not Classified,no,REVENUE,COMMUNITY SAFETY & REGULATED SERVICES,4037,"Professional, Consultancy and Hired Services",50021,"EH - ANIMAL HEALTH, WELFARE & PEST CONTROL",07/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",POWERCARE ELECTRICAL SERVICES LTD,51049,10/09/2024,10640439,1250.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4037,"Professional, Consultancy and Hired Services",50459,EVENTS,07/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH,RESTORE DIGITAL LIMITED,67748,10/09/2024,10640441,7055.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,INCLUSIVE GROWTH & DEVELOPMENT,4037,"Professional, Consultancy and Hired Services",10321,PLANNING TEAM,08/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ACTIVATE PERFORMING ARTS,79371,10/09/2024,10640442,2798.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4037,"Professional, Consultancy and Hired Services",20593,SIRF,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",FLEET FACTORS,34309,10/09/2024,10640445,5996.83,381500,Vehicle Management,Parts,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,5016,PCB SubContract Work,50380,VEHICLES,16/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ON A ROLL SANDWICH COMPANY LTD,64243,13/09/2024,10640446,1002.46,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4037,"Professional, Consultancy and Hired Services",50896,PRESTON PARK CAFE,16/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",FORENSIC TESTING SERVICE,71610,13/09/2024,10640448,536.15,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4037,"Professional, Consultancy and Hired Services",50959,DUNEDIN HOUSE CAFÉ,16/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",HUGH LOGAN ENGINEERING,36230,13/09/2024,10640451,1675.50,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50248,VARIABLE / CAPITAL,16/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,TRINITY CHAMBERS CROSS PAYMENT ACCOUNT,34860,13/09/2024,10640452,2320.00,280000,Legal Services,Not Classified,Not Classified,no,REVENUE,LEGAL SERVICES,4037,"Professional, Consultancy and Hired Services",30067,CHILDRENS IN-HOUSE CASES - EXTERNAL COSTS,16/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,TRINITY CHAMBERS CROSS PAYMENT ACCOUNT,34860,13/09/2024,10640454,765.00,280000,Legal Services,Not Classified,Not Classified,no,REVENUE,LEGAL SERVICES,4037,"Professional, Consultancy and Hired Services",30067,CHILDRENS IN-HOUSE CASES - EXTERNAL COSTS,16/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,TWOFOLD,66962,13/09/2024,10640457,569.86,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,DEMOCRATIC SERVICES,4009,"Equipment, Furniture & Materials",70054,INDIVIDUAL ELECTOR REGISTRATION,16/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",GLASS ASSIST UK,78477,13/09/2024,10640458,691.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,5016,PCB SubContract Work,50380,VEHICLES,16/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",PERHAPS CONTRAPTION C/O CHRISTO SQUIER,74760,13/09/2024,10640462,3896.47,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4037,"Professional, Consultancy and Hired Services",20593,SIRF,16/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ALD AUTOMOTIVE,59238,13/09/2024,10640467,1911.45,381210,Vehicle Management,Hire,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3004,Vehicle Hire/Lease,50380,VEHICLES,01/08/2024,0,0,2024,202406,SBC
