Organisation Name,Organisation Code,Directorate / Service where expenditure Incurred,Supplier Name,Supplier ID,Payment Date,Transaction Number,Net Amount,Expenditure Proclass Code,Expenditure Proclass Category Level 1,Expenditure Proclass Category Level 2,Expenditure Proclass Category Level 3,Card Transaction Yes / No,Capital / Revenue,Service Division Label,Account Code,Account Code Description,Cost Centre Code,Cost Centre Description,Invoice Date,MCC Code,MCC Category,Ledger Year,Ledger Period,LA Short Name 
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",SCARAB SWEEPERS LTD,69391,29/08/2024,10639178,2657.55,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3004,Vehicle Hire/Lease,50380,VEHICLES,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",J & B RECYCLING LIMITED,38072,29/08/2024,10639179,1454.94,182000,Environmental Services,Waste Management,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50530,RECYCLING,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH,SMART DISTRIBUTION SOLUTIONS,76952,29/08/2024,10639182,9576.87,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,INCLUSIVE GROWTH & DEVELOPMENT,4036,Printing & Stationery,11381,ADULT EDUCATION,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",PEOPLE FIRST INDEPENDENT ADVOCACY,74713,29/08/2024,10639186,3160,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30574,GENERAL CONTRACTS ADULTS,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",HCRG CARE SERVICES LTD,64702,29/08/2024,10639187,88012.62,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,PUBLIC HEALTH,5014,Private Contractors,30858,SEXUAL HEALTH,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BOSS EVENT MANAGEMENT,72826,29/08/2024,10639195,1280,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4037,"Professional, Consultancy and Hired Services",80030,ARMED FORCES DAY / FREEDOM PARADE,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",RINGGO LIMITED,51608,29/08/2024,10639196,1762.65,350000,Street & Traffic Management,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4021,ICT Costs,10126,OFF STREET CAR PARKING,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BJ LUKE,72859,29/08/2024,10639200,501.9,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50800,YARM ROAD DEPOT,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",PUBLIC IMAGE COMMUNICATIONS LTD,53680,29/08/2024,10639201,4479.17,291200,Arts & Leisure Services,Outsourced Service,Not Classified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4037,"Professional, Consultancy and Hired Services",20593,SIRF,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",SIMMONSIGNS LTD,35759,29/08/2024,10639204,1448.11,230000,Highway Equipment & Materials ,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50248,VARIABLE / CAPITAL,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,INTEGRATE FAMILIES,66125,29/08/2024,10639206,621,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,30080,PROFESSIONAL SERVICES,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,MEADOWS CARE LTD,77858,29/08/2024,10639207,24002.86,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,21152,UNACCOMPANIED ASYLUM SEEKING CHILDREN,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,MEADOWS CARE LTD,77858,29/08/2024,10639208,17808.57,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,21152,UNACCOMPANIED ASYLUM SEEKING CHILDREN,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SUPPORTING INDEPENDENCE,42072,29/08/2024,10639209,22031.48,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,YOUR CHAPTER LIMITED,66160,29/08/2024,10639210,25464.33,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PEARTREE PROJECTS LTD,35306,29/08/2024,10639211,38235.69,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PEARTREE PROJECTS LTD,35306,29/08/2024,10639212,25693.11,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PEARTREE PROJECTS LTD,35306,29/08/2024,10639213,20722.3,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SPEEDADMIN,72137,29/08/2024,10639214,3063.48,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"EDUCATION, INCLUSION AND ACHEIVEMENT",4021,ICT Costs,20471,MUSIC-GENERAL,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ROSEDENE NURSERIES LTD,35443,29/08/2024,10639220,680,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",4037,"Professional, Consultancy and Hired Services",30080,PROFESSIONAL SERVICES,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ROSEDENE NURSERIES LTD,35443,29/08/2024,10639221,680,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",4037,"Professional, Consultancy and Hired Services",30080,PROFESSIONAL SERVICES,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ENHANCED YOUNG PERSONS CARE LTD,77233,29/08/2024,10639227,29414.66,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ENHANCED YOUNG PERSONS CARE LTD,77233,29/08/2024,10639229,11071.34,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ENHANCED YOUNG PERSONS CARE LTD,77233,29/08/2024,10639230,11071.34,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ENHANCED YOUNG PERSONS CARE LTD,77233,29/08/2024,10639231,11071.34,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ENHANCED YOUNG PERSONS CARE LTD,77233,29/08/2024,10639232,45523.5,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ENHANCED YOUNG PERSONS CARE LTD,77233,29/08/2024,10639233,18600,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,COMMUNITY CAMPUS 87 LTD,26006,23/08/2024,10639234,784,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,21153,SUPPORTED ACCOMMODATION,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,COMMUNITY CAMPUS 87 LTD,26006,23/08/2024,10639235,1557.7,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,21153,SUPPORTED ACCOMMODATION,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,HOPSCOTCH CARE LIMITED,75806,29/08/2024,10639241,20581.52,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",JLA SPEAKERS LTD,79173,30/08/2024,10639242,2000,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4037,"Professional, Consultancy and Hired Services",20192,STOCKTON & DARLINGTON RAILWAY BICENTENARY,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",JLA SPEAKERS LTD,79173,30/08/2024,10639243,3000,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4037,"Professional, Consultancy and Hired Services",20192,STOCKTON & DARLINGTON RAILWAY BICENTENARY,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CONTROL ACCOUNTS,SME HCI LTD (TRADING AS VIVUP),76712,29/08/2024,10639246,8289.9,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,PAYROLL,4037,"Professional, Consultancy and Hired Services",40374,VIVUP,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CONTROL ACCOUNTS,SME HCI LTD (TRADING AS VIVUP),76712,29/08/2024,10639247,700.95,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,PAYROLL,4037,"Professional, Consultancy and Hired Services",40374,VIVUP,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",MIDDLESBROUGH ENVIRONMENT CITY,34843,29/08/2024,10639250,13216,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",11500,BIKEABILITY,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",JAX FIRST AID LTD,69935,29/08/2024,10639252,600,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",40336,FACILITIES MANAGEMENT,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",SOLON SECURITY LTD,48389,29/08/2024,10639254,4433.8,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50950,HIA SERVICE,01/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",AKW MEDICARE LTD,42740,30/08/2024,10639258,600.75,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50950,HIA SERVICE,02/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ON A ROLL SANDWICH COMPANY LTD,64243,30/08/2024,10639260,989.92,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4037,"Professional, Consultancy and Hired Services",50896,PRESTON PARK CAFE,02/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",APSE,33471,30/08/2024,10639270,681,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,1701,"Recruitment, Retention & Training",50941,CREMATORIUM,02/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",RIVERSIDE ICES LTD,53143,30/08/2024,10639271,549.82,111200,Catering,Food & Beverages,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4037,"Professional, Consultancy and Hired Services",50896,PRESTON PARK CAFE,02/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",JENNA JOHNSON,74244,30/08/2024,10639276,1028,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4037,"Professional, Consultancy and Hired Services",20593,SIRF,02/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BUREAU OF SILLY IDEAS,54082,30/08/2024,10639285,3000,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4037,"Professional, Consultancy and Hired Services",20593,SIRF,03/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",TRL SUPPLIES LTD,55506,30/08/2024,10639287,1804,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50236,GROUNDS - GENERAL,03/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",C G ROBINSON LTD,35476,30/08/2024,10639288,520,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,5016,PCB SubContract Work,50257,CORE,04/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",C G ROBINSON LTD,35476,30/08/2024,10639292,4056,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50236,GROUNDS - GENERAL,04/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",C G ROBINSON LTD,35476,30/08/2024,10639293,520,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50236,GROUNDS - GENERAL,04/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,COMMUNITY SERVICES & TRANSPORT CAPITAL,ENVIRONMENT AGENCY,34193,23/08/2024,10639294,23357.55,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,GENERAL CAPITAL SCHEMES,C201,CONTRACTOR PAYMENTS,C7033,TEES TIDELANDS,09/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH,BLOOM PROCUREMENT SERVICES LTD,63038,23/08/2024,10639298,7591.81,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,TOWN CENTRE INVESTMENT,4037,"Professional, Consultancy and Hired Services",11492,TOWN CENTRE GENERAL,21/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",MIDNIGHT MANGO LTD,69275,30/08/2024,10639306,2194,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4037,"Professional, Consultancy and Hired Services",20593,SIRF,04/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",TAYLORS TRANSPORT SERVICES,47171,29/08/2024,10639314,1307.03,381400,Vehicle Management,Maintenance,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,5016,PCB SubContract Work,50380,VEHICLES,22/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",FLEET FACTORS,34309,27/08/2024,10639317,12705.14,381500,Vehicle Management,Parts,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,5016,PCB SubContract Work,50380,VEHICLES,17/05/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH CAPITAL,JET AIRE LIMITED,78385,27/08/2024,10639320,16393.55,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,TOWN CENTRE INVESTMENT,C210,PROFESSIONAL & CONSULTANCY,C2178,PRESTON PARK (LUF),31/07/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING CAPITAL",THYSSENKRUPP ENCASA,34786,30/08/2024,10639322,1514.9,321311,Social Community Care Supplies & Services ,Supplies,Equipment,no,CAPITAL,HOUSING,C610,PAYMENT OF CAPITAL GRANT,C5004,DISABLED FACILITY GRANTS,04/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CROSSLING LTD,33917,30/08/2024,10639326,2609.65,100000,Building Construction Materials,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,05/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,MRS HELEN ROBINSON,51449,30/08/2024,10639327,1675,280000,Legal Services,Not Classified,Not Classified,no,REVENUE,LEGAL SERVICES,4037,"Professional, Consultancy and Hired Services",30067,CHILDRENS IN-HOUSE CASES - EXTERNAL COSTS,05/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,EVOLVE RESIDENTIAL,78417,30/08/2024,10639333,9450,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,05/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING CAPITAL",THYSSENKRUPP ENCASA,34786,30/08/2024,10639335,2489.5,321311,Social Community Care Supplies & Services ,Supplies,Equipment,no,CAPITAL,HOUSING,C610,PAYMENT OF CAPITAL GRANT,C5004,DISABLED FACILITY GRANTS,05/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",THE GLASS FORGE,77123,27/08/2024,10639338,521.5,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4009,"Equipment, Furniture & Materials",20154,MUSEUMS MANAGEMENT & PRESTON HALL,12/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",METRO MOTELS LTD,63759,28/08/2024,10639339,1441.67,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,HOUSING & FAIRER STOCKTON,4037,"Professional, Consultancy and Hired Services",50542,BED & BREAKFAST,30/07/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",GIANT CHEESE LTD T/A PLUNGE BOOM,64684,30/08/2024,10639340,3670,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4037,"Professional, Consultancy and Hired Services",20593,SIRF,05/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH,ARKGROVE LTD,62974,27/08/2024,10639341,3500,202000,Financial Services,Rents,Not Classified,no,REVENUE,INCLUSIVE GROWTH & DEVELOPMENT,4037,"Professional, Consultancy and Hired Services",80045,PROPERTIES RENTED BY SBC,24/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,COMMUNITY SERVICES & TRANSPORT CAPITAL,TRANSPORT NETWORK CONNECT LTD,78616,30/08/2024,10639342,1116.9,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,TRANSPORTATION,C210,PROFESSIONAL & CONSULTANCY,C1085,ADVANCE DESIGN - CURRENT - SBC,05/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,BLUE CABIN CIC,71518,30/08/2024,10639343,2571.3,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",4009,"Equipment, Furniture & Materials",30882,ADOPTION TEES VALLEY,05/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",VPS (UK) LIMITED,35734,27/08/2024,10639347,880.25,192200,Facilities & Management Services,Security,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2021,Repairs and Maintenance,40338,FM RESPONSIVE REPAIRS & DANGEROUS BUILDINGS,24/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",NEW AUTO LTD T/A MOGO UK,38237,30/08/2024,10639348,640.5,381713,Vehicle Management,Signage & Livery,Not Classified,no,REVENUE,COMMUNITY SAFETY & REGULATED SERVICES,4009,"Equipment, Furniture & Materials",50037,TAXI LICENSING,05/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",VPS (UK) LIMITED,35734,27/08/2024,10639349,704.2,192200,Facilities & Management Services,Security,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2021,Repairs and Maintenance,40338,FM RESPONSIVE REPAIRS & DANGEROUS BUILDINGS,30/07/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ROC Family Support Ltd,61101,23/08/2024,10639356,19800,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,21153,SUPPORTED ACCOMMODATION,05/08/2024,0,0,2024,202405,SBC
