Organisation Name,Organisation Code,Directorate / Service where expenditure Incurred,Supplier Name,Supplier ID,Payment Date,Transaction Number,Net Amount,Expenditure Proclass Code,Expenditure Proclass Category Level 1,Expenditure Proclass Category Level 2,Expenditure Proclass Category Level 3,Card Transaction Yes / No,Capital / Revenue,Service Division Label,Account Code,Account Code Description,Cost Centre Code,Cost Centre Description,Invoice Date,MCC Code,MCC Category,Ledger Year,Ledger Period,LA Short Name 
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE ITEMS,GREENHAM TRADING LTD,33123,09/04/2024,42174732,553.50,999999,Unclassified,Unallocated,Unclassified,yes,REVENUE,BORROWING & PROVISIONS,4009,"Equipment, Furniture & Materials",40302,ACCOMMODATION STRATEGY,09/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",GREENHAM TRADING LTD,33123,08/04/2024,42174732,197.45,999999,Unclassified,Unallocated,Unclassified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50052,BUILDING CLEANING MANAGEMENT,08/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",GREENHAM TRADING LTD,33123,08/04/2024,42174732,107.10,999999,Unclassified,Unallocated,Unclassified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50052,BUILDING CLEANING MANAGEMENT,08/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",GREENHAM TRADING LTD,33123,11/04/2024,42174732,401.93,999999,Unclassified,Unallocated,Unclassified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50052,BUILDING CLEANING MANAGEMENT,11/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",GREENHAM TRADING LTD,33123,11/04/2024,42174732,380.08,999999,Unclassified,Unallocated,Unclassified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50052,BUILDING CLEANING MANAGEMENT,11/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",GREENHAM TRADING LTD,33123,11/04/2024,42174732,334.51,999999,Unclassified,Unallocated,Unclassified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50052,BUILDING CLEANING MANAGEMENT,11/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",JAMES BURRELL LTD,33692,12/04/2024,42174732,172.38,999999,Unclassified,Unallocated,Unclassified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,12/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",JAMES BURRELL LTD,33692,12/04/2024,42174732,8.62,999999,Unclassified,Unallocated,Unclassified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,12/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",JAMES BURRELL LTD,33692,10/04/2024,42174732,6.80,999999,Unclassified,Unallocated,Unclassified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50950,HIA SERVICE,10/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",JAMES BURRELL LTD,33692,10/04/2024,42174732,34.74,999999,Unclassified,Unallocated,Unclassified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50950,HIA SERVICE,10/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",JAMES BURRELL LTD,33692,10/04/2024,42174732,17.11,999999,Unclassified,Unallocated,Unclassified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50950,HIA SERVICE,10/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",JAMES BURRELL LTD,33692,12/04/2024,42174732,4.34,999999,Unclassified,Unallocated,Unclassified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50950,HIA SERVICE,12/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",M B DISTRIBUTION CLEVELAND LTD.,34958,08/04/2024,42174732,5.61,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,08/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",M B DISTRIBUTION CLEVELAND LTD.,34958,09/04/2024,42174732,4.10,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,09/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",M B DISTRIBUTION CLEVELAND LTD.,34958,11/04/2024,42174732,26.42,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,11/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",M B DISTRIBUTION CLEVELAND LTD.,34958,11/04/2024,42174732,19.31,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,11/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",M B DISTRIBUTION CLEVELAND LTD.,34958,12/04/2024,42174732,244.72,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,12/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",M B DISTRIBUTION CLEVELAND LTD.,34958,12/04/2024,42174732,9.46,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,12/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",M B DISTRIBUTION CLEVELAND LTD.,34958,10/04/2024,42174732,197.27,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,10/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",M B DISTRIBUTION CLEVELAND LTD.,34958,12/04/2024,42174732,249.90,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,12/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",M B DISTRIBUTION CLEVELAND LTD.,34958,08/04/2024,42174732,281.50,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,08/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NORTHERN HEATING SPARES,35126,08/04/2024,42174732,14.57,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,08/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NORTHERN HEATING SPARES,35126,11/04/2024,42174732,38.97,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50938,HVE - CYCLICAL & LEGIONELLA,11/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NORTHERN HEATING SPARES,35126,10/04/2024,42174732,80.30,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50940,HVE - EXTERNAL WORK,10/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",SAINT-GOBAIN BLDG DIST LTD-T/A JEWSON,33158,08/04/2024,42174732,19.90,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,08/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",SAINT-GOBAIN BLDG DIST LTD-T/A JEWSON,33158,08/04/2024,42174732,19.95,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,08/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",SAINT-GOBAIN BLDG DIST LTD-T/A JEWSON,33158,08/04/2024,42174732,17.82,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,08/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",SAINT-GOBAIN BLDG DIST LTD-T/A JEWSON,33158,10/04/2024,42174732,87.84,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,10/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",SAINT-GOBAIN BLDG DIST LTD-T/A JEWSON,33158,10/04/2024,42174732,184.68,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,10/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",SAINT-GOBAIN BLDG DIST LTD-T/A JEWSON,33158,10/04/2024,42174732,336.04,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,10/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",SAINT-GOBAIN BLDG DIST LTD-T/A JEWSON,33158,10/04/2024,42174732,17.28,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,10/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",SCREWFIX DIRECT,33251,11/04/2024,42174732,62.49,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50236,GROUNDS - GENERAL,11/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",SCREWFIX DIRECT,33251,09/04/2024,42174732,2.84,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,09/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",SCREWFIX DIRECT,33251,11/04/2024,42174732,74.99,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,11/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",STOCKTON DECORATORS MERCHANTS,33267,11/04/2024,42174732,10.50,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,11/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",STOCKTON DECORATORS MERCHANTS,33267,11/04/2024,42174732,133.33,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,11/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",WOLSELEY UK LIMITED,33484,05/04/2024,42174732,20.68,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,05/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,11/04/2024,42174732,3.54,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,11/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,11/04/2024,42174732,5.82,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,11/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,10/04/2024,42174732,11.75,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,10/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,10/04/2024,42174732,6.25,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,10/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,10/04/2024,42174732,6.26,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,10/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,09/04/2024,42174732,18.55,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,09/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,09/04/2024,42174732,8.32,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,09/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,09/04/2024,42174732,110.17,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,09/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,09/04/2024,42174732,68.89,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,09/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,09/04/2024,42174732,21.60,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,09/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,09/04/2024,42174732,2.46,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,09/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,09/04/2024,42174732,1.33,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,09/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,11/04/2024,42174732,21.63,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50940,HVE - EXTERNAL WORK,11/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YESSS ELECTRICAL,63318,11/04/2024,42174732,6.95,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50940,HVE - EXTERNAL WORK,11/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",AMAZON PAYMENTS UK LTD,72070,30/04/2024,42174733,23.82,999999,Unclassified,Unallocated,Unclassified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50227,CFYA MANAGEMENT / COWPEN DEPOT,30/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ATF SUPPLIES,40690,30/04/2024,42174733,11.82,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,30/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ATF SUPPLIES,40690,30/04/2024,42174733,6.42,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,30/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BSS - STOCKTON,33687,29/04/2024,42174733,10.32,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,29/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CROSSLING LTD,33917,29/04/2024,42174733,25.14,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,29/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CROSSLING LTD,33917,30/04/2024,42174733,51.17,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,30/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CROSSLING LTD,33917,30/04/2024,42174733,118.37,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,30/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CROSSLING LTD,33917,30/04/2024,42174733,51.17,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,30/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CROSSLING LTD,33917,30/04/2024,42174733,5.03,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,30/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CROSSLING LTD,33917,30/04/2024,42174733,43.71,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50450,HVE - INTERNAL WORK,30/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CROSSLING LTD,33917,30/04/2024,42174733,170.74,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50940,HVE - EXTERNAL WORK,30/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CROSSLING LTD,33917,30/04/2024,42174733,121.79,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,30/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CROSSLING LTD,33917,29/04/2024,42174733,42.56,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,29/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CROSSLING LTD,33917,29/04/2024,42174733,10.66,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,29/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CROSSLING LTD,33917,30/04/2024,42174733,182.07,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,30/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CROSSLING LTD,33917,30/04/2024,42174733,145.76,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,30/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CROSSLING LTD,33917,30/04/2024,42174733,34.32,100000,Building Construction Materials,Not Classified,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50950,HIA SERVICE,30/04/2024,0,0,2024,202402,SBC
