Organisation Name,Organisation Code,Directorate / Service where expenditure Incurred,Supplier Name,Supplier ID,Payment Date,Transaction Number,Net Amount,Expenditure Proclass Code,Expenditure Proclass Category Level 1,Expenditure Proclass Category Level 2,Expenditure Proclass Category Level 3,Card Transaction Yes / No,Capital / Revenue,Service Division Label,Account Code,Account Code Description,Cost Centre Code,Cost Centre Description,Invoice Date,MCC Code,MCC Category,Ledger Year,Ledger Period,LA Short Name 
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PREMIER INN,,18/04/2024,42177684,69.15,,,,,yes,REVENUE,PARTNERSHIPS,4018,Room/Facility Hire,30882,ADOPTION TEES VALLEY,18/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PREMIER INN,,02/04/2024,42177684,75.82,,,,,yes,REVENUE,PARTNERSHIPS,4018,Room/Facility Hire,30882,ADOPTION TEES VALLEY,02/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,XENTRALL,PREMIER INN,,19/04/2024,42177684,727.96,,,,,yes,REVENUE,ICT AND DESIGN & PRINT,3001,Travel Costs - Staff,90070,ICT DEVELOPMENT COSTS,19/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",PREMIER INN,,23/04/2024,42177684,257.99,,,,,yes,REVENUE,COMMUNITY SAFETY & REGULATED SERVICES,4009,"Equipment, Furniture & Materials",50019,ENFORCEMENT,23/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PREMIER INN,,03/04/2024,42177684,47.50,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4009,"Equipment, Furniture & Materials",21133,FAMILY PLACEMENT TEAM,03/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PREMIER INN,,05/04/2024,42177684,126.65,,,,,yes,REVENUE,EARLY HELP AND SAFEGUARDING,3001,Travel Costs - Staff,21136,CHILDREN'S SOCIAL CARE SOUTH,05/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PREMIER INN,,18/04/2024,42177684,45.83,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4009,"Equipment, Furniture & Materials",30181,INDEPENDENT LIVING ALLOWANCES,18/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PREMIER INN,,16/04/2024,42177684,122.00,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4009,"Equipment, Furniture & Materials",30121,CIOC-SUPPORT,16/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PREMIER INN,,21/04/2024,42177684,97.47,,,,,yes,REVENUE,PARTNERSHIPS,4018,Room/Facility Hire,30187,TV EMERGENCY DUTY TEAM,21/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",PREMIER INN,,28/03/2024,42177684,234.98,,,,,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2021,Repairs and Maintenance,50380,VEHICLES,28/03/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",PREMIER INN,,28/03/2024,42177684,297.00,,,,,yes,REVENUE,HOUSING & FAIRER STOCKTON,4009,"Equipment, Furniture & Materials",50542,BED & BREAKFAST,28/03/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",PREMIERSEEDSDIRECT COM,,18/04/2024,42177684,15.75,,,,,yes,REVENUE,"CULTURE, LIBRARIES & EVENTS",4009,"Equipment, Furniture & Materials",50920,WATSON & BRIGHAM TEA ROOMS,18/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PRIMARK,,23/04/2024,42177684,8.00,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4009,"Equipment, Furniture & Materials",30754,AYTON PLACE,23/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PRIMARK,,12/04/2024,42177684,224.00,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4039,"Clothes, Uniform & Laundry",30754,AYTON PLACE,12/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PRIMARK,,24/04/2024,42177684,105.10,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4039,"Clothes, Uniform & Laundry",30100,TILERY / OAK VIEW HUB,24/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PRIMARK,,19/04/2024,42177684,86.00,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4039,"Clothes, Uniform & Laundry",30100,TILERY / OAK VIEW HUB,19/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PRIMARK,,14/04/2024,42177684,1.50,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4039,"Clothes, Uniform & Laundry",30098,ROSE HOUSE,14/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",PRIME VIDEO CHANNELS,,25/04/2024,42177684,6.99,,,,,yes,REVENUE,ADULT SERVICES,4009,"Equipment, Furniture & Materials",30238,1 LANARK CLOSE,25/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,Q PARK QUEEN SQUARE,,13/04/2024,42177684,4.40,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,3001,Travel Costs - Staff,30755,PIPERKNOWLE HOUSE,13/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,QR-CODE-GENERATOR COM,,17/04/2024,42177684,52.82,,,,,yes,REVENUE,RETAINED & DE-DELEGATED DSG,4030,Advertising / Publicity,20300,FREE NURSERY ENTITLEMENT (FNE),17/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,RCBC ON STREET PARKING,,20/04/2024,42177684,4.20,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,3001,Travel Costs - Staff,30755,PIPERKNOWLE HOUSE,20/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,RCH SERENATA FLOWERS,,23/04/2024,42177684,29.69,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4105,Breakfast Club & After School costs (SCHOOLS ONLY),27008,DURHAM LANE PRIMARY,23/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,RCH SERENATA FLOWERS,,23/04/2024,42177684,29.69,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4074,GEN OFFICE EXPENSES (SCHOOLS ONLY),27008,DURHAM LANE PRIMARY,23/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",REACH ADVERTISING,,03/04/2024,42177684,353.28,,,,,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4030,Advertising / Publicity,50248,VARIABLE / CAPITAL,03/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",REACH ADVERTISING,,04/04/2024,42177684,353.28,,,,,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4030,Advertising / Publicity,11503,NETWORK & TRAFFIC,04/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",REACH ADVERTISING,,11/04/2024,42177684,397.44,,,,,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4030,Advertising / Publicity,10033,HIGHWAY MAINTENANCE,11/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",REACH ADVERTISING,,05/04/2024,42177684,353.28,,,,,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4030,Advertising / Publicity,11503,NETWORK & TRAFFIC,05/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",REACH ADVERTISING,,15/04/2024,42177684,353.28,,,,,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4030,Advertising / Publicity,11503,NETWORK & TRAFFIC,15/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,RELIANCE SERVICE STATI,,12/04/2024,42177684,50.00,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4009,"Equipment, Furniture & Materials",30754,AYTON PLACE,12/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,RINGGO PARKING,,03/04/2024,42177684,1.80,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,3001,Travel Costs - Staff,30755,PIPERKNOWLE HOUSE,03/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,RINGGO PARKING,,29/03/2024,42177684,2.20,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4037,"Professional, Consultancy and Hired Services",30100,TILERY / OAK VIEW HUB,29/03/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,RIVER ISLAND 220,,13/04/2024,42177684,79.20,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4039,"Clothes, Uniform & Laundry",30100,TILERY / OAK VIEW HUB,13/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,RIVER ISLAND 363,,15/04/2024,42177684,98.50,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4039,"Clothes, Uniform & Laundry",30100,TILERY / OAK VIEW HUB,15/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ROBERT DYAS ECOM,,22/04/2024,42177684,310.94,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4009,"Equipment, Furniture & Materials",30121,CIOC-SUPPORT,22/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ROWLANDS PHARMACY,,19/04/2024,42177684,6.59,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4009,"Equipment, Furniture & Materials",30754,AYTON PLACE,19/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ROYAL CARS TEESID  CPT,,14/04/2024,42177684,10.70,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,3001,Travel Costs - Staff,30755,PIPERKNOWLE HOUSE,14/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ROYAL CARS TEESID  CPT,,14/04/2024,42177684,10.20,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,3001,Travel Costs - Staff,30755,PIPERKNOWLE HOUSE,14/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ROYAL MAIL GROUP,,16/04/2024,42177684,1.50,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4050,Mail Services,27030,MILL LANE PRIMARY,16/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SAFARI ZOO,,04/04/2024,42177684,4.78,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4009,"Equipment, Furniture & Materials",30755,PIPERKNOWLE HOUSE,04/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SAFARI ZOO,,04/04/2024,42177684,8.50,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4009,"Equipment, Furniture & Materials",30755,PIPERKNOWLE HOUSE,04/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SAINSBURYS LOCAL,,18/04/2024,42177684,2.92,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4013,Catering,30754,AYTON PLACE,18/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SAINSBURYS LOCAL,,05/04/2024,42177684,1.87,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4013,Catering,30754,AYTON PLACE,05/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SAINSBURYS LOCAL,,04/04/2024,42177684,2.58,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4013,Catering,30754,AYTON PLACE,04/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SAINSBURYS LOCAL,,16/04/2024,42177684,1.87,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4013,Catering,30754,AYTON PLACE,16/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SAINSBURYS LOCAL,,07/04/2024,42177684,4.96,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4013,Catering,30754,AYTON PLACE,07/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SAINSBURYS LOCAL,,22/04/2024,42177684,18.33,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4013,Catering,30754,AYTON PLACE,22/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SAINSBURYS LOCAL,,16/04/2024,42177684,3.46,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4013,Catering,30754,AYTON PLACE,16/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SAINSBURYS LOCAL,,22/04/2024,42177684,3.67,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4013,Catering,30754,AYTON PLACE,22/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SAINSBURYS LOCAL,,06/04/2024,42177684,3.87,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4013,Catering,30754,AYTON PLACE,06/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SAINSBURYS LOCAL,,19/04/2024,42177684,0.67,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4013,Catering,30754,AYTON PLACE,19/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",SAINSBURYS LOCAL,,15/04/2024,42177684,1.58,,,,,yes,REVENUE,ADULT SERVICES,4013,Catering,30511,CARERS SERVICES,15/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SAINSBURYS S MKTS,,11/04/2024,42177684,2.25,,,,,yes,REVENUE,PARTNERSHIPS,4009,"Equipment, Furniture & Materials",30882,ADOPTION TEES VALLEY,11/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SAINSBURYS S MKTS,,12/04/2024,42177684,64.27,,,,,yes,REVENUE,PARTNERSHIPS,3025,Vehicle Fuel,20471,MUSIC-GENERAL,12/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SAINSBURYS SMKT,,11/04/2024,42177684,5.40,,,,,yes,REVENUE,PARTNERSHIPS,4050,Mail Services,30882,ADOPTION TEES VALLEY,11/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SAVERS 2331 STOCKTON,,13/04/2024,42177684,6.98,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4009,"Equipment, Furniture & Materials",30100,TILERY / OAK VIEW HUB,13/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SAVERS HEALTH   BEAUTY,,11/04/2024,42177684,4.40,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4039,"Clothes, Uniform & Laundry",30098,ROSE HOUSE,11/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"FINANCE, DEVELOPMENT & REGEN",SCOOTERSOFTWARE COM,,12/04/2024,42177684,28.81,,,,,yes,REVENUE,STOCKTON ICT & XENTRALL,4021,ICT Costs,40157,ICT CONSUMABLES,12/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SCREWFIX DIR LTD,,04/04/2024,42177684,2.91,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4009,"Equipment, Furniture & Materials",30095,HARTBURN LODGE,04/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,SCREWFIX SPARES LTD,,24/04/2024,42177684,18.11,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,2021,Repairs and Maintenance,27178,NORTHFIELD,24/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SEABREEZE,,20/04/2024,42177684,40.67,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4013,Catering,30755,PIPERKNOWLE HOUSE,20/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",SECURITY INDUSTRY AUTH,,08/04/2024,42177684,276.00,,,,,yes,REVENUE,COMMUNITY SAFETY & REGULATED SERVICES,4009,"Equipment, Furniture & Materials",50006,SEC & SURV,08/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SHEIN COM,,21/04/2024,42177684,105.49,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4009,"Equipment, Furniture & Materials",30754,AYTON PLACE,21/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SHELL JEDBURGH,,21/04/2024,42177684,3.19,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4009,"Equipment, Furniture & Materials",30181,INDEPENDENT LIVING ALLOWANCES,21/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SHELL THORNABY WOO,,21/04/2024,42177684,5.42,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,2021,Repairs and Maintenance,30754,AYTON PLACE,21/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SHOWCASE TEESSIDE,,31/03/2024,42177684,15.50,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4009,"Equipment, Furniture & Materials",30755,PIPERKNOWLE HOUSE,31/03/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,SIMPLY FLOWERS,,28/03/2024,42177684,30.00,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27058,TILERY PRIMARY,28/03/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CONTROL ACCOUNTS,SKINNERGATE CYCLES,,19/04/2024,42177684,69.98,,,,,yes,REVENUE,PAYROLL,4009,"Equipment, Furniture & Materials",40372,NO LIMITS,19/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,SMARTY CO UK,,30/03/2024,42177684,6.00,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4074,GEN OFFICE EXPENSES (SCHOOLS ONLY),27030,MILL LANE PRIMARY,30/03/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,SMARTY CO UK,,12/04/2024,42177684,6.00,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4074,GEN OFFICE EXPENSES (SCHOOLS ONLY),27030,MILL LANE PRIMARY,12/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,SMARTY CO UK,,05/04/2024,42177684,8.00,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4074,GEN OFFICE EXPENSES (SCHOOLS ONLY),27030,MILL LANE PRIMARY,05/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",SMITHFIELD TIMBER LTD,,17/04/2024,42177684,36.67,,,,,yes,REVENUE,ADULT SERVICES,4009,"Equipment, Furniture & Materials",30255,ALLENSWAY,17/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SMITHFIELD TIMBER LTD,,05/04/2024,42177684,30.00,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4009,"Equipment, Furniture & Materials",30095,HARTBURN LODGE,05/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SMITHS PETS,,10/04/2024,42177684,18.00,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4009,"Equipment, Furniture & Materials",30100,TILERY / OAK VIEW HUB,10/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,SMYTHS TOYS,,28/03/2024,42177684,10.00,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,28/03/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,SMYTHS TOYS,,28/03/2024,42177684,10.00,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,28/03/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",SMYTHS TOYS,,17/04/2024,42177684,16.65,,,,,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50941,CREMATORIUM,17/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",SNAP ON FINANCE,,12/04/2024,42177684,75.60,,,,,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50380,VEHICLES,12/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SOUTHWAITE N E WH SMIT,,10/04/2024,42177684,8.37,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4009,"Equipment, Furniture & Materials",30181,INDEPENDENT LIVING ALLOWANCES,10/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SP DAALS CO UK,,12/04/2024,42177684,199.98,,,,,yes,REVENUE,CIOC & CARE EXPERIENCED,4009,"Equipment, Furniture & Materials",30098,ROSE HOUSE,12/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",SP DRINKSAFE UK,,17/04/2024,42177684,1750.00,,,,,yes,REVENUE,COMMUNITY SAFETY & REGULATED SERVICES,4009,"Equipment, Furniture & Materials",50019,ENFORCEMENT,17/04/2024,0,0,2024,202402,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",SP FARLAHC,,09/04/2024,42177684,-32.36,,,,,yes,REVENUE,ADULT SERVICES,4009,"Equipment, Furniture & Materials",30252,LD STOCKTON DAY SERVICES,09/04/2024,0,0,2024,202402,SBC
