Organisation Name,Organisation Code,Directorate / Service where expenditure Incurred,Supplier Name,Supplier ID,Payment Date,Transaction Number,Net Amount,Expenditure Proclass Code,Expenditure Proclass Category Level 1,Expenditure Proclass Category Level 2,Expenditure Proclass Category Level 3,Card Transaction Yes / No,Capital / Revenue,Service Division Label,Account Code,Account Code Description,Cost Centre Code,Cost Centre Description,Invoice Date,MCC Code,MCC Category,Ledger Year,Ledger Period,LA Short Name,BVACOP Group
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",D R CASWELL LTD,33054,05/02/2025,10652367,2236.00,100000,Building Construction Materials,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4039,"Clothes, Uniform & Laundry",50323,DOMESTIC/REFUSE COLL,08/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",ANTALIS LIMITED,36606,05/02/2025,10652368,2157.50,340000,Stationery,Not Classified,Not Classified,no,REVENUE,ADULT SERVICES,4036,Printing & Stationery,30252,LD STOCKTON DAY SERVICES,08/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CONTROL ACCOUNTS,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,58796,05/02/2025,10652376,5580.85,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,PAYROLL,4037,"Professional, Consultancy and Hired Services",40371,NHS FLEET SOLUTIONS - CAR LEASING,08/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CONTROL ACCOUNTS,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,58796,05/02/2025,10652376,1033.80,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,PAYROLL,4037,"Professional, Consultancy and Hired Services",40371,NHS FLEET SOLUTIONS - CAR LEASING,08/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",THYSSENKRUPP ENCASA,34786,05/02/2025,10652378,574.32,321311,Social Community Care Supplies & Services ,Supplies,Equipment,no,REVENUE,ADULT SERVICES,4037,"Professional, Consultancy and Hired Services",30015,OT EQUIPMENT & ADAPTATIONS,08/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,COMMUNITY SERVICES & TRANSPORT CAPITAL,RLS CONSTRUCTION (NE) LTD,79898,05/02/2025,10652388,2780.00,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,TRANSPORTATION,C201,CONTRACTOR PAYMENTS,C1927,STRUCTURAL PATCHING,08/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",D JONES CONSTRUCTION AND HAULAGE LTD,48895,05/02/2025,10652391,517.50,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,5016,PCB SubContract Work,50257,CORE,08/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",D JONES CONSTRUCTION AND HAULAGE LTD,48895,05/02/2025,10652392,1276.50,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,5016,PCB SubContract Work,50257,CORE,08/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ARK GROUP,78608,05/02/2025,10652393,1465.65,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,08/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",THYSSENKRUPP ENCASA,34786,05/02/2025,10652397,574.32,321311,Social Community Care Supplies & Services ,Supplies,Equipment,no,REVENUE,ADULT SERVICES,4037,"Professional, Consultancy and Hired Services",30015,OT EQUIPMENT & ADAPTATIONS,08/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",1ST COVERALL COMPANY LIMITED,65410,05/02/2025,10652398,1141.95,140000,Clothing,Not Classified,Not Classified,no,REVENUE,COMMUNITY SAFETY & REGULATED SERVICES,4039,"Clothes, Uniform & Laundry",50003,ONECALL,08/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING CAPITAL",ARCHITECTURAL BUILDING CONSULTANTS,33360,05/02/2025,10652400,805.00,391100,"Works - Construction, Repair & Maintenance",Buildings,Not Classified,no,CAPITAL,HOUSING,C610,PAYMENT OF CAPITAL GRANT,C5004,DISABLED FACILITY GRANTS,08/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PREFER HOMES,53808,06/02/2025,10652403,6232.00,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,21153,SUPPORTED ACCOMMODATION,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PREFER HOMES,53808,06/02/2025,10652404,6232.00,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,21153,SUPPORTED ACCOMMODATION,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PREFER HOMES,53808,06/02/2025,10652405,9708.00,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,21153,SUPPORTED ACCOMMODATION,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PREFER HOMES,53808,06/02/2025,10652406,11940.00,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,21153,SUPPORTED ACCOMMODATION,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PREFER HOMES,53808,06/02/2025,10652407,11940.00,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,21153,SUPPORTED ACCOMMODATION,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",METRO MOTELS LTD,63759,06/02/2025,10652409,2133.33,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,HOUSING & FAIRER STOCKTON,4037,"Professional, Consultancy and Hired Services",50542,BED & BREAKFAST,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",METRO MOTELS LTD,63759,06/02/2025,10652410,1166.67,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,HOUSING & FAIRER STOCKTON,4037,"Professional, Consultancy and Hired Services",50911,ROUGH SLEEPERS INITIATIVE,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,LOOM PSYCHOLOGY LTD,76391,06/02/2025,10652411,1400.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"EDUCATION, INCLUSION AND ACHEIVEMENT",4037,"Professional, Consultancy and Hired Services",20360,EDUCATIONAL PSYCHOLOGY,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,LOOM PSYCHOLOGY LTD,76391,06/02/2025,10652412,1400.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"EDUCATION, INCLUSION AND ACHEIVEMENT",4037,"Professional, Consultancy and Hired Services",20360,EDUCATIONAL PSYCHOLOGY,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,YOUNG FOUNDATIONS LTD,41622,06/02/2025,10652414,23483.78,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",J T DOVE LTD,33092,06/02/2025,10652415,2280.74,100000,Building Construction Materials,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50257,CORE,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ICL UK,33970,06/02/2025,10652419,10343.79,350000,Street & Traffic Management,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50250,WINTER MAINTENANCE,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",GREENBARNES LTD,53447,06/02/2025,10652422,1233.65,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50248,VARIABLE / CAPITAL,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"FINANCE, DEVELOPMENT & REGEN",CIPFA,33745,06/02/2025,10652423,842.84,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,FINANCE SERVICES,1701,"Recruitment, Retention & Training",40016,FINANCE SERVICES,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,CIVICA ELECTION SERVICES LIMITED,40605,06/02/2025,10652425,2189.78,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,DEMOCRATIC SERVICES,4037,"Professional, Consultancy and Hired Services",70054,INDIVIDUAL ELECTOR REGISTRATION,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELITE REFUSE LTD,75321,06/02/2025,10652426,4800.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3004,Vehicle Hire/Lease,50380,VEHICLES,09/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",MEON LTD,39791,06/02/2025,10652427,556.16,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50257,CORE,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",PREMIER PARTS SCOTLAND LTD,73924,06/02/2025,10652429,887.71,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50236,GROUNDS - GENERAL,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",PREMIER PARTS SCOTLAND LTD,73924,06/02/2025,10652430,1369.67,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50236,GROUNDS - GENERAL,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",PREMIER PARTS SCOTLAND LTD,73924,06/02/2025,10652431,1178.87,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50236,GROUNDS - GENERAL,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",YOUR NRG LTD,66099,06/02/2025,10652432,15085.21,381100,Vehicle Management,Fuel,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3025,Vehicle Fuel,50380,VEHICLES,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PREFER HOMES,53808,06/02/2025,10652434,6232.00,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,21153,SUPPORTED ACCOMMODATION,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",PETCH PROTECTION,61530,06/02/2025,10652435,917.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2021,Repairs and Maintenance,40338,FM RESPONSIVE REPAIRS & DANGEROUS BUILDINGS,09/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",FIRE DOOR TRAINING AND INSPECTION LIMITED,77102,07/02/2025,10652442,1400.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2021,Repairs and Maintenance,50450,HVE - INTERNAL WORK,10/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,XENTRALL,DELL CORPORATION LTD,34073,07/02/2025,10652445,5520.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,XENTRALL MANAGEMENT,4009,"Equipment, Furniture & Materials",90079,XENTRALL - LAPTOPS,10/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",SUEZ RECYCLING AND RECOVERY,33714,07/02/2025,10652448,359000.00,182000,Environmental Services,Waste Management,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,5014,Private Contractors,50525,WASTE-INCINERATOR/LANDFILL,10/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",SUEZ RECYCLING AND RECOVERY,33714,07/02/2025,10652449,15834.57,182000,Environmental Services,Waste Management,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,5014,Private Contractors,50525,WASTE-INCINERATOR/LANDFILL,10/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EASIBATHE / EASIACESS LTD,44364,07/02/2025,10652458,1271.17,321311,Social Community Care Supplies & Services ,Supplies,Equipment,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50950,HIA SERVICE,10/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,PHOENIX SOFTWARE LTD,35262,07/02/2025,10652461,570.96,271440,Information Communication Technology,Software,Not Classified,no,REVENUE,PROCUREMENT & GOVERNANCE,4021,ICT Costs,40071,PREMIUMS & FEES,10/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",CONSULT YO LTD,67554,07/02/2025,10652462,2685.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,4037,"Professional, Consultancy and Hired Services",30757,TEESWIDE SAFEGUARDING ADULTS TEAM,10/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",THYSSENKRUPP ENCASA,34786,07/02/2025,10652464,1069.38,321311,Social Community Care Supplies & Services ,Supplies,Equipment,no,REVENUE,ADULT SERVICES,4037,"Professional, Consultancy and Hired Services",30015,OT EQUIPMENT & ADAPTATIONS,10/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BREEDON TRADING LIMITED,73343,07/02/2025,10652468,624.76,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50257,CORE,12/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BREEDON TRADING LIMITED,73343,07/02/2025,10652471,1512.67,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50257,CORE,12/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",C G ROBINSON LTD,35476,07/02/2025,10652476,1600.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50236,GROUNDS - GENERAL,12/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",C G ROBINSON LTD,35476,07/02/2025,10652481,640.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50236,GROUNDS - GENERAL,12/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",C G ROBINSON LTD,35476,07/02/2025,10652483,954.93,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50257,CORE,12/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",C G ROBINSON LTD,35476,07/02/2025,10652483,636.62,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50257,CORE,12/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,LOOM PSYCHOLOGY LTD,76391,07/02/2025,10652485,1400.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"EDUCATION, INCLUSION AND ACHEIVEMENT",4037,"Professional, Consultancy and Hired Services",20360,EDUCATIONAL PSYCHOLOGY,12/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,CARITAS CARE LTD,64507,07/02/2025,10652487,6250.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30895,ADOPTION TEES VALLEY PROJECTS,13/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",SILKTIDE LTD,73195,07/02/2025,10652489,8757.73,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CUSTOMER SERVICES,4037,"Professional, Consultancy and Hired Services",40296,DIGITAL SERVICES,13/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,LOOM PSYCHOLOGY LTD,76391,07/02/2025,10652492,1400.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"EDUCATION, INCLUSION AND ACHEIVEMENT",4037,"Professional, Consultancy and Hired Services",20360,EDUCATIONAL PSYCHOLOGY,13/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FOREVER CARE- (NORTH EAST) SUPPORTED LIVING,69397,07/02/2025,10652494,22212.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,21153,SUPPORTED ACCOMMODATION,13/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PSYCHOLOGY DIRECT,67240,07/02/2025,10652495,1450.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"EDUCATION, INCLUSION AND ACHEIVEMENT",4037,"Professional, Consultancy and Hired Services",20360,EDUCATIONAL PSYCHOLOGY,13/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,OFSTED,49277,07/02/2025,10652501,3744.00,202100,Financial Services,Subscriptions,Not Classified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30098,ROSE HOUSE,13/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,OFSTED,49277,07/02/2025,10652502,4863.00,202100,Financial Services,Subscriptions,Not Classified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30096,OUR PLACE,13/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ELECTRIC CENTER,48144,07/02/2025,10652503,1732.23,100000,Building Construction Materials,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4501,PCB Materials,50939,HVE - INTERNAL PROJECTS & CAPITAL,13/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SECURED FOUNDATION CIC,79250,07/02/2025,10652505,700.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,21153,SUPPORTED ACCOMMODATION,13/01/2025,0,0,2024,202410,SBC,
