Organisation Name,Organisation Code,Directorate / Service where expenditure Incurred,Supplier Name,Supplier ID,Payment Date,Transaction Number,Net Amount,Expenditure Proclass Code,Expenditure Proclass Category Level 1,Expenditure Proclass Category Level 2,Expenditure Proclass Category Level 3,Card Transaction Yes / No,Capital / Revenue,Service Division Label,Account Code,Account Code Description,Cost Centre Code,Cost Centre Description,Invoice Date,MCC Code,MCC Category,Ledger Year,Ledger Period,LA Short Name,BVACOP Group 
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",WOODSIDE GRANGE CARE HOME,25680,22/01/2025,42245814,3774.08,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5023,NURSING BAND,30824,MH RESIDENTIAL & NURSING PLACEMENTS,21/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",WOODSIDE GRANGE CARE HOME,25680,22/01/2025,42245814,10008.00,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5020,NURSING LONG STAY,30824,MH RESIDENTIAL & NURSING PLACEMENTS,21/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",WOODSIDE GRANGE CARE HOME,25680,22/01/2025,42245815,31047.28,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5017,RESIDENTIAL LONG STAY,30822,LD RESIDENTIAL & NURSING PLACEMENTS,21/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",WOODSIDE GRANGE CARE HOME,25680,22/01/2025,42245815,3475.72,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5018,RESIDENTIAL SHORT STAY,30823,OP/PD RESIDENTIAL & NURSING PLACEMENTS,21/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",WYNYARD WOODS,25711,22/01/2025,42245816,9192.00,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5017,RESIDENTIAL LONG STAY,30823,OP/PD RESIDENTIAL & NURSING PLACEMENTS,21/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",WYNYARD WOODS,25711,22/01/2025,42245816,4527.43,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5017,RESIDENTIAL LONG STAY,30824,MH RESIDENTIAL & NURSING PLACEMENTS,21/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",HILL CARE LIMITED,25457,24/01/2025,42247486,26416.00,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5017,RESIDENTIAL LONG STAY,30824,MH RESIDENTIAL & NURSING PLACEMENTS,23/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",HILL CARE LIMITED,25457,24/01/2025,42247486,3336.00,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5017,RESIDENTIAL LONG STAY,30822,LD RESIDENTIAL & NURSING PLACEMENTS,23/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",HILL CARE LIMITED,25457,24/01/2025,42247486,37584.00,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5017,RESIDENTIAL LONG STAY,30823,OP/PD RESIDENTIAL & NURSING PLACEMENTS,23/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",HILL CARE LIMITED,25457,24/01/2025,42247486,12256.00,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5018,RESIDENTIAL SHORT STAY,30823,OP/PD RESIDENTIAL & NURSING PLACEMENTS,23/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",HILL CARE LIMITED,25457,24/01/2025,42247486,3336.00,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5025,Assessment (Community),30823,OP/PD RESIDENTIAL & NURSING PLACEMENTS,23/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",HILL CARE LIMITED,25457,24/01/2025,42247486,12390.86,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,ADULT SERVICES,5026,DISCHARGE SUPPORT,30823,OP/PD RESIDENTIAL & NURSING PLACEMENTS,23/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ACORN CARE FOSTERING LTD,64576,29/01/2025,42247603,1240.71,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,30/06/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ACORN CARE FOSTERING LTD,64576,29/01/2025,42247604,4231.50,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,01/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ACORN CARE FOSTERING LTD,64576,29/01/2025,42247605,4184.69,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,01/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,1267,29/01/2025,42247648,760.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20964,CIOC-CONNECTED PERSONS,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,COMPASS FOSTERING NORTH LTD,67011,29/01/2025,42247662,3239.50,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,01/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23819,29/01/2025,42247678,682.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20185,SPECIAL GUARDIANSHIP,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23673,29/01/2025,42247679,590.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21580,29/01/2025,42247690,561.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20964,CIOC-CONNECTED PERSONS,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FIVE RIVERS CHILD CARE LIMITED,52506,29/01/2025,42247705,3469.39,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,01/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FIVE RIVERS CHILD CARE LIMITED,52506,29/01/2025,42247706,3469.39,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,01/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FIVE RIVERS CHILD CARE LIMITED,52506,29/01/2025,42247707,2162.96,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,21007,STAYING PUT / SUPPORT LODGINGS,01/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23613,29/01/2025,42247710,543.24,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,21007,STAYING PUT / SUPPORT LODGINGS,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FOSTER CARE SOLUTIONS,62912,29/01/2025,42247711,566.10,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,28/08/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FOSTERING PEOPLE LIMITED,59644,29/01/2025,42247723,3472.13,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,19/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FOSTERING PEOPLE LIMITED,59644,29/01/2025,42247724,3436.70,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,19/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FOSTERING PEOPLE LIMITED,59644,29/01/2025,42247725,534.68,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,19/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FOSTERING PEOPLE LIMITED,59644,29/01/2025,42247726,4710.45,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,19/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FOSTERING PEOPLE LIMITED,59644,29/01/2025,42247727,4262.01,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,19/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FOSTERING PEOPLE LIMITED,59644,29/01/2025,42247728,534.68,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,19/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FOSTERING PEOPLE LIMITED,59644,29/01/2025,42247729,3988.29,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,19/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FOSTERING PEOPLE LIMITED,59644,29/01/2025,42247730,3888.15,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,19/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FOSTERING PEOPLE LIMITED,59644,29/01/2025,42247731,3988.29,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,19/12/2024,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21144,29/01/2025,42247742,574.95,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20185,SPECIAL GUARDIANSHIP,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,HANFORD HOMES LTD,21904,29/01/2025,42247754,676.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,21007,STAYING PUT / SUPPORT LODGINGS,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23966,29/01/2025,42247763,851.20,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20185,SPECIAL GUARDIANSHIP,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21079,29/01/2025,42247774,1193.50,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30462,SBC ADOPTION COSTS,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,1145,29/01/2025,42247793,619.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20964,CIOC-CONNECTED PERSONS,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21844,29/01/2025,42247801,661.63,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20185,SPECIAL GUARDIANSHIP,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,1125,29/01/2025,42247804,590.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23930,29/01/2025,42247875,1244.60,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20185,SPECIAL GUARDIANSHIP,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21304,29/01/2025,42247881,543.24,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,21007,STAYING PUT / SUPPORT LODGINGS,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21730,29/01/2025,42247882,712.68,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20185,SPECIAL GUARDIANSHIP,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,1248,29/01/2025,42247884,544.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20964,CIOC-CONNECTED PERSONS,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23342,29/01/2025,42247905,619.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21362,29/01/2025,42247910,748.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20964,CIOC-CONNECTED PERSONS,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23950,29/01/2025,42247929,961.50,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23454,29/01/2025,42247934,748.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23027,29/01/2025,42247940,882.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21120,29/01/2025,42247942,619.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20964,CIOC-CONNECTED PERSONS,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23236,29/01/2025,42247949,714.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21955,29/01/2025,42247954,619.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20964,CIOC-CONNECTED PERSONS,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21355,29/01/2025,42247958,917.71,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20964,CIOC-CONNECTED PERSONS,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23840,29/01/2025,42247961,695.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20964,CIOC-CONNECTED PERSONS,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23321,29/01/2025,42247966,510.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21909,29/01/2025,42247967,539.14,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20964,CIOC-CONNECTED PERSONS,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23327,29/01/2025,42247968,806.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23822,29/01/2025,42247970,765.10,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23094,29/01/2025,42247978,602.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,1158,29/01/2025,42247988,544.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23073,29/01/2025,42247989,806.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21110,29/01/2025,42247996,619.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,20964,CIOC-CONNECTED PERSONS,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21083,29/01/2025,42248004,821.42,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,6030,Care Services Clients,30434,CIOC-SBC FOSTERING,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21083,29/01/2025,42248004,1634.99,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,21530,29/01/2025,42248027,776.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30434,CIOC-SBC FOSTERING,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23482,29/01/2025,42248029,776.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30434,CIOC-SBC FOSTERING,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REDACTED - PERSONAL DATA,23822,29/01/2025,42248030,776.00,401303,Social Community Care Supplies & Services - Children,Residential services,Foster Care,no,REVENUE,CIOC and Care Leavers,5006,Payments to Voluntary Bodies,30434,CIOC-SBC FOSTERING,28/01/2025,0,0,2024,202410,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REACH-OUT CARE LTD,35407,29/01/2025,42248046,7506.34,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,31/10/2024,0,0,2024,202410,SBC,
