DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317419,997.2,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,CORNERSTONES GROUP LTD,06/02/2024,76623,317421,"1,580.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,CORNERSTONES GROUP LTD,06/02/2024,76623,317422,800,Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,CORNERSTONES GROUP LTD,06/02/2024,76623,317423,"1,580.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317424,997.2,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317425,"1,388.96",Agency Residential,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317426,747.9,Agency Residential,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317427,998,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317428,998,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317429,"1,252.16",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317430,"1,252.16",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317431,998,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317433,997.2,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317434,998,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317435,962.36,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317438,687.2,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317439,998,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317440,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317441,"1,358.40",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317442,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317444,"1,374.20",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317445,"1,370.16",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317446,687.2,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317447,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317448,998,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317449,"1,075.48",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317450,998,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317451,998,Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317454,642.86,Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317455,613.03,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317457,998,Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317458,"3,000.00",Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317459,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317460,798,Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317462,535.71,Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317464,653.9,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317465,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317466,"3,000.00",Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317467,641.57,Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,ACACIA LODGE,06/02/2024,76300,317469,"1,547.72",Central Adults (under 65) LD - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317470,798,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317472,798,Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317473,"3,000.00",Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317474,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317475,630.4,Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317476,798,Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317477,"3,000.00",Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317478,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317479,630.4,Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317480,798,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317481,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317482,"3,000.00",Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317484,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317485,"3,000.00",Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317486,798,Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317487,630.4,Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317488,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317489,"2,464.29",Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317490,798,Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317491,630.4,Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317492,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317493,798,Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317494,"3,000.00",Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317495,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317496,630.4,Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317497,798,Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317498,"3,000.00",Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317500,630.4,Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317502,"3,000.00",Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317504,630.4,Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317507,"3,000.00",Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317508,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317509,"3,000.00",Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317510,798,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317512,"-1,780.71",Agency Residential,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317513,"3,000.00",Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ACACIA LODGE,06/02/2024,76300,317515,630.4,Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317516,-998,Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317517,"2,100.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317518,"1,243.20",Central/East MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317520,"-2,104.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317522,-997.2,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317523,558.6,Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317524,"-1,728.29",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317526,"-2,104.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317529,"-2,104.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317530,"-2,104.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317531,997.2,Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317533,"-2,104.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317534,925.97,Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317535,"-2,104.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317536,997.2,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317537,997.2,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317538,997.2,Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317539,"-2,104.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317540,531.29,Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317542,"2,539.44",West OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317543,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317545,"1,851.94",Agency Residential,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317546,"-2,104.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317547,"-2,104.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317548,997.2,Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317550,"2,176.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,AXIOM SUPPORTED LIVING LIMITED,06/02/2024,76495,317551,"1,200.00",Housing Placements for Young People,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317552,"2,176.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,AXIOM SUPPORTED LIVING LIMITED,06/02/2024,76495,317553,"1,600.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,AXIOM SUPPORTED LIVING LIMITED,06/02/2024,76495,317554,"8,400.00",Housing Placements for Young People,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317555,"2,176.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317557,"-2,104.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317559,"2,176.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317560,"2,176.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317561,998,Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317563,"2,176.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,AXIOM SUPPORTED LIVING LIMITED,06/02/2024,76495,317564,"8,400.00",Housing Placements for Young People,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317565,"2,176.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,AXIOM SUPPORTED LIVING LIMITED,06/02/2024,76495,317566,"2,671.43",Housing Placements for Young People,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317567,"2,176.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317568,926.71,Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317569,"1,787.43",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317570,998,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,06/02/2024,76020,317571,998,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,AXIOM SUPPORTED LIVING LIMITED,06/02/2024,76495,317572,780,Housing Placements for Young People,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317573,"2,176.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317574,"2,176.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,AXIOM SUPPORTED LIVING LIMITED,06/02/2024,76495,317575,"2,240.00",Housing Placements for Young People,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,06/02/2024,76711,317576,"2,176.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,AXIOM SUPPORTED LIVING LIMITED,06/02/2024,76495,317577,"4,400.00",Housing Placements for Young People,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ARBORY RESIDENTIAL HOME,06/02/2024,76676,317578,"8,960.00",Central/East MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,AXIOM SUPPORTED LIVING LIMITED,06/02/2024,76495,317579,560,Housing Placements for Young People,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ASH VILLA CARE HOME,06/02/2024,75957,317580,"5,922.60",Ordinary Lives LD (under 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,AXIOM SUPPORTED LIVING LIMITED,06/02/2024,76495,317581,"4,400.00",Housing Placements for Young People,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ASH VILLA CARE HOME,06/02/2024,75957,317583,"5,660.68",Ordinary Lives LD (under 65) - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,AXIOM SUPPORTED LIVING LIMITED,06/02/2024,76495,317584,"8,400.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,HEALTHCARE SOLUTIONS 365 LTD,06/02/2024,76622,317585,"7,160.00",Housing Placements for Young People,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,06/02/2024,76273,317586,"3,439.04",East OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,AXIOM SUPPORTED LIVING LIMITED,06/02/2024,76495,317587,"2,042.86",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,HEALTHCARE SOLUTIONS 365 LTD,06/02/2024,76622,317588,"2,600.00",Housing Placements for Young People,40 - SME,SME
