DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NATIONWIDE CARE SERVICES,16/01/2024,70261,293193,645.76,South OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NATIONWIDE CARE SERVICES,16/01/2024,70261,293195,"1,347.52",Central Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NATIONWIDE CARE SERVICES,16/01/2024,70261,293196,"1,347.52",Central Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NATIONWIDE CARE SERVICES,16/01/2024,70261,293197,702.76,Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NATIONWIDE CARE SERVICES,16/01/2024,70261,293198,741.32,Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NATIONWIDE CARE SERVICES,16/01/2024,70261,293200,"1,000.24",Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NATIONWIDE CARE SERVICES,16/01/2024,70261,293201,"1,000.24",Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NATIONWIDE CARE SERVICES,16/01/2024,70261,293203,781.14,Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,NATIONWIDE CARE SERVICES,16/01/2024,70261,293204,723.52,Central OP (over 65) Sensory - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NATIONWIDE CARE SERVICES,16/01/2024,70261,293205,947.56,Central Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NATIONWIDE CARE SERVICES,16/01/2024,70261,293208,901.41,South Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NATIONWIDE CARE SERVICES,16/01/2024,70261,293209,901.41,South Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NATIONWIDE CARE SERVICES,16/01/2024,70261,293211,"1,190.00",South Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NATIONWIDE CARE SERVICES,16/01/2024,70261,293212,"1,190.00",South Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NATIONWIDE CARE SERVICES,16/01/2024,70261,293213,"1,060.08",Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NATIONWIDE CARE SERVICES,16/01/2024,70261,293217,539.84,South OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NATIONWIDE CARE SERVICES,16/01/2024,70261,293219,591.61,Central Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NATIONWIDE CARE SERVICES,16/01/2024,70261,293220,520.24,Central Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,NATIONWIDE CARE SERVICES,16/01/2024,70261,293222,520.24,South OP (over 65) Memory - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NATIONWIDE CARE SERVICES,16/01/2024,70261,293223,"1,167.48",South OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NATIONWIDE CARE SERVICES,16/01/2024,70261,293224,"1,167.48",South OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,16/01/2024,70265,293234,"1,663.47",South Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,16/01/2024,70265,293235,"1,681.49",South Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,VOYAGE LTD,16/01/2024,69878,293238,"4,418.40",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,VOYAGE LTD,16/01/2024,69878,293239,"2,685.76",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,VOYAGE LTD,16/01/2024,69878,293240,"6,185.76",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,VOYAGE LTD,16/01/2024,69878,293241,"2,872.80",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,16/01/2024,70474,293242,"1,083.92",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,LAM SERVICES LIMITED,16/01/2024,70403,293245,"1,428.88",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,LAM SERVICES LIMITED,16/01/2024,70403,293246,"3,151.80",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,LAM SERVICES LIMITED,16/01/2024,70403,293247,549.62,Central Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,LAM SERVICES LIMITED,16/01/2024,70403,293249,"1,176.08",Central Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,LAM SERVICES LIMITED,16/01/2024,70403,293250,"1,885.94",Central Adults (under 65) Sensory - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,16/01/2024,70474,293252,"1,048.77",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,16/01/2024,70474,293253,"1,048.77",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,16/01/2024,70474,293254,"1,398.36",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,16/01/2024,70474,293255,"1,398.36",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,EDEN SUPPORTED LIVING LTD,16/01/2024,70694,293256,"2,194.83",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,EDEN SUPPORTED LIVING LTD,16/01/2024,70694,293258,-672.84,Central Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,EDEN SUPPORTED LIVING LTD,16/01/2024,70694,293259,705.6,Central Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,EDEN SUPPORTED LIVING LTD,16/01/2024,70694,293260,"-1,177.48",Central Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,EDEN SUPPORTED LIVING LTD,16/01/2024,70694,293261,"1,254.02",Central Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,EDEN SUPPORTED LIVING LTD,16/01/2024,70694,293270,"-1,177.48",Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,EDEN SUPPORTED LIVING LTD,16/01/2024,70694,293271,"1,254.02",Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,EDEN SUPPORTED LIVING LTD,16/01/2024,70694,293275,940.8,Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,EDEN SUPPORTED LIVING LTD,16/01/2024,70694,293276,"2,508.04",Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,EDEN SUPPORTED LIVING LTD,16/01/2024,70694,293278,"2,352.00",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,EDEN SUPPORTED LIVING LTD,16/01/2024,70694,293279,"2,508.04",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,EDEN SUPPORTED LIVING LTD,16/01/2024,70694,293281,"5,975.20",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,EDEN SUPPORTED LIVING LTD,16/01/2024,70694,293282,"8,148.00",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,EDEN SUPPORTED LIVING LTD,16/01/2024,70694,293283,"4,888.80",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,EDEN SUPPORTED LIVING LTD,16/01/2024,70694,293284,"8,148.00",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,EDEN SUPPORTED LIVING LTD,16/01/2024,70694,293285,"1,881.60",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,EDEN SUPPORTED LIVING LTD,16/01/2024,70694,293286,"2,508.04",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,EDEN SUPPORTED LIVING LTD,16/01/2024,70694,293288,"2,469.60",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,EDEN SUPPORTED LIVING LTD,16/01/2024,70694,293289,"1,680.00",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,16/01/2024,70474,293290,645.76,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,16/01/2024,70474,293291,"1,176.08",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,16/01/2024,70474,293292,"1,176.08",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BWA HEALTH AND CARE SERVICES LTD,16/01/2024,69933,293293,650.16,West/South MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,16/01/2024,69933,293294,669.76,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,16/01/2024,69933,293295,"1,190.00",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,16/01/2024,69933,293296,888.48,Central Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,16/01/2024,69933,293297,799.96,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,16/01/2024,69933,293298,799.96,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,16/01/2024,69933,293301,956.92,West Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,16/01/2024,69933,293303,949.88,South Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,16/01/2024,69933,293304,799.96,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,16/01/2024,69933,293306,"1,320.20",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,16/01/2024,69933,293307,"1,710.10",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,16/01/2024,69933,293309,760.98,Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,16/01/2024,69933,293312,"1,287.24",West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,16/01/2024,69849,293317,754.14,East Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,16/01/2024,69849,293319,531.71,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,16/01/2024,69849,293329,781.8,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,16/01/2024,69849,293339,754.5,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,DERBYSHIRE CARE SERVICES,16/01/2024,69849,293351,997.29,West OP (over 65) Memory - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,DERBYSHIRE CARE SERVICES,16/01/2024,69849,293352,997.29,West OP (over 65) Memory - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,16/01/2024,69849,293357,585.27,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,DERBYSHIRE CARE SERVICES,16/01/2024,69849,293369,627.36,South Adults (under 65) Sensory - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,16/01/2024,69849,293371,795.06,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,16/01/2024,69849,293372,795.06,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,16/01/2024,69849,293377,544.62,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,16/01/2024,69849,293379,925.12,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DERBYSHIRE CARE SERVICES,16/01/2024,69849,293381,682.71,West/South MH Support OP (over 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,16/01/2024,69849,293385,572.67,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,16/01/2024,69849,293387,585.27,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,DERBYSHIRE CARE SERVICES,16/01/2024,69849,293390,585.27,Central Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,DERBYSHIRE CARE SERVICES,16/01/2024,69849,293392,877.8,South OP (over 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,BWA HEALTH AND CARE SERVICES LTD,16/01/2024,69933,293396,568.65,West OP (over 65) Memory - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,BWA HEALTH AND CARE SERVICES LTD,16/01/2024,69933,293398,613.76,West OP (over 65) Memory - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,16/01/2024,70474,293399,819.36,Central/East MH Support OP (over 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,ETIQUETTE RECRUITMENT AND STAFFING LTD,16/01/2024,70474,293410,819.36,East OP (over 65) Memory - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,16/01/2024,70265,293413,"1,730.24",South OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,16/01/2024,70265,293414,"1,730.24",South OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,TURNING POINT,16/01/2024,69894,293417,"1,344.44",West Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293419,"3,292.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293421,"1,568.45",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293423,"6,585.60",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293424,"6,585.60",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293425,"3,136.22",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293426,"1,411.20",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293428,"6,585.60",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293429,"3,136.22",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293432,"16,934.40",Preparing for Adulthood PD Support - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293433,"6,585.60",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293434,"2,352.00",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293435,"1,276.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293436,"6,585.60",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293437,"2,352.00",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293438,"1,276.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293439,"1,142.40",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293440,"6,585.60",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293445,"3,292.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,TURNING POINT,16/01/2024,69894,293447,"1,344.44",West Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293449,"6,585.60",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293450,"4,704.00",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293451,"1,612.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293452,940.8,Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TURNING POINT,16/01/2024,69894,293454,"6,585.60",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,TURNING POINT,16/01/2024,69894,293456,"1,008.00",Central Adults (under 65) LD - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,16/01/2024,70474,293458,587.24,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,16/01/2024,70474,293459,629.84,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,16/01/2024,70474,293460,629.84,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,16/01/2024,70474,293461,629.84,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,16/01/2024,70474,293462,629.84,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,LAM SERVICES LIMITED,16/01/2024,70403,293463,"1,711.52",West Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,LAM SERVICES LIMITED,16/01/2024,70403,293464,805,West Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,LAM SERVICES LIMITED,16/01/2024,70403,293465,"1,108.40",West Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,LAM SERVICES LIMITED,16/01/2024,70403,293466,"1,780.80",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,LAM SERVICES LIMITED,16/01/2024,70403,293467,820.04,Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,LAM SERVICES LIMITED,16/01/2024,70403,293468,"4,804.80",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,16/01/2024,70474,293470,551.24,East OP (over 65) Mental Health - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,16/01/2024,70474,293471,551.24,East OP (over 65) Mental Health - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,I CARE GB LTD,16/01/2024,70265,293472,558.96,Central OP (over 65) Memory - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,16/01/2024,70474,293477,902.96,East Adults (under 65) Physical - DP/Mgd,40 - SME,SME
