DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,LIVERSAGE COURT RESIDENTIAL HOME,17/10/2023,00044916,200491,"2,432.28",Central OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,ROSMEAD HEALTHCARE LTD,17/10/2023,00045765,200494,"2,307.36",Ordinary Lives LD (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,LIVERSAGE COURT RESIDENTIAL HOME,17/10/2023,00044916,200495,"2,432.28",Central OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,ROSMEAD HEALTHCARE LTD,17/10/2023,00045765,200496,"1,236.09",Ordinary Lives LD (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,LIVERSAGE COURT RESIDENTIAL HOME,17/10/2023,00044916,200497,"2,432.28",Central OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ASPEN HOUSE LTD,17/10/2023,00044909,200498,"1,091.04",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,LIVERSAGE COURT RESIDENTIAL HOME,17/10/2023,00044916,200500,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ASPEN HOUSE LTD,17/10/2023,00044909,200501,"2,178.48",Central/East MH PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ASPEN HOUSE LTD,17/10/2023,00044909,200503,562.48,Central/East MH PD Support (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,LIVERSAGE COURT RESIDENTIAL HOME,17/10/2023,00044916,200504,"2,207.39",West OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,LIVERSAGE COURT RESIDENTIAL HOME,17/10/2023,00044916,200505,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,MANOR FIELDS,17/10/2023,00044918,200507,"2,432.28",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ASPEN HOUSE LTD,17/10/2023,00044909,200508,"2,432.28",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,MANOR FIELDS,17/10/2023,00044918,200510,"2,432.28",Central/East MH PD Support (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ASPEN HOUSE LTD,17/10/2023,00044909,200512,"2,432.28",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ASPEN HOUSE LTD,17/10/2023,00044909,200513,"2,270.16",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ASPEN HOUSE LTD,17/10/2023,00044909,200515,"2,600.00",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,MANOR FIELDS,17/10/2023,00044918,200516,"2,632.60",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MANOR FIELDS,17/10/2023,00044918,200519,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ASPEN HOUSE LTD,17/10/2023,00044909,200520,"1,124.96",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,ASPEN HOUSE LTD,17/10/2023,00044909,200521,"2,432.28",Central OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ASPEN HOUSE LTD,17/10/2023,00044909,200522,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,MANOR FIELDS,17/10/2023,00044918,200523,"2,432.28",West OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,MANOR FIELDS,17/10/2023,00044918,200526,"2,432.28",West OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,ASPEN HOUSE LTD,17/10/2023,00044909,200527,"2,432.28",Central OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,ASPEN HOUSE LTD,17/10/2023,00044909,200528,"3,317.88",Central Adults (under 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MANOR FIELDS,17/10/2023,00044918,200529,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MANOR FIELDS,17/10/2023,00044918,200530,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ASPEN HOUSE LTD,17/10/2023,00044909,200531,"2,600.00",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MANOR FIELDS,17/10/2023,00044918,200532,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ASPEN HOUSE LTD,17/10/2023,00044909,200533,"1,575.24",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MANOR FIELDS,17/10/2023,00044918,200534,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ASPEN HOUSE LTD,17/10/2023,00044909,200535,"1,600.00",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MANOR FIELDS,17/10/2023,00044918,200536,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ASPEN HOUSE LTD,17/10/2023,00044909,200537,"1,400.00",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,CEDAR TREE CARE HOME,17/10/2023,00045109,200538,"3,344.84",West OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MANOR FIELDS,17/10/2023,00044918,200539,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MANOR FIELDS,17/10/2023,00044918,200540,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CEDAR TREE CARE HOME,17/10/2023,00045109,200541,"1,553.92",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MANOR FIELDS,17/10/2023,00044918,200543,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,CEDAR TREE CARE HOME,17/10/2023,00045109,200544,652.56,West OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MANOR FIELDS,17/10/2023,00044918,200545,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MANOR FIELDS,17/10/2023,00044918,200547,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,CEDAR TREE CARE HOME,17/10/2023,00045109,200548,"1,316.08",West OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MANOR FIELDS,17/10/2023,00044918,200549,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CEDAR TREE CARE HOME,17/10/2023,00045109,200550,"1,251.88",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,CEDAR TREE CARE HOME,17/10/2023,00045109,200551,"1,363.88",West OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,MANOR FIELDS,17/10/2023,00044918,200552,"1,824.20",Central OP (under 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,CEDAR TREE CARE HOME,17/10/2023,00045109,200554,"2,497.68",West OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,MANOR FIELDS,17/10/2023,00044918,200555,"2,432.28",Central OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,CEDAR TREE CARE HOME,17/10/2023,00045109,200556,"2,497.68",West OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,CEDAR TREE CARE HOME,17/10/2023,00045109,200558,"2,497.68",West OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CEDAR TREE CARE HOME,17/10/2023,00045109,200559,"2,497.68",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MANOR FIELDS,17/10/2023,00044918,200560,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,MANOR FIELDS,17/10/2023,00044918,200561,"2,432.28",West/South MH Memory Support (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CEDAR TREE CARE HOME,17/10/2023,00045109,200562,"2,770.53",East OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,MANOR FIELDS,17/10/2023,00044918,200563,"2,432.28",South OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CEDAR TREE CARE HOME,17/10/2023,00045109,200564,589.47,South OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,MANOR FIELDS,17/10/2023,00044918,200565,"2,432.28",South OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CEDAR TREE CARE HOME,17/10/2023,00045109,200566,"3,360.00",East OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,MANOR FIELDS,17/10/2023,00044918,200567,"2,432.28",South OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,MANOR FIELDS,17/10/2023,00044918,200569,658.15,Central OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,MANOR FIELDS,17/10/2023,00044918,200571,"2,632.60",Central OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CEDAR TREE CARE HOME,17/10/2023,00045109,200572,"3,920.00",East OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CEDAR TREE CARE HOME,17/10/2023,00045109,200574,"3,920.00",East OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MOUNT CARMEL HOUSE,17/10/2023,00044920,200575,"1,041.96",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CEDAR TREE CARE HOME,17/10/2023,00045109,200576,"3,920.00",East OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,MOUNT CARMEL HOUSE,17/10/2023,00044920,200577,"1,041.96",West OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CEDAR TREE CARE HOME,17/10/2023,00045109,200578,"3,920.00",East OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MOUNT CARMEL HOUSE,17/10/2023,00044920,200579,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,AVERY HOMES DERBY LTD,17/10/2023,00045390,200580,"2,432.28",West OP (over 65) Sensory - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,MOUNT CARMEL HOUSE,17/10/2023,00044920,200581,"2,432.28",West OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,AVERY HOMES DERBY LTD,17/10/2023,00045390,200582,"2,528.96",West OP (over 65) Sensory - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,MOUNT CARMEL HOUSE,17/10/2023,00044920,200583,"1,461.64",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200584,908.96,East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ROYAL MANOR NURSING HOME,17/10/2023,00044926,200585,"2,497.68",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200586,"2,932.28",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ROYAL MANOR NURSING HOME,17/10/2023,00044926,200587,"2,497.68",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200588,"2,432.28",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,ROYAL MANOR NURSING HOME,17/10/2023,00044926,200589,"1,919.04",Central OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,ROYAL MANOR NURSING HOME,17/10/2023,00044926,200592,"2,940.00",Central OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200593,"2,432.28",Central OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200594,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,ROYAL MANOR NURSING HOME,17/10/2023,00044926,200595,"2,497.68",Central OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200596,"2,432.28",Central OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ROYAL MANOR NURSING HOME,17/10/2023,00044926,200597,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200598,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ROYAL MANOR NURSING HOME,17/10/2023,00044926,200599,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200600,"2,432.28",Central OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ROYAL MANOR NURSING HOME,17/10/2023,00044926,200601,"3,800.00",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200602,"2,432.28",Central OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,ROYAL MANOR NURSING HOME,17/10/2023,00044926,200603,"2,497.68",Central OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ROYAL MANOR NURSING HOME,17/10/2023,00044926,200604,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200605,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,ROYAL MANOR NURSING HOME,17/10/2023,00044926,200606,"2,432.28",East OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200607,"2,432.28",Central OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ROYAL MANOR NURSING HOME,17/10/2023,00044926,200608,"1,600.00",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200609,"2,632.60",Central OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,ROYAL MANOR NURSING HOME,17/10/2023,00044926,200610,"2,432.28",Central OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200611,582.32,Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ROYAL MANOR NURSING HOME,17/10/2023,00044926,200612,"2,497.68",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ROYAL MANOR NURSING HOME,17/10/2023,00044926,200613,"2,020.64",Central/East MH PD Support (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200614,685.44,Central OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ROYAL MANOR NURSING HOME,17/10/2023,00044926,200615,"2,652.09",Central/East MH PD Support (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200620,685.44,Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200626,547.52,Central OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200627,"2,903.52",Central OP (under 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ROYAL MANOR NURSING HOME,17/10/2023,00044926,200628,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200629,"2,903.52",Central OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200630,"2,903.52",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ROYAL MANOR NURSING HOME,17/10/2023,00044926,200631,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ROYAL MANOR NURSING HOME,17/10/2023,00044926,200632,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200633,"2,249.16",Central OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200634,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,17/10/2023,00045137,200635,"1,216.14",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200636,"2,903.52",Central OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,17/10/2023,00045137,200638,"2,497.68",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200639,"2,234.12",East OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,17/10/2023,00045137,200640,"2,497.68",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200641,"1,708.44",East OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,17/10/2023,00045137,200642,"2,497.68",South Adults (under 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200643,"1,971.28",East OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,DOUGLAS COURT CARE HOME,17/10/2023,00045693,200644,"1,314.19",East OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,17/10/2023,00045137,200645,"2,497.68",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,HC ONE OVAL LTD,17/10/2023,00045137,200646,"3,596.80",West OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,17/10/2023,00045137,200647,"2,497.68",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,17/10/2023,00045137,200649,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ANDRIN HOUSE NURSING AND RESIDENTIAL HOME,17/10/2023,00045718,200651,"2,664.56",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,17/10/2023,00045137,200652,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ANDRIN HOUSE NURSING AND RESIDENTIAL HOME,17/10/2023,00045718,200653,"2,497.68",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,17/10/2023,00045137,200654,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,ANDRIN HOUSE NURSING AND RESIDENTIAL HOME,17/10/2023,00045718,200655,"2,432.28",East OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,17/10/2023,00045137,200656,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,ANDRIN HOUSE NURSING AND RESIDENTIAL HOME,17/10/2023,00045718,200657,"2,497.68",East OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ANDRIN HOUSE NURSING AND RESIDENTIAL HOME,17/10/2023,00045718,200658,"2,497.68",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,17/10/2023,00045137,200659,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ANDRIN HOUSE NURSING AND RESIDENTIAL HOME,17/10/2023,00045718,200660,"11,689.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,17/10/2023,00045137,200661,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,ANDRIN HOUSE NURSING AND RESIDENTIAL HOME,17/10/2023,00045718,200662,"2,432.28",West OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,17/10/2023,00045137,200663,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,ANDRIN HOUSE NURSING AND RESIDENTIAL HOME,17/10/2023,00045718,200664,"2,432.28",West OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,17/10/2023,00045137,200665,"2,230.07",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ANDRIN HOUSE NURSING AND RESIDENTIAL HOME,17/10/2023,00045718,200666,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,17/10/2023,00045137,200667,"2,497.68",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ANDRIN HOUSE NURSING AND RESIDENTIAL HOME,17/10/2023,00045718,200668,"2,432.28",West OP (Over 65) Physical - R/N,,SME
