DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CREATIVE SUPPORT LTD,15/08/2023,28697,133660,"7,056.00",Ordinary Lives LD Support (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CREATIVE SUPPORT LTD,15/08/2023,28697,133661,806.4,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CREATIVE SUPPORT LTD,15/08/2023,28697,133662,"1,558.68",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CREATIVE SUPPORT LTD,15/08/2023,28697,133663,"3,528.00",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CREATIVE SUPPORT LTD,15/08/2023,28697,133665,806.4,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CREATIVE SUPPORT LTD,15/08/2023,28697,133666,"1,558.68",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CREATIVE SUPPORT LTD,15/08/2023,28697,133667,"3,528.00",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CREATIVE SUPPORT LTD,15/08/2023,28697,133669,"7,056.00",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CREATIVE SUPPORT LTD,15/08/2023,28697,133670,788.92,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CREATIVE SUPPORT LTD,15/08/2023,28697,133671,"1,284.64",South Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CREATIVE SUPPORT LTD,15/08/2023,28697,133672,788.92,South Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CREATIVE SUPPORT LTD,15/08/2023,28697,133673,"6,492.64",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CREATIVE SUPPORT LTD,15/08/2023,28697,133674,788.92,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CREATIVE SUPPORT LTD,15/08/2023,28697,133676,"8,888.32",South Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CREATIVE SUPPORT LTD,15/08/2023,28697,133677,788.92,South Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133681,516.44,South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133682,516.44,South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133683,776.64,South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133684,"1,228.28",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133685,"1,228.28",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133688,"1,089.28",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133689,"1,089.28",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133690,"1,092.48",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133693,852.75,West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133694,520.24,South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133695,"1,398.36",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133697,848.84,West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133698,848.84,West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133699,645.76,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133704,652.46,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133705,"1,359.06",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133706,"1,427.74",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133707,767.04,South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133708,767.04,South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133709,"1,005.68",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133710,"1,005.68",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133711,853.8,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133712,843.72,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133714,549.44,West Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133716,"1,108.28",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133717,"1,108.28",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133718,563.64,Central OP (over 65) Memory - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133719,"1,287.24",West/South MH Support OP (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133720,"1,287.24",West/South MH Support OP (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133721,629.84,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133723,756.92,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133724,918.88,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133725,"1,200.44",West OP (over 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133728,"1,131.36",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133729,"1,339.12",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133730,"1,339.12",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133731,869.82,South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133732,"1,250.01",South OP (over 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133735,"1,060.08",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133736,"1,060.08",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133743,930.52,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133746,"1,203.64",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133747,"1,203.64",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133748,"1,314.76",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133749,546.24,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133752,732.56,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133753,521.24,West OP (over 65) Memory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133756,722.48,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133757,"1,355.92",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133758,"1,200.44",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133761,763.56,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133763,663.16,South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133764,"1,062.68",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133765,"1,062.68",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133766,549.44,West Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133773,708.8,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133774,500.85,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133777,894.92,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133778,927.32,West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133779,"1,064.68",West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133780,957.76,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133781,546.24,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133782,"1,287.24",South Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133783,"1,688.80",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133785,"1,152.80",Preparing for Adulthood PD Support - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133786,"1,152.80",Preparing for Adulthood PD Support - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133787,546.24,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133788,"1,287.24",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133789,"1,287.24",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133790,"1,000.24",West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133791,"1,618.40",West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133794,"1,025.84",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133795,"1,067.88",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133799,975.88,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133804,819.36,South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133805,546.36,South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133806,982.72,South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133809,683.6,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133811,"1,124.08",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133812,789.56,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133813,789.56,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133814,589.64,West Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133815,832.08,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,15/08/2023,28541,133816,832.08,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133818,608.8,Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133819,628.88,Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133825,963.48,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133826,"1,027.32",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133827,"2,209.20",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133828,"2,352.00",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133831,"1,027.32",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133832,"2,352.00",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133834,672,Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133835,"3,081.96",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133836,"9,072.00",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133837,991.2,Central Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133839,"1,075.20",Central Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133840,"1,092.00",Central Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133841,"1,024.55",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133843,"2,352.00",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133846,"2,352.00",South OP (over 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133847,"1,024.55",South OP (over 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133850,"2,352.00",South OP (over 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133851,"1,024.55",South OP (over 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133853,"4,972.80",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133854,"1,075.20",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133855,"1,024.83",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133856,"1,881.60",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133858,"1,142.40",Central Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133859,940.8,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133860,"1,027.32",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133861,"1,881.60",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133862,"4,972.80",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133863,"4,972.80",Ordinary Lives LD Support (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133864,"1,881.60",Ordinary Lives LD Support (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133865,"1,027.32",Ordinary Lives LD Support (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133866,"1,142.40",Ordinary Lives LD Support (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133867,"1,027.32",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,15/08/2023,28823,133868,"2,352.00",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
