DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,61928,263521,"1,628.55",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,61934,263522,"1,085.70",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST OAK GRANGE NURSERY AND PRIMARY SCHOOL,14/12/2023,62122,263523,"18,655.95",Nursery Education Grant,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,OAK HOUSE NURSERY LTD,14/12/2023,61900,263524,"29,639.61",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,61909,263525,"1,737.12",Nursery Education Grant,,Individual (Non Business)
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,62221,263526,922.85,Nursery Education Grant,,Individual (Non Business)
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,61908,263527,"1,085.70",Nursery Education Grant,,Individual (Non Business)
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE ORCHARD PRIVATE DAY NURSERY,14/12/2023,61783,263528,"43,428.00",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,OSMASTON DAY NURSERY LIMITED,14/12/2023,62310,263529,"19,022.19",Nursery Education Grant,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,61925,263531,"2,171.40",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,PLAYCORNER PRIVATE DAY NURSERY,14/12/2023,62200,263532,"10,314.15",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,PLAYDAYS OPPORTUNITY GROUP,14/12/2023,62202,263533,"12,557.93",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,62305,263534,"1,085.70",Nursery Education Grant,,Sole Trader
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,61808,263535,"8,142.75",Nursery Education Grant,,Sole Trader
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. REIGATE PARK PRIMARY ACADEMY,14/12/2023,62050,263536,"16,828.35",Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,RYDALE CHILDRENS NURSERY LTD,14/12/2023,62105,263537,"33,113.85",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,61834,263538,"5,428.50",Nursery Education Grant,,Individual (Non Business)
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SCALLYWAGS NURSERY LTD,14/12/2023,61952,263539,"35,936.67",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,61858,263540,"5,084.70",Nursery Education Grant,,Sole Trader
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,62257,263541,"1,085.70",Nursery Education Grant,,Individual (Non Business)
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHELTON LOCK PRESCHOOL,14/12/2023,61819,263542,"8,685.60",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,62016,263543,"3,257.10",Nursery Education Grant,,Sole Trader
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHINING STARS NURSERY,14/12/2023,61995,263544,"36,478.05",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SINFIN COMMUNITY CHILDCARE,14/12/2023,61792,263545,"21,171.15",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SINFIN COMMUNITY CHILDCARE,14/12/2023,61792,263546,"11,942.70",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST ST ALBANS (DSA),14/12/2023,62073,263547,"32,109.58",Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST ANDREWS PRE SCHOOL,14/12/2023,61727,263548,"14,304.10",Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST.,14/12/2023,62060,263549,"9,228.45",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST EDMUNDS PRESCHOOL CIC,14/12/2023,62001,263550,"7,599.90",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST.,14/12/2023,62072,263551,"20,214.06",Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST JOSEPHS PRESCHOOL,14/12/2023,61789,263552,"24,657.90",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,61862,263553,"1,411.41",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,61907,263554,"1,085.70",Nursery Education Grant,,Individual (Non Business)
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SUNNY DAYS NURSERY,14/12/2023,61972,263555,"17,009.30",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SUNNYHILL DAY NURSERY LIMITED,14/12/2023,62311,263556,"3,799.95",Nursery Education Grant,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,62023,263557,"4,053.28",Nursery Education Grant,,Sole Trader
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,61846,263558,"3,492.34",Nursery Education Grant,,Individual (Non Business)
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,COTTAGE PRIVATE  DAY NURSERY,14/12/2023,61745,263559,"31,811.01",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,COTTAGE PRIVATE DAY NURSERY,14/12/2023,61746,263560,"28,825.34",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE EARLY YEARS ACADEMY DERBY,14/12/2023,62176,263561,"19,692.65",Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE FARAWAY TREE DAY NURSERY LIMITED,14/12/2023,62058,263562,"13,896.96",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE LEARNING TREE DERBY CIC,14/12/2023,62216,263563,"12,743.93",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE ORANGE TREE DAY NURSERY DERBY LTD,14/12/2023,62063,263564,"21,218.53",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE ORCHARD GARDEN PRIVATE DAY NURSERY,14/12/2023,61782,263565,"24,428.25",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE WHITEHOUSE DAY NURSERY LTD,14/12/2023,61882,263566,"51,809.48",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,61852,263567,"4,976.13",Nursery Education Grant,,Individual (Non Business)
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,61851,263568,542.85,Nursery Education Grant,,Individual (Non Business)
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TOMMIES CHILDCARE LTD,14/12/2023,62084,263569,"21,770.10",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TINY TOTS PRIVATE DAY NURSERY,14/12/2023,62101,263570,"25,079.67",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TREETOPS OAKWOOD,14/12/2023,62239,263571,"25,513.95",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SILVER TREES DAY NURSERY,14/12/2023,61839,263572,"36,706.88",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. VILLAGE PRIMARY ACADEMY,14/12/2023,62051,263573,"39,085.20",Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,61842,263574,"1,085.70",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,WALTER EVANS CE PRIMARY,14/12/2023,61988,263575,"27,251.07",Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,61774,263576,"1,954.26",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,62187,263577,759.99,Nursery Education Grant,,Individual (Non Business)
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,61853,263578,"1,266.65",Nursery Education Grant,,Individual (Non Business)
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,WHITE HOUSE DAY NURSERY ALVASTON,14/12/2023,61911,263579,"32,724.70",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE WHITE HOUSE KIDS CLUB,14/12/2023,61802,263580,"18,022.62",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,62004,263581,"2,298.07",Nursery Education Grant,,Sole Trader
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,WONDERWORKS PRESCHOOL,14/12/2023,62132,263582,"5,076.36",Nursery Education Grant,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,WOODLANDS NURSERY,14/12/2023,61820,263583,"29,603.42",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,62061,263584,"1,628.55",Nursery Education Grant,,Sole Trader
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,61938,263586,"1,085.70",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,WYNDHAM PRIMARY ACADEMY,14/12/2023,61901,263587,"28,011.06",Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,14/12/2023,62007,263588,"2,171.40",Nursery Education Grant,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,CROWN CARS Derby LTD,14/12/2023,61873,263590,"2,261.00",Home To School Transport - SEN,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ICE HOTELS LTD T/A TYGER INN,14/12/2023,62295,263600,"1,040.00",Housing Options (Private),,Company
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,Digital Enablement & Automation,Digital Services,SPEECHWRITE LTD,14/12/2023,62079,263602,"2,161.11",Digital and Business Applications,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,CROWN CARS Derby LTD,14/12/2023,61873,263603,533.25,Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,14/12/2023,62133,263611,"1,572.66",Home To School Transport - SEN,,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,ICE HOTELS LTD T/A TYGER INN,14/12/2023,62295,263613,"3,520.00",Housing Options (Private),,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,14/12/2023,61871,263618,940.5,Home To School Transport - SEN,,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,ICE HOTELS LTD T/A TYGER INN,14/12/2023,62295,263620,"1,200.00",Housing Options (Private),,Company
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,14/12/2023,62237,263641,630,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,14/12/2023,62237,263647,630,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,14/12/2023,62237,263659,630,Housing Options (Private),,Sole Trader
Communities & Place,City Growth & Vibrancy,Regeneration and Economic Growth,Regeneration Projects,AMION CONSULTING LTD,14/12/2023,62039,263663,"6,852.50",Regeneration Projects,,Company
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,14/12/2023,62237,263666,630,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,14/12/2023,62237,263671,630,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,14/12/2023,62237,263675,630,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,14/12/2023,62237,263679,630,Housing Options (Private),,Sole Trader
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,14/12/2023,61881,263683,"1,136.44",Highways Maintenance Reactionary Works,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,14/12/2023,62237,263685,840,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,14/12/2023,62237,263689,630,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,14/12/2023,62237,263700,630,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,14/12/2023,62237,263707,630,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,14/12/2023,62237,263718,630,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,14/12/2023,62237,263730,560,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,14/12/2023,62237,263733,560,Housing Options (Private),,Sole Trader
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,14/12/2023,61987,263743,"47,753.86",East OP (Over 65) Physical - R/N,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,14/12/2023,62237,263754,840,Housing Options (Private),,Sole Trader
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,14/12/2023,62330,263772,720.8,West OP (over 65) Physical - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,14/12/2023,62330,263773,720.8,West OP (over 65) Physical - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,14/12/2023,62330,263774,720.8,West OP (over 65) Physical - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,14/12/2023,62330,263775,720.8,West OP (over 65) Physical - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,14/12/2023,62330,263777,720.8,West OP (over 65) Physical - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,14/12/2023,62330,263778,720.8,West OP (over 65) Physical - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,14/12/2023,62330,263779,720.8,West OP (over 65) Physical - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,14/12/2023,62330,263780,720.8,West OP (over 65) Physical - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,14/12/2023,62330,263781,720.8,West OP (over 65) Physical - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,14/12/2023,61968,263783,"1,300.60",West OP (over 65) Physical - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,14/12/2023,61955,263785,663.51,Central Adults (under 65) Physical - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,14/12/2023,61968,263786,650.3,West OP (over 65) Physical - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,14/12/2023,61955,263787,"1,081.12",Central Adults (under 65) Physical - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,14/12/2023,61955,263790,"1,081.12",Central Adults (under 65) Physical - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,14/12/2023,61955,263792,"1,081.12",Central Adults (under 65) Physical - DP/Mgd,,Individual (Non Business)
Communities & Place,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Parks & Outdoor Recreation,CITY SIGNS PRINT & DESIGN LTD.,14/12/2023,61886,263813,650,Pride Park,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,14/12/2023,62067,263823,"1,440.00",Home To School Transport - SEN,,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,KF SURFACING LTD,14/12/2023,62290,263830,"1,600.00",Highways Maintenance Works,,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,14/12/2023,61871,263849,"1,415.50",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Learning & Inclusion,Adult Learning - SFA,CPCAB,14/12/2023,61945,263871,"1,969.00",LLDD & Skills Curriculum,,SME
Communities & Place,City Sustainability,Highways Maintenance,Grounds Maintenance,HENTON AND CHATTELL LTD,14/12/2023,61755,263876,775.62,Grounds Maintenance,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,14/12/2023,61871,263898,"1,330.00",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,14/12/2023,61871,263902,"1,121.00",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,14/12/2023,62280,263903,507.6,Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,14/12/2023,62096,263904,"1,637.70",Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,14/12/2023,62214,263907,873,Home To School Transport - SEN,,Individual (Non Business)
Chief Executives,"Corporate Governance, Procurement & Property",Democracy & Elections,Democracy - Constitutional and Member Se,CENTRE FOR GOVERNANCE AND SCRUTINY,14/12/2023,62247,263910,"12,000.00",Democratic Services and Appeals,,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,Leisure,EAST MIDLANDS VENDING LTD,14/12/2023,62241,263915,990.31,Springwood Centre DSO,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ICE HOTELS LTD T/A TYGER INN,14/12/2023,62295,263918,"1,120.00",Housing Options (Private),,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,INSULATION AND ENVIRONMENTAL SERVICES LTD,14/12/2023,62223,263928,"2,073.90",Assembly Rooms Demolition,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,B & K PROPERTY SERVICES LTD,14/12/2023,61809,263931,"8,665.00",Repair & Maintenance Works,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,B & K PROPERTY SERVICES LTD,14/12/2023,61809,263932,543,Repair & Maintenance Works,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,B & K PROPERTY SERVICES LTD,14/12/2023,61809,263933,797,Repair & Maintenance Works,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,14/12/2023,62319,263942,"1,000.32",Home To School Transport - SEN,,Individual (Non Business)
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,EMCUS LTD,14/12/2023,61864,263948,"1,550.00",Rechargeable Work,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,STEPNELL LIMITED,14/12/2023,62261,263949,"7,783.09",Preliminary Design- Structural and Buildings at risk,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,SOLOPROTECT LIMITED,14/12/2023,61976,263950,"1,688.30",Repair & Maintenance Works,,SME
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,TEACHING PERSONNEL LTD.,14/12/2023,61721,263958,"4,362.79",Out of Authority Education Placements,,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Leisure - Management,Sales, Marketing &",DERBY CATHEDRAL CHAPTER,14/12/2023,61905,263971,"9,750.00",Derby Live - Sales and Information Centre,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,14/12/2023,61871,264478,"2,042.50",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,14/12/2023,61871,264584,"1,985.50",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,14/12/2023,61871,264940,"2,365.50",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,14/12/2023,61871,264943,"1,472.50",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Integrated Commissioning,GLOBAL TRANSLATION SERVICES,14/12/2023,62125,264947,853.58,Interpreting and Translation,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,14/12/2023,61871,264948,"1,415.50",Home To School Transport - SEN,,Sole Trader
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,ARCADIS UK LTD,14/12/2023,62059,264952,"4,857.02",TCF Tranche 2 - Public Realm: Public Transport (Public Realm,,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,14/12/2023,61871,264953,"1,045.00",Home To School Transport - SEN,,Sole Trader
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,VIVACITY LABS LIMITED,14/12/2023,62246,264955,"5,913.00",Future Transport Zone,,SME
Communities & Place,Communities,Streetpride,Cleansing,**WARD RECYCLING.,14/12/2023,61831,265020,908.5,Waste Transfer Station - London Road Depot,,SME
Communities & Place,Communities,Community Safety & Localities,Partnerships,GRAVITY DIGITAL LTD,14/12/2023,62163,265033,720,Domestic Abuse Duty,,SME
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,"Accommodation, Facilities and H&S",Connect Project,INSTANT OFFICES LIMITED,14/12/2023,62338,265048,"1,068.54",Sadler Bridge Studios,,Company
Communities & Place,City Sustainability,Highways Maintenance,Grounds Maintenance,LODGE TYRES CO LTD,14/12/2023,61935,265049,"1,640.75",Grounds Maintenance,,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,Leisure,INTER-COUNTY PARAMEDIC LTD,14/12/2023,61814,265054,747,Derby Multi Use Sports Arena,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,EXCLOOSIVE LTD,14/12/2023,62075,265056,"9,069.00",Parklife Strategic Footbal Hub,,SME
Chief Executives,Finance & Business Support,Business Support & Information Governance,Business Support,PERFECT COLOURS LIMITED,14/12/2023,62260,265058,719.89,Transactional Services,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,BEECHWOOD PARK,14/12/2023,61807,265067,"2,041.67",Housing Options (Private),,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,BEECHWOOD PARK,14/12/2023,61807,265068,"2,041.67",Housing Options (Private),,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,BEECHWOOD PARK,14/12/2023,61807,265069,"1,750.00",Housing Options (Private),,SME
Communities & Place,Public Protection and Streetride,"Environmental Protection, Housing Standa",Housing Standards,G2V RECRUITMENT GROUP LIMITED,14/12/2023,62069,265071,"1,850.00",Housing Standards,,SME
Communities & Place,City Sustainability,Climate & Environment,Parks & Outdoor Recreation,AMA SUPPLIES LTD,14/12/2023,61766,265080,700.8,Outdoor Amenities,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,SMARTPARC SEGRO SPONDON LIMITED,14/12/2023,62210,265093,"377,423.00",Smartparc,,SME
Communities & Place,Communities,Regulatory Services,Environmental Protection,A W LYMN,14/12/2023,61787,265106,"1,214.17",Burial/Crem N.A. Act 1948,,SME
Communities & Place,Communities,Streetpride,Refuse Collection,AMA SUPPLIES LTD,14/12/2023,61766,265125,"3,672.00",Refuse Collection,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,AFFINITY SUPPORTING PEOPLE,14/12/2023,62169,265147,"2,728.44",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
