DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,MGB CARE SERVICES,19/09/2023,37664,167037,"7,618.56",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,MGB CARE SERVICES,19/09/2023,37664,167038,"8,635.96",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,MGB CARE SERVICES,19/09/2023,37664,167039,"3,617.72",Central OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,MONARCH CONSULTANTS LIMITED,19/09/2023,38236,167041,"1,221.68",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CRAEGMOOR HEALTHCARE,19/09/2023,37691,167042,"1,604.60",West OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,HAREWOOD PARK NURSING HOME,19/09/2023,37597,167043,"3,541.16",Central OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,HEANOR PARK CARE HOME,19/09/2023,38560,167044,"5,740.00",East OP (over 65) Sensory - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,HEANOR PARK CARE HOME,19/09/2023,38560,167045,"5,348.00",South OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HEANOR PARK CARE HOME,19/09/2023,38560,167048,697.69,West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HEANOR PARK CARE HOME,19/09/2023,38560,167049,622.31,West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,HEATHCOTES M LTD,19/09/2023,38170,167050,"9,803.60",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,HEATHCOTES M LTD,19/09/2023,38169,167051,"7,205.72",Preparing for adulthood 18-24 LD ? R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,HEATHCOTES M LTD,19/09/2023,38169,167052,"11,474.12",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,HEATHCOTES M LTD,19/09/2023,38169,167053,"9,005.00",Preparing for Adulthood PD Support - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,HEATHCOTES CARE LTD,19/09/2023,37750,167054,"2,979.12",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,HEATHCOTES CARE LTD,19/09/2023,37750,167055,"9,967.12",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,POTENSIAL LTD,19/09/2023,38065,167056,"5,080.00",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HIGHFIELD COURT CARE COMPLEX,19/09/2023,37693,167057,"3,000.00",West Adults (under 65) Physical - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,HIGHFIELD COURT CARE COMPLEX,19/09/2023,37693,167058,"3,200.00",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,HIGHFIELD COURT CARE COMPLEX,19/09/2023,37693,167060,"4,810.40",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,HIGHFIELD COURT CARE COMPLEX,19/09/2023,37693,167061,"3,000.00",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,HIGHFIELD COURT CARE COMPLEX,19/09/2023,37693,167062,"3,436.12",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HILLSIDE CARE HOME JUPITER CARE LTD,19/09/2023,38679,167063,"3,352.00",Central OP (Over 65) Physical - R/N,,Company
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,HOWSON CARE CENTRE LTD,19/09/2023,37820,167064,"2,251.40",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ISLAND PLACE,19/09/2023,37766,167071,"6,010.77",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,JAMES COURT RESIDENTIAL HOME,19/09/2023,37817,167072,"2,288.84",Central OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,SERVOL COMMUNITY TRUST,19/09/2023,37626,167073,"3,080.68",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,RUSHCLIFFE CARE LTD JASMINE COURT,19/09/2023,37717,167074,"3,918.00",South OP (Over 65) Physical - R/N,,Company
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,RUSHCLIFFE CARE LTD JASMINE COURT,19/09/2023,37717,167075,"1,821.43",West/South MH Memory Support (over 65) - R/N,,Company
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,RUSHCLIFFE CARE LTD JASMINE COURT,19/09/2023,37717,167076,"2,040.00",West/South MH Memory Support (over 65) - R/N,,Company
Communities & Place,"Leisure, Culture and Tourism",Parks & Healthy Living,Healthy Living,FIRST AID SOLUTIONS,19/09/2023,37863,167086,800,NHS Pilot,,Sole Trader
Communities & Place,Public Protection and Streetride,Community Safety,Partnerships,THE ENTHUSIASM TRUST,19/09/2023,37670,167087,"1,000.00",Safer Streets Fund,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,ABBEY COURT RESIDENTIAL AND NURSING HOME,19/09/2023,37602,167090,"2,761.24",East OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,19/09/2023,37602,167091,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,19/09/2023,37602,167092,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,19/09/2023,37602,167094,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,19/09/2023,37602,167095,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,ABBEY COURT RESIDENTIAL AND NURSING HOME,19/09/2023,37602,167096,"2,432.28",West OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,19/09/2023,37602,167097,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,19/09/2023,37602,167098,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,19/09/2023,37602,167099,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,19/09/2023,37602,167100,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,19/09/2023,37602,167101,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,19/09/2023,37602,167102,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,19/09/2023,37602,167103,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,19/09/2023,37602,167104,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,ABBEY COURT RESIDENTIAL AND NURSING HOME,19/09/2023,37602,167105,"2,432.28",West OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,19/09/2023,37602,167106,"2,497.68",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,19/09/2023,37602,167108,"2,497.68",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,19/09/2023,37602,167110,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,19/09/2023,37602,167111,"2,497.68",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEYDALE,19/09/2023,37601,167112,"1,692.36",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,19/09/2023,37602,167113,"2,497.68",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,ABBEYDALE,19/09/2023,37601,167114,"1,692.36",West OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEYDALE,19/09/2023,37601,167115,"1,332.36",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,ABBEYDALE,19/09/2023,37601,167116,"2,497.68",West OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEYDALE,19/09/2023,37601,167117,"2,497.68",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEYDALE,19/09/2023,37601,167118,"2,497.68",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BROOKFIELDS PNH LTD,19/09/2023,37609,167119,552.16,Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BROOKFIELDS PNH LTD,19/09/2023,37609,167120,"3,656.80",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BROOKFIELDS PNH LTD,19/09/2023,37609,167121,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BROOKFIELDS PNH LTD,19/09/2023,37609,167122,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BROOKFIELDS PNH LTD,19/09/2023,37609,167123,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BROOKFIELDS PNH LTD,19/09/2023,37609,167124,"1,080.96",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,BROOKFIELDS PNH LTD,19/09/2023,37609,167125,"2,497.68",Central OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BROOKFIELDS PNH LTD,19/09/2023,37609,167127,783.48,Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CASTLE PARK NURSING HOME,19/09/2023,37610,167129,"2,084.81",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CASTLE PARK NURSING HOME,19/09/2023,37610,167130,"1,476.74",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CASTLE PARK NURSING HOME,19/09/2023,37610,167131,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BROOKFIELDS PNH LTD,19/09/2023,37609,167132,"2,497.68",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BROOKFIELDS PNH LTD,19/09/2023,37609,167133,"2,497.68",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BROOKFIELDS PNH LTD,19/09/2023,37609,167134,"1,159.12",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CASTLE PARK NURSING HOME,19/09/2023,37610,167135,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CASTLE PARK NURSING HOME,19/09/2023,37610,167137,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CASTLE PARK NURSING HOME,19/09/2023,37610,167138,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CASTLE PARK NURSING HOME,19/09/2023,37610,167139,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,CASTLE PARK NURSING HOME,19/09/2023,37610,167140,"2,432.28",Central OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CASTLE PARK NURSING HOME,19/09/2023,37610,167141,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CASTLE PARK NURSING HOME,19/09/2023,37610,167142,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CASTLE PARK NURSING HOME,19/09/2023,37610,167143,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CASTLE PARK NURSING HOME,19/09/2023,37610,167144,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CASTLE PARK NURSING HOME,19/09/2023,37610,167145,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CASTLE PARK NURSING HOME,19/09/2023,37610,167146,"2,432.28",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,CASTLE PARK NURSING HOME,19/09/2023,37610,167147,"2,432.28",Central OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CASTLE PARK NURSING HOME,19/09/2023,37610,167148,"2,497.68",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CASTLE PARK NURSING HOME,19/09/2023,37610,167151,521.2,East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,LANGDALE HEIGHTS,19/09/2023,37605,167152,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,LANGDALE HEIGHTS,19/09/2023,37605,167153,"2,497.68",Central OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,LANGDALE HEIGHTS,19/09/2023,37605,167155,"2,497.68",Central Adults (under 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,LANGDALE HEIGHTS,19/09/2023,37605,167156,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,LANGDALE HEIGHTS,19/09/2023,37605,167157,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,LANGDALE HEIGHTS,19/09/2023,37605,167158,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,LANGDALE HEIGHTS,19/09/2023,37605,167159,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LANGDALE HEIGHTS,19/09/2023,37605,167160,"3,161.24",West OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,LANGDALE HEIGHTS,19/09/2023,37605,167161,"3,771.43",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,LANGDALE HEIGHTS,19/09/2023,37605,167162,"2,200.00",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,LANGDALE HEIGHTS,19/09/2023,37605,167163,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,LANGDALE HEIGHTS,19/09/2023,37605,167164,"3,761.24",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,LANGDALE HEIGHTS,19/09/2023,37605,167167,"4,400.00",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,LANGDALE HEIGHTS,19/09/2023,37605,167169,"2,497.68",Central/East MH PD Support (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,LANGDALE HEIGHTS,19/09/2023,37605,167170,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,LANGDALE HEIGHTS,19/09/2023,37605,167172,"1,177.85",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,LANGDALE HEIGHTS,19/09/2023,37605,167173,"2,497.68",Central/East MH PD Support (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,LANGDALE HEIGHTS,19/09/2023,37605,167174,"1,570.47",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CLOVA HOUSE,19/09/2023,37611,167182,"2,432.28",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CLOVA HOUSE,19/09/2023,37611,167183,"2,600.00",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CLOVA HOUSE,19/09/2023,37611,167184,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CLOVA HOUSE,19/09/2023,37611,167185,"2,761.24",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,CLOVA HOUSE,19/09/2023,37611,167187,"2,600.00",South OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CLOVA HOUSE,19/09/2023,37611,167188,"2,761.24",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CLOVA HOUSE,19/09/2023,37611,167189,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,CLOVA HOUSE,19/09/2023,37611,167190,"2,600.00",South OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CLOVA HOUSE,19/09/2023,37611,167191,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,CLOVA HOUSE,19/09/2023,37611,167192,"2,432.28",South OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,LINDEN HOUSE,19/09/2023,37613,167193,"2,800.00",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,LINDEN HOUSE,19/09/2023,37613,167194,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,LINDEN HOUSE,19/09/2023,37613,167198,"2,432.28",West OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CLOVA HOUSE,19/09/2023,37611,167200,"2,432.28",South OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,LINDEN HOUSE,19/09/2023,37613,167203,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,LINDEN HOUSE,19/09/2023,37613,167204,"2,432.28",Central Adults (under 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,LINDEN HOUSE,19/09/2023,37613,167206,"2,432.28",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,LINDEN HOUSE,19/09/2023,37613,167208,868.67,East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,HOLLY TREE LODGE,19/09/2023,37612,167211,"2,432.28",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,HOLLY TREE LODGE,19/09/2023,37612,167212,"2,432.28",East OP (over 65) Sensory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HOLLY TREE LODGE,19/09/2023,37612,167214,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HOLLY TREE LODGE,19/09/2023,37612,167215,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HOLLY TREE LODGE,19/09/2023,37612,167220,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HOLLY TREE LODGE,19/09/2023,37612,167221,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HOLLY TREE LODGE,19/09/2023,37612,167222,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,HOLLY TREE LODGE,19/09/2023,37612,167223,"2,432.28",Central OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,HOLLY TREE LODGE,19/09/2023,37612,167224,"2,432.28",Central OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,HOLLY TREE LODGE,19/09/2023,37612,167225,"2,432.28",Central OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,HOLLY TREE LODGE,19/09/2023,37612,167227,"2,432.28",Central OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,HOLLY TREE LODGE,19/09/2023,37612,167228,"2,432.28",Central OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,HOLLY TREE LODGE,19/09/2023,37612,167229,"2,432.28",Central OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HOLLY TREE LODGE,19/09/2023,37612,167230,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,HOLLY TREE LODGE,19/09/2023,37612,167231,720,Central OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HOLLY TREE LODGE,19/09/2023,37612,167232,"2,512.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,19/09/2023,37818,167234,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,19/09/2023,37818,167236,"2,432.28",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,19/09/2023,37818,167237,"2,432.28",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,19/09/2023,37818,167239,"1,455.56",East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,19/09/2023,37818,167240,"2,432.28",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,19/09/2023,37818,167241,"2,497.68",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,19/09/2023,37818,167242,"2,497.68",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,19/09/2023,37818,167244,"2,497.68",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,19/09/2023,37818,167245,"2,497.68",East OP (Over 65) Physical - R/N,,SME
