DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,THE SPINNIES,14/11/2023,00052753,231636,"2,168.92",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,TRAFALGAR CARE HOME,14/11/2023,00053814,231637,"2,432.28",South OP (Over 65) Physical - R/N,,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,MIDSHIRES HEALTHCARE LIMITED,14/11/2023,00052627,231638,"5,303.60",Preparing for adulthood 18-24 LD ? R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MIDSHIRES HEALTHCARE LIMITED,14/11/2023,00052627,231639,"1,948.64",Central/East MH Memory Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,MIDSHIRES HEALTHCARE LIMITED,14/11/2023,00052627,231640,"3,978.24",Central OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MIDSHIRES HEALTHCARE LIMITED,14/11/2023,00052627,231641,"1,628.00",West/South MH PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,MIDSHIRES HEALTHCARE LIMITED,14/11/2023,00052627,231642,"4,476.00",South OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,MIDSHIRES HEALTHCARE LIMITED,14/11/2023,00052627,231643,"16,100.00",South Adults (under 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MIDSHIRES HEALTHCARE LIMITED,14/11/2023,00052627,231644,"1,760.00",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MIDSHIRES HEALTHCARE LIMITED,14/11/2023,00052627,231645,"1,760.00",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TYNEFIELD CARE LTD,14/11/2023,00053333,231646,"2,678.92",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,TYNEFIELD CARE LTD,14/11/2023,00053333,231647,"3,350.08",Ordinary Lives LD Support (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,TYNEFIELD CARE LTD,14/11/2023,00053333,231648,"3,978.24",Central Adults (under 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,TYNEFIELD CARE LTD,14/11/2023,00053333,231649,"4,400.00",Central Adults (under 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,TYNEFIELD CARE LTD,14/11/2023,00053333,231650,"2,721.96",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,TYNEFIELD CARE LTD,14/11/2023,00053333,231651,"4,000.00",South OP (under 65) Sensory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,TYNEFIELD CARE LTD,14/11/2023,00053333,231652,"7,537.68",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,TYNEFIELD CARE LTD,14/11/2023,00053333,231653,"2,271.04",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,TYNEFIELD CARE LTD,14/11/2023,00053333,231654,"1,779.72",Central/East MH PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,TYNEFIELD CARE LTD,14/11/2023,00053333,231655,"2,688.00",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,TYNEFIELD CARE LTD,14/11/2023,00053333,231656,"2,678.92",West Adults (under 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,TYNEFIELD CARE LTD,14/11/2023,00053333,231657,"17,712.00",South OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,ACHIEVE TOGETHER LIMITED,14/11/2023,00053668,231658,942.80,West OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,ACHIEVE TOGETHER LIMITED,14/11/2023,00053668,231659,"5,654.92",West OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,WALKDEN MANOR CARE HOME LTD,14/11/2023,00053760,231660,"1,936.54",South OP (Over 65) Physical - R/N,,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,WALKDEN MANOR CARE HOME LTD,14/11/2023,00053760,231661,"3,012.40",South OP (Over 65) Physical - R/N,,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,WALKDEN MANOR CARE HOME LTD,14/11/2023,00053760,231662,"3,012.40",South OP (Over 65) Physical - R/N,,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,WALKDEN MANOR CARE HOME LTD,14/11/2023,00053760,231663,"3,012.40",South OP (Over 65) Physical - R/N,,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,WEST HALLAM RESIDENTIAL HOME,14/11/2023,00052709,231665,"2,790.76",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WEST HALLAM RESIDENTIAL HOME,14/11/2023,00052709,231667,"2,497.68",Central/East MH Sensory Support (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,WHITWELL PARK,14/11/2023,00052682,231670,"3,140.12",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,WHITWELL PARK,14/11/2023,00052682,231671,"4,692.60",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,WHITWELL PARK,14/11/2023,00052682,231672,"6,137.16",Central OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,WHITWELL PARK,14/11/2023,00052682,231673,"1,950.52",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WILLOWBECK HEALTH CARE LTD,14/11/2023,00052687,231674,"2,319.56",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WILLOWBECK HEALTH CARE LTD,14/11/2023,00052687,231675,"3,954.68",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WILLOWBECK HEALTH CARE LTD,14/11/2023,00052687,231676,"5,188.48",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BANK HOUSE CARE HOMES LTD,14/11/2023,00053066,231677,"3,780.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,PORTLAND CARE 4 LTD,14/11/2023,00053766,231678,"1,371.00",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,PORTLAND CARE 4 LTD,14/11/2023,00053766,231679,"7,881.04",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WOODEND CARE HOME,14/11/2023,00053210,231680,"3,865.84",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WOODEND CARE HOME,14/11/2023,00053210,231681,"2,704.16",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,WOODHALL PARK NURSING HOME,14/11/2023,00052646,231684,"1,979.92",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,WOODLANDS NURSING HOME,14/11/2023,00053596,231685,"2,999.64",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,VOYAGE CARE LTD,14/11/2023,00052908,231687,"6,058.56",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,YARNINGDALE HEALTHCARE,14/11/2023,00052945,231688,"3,665.76",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,YARNINGDALE HEALTHCARE,14/11/2023,00052945,231689,"9,199.52",South Adults (under 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,YARNINGDALE HEALTHCARE,14/11/2023,00052945,231690,"3,359.20",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,ACACIA LODGE,14/11/2023,00053092,231691,"1,547.72",Central Adults (under 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,14/11/2023,00053514,231692,"2,104.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,14/11/2023,00053514,231693,"2,539.44",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,14/11/2023,00053514,231694,"1,243.20",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ARBORY RESIDENTIAL HOME,14/11/2023,00053479,231699,"8,960.00",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ASH VILLA CARE HOME,14/11/2023,00052762,231700,"5,922.60",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ASH VILLA CARE HOME,14/11/2023,00052762,231701,"5,660.68",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ASH VILLA CARE HOME,14/11/2023,00052762,231702,"1,221.84",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,14/11/2023,000731,231703,"3,316.22",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,14/11/2023,000731,231704,"2,465.64",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,14/11/2023,000731,231705,"3,439.04",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,14/11/2023,000731,231706,"2,556.96",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,14/11/2023,000731,231707,"3,439.04",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,14/11/2023,000731,231708,"2,556.96",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,14/11/2023,000731,231709,"3,439.04",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,14/11/2023,000731,231710,"2,556.96",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,14/11/2023,000731,231711,"3,439.04",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,14/11/2023,000731,231712,"2,556.96",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,14/11/2023,000731,231713,"3,439.04",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,14/11/2023,000731,231714,"2,556.96",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,14/11/2023,000731,231715,"3,439.04",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,14/11/2023,000731,231716,"2,556.96",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,14/11/2023,000731,231717,"3,439.04",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,14/11/2023,000731,231718,"2,556.96",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,ASHFIELD SPECIALIST CARE LIMITED,14/11/2023,00053296,231719,"3,963.24",Central OP (under 65) Sensory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ASHFIELD SPECIALIST CARE LIMITED,14/11/2023,00053296,231720,"2,800.00",East OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ASHFIELDS,14/11/2023,00052612,231721,"1,904.00",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ASHFIELDS,14/11/2023,00052612,231722,881.52,West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ASHFIELDS,14/11/2023,00052612,231723,"2,999.64",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SUNBREEZE HEALTHCARE LTD,14/11/2023,00053229,231724,"2,169.32",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BEARWARDCOTE HALL,14/11/2023,00052741,231725,631.48,West OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BEARWARDCOTE HALL,14/11/2023,00052741,231726,"1,983.60",West OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,RAVENSWOOD RESIDENTIAL CARE NORSACA,14/11/2023,00052642,231727,"4,430.64",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,ELMCARE LTD,14/11/2023,00052691,231728,"4,036.44",East OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ELMCARE LTD,14/11/2023,00052691,231729,"4,036.44",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ELMCARE LTD,14/11/2023,00052691,231730,"4,933.40",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ELMCARE LTD,14/11/2023,00052691,231731,"4,036.44",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,ELMCARE LTD,14/11/2023,00052691,231732,"4,036.44",South OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,HC ONE OVAL LTD,14/11/2023,00052854,231733,"2,173.32",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,14/11/2023,00052738,231734,"4,200.00",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,14/11/2023,00052738,231735,"4,763.24",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,14/11/2023,00052738,231736,"5,121.16",Ordinary Lives LD (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,BROOMHOUSE,14/11/2023,00052738,231737,"2,400.00",East OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,14/11/2023,00052738,231738,"2,697.72",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,14/11/2023,00052738,231739,"4,200.00",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,14/11/2023,00052738,231740,"3,000.00",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,14/11/2023,00052738,231741,"3,548.00",Ordinary Lives LD Support (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,14/11/2023,00052738,231742,"2,775.00",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,MGB CARE SERVICES,14/11/2023,00052679,231743,"6,778.76",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,MGB CARE SERVICES,14/11/2023,00052679,231744,"6,171.44",Ordinary Lives LD (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,MGB CARE SERVICES,14/11/2023,00052679,231745,"1,796.88",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,14/11/2023,00053151,231746,"2,570.40",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,14/11/2023,00053151,231747,"1,713.60",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,14/11/2023,00053151,231748,"1,713.60",West/South MH Memory Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,14/11/2023,00053151,231749,"2,570.40",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,14/11/2023,00053151,231750,"2,416.16",West/South MH PD Support (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,14/11/2023,00053151,231751,"2,760.00",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,DALE TOPCO LTD,14/11/2023,00053151,231752,"2,570.40",Central OP (over 65) Sensory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,DALE TOPCO LTD,14/11/2023,00053151,231753,"2,570.40",South OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,14/11/2023,00053151,231754,"4,600.00",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,14/11/2023,00053151,231755,"4,691.20",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CANAL VUE,14/11/2023,00053439,231756,"2,452.80",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CANAL VUE,14/11/2023,00053439,231757,"1,147.20",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CASTLE DONINGTON NH,14/11/2023,00052666,231758,"1,500.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,CASTLE DONINGTON NH,14/11/2023,00052666,231759,"3,600.00",South OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,CAXTON LODGE,14/11/2023,00052772,231760,"5,564.52",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,CEDAR COURT NURSING HOME YOUR HEALTH LTD,14/11/2023,00052644,231761,"2,423.68",Ordinary Lives MH Support (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,LIME TREE CARE LTD,14/11/2023,00053501,231762,"6,200.00",Central OP (over 65) Sensory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,CYGNET LEARNING DISABILITIES MIDLANDS LIMITED,14/11/2023,00053259,231763,"7,522.60",Central Adults (under 65) LD - R/N,,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,COXBENCH HALL,14/11/2023,00052617,231764,"2,072.00",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ELIZABETH FITZROY HOMES,14/11/2023,00052572,231766,"6,741.56",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DEVONSHIRE COURT,14/11/2023,00052788,231767,"1,842.08",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,DERBY ROAD CARE HOME,14/11/2023,00052721,231768,"10,208.40",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,DERBY ROAD CARE HOME,14/11/2023,00052721,231769,"10,487.80",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,WINSLOW COURT LTD,14/11/2023,00053594,231770,"14,347.12",Preparing for adulthood 18-24 LD ? R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,WINSLOW COURT LTD,14/11/2023,00053594,231771,"13,844.96",Preparing for adulthood 18-24 LD ? R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MINSTER CARE GROUP,14/11/2023,00053411,231772,"2,096.08",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FULLWOOD HOUSE ACH LTD,14/11/2023,00052997,231774,"3,206.52",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FULLWOOD HOUSE ACH LTD,14/11/2023,00052997,231776,"3,000.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FULLWOOD HOUSE ACH LTD,14/11/2023,00052997,231777,"3,000.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FULLWOOD HOUSE ACH LTD,14/11/2023,00052997,231778,"3,000.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FULLWOOD HOUSE ACH LTD,14/11/2023,00052997,231779,"3,000.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FULLWOOD HOUSE ACH LTD,14/11/2023,00052997,231780,535.71,West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FULLWOOD HOUSE ACH LTD,14/11/2023,00052997,231781,"2,464.29",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FULLWOOD HOUSE ACH LTD,14/11/2023,00052997,231782,"3,000.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FULLWOOD HOUSE ACH LTD,14/11/2023,00052997,231783,"3,000.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FULLWOOD HOUSE ACH LTD,14/11/2023,00052997,231784,"1,500.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FULLWOOD HOUSE ACH LTD,14/11/2023,00052997,231785,"1,500.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FULLWOOD HOUSE ACH LTD,14/11/2023,00052997,231786,"4,259.62",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FULLWOOD HOUSE ACH LTD,14/11/2023,00052997,231787,"1,500.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FULLWOOD HOUSE ACH LTD,14/11/2023,00052997,231788,"4,587.28",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FULLWOOD HOUSE ACH LTD,14/11/2023,00052997,231789,"1,500.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FULLWOOD HOUSE ACH LTD,14/11/2023,00052997,231790,"4,587.28",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ROYAL MENCAP SOCIETY,14/11/2023,00052766,231792,767.23,Ordinary Lives LD Support (under 65) - DP/Mgd,,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ROYAL MENCAP SOCIETY,14/11/2023,00052766,231797,"1,513.40",Ordinary Lives LD Support (under 65) - DP/Mgd,,Company
Corporate Resources,Property,Strategic Asset Management,Strategic Asset Management,RESTORE HARROW GREEN,14/11/2023,00053523,231799,995.00,Property Rationalisation Costs,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ROYAL MENCAP SOCIETY,14/11/2023,00052766,231805,"2,303.00",Ordinary Lives LD Support (under 65) - DP/Mgd,,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ROYAL MENCAP SOCIETY,14/11/2023,00052766,231809,767.23,Ordinary Lives LD Support (under 65) - DP/Mgd,,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ROYAL MENCAP SOCIETY,14/11/2023,00052766,231812,"1,513.40",Ordinary Lives LD Support (under 65) - DP/Mgd,,Company
