DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,25/07/2023,24440,114191,"1,000.00",Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,25/07/2023,24242,114193,"1,000.00",Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,25/07/2023,23803,114200,"1,000.00",Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,25/07/2023,24629,114209,"1,000.00",Fostering Allowances,,Individual (Non Business)
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ANNEFIELD HOUSE LTD,25/07/2023,23997,114318,"1,380.00",Central/East MH Support OP (over 65) - R/N,,Company
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,ANNEFIELD HOUSE LTD,25/07/2023,23997,114319,"1,459.36",West OP (under 65) Mental Health - R/N,,Company
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ANNEFIELD HOUSE LTD,25/07/2023,23997,114320,"1,060.48",West/South MH Support Adults (under 65) - R/N,,Company
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ANNEFIELD HOUSE LTD,25/07/2023,23997,114321,960,Central/East MH Support Adults (under 65) - R/N,,Company
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ANNEFIELD HOUSE LTD,25/07/2023,23997,114324,"1,920.00",West/South MH LD Support (over 65) - R/N,,Company
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ANNEFIELD HOUSE LTD,25/07/2023,23997,114325,"1,820.00",West/South MH Support Adults (under 65) - R/N,,Company
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ANNEFIELD HOUSE LTD,25/07/2023,23997,114326,"1,700.00",Central/East MH Support Adults (under 65) - R/N,,Company
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ANNEFIELD HOUSE LTD,25/07/2023,23997,114327,"1,160.00",Central/East MH Support Adults (under 65) - R/N,,Company
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ANNEFIELD HOUSE LTD,25/07/2023,23997,114328,"1,700.00",Central/East MH Support Adults (under 65) - R/N,,Company
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ANNEFIELD HOUSE LTD,25/07/2023,23997,114329,"1,700.00",Central/East MH Support Adults (under 65) - R/N,,Company
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ANNEFIELD HOUSE LTD,25/07/2023,23997,114330,"1,700.00",Central/East MH Support Adults (under 65) - R/N,,Company
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ANNEFIELD HOUSE LTD,25/07/2023,23997,114331,"2,600.00",West/South MH Support Adults (under 65) - R/N,,Company
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ANNEFIELD HOUSE LTD,25/07/2023,23997,114332,"1,928.57",Central/East MH Support Adults (under 65) - R/N,,Company
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ANNEFIELD HOUSE LTD,25/07/2023,23997,114333,"3,000.00",Central/East MH Support Adults (under 65) - R/N,,Company
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,INDEPENDENT HOMES LTD,25/07/2023,24453,114334,"1,925.52",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,RETHINK MENTAL ILLNESS,25/07/2023,23975,114335,"2,597.68",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,RETHINK MENTAL ILLNESS,25/07/2023,23975,114336,"2,563.16",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,RETHINK MENTAL ILLNESS,25/07/2023,23975,114337,"2,295.72",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,RETHINK MENTAL ILLNESS,25/07/2023,23975,114338,"2,600.56",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DERWENT VIEW RESIDENTIAL HOME,25/07/2023,23834,114339,"9,376.28",Preparing for adulthood 18-24 LD ? R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DERWENT VIEW RESIDENTIAL HOME,25/07/2023,23834,114340,"9,139.52",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DERWENT VIEW RESIDENTIAL HOME,25/07/2023,23834,114341,"10,342.76",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DERWENT VIEW RESIDENTIAL HOME,25/07/2023,23834,114342,"8,645.32",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DERWENT VIEW RESIDENTIAL HOME,25/07/2023,23834,114343,"7,831.32",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DERWENT VIEW RESIDENTIAL HOME,25/07/2023,23834,114344,"9,866.28",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE 2 LTD,25/07/2023,23970,114345,"7,270.40",Ordinary Lives LD (under 65) - R/N,,Company
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE 2 LTD,25/07/2023,23970,114346,"7,157.96",Ordinary Lives LD (under 65) - R/N,,Company
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE 2 LTD,25/07/2023,23970,114347,"9,109.36",Ordinary Lives LD (under 65) - R/N,,Company
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,VOYAGE 2 LTD,25/07/2023,23971,114348,"8,843.60",East OP (Over 65) LD - R/N,,Company
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE 1 LTD,25/07/2023,23969,114349,"8,163.32",Ordinary Lives LD (under 65) - R/N,,Company
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE 2 LTD,25/07/2023,23970,114350,"5,295.88",Ordinary Lives LD (under 65) - R/N,,Company
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LARWOOD HOUSE,25/07/2023,24160,114351,"5,752.00",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LARWOOD HOUSE,25/07/2023,24160,114352,"4,832.00",Central OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HEATHCOTES DERBY,25/07/2023,24220,114353,"6,759.72",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HEATHCOTES DERBY,25/07/2023,24220,114354,"2,702.40",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,HEATHCOTES DERBY,25/07/2023,24220,114355,"9,402.96",South Adults (under 65) LD - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,HEATHCOTES M LTD,25/07/2023,24311,114359,"4,187.84",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HEATHCOTES M LTD,25/07/2023,24311,114360,"13,952.60",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,HEATHCOTES DERBY,25/07/2023,24221,114361,"6,697.32",Preparing for adulthood 18-24 LD ? R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,HEATHCOTES DERBY,25/07/2023,24221,114362,"7,605.92",Ordinary Lives LD - Shared Lives,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,HEGARTY CARE LIMITED,25/07/2023,24334,114363,"3,725.00",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,HEGARTY CARE LIMITED,25/07/2023,24334,114364,"12,250.00",East OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,HEGARTY CARE LIMITED,25/07/2023,24334,114365,"12,389.48",West Adults (under 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,LEONARD CHESHIRE DISABILITY,25/07/2023,24293,114366,"5,165.24",Central Adults (under 65) Physical - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CYGNET NW LTD,25/07/2023,24290,114367,"9,524.80",Preparing for adulthood 18-24 LD ? R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CYGNET NW LTD,25/07/2023,24290,114368,"12,294.28",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,MCMORROW HOUSE,25/07/2023,24656,114370,"7,410.00",Preparing for adulthood 18-24 LD ? R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,PROGRESS ADULT LIVING SERVICE,25/07/2023,24743,114371,"11,024.00",Preparing for adulthood 18-24 LD ? R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROGRESS ADULT LIVING SERVICE,25/07/2023,24743,114372,"9,146.88",Central Adults (under 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,OAKLANDS DERBY,25/07/2023,24769,114373,"2,159.00",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,OAKLANDS DERBY,25/07/2023,24769,114374,"2,531.56",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,OPTIONS AUTISM 6 LTD,25/07/2023,24217,114375,"8,168.64",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE LTD,25/07/2023,23769,114376,"6,820.56",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE 2 LTD,25/07/2023,23971,114377,"7,908.28",Ordinary Lives LD (under 65) - R/N,,Company
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,SCOTIA HEALTH CARE LIMITED,25/07/2023,24732,114378,"3,117.40",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,SAINT ELKAS LIMITED,25/07/2023,24838,114379,"2,566.00",West/South MH Support Adults (under 65) - R/N,,Company
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,SCOTIA HEALTH CARE LIMITED,25/07/2023,24732,114383,"8,350.18",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,ACHIEVE TOGETHER LIMITED,25/07/2023,24724,114384,"6,688.68",East OP (over 65) Sensory - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,ACHIEVE TOGETHER LIMITED,25/07/2023,24724,114385,"5,043.28",Ordinary Lives Sensory Support (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,ACHIEVE TOGETHER LIMITED,25/07/2023,24724,114386,"3,065.72",Ordinary Lives Sensory Support (under 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,FAIRWAY VIEW CAREHOME,25/07/2023,24713,114387,537.6,Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,FAIRWAY VIEW CAREHOME,25/07/2023,24713,114388,"2,852.00",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,RETHINK MENTAL ILLNESS,25/07/2023,23975,114389,"2,476.76",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114390,"2,497.68",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,THE VILLAS CARE HOMES LTD,25/07/2023,24050,114391,"2,610.80",Central OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114392,"2,761.24",East OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,THE VILLAS CARE HOMES LTD,25/07/2023,24050,114393,"1,180.00",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,THE VILLAS CARE HOMES LTD,25/07/2023,24050,114395,"2,577.60",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114396,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114397,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,THE VILLAS CARE HOMES LTD,25/07/2023,24050,114398,"3,086.08",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114399,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,THE VILLAS CARE HOMES LTD,25/07/2023,24050,114400,"2,428.60",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,THE VILLAS CARE HOMES LTD,25/07/2023,24050,114401,"2,130.36",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114402,"2,432.28",West OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,THE VILLAS CARE HOMES LTD,25/07/2023,24050,114403,"1,864.08",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114404,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,AUTONOMY HEALTHCARE LTD,25/07/2023,24157,114405,"15,176.68",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114406,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114407,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,AUTONOMY HEALTHCARE LTD,25/07/2023,24157,114408,"2,847.56",West/South MH Memory Support (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114409,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114411,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,VINEGAR HOUSE,25/07/2023,23865,114412,"1,822.44",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114413,"2,432.28",West OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,VINEGAR HOUSE,25/07/2023,23865,114414,"1,700.00",West OP (under 65) Mental Health - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114415,"2,497.68",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,VINEGAR HOUSE,25/07/2023,23865,114417,"2,031.08",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,VINEGAR HOUSE,25/07/2023,23865,114419,812,West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114420,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114421,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,WARING CLOSE,25/07/2023,24149,114422,"7,827.28",Preparing for adulthood 18-24 LD ? R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114423,"2,497.68",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,WARING CLOSE,25/07/2023,24149,114425,"1,366.20",Preparing for adulthood 18-24 LD ? R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114426,"2,497.68",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,WESTERN HOUSE,25/07/2023,23954,114428,"2,362.16",Central/East MH PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114429,"2,497.68",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,WESTERN HOUSE,25/07/2023,23954,114430,"2,362.16",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114431,"1,541.06",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,WESTERN HOUSE,25/07/2023,23954,114432,"2,466.72",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,WESTERN MOUNT LODGE,25/07/2023,23750,114435,"1,171.12",Central OP (under 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,WESTERN MOUNT LODGE,25/07/2023,23750,114436,902.88,Central OP (under 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114437,"2,271.04",West OP (Over 65) Physical - R/N,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,25/07/2023,23915,114438,"2,673.50",Home To School Transport - SEN,,Sole Trader
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,WESTERN MOUNT LODGE,25/07/2023,23750,114440,"1,789.52",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114441,"2,271.04",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,WESTERN MOUNT LODGE,25/07/2023,23750,114442,"2,326.44",Central/East MH PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,WESTERN MOUNT LODGE,25/07/2023,23750,114444,"2,881.56",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CRAEGMOOR WIGGINTON COTTAGE,25/07/2023,24328,114446,"15,603.56",Preparing for adulthood 18-24 LD ? R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,BARCLAY STREET,25/07/2023,24547,114448,"9,158.84",Preparing for adulthood 18-24 LD ? R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,WESTERN MOUNT LODGE,25/07/2023,23750,114450,"3,129.20",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114451,"2,271.04",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114452,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CLOVA HOUSE,25/07/2023,23728,114453,"2,600.00",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,VOYAGE LTD,25/07/2023,23769,114454,"4,564.12",South OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CLOVA HOUSE,25/07/2023,23728,114456,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114457,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114458,729.98,West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CRAEGMOOR WIGGINTON COTTAGE,25/07/2023,24328,114459,"9,969.68",Preparing for adulthood 18-24 LD ? R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114460,"1,216.14",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CLOVA HOUSE,25/07/2023,23728,114461,"2,432.28",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ASPIRE HEALTH AND CARE,25/07/2023,24229,114462,980,West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114463,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEY COURT RESIDENTIAL AND NURSING HOME,25/07/2023,23719,114465,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,CLOVA HOUSE,25/07/2023,23728,114466,"2,600.00",South OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,CLOVA HOUSE,25/07/2023,23728,114468,"2,600.00",South OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,ABBEYDALE,25/07/2023,23718,114469,"1,692.36",West OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CLOVA HOUSE,25/07/2023,23728,114470,"2,761.24",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEYDALE,25/07/2023,23718,114471,"1,332.36",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CLOVA HOUSE,25/07/2023,23728,114472,"2,600.00",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ABBEYDALE,25/07/2023,23718,114473,"1,692.36",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CLOVA HOUSE,25/07/2023,23728,114476,"2,761.24",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,ABBEYDALE,25/07/2023,23718,114477,"2,497.68",West OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CLOVA HOUSE,25/07/2023,23728,114478,"2,432.28",South OP (Over 65) Physical - R/N,,SME
