Body Name,Body,Service Division,Expense Type,Date Paid,Transaction Ref,Invoice Amount,Supplier Name
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Other Miscellaneous Expenses,18/06/2024,30034739,"3,750.00 ",“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Other Miscellaneous Expenses,18/06/2024,30034742,"1,800.00 ",“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Other Miscellaneous Expenses,18/06/2024,30034780,240.00 ,Waste Away Clearance Service
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Other Miscellaneous Expenses,18/06/2024,30034874,"1,100.00 ",Waste Away Clearance Service
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Building Control,Agency Staff,18/06/2024,30034880,"1,977.75 ",BRG Interim Solutions Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Climate Change and Environment,Professional Fees,18/06/2024,30034860,"59,819.84 ",Yes Energy Solutions
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Climate Change and Environment,Professional Fees,18/06/2024,30034873,"52,279.40 ",Yes Energy Solutions
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Professional and Contractors Fees,18/06/2024,30034881,"1,650.00 ",The Engaging People Company
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Shared Management,18/06/2024,30034856,"2,750.29 ",South Holland District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Other Miscellaneous Expenses,18/06/2024,30034729,625.00 ,“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Other Miscellaneous Expenses,18/06/2024,30034739,"3,750.00 ",“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Other Miscellaneous Expenses,18/06/2024,30034742,"1,800.00 ",“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Other Miscellaneous Expenses,18/06/2024,30034780,240.00 ,Waste Away Clearance Service
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Other Miscellaneous Expenses,18/06/2024,30034874,"1,100.00 ",Waste Away Clearance Service
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Information Technology,Computer Software Licence Costs,18/06/2024,30034814,"14,248.84 ",Public Sector Partnership Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Information Technology,Mobile Phones,18/06/2024,30034794,"3,096.28 ",Vodafone Ltd Corporate
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Information Technology,Mobile Phones,18/06/2024,30034807,401.56 ,Public Sector Partnership Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Gas,18/06/2024,30035210,895.40 ,Espo Gas and Electricity
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Gas,18/06/2024,30035213,588.57 ,Espo Gas and Electricity
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,18/06/2024,30034803,695.00 ,Latus Group (UK) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,18/06/2024,30034809,995.00 ,Latus Group (UK) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Water and Sewerage Charges,18/06/2024,30034846,"4,907.07 ",Wave Anglian Water Business National Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Agency Staff,18/06/2024,30034759,720.00 ,The One Group
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Rent Payments,18/06/2024,30034863,600.00 ,The Boars Head
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Rent Payments,18/06/2024,30034866,500.00 ,Winthorpe Community Partnership
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Planning Policy,Agency Staff,18/06/2024,30034624,"1,318.13 ",G2 Recruitment Solutions
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Planning Policy,Subscriptions to Organisations and Other Bodies,18/06/2024,30034467,"12,827.00 ",Lincolnshire Wildlife Trust
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Gas,18/06/2024,30035209,821.08 ,Espo Gas and Electricity
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Gas,18/06/2024,30035217,"2,489.81 ",Espo Gas and Electricity
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Other Private Contractors,18/06/2024,30034822,450.00 ,Dave Skells Traffic Management Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Water and Sewerage Charges,18/06/2024,30034846,"4,907.07 ",Wave Anglian Water Business National Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Works to Buildings (Main Contractor),18/06/2024,30034416,"3,150.00 ",Carousel Waste & Recycling LTD
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Works to Buildings (Main Contractor),18/06/2024,30034482,"15,373.00 ",H20 Servicing Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Works to Buildings (Main Contractor),18/06/2024,30034619,"1,650.00 ",Carousel Waste & Recycling LTD
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),18/06/2024,30034387,"8,311.31 ",Clough Build Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),18/06/2024,30034844,312.00 ,Andrew Wrisdale Building Contractor
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Clothing Uniforms And Laundry,18/06/2024,30034534,242.00 ,Johnsons Workwear
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,18/06/2024,30034519,650.00 ,Partic Motor Spares Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,18/06/2024,30034671,555.91 ,Sharmans of Louth
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,18/06/2024,30034701,395.80 ,Chandlers (Farm Equipment) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Wellbeing Services Manager,Other local authorities,18/06/2024,30034604,"94,019.40 ",West Lindsey District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Business Rates - Contribution to Surplus/Deficit,19/06/2024,30035199,"17,460.00 ",MHCLG
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Business Rates - Share of Income Central Government,19/06/2024,30035199,"1,673,400.00 ",MHCLG
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Business Rates - Transitional Protection Payments,19/06/2024,30035199,"-117,370.00 ",MHCLG
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Business Rates Tariff,19/06/2024,30035195,"728,744.00 ",Lincolnshire County Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Business Rates Tariff,19/06/2024,30035199,-870.00 ,MHCLG
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Non-Ringfenced Government Grants - RSG,19/06/2024,30035199,"-125,682.00 ",MHCLG
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,"Purchase of Plant, Machinery and Equipment",20/06/2024,30034961,"17,511.34 ",High Toynton PCC
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional and Contractors Fees,20/06/2024,30034868,"508,659.06 ",Lindum Group Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional Fees,20/06/2024,30034871,"45,882.75 ",Alliance Leisure Services Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional Fees,20/06/2024,30034872,"70,003.43 ",Alliance Leisure Services Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Advertising - Events,20/06/2024,30034621,"7,320.00 ",emap
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Postages,20/06/2024,30034600,869.00 ,Royal Mail Group Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Bed and Breakfast Accommodation (Homelessness Service),20/06/2024,30034973,504.17 ,Lakeside Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Computer Software Licence Costs,20/06/2024,30034827,"1,950.00 ",South Holland District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,20/06/2024,30034741,"2,000.00 ",Horncastle Chef
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,20/06/2024,30034896,"10,000.00 ",Alford Hub
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,20/06/2024,30034897,"25,000.00 ",Lincolnshire Community Foundation
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,20/06/2024,30034898,"10,000.00 ",Furinchurch
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,20/06/2024,30034986,"10,000.00 ",East Lincolnshire Food Collective
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Programmed,20/06/2024,30034929,524.00 ,Aegis Technologies
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Programmed,20/06/2024,30034937,572.69 ,TVF UK Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Responsive,20/06/2024,30034935,372.44 ,TVF UK Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Climate Change and Environment,Professional and Contractors Fees,20/06/2024,30034841,380.00 ,Zinc E-Consulting Ltd T/A Drivers Domain UK
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Other Communication Costs,20/06/2024,30034783,694.00 ,Allinsons Print and Supplies
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Enabling Activities Housing Development,Computer Software Licence Costs,20/06/2024,30034827,650.00 ,South Holland District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Other Communication Costs,20/06/2024,30034783,694.00 ,Allinsons Print and Supplies
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Shared Management,20/06/2024,30034819,"2,750.29 ",South Holland District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Healthy Living Services Manager,Grants and Contributions to Outside Bodies - No Service Received,20/06/2024,30034741,"2,000.00 ",Horncastle Chef
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Healthy Living Services Manager,Grants and Contributions to Outside Bodies - No Service Received,20/06/2024,30034896,"10,000.00 ",Alford Hub
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Healthy Living Services Manager,Grants and Contributions to Outside Bodies - No Service Received,20/06/2024,30034897,"25,000.00 ",Lincolnshire Community Foundation
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Healthy Living Services Manager,Grants and Contributions to Outside Bodies - No Service Received,20/06/2024,30034898,"10,000.00 ",Furinchurch
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Healthy Living Services Manager,Grants and Contributions to Outside Bodies - No Service Received,20/06/2024,30034986,"10,000.00 ",East Lincolnshire Food Collective
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Bed and Breakfast Accommodation (Homelessness Service),20/06/2024,30034973,504.17 ,Lakeside Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Computer Software Licence Costs,20/06/2024,30034827,650.00 ,South Holland District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Information Technology,External Printing and Design Costs,20/06/2024,30034901,"1,750.00 ",Public Sector Partnership Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Information Technology,Professional and Contractors Fees,20/06/2024,30034900,508.00 ,Public Sector Partnership Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Cleaning Contract,20/06/2024,30034585,227.01 ,Eastern Shires Purchasing Organisation
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Other Communication Costs,20/06/2024,30034927,418.55 ,New Start Networks Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,20/06/2024,30034930,972.00 ,Sid Dennis and Sons Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Agency Staff,20/06/2024,30034957,324.00 ,The One Group
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Legal Fees,20/06/2024,30034818,810.00 ,South Holland District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",PSPS Recharges to Services,20/06/2024,30034899,528.00 ,Public Sector Partnership Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Planning Policy,Agency Staff,20/06/2024,30034616,"1,757.50 ",G2 Recruitment Solutions
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Planning Policy,Agency Staff,20/06/2024,30034623,"1,757.50 ",G2 Recruitment Solutions
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Works to Buildings (Main Contractor),20/06/2024,30034926,643.88 ,The Workshop (Wisbech) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Works to Buildings (Main Contractor),20/06/2024,30034991,643.88 ,The Workshop (Wisbech) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Computer Software Licence Costs,20/06/2024,30034827,"1,300.00 ",South Holland District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Materials and Consumables,20/06/2024,30034252,"12,911.50 ",ESE Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,20/06/2024,30034757,330.97 ,Partic Motor Spares Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,20/06/2024,30034766,307.86 ,Partic Motor Spares Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Regulation,Professional and Contractors Fees,25/06/2024,30033077,"3,036.89 ",Lincolnshire County Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,25/06/2024,30034790,"31,561.84 ",Lincolnshire Chamber of Commerce and
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,25/06/2024,30034793,"47,604.00 ",Magna Vitae
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,25/06/2024,30034980,"50,000.00 ",Abbey Warren Retreat Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,25/06/2024,30035001,"2,440.78 ",Bishop Grosseteste University
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,25/06/2024,30035002,"42,183.04 ",NBV Enterprise Solutions Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Developments,Legal Fees,25/06/2024,30034441,"1,863.34 ",Howes Percival
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional and Contractors Fees,25/06/2024,30035032,"2,905.00 ",The Oyster Partnership Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional and Contractors Fees,25/06/2024,30035060,"107,440.88 ",Alliance Leisure Services Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional Fees,25/06/2024,30034820,"14,302.80 ",Boston Borough Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Professional and Contractors Fees,25/06/2024,30034651,"69,533.50 ",KPMG LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Public Sector Partnership Services,25/06/2024,30034546,"563,291.48 ",Public Sector Partnership Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,25/06/2024,30034319,"2,100.00 ",Land Survey Solutions Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,25/06/2024,30034367,"3,000.00 ",The Millward Partnership
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,25/06/2024,30034477,"2,950.00 ",The Millward Partnership
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,25/06/2024,30034491,"2,474.66 ",Focus Consultants 2010 LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,25/06/2024,30034492,"1,250.00 ",Focus Consultants 2010 LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,25/06/2024,30034493,"1,250.00 ",Focus Consultants 2010 LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,25/06/2024,30034960,"32,504.78 ",Tim Ronalds Architects
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,25/06/2024,30035031,"3,763.00 ",Focus Consultants 2010 LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Programmed,25/06/2024,30034932,"20,438.47 ",Centrica Business Solutions
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Responsive,25/06/2024,30034473,234.00 ,H20 Servicing Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Responsive,25/06/2024,30034566,712.50 ,Park Control Systems Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Responsive,25/06/2024,30034589,435.04 ,Airco Refrigeration Air Conditioning Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Responsive,25/06/2024,30034590,663.00 ,Fred Margarson Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Climate Change and Environment,Capital Grants and Contributions (Non-Government),25/06/2024,30035036,"3,467.14 ",Department for Energy Security & Net Zero
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Climate Change and Environment,Professional Fees,25/06/2024,30034869,"221,849.33 ",Everwarm Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Climate Change and Environment,Professional Fees,25/06/2024,30034940,"176,072.31 ",Everwarm Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Development Control,Professional and Contractors Fees,25/06/2024,30034418,807.50 ,Acoustic Associates (Peterborough)
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,25/06/2024,30034319,"2,100.00 ",Land Survey Solutions Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,25/06/2024,30034367,"3,000.00 ",The Millward Partnership
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,25/06/2024,30034477,"2,950.00 ",The Millward Partnership
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,25/06/2024,30034491,"2,474.66 ",Focus Consultants 2010 LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,25/06/2024,30034492,"1,250.00 ",Focus Consultants 2010 LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,25/06/2024,30034493,"1,250.00 ",Focus Consultants 2010 LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,25/06/2024,30034960,"32,504.78 ",Tim Ronalds Architects
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,25/06/2024,30035031,"3,763.00 ",Focus Consultants 2010 LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Other Miscellaneous Expenses,25/06/2024,30034417,"8,750.00 ",Huq Industries Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Other Miscellaneous Expenses,25/06/2024,30034825,350.00 ,Lincolnshire County Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Other Miscellaneous Expenses,25/06/2024,30035098,368.00 ,Singleton Event Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Performers and Entertainers Fees,25/06/2024,30034543,"13,553.49 ",ETC UK Ltd t/a The Projection Studio
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Performers and Entertainers Fees,25/06/2024,30034761,800.00 ,The SHENANIGANS
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Environmental Health,Furniture and Equipment,25/06/2024,30034288,"1,727.00 ",Campbell Associates Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Environmental Health,Works to Buildings (Main Contractor),25/06/2024,30035016,655.00 ,Ajet Drain Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Other Miscellaneous Expenses,25/06/2024,30034417,"8,750.00 ",Huq Industries Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Other Miscellaneous Expenses,25/06/2024,30034825,350.00 ,Lincolnshire County Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Performers and Entertainers Fees,25/06/2024,30034761,800.00 ,The SHENANIGANS
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Information Technology,Computer Hardware Maintenance,25/06/2024,30034400,"1,842.11 ",Softcat Plc
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Information Technology,Computer Software Licence Costs,25/06/2024,30034556,266.32 ,Transunion International UK limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Information Technology,Internet Broadband Payments,25/06/2024,30034573,119.85 ,Multidata
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Information Technology,Mobile Phones,25/06/2024,30035005,"7,498.55 ",Public Sector Partnership Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Furniture and Equipment,25/06/2024,30034420,625.00 ,Lincolnshire Office Friends
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Grounds Maintenance Contract (External),25/06/2024,30035008,350.00 ,Wold Tree Works Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Grounds Maintenance Contract (External),25/06/2024,30035010,300.00 ,Wold Tree Works Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Other Communication Costs,25/06/2024,30034959,545.11 ,New Start Networks Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Agency Staff,25/06/2024,30035091,"3,729.07 ",The Workshop (Wisbech) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Buildings Maintenance - Programmed,25/06/2024,30034471,944.60 ,H20 Servicing Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Buildings Maintenance - Programmed,25/06/2024,30034476,944.60 ,H20 Servicing Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Buildings Maintenance - Programmed,25/06/2024,30034938,"10,000.00 ",Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Grounds Maintenance Contract (External),25/06/2024,30034700,"13,751.38 ",Glendale Grounds Management Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Materials and Consumables,25/06/2024,30034648,680.41 ,Probrush Northern Municipal Spares Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Other Private Contractors,25/06/2024,30034401,"64,658.75 ",Healthmatic Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,25/06/2024,30035071,972.00 ,Sid Dennis and Sons Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Purchase of Vehicles,25/06/2024,30034882,"21,100.00 ",Burdens Group Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Vehicle Hire,25/06/2024,30034697,"1,016.67 ",Lincs Van Hire
