Body Name,Body,Service Division,Expense Type,Date Paid,Transaction Ref,Invoice Amount,Supplier Name
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,04/07/2024,30035483,520.00 ,“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Climate Change and Environment,Professional Fees,04/07/2024,30034870,"525,083.82 ",Everwarm Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Performers and Entertainers Fees,04/07/2024,30035511,385.00 ,“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Professional and Contractors Fees,04/07/2024,30035218,873.00 ,GRS Signs Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Enforcement,Professional and Contractors Fees,04/07/2024,30034612,"1,647.10 ",G2 Recruitment Solutions
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Enforcement,Professional and Contractors Fees,04/07/2024,30034613,"1,764.75 ",G2 Recruitment Solutions
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Professional and Contractors Fees,04/07/2024,30035218,873.00 ,GRS Signs Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Bed and Breakfast Accommodation (Homelessness Service),04/07/2024,30035174,500.00 ,Beeston Lodge Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Bed and Breakfast Accommodation (Homelessness Service),04/07/2024,30035175,500.00 ,Beeston Lodge Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Bed and Breakfast Accommodation (Homelessness Service),04/07/2024,30035178,500.00 ,Beeston Lodge Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Grants and Contributions to Outside Bodies - No Service Received,04/07/2024,30035483,520.00 ,“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Agency Staff,04/07/2024,30035489,"5,267.52 ",The Workshop (Wisbech) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,04/07/2024,30035488,810.00 ,Sid Dennis and Sons Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Professional and Contractors Fees,04/07/2024,30035452,"1,500.00 ",M.A.P Security Solutions Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Works to Buildings (Main Contractor),04/07/2024,30035491,386.33 ,The Workshop (Wisbech) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Public Protection,Telephones,04/07/2024,30035356,"1,120.10 ",BT
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Other Income,08/07/2024,30036151,500.00 ,“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Other Income,08/07/2024,30036152,"1,500.00 ",Elections Claim Unit
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Economic Growth,Professional Fees,09/07/2024,30035500,"13,216.49 ",TEC Partnership
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Regulation,Agency Staff,09/07/2024,30035567,"14,102.66 ",G2 Recruitment Solutions
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,09/07/2024,30035300,"2,115.30 ",Active Lincolnshire
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,09/07/2024,30035501,"16,000.00 ",LinCA Workforce Development Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,09/07/2024,30035528,"4,864.00 ",The Candy Cove Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional and Contractors Fees,09/07/2024,30035623,"1,000.00 ",Arion Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional and Contractors Fees,09/07/2024,30035624,209.70 ,Arion Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional Fees,09/07/2024,30035500,"13,216.49 ",TEC Partnership
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,09/07/2024,30035597,"50,000.00 ",Lincolnshire Community Foundation
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Other Miscellaneous Expenses,09/07/2024,30035596,425.00 ,Class Cleaning of Louth
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Building Control,Agency Staff,09/07/2024,30035567,"7,051.33 ",G2 Recruitment Solutions
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Other Miscellaneous Expenses,09/07/2024,30035438,374.42 ,Petwood Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Other Miscellaneous Expenses,09/07/2024,30035619,"7,683.00 ",South Holland District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Professional and Contractors Fees,09/07/2024,30035387,"1,492.00 ",Dave Skells Traffic Management Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Environmental Health,Professional and Contractors Fees,09/07/2024,30035440,800.00 ,Pest Lincs Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Environmental Health,Professional and Contractors Fees,09/07/2024,30035536,"1,180.00 ",BLS Roofing Specialists Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Professional and Contractors Fees,09/07/2024,30035387,"1,492.00 ",Dave Skells Traffic Management Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Healthy Living Services Manager,Grants and Contributions to Outside Bodies - No Service Received,09/07/2024,30035597,"50,000.00 ",Lincolnshire Community Foundation
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Other Miscellaneous Expenses,09/07/2024,30035596,425.00 ,Class Cleaning of Louth
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Other Communication Costs,09/07/2024,30035433,300.00 ,Digicube Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Other Miscellaneous Expenses,09/07/2024,30035558,383.04 ,“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,09/07/2024,30035471,629.00 ,Greenaway
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,09/07/2024,30035551,880.00 ,“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Computer Software Licence Costs,09/07/2024,30035543,"2,535.00 ",E File UK Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Grants and Contributions to Outside Bodies - No Service Received,09/07/2024,30035571,500.00 ,2nd Spilsby Scout Group
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Grants and Contributions to Outside Bodies - No Service Received,09/07/2024,30035592,"1,000.00 ",Horncastle and District Community Assoc
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Grants and Contributions to Outside Bodies - No Service Received,09/07/2024,30035594,595.20 ,Withern Village Hall
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Rent Payments,09/07/2024,30035017,550.00 ,Skegness Pensioners Assembly Hall
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Programmed,09/07/2024,30035399,250.00 ,Safe Sound Security Systems Links Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Responsive,09/07/2024,30035530,"2,010.00 ",Pest Detective Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Responsive,09/07/2024,30035531,"2,010.00 ",Pest Detective Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Other Communication Costs,09/07/2024,30035432,300.00 ,Digicube Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Rent Payments,09/07/2024,30035447,"1,494.67 ",Lincolnshire County Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Works to Buildings (Main Contractor),09/07/2024,30035537,"24,693.80 ",EC Surfacing LTD
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),09/07/2024,30035515,"26,858.34 ",Belton Construction
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),09/07/2024,30035517,"1,250.00 ",GF Design Services
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),09/07/2024,30035520,"7,901.67 ",Sibjon Builders
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),09/07/2024,30035521,"3,933.00 ",Enable Access Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),09/07/2024,30035522,"2,114.00 ",Obam Stairlifts
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),09/07/2024,30035523,273.85 ,Ron Gale and Sons Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),09/07/2024,30035526,260.00 ,Baptist Building and Roofing Co Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Agency Staff,09/07/2024,30035554,"4,721.49 ",Red Rock Partnership Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Agency Staff,09/07/2024,30035555,655.63 ,Red Rock Partnership Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,External Printing and Design Costs,09/07/2024,30035465,332.64 ,Systematic Print Management Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,External Printing and Design Costs,09/07/2024,30035466,254.10 ,Systematic Print Management Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,External Printing and Design Costs,09/07/2024,30035469,524.37 ,Systematic Print Management Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Professional and Contractors Fees,09/07/2024,30035477,"1,035.18 ",TTC Commercial Services Ltd formerley Licence Bureau
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,09/07/2024,30035287,284.43 ,Pirtek
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,09/07/2024,30035335,753.05 ,Mcfarlands of Louth Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,09/07/2024,30035421,"9,261.43 ",Vaculug Technologies Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,09/07/2024,30035426,"1,413.05 ",Sharmans of Louth
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,11/07/2024,30035527,"14,703.64 ",Heritage Trust of Lincolnshire Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,11/07/2024,30035564,"18,564.00 ",Lincolnshire Community Foundation
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Public Sector Partnership Services,11/07/2024,30035476,"563,291.48 ",Public Sector Partnership Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Responsive,11/07/2024,30035569,750.00 ,Ward Cole Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Responsive,11/07/2024,30035584,"9,917.80 ",EC Surfacing LTD
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Climate Change and Environment,Postages,11/07/2024,30035643,"1,452.00 ",South Holland District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Performers and Entertainers Fees,11/07/2024,30035583,"1,045.00 ",Fools Paradise
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Performers and Entertainers Fees,11/07/2024,30035616,"5,084.00 ",Sand in your Eyes
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Enforcement,Professional and Contractors Fees,11/07/2024,30035478,"1,647.10 ",G2 Recruitment Solutions
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Environmental Health,Professional and Contractors Fees,11/07/2024,30035556,520.00 ,Pest Lincs Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Legal Fees,11/07/2024,30035589,"5,350.00 ",Birketts Solicitors LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Rent Payments,11/07/2024,30035540,350.00 ,The Meridale Organisation
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Responsive,11/07/2024,30035397,"1,385.64 ",Caro Fds Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Gas,12/07/2024,30036222,583.75 ,Espo Gas and Electricity
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Gas,12/07/2024,30036225,334.59 ,Espo Gas and Electricity
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Gas,12/07/2024,30036220,710.99 ,Espo Gas and Electricity
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Gas,12/07/2024,30036226,288.50 ,Espo Gas and Electricity
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Regulation,Agency Staff,16/07/2024,30035565,"8,008.00 ",G2 Recruitment Solutions
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Regulation,Buildings Maintenance - Responsive,16/07/2024,30035534,"9,406.22 ",Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,16/07/2024,30035610,"7,337.48 ",Dance Free CIC
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,16/07/2024,30035613,"37,753.20 ",Lincolnshire YMCA Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,16/07/2024,30035614,"8,077.40 ",Louth Navigation Trust
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,16/07/2024,30035625,"68,068.00 ",CoGrammar Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,16/07/2024,30035783,"18,650.40 ",Straw Pellets Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Works to Buildings (Sub Contractors),16/07/2024,30035532,"21,791.42 ",Parochial Church Council of Old Bollingbroke Parish
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Professional and Contractors Fees,16/07/2024,30035547,"6,000.00 ",Lincolnshire County Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Professional and Contractors Fees,16/07/2024,30035806,"35,150.00 ",Lincolnshire County Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Bed and Breakfast Accommodation (Homelessness Service),16/07/2024,30035665,280.00 ,Eastfield Guest House
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Bed and Breakfast Accommodation (Homelessness Service),16/07/2024,30035666,490.00 ,Eastfield Guest House
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Bed and Breakfast Accommodation (Homelessness Service),16/07/2024,30035667,490.00 ,Eastfield Guest House
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Bed and Breakfast Accommodation (Homelessness Service),16/07/2024,30035668,490.00 ,Eastfield Guest House
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Bed and Breakfast Accommodation (Homelessness Service),16/07/2024,30035669,840.00 ,Eastfield Guest House
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Bed and Breakfast Accommodation (Homelessness Service),16/07/2024,30035670,420.00 ,Eastfield Guest House
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,16/07/2024,30035689,650.00 ,“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,16/07/2024,30035726,550.00 ,“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,16/07/2024,30035781,"15,300.00 ",Citizens Advice Lindsey
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,16/07/2024,30035792,500.00 ,“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Other Miscellaneous Expenses,16/07/2024,30035802,36.00 ,MELCANTRAINING
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Staff Training Expenses (Non-Payroll),16/07/2024,30035802,"1,000.00 ",MELCANTRAINING
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Programmed,16/07/2024,30035679,932.00 ,Abacus Lighting Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Responsive,16/07/2024,30035534,"7,953.86 ",Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Building Control,Agency Staff,16/07/2024,30035565,"4,004.00 ",G2 Recruitment Solutions
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Building Control,Buildings Maintenance - Responsive,16/07/2024,30035534,"4,703.11 ",Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Development Control,Planning Application Fees,16/07/2024,30035675,258.00 ,Portal Plan Quest Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Performers and Entertainers Fees,16/07/2024,30035717,"1,450.00 ",The Sessions House CIC
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Performers and Entertainers Fees,16/07/2024,30035760,525.00 ,The Blighty Belles
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Performers and Entertainers Fees,16/07/2024,30035774,300.00 ,Skegness Silver Band
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Performers and Entertainers Fees,16/07/2024,30035804,"3,450.00 ",Tooleys Amusements
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Environmental Health,Professional and Contractors Fees,16/07/2024,30035620,"1,600.00 ",Bureau Veritas UK Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Environmental Health,Professional and Contractors Fees,16/07/2024,30035776,600.00 ,Pest Lincs Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Environmental Health,Works to Buildings (Main Contractor),16/07/2024,30035785,"13,460.00 ",Pell Plant Hire Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Healthy Living Services Manager,Grants and Contributions to Outside Bodies - No Service Received,16/07/2024,30035781,"15,300.00 ",Citizens Advice Lindsey
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Bed and Breakfast Accommodation (Homelessness Service),16/07/2024,30035665,280.00 ,Eastfield Guest House
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Bed and Breakfast Accommodation (Homelessness Service),16/07/2024,30035666,490.00 ,Eastfield Guest House
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Bed and Breakfast Accommodation (Homelessness Service),16/07/2024,30035667,490.00 ,Eastfield Guest House
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Bed and Breakfast Accommodation (Homelessness Service),16/07/2024,30035668,490.00 ,Eastfield Guest House
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Bed and Breakfast Accommodation (Homelessness Service),16/07/2024,30035669,840.00 ,Eastfield Guest House
