Body Name,Body,Service Division,Expense Type,Date Paid,Transaction Ref,Invoice Amount,Supplier Name
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Public Protection,Other Miscellaneous Expenses,02/05/2024,30033251,300.00 ,BT Redcare
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),02/05/2024,30033373,"5,919.35 ",Lincoln Security Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),02/05/2024,30033374,"2,047.00 ",Obam Stairlifts
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),02/05/2024,30033375,"6,445.88 ",Warics Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,07/05/2024,30031960,"3,535.00 ",Linkage Community Trust
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,07/05/2024,30033148,"9,151.00 ",TEC Partnership
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,07/05/2024,30033330,"3,492.00 ",JBs Sports Coaching
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,"Purchase of Plant, Machinery and Equipment",07/05/2024,30031960,"6,312.50 ",Linkage Community Trust
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Advertising - Legal And Public,07/05/2024,30033475,552.00 ,South Holland District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Advertising - Legal And Public,07/05/2024,30033476,"2,249.86 ",South Holland District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Bed and Breakfast Accommodation (Homelessness Service),07/05/2024,30033321,300.00 ,Beeston Lodge Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Bed and Breakfast Accommodation (Homelessness Service),07/05/2024,30033323,600.00 ,Beeston Lodge Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Bed and Breakfast Accommodation (Homelessness Service),07/05/2024,30033325,"1,350.00 ",Beeston Lodge Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Bed and Breakfast Accommodation (Homelessness Service),07/05/2024,30033327,"1,350.00 ",Beeston Lodge Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,07/05/2024,30033352,401.52 ,Platform Housing Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,07/05/2024,30033354,500.00 ,“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Other Miscellaneous Expenses,07/05/2024,30033377,280.00 ,Waste Away Clearance Service
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,DC Revenues & Benefits,Advertising - Legal And Public,07/05/2024,30033495,687.36 ,Reach Plc Publishing Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Other Miscellaneous Expenses,07/05/2024,30033390,275.00 ,Visual Print & Design
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Other Miscellaneous Expenses,07/05/2024,30033448,741.67 ,Boston Borough Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Environmental Health,Professional and Contractors Fees,07/05/2024,30033364,"1,300.00 ",Arnold Funeral Service
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Environmental Health,Professional and Contractors Fees,07/05/2024,30033513,"1,275.00 ",G2 Recruitment Solutions
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Other Miscellaneous Expenses,07/05/2024,30033390,275.00 ,Visual Print & Design
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Other Miscellaneous Expenses,07/05/2024,30033448,741.67 ,Boston Borough Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Bed and Breakfast Accommodation (Homelessness Service),07/05/2024,30033321,300.00 ,Beeston Lodge Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Bed and Breakfast Accommodation (Homelessness Service),07/05/2024,30033323,600.00 ,Beeston Lodge Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Bed and Breakfast Accommodation (Homelessness Service),07/05/2024,30033325,"1,350.00 ",Beeston Lodge Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Bed and Breakfast Accommodation (Homelessness Service),07/05/2024,30033327,"1,350.00 ",Beeston Lodge Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Grants and Contributions to Outside Bodies - No Service Received,07/05/2024,30033352,401.52 ,Platform Housing Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Grants and Contributions to Outside Bodies - No Service Received,07/05/2024,30033354,500.00 ,“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Other Miscellaneous Expenses,07/05/2024,30033377,280.00 ,Waste Away Clearance Service
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,07/05/2024,30033509,"1,134.00 ",Sid Dennis and Sons Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Planning Policy,Grants and Contributions to Outside Bodies - No Service Received,07/05/2024,30033376,"16,991.00 ",Lincolnshire County Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),07/05/2024,30033467,"4,788.44 ",Clough Build Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),07/05/2024,30033469,"4,242.28 ",Sibjon Builders
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),07/05/2024,30033470,"8,594.86 ",Gary Walmsley Construction
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),07/05/2024,30033471,729.78 ,Mark Donner Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),07/05/2024,30033472,"7,217.07 ",Andrew Wrisdale Building Contractor
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),07/05/2024,30033473,"7,119.22 ",Andrew Wrisdale Building Contractor
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),07/05/2024,30033474,273.85 ,Warics Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,External Printing and Design Costs,07/05/2024,30033368,654.36 ,Systematic Print Management Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Materials and Consumables,07/05/2024,30033743,400.00 ,ESE Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,07/05/2024,30033366,218.12 ,Chandlers (Farm Equipment) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,07/05/2024,30033510,374.50 ,Chandlers (Farm Equipment) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,07/05/2024,30033511,915.50 ,Chandlers (Farm Equipment) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Economic Growth,Professional Fees,09/05/2024,30033536,"39,984.02 ",EMR
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Economic Growth,Professional Fees,09/05/2024,30033623,"2,490.00 ",Hardys Farm Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Regulation,Agency Staff,09/05/2024,30033614,"5,344.20 ",BRG Interim Solutions Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,09/05/2024,30033132,"1,669.00 ",PAB Languages Centre Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional Fees,09/05/2024,30033536,"39,984.02 ",EMR
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional Fees,09/05/2024,30033623,"2,490.00 ",Hardys Farm Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Grants and Contributions - Where a Service is Received,09/05/2024,30033494,"5,000.00 ",North Kesteven District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Furniture and Equipment,09/05/2024,30033542,309.99 ,Faulkners
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Furniture and Equipment,09/05/2024,30033545,"1,155.00 ",Woodlandz Furnishings GY Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Gas,09/05/2024,30033519,284.90 ,British Gas Payment Area 60
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,09/05/2024,30033560,"10,560.00 ",Lincs Digital
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Other Miscellaneous Expenses,09/05/2024,30033548,775.00 ,Class Cleaning of Louth
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Other Miscellaneous Expenses,09/05/2024,30033570,"1,950.00 ",Campbell Brother's Painting and Decorating
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Building Control,Agency Staff,09/05/2024,30033614,"2,672.10 ",BRG Interim Solutions Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Climate Change and Environment,Professional Fees,09/05/2024,30033144,"209,641.63 ",Everwarm Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Other Miscellaneous Expenses,09/05/2024,30033521,"1,850.00 ",Hebb & Griff
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Environmental Health,Professional and Contractors Fees,09/05/2024,30033541,"1,275.00 ",G2 Recruitment Solutions
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Professional Fees,09/05/2024,30033596,819.00 ,Freeths LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Professional Fees,09/05/2024,30033597,"1,000.00 ",Freeths LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Healthy Living Services Manager,Grants and Contributions to Outside Bodies - No Service Received,09/05/2024,30033560,"10,560.00 ",Lincs Digital
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Furniture and Equipment,09/05/2024,30033542,309.99 ,Faulkners
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Furniture and Equipment,09/05/2024,30033545,"1,155.00 ",Woodlandz Furnishings GY Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Gas,09/05/2024,30033519,284.90 ,British Gas Payment Area 60
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Other Miscellaneous Expenses,09/05/2024,30033548,775.00 ,Class Cleaning of Louth
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Other Miscellaneous Expenses,09/05/2024,30033570,"1,950.00 ",Campbell Brother's Painting and Decorating
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Other Communication Costs,09/05/2024,30033408,300.00 ,Digicube Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Other Communication Costs,09/05/2024,30033418,300.00 ,Digicube Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,09/05/2024,30033590,"1,134.00 ",Sid Dennis and Sons Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,09/05/2024,30033591,"1,040.00 ",H Pawson and Son
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Water and Sewerage Charges,09/05/2024,30033520,325.38 ,Wave Anglian Water Business National Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Responsive,09/05/2024,30033539,"10,729.06 ",Lincolnshire County Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Rent Payments,09/05/2024,30033367,"1,494.67 ",Lincolnshire County Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Water and Sewerage Charges,09/05/2024,30033520,325.38 ,Wave Anglian Water Business National Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Works to Buildings (Main Contractor),09/05/2024,30033353,"294,835.62 ",EC Surfacing LTD
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),09/05/2024,30033468,"10,355.00 ",Closomat Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),09/05/2024,30033531,"20,400.00 ",C K Grainger & Son Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),09/05/2024,30033533,"6,745.63 ",Westone Housing Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Agency Staff,09/05/2024,30033522,"4,717.04 ",Red Rock Partnership Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Agency Staff,09/05/2024,30033534,"1,638.75 ",Red Rock Partnership Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,External Printing and Design Costs,09/05/2024,30033514,860.00 ,GRS Signs Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Professional and Contractors Fees,09/05/2024,30033562,444.96 ,Vending Enterprises
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,09/05/2024,30033370,215.08 ,Sharmans of Louth
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,09/05/2024,30033438,416.88 ,Dennis Eagle Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,09/05/2024,30033442,729.04 ,Dennis Eagle Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Gas,10/05/2024,30033934,"3,456.33 ",Espo Gas and Electricity
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Gas,10/05/2024,30033935,986.51 ,Espo Gas and Electricity
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Gas,10/05/2024,30033941,"1,809.95 ",Espo Gas and Electricity
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Gas,10/05/2024,30033942,"1,508.19 ",Espo Gas and Electricity
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Economic Growth,Professional Fees,14/05/2024,30033535,"228,378.20 ",TEC Partnership
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Economic Growth,Professional Fees,14/05/2024,30033607,"75,514.50 ",EMR
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Economic Growth,Professional Fees,14/05/2024,30033753,"20,939.57 ",EMR
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional and Contractors Fees,14/05/2024,30033631,"244,448.20 ",G F Tomlinson Building Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional and Contractors Fees,14/05/2024,30033748,"2,905.00 ",The Oyster Partnership Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional Fees,14/05/2024,30033535,"228,378.20 ",TEC Partnership
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional Fees,14/05/2024,30033607,"75,514.50 ",EMR
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional Fees,14/05/2024,30033753,"20,939.57 ",EMR
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Works to Buildings (Main Contractor),14/05/2024,30033647,"941,688.93 ",Alliance Leisure Services Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Shared Management,14/05/2024,30033477,"865,153.26 ",Boston Borough Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,14/05/2024,30033391,218.40 ,Freeths LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,14/05/2024,30033493,"27,969.83 ",Tim Ronalds Architects
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Bed and Breakfast Accommodation (Homelessness Service),14/05/2024,30033721,343.00 ,Tyrone House (Smart Move Hotels)
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Furniture and Equipment,14/05/2024,30033621,"1,129.68 ",Alertcom Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Furniture and Equipment,14/05/2024,30033622,"1,129.68 ",Alertcom Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions - Where a Service is Received,14/05/2024,30033725,"5,000.00 ",Citizens Advice Lindsey
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Other Miscellaneous Expenses,14/05/2024,30033056,538.44 ,Mangar International Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Other Miscellaneous Expenses,14/05/2024,30033618,954.17 ,RGL Carpets
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Other Miscellaneous Expenses,14/05/2024,30033719,391.00 ,Class Cleaning of Louth
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Postages,14/05/2024,30033530,"4,102.00 ",Public Sector Partnership Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Responsive,14/05/2024,30033642,220.32 ,TVF UK Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Climate Change and Environment,Professional and Contractors Fees,14/05/2024,30033515,"8,060.00 ",BlackRow Group
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,14/05/2024,30033391,218.40 ,Freeths LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,14/05/2024,30033493,"27,969.83 ",Tim Ronalds Architects
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Other Miscellaneous Expenses,14/05/2024,30033713,"10,000.00 ",The Sessions House CIC
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Professional and Contractors Fees,14/05/2024,30033593,"10,550.00 ",Spalding Gentlemen's Society
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Other Miscellaneous Expenses,14/05/2024,30033713,"10,000.00 ",The Sessions House CIC
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Professional and Contractors Fees,14/05/2024,30033645,"2,475.00 ",The Engaging People Company
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Bed and Breakfast Accommodation (Homelessness Service),14/05/2024,30033721,343.00 ,Tyrone House (Smart Move Hotels)
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Grants and Contributions - Where a Service is Received,14/05/2024,30033725,"5,000.00 ",Citizens Advice Lindsey
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Other Miscellaneous Expenses,14/05/2024,30033618,954.17 ,RGL Carpets
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Other Miscellaneous Expenses,14/05/2024,30033719,391.00 ,Class Cleaning of Louth
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Information Technology,Computer Hardware Purchase,14/05/2024,30033600,419.00 ,Public Sector Partnership Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Information Technology,Computer Software Licence Costs,14/05/2024,30033604,"8,619.85 ",Public Sector Partnership Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Information Technology,Computer Software Purchase,14/05/2024,30033606,"7,998.34 ",Public Sector Partnership Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Information Technology,Materials and Consumables,14/05/2024,30033601,"2,731.30 ",Public Sector Partnership Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Agency Staff,14/05/2024,30033714,"4,655.93 ",The Workshop (Wisbech) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Clothing Uniforms And Laundry,14/05/2024,30033362,363.30 ,Engelbert Strauss
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Materials and Consumables,14/05/2024,30033500,400.75 ,Eastern Shires Purchasing Organisation
