Body Name,Body,Service Division,Expense Type,Date Paid,Transaction Ref,Invoice Amount,Supplier Name
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Works to Buildings (Sub Contractors),08/08/2024,30036313,"3,469.28 ",GRS Signs Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Works to Buildings (Sub Contractors),08/08/2024,30036314,"3,208.95 ",GRS Signs Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Subscriptions to Organisations and Other Bodies,08/08/2024,30036621,"2,898.80 ",Sandra Whiles Coaching Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,08/08/2024,30036553,455.00 ,Freeths LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Other local authorities,08/08/2024,30036575,"379,000.00 ",Boston Borough Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Staff Training Expenses (Non-Payroll),08/08/2024,30036444,"2,430.00 ",Lives
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Staff Training Expenses (Non-Payroll),08/08/2024,30036579,420.00 ,Shine Lincolnshire
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Development Control,Legal Fees,08/08/2024,30036797,"25,000.00 ",Blake Morgan LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Development Control,Professional and Contractors Fees,08/08/2024,30036593,"2,021.25 ",Quba Solutions Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,08/08/2024,30036553,455.00 ,Freeths LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,08/08/2024,30036554,"1,000.00 ",Freeths LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Other Miscellaneous Expenses,08/08/2024,30036534,297.44 ,Singleton Event Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Other Miscellaneous Expenses,08/08/2024,30036573,494.65 ,Magna Vitae
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Other Miscellaneous Expenses,08/08/2024,30036623,237.50 ,Bacchus Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Other local authorities,08/08/2024,30036575,"379,000.00 ",Boston Borough Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Other Communication Costs,08/08/2024,30036586,300.00 ,Digicube Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Other Miscellaneous Expenses,08/08/2024,30036545,498.65 ,Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Agency Staff,08/08/2024,30036551,"5,712.83 ",The Workshop (Wisbech) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Agency Staff,08/08/2024,30036581,"6,193.17 ",The Workshop (Wisbech) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Materials and Consumables,08/08/2024,30035976,688.50 ,Eastern Shires Purchasing Organisation
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Materials and Consumables,08/08/2024,30036539,698.25 ,Overton (UK) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,08/08/2024,30036587,"1,134.00 ",Sid Dennis and Sons Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,08/08/2024,30036588,324.00 ,Sid Dennis and Sons Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Rent Payments,08/08/2024,30036603,375.00 ,Mareham Le Fen and District Village Hall
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Responsive,08/08/2024,30036531,"87,052.21 ",Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Other Communication Costs,08/08/2024,30036585,300.00 ,Digicube Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Agency Staff,08/08/2024,30036537,"4,637.96 ",Red Rock Partnership Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Agency Staff,08/08/2024,30036538,944.68 ,Red Rock Partnership Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,External Printing and Design Costs,08/08/2024,30036406,410.00 ,Systematic Print Management Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Fuel and Oil,08/08/2024,30036399,680.00 ,Sharmans of Louth
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Professional and Contractors Fees,08/08/2024,30036498,218.70 ,TTC Commercial Services Ltd formerley Licence Bureau
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,08/08/2024,30036398,720.00 ,Sharmans of Louth
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,08/08/2024,30036447,"9,620.07 ",Vaculug Technologies Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,08/08/2024,30036487,474.38 ,Chandlers (Farm Equipment) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Wellbeing Services Manager,Staff Training Expenses (Non-Payroll),08/08/2024,30036444,"2,430.00 ",Lives
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Wellbeing Services Manager,Staff Training Expenses (Non-Payroll),08/08/2024,30036579,420.00 ,Shine Lincolnshire
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Economic Growth,Professional Fees,13/08/2024,30036629,"89,625.24 ",National Trust (Main)
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,13/08/2024,30036594,"13,788.40 ",Ellis Bros (Contractors) Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,13/08/2024,30036633,"3,696.00 ",Forsight (Lincolnshire) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,13/08/2024,30036634,"39,546.00 ",Graves Properties
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional Fees,13/08/2024,30036629,"89,625.24 ",National Trust (Main)
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,13/08/2024,30036555,327.60 ,Freeths LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,13/08/2024,30036556,546.00 ,Freeths LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Bed and Breakfast Accommodation (Homelessness Service),13/08/2024,30036496,"1,120.00 ",Beeston Lodge Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Bed and Breakfast Accommodation (Homelessness Service),13/08/2024,30036642,600.00 ,Fairfield Guest House
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Bed and Breakfast Accommodation (Homelessness Service),13/08/2024,30036643,400.00 ,Fairfield Guest House
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Legal Fees,13/08/2024,30036645,960.00 ,Freeths LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Climate Change and Environment,Employee Professional Subscriptions (Non-Payroll),13/08/2024,30036635,265.00 ,Elmhurst Energy Systems Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Climate Change and Environment,Staff Training Expenses (Non-Payroll),13/08/2024,30036416,695.00 ,The Retrofit Academy CIC
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Development Control,Planning Application Fees,13/08/2024,30036519,285.00 ,Portal Plan Quest Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,13/08/2024,30036555,327.60 ,Freeths LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,13/08/2024,30036556,546.00 ,Freeths LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Advertising - Events,13/08/2024,30036597,"1,434.80 ",Electric Egg
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Performers and Entertainers Fees,13/08/2024,30036687,455.00 ,Popcorn Media
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Enforcement,Professional and Contractors Fees,13/08/2024,30036019,"1,295.00 ",Simpson Tree Contractors
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Bed and Breakfast Accommodation (Homelessness Service),13/08/2024,30036496,"1,120.00 ",Beeston Lodge Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Bed and Breakfast Accommodation (Homelessness Service),13/08/2024,30036642,600.00 ,Fairfield Guest House
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Bed and Breakfast Accommodation (Homelessness Service),13/08/2024,30036643,400.00 ,Fairfield Guest House
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Other Miscellaneous Expenses,13/08/2024,30036388,"1,270.00 ",Neil Warrilow Painting and Decorating
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Agency Staff,13/08/2024,30036677,"7,260.14 ",The Workshop (Wisbech) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Buildings Maintenance - Programmed,13/08/2024,30036583,"10,656.50 ",Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Buildings Maintenance - Programmed,13/08/2024,30036584,"6,563.00 ",Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Materials and Consumables,13/08/2024,30036546,622.60 ,Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,13/08/2024,30036019,"1,295.00 ",Simpson Tree Contractors
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,13/08/2024,30036595,283.90 ,Greenaway
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,13/08/2024,30036636,380.00 ,EKM Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,13/08/2024,30036681,324.00 ,Sid Dennis and Sons Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,13/08/2024,30036682,"1,458.00 ",Sid Dennis and Sons Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Furniture and Equipment,13/08/2024,30036576,385.00 ,Vending Enterprises
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Other Miscellaneous Expenses,13/08/2024,30036648,603.00 ,Public Sector Partnership Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Programmed,13/08/2024,30036583,"10,656.50 ",Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Programmed,13/08/2024,30036584,"6,563.00 ",Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Electricity,13/08/2024,30036527,"1,132.38 ",Total Gas and Power Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Professional and Contractors Fees,13/08/2024,30036542,"1,550.00 ",M.A.P Security Solutions Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Professional and Contractors Fees,13/08/2024,30036636,380.00 ,EKM Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Professional Fees,13/08/2024,30036628,"34,129.07 ",Sigma Property Co Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),13/08/2024,30036646,260.00 ,N A P Louth Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),13/08/2024,30036647,"9,123.00 ",Obam Stairlifts
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Professional and Contractors Fees,13/08/2024,30036511,"2,739.66 ",Logistics UK
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Professional and Contractors Fees,13/08/2024,30036674,216.78 ,Vending Enterprises
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,15/08/2024,30036697,"30,938.12 ",South Holland District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Works to Buildings (Main Contractor),15/08/2024,30036393,503.48 ,ISG Construction Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Insurance,15/08/2024,30036743,"88,434.10 ",The Risk Factor Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,15/08/2024,30035094,"2,220.00 ",Inline Drainage Solutions Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Organisational & Corporate Services,Professional Fees,15/08/2024,30036654,900.00 ,GGP Systems
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Development Control,Planning Application Fees,15/08/2024,30036709,285.00 ,Portal Plan Quest Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,15/08/2024,30035094,"2,220.00 ",Inline Drainage Solutions Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Other Miscellaneous Expenses,15/08/2024,30036630,"2,183.83 ",Boston Borough Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Buildings Maintenance - Responsive,15/08/2024,30036662,245.00 ,Lincolnshire Roller Shutters Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Stationery,15/08/2024,30036344,350.00 ,Eastern Shires Purchasing Organisation
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Rent Payments,15/08/2024,30036606,550.00 ,The Richmond Primary Academy
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Responsive,15/08/2024,30036661,"1,330.00 ",Lincolnshire Roller Shutters Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Responsive,15/08/2024,30036734,"2,559.50 ",Wave Anglian Water Business National Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),15/08/2024,30036736,"7,785.91 ",Lincolnshire Bathrooms and Wetrooms
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),15/08/2024,30036749,"5,803.64 ",Kes Building
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),15/08/2024,30036750,"5,478.78 ",N A P Louth Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,15/08/2024,30036464,282.00 ,Eastwick Engineering Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Business Rates - Share of Income Lincolnshire County Council,19/08/2024,30037043,"399,395.30 ",Lincolnshire County Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Business Rates Tariff,19/08/2024,30037033,"728,744.00 ",Lincolnshire County Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Council Tax Precept - Lincolnshire County Council,19/08/2024,30037043,"7,540,229.51 ",Lincolnshire County Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Regulation,Professional and Contractors Fees,20/08/2024,30036793,"4,583.68 ",Boston Borough Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,20/08/2024,30036799,"30,728.00 ",Lincolnshire Chamber of Commerce and
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Works to Buildings (Sub Contractors),20/08/2024,30036800,"7,557.48 ",Scorer Hawkins Properties
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Works to Buildings (Sub Contractors),20/08/2024,30036801,"22,327.74 ",Parochial Church Council of Old Bollingbroke Parish
